paired_group_id,paired_group_index,scenario_id,element_snr_db,trial_index,trial_seed,method_id,subset_id,target1_az_deg,target1_el_deg,target2_az_deg,target2_el_deg,realized_element_snr_db,historical_registered_domain_pass,tolerant_registered_domain_pass,boundary_numeric_disagreement_flag,domain_tolerance_deg,edge_diagnostic_domain_pass,oracle_k_success,azimuth_error_deg,elevation_error_deg,pair_error_deg,unconditional_penalized_error,wrong_local_peak,converged,normalized_score,normalized_score_gap_to_full_parent,score_calls,SVD_calls,iterations,multi_start_count,status,diagnostic_status,selection_effect_status,method_varying_objects,common_trial_identity_hash,stage7_1_stable_code_identity_hash
EDGE_D0318_SNR_+00_DB,1,D0318,0,5,20260723,FIXED_RECT_3X5,RECT_E14_A31,7.6,10,7.6,10.4,-0.127784909053163,1,1,0,7.105427357601e-15,1,1,8.88178419700125e-16,0.14142135623731,0.14142135623731,0.14142135623731,0,1,0.993489035558998,-0.00321397178111371,202,202,2,1,ORACLE_DML_CONVERGED,POST_HOC_EDGE_SENSITIVITY_NOT_USED_FOR_SELECTION,NOT_USED_FOR_STAGE7_SELECTION_OR_OPERATING_POINT,W_I;C_I;T_I;G_BANK,09666896b1a9a61fac4b16e328386aace25d0080e21ad402aad44ea7882a239c,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
EDGE_D0318_SNR_+00_DB,1,D0318,0,5,20260723,GREEDY_ETA_080,RECT_E28_A31,7.6,10,7.6,10.4,-0.127784909053163,1,1,0,7.105427357601e-15,1,1,8.88178419700125e-16,0.14142135623731,0.14142135623731,0.14142135623731,0,1,0.99368596638114,-0.00341090260325494,202,202,2,1,ORACLE_DML_CONVERGED,POST_HOC_EDGE_SENSITIVITY_NOT_USED_FOR_SELECTION,NOT_USED_FOR_STAGE7_SELECTION_OR_OPERATING_POINT,W_I;C_I;T_I;G_BANK,09666896b1a9a61fac4b16e328386aace25d0080e21ad402aad44ea7882a239c,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
EDGE_D0318_SNR_+00_DB,1,D0318,0,5,20260723,FULL_PARENT_5X5,RECT_E31_A31,7.6,10,7.6,10.4,-0.127784909053163,1,1,0,7.105427357601e-15,1,1,8.88178419700125e-16,0.14142135623731,0.14142135623731,0.14142135623731,0,1,0.990275063777885,0,202,202,2,1,ORACLE_DML_CONVERGED,POST_HOC_EDGE_SENSITIVITY_NOT_USED_FOR_SELECTION,NOT_USED_FOR_STAGE7_SELECTION_OR_OPERATING_POINT,W_I;C_I;T_I;G_BANK,09666896b1a9a61fac4b16e328386aace25d0080e21ad402aad44ea7882a239c,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
EDGE_D0318_SNR_+00_DB,1,D0318,0,6,20260724,FIXED_RECT_3X5,RECT_E14_A31,7.6,10,7.6,10.4,-0.031447664999402,1,1,0,7.105427357601e-15,1,1,8.88178419700125e-16,0.0707106781186545,0.0707106781186545,0.0707106781186545,0,1,0.995485937776304,-0.00382403655528341,202,202,2,1,ORACLE_DML_CONVERGED,POST_HOC_EDGE_SENSITIVITY_NOT_USED_FOR_SELECTION,NOT_USED_FOR_STAGE7_SELECTION_OR_OPERATING_POINT,W_I;C_I;T_I;G_BANK,5bf94f539b25ca7ee4e735282b217252b1c3830ff2bb3f7e4f0eb63a494f6677,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
EDGE_D0318_SNR_+00_DB,1,D0318,0,6,20260724,GREEDY_ETA_080,RECT_E28_A31,7.6,10,7.6,10.4,-0.031447664999402,1,1,0,7.105427357601e-15,1,1,8.88178419700125e-16,0.0999999999999996,0.0999999999999996,0.0999999999999996,0,1,0.995278612102324,-0.00361671088130289,202,202,2,1,ORACLE_DML_CONVERGED,POST_HOC_EDGE_SENSITIVITY_NOT_USED_FOR_SELECTION,NOT_USED_FOR_STAGE7_SELECTION_OR_OPERATING_POINT,W_I;C_I;T_I;G_BANK,5bf94f539b25ca7ee4e735282b217252b1c3830ff2bb3f7e4f0eb63a494f6677,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
EDGE_D0318_SNR_+00_DB,1,D0318,0,6,20260724,FULL_PARENT_5X5,RECT_E31_A31,7.6,10,7.6,10.4,-0.031447664999402,1,1,0,7.105427357601e-15,1,1,8.88178419700125e-16,0.15811388300842,0.15811388300842,0.15811388300842,0,1,0.991661901221021,0,202,202,2,1,ORACLE_DML_CONVERGED,POST_HOC_EDGE_SENSITIVITY_NOT_USED_FOR_SELECTION,NOT_USED_FOR_STAGE7_SELECTION_OR_OPERATING_POINT,W_I;C_I;T_I;G_BANK,5bf94f539b25ca7ee4e735282b217252b1c3830ff2bb3f7e4f0eb63a494f6677,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
EDGE_D0318_SNR_+00_DB,1,D0318,0,7,20260725,FIXED_RECT_3X5,RECT_E14_A31,7.6,10,7.6,10.4,0.109058256948601,1,1,0,7.105427357601e-15,1,1,8.88178419700125e-16,0.0707106781186545,0.0707106781186545,0.0707106781186545,0,1,0.996558413372656,-0.00357727401263297,244,244,3,1,ORACLE_DML_CONVERGED,POST_HOC_EDGE_SENSITIVITY_NOT_USED_FOR_SELECTION,NOT_USED_FOR_STAGE7_SELECTION_OR_OPERATING_POINT,W_I;C_I;T_I;G_BANK,f565e19551615ebfacac034ee89617cef1eae19d26817b591391141ed3fa6c7a,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
EDGE_D0318_SNR_+00_DB,1,D0318,0,7,20260725,GREEDY_ETA_080,RECT_E28_A31,7.6,10,7.6,10.4,0.109058256948601,1,1,0,7.105427357601e-15,1,1,8.88178419700125e-16,0.0707106781186545,0.0707106781186545,0.0707106781186545,0,1,0.996578494997541,-0.00359735563751851,202,202,2,1,ORACLE_DML_CONVERGED,POST_HOC_EDGE_SENSITIVITY_NOT_USED_FOR_SELECTION,NOT_USED_FOR_STAGE7_SELECTION_OR_OPERATING_POINT,W_I;C_I;T_I;G_BANK,f565e19551615ebfacac034ee89617cef1eae19d26817b591391141ed3fa6c7a,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
EDGE_D0318_SNR_+00_DB,1,D0318,0,7,20260725,FULL_PARENT_5X5,RECT_E31_A31,7.6,10,7.6,10.4,0.109058256948601,1,1,0,7.105427357601e-15,1,1,8.88178419700125e-16,0.0707106781186545,0.0707106781186545,0.0707106781186545,0,1,0.992981139360023,0,202,202,2,1,ORACLE_DML_CONVERGED,POST_HOC_EDGE_SENSITIVITY_NOT_USED_FOR_SELECTION,NOT_USED_FOR_STAGE7_SELECTION_OR_OPERATING_POINT,W_I;C_I;T_I;G_BANK,f565e19551615ebfacac034ee89617cef1eae19d26817b591391141ed3fa6c7a,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
EDGE_D0318_SNR_+00_DB,1,D0318,0,8,20260726,FIXED_RECT_3X5,RECT_E14_A31,7.6,10,7.6,10.4,-0.0815490453762298,1,1,0,7.105427357601e-15,1,0,8.88178419700125e-16,0.282842712474619,0.282842712474619,0.632455532033676,0,1,0.994997586429991,-0.00395580133433671,202,202,2,1,ORACLE_DML_CONVERGED,POST_HOC_EDGE_SENSITIVITY_NOT_USED_FOR_SELECTION,NOT_USED_FOR_STAGE7_SELECTION_OR_OPERATING_POINT,W_I;C_I;T_I;G_BANK,1f8b94bb7667bd94d67d42ea378f4be77a9b803a94862efb81698c74de9feb7b,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
EDGE_D0318_SNR_+00_DB,1,D0318,0,8,20260726,GREEDY_ETA_080,RECT_E28_A31,7.6,10,7.6,10.4,-0.0815490453762298,1,1,0,7.105427357601e-15,1,0,8.88178419700125e-16,0.282842712474619,0.282842712474619,0.632455532033676,0,1,0.994867182087369,-0.0038253969917138,244,244,3,1,ORACLE_DML_CONVERGED,POST_HOC_EDGE_SENSITIVITY_NOT_USED_FOR_SELECTION,NOT_USED_FOR_STAGE7_SELECTION_OR_OPERATING_POINT,W_I;C_I;T_I;G_BANK,1f8b94bb7667bd94d67d42ea378f4be77a9b803a94862efb81698c74de9feb7b,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
EDGE_D0318_SNR_+00_DB,1,D0318,0,8,20260726,FULL_PARENT_5X5,RECT_E31_A31,7.6,10,7.6,10.4,-0.0815490453762298,1,1,0,7.105427357601e-15,1,0,8.88178419700125e-16,0.282842712474619,0.282842712474619,0.632455532033676,0,1,0.991041785095655,0,244,244,3,1,ORACLE_DML_CONVERGED,POST_HOC_EDGE_SENSITIVITY_NOT_USED_FOR_SELECTION,NOT_USED_FOR_STAGE7_SELECTION_OR_OPERATING_POINT,W_I;C_I;T_I;G_BANK,1f8b94bb7667bd94d67d42ea378f4be77a9b803a94862efb81698c74de9feb7b,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
EDGE_D0318_SNR_+00_DB,1,D0318,0,9,20260727,FIXED_RECT_3X5,RECT_E14_A31,7.6,10,7.6,10.4,-0.0439282087582771,1,1,0,7.105427357601e-15,1,0,8.88178419700125e-16,0.291547594742265,0.291547594742265,0.632455532033676,0,1,0.995015320697237,-0.00422060054335127,202,202,2,1,ORACLE_DML_CONVERGED,POST_HOC_EDGE_SENSITIVITY_NOT_USED_FOR_SELECTION,NOT_USED_FOR_STAGE7_SELECTION_OR_OPERATING_POINT,W_I;C_I;T_I;G_BANK,f3ff3aa80ee71c32f911729a7f8756cc7ed2f3042e5bf3812b1cf0032fb014fa,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
EDGE_D0318_SNR_+00_DB,1,D0318,0,9,20260727,GREEDY_ETA_080,RECT_E28_A31,7.6,10,7.6,10.4,-0.0439282087582771,1,1,0,7.105427357601e-15,1,0,8.88178419700125e-16,0.291547594742265,0.291547594742265,0.632455532033676,0,1,0.995119773025973,-0.00432505287208729,202,202,2,1,ORACLE_DML_CONVERGED,POST_HOC_EDGE_SENSITIVITY_NOT_USED_FOR_SELECTION,NOT_USED_FOR_STAGE7_SELECTION_OR_OPERATING_POINT,W_I;C_I;T_I;G_BANK,f3ff3aa80ee71c32f911729a7f8756cc7ed2f3042e5bf3812b1cf0032fb014fa,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
EDGE_D0318_SNR_+00_DB,1,D0318,0,9,20260727,FULL_PARENT_5X5,RECT_E31_A31,7.6,10,7.6,10.4,-0.0439282087582771,1,1,0,7.105427357601e-15,1,0,8.88178419700125e-16,0.291547594742265,0.291547594742265,0.632455532033676,0,1,0.990794720153886,0,202,202,2,1,ORACLE_DML_CONVERGED,POST_HOC_EDGE_SENSITIVITY_NOT_USED_FOR_SELECTION,NOT_USED_FOR_STAGE7_SELECTION_OR_OPERATING_POINT,W_I;C_I;T_I;G_BANK,f3ff3aa80ee71c32f911729a7f8756cc7ed2f3042e5bf3812b1cf0032fb014fa,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
EDGE_D0318_SNR_+00_DB,1,D0318,0,10,20260728,FIXED_RECT_3X5,RECT_E14_A31,7.6,10,7.6,10.4,-0.0614367405465233,1,1,0,7.105427357601e-15,1,1,8.88178419700125e-16,0.0707106781186545,0.0707106781186545,0.0707106781186545,0,1,0.994804985625265,-0.00435474988241258,244,244,3,1,ORACLE_DML_CONVERGED,POST_HOC_EDGE_SENSITIVITY_NOT_USED_FOR_SELECTION,NOT_USED_FOR_STAGE7_SELECTION_OR_OPERATING_POINT,W_I;C_I;T_I;G_BANK,bc8e8a56a8e515e14e4587fd799abc1942abe757b83e52965599ca51486c8876,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
EDGE_D0318_SNR_+00_DB,1,D0318,0,10,20260728,GREEDY_ETA_080,RECT_E28_A31,7.6,10,7.6,10.4,-0.0614367405465233,1,1,0,7.105427357601e-15,1,1,8.88178419700125e-16,0.0707106781186545,0.0707106781186545,0.0707106781186545,0,1,0.99485025332879,-0.00440001758593722,244,244,3,1,ORACLE_DML_CONVERGED,POST_HOC_EDGE_SENSITIVITY_NOT_USED_FOR_SELECTION,NOT_USED_FOR_STAGE7_SELECTION_OR_OPERATING_POINT,W_I;C_I;T_I;G_BANK,bc8e8a56a8e515e14e4587fd799abc1942abe757b83e52965599ca51486c8876,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
EDGE_D0318_SNR_+00_DB,1,D0318,0,10,20260728,FULL_PARENT_5X5,RECT_E31_A31,7.6,10,7.6,10.4,-0.0614367405465233,1,1,0,7.105427357601e-15,1,1,8.88178419700125e-16,0.0707106781186545,0.0707106781186545,0.0707106781186545,0,1,0.990450235742853,0,244,244,3,1,ORACLE_DML_CONVERGED,POST_HOC_EDGE_SENSITIVITY_NOT_USED_FOR_SELECTION,NOT_USED_FOR_STAGE7_SELECTION_OR_OPERATING_POINT,W_I;C_I;T_I;G_BANK,bc8e8a56a8e515e14e4587fd799abc1942abe757b83e52965599ca51486c8876,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
EDGE_D0318_SNR_+00_DB,1,D0318,0,11,20260729,FIXED_RECT_3X5,RECT_E14_A31,7.6,10,7.6,10.4,-0.118513111837724,1,1,0,7.105427357601e-15,1,1,0.0707106781186551,0.158113883008418,0.173205080756887,0.173205080756887,0,1,0.995046584265004,-0.00292129635596416,206,206,2,1,ORACLE_DML_CONVERGED,POST_HOC_EDGE_SENSITIVITY_NOT_USED_FOR_SELECTION,NOT_USED_FOR_STAGE7_SELECTION_OR_OPERATING_POINT,W_I;C_I;T_I;G_BANK,5cc366e66b92e67727bbc8dad30652c988e69d71eec403dbfa8dce6baa00d6f1,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
EDGE_D0318_SNR_+00_DB,1,D0318,0,11,20260729,GREEDY_ETA_080,RECT_E28_A31,7.6,10,7.6,10.4,-0.118513111837724,1,1,0,7.105427357601e-15,1,1,0.0707106781186551,0.158113883008418,0.173205080756887,0.173205080756887,0,1,0.995069147600698,-0.002943859691658,206,206,2,1,ORACLE_DML_CONVERGED,POST_HOC_EDGE_SENSITIVITY_NOT_USED_FOR_SELECTION,NOT_USED_FOR_STAGE7_SELECTION_OR_OPERATING_POINT,W_I;C_I;T_I;G_BANK,5cc366e66b92e67727bbc8dad30652c988e69d71eec403dbfa8dce6baa00d6f1,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
EDGE_D0318_SNR_+00_DB,1,D0318,0,11,20260729,FULL_PARENT_5X5,RECT_E31_A31,7.6,10,7.6,10.4,-0.118513111837724,1,1,0,7.105427357601e-15,1,1,0.0707106781186551,0.158113883008418,0.173205080756887,0.173205080756887,0,1,0.99212528790904,0,206,206,2,1,ORACLE_DML_CONVERGED,POST_HOC_EDGE_SENSITIVITY_NOT_USED_FOR_SELECTION,NOT_USED_FOR_STAGE7_SELECTION_OR_OPERATING_POINT,W_I;C_I;T_I;G_BANK,5cc366e66b92e67727bbc8dad30652c988e69d71eec403dbfa8dce6baa00d6f1,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
EDGE_D0318_SNR_+00_DB,1,D0318,0,12,20260730,FIXED_RECT_3X5,RECT_E14_A31,7.6,10,7.6,10.4,0.10616438004911,1,1,0,7.105427357601e-15,1,1,8.88178419700125e-16,0.0707106781186545,0.0707106781186545,0.0707106781186545,0,1,0.995707604151763,-0.00331610373247582,244,244,3,1,ORACLE_DML_CONVERGED,POST_HOC_EDGE_SENSITIVITY_NOT_USED_FOR_SELECTION,NOT_USED_FOR_STAGE7_SELECTION_OR_OPERATING_POINT,W_I;C_I;T_I;G_BANK,6c9cee32d8dd1c4e183cdd0f507d286e19748c6abf7859145059388061fcfe78,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
EDGE_D0318_SNR_+00_DB,1,D0318,0,12,20260730,GREEDY_ETA_080,RECT_E28_A31,7.6,10,7.6,10.4,0.10616438004911,1,1,0,7.105427357601e-15,1,1,8.88178419700125e-16,0.0707106781186545,0.0707106781186545,0.0707106781186545,0,1,0.995593623906641,-0.00320212348735383,244,244,3,1,ORACLE_DML_CONVERGED,POST_HOC_EDGE_SENSITIVITY_NOT_USED_FOR_SELECTION,NOT_USED_FOR_STAGE7_SELECTION_OR_OPERATING_POINT,W_I;C_I;T_I;G_BANK,6c9cee32d8dd1c4e183cdd0f507d286e19748c6abf7859145059388061fcfe78,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
EDGE_D0318_SNR_+00_DB,1,D0318,0,12,20260730,FULL_PARENT_5X5,RECT_E31_A31,7.6,10,7.6,10.4,0.10616438004911,1,1,0,7.105427357601e-15,1,1,8.88178419700125e-16,0.0707106781186545,0.0707106781186545,0.0707106781186545,0,1,0.992391500419287,0,244,244,3,1,ORACLE_DML_CONVERGED,POST_HOC_EDGE_SENSITIVITY_NOT_USED_FOR_SELECTION,NOT_USED_FOR_STAGE7_SELECTION_OR_OPERATING_POINT,W_I;C_I;T_I;G_BANK,6c9cee32d8dd1c4e183cdd0f507d286e19748c6abf7859145059388061fcfe78,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
EDGE_D0318_SNR_+00_DB,1,D0318,0,13,20260731,FIXED_RECT_3X5,RECT_E14_A31,7.6,10,7.6,10.4,-0.0796100681724729,1,1,0,7.105427357601e-15,1,0,8.88178419700125e-16,0.316227766016838,0.316227766016838,0.632455532033676,0,1,0.995416810067541,-0.00438441998255912,202,202,2,1,ORACLE_DML_CONVERGED,POST_HOC_EDGE_SENSITIVITY_NOT_USED_FOR_SELECTION,NOT_USED_FOR_STAGE7_SELECTION_OR_OPERATING_POINT,W_I;C_I;T_I;G_BANK,c6362426f9f4849859aa3e1a3d4da15e1ad3b7f4a5f0133327ea7eb79c206fc6,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
