artifact_id,file_name,primary_key_columns,primary_key,column_name,comparison_type,current_row_count,historical_row_count,mismatch_count,maximum_absolute_difference,maximum_relative_difference,historical_value_numeric,current_value_numeric,absolute_difference,relative_difference,diagnostic_reason,absolute_tolerance,relative_tolerance,pass_flag,stage7_1_stable_code_identity_hash
fim_greedy_exact_gap,fim_greedy_exact_gap.csv,eta0,,B_out,NUMERIC_ABS_OR_REL,3,3,0,0,0,NaN,NaN,NaN,NaN,,1e-12,1e-10,1,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
fim_greedy_exact_gap,fim_greedy_exact_gap.csv,eta0,,MAC_el,NUMERIC_ABS_OR_REL,3,3,0,0,0,NaN,NaN,NaN,NaN,,1e-12,1e-10,1,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
fim_greedy_exact_gap,fim_greedy_exact_gap.csv,eta0,,MAC_az,NUMERIC_ABS_OR_REL,3,3,0,0,0,NaN,NaN,NaN,NaN,,1e-12,1e-10,1,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
fim_greedy_exact_gap,fim_greedy_exact_gap.csv,eta0,,MAC_total,NUMERIC_ABS_OR_REL,3,3,0,0,0,NaN,NaN,NaN,NaN,,1e-12,1e-10,1,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
fim_greedy_exact_gap,fim_greedy_exact_gap.csv,eta0,,output_channel_count,EXACT_NUMERIC,3,3,0,0,0,NaN,NaN,NaN,NaN,,1e-12,1e-10,1,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
fim_greedy_exact_gap,fim_greedy_exact_gap.csv,eta0,,output_bytes_complex_double,NUMERIC_ABS_OR_REL,3,3,0,0,0,NaN,NaN,NaN,NaN,,1e-12,1e-10,1,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
fim_greedy_exact_gap,fim_greedy_exact_gap.csv,eta0,,weight_memory_bytes,NUMERIC_ABS_OR_REL,3,3,0,0,0,NaN,NaN,NaN,NaN,,1e-12,1e-10,1,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
fim_greedy_exact_gap,fim_greedy_exact_gap.csv,eta0,,estimated_data_movement_bytes,NUMERIC_ABS_OR_REL,3,3,0,0,0,NaN,NaN,NaN,NaN,,1e-12,1e-10,1,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
fim_greedy_exact_gap,fim_greedy_exact_gap.csv,eta0,,incremental_cost_over_conventional,NUMERIC_ABS_OR_REL,3,3,0,0,0,NaN,NaN,NaN,NaN,,1e-12,1e-10,1,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
fim_greedy_exact_gap,fim_greedy_exact_gap.csv,eta0,,eta_design,NUMERIC_ABS_OR_REL,3,3,0,0,0,NaN,NaN,NaN,NaN,,1e-12,1e-10,1,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
fim_greedy_exact_gap,fim_greedy_exact_gap.csv,eta0,,eta_validation,NUMERIC_ABS_OR_REL,3,3,0,0,0,NaN,NaN,NaN,NaN,,1e-12,1e-10,1,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
fim_greedy_exact_gap,fim_greedy_exact_gap.csv,eta0,,eta_holdout,NUMERIC_ABS_OR_REL,3,3,0,0,0,NaN,NaN,NaN,NaN,,1e-12,1e-10,1,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
fim_greedy_exact_gap,fim_greedy_exact_gap.csv,eta0,,eta_parent_relative,NUMERIC_ABS_OR_REL,3,3,0,0,0,NaN,NaN,NaN,NaN,,1e-12,1e-10,1,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
fim_greedy_exact_gap,fim_greedy_exact_gap.csv,eta0,,worst_design_scenario_id,EXACT_TEXT,3,3,0,NaN,NaN,NaN,NaN,NaN,NaN,,1e-12,1e-10,1,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
fim_greedy_exact_gap,fim_greedy_exact_gap.csv,eta0,,worst_validation_scenario_id,EXACT_TEXT,3,3,0,NaN,NaN,NaN,NaN,NaN,NaN,,1e-12,1e-10,1,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
fim_greedy_exact_gap,fim_greedy_exact_gap.csv,eta0,,worst_holdout_scenario_id,EXACT_TEXT,3,3,0,NaN,NaN,NaN,NaN,NaN,NaN,,1e-12,1e-10,1,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
fim_greedy_exact_gap,fim_greedy_exact_gap.csv,eta0,,minimum_whitening_rank,EXACT_NUMERIC,3,3,0,0,0,NaN,NaN,NaN,NaN,,1e-12,1e-10,1,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
fim_greedy_exact_gap,fim_greedy_exact_gap.csv,eta0,,minimum_manifold_rank,EXACT_NUMERIC,3,3,0,0,0,NaN,NaN,NaN,NaN,,1e-12,1e-10,1,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
fim_greedy_exact_gap,fim_greedy_exact_gap.csv,eta0,,minimum_fim_rank,EXACT_NUMERIC,3,3,0,0,0,NaN,NaN,NaN,NaN,,1e-12,1e-10,1,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
fim_greedy_exact_gap,fim_greedy_exact_gap.csv,eta0,,data_processing_violation_count,EXACT_NUMERIC,3,3,0,0,0,NaN,NaN,NaN,NaN,,1e-12,1e-10,1,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
fim_greedy_exact_gap,fim_greedy_exact_gap.csv,eta0,,status,EXACT_TEXT,3,3,0,NaN,NaN,NaN,NaN,NaN,NaN,,1e-12,1e-10,1,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
fim_greedy_exact_gap,fim_greedy_exact_gap.csv,eta0,,covariance_decomposition_count,EXACT_NUMERIC,3,3,0,0,0,NaN,NaN,NaN,NaN,,1e-12,1e-10,1,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
fim_greedy_exact_gap,fim_greedy_exact_gap.csv,eta0,,whitener_eigendecomposition_count,EXACT_NUMERIC,3,3,0,0,0,NaN,NaN,NaN,NaN,,1e-12,1e-10,1,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
fim_greedy_exact_gap,fim_greedy_exact_gap.csv,eta0,,fim_evaluation_count,EXACT_NUMERIC,3,3,0,0,0,NaN,NaN,NaN,NaN,,1e-12,1e-10,1,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
fim_greedy_exact_gap,fim_greedy_exact_gap.csv,eta0,,generalized_eigenvalue_evaluation_count,EXACT_NUMERIC,3,3,0,0,0,NaN,NaN,NaN,NaN,,1e-12,1e-10,1,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
fim_greedy_exact_gap,fim_greedy_exact_gap.csv,eta0,,greedy_evaluation_count,EXACT_NUMERIC,3,3,0,0,0,NaN,NaN,NaN,NaN,,1e-12,1e-10,1,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
fim_greedy_exact_gap,fim_greedy_exact_gap.csv,eta0,,greedy_status,EXACT_TEXT,3,3,0,NaN,NaN,NaN,NaN,NaN,NaN,,1e-12,1e-10,1,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
fim_greedy_exact_gap,fim_greedy_exact_gap.csv,eta0,,eta0,NUMERIC_ABS_OR_REL,3,3,0,0,0,NaN,NaN,NaN,NaN,,1e-12,1e-10,1,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
fim_greedy_exact_gap,fim_greedy_exact_gap.csv,eta0,,exact_subset_id,EXACT_TEXT,3,3,0,NaN,NaN,NaN,NaN,NaN,NaN,,1e-12,1e-10,1,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
fim_greedy_exact_gap,fim_greedy_exact_gap.csv,eta0,,same_subset_flag,EXACT_NUMERIC,3,3,0,0,0,NaN,NaN,NaN,NaN,,1e-12,1e-10,1,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
fim_greedy_exact_gap,fim_greedy_exact_gap.csv,eta0,,cost_gap,NUMERIC_ABS_OR_REL,3,3,0,0,0,NaN,NaN,NaN,NaN,,1e-12,1e-10,1,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
fim_greedy_exact_gap,fim_greedy_exact_gap.csv,eta0,,eta_gap,NUMERIC_ABS_OR_REL,3,3,0,0,0,NaN,NaN,NaN,NaN,,1e-12,1e-10,1,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
