actual_unique_subset_score_calls,charged_method_score_calls,duplicate_method_charge,unique_subset_count,method_label_count,materialized_equivalent_W_bytes,factorized_elevation_weight_bytes,factorized_azimuth_weight_bytes,factorized_total_weight_bytes,materialized_to_factorized_memory_ratio,original_accounting_semantics,corrected_accounting_semantics,memory_accounting_status,dimension_source,frozen_stage7_plan_hash,workspace_contract_bytes,legacy_peak_memory_estimate_historical_bytes,legacy_peak_memory_estimate_current_bytes,legacy_peak_memory_estimate_delta_bytes,legacy_peak_memory_estimate_relative_delta,legacy_peak_memory_estimate_status,legacy_peak_memory_estimate_reason,deterministic_memory_contract_pass,stage7_1_stable_code_identity_hash
9152562,11734516,2581954,7,9,499200,1536,15600,17136,29.1316526610644,CHARGED_METHOD_LABEL_WORK_INCLUDING_PHYSICAL_ALIASES,ACTUAL_UNIQUE_PHYSICAL_SUBSET_WORK,MATERIALIZED_EQUIVALENT_W_VERSUS_FACTORIZED_SEQUENTIAL_WEIGHTS,FROZEN_STAGE7_PLAN_EXPLICIT_DIMENSIONS,1c6f99f158a118e5dc79efaa02076009cf103f87c9861d1dd52da27fb8608f23,34611200,110347346,110417088,69742,0.000632022450272615,EXPECTED_PROVENANCE_SCHEMA_DEPENDENT_VARIATION,PROVENANCE_SCHEMA_CHANGED_CONTEXT_WHOS_BYTES,1,f3e84ecd77e63632d9e2eb0e70c0600fa0f370193ad27d6fa5717f0381700b4c
