case_name,estimate_status,support_status,statistical_calibration_status,registered_model_certified_flag,structural_gate_pass_flag,estimate_returned_flag,observation_regime,coefficient_rank_evidence_kind,row_whitening_rank,column_whitening_rank,column_whitening_applied,column_covariance_model,truth_on_registered_grid_flag,search_domain_source,rank_Ge,rank_Ce_hat_diagnostic,rank_Z_score_diagnostic,rank_Z_recovery_diagnostic,registered_bank_exact_alias_flag,old_confidence_field_absent_flag,num_svd,pass_flag,phase_factor
noiseless_full_rank,ESTIMATE_RETURNED,GROUP_REGISTERED_MODEL_CERTIFIED,NOT_CALIBRATED_STAGE4,1,1,1,NOISELESS_STRUCTURAL,TRUTH_STRUCTURAL,3,3,0,identity,1,registered_status_unit_test_bank,2,2,NaN,NaN,0,1,4,1,1
noisy_full_rank,ESTIMATE_RETURNED,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_CALIBRATED_STAGE4,0,1,1,NOISY_UNCALIBRATED,NOISY_DIAGNOSTIC_ONLY,3,3,0,identity,1,registered_status_unit_test_bank,2,2,NaN,NaN,0,1,4,1,1
exact_rank_ce_below_q,ESTIMATE_NOT_RUN_STRUCTURAL_RANK_FAILURE,GROUP_MMV_RANK_UNCERTIFIED,NOT_CALIBRATED_STAGE4,0,0,0,NOISELESS_STRUCTURAL,TRUTH_STRUCTURAL,3,3,0,identity,1,registered_status_unit_test_bank,2,1,NaN,NaN,0,1,4,1,1
rank_ge_below_q,NO_FULL_RANK_CANDIDATE,GROUP_MANIFOLD_RANK_UNCERTIFIED,NOT_CALIBRATED_STAGE4,0,0,0,NOISELESS_STRUCTURAL,TRUTH_STRUCTURAL,3,3,0,identity,1,registered_status_unit_test_bank,1,2,NaN,NaN,0,1,2,1,1
exact_registered_alias,ESTIMATE_RETURNED,GROUP_REGISTERED_ALIAS_UNCERTIFIED,NOT_CALIBRATED_STAGE4,0,0,1,NOISELESS_STRUCTURAL,TRUTH_STRUCTURAL,3,3,0,identity,1,registered_status_unit_test_bank,1,1,NaN,NaN,1,1,4,1,1
noisy_rank_one_coefficient_becomes_numeric_full_rank,ESTIMATE_RETURNED,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_CALIBRATED_STAGE4,0,1,1,NOISY_UNCALIBRATED,NOISY_DIAGNOSTIC_ONLY,3,4,0,identity,1,registered_noisy_rank_unit_test_grid,2,2,3,3,0,1,12,1,1
