subset_id,elevation_mask_integer,azimuth_mask_integer,I_e_global,I_a_global,sequential_channel_ids,B_e,B_a,B_out,MAC_el,MAC_az,MAC_total,output_channel_count,output_bytes_complex_double,weight_memory_bytes,estimated_data_movement_bytes,incremental_cost_over_conventional,eta_design,eta_validation,eta_holdout,eta_parent_relative,worst_design_scenario_id,worst_validation_scenario_id,worst_holdout_scenario_id,minimum_whitening_rank,minimum_manifold_rank,minimum_fim_rank,data_processing_violation_count,runtime,offline_subset_design_runtime,status,covariance_decomposition_count,whitener_eigendecomposition_count,fim_evaluation_count,generalized_eigenvalue_evaluation_count,measured_online_dbf_runtime
RECT_E03_A15,3,15,1;2,1;2;3;4,1;2;6;7;11;12;16;17,2,4,8,4160,520,4680,8,128,266240,33408,2535,0.00536994230562215,0.429553368830729,0.00616080021700372,0.00587038166856585,D0318,V0176,H0085,8,2,4,0,0.2372822,0.2372822,FIM_SCENARIO_VALID,2,2,1184,2368,3.9994140625e-06
RECT_E03_A16,3,16,1;2,5,21;22,2,1,2,4160,130,4290,2,32,66560,33312,2145,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2294744,0.2294744,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,3.78984375e-06
RECT_E03_A17,3,17,1;2,1;5,1;2;21;22,2,2,4,4160,260,4420,4,64,133120,33344,2275,1.38183758177161e-05,0.08219528913253,0.000229676247216586,1.50304142466676e-05,D0062,V0014,H0041,4,2,4,0,0.2294843,0.2294843,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E03_A18,3,18,1;2,2;5,6;7;21;22,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000126015370523573,0.0809936843109613,0.000232532859240583,0.000149170359290881,D0528,V0014,H0041,4,2,4,0,0.2293036,0.2293036,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E03_A19,3,19,1;2,1;2;5,1;2;6;7;21;22,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00442707424318619,0.335178833145201,0.0058825174343179,0.00483976214805358,D0574,V0176,H0085,6,2,4,0,0.2222723,0.2222723,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E03_A20,3,20,1;2,3;5,11;12;21;22,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000210560687983077,0.0750108071056116,0.00032166897273468,0.000248731037443004,D0536,V0018,H0041,4,2,4,0,0.2330323,0.2330323,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E03_A21,3,21,1;2,1;3;5,1;2;11;12;21;22,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00476299566792776,0.341491804408532,0.0057897286726255,0.0052069031166671,D0318,V0176,H0085,6,2,4,0,0.2286266,0.2286266,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E03_A22,3,22,1;2,2;3;5,6;7;11;12;21;22,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00443163102426473,0.360504160123065,0.00558959986467504,0.00484465535984445,D0318,V0212,H0085,6,2,4,0,0.225792,0.225792,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E03_A23,3,23,1;2,1;2;3;5,1;2;6;7;11;12;21;22,2,4,8,4160,520,4680,8,128,266240,33408,2535,0.00544217174171926,0.430959773343184,0.00594743363102059,0.00594933124932443,D0318,V0176,H0085,8,2,4,0,0.2245049,0.2245049,FIM_SCENARIO_VALID,2,2,1184,2368,3.9994140625e-06
RECT_E03_A24,3,24,1;2,4;5,16;17;21;22,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000314972162750802,0.0665283363744721,0.000452557848194832,0.000371128527820048,D0536,V0018,H0041,4,2,4,0,0.2233615,0.2233615,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E03_A25,3,25,1;2,1;4;5,1;2;16;17;21;22,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00438937402654666,0.335953053150848,0.00549133402467187,0.00479845961642626,D0318,V0212,H0085,6,2,4,0,0.2288728,0.2288728,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E03_A26,3,26,1;2,2;4;5,6;7;16;17;21;22,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00394297090596018,0.365932118884453,0.0051099364638966,0.00431044986349225,D0318,V0212,H0085,6,2,4,0,0.2247136,0.2247136,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E03_A27,3,27,1;2,1;2;4;5,1;2;6;7;16;17;21;22,2,4,8,4160,520,4680,8,128,266240,33408,2535,0.00537964709734466,0.431947365496809,0.00615279668462422,0.00585592719939345,D0062,V0176,H0085,8,2,4,0,0.2261848,0.2261848,FIM_SCENARIO_VALID,2,2,1184,2368,3.9994140625e-06
RECT_E03_A28,3,28,1;2,3;4;5,11;12;16;17;21;22,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00348932928541036,0.388916109669387,0.00457525527631564,0.00381454095457848,D0318,V0216,H0085,6,2,4,0,0.2236448,0.2236448,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E03_A29,3,29,1;2,1;3;4;5,1;2;11;12;16;17;21;22,2,4,8,4160,520,4680,8,128,266240,33408,2535,0.005478920332729,0.431492847015733,0.00664509937502689,0.00598968699728281,D0574,V0176,H0085,8,2,4,0,0.2228426,0.2228426,FIM_SCENARIO_VALID,2,2,1184,2368,3.9994140625e-06
RECT_E03_A30,3,30,1;2,2;3;4;5,6;7;11;12;16;17;21;22,2,4,8,4160,520,4680,8,128,266240,33408,2535,0.00541824229550872,0.431022478874562,0.0075207576724946,0.00592333462367761,D0574,V0176,H0085,8,2,4,0,0.2301656,0.2301656,FIM_SCENARIO_VALID,2,2,1184,2368,3.9994140625e-06
RECT_E03_A31,3,31,1;2,1;2;3;4;5,1;2;6;7;11;12;16;17;21;22,2,5,10,4160,650,4810,10,160,332800,33440,2665,0.0120626102272913,0.440930456893757,0.0141123760742854,0.0131861813022284,D0318,V0176,H0085,10,2,4,0,0.2401046,0.2401046,FIM_SCENARIO_VALID,2,2,1184,2368,3.946484375e-06
RECT_E04_A01,4,1,3,1,3,1,1,1,2080,65,2145,1,16,33280,33296,0,0,0,0,0,D0001,V0001,H0001,1,1,0,0,0.1363678,0.1363678,SUBSET_WHITENING_RANK_INSUFFICIENT,2,2,1184,2368,2.1703125e-06
RECT_E04_A02,4,2,3,2,8,1,1,1,2080,65,2145,1,16,33280,33296,0,0,0,0,0,D0001,V0001,H0001,1,1,0,0,0.1300978,0.1300978,SUBSET_WHITENING_RANK_INSUFFICIENT,2,2,1184,2368,2.1703125e-06
RECT_E04_A03,4,3,3,1;2,3;8,1,2,2,2080,130,2210,2,32,66560,33312,65,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2229057,0.2229057,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,1.908984375e-06
RECT_E04_A04,4,4,3,3,13,1,1,1,2080,65,2145,1,16,33280,33296,0,0,0,0,0,D0001,V0001,H0001,1,1,0,0,0.130136,0.130136,SUBSET_WHITENING_RANK_INSUFFICIENT,2,2,1184,2368,2.1703125e-06
RECT_E04_A05,4,5,3,1;3,3;13,1,2,2,2080,130,2210,2,32,66560,33312,65,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2216961,0.2216961,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,1.908984375e-06
RECT_E04_A06,4,6,3,2;3,8;13,1,2,2,2080,130,2210,2,32,66560,33312,65,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2268475,0.2268475,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,1.908984375e-06
RECT_E04_A07,4,7,3,1;2;3,3;8;13,1,3,3,2080,195,2275,3,48,99840,33328,130,2.19393041940885e-10,1.6416500030374e-05,7.34886233342901e-10,2.19392842948274e-10,D0183,V0270,H0085,3,2,4,0,0.2179866,0.2179866,FIM_SCENARIO_VALID,2,2,1184,2368,1.9546875e-06
RECT_E04_A08,4,8,3,4,18,1,1,1,2080,65,2145,1,16,33280,33296,0,0,0,0,0,D0001,V0001,H0001,1,1,0,0,0.18957,0.18957,SUBSET_WHITENING_RANK_INSUFFICIENT,2,2,1184,2368,2.1703125e-06
RECT_E04_A09,4,9,3,1;4,3;18,1,2,2,2080,130,2210,2,32,66560,33312,65,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.264926,0.264926,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,1.908984375e-06
RECT_E04_A10,4,10,3,2;4,8;18,1,2,2,2080,130,2210,2,32,66560,33312,65,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2505055,0.2505055,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,1.908984375e-06
RECT_E04_A11,4,11,3,1;2;4,3;8;18,1,3,3,2080,195,2275,3,48,99840,33328,130,2.03363682041021e-10,1.92102627308499e-05,5.75850214008049e-10,2.03363782598704e-10,D0183,V0270,H0085,3,2,4,0,0.2438043,0.2438043,FIM_SCENARIO_VALID,2,2,1184,2368,1.9546875e-06
RECT_E04_A12,4,12,3,3;4,13;18,1,2,2,2080,130,2210,2,32,66560,33312,65,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2482803,0.2482803,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,1.908984375e-06
RECT_E04_A13,4,13,3,1;3;4,3;13;18,1,3,3,2080,195,2275,3,48,99840,33328,130,2.0951054474148e-10,2.19812056059394e-05,3.29909007653587e-11,2.09510642996922e-10,D0183,V0270,H0129,3,2,4,0,0.2308889,0.2308889,FIM_SCENARIO_VALID,2,2,1184,2368,1.9546875e-06
RECT_E04_A14,4,14,3,2;3;4,8;13;18,1,3,3,2080,195,2275,3,48,99840,33328,130,2.37863514137949e-10,2.57204734237336e-05,6.46049202868701e-10,2.37863714907128e-10,D0183,V0018,H0129,3,2,4,0,0.2464897,0.2464897,FIM_SCENARIO_VALID,2,2,1184,2368,1.9546875e-06
RECT_E04_A15,4,15,3,1;2;3;4,3;8;13;18,1,4,4,2080,260,2340,4,64,133120,33344,195,4.07670428104875e-08,2.99193061085979e-05,5.675859383353e-08,4.43969337721943e-08,D0190,V0042,H0085,4,2,4,0,0.2254108,0.2254108,FIM_SCENARIO_VALID,2,2,1184,2368,2.059765625e-06
RECT_E04_A16,4,16,3,5,23,1,1,1,2080,65,2145,1,16,33280,33296,0,0,0,0,0,D0001,V0001,H0001,1,1,0,0,0.1282984,0.1282984,SUBSET_WHITENING_RANK_INSUFFICIENT,2,2,1184,2368,2.1703125e-06
RECT_E04_A17,4,17,3,1;5,3;23,1,2,2,2080,130,2210,2,32,66560,33312,65,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2222648,0.2222648,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,1.908984375e-06
RECT_E04_A18,4,18,3,2;5,8;23,1,2,2,2080,130,2210,2,32,66560,33312,65,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2269912,0.2269912,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,1.908984375e-06
RECT_E04_A19,4,19,3,1;2;5,3;8;23,1,3,3,2080,195,2275,3,48,99840,33328,130,2.16555056815946e-10,2.18556744631529e-05,4.61835135230694e-10,2.1998821588776e-10,D0184,V0270,H0085,3,2,4,0,0.2229922,0.2229922,FIM_SCENARIO_VALID,2,2,1184,2368,1.9546875e-06
RECT_E04_A20,4,20,3,3;5,13;23,1,2,2,2080,130,2210,2,32,66560,33312,65,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2210775,0.2210775,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,1.908984375e-06
RECT_E04_A21,4,21,3,1;3;5,3;13;23,1,3,3,2080,195,2275,3,48,99840,33328,130,2.3291048138582e-10,2.40081692693636e-05,0,2.32910550165928e-10,D0183,V0018,H0053,3,2,4,0,0.2280713,0.2280713,FIM_SCENARIO_VALID,2,2,1184,2368,1.9546875e-06
RECT_E04_A22,4,22,3,2;3;5,8;13;23,1,3,3,2080,195,2275,3,48,99840,33328,130,2.51977859836314e-10,2.18351067048138e-05,7.00212952741106e-10,2.51977765928749e-10,D0183,V0018,H0085,3,2,4,0,0.2230441,0.2230441,FIM_SCENARIO_VALID,2,2,1184,2368,1.9546875e-06
RECT_E04_A23,4,23,3,1;2;3;5,3;8;13;23,1,4,4,2080,260,2340,4,64,133120,33344,195,1.4762664715851e-07,2.75690808117203e-05,6.46179369413177e-08,1.60359898989423e-07,D0064,V0114,H0085,4,2,4,0,0.2333896,0.2333896,FIM_SCENARIO_VALID,2,2,1184,2368,2.059765625e-06
RECT_E04_A24,4,24,3,4;5,18;23,1,2,2,2080,130,2210,2,32,66560,33312,65,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2286618,0.2286618,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,1.908984375e-06
RECT_E04_A25,4,25,3,1;4;5,3;18;23,1,3,3,2080,195,2275,3,48,99840,33328,130,2.29594030411293e-10,2.17079659369871e-05,5.7889883842471e-10,2.29593981559402e-10,D0183,V0018,H0085,3,2,4,0,0.2177304,0.2177304,FIM_SCENARIO_VALID,2,2,1184,2368,1.9546875e-06
RECT_E04_A26,4,26,3,2;4;5,8;18;23,1,3,3,2080,195,2275,3,48,99840,33328,130,2.15254453390773e-10,1.90891403457049e-05,8.39815338524736e-10,2.15254696508664e-10,D0191,V0018,H0085,3,2,4,0,0.2216164,0.2216164,FIM_SCENARIO_VALID,2,2,1184,2368,1.9546875e-06
RECT_E04_A27,4,27,3,1;2;4;5,3;8;18;23,1,4,4,2080,260,2340,4,64,133120,33344,195,5.06858913306396e-08,2.69255732009451e-05,2.50050711150693e-07,5.50450076517634e-08,D0064,V0114,H0085,4,2,4,0,0.2221385,0.2221385,FIM_SCENARIO_VALID,2,2,1184,2368,2.059765625e-06
RECT_E04_A28,4,28,3,3;4;5,13;18;23,1,3,3,2080,195,2275,3,48,99840,33328,130,1.41455232586393e-10,1.63166806863366e-05,1.90843189679947e-11,1.41455113854502e-10,D0191,V0018,H0028,3,2,4,0,0.2223315,0.2223315,FIM_SCENARIO_VALID,2,2,1184,2368,1.9546875e-06
RECT_E04_A29,4,29,3,1;3;4;5,3;13;18;23,1,4,4,2080,260,2340,4,64,133120,33344,195,1.34166697749073e-07,2.75679350337713e-05,5.57434940152359e-07,1.45742867083261e-07,D0064,V0114,H0085,4,2,4,0,0.2144058,0.2144058,FIM_SCENARIO_VALID,2,2,1184,2368,2.059765625e-06
RECT_E04_A30,4,30,3,2;3;4;5,8;13;18;23,1,4,4,2080,260,2340,4,64,133120,33344,195,1.95078337674729e-07,2.96158012468513e-05,9.77546967488685e-07,2.12288728275863e-07,D0448,V0258,H0085,4,2,4,0,0.2184098,0.2184098,FIM_SCENARIO_VALID,2,2,1184,2368,2.059765625e-06
RECT_E04_A31,4,31,3,1;2;3;4;5,3;8;13;18;23,1,5,5,2080,325,2405,5,80,166400,33360,260,4.16801075827426e-06,7.64567869431359e-05,5.12006278986352e-06,4.539039351109e-06,D0190,V0114,H0085,5,2,4,0,0.2182599,0.2182599,FIM_SCENARIO_VALID,2,2,1184,2368,2.116015625e-06
RECT_E05_A01,5,1,1;3,1,1;3,2,1,2,4160,130,4290,2,32,66560,33312,2145,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2173581,0.2173581,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,3.78984375e-06
RECT_E05_A02,5,2,1;3,2,6;8,2,1,2,4160,130,4290,2,32,66560,33312,2145,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2200581,0.2200581,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,3.78984375e-06
RECT_E05_A03,5,3,1;3,1;2,1;3;6;8,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000385464285668703,0.0716754445079814,0.00073513863025757,0.00045445501672558,D0280,V0270,H0041,4,2,4,0,0.2137412,0.2137412,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E05_A04,5,4,1;3,3,11;13,2,1,2,4160,130,4290,2,32,66560,33312,2145,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2130268,0.2130268,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,3.78984375e-06
RECT_E05_A05,5,5,1;3,1;3,1;3;11;13,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000261202197540006,0.0810119046196948,0.00078097701947389,0.000308521273424837,D0272,V0270,H0041,4,2,4,0,0.2250016,0.2250016,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E05_A06,5,6,1;3,2;3,6;8;11;13,2,2,4,4160,260,4420,4,64,133120,33344,2275,8.94828336002128e-05,0.135713662847998,6.71046424393586e-05,8.94829057474743e-05,D0189,V0266,H0085,4,2,4,0,0.2207551,0.2207551,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E05_A07,5,7,1;3,1;2;3,1;3;6;8;11;13,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00386346782887643,0.423351635979866,0.00614049191290148,0.00422390648520331,D0574,V0176,H0085,6,2,4,0,0.2212648,0.2212648,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E05_A08,5,8,1;3,4,16;18,2,1,2,4160,130,4290,2,32,66560,33312,2145,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2212361,0.2212361,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,3.78984375e-06
RECT_E05_A09,5,9,1;3,1;4,1;3;16;18,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000127831840886662,0.087982176532218,8.62534244946317e-05,0.000129500942190152,D0318,V0270,H0085,4,2,4,0,0.2351001,0.2351001,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E05_A10,5,10,1;3,2;4,6;8;16;18,2,2,4,4160,260,4420,4,64,133120,33344,2275,1.51631537137793e-05,0.170362109241512,0.000514713640556101,1.53359926341377e-05,D0062,V0014,H0041,4,2,4,0,0.2696602,0.2696602,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E05_A11,5,11,1;3,1;2;4,1;3;6;8;16;18,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00436573253076371,0.39863511684266,0.00631603733938603,0.00477294693784811,D0574,V0176,H0085,6,2,4,0,0.2477705,0.2477705,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E05_A12,5,12,1;3,3;4,11;13;16;18,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000123905987844974,0.134549035237737,0.000473756685199417,0.00012818095148574,D0574,V0014,H0041,4,2,4,0,0.2301794,0.2301794,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E05_A13,5,13,1;3,1;3;4,1;3;11;13;16;18,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00490130098673245,0.392943764995705,0.00639304569361637,0.00535845607091549,D0574,V0176,H0085,6,2,4,0,0.2342905,0.2342905,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E05_A14,5,14,1;3,2;3;4,6;8;11;13;16;18,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00555616284692971,0.408970957472545,0.00640074995368172,0.00607427508802606,D0318,V0176,H0085,6,2,4,0,0.2496935,0.2496935,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E05_A15,5,15,1;3,1;2;3;4,1;3;6;8;11;13;16;18,2,4,8,4160,520,4680,8,128,266240,33408,2535,0.00588511705111487,0.469602893101409,0.00641442802546301,0.00643388346151982,D0318,V0176,H0085,8,2,4,0,0.2352224,0.2352224,FIM_SCENARIO_VALID,2,2,1184,2368,3.9994140625e-06
RECT_E05_A16,5,16,1;3,5,21;23,2,1,2,4160,130,4290,2,32,66560,33312,2145,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2344401,0.2344401,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,3.78984375e-06
RECT_E05_A17,5,17,1;3,1;5,1;3;21;23,2,2,4,4160,260,4420,4,64,133120,33344,2275,1.49967103300902e-05,0.0882818391633305,0.000245407213500204,1.63104079550773e-05,D0062,V0014,H0041,4,2,4,0,0.24215,0.24215,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E05_A18,5,18,1;3,2;5,6;8;21;23,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000153472658518502,0.0870062907375476,0.000260044349571271,0.000167760290091901,D0574,V0014,H0041,4,2,4,0,0.2390803,0.2390803,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E05_A19,5,19,1;3,1;2;5,1;3;6;8;21;23,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00485034785390847,0.366420322077722,0.00612503899060272,0.00530275187470185,D0574,V0176,H0085,6,2,4,0,0.2755476,0.2755476,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E05_A20,5,20,1;3,3;5,11;13;21;23,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000262645033540891,0.0805473285573849,0.000374362184917783,0.000310238622437228,D0536,V0018,H0041,4,2,4,0,0.2688944,0.2688944,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E05_A21,5,21,1;3,1;3;5,1;3;11;13;21;23,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00522083250640868,0.373394219059112,0.00602908346245286,0.00570770568762356,D0318,V0176,H0085,6,2,4,0,0.254346,0.254346,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E05_A22,5,22,1;3,2;3;5,6;8;11;13;21;23,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00485823585320668,0.394052239214921,0.00582205559277571,0.00531129504963485,D0318,V0212,H0085,6,2,4,0,0.268109,0.268109,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E05_A23,5,23,1;3,1;2;3;5,1;3;6;8;11;13;21;23,2,4,8,4160,520,4680,8,128,266240,33408,2535,0.00594897765497797,0.471255225215914,0.0061918031326758,0.00647613531935082,D0062,V0176,H0085,8,2,4,0,0.2473775,0.2473775,FIM_SCENARIO_VALID,2,2,1184,2368,3.9994140625e-06
RECT_E05_A24,5,24,1;3,4;5,16;18;21;23,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000391796885614324,0.0713871026453284,0.000537742837488602,0.000462041540562566,D0536,V0018,H0041,4,2,4,0,0.2418388,0.2418388,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E05_A25,5,25,1;3,1;4;5,1;3;16;18;21;23,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00481154956480395,0.367197216288944,0.00571915279094388,0.00526025585021805,D0318,V0212,H0085,6,2,4,0,0.2572968,0.2572968,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E05_A26,5,26,1;3,2;4;5,6;8;16;18;21;23,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00432302987627583,0.399930165557084,0.00532342782347662,0.00472617399717911,D0318,V0212,H0085,6,2,4,0,0.2333656,0.2333656,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E05_A27,5,27,1;3,1;2;4;5,1;3;6;8;16;18;21;23,2,4,8,4160,520,4680,8,128,266240,33408,2535,0.00579701680558449,0.472407558599241,0.00640528945087052,0.00631069357742292,D0062,V0176,H0085,8,2,4,0,0.2340257,0.2340257,FIM_SCENARIO_VALID,2,2,1184,2368,3.9994140625e-06
RECT_E05_A28,5,28,1;3,3;4;5,11;13;16;18;21;23,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00382601142600726,0.425086641181569,0.00476755145859949,0.00418282034181871,D0318,V0212,H0085,6,2,4,0,0.2405126,0.2405126,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E05_A29,5,29,1;3,1;3;4;5,1;3;11;13;16;18;21;23,2,4,8,4160,520,4680,8,128,266240,33408,2535,0.00595939083619622,0.471958410808327,0.00691796918391593,0.00648742922489332,D0062,V0176,H0085,8,2,4,0,0.2536041,0.2536041,FIM_SCENARIO_VALID,2,2,1184,2368,3.9994140625e-06
RECT_E05_A30,5,30,1;3,2;3;4;5,6;8;11;13;16;18;21;23,2,4,8,4160,520,4680,8,128,266240,33408,2535,0.00593956043133867,0.471458270335379,0.00782921243555268,0.00649354943036957,D0574,V0176,H0085,8,2,4,0,0.2260727,0.2260727,FIM_SCENARIO_VALID,2,2,1184,2368,3.9994140625e-06
RECT_E05_A31,5,31,1;3,1;2;3;4;5,1;3;6;8;11;13;16;18;21;23,2,5,10,4160,650,4810,10,160,332800,33440,2665,0.0132378898340431,0.481611333957068,0.0147105885505557,0.0144714207683473,D0318,V0176,H0085,10,2,4,0,0.2886174,0.2886174,FIM_SCENARIO_VALID,2,2,1184,2368,3.946484375e-06
RECT_E06_A01,6,1,2;3,1,2;3,2,1,2,4160,130,4290,2,32,66560,33312,2145,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.3000024,0.3000024,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,3.78984375e-06
RECT_E06_A02,6,2,2;3,2,7;8,2,1,2,4160,130,4290,2,32,66560,33312,2145,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2792408,0.2792408,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,3.78984375e-06
RECT_E06_A03,6,3,2;3,1;2,2;3;7;8,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000478939332253332,0.0761106219414726,0.000799293434604338,0.000564628612203217,D0280,V0270,H0041,4,2,4,0,0.2699827,0.2699827,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E06_A04,6,4,2;3,3,12;13,2,1,2,4160,130,4290,2,32,66560,33312,2145,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2542433,0.2542433,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,3.78984375e-06
RECT_E06_A05,6,5,2;3,1;3,2;3;12;13,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000324991297170897,0.0861503175651378,0.000836268496862948,0.000383846239894263,D0272,V0270,H0041,4,2,4,0,0.2587617,0.2587617,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E06_A06,6,6,2;3,2;3,7;8;12;13,2,2,4,4160,260,4420,4,64,133120,33344,2275,8.7746899719449e-05,0.144248148918751,7.03210274259922e-05,8.77469716949554e-05,D0189,V0266,H0085,4,2,4,0,0.2780297,0.2780297,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
RECT_E06_A07,6,7,2;3,1;2;3,2;3;7;8;12;13,2,3,6,4160,390,4550,6,96,199680,33376,2405,0.00416972409848633,0.466469621780439,0.00627506670697495,0.0045551310671355,D0574,V0176,H0085,6,2,4,0,0.2835191,0.2835191,FIM_SCENARIO_VALID,2,2,1184,2368,3.9181640625e-06
RECT_E06_A08,6,8,2;3,4,17;18,2,1,2,4160,130,4290,2,32,66560,33312,2145,0,0,0,0,D0001,V0001,H0001,2,2,3,0,0.2582607,0.2582607,SUBSET_FIM_RANK_LOSS,2,2,1184,2368,3.78984375e-06
RECT_E06_A09,6,9,2;3,1;4,2;3;17;18,2,2,4,4160,260,4420,4,64,133120,33344,2275,0.000126995384518211,0.0936457241595552,9.01222450613937e-05,0.000126995488269709,D0189,V0270,H0085,4,2,4,0,0.2484196,0.2484196,FIM_SCENARIO_VALID,2,2,1184,2368,3.901171875e-06
