scenario_id,data_split,center_az_deg,center_el_deg,direction_az_component,direction_el_component,separation_deg,target1_az_deg,target1_el_deg,target2_az_deg,target2_el_deg,source_profile_id,L,secondary_power_db,correlation_magnitude,correlation_phase_rad,noise_covariance_id,registered_domain_pass,holdout_seed,sampling_rule
D0251,DESIGN,7.6,9.8,0.707106781186547,-0.707106781186547,0.4,7.45857864376269,9.94142135623731,7.74142135623731,9.65857864376269,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0252,DESIGN,7.6,9.8,0.707106781186547,-0.707106781186547,0.4,7.45857864376269,9.94142135623731,7.74142135623731,9.65857864376269,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0253,DESIGN,7.6,9.8,0.707106781186547,-0.707106781186547,0.4,7.45857864376269,9.94142135623731,7.74142135623731,9.65857864376269,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0254,DESIGN,7.6,9.8,0.707106781186547,-0.707106781186547,0.4,7.45857864376269,9.94142135623731,7.74142135623731,9.65857864376269,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0255,DESIGN,7.6,9.8,0.707106781186547,-0.707106781186547,0.4,7.45857864376269,9.94142135623731,7.74142135623731,9.65857864376269,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0256,DESIGN,7.6,9.8,0.707106781186547,-0.707106781186547,0.4,7.45857864376269,9.94142135623731,7.74142135623731,9.65857864376269,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0257,DESIGN,7.6,10.2,1,0,0.05,7.575,10.2,7.625,10.2,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0258,DESIGN,7.6,10.2,1,0,0.05,7.575,10.2,7.625,10.2,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0259,DESIGN,7.6,10.2,1,0,0.05,7.575,10.2,7.625,10.2,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0260,DESIGN,7.6,10.2,1,0,0.05,7.575,10.2,7.625,10.2,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0261,DESIGN,7.6,10.2,1,0,0.05,7.575,10.2,7.625,10.2,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0262,DESIGN,7.6,10.2,1,0,0.05,7.575,10.2,7.625,10.2,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0263,DESIGN,7.6,10.2,1,0,0.05,7.575,10.2,7.625,10.2,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0264,DESIGN,7.6,10.2,1,0,0.05,7.575,10.2,7.625,10.2,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0265,DESIGN,7.6,10.2,1,0,0.1,7.55,10.2,7.65,10.2,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0266,DESIGN,7.6,10.2,1,0,0.1,7.55,10.2,7.65,10.2,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0267,DESIGN,7.6,10.2,1,0,0.1,7.55,10.2,7.65,10.2,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0268,DESIGN,7.6,10.2,1,0,0.1,7.55,10.2,7.65,10.2,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0269,DESIGN,7.6,10.2,1,0,0.1,7.55,10.2,7.65,10.2,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0270,DESIGN,7.6,10.2,1,0,0.1,7.55,10.2,7.65,10.2,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0271,DESIGN,7.6,10.2,1,0,0.1,7.55,10.2,7.65,10.2,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0272,DESIGN,7.6,10.2,1,0,0.1,7.55,10.2,7.65,10.2,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0273,DESIGN,7.6,10.2,1,0,0.2,7.5,10.2,7.7,10.2,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0274,DESIGN,7.6,10.2,1,0,0.2,7.5,10.2,7.7,10.2,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0275,DESIGN,7.6,10.2,1,0,0.2,7.5,10.2,7.7,10.2,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0276,DESIGN,7.6,10.2,1,0,0.2,7.5,10.2,7.7,10.2,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0277,DESIGN,7.6,10.2,1,0,0.2,7.5,10.2,7.7,10.2,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0278,DESIGN,7.6,10.2,1,0,0.2,7.5,10.2,7.7,10.2,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0279,DESIGN,7.6,10.2,1,0,0.2,7.5,10.2,7.7,10.2,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0280,DESIGN,7.6,10.2,1,0,0.2,7.5,10.2,7.7,10.2,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0281,DESIGN,7.6,10.2,1,0,0.4,7.4,10.2,7.8,10.2,P0,4,0,0,0,WHITE,0,NaN,REGISTERED_CARTESIAN_PRODUCT
D0282,DESIGN,7.6,10.2,1,0,0.4,7.4,10.2,7.8,10.2,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,0,NaN,REGISTERED_CARTESIAN_PRODUCT
D0283,DESIGN,7.6,10.2,1,0,0.4,7.4,10.2,7.8,10.2,P1,4,-6,0,0,WHITE,0,NaN,REGISTERED_CARTESIAN_PRODUCT
D0284,DESIGN,7.6,10.2,1,0,0.4,7.4,10.2,7.8,10.2,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,0,NaN,REGISTERED_CARTESIAN_PRODUCT
D0285,DESIGN,7.6,10.2,1,0,0.4,7.4,10.2,7.8,10.2,P2,4,0,0.9,0,WHITE,0,NaN,REGISTERED_CARTESIAN_PRODUCT
D0286,DESIGN,7.6,10.2,1,0,0.4,7.4,10.2,7.8,10.2,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,0,NaN,REGISTERED_CARTESIAN_PRODUCT
D0287,DESIGN,7.6,10.2,1,0,0.4,7.4,10.2,7.8,10.2,P3,4,-6,0.9,1.5707963267949,WHITE,0,NaN,REGISTERED_CARTESIAN_PRODUCT
D0288,DESIGN,7.6,10.2,1,0,0.4,7.4,10.2,7.8,10.2,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,0,NaN,REGISTERED_CARTESIAN_PRODUCT
D0289,DESIGN,7.6,10.2,0,1,0.05,7.6,10.175,7.6,10.225,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0290,DESIGN,7.6,10.2,0,1,0.05,7.6,10.175,7.6,10.225,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0291,DESIGN,7.6,10.2,0,1,0.05,7.6,10.175,7.6,10.225,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0292,DESIGN,7.6,10.2,0,1,0.05,7.6,10.175,7.6,10.225,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0293,DESIGN,7.6,10.2,0,1,0.05,7.6,10.175,7.6,10.225,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0294,DESIGN,7.6,10.2,0,1,0.05,7.6,10.175,7.6,10.225,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0295,DESIGN,7.6,10.2,0,1,0.05,7.6,10.175,7.6,10.225,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0296,DESIGN,7.6,10.2,0,1,0.05,7.6,10.175,7.6,10.225,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0297,DESIGN,7.6,10.2,0,1,0.1,7.6,10.15,7.6,10.25,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0298,DESIGN,7.6,10.2,0,1,0.1,7.6,10.15,7.6,10.25,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0299,DESIGN,7.6,10.2,0,1,0.1,7.6,10.15,7.6,10.25,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0300,DESIGN,7.6,10.2,0,1,0.1,7.6,10.15,7.6,10.25,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0301,DESIGN,7.6,10.2,0,1,0.1,7.6,10.15,7.6,10.25,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0302,DESIGN,7.6,10.2,0,1,0.1,7.6,10.15,7.6,10.25,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0303,DESIGN,7.6,10.2,0,1,0.1,7.6,10.15,7.6,10.25,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0304,DESIGN,7.6,10.2,0,1,0.1,7.6,10.15,7.6,10.25,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0305,DESIGN,7.6,10.2,0,1,0.2,7.6,10.1,7.6,10.3,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0306,DESIGN,7.6,10.2,0,1,0.2,7.6,10.1,7.6,10.3,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0307,DESIGN,7.6,10.2,0,1,0.2,7.6,10.1,7.6,10.3,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0308,DESIGN,7.6,10.2,0,1,0.2,7.6,10.1,7.6,10.3,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0309,DESIGN,7.6,10.2,0,1,0.2,7.6,10.1,7.6,10.3,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0310,DESIGN,7.6,10.2,0,1,0.2,7.6,10.1,7.6,10.3,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0311,DESIGN,7.6,10.2,0,1,0.2,7.6,10.1,7.6,10.3,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0312,DESIGN,7.6,10.2,0,1,0.2,7.6,10.1,7.6,10.3,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0313,DESIGN,7.6,10.2,0,1,0.4,7.6,10,7.6,10.4,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0314,DESIGN,7.6,10.2,0,1,0.4,7.6,10,7.6,10.4,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0315,DESIGN,7.6,10.2,0,1,0.4,7.6,10,7.6,10.4,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0316,DESIGN,7.6,10.2,0,1,0.4,7.6,10,7.6,10.4,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0317,DESIGN,7.6,10.2,0,1,0.4,7.6,10,7.6,10.4,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0318,DESIGN,7.6,10.2,0,1,0.4,7.6,10,7.6,10.4,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0319,DESIGN,7.6,10.2,0,1,0.4,7.6,10,7.6,10.4,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0320,DESIGN,7.6,10.2,0,1,0.4,7.6,10,7.6,10.4,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0321,DESIGN,7.6,10.2,0.707106781186547,0.707106781186547,0.05,7.58232233047034,10.1823223304703,7.61767766952966,10.2176776695297,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0322,DESIGN,7.6,10.2,0.707106781186547,0.707106781186547,0.05,7.58232233047034,10.1823223304703,7.61767766952966,10.2176776695297,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0323,DESIGN,7.6,10.2,0.707106781186547,0.707106781186547,0.05,7.58232233047034,10.1823223304703,7.61767766952966,10.2176776695297,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0324,DESIGN,7.6,10.2,0.707106781186547,0.707106781186547,0.05,7.58232233047034,10.1823223304703,7.61767766952966,10.2176776695297,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0325,DESIGN,7.6,10.2,0.707106781186547,0.707106781186547,0.05,7.58232233047034,10.1823223304703,7.61767766952966,10.2176776695297,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0326,DESIGN,7.6,10.2,0.707106781186547,0.707106781186547,0.05,7.58232233047034,10.1823223304703,7.61767766952966,10.2176776695297,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0327,DESIGN,7.6,10.2,0.707106781186547,0.707106781186547,0.05,7.58232233047034,10.1823223304703,7.61767766952966,10.2176776695297,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0328,DESIGN,7.6,10.2,0.707106781186547,0.707106781186547,0.05,7.58232233047034,10.1823223304703,7.61767766952966,10.2176776695297,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0329,DESIGN,7.6,10.2,0.707106781186547,0.707106781186547,0.1,7.56464466094067,10.1646446609407,7.63535533905933,10.2353553390593,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0330,DESIGN,7.6,10.2,0.707106781186547,0.707106781186547,0.1,7.56464466094067,10.1646446609407,7.63535533905933,10.2353553390593,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0331,DESIGN,7.6,10.2,0.707106781186547,0.707106781186547,0.1,7.56464466094067,10.1646446609407,7.63535533905933,10.2353553390593,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0332,DESIGN,7.6,10.2,0.707106781186547,0.707106781186547,0.1,7.56464466094067,10.1646446609407,7.63535533905933,10.2353553390593,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0333,DESIGN,7.6,10.2,0.707106781186547,0.707106781186547,0.1,7.56464466094067,10.1646446609407,7.63535533905933,10.2353553390593,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0334,DESIGN,7.6,10.2,0.707106781186547,0.707106781186547,0.1,7.56464466094067,10.1646446609407,7.63535533905933,10.2353553390593,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0335,DESIGN,7.6,10.2,0.707106781186547,0.707106781186547,0.1,7.56464466094067,10.1646446609407,7.63535533905933,10.2353553390593,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0336,DESIGN,7.6,10.2,0.707106781186547,0.707106781186547,0.1,7.56464466094067,10.1646446609407,7.63535533905933,10.2353553390593,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0337,DESIGN,7.6,10.2,0.707106781186547,0.707106781186547,0.2,7.52928932188135,10.1292893218813,7.67071067811865,10.2707106781187,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0338,DESIGN,7.6,10.2,0.707106781186547,0.707106781186547,0.2,7.52928932188135,10.1292893218813,7.67071067811865,10.2707106781187,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0339,DESIGN,7.6,10.2,0.707106781186547,0.707106781186547,0.2,7.52928932188135,10.1292893218813,7.67071067811865,10.2707106781187,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0340,DESIGN,7.6,10.2,0.707106781186547,0.707106781186547,0.2,7.52928932188135,10.1292893218813,7.67071067811865,10.2707106781187,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0341,DESIGN,7.6,10.2,0.707106781186547,0.707106781186547,0.2,7.52928932188135,10.1292893218813,7.67071067811865,10.2707106781187,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0342,DESIGN,7.6,10.2,0.707106781186547,0.707106781186547,0.2,7.52928932188135,10.1292893218813,7.67071067811865,10.2707106781187,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0343,DESIGN,7.6,10.2,0.707106781186547,0.707106781186547,0.2,7.52928932188135,10.1292893218813,7.67071067811865,10.2707106781187,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0344,DESIGN,7.6,10.2,0.707106781186547,0.707106781186547,0.2,7.52928932188135,10.1292893218813,7.67071067811865,10.2707106781187,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0345,DESIGN,7.6,10.2,0.707106781186547,0.707106781186547,0.4,7.45857864376269,10.0585786437627,7.74142135623731,10.3414213562373,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0346,DESIGN,7.6,10.2,0.707106781186547,0.707106781186547,0.4,7.45857864376269,10.0585786437627,7.74142135623731,10.3414213562373,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0347,DESIGN,7.6,10.2,0.707106781186547,0.707106781186547,0.4,7.45857864376269,10.0585786437627,7.74142135623731,10.3414213562373,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0348,DESIGN,7.6,10.2,0.707106781186547,0.707106781186547,0.4,7.45857864376269,10.0585786437627,7.74142135623731,10.3414213562373,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0349,DESIGN,7.6,10.2,0.707106781186547,0.707106781186547,0.4,7.45857864376269,10.0585786437627,7.74142135623731,10.3414213562373,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0350,DESIGN,7.6,10.2,0.707106781186547,0.707106781186547,0.4,7.45857864376269,10.0585786437627,7.74142135623731,10.3414213562373,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0351,DESIGN,7.6,10.2,0.707106781186547,0.707106781186547,0.4,7.45857864376269,10.0585786437627,7.74142135623731,10.3414213562373,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0352,DESIGN,7.6,10.2,0.707106781186547,0.707106781186547,0.4,7.45857864376269,10.0585786437627,7.74142135623731,10.3414213562373,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0353,DESIGN,7.6,10.2,0.707106781186547,-0.707106781186547,0.05,7.58232233047034,10.2176776695297,7.61767766952966,10.1823223304703,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0354,DESIGN,7.6,10.2,0.707106781186547,-0.707106781186547,0.05,7.58232233047034,10.2176776695297,7.61767766952966,10.1823223304703,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0355,DESIGN,7.6,10.2,0.707106781186547,-0.707106781186547,0.05,7.58232233047034,10.2176776695297,7.61767766952966,10.1823223304703,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0356,DESIGN,7.6,10.2,0.707106781186547,-0.707106781186547,0.05,7.58232233047034,10.2176776695297,7.61767766952966,10.1823223304703,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0357,DESIGN,7.6,10.2,0.707106781186547,-0.707106781186547,0.05,7.58232233047034,10.2176776695297,7.61767766952966,10.1823223304703,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0358,DESIGN,7.6,10.2,0.707106781186547,-0.707106781186547,0.05,7.58232233047034,10.2176776695297,7.61767766952966,10.1823223304703,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0359,DESIGN,7.6,10.2,0.707106781186547,-0.707106781186547,0.05,7.58232233047034,10.2176776695297,7.61767766952966,10.1823223304703,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0360,DESIGN,7.6,10.2,0.707106781186547,-0.707106781186547,0.05,7.58232233047034,10.2176776695297,7.61767766952966,10.1823223304703,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0361,DESIGN,7.6,10.2,0.707106781186547,-0.707106781186547,0.1,7.56464466094067,10.2353553390593,7.63535533905933,10.1646446609407,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0362,DESIGN,7.6,10.2,0.707106781186547,-0.707106781186547,0.1,7.56464466094067,10.2353553390593,7.63535533905933,10.1646446609407,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0363,DESIGN,7.6,10.2,0.707106781186547,-0.707106781186547,0.1,7.56464466094067,10.2353553390593,7.63535533905933,10.1646446609407,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0364,DESIGN,7.6,10.2,0.707106781186547,-0.707106781186547,0.1,7.56464466094067,10.2353553390593,7.63535533905933,10.1646446609407,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0365,DESIGN,7.6,10.2,0.707106781186547,-0.707106781186547,0.1,7.56464466094067,10.2353553390593,7.63535533905933,10.1646446609407,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0366,DESIGN,7.6,10.2,0.707106781186547,-0.707106781186547,0.1,7.56464466094067,10.2353553390593,7.63535533905933,10.1646446609407,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0367,DESIGN,7.6,10.2,0.707106781186547,-0.707106781186547,0.1,7.56464466094067,10.2353553390593,7.63535533905933,10.1646446609407,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0368,DESIGN,7.6,10.2,0.707106781186547,-0.707106781186547,0.1,7.56464466094067,10.2353553390593,7.63535533905933,10.1646446609407,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0369,DESIGN,7.6,10.2,0.707106781186547,-0.707106781186547,0.2,7.52928932188135,10.2707106781187,7.67071067811865,10.1292893218813,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0370,DESIGN,7.6,10.2,0.707106781186547,-0.707106781186547,0.2,7.52928932188135,10.2707106781187,7.67071067811865,10.1292893218813,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0371,DESIGN,7.6,10.2,0.707106781186547,-0.707106781186547,0.2,7.52928932188135,10.2707106781187,7.67071067811865,10.1292893218813,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0372,DESIGN,7.6,10.2,0.707106781186547,-0.707106781186547,0.2,7.52928932188135,10.2707106781187,7.67071067811865,10.1292893218813,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0373,DESIGN,7.6,10.2,0.707106781186547,-0.707106781186547,0.2,7.52928932188135,10.2707106781187,7.67071067811865,10.1292893218813,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0374,DESIGN,7.6,10.2,0.707106781186547,-0.707106781186547,0.2,7.52928932188135,10.2707106781187,7.67071067811865,10.1292893218813,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
