scenario_id,data_split,center_az_deg,center_el_deg,direction_az_component,direction_el_component,separation_deg,target1_az_deg,target1_el_deg,target2_az_deg,target2_el_deg,source_profile_id,L,secondary_power_db,correlation_magnitude,correlation_phase_rad,noise_covariance_id,registered_domain_pass,holdout_seed,sampling_rule
D0127,DESIGN,8,10,0.707106781186547,-0.707106781186547,0.4,7.85857864376269,10.1414213562373,8.14142135623731,9.85857864376269,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0128,DESIGN,8,10,0.707106781186547,-0.707106781186547,0.4,7.85857864376269,10.1414213562373,8.14142135623731,9.85857864376269,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0129,DESIGN,7.6,9.8,1,0,0.05,7.575,9.8,7.625,9.8,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0130,DESIGN,7.6,9.8,1,0,0.05,7.575,9.8,7.625,9.8,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0131,DESIGN,7.6,9.8,1,0,0.05,7.575,9.8,7.625,9.8,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0132,DESIGN,7.6,9.8,1,0,0.05,7.575,9.8,7.625,9.8,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0133,DESIGN,7.6,9.8,1,0,0.05,7.575,9.8,7.625,9.8,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0134,DESIGN,7.6,9.8,1,0,0.05,7.575,9.8,7.625,9.8,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0135,DESIGN,7.6,9.8,1,0,0.05,7.575,9.8,7.625,9.8,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0136,DESIGN,7.6,9.8,1,0,0.05,7.575,9.8,7.625,9.8,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0137,DESIGN,7.6,9.8,1,0,0.1,7.55,9.8,7.65,9.8,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0138,DESIGN,7.6,9.8,1,0,0.1,7.55,9.8,7.65,9.8,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0139,DESIGN,7.6,9.8,1,0,0.1,7.55,9.8,7.65,9.8,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0140,DESIGN,7.6,9.8,1,0,0.1,7.55,9.8,7.65,9.8,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0141,DESIGN,7.6,9.8,1,0,0.1,7.55,9.8,7.65,9.8,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0142,DESIGN,7.6,9.8,1,0,0.1,7.55,9.8,7.65,9.8,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0143,DESIGN,7.6,9.8,1,0,0.1,7.55,9.8,7.65,9.8,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0144,DESIGN,7.6,9.8,1,0,0.1,7.55,9.8,7.65,9.8,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0145,DESIGN,7.6,9.8,1,0,0.2,7.5,9.8,7.7,9.8,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0146,DESIGN,7.6,9.8,1,0,0.2,7.5,9.8,7.7,9.8,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0147,DESIGN,7.6,9.8,1,0,0.2,7.5,9.8,7.7,9.8,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0148,DESIGN,7.6,9.8,1,0,0.2,7.5,9.8,7.7,9.8,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0149,DESIGN,7.6,9.8,1,0,0.2,7.5,9.8,7.7,9.8,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0150,DESIGN,7.6,9.8,1,0,0.2,7.5,9.8,7.7,9.8,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0151,DESIGN,7.6,9.8,1,0,0.2,7.5,9.8,7.7,9.8,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0152,DESIGN,7.6,9.8,1,0,0.2,7.5,9.8,7.7,9.8,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0153,DESIGN,7.6,9.8,1,0,0.4,7.4,9.8,7.8,9.8,P0,4,0,0,0,WHITE,0,NaN,REGISTERED_CARTESIAN_PRODUCT
D0154,DESIGN,7.6,9.8,1,0,0.4,7.4,9.8,7.8,9.8,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,0,NaN,REGISTERED_CARTESIAN_PRODUCT
D0155,DESIGN,7.6,9.8,1,0,0.4,7.4,9.8,7.8,9.8,P1,4,-6,0,0,WHITE,0,NaN,REGISTERED_CARTESIAN_PRODUCT
D0156,DESIGN,7.6,9.8,1,0,0.4,7.4,9.8,7.8,9.8,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,0,NaN,REGISTERED_CARTESIAN_PRODUCT
D0157,DESIGN,7.6,9.8,1,0,0.4,7.4,9.8,7.8,9.8,P2,4,0,0.9,0,WHITE,0,NaN,REGISTERED_CARTESIAN_PRODUCT
D0158,DESIGN,7.6,9.8,1,0,0.4,7.4,9.8,7.8,9.8,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,0,NaN,REGISTERED_CARTESIAN_PRODUCT
D0159,DESIGN,7.6,9.8,1,0,0.4,7.4,9.8,7.8,9.8,P3,4,-6,0.9,1.5707963267949,WHITE,0,NaN,REGISTERED_CARTESIAN_PRODUCT
D0160,DESIGN,7.6,9.8,1,0,0.4,7.4,9.8,7.8,9.8,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,0,NaN,REGISTERED_CARTESIAN_PRODUCT
D0161,DESIGN,7.6,9.8,0,1,0.05,7.6,9.775,7.6,9.825,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0162,DESIGN,7.6,9.8,0,1,0.05,7.6,9.775,7.6,9.825,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0163,DESIGN,7.6,9.8,0,1,0.05,7.6,9.775,7.6,9.825,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0164,DESIGN,7.6,9.8,0,1,0.05,7.6,9.775,7.6,9.825,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0165,DESIGN,7.6,9.8,0,1,0.05,7.6,9.775,7.6,9.825,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0166,DESIGN,7.6,9.8,0,1,0.05,7.6,9.775,7.6,9.825,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0167,DESIGN,7.6,9.8,0,1,0.05,7.6,9.775,7.6,9.825,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0168,DESIGN,7.6,9.8,0,1,0.05,7.6,9.775,7.6,9.825,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0169,DESIGN,7.6,9.8,0,1,0.1,7.6,9.75,7.6,9.85,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0170,DESIGN,7.6,9.8,0,1,0.1,7.6,9.75,7.6,9.85,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0171,DESIGN,7.6,9.8,0,1,0.1,7.6,9.75,7.6,9.85,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0172,DESIGN,7.6,9.8,0,1,0.1,7.6,9.75,7.6,9.85,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0173,DESIGN,7.6,9.8,0,1,0.1,7.6,9.75,7.6,9.85,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0174,DESIGN,7.6,9.8,0,1,0.1,7.6,9.75,7.6,9.85,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0175,DESIGN,7.6,9.8,0,1,0.1,7.6,9.75,7.6,9.85,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0176,DESIGN,7.6,9.8,0,1,0.1,7.6,9.75,7.6,9.85,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0177,DESIGN,7.6,9.8,0,1,0.2,7.6,9.7,7.6,9.9,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0178,DESIGN,7.6,9.8,0,1,0.2,7.6,9.7,7.6,9.9,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0179,DESIGN,7.6,9.8,0,1,0.2,7.6,9.7,7.6,9.9,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0180,DESIGN,7.6,9.8,0,1,0.2,7.6,9.7,7.6,9.9,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0181,DESIGN,7.6,9.8,0,1,0.2,7.6,9.7,7.6,9.9,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0182,DESIGN,7.6,9.8,0,1,0.2,7.6,9.7,7.6,9.9,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0183,DESIGN,7.6,9.8,0,1,0.2,7.6,9.7,7.6,9.9,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0184,DESIGN,7.6,9.8,0,1,0.2,7.6,9.7,7.6,9.9,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0185,DESIGN,7.6,9.8,0,1,0.4,7.6,9.6,7.6,10,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0186,DESIGN,7.6,9.8,0,1,0.4,7.6,9.6,7.6,10,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0187,DESIGN,7.6,9.8,0,1,0.4,7.6,9.6,7.6,10,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0188,DESIGN,7.6,9.8,0,1,0.4,7.6,9.6,7.6,10,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0189,DESIGN,7.6,9.8,0,1,0.4,7.6,9.6,7.6,10,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0190,DESIGN,7.6,9.8,0,1,0.4,7.6,9.6,7.6,10,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0191,DESIGN,7.6,9.8,0,1,0.4,7.6,9.6,7.6,10,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0192,DESIGN,7.6,9.8,0,1,0.4,7.6,9.6,7.6,10,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0193,DESIGN,7.6,9.8,0.707106781186547,0.707106781186547,0.05,7.58232233047034,9.78232233047034,7.61767766952966,9.81767766952967,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0194,DESIGN,7.6,9.8,0.707106781186547,0.707106781186547,0.05,7.58232233047034,9.78232233047034,7.61767766952966,9.81767766952967,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0195,DESIGN,7.6,9.8,0.707106781186547,0.707106781186547,0.05,7.58232233047034,9.78232233047034,7.61767766952966,9.81767766952967,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0196,DESIGN,7.6,9.8,0.707106781186547,0.707106781186547,0.05,7.58232233047034,9.78232233047034,7.61767766952966,9.81767766952967,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0197,DESIGN,7.6,9.8,0.707106781186547,0.707106781186547,0.05,7.58232233047034,9.78232233047034,7.61767766952966,9.81767766952967,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0198,DESIGN,7.6,9.8,0.707106781186547,0.707106781186547,0.05,7.58232233047034,9.78232233047034,7.61767766952966,9.81767766952967,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0199,DESIGN,7.6,9.8,0.707106781186547,0.707106781186547,0.05,7.58232233047034,9.78232233047034,7.61767766952966,9.81767766952967,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0200,DESIGN,7.6,9.8,0.707106781186547,0.707106781186547,0.05,7.58232233047034,9.78232233047034,7.61767766952966,9.81767766952967,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0201,DESIGN,7.6,9.8,0.707106781186547,0.707106781186547,0.1,7.56464466094067,9.76464466094067,7.63535533905933,9.83535533905933,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0202,DESIGN,7.6,9.8,0.707106781186547,0.707106781186547,0.1,7.56464466094067,9.76464466094067,7.63535533905933,9.83535533905933,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0203,DESIGN,7.6,9.8,0.707106781186547,0.707106781186547,0.1,7.56464466094067,9.76464466094067,7.63535533905933,9.83535533905933,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0204,DESIGN,7.6,9.8,0.707106781186547,0.707106781186547,0.1,7.56464466094067,9.76464466094067,7.63535533905933,9.83535533905933,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0205,DESIGN,7.6,9.8,0.707106781186547,0.707106781186547,0.1,7.56464466094067,9.76464466094067,7.63535533905933,9.83535533905933,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0206,DESIGN,7.6,9.8,0.707106781186547,0.707106781186547,0.1,7.56464466094067,9.76464466094067,7.63535533905933,9.83535533905933,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0207,DESIGN,7.6,9.8,0.707106781186547,0.707106781186547,0.1,7.56464466094067,9.76464466094067,7.63535533905933,9.83535533905933,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0208,DESIGN,7.6,9.8,0.707106781186547,0.707106781186547,0.1,7.56464466094067,9.76464466094067,7.63535533905933,9.83535533905933,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0209,DESIGN,7.6,9.8,0.707106781186547,0.707106781186547,0.2,7.52928932188135,9.72928932188135,7.67071067811865,9.87071067811866,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0210,DESIGN,7.6,9.8,0.707106781186547,0.707106781186547,0.2,7.52928932188135,9.72928932188135,7.67071067811865,9.87071067811866,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0211,DESIGN,7.6,9.8,0.707106781186547,0.707106781186547,0.2,7.52928932188135,9.72928932188135,7.67071067811865,9.87071067811866,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0212,DESIGN,7.6,9.8,0.707106781186547,0.707106781186547,0.2,7.52928932188135,9.72928932188135,7.67071067811865,9.87071067811866,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0213,DESIGN,7.6,9.8,0.707106781186547,0.707106781186547,0.2,7.52928932188135,9.72928932188135,7.67071067811865,9.87071067811866,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0214,DESIGN,7.6,9.8,0.707106781186547,0.707106781186547,0.2,7.52928932188135,9.72928932188135,7.67071067811865,9.87071067811866,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0215,DESIGN,7.6,9.8,0.707106781186547,0.707106781186547,0.2,7.52928932188135,9.72928932188135,7.67071067811865,9.87071067811866,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0216,DESIGN,7.6,9.8,0.707106781186547,0.707106781186547,0.2,7.52928932188135,9.72928932188135,7.67071067811865,9.87071067811866,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0217,DESIGN,7.6,9.8,0.707106781186547,0.707106781186547,0.4,7.45857864376269,9.65857864376269,7.74142135623731,9.94142135623731,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0218,DESIGN,7.6,9.8,0.707106781186547,0.707106781186547,0.4,7.45857864376269,9.65857864376269,7.74142135623731,9.94142135623731,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0219,DESIGN,7.6,9.8,0.707106781186547,0.707106781186547,0.4,7.45857864376269,9.65857864376269,7.74142135623731,9.94142135623731,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0220,DESIGN,7.6,9.8,0.707106781186547,0.707106781186547,0.4,7.45857864376269,9.65857864376269,7.74142135623731,9.94142135623731,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0221,DESIGN,7.6,9.8,0.707106781186547,0.707106781186547,0.4,7.45857864376269,9.65857864376269,7.74142135623731,9.94142135623731,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0222,DESIGN,7.6,9.8,0.707106781186547,0.707106781186547,0.4,7.45857864376269,9.65857864376269,7.74142135623731,9.94142135623731,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0223,DESIGN,7.6,9.8,0.707106781186547,0.707106781186547,0.4,7.45857864376269,9.65857864376269,7.74142135623731,9.94142135623731,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0224,DESIGN,7.6,9.8,0.707106781186547,0.707106781186547,0.4,7.45857864376269,9.65857864376269,7.74142135623731,9.94142135623731,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0225,DESIGN,7.6,9.8,0.707106781186547,-0.707106781186547,0.05,7.58232233047034,9.81767766952967,7.61767766952966,9.78232233047034,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0226,DESIGN,7.6,9.8,0.707106781186547,-0.707106781186547,0.05,7.58232233047034,9.81767766952967,7.61767766952966,9.78232233047034,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0227,DESIGN,7.6,9.8,0.707106781186547,-0.707106781186547,0.05,7.58232233047034,9.81767766952967,7.61767766952966,9.78232233047034,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0228,DESIGN,7.6,9.8,0.707106781186547,-0.707106781186547,0.05,7.58232233047034,9.81767766952967,7.61767766952966,9.78232233047034,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0229,DESIGN,7.6,9.8,0.707106781186547,-0.707106781186547,0.05,7.58232233047034,9.81767766952967,7.61767766952966,9.78232233047034,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0230,DESIGN,7.6,9.8,0.707106781186547,-0.707106781186547,0.05,7.58232233047034,9.81767766952967,7.61767766952966,9.78232233047034,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0231,DESIGN,7.6,9.8,0.707106781186547,-0.707106781186547,0.05,7.58232233047034,9.81767766952967,7.61767766952966,9.78232233047034,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0232,DESIGN,7.6,9.8,0.707106781186547,-0.707106781186547,0.05,7.58232233047034,9.81767766952967,7.61767766952966,9.78232233047034,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0233,DESIGN,7.6,9.8,0.707106781186547,-0.707106781186547,0.1,7.56464466094067,9.83535533905933,7.63535533905933,9.76464466094067,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0234,DESIGN,7.6,9.8,0.707106781186547,-0.707106781186547,0.1,7.56464466094067,9.83535533905933,7.63535533905933,9.76464466094067,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0235,DESIGN,7.6,9.8,0.707106781186547,-0.707106781186547,0.1,7.56464466094067,9.83535533905933,7.63535533905933,9.76464466094067,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0236,DESIGN,7.6,9.8,0.707106781186547,-0.707106781186547,0.1,7.56464466094067,9.83535533905933,7.63535533905933,9.76464466094067,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0237,DESIGN,7.6,9.8,0.707106781186547,-0.707106781186547,0.1,7.56464466094067,9.83535533905933,7.63535533905933,9.76464466094067,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0238,DESIGN,7.6,9.8,0.707106781186547,-0.707106781186547,0.1,7.56464466094067,9.83535533905933,7.63535533905933,9.76464466094067,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0239,DESIGN,7.6,9.8,0.707106781186547,-0.707106781186547,0.1,7.56464466094067,9.83535533905933,7.63535533905933,9.76464466094067,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0240,DESIGN,7.6,9.8,0.707106781186547,-0.707106781186547,0.1,7.56464466094067,9.83535533905933,7.63535533905933,9.76464466094067,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0241,DESIGN,7.6,9.8,0.707106781186547,-0.707106781186547,0.2,7.52928932188135,9.87071067811866,7.67071067811865,9.72928932188135,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0242,DESIGN,7.6,9.8,0.707106781186547,-0.707106781186547,0.2,7.52928932188135,9.87071067811866,7.67071067811865,9.72928932188135,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0243,DESIGN,7.6,9.8,0.707106781186547,-0.707106781186547,0.2,7.52928932188135,9.87071067811866,7.67071067811865,9.72928932188135,P1,4,-6,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0244,DESIGN,7.6,9.8,0.707106781186547,-0.707106781186547,0.2,7.52928932188135,9.87071067811866,7.67071067811865,9.72928932188135,P1,4,-6,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0245,DESIGN,7.6,9.8,0.707106781186547,-0.707106781186547,0.2,7.52928932188135,9.87071067811866,7.67071067811865,9.72928932188135,P2,4,0,0.9,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0246,DESIGN,7.6,9.8,0.707106781186547,-0.707106781186547,0.2,7.52928932188135,9.87071067811866,7.67071067811865,9.72928932188135,P2,4,0,0.9,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0247,DESIGN,7.6,9.8,0.707106781186547,-0.707106781186547,0.2,7.52928932188135,9.87071067811866,7.67071067811865,9.72928932188135,P3,4,-6,0.9,1.5707963267949,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0248,DESIGN,7.6,9.8,0.707106781186547,-0.707106781186547,0.2,7.52928932188135,9.87071067811866,7.67071067811865,9.72928932188135,P3,4,-6,0.9,1.5707963267949,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0249,DESIGN,7.6,9.8,0.707106781186547,-0.707106781186547,0.4,7.45857864376269,9.94142135623731,7.74142135623731,9.65857864376269,P0,4,0,0,0,WHITE,1,NaN,REGISTERED_CARTESIAN_PRODUCT
D0250,DESIGN,7.6,9.8,0.707106781186547,-0.707106781186547,0.4,7.45857864376269,9.94142135623731,7.74142135623731,9.65857864376269,P0,4,0,0,0,STAGE5_TOEPLITZ_CORRELATED,1,NaN,REGISTERED_CARTESIAN_PRODUCT
