subset_id,elevation_mask_integer,azimuth_mask_integer,I_e_global,I_a_global,sequential_channel_ids,B_e,B_a,B_out,MAC_el,MAC_az,MAC_total
RECT_E14_A27,14,27,2;3;4,1;2;4;5,2;3;4;7;8;9;17;18;19;22;23;24,3,4,12,6240,780,7020
RECT_E14_A28,14,28,2;3;4,3;4;5,12;13;14;17;18;19;22;23;24,3,3,9,6240,585,6825
RECT_E14_A29,14,29,2;3;4,1;3;4;5,2;3;4;12;13;14;17;18;19;22;23;24,3,4,12,6240,780,7020
RECT_E14_A30,14,30,2;3;4,2;3;4;5,7;8;9;12;13;14;17;18;19;22;23;24,3,4,12,6240,780,7020
RECT_E14_A31,14,31,2;3;4,1;2;3;4;5,2;3;4;7;8;9;12;13;14;17;18;19;22;23;24,3,5,15,6240,975,7215
RECT_E15_A01,15,1,1;2;3;4,1,1;2;3;4,4,1,4,8320,260,8580
RECT_E15_A02,15,2,1;2;3;4,2,6;7;8;9,4,1,4,8320,260,8580
RECT_E15_A03,15,3,1;2;3;4,1;2,1;2;3;4;6;7;8;9,4,2,8,8320,520,8840
RECT_E15_A04,15,4,1;2;3;4,3,11;12;13;14,4,1,4,8320,260,8580
RECT_E15_A05,15,5,1;2;3;4,1;3,1;2;3;4;11;12;13;14,4,2,8,8320,520,8840
RECT_E15_A06,15,6,1;2;3;4,2;3,6;7;8;9;11;12;13;14,4,2,8,8320,520,8840
RECT_E15_A07,15,7,1;2;3;4,1;2;3,1;2;3;4;6;7;8;9;11;12;13;14,4,3,12,8320,780,9100
RECT_E15_A08,15,8,1;2;3;4,4,16;17;18;19,4,1,4,8320,260,8580
RECT_E15_A09,15,9,1;2;3;4,1;4,1;2;3;4;16;17;18;19,4,2,8,8320,520,8840
RECT_E15_A10,15,10,1;2;3;4,2;4,6;7;8;9;16;17;18;19,4,2,8,8320,520,8840
RECT_E15_A11,15,11,1;2;3;4,1;2;4,1;2;3;4;6;7;8;9;16;17;18;19,4,3,12,8320,780,9100
RECT_E15_A12,15,12,1;2;3;4,3;4,11;12;13;14;16;17;18;19,4,2,8,8320,520,8840
RECT_E15_A13,15,13,1;2;3;4,1;3;4,1;2;3;4;11;12;13;14;16;17;18;19,4,3,12,8320,780,9100
RECT_E15_A14,15,14,1;2;3;4,2;3;4,6;7;8;9;11;12;13;14;16;17;18;19,4,3,12,8320,780,9100
RECT_E15_A15,15,15,1;2;3;4,1;2;3;4,1;2;3;4;6;7;8;9;11;12;13;14;16;17;18;19,4,4,16,8320,1040,9360
RECT_E15_A16,15,16,1;2;3;4,5,21;22;23;24,4,1,4,8320,260,8580
RECT_E15_A17,15,17,1;2;3;4,1;5,1;2;3;4;21;22;23;24,4,2,8,8320,520,8840
RECT_E15_A18,15,18,1;2;3;4,2;5,6;7;8;9;21;22;23;24,4,2,8,8320,520,8840
RECT_E15_A19,15,19,1;2;3;4,1;2;5,1;2;3;4;6;7;8;9;21;22;23;24,4,3,12,8320,780,9100
RECT_E15_A20,15,20,1;2;3;4,3;5,11;12;13;14;21;22;23;24,4,2,8,8320,520,8840
RECT_E15_A21,15,21,1;2;3;4,1;3;5,1;2;3;4;11;12;13;14;21;22;23;24,4,3,12,8320,780,9100
RECT_E15_A22,15,22,1;2;3;4,2;3;5,6;7;8;9;11;12;13;14;21;22;23;24,4,3,12,8320,780,9100
RECT_E15_A23,15,23,1;2;3;4,1;2;3;5,1;2;3;4;6;7;8;9;11;12;13;14;21;22;23;24,4,4,16,8320,1040,9360
RECT_E15_A24,15,24,1;2;3;4,4;5,16;17;18;19;21;22;23;24,4,2,8,8320,520,8840
RECT_E15_A25,15,25,1;2;3;4,1;4;5,1;2;3;4;16;17;18;19;21;22;23;24,4,3,12,8320,780,9100
RECT_E15_A26,15,26,1;2;3;4,2;4;5,6;7;8;9;16;17;18;19;21;22;23;24,4,3,12,8320,780,9100
RECT_E15_A27,15,27,1;2;3;4,1;2;4;5,1;2;3;4;6;7;8;9;16;17;18;19;21;22;23;24,4,4,16,8320,1040,9360
RECT_E15_A28,15,28,1;2;3;4,3;4;5,11;12;13;14;16;17;18;19;21;22;23;24,4,3,12,8320,780,9100
RECT_E15_A29,15,29,1;2;3;4,1;3;4;5,1;2;3;4;11;12;13;14;16;17;18;19;21;22;23;24,4,4,16,8320,1040,9360
RECT_E15_A30,15,30,1;2;3;4,2;3;4;5,6;7;8;9;11;12;13;14;16;17;18;19;21;22;23;24,4,4,16,8320,1040,9360
RECT_E15_A31,15,31,1;2;3;4,1;2;3;4;5,1;2;3;4;6;7;8;9;11;12;13;14;16;17;18;19;21;22;23;24,4,5,20,8320,1300,9620
RECT_E16_A01,16,1,5,1,5,1,1,1,2080,65,2145
RECT_E16_A02,16,2,5,2,10,1,1,1,2080,65,2145
RECT_E16_A03,16,3,5,1;2,5;10,1,2,2,2080,130,2210
RECT_E16_A04,16,4,5,3,15,1,1,1,2080,65,2145
RECT_E16_A05,16,5,5,1;3,5;15,1,2,2,2080,130,2210
RECT_E16_A06,16,6,5,2;3,10;15,1,2,2,2080,130,2210
RECT_E16_A07,16,7,5,1;2;3,5;10;15,1,3,3,2080,195,2275
RECT_E16_A08,16,8,5,4,20,1,1,1,2080,65,2145
RECT_E16_A09,16,9,5,1;4,5;20,1,2,2,2080,130,2210
RECT_E16_A10,16,10,5,2;4,10;20,1,2,2,2080,130,2210
RECT_E16_A11,16,11,5,1;2;4,5;10;20,1,3,3,2080,195,2275
RECT_E16_A12,16,12,5,3;4,15;20,1,2,2,2080,130,2210
RECT_E16_A13,16,13,5,1;3;4,5;15;20,1,3,3,2080,195,2275
RECT_E16_A14,16,14,5,2;3;4,10;15;20,1,3,3,2080,195,2275
RECT_E16_A15,16,15,5,1;2;3;4,5;10;15;20,1,4,4,2080,260,2340
RECT_E16_A16,16,16,5,5,25,1,1,1,2080,65,2145
RECT_E16_A17,16,17,5,1;5,5;25,1,2,2,2080,130,2210
RECT_E16_A18,16,18,5,2;5,10;25,1,2,2,2080,130,2210
RECT_E16_A19,16,19,5,1;2;5,5;10;25,1,3,3,2080,195,2275
RECT_E16_A20,16,20,5,3;5,15;25,1,2,2,2080,130,2210
RECT_E16_A21,16,21,5,1;3;5,5;15;25,1,3,3,2080,195,2275
RECT_E16_A22,16,22,5,2;3;5,10;15;25,1,3,3,2080,195,2275
RECT_E16_A23,16,23,5,1;2;3;5,5;10;15;25,1,4,4,2080,260,2340
RECT_E16_A24,16,24,5,4;5,20;25,1,2,2,2080,130,2210
RECT_E16_A25,16,25,5,1;4;5,5;20;25,1,3,3,2080,195,2275
RECT_E16_A26,16,26,5,2;4;5,10;20;25,1,3,3,2080,195,2275
RECT_E16_A27,16,27,5,1;2;4;5,5;10;20;25,1,4,4,2080,260,2340
RECT_E16_A28,16,28,5,3;4;5,15;20;25,1,3,3,2080,195,2275
RECT_E16_A29,16,29,5,1;3;4;5,5;15;20;25,1,4,4,2080,260,2340
RECT_E16_A30,16,30,5,2;3;4;5,10;15;20;25,1,4,4,2080,260,2340
RECT_E16_A31,16,31,5,1;2;3;4;5,5;10;15;20;25,1,5,5,2080,325,2405
RECT_E17_A01,17,1,1;5,1,1;5,2,1,2,4160,130,4290
RECT_E17_A02,17,2,1;5,2,6;10,2,1,2,4160,130,4290
RECT_E17_A03,17,3,1;5,1;2,1;5;6;10,2,2,4,4160,260,4420
RECT_E17_A04,17,4,1;5,3,11;15,2,1,2,4160,130,4290
RECT_E17_A05,17,5,1;5,1;3,1;5;11;15,2,2,4,4160,260,4420
RECT_E17_A06,17,6,1;5,2;3,6;10;11;15,2,2,4,4160,260,4420
RECT_E17_A07,17,7,1;5,1;2;3,1;5;6;10;11;15,2,3,6,4160,390,4550
RECT_E17_A08,17,8,1;5,4,16;20,2,1,2,4160,130,4290
RECT_E17_A09,17,9,1;5,1;4,1;5;16;20,2,2,4,4160,260,4420
RECT_E17_A10,17,10,1;5,2;4,6;10;16;20,2,2,4,4160,260,4420
RECT_E17_A11,17,11,1;5,1;2;4,1;5;6;10;16;20,2,3,6,4160,390,4550
RECT_E17_A12,17,12,1;5,3;4,11;15;16;20,2,2,4,4160,260,4420
RECT_E17_A13,17,13,1;5,1;3;4,1;5;11;15;16;20,2,3,6,4160,390,4550
RECT_E17_A14,17,14,1;5,2;3;4,6;10;11;15;16;20,2,3,6,4160,390,4550
RECT_E17_A15,17,15,1;5,1;2;3;4,1;5;6;10;11;15;16;20,2,4,8,4160,520,4680
RECT_E17_A16,17,16,1;5,5,21;25,2,1,2,4160,130,4290
RECT_E17_A17,17,17,1;5,1;5,1;5;21;25,2,2,4,4160,260,4420
RECT_E17_A18,17,18,1;5,2;5,6;10;21;25,2,2,4,4160,260,4420
RECT_E17_A19,17,19,1;5,1;2;5,1;5;6;10;21;25,2,3,6,4160,390,4550
RECT_E17_A20,17,20,1;5,3;5,11;15;21;25,2,2,4,4160,260,4420
RECT_E17_A21,17,21,1;5,1;3;5,1;5;11;15;21;25,2,3,6,4160,390,4550
RECT_E17_A22,17,22,1;5,2;3;5,6;10;11;15;21;25,2,3,6,4160,390,4550
RECT_E17_A23,17,23,1;5,1;2;3;5,1;5;6;10;11;15;21;25,2,4,8,4160,520,4680
RECT_E17_A24,17,24,1;5,4;5,16;20;21;25,2,2,4,4160,260,4420
RECT_E17_A25,17,25,1;5,1;4;5,1;5;16;20;21;25,2,3,6,4160,390,4550
RECT_E17_A26,17,26,1;5,2;4;5,6;10;16;20;21;25,2,3,6,4160,390,4550
RECT_E17_A27,17,27,1;5,1;2;4;5,1;5;6;10;16;20;21;25,2,4,8,4160,520,4680
RECT_E17_A28,17,28,1;5,3;4;5,11;15;16;20;21;25,2,3,6,4160,390,4550
RECT_E17_A29,17,29,1;5,1;3;4;5,1;5;11;15;16;20;21;25,2,4,8,4160,520,4680
RECT_E17_A30,17,30,1;5,2;3;4;5,6;10;11;15;16;20;21;25,2,4,8,4160,520,4680
RECT_E17_A31,17,31,1;5,1;2;3;4;5,1;5;6;10;11;15;16;20;21;25,2,5,10,4160,650,4810
RECT_E18_A01,18,1,2;5,1,2;5,2,1,2,4160,130,4290
RECT_E18_A02,18,2,2;5,2,7;10,2,1,2,4160,130,4290
RECT_E18_A03,18,3,2;5,1;2,2;5;7;10,2,2,4,4160,260,4420
RECT_E18_A04,18,4,2;5,3,12;15,2,1,2,4160,130,4290
RECT_E18_A05,18,5,2;5,1;3,2;5;12;15,2,2,4,4160,260,4420
RECT_E18_A06,18,6,2;5,2;3,7;10;12;15,2,2,4,4160,260,4420
RECT_E18_A07,18,7,2;5,1;2;3,2;5;7;10;12;15,2,3,6,4160,390,4550
RECT_E18_A08,18,8,2;5,4,17;20,2,1,2,4160,130,4290
RECT_E18_A09,18,9,2;5,1;4,2;5;17;20,2,2,4,4160,260,4420
RECT_E18_A10,18,10,2;5,2;4,7;10;17;20,2,2,4,4160,260,4420
RECT_E18_A11,18,11,2;5,1;2;4,2;5;7;10;17;20,2,3,6,4160,390,4550
RECT_E18_A12,18,12,2;5,3;4,12;15;17;20,2,2,4,4160,260,4420
RECT_E18_A13,18,13,2;5,1;3;4,2;5;12;15;17;20,2,3,6,4160,390,4550
RECT_E18_A14,18,14,2;5,2;3;4,7;10;12;15;17;20,2,3,6,4160,390,4550
RECT_E18_A15,18,15,2;5,1;2;3;4,2;5;7;10;12;15;17;20,2,4,8,4160,520,4680
RECT_E18_A16,18,16,2;5,5,22;25,2,1,2,4160,130,4290
RECT_E18_A17,18,17,2;5,1;5,2;5;22;25,2,2,4,4160,260,4420
RECT_E18_A18,18,18,2;5,2;5,7;10;22;25,2,2,4,4160,260,4420
RECT_E18_A19,18,19,2;5,1;2;5,2;5;7;10;22;25,2,3,6,4160,390,4550
RECT_E18_A20,18,20,2;5,3;5,12;15;22;25,2,2,4,4160,260,4420
RECT_E18_A21,18,21,2;5,1;3;5,2;5;12;15;22;25,2,3,6,4160,390,4550
RECT_E18_A22,18,22,2;5,2;3;5,7;10;12;15;22;25,2,3,6,4160,390,4550
RECT_E18_A23,18,23,2;5,1;2;3;5,2;5;7;10;12;15;22;25,2,4,8,4160,520,4680
RECT_E18_A24,18,24,2;5,4;5,17;20;22;25,2,2,4,4160,260,4420
RECT_E18_A25,18,25,2;5,1;4;5,2;5;17;20;22;25,2,3,6,4160,390,4550
RECT_E18_A26,18,26,2;5,2;4;5,7;10;17;20;22;25,2,3,6,4160,390,4550
RECT_E18_A27,18,27,2;5,1;2;4;5,2;5;7;10;17;20;22;25,2,4,8,4160,520,4680
RECT_E18_A28,18,28,2;5,3;4;5,12;15;17;20;22;25,2,3,6,4160,390,4550
RECT_E18_A29,18,29,2;5,1;3;4;5,2;5;12;15;17;20;22;25,2,4,8,4160,520,4680
RECT_E18_A30,18,30,2;5,2;3;4;5,7;10;12;15;17;20;22;25,2,4,8,4160,520,4680
RECT_E18_A31,18,31,2;5,1;2;3;4;5,2;5;7;10;12;15;17;20;22;25,2,5,10,4160,650,4810
RECT_E19_A01,19,1,1;2;5,1,1;2;5,3,1,3,6240,195,6435
RECT_E19_A02,19,2,1;2;5,2,6;7;10,3,1,3,6240,195,6435
RECT_E19_A03,19,3,1;2;5,1;2,1;2;5;6;7;10,3,2,6,6240,390,6630
RECT_E19_A04,19,4,1;2;5,3,11;12;15,3,1,3,6240,195,6435
RECT_E19_A05,19,5,1;2;5,1;3,1;2;5;11;12;15,3,2,6,6240,390,6630
RECT_E19_A06,19,6,1;2;5,2;3,6;7;10;11;12;15,3,2,6,6240,390,6630
RECT_E19_A07,19,7,1;2;5,1;2;3,1;2;5;6;7;10;11;12;15,3,3,9,6240,585,6825
RECT_E19_A08,19,8,1;2;5,4,16;17;20,3,1,3,6240,195,6435
RECT_E19_A09,19,9,1;2;5,1;4,1;2;5;16;17;20,3,2,6,6240,390,6630
RECT_E19_A10,19,10,1;2;5,2;4,6;7;10;16;17;20,3,2,6,6240,390,6630
RECT_E19_A11,19,11,1;2;5,1;2;4,1;2;5;6;7;10;16;17;20,3,3,9,6240,585,6825
RECT_E19_A12,19,12,1;2;5,3;4,11;12;15;16;17;20,3,2,6,6240,390,6630
RECT_E19_A13,19,13,1;2;5,1;3;4,1;2;5;11;12;15;16;17;20,3,3,9,6240,585,6825
RECT_E19_A14,19,14,1;2;5,2;3;4,6;7;10;11;12;15;16;17;20,3,3,9,6240,585,6825
RECT_E19_A15,19,15,1;2;5,1;2;3;4,1;2;5;6;7;10;11;12;15;16;17;20,3,4,12,6240,780,7020
RECT_E19_A16,19,16,1;2;5,5,21;22;25,3,1,3,6240,195,6435
RECT_E19_A17,19,17,1;2;5,1;5,1;2;5;21;22;25,3,2,6,6240,390,6630
RECT_E19_A18,19,18,1;2;5,2;5,6;7;10;21;22;25,3,2,6,6240,390,6630
RECT_E19_A19,19,19,1;2;5,1;2;5,1;2;5;6;7;10;21;22;25,3,3,9,6240,585,6825
RECT_E19_A20,19,20,1;2;5,3;5,11;12;15;21;22;25,3,2,6,6240,390,6630
RECT_E19_A21,19,21,1;2;5,1;3;5,1;2;5;11;12;15;21;22;25,3,3,9,6240,585,6825
RECT_E19_A22,19,22,1;2;5,2;3;5,6;7;10;11;12;15;21;22;25,3,3,9,6240,585,6825
RECT_E19_A23,19,23,1;2;5,1;2;3;5,1;2;5;6;7;10;11;12;15;21;22;25,3,4,12,6240,780,7020
RECT_E19_A24,19,24,1;2;5,4;5,16;17;20;21;22;25,3,2,6,6240,390,6630
RECT_E19_A25,19,25,1;2;5,1;4;5,1;2;5;16;17;20;21;22;25,3,3,9,6240,585,6825
RECT_E19_A26,19,26,1;2;5,2;4;5,6;7;10;16;17;20;21;22;25,3,3,9,6240,585,6825
RECT_E19_A27,19,27,1;2;5,1;2;4;5,1;2;5;6;7;10;16;17;20;21;22;25,3,4,12,6240,780,7020
RECT_E19_A28,19,28,1;2;5,3;4;5,11;12;15;16;17;20;21;22;25,3,3,9,6240,585,6825
RECT_E19_A29,19,29,1;2;5,1;3;4;5,1;2;5;11;12;15;16;17;20;21;22;25,3,4,12,6240,780,7020
RECT_E19_A30,19,30,1;2;5,2;3;4;5,6;7;10;11;12;15;16;17;20;21;22;25,3,4,12,6240,780,7020
RECT_E19_A31,19,31,1;2;5,1;2;3;4;5,1;2;5;6;7;10;11;12;15;16;17;20;21;22;25,3,5,15,6240,975,7215
RECT_E20_A01,20,1,3;5,1,3;5,2,1,2,4160,130,4290
RECT_E20_A02,20,2,3;5,2,8;10,2,1,2,4160,130,4290
RECT_E20_A03,20,3,3;5,1;2,3;5;8;10,2,2,4,4160,260,4420
RECT_E20_A04,20,4,3;5,3,13;15,2,1,2,4160,130,4290
RECT_E20_A05,20,5,3;5,1;3,3;5;13;15,2,2,4,4160,260,4420
RECT_E20_A06,20,6,3;5,2;3,8;10;13;15,2,2,4,4160,260,4420
RECT_E20_A07,20,7,3;5,1;2;3,3;5;8;10;13;15,2,3,6,4160,390,4550
RECT_E20_A08,20,8,3;5,4,18;20,2,1,2,4160,130,4290
RECT_E20_A09,20,9,3;5,1;4,3;5;18;20,2,2,4,4160,260,4420
RECT_E20_A10,20,10,3;5,2;4,8;10;18;20,2,2,4,4160,260,4420
RECT_E20_A11,20,11,3;5,1;2;4,3;5;8;10;18;20,2,3,6,4160,390,4550
RECT_E20_A12,20,12,3;5,3;4,13;15;18;20,2,2,4,4160,260,4420
RECT_E20_A13,20,13,3;5,1;3;4,3;5;13;15;18;20,2,3,6,4160,390,4550
RECT_E20_A14,20,14,3;5,2;3;4,8;10;13;15;18;20,2,3,6,4160,390,4550
RECT_E20_A15,20,15,3;5,1;2;3;4,3;5;8;10;13;15;18;20,2,4,8,4160,520,4680
RECT_E20_A16,20,16,3;5,5,23;25,2,1,2,4160,130,4290
RECT_E20_A17,20,17,3;5,1;5,3;5;23;25,2,2,4,4160,260,4420
RECT_E20_A18,20,18,3;5,2;5,8;10;23;25,2,2,4,4160,260,4420
RECT_E20_A19,20,19,3;5,1;2;5,3;5;8;10;23;25,2,3,6,4160,390,4550
RECT_E20_A20,20,20,3;5,3;5,13;15;23;25,2,2,4,4160,260,4420
RECT_E20_A21,20,21,3;5,1;3;5,3;5;13;15;23;25,2,3,6,4160,390,4550
RECT_E20_A22,20,22,3;5,2;3;5,8;10;13;15;23;25,2,3,6,4160,390,4550
RECT_E20_A23,20,23,3;5,1;2;3;5,3;5;8;10;13;15;23;25,2,4,8,4160,520,4680
RECT_E20_A24,20,24,3;5,4;5,18;20;23;25,2,2,4,4160,260,4420
RECT_E20_A25,20,25,3;5,1;4;5,3;5;18;20;23;25,2,3,6,4160,390,4550
RECT_E20_A26,20,26,3;5,2;4;5,8;10;18;20;23;25,2,3,6,4160,390,4550
RECT_E20_A27,20,27,3;5,1;2;4;5,3;5;8;10;18;20;23;25,2,4,8,4160,520,4680
RECT_E20_A28,20,28,3;5,3;4;5,13;15;18;20;23;25,2,3,6,4160,390,4550
RECT_E20_A29,20,29,3;5,1;3;4;5,3;5;13;15;18;20;23;25,2,4,8,4160,520,4680
RECT_E20_A30,20,30,3;5,2;3;4;5,8;10;13;15;18;20;23;25,2,4,8,4160,520,4680
RECT_E20_A31,20,31,3;5,1;2;3;4;5,3;5;8;10;13;15;18;20;23;25,2,5,10,4160,650,4810
RECT_E21_A01,21,1,1;3;5,1,1;3;5,3,1,3,6240,195,6435
RECT_E21_A02,21,2,1;3;5,2,6;8;10,3,1,3,6240,195,6435
RECT_E21_A03,21,3,1;3;5,1;2,1;3;5;6;8;10,3,2,6,6240,390,6630
RECT_E21_A04,21,4,1;3;5,3,11;13;15,3,1,3,6240,195,6435
RECT_E21_A05,21,5,1;3;5,1;3,1;3;5;11;13;15,3,2,6,6240,390,6630
RECT_E21_A06,21,6,1;3;5,2;3,6;8;10;11;13;15,3,2,6,6240,390,6630
RECT_E21_A07,21,7,1;3;5,1;2;3,1;3;5;6;8;10;11;13;15,3,3,9,6240,585,6825
RECT_E21_A08,21,8,1;3;5,4,16;18;20,3,1,3,6240,195,6435
RECT_E21_A09,21,9,1;3;5,1;4,1;3;5;16;18;20,3,2,6,6240,390,6630
RECT_E21_A10,21,10,1;3;5,2;4,6;8;10;16;18;20,3,2,6,6240,390,6630
RECT_E21_A11,21,11,1;3;5,1;2;4,1;3;5;6;8;10;16;18;20,3,3,9,6240,585,6825
RECT_E21_A12,21,12,1;3;5,3;4,11;13;15;16;18;20,3,2,6,6240,390,6630
RECT_E21_A13,21,13,1;3;5,1;3;4,1;3;5;11;13;15;16;18;20,3,3,9,6240,585,6825
RECT_E21_A14,21,14,1;3;5,2;3;4,6;8;10;11;13;15;16;18;20,3,3,9,6240,585,6825
RECT_E21_A15,21,15,1;3;5,1;2;3;4,1;3;5;6;8;10;11;13;15;16;18;20,3,4,12,6240,780,7020
RECT_E21_A16,21,16,1;3;5,5,21;23;25,3,1,3,6240,195,6435
RECT_E21_A17,21,17,1;3;5,1;5,1;3;5;21;23;25,3,2,6,6240,390,6630
RECT_E21_A18,21,18,1;3;5,2;5,6;8;10;21;23;25,3,2,6,6240,390,6630
RECT_E21_A19,21,19,1;3;5,1;2;5,1;3;5;6;8;10;21;23;25,3,3,9,6240,585,6825
RECT_E21_A20,21,20,1;3;5,3;5,11;13;15;21;23;25,3,2,6,6240,390,6630
RECT_E21_A21,21,21,1;3;5,1;3;5,1;3;5;11;13;15;21;23;25,3,3,9,6240,585,6825
RECT_E21_A22,21,22,1;3;5,2;3;5,6;8;10;11;13;15;21;23;25,3,3,9,6240,585,6825
RECT_E21_A23,21,23,1;3;5,1;2;3;5,1;3;5;6;8;10;11;13;15;21;23;25,3,4,12,6240,780,7020
RECT_E21_A24,21,24,1;3;5,4;5,16;18;20;21;23;25,3,2,6,6240,390,6630
RECT_E21_A25,21,25,1;3;5,1;4;5,1;3;5;16;18;20;21;23;25,3,3,9,6240,585,6825
RECT_E21_A26,21,26,1;3;5,2;4;5,6;8;10;16;18;20;21;23;25,3,3,9,6240,585,6825
RECT_E21_A27,21,27,1;3;5,1;2;4;5,1;3;5;6;8;10;16;18;20;21;23;25,3,4,12,6240,780,7020
RECT_E21_A28,21,28,1;3;5,3;4;5,11;13;15;16;18;20;21;23;25,3,3,9,6240,585,6825
RECT_E21_A29,21,29,1;3;5,1;3;4;5,1;3;5;11;13;15;16;18;20;21;23;25,3,4,12,6240,780,7020
RECT_E21_A30,21,30,1;3;5,2;3;4;5,6;8;10;11;13;15;16;18;20;21;23;25,3,4,12,6240,780,7020
RECT_E21_A31,21,31,1;3;5,1;2;3;4;5,1;3;5;6;8;10;11;13;15;16;18;20;21;23;25,3,5,15,6240,975,7215
RECT_E22_A01,22,1,2;3;5,1,2;3;5,3,1,3,6240,195,6435
RECT_E22_A02,22,2,2;3;5,2,7;8;10,3,1,3,6240,195,6435
RECT_E22_A03,22,3,2;3;5,1;2,2;3;5;7;8;10,3,2,6,6240,390,6630
RECT_E22_A04,22,4,2;3;5,3,12;13;15,3,1,3,6240,195,6435
RECT_E22_A05,22,5,2;3;5,1;3,2;3;5;12;13;15,3,2,6,6240,390,6630
RECT_E22_A06,22,6,2;3;5,2;3,7;8;10;12;13;15,3,2,6,6240,390,6630
RECT_E22_A07,22,7,2;3;5,1;2;3,2;3;5;7;8;10;12;13;15,3,3,9,6240,585,6825
RECT_E22_A08,22,8,2;3;5,4,17;18;20,3,1,3,6240,195,6435
RECT_E22_A09,22,9,2;3;5,1;4,2;3;5;17;18;20,3,2,6,6240,390,6630
RECT_E22_A10,22,10,2;3;5,2;4,7;8;10;17;18;20,3,2,6,6240,390,6630
RECT_E22_A11,22,11,2;3;5,1;2;4,2;3;5;7;8;10;17;18;20,3,3,9,6240,585,6825
RECT_E22_A12,22,12,2;3;5,3;4,12;13;15;17;18;20,3,2,6,6240,390,6630
RECT_E22_A13,22,13,2;3;5,1;3;4,2;3;5;12;13;15;17;18;20,3,3,9,6240,585,6825
RECT_E22_A14,22,14,2;3;5,2;3;4,7;8;10;12;13;15;17;18;20,3,3,9,6240,585,6825
RECT_E22_A15,22,15,2;3;5,1;2;3;4,2;3;5;7;8;10;12;13;15;17;18;20,3,4,12,6240,780,7020
RECT_E22_A16,22,16,2;3;5,5,22;23;25,3,1,3,6240,195,6435
RECT_E22_A17,22,17,2;3;5,1;5,2;3;5;22;23;25,3,2,6,6240,390,6630
RECT_E22_A18,22,18,2;3;5,2;5,7;8;10;22;23;25,3,2,6,6240,390,6630
RECT_E22_A19,22,19,2;3;5,1;2;5,2;3;5;7;8;10;22;23;25,3,3,9,6240,585,6825
RECT_E22_A20,22,20,2;3;5,3;5,12;13;15;22;23;25,3,2,6,6240,390,6630
RECT_E22_A21,22,21,2;3;5,1;3;5,2;3;5;12;13;15;22;23;25,3,3,9,6240,585,6825
RECT_E22_A22,22,22,2;3;5,2;3;5,7;8;10;12;13;15;22;23;25,3,3,9,6240,585,6825
RECT_E22_A23,22,23,2;3;5,1;2;3;5,2;3;5;7;8;10;12;13;15;22;23;25,3,4,12,6240,780,7020
RECT_E22_A24,22,24,2;3;5,4;5,17;18;20;22;23;25,3,2,6,6240,390,6630
RECT_E22_A25,22,25,2;3;5,1;4;5,2;3;5;17;18;20;22;23;25,3,3,9,6240,585,6825
RECT_E22_A26,22,26,2;3;5,2;4;5,7;8;10;17;18;20;22;23;25,3,3,9,6240,585,6825
RECT_E22_A27,22,27,2;3;5,1;2;4;5,2;3;5;7;8;10;17;18;20;22;23;25,3,4,12,6240,780,7020
RECT_E22_A28,22,28,2;3;5,3;4;5,12;13;15;17;18;20;22;23;25,3,3,9,6240,585,6825
RECT_E22_A29,22,29,2;3;5,1;3;4;5,2;3;5;12;13;15;17;18;20;22;23;25,3,4,12,6240,780,7020
RECT_E22_A30,22,30,2;3;5,2;3;4;5,7;8;10;12;13;15;17;18;20;22;23;25,3,4,12,6240,780,7020
RECT_E22_A31,22,31,2;3;5,1;2;3;4;5,2;3;5;7;8;10;12;13;15;17;18;20;22;23;25,3,5,15,6240,975,7215
RECT_E23_A01,23,1,1;2;3;5,1,1;2;3;5,4,1,4,8320,260,8580
RECT_E23_A02,23,2,1;2;3;5,2,6;7;8;10,4,1,4,8320,260,8580
RECT_E23_A03,23,3,1;2;3;5,1;2,1;2;3;5;6;7;8;10,4,2,8,8320,520,8840
RECT_E23_A04,23,4,1;2;3;5,3,11;12;13;15,4,1,4,8320,260,8580
RECT_E23_A05,23,5,1;2;3;5,1;3,1;2;3;5;11;12;13;15,4,2,8,8320,520,8840
RECT_E23_A06,23,6,1;2;3;5,2;3,6;7;8;10;11;12;13;15,4,2,8,8320,520,8840
RECT_E23_A07,23,7,1;2;3;5,1;2;3,1;2;3;5;6;7;8;10;11;12;13;15,4,3,12,8320,780,9100
RECT_E23_A08,23,8,1;2;3;5,4,16;17;18;20,4,1,4,8320,260,8580
RECT_E23_A09,23,9,1;2;3;5,1;4,1;2;3;5;16;17;18;20,4,2,8,8320,520,8840
RECT_E23_A10,23,10,1;2;3;5,2;4,6;7;8;10;16;17;18;20,4,2,8,8320,520,8840
RECT_E23_A11,23,11,1;2;3;5,1;2;4,1;2;3;5;6;7;8;10;16;17;18;20,4,3,12,8320,780,9100
RECT_E23_A12,23,12,1;2;3;5,3;4,11;12;13;15;16;17;18;20,4,2,8,8320,520,8840
RECT_E23_A13,23,13,1;2;3;5,1;3;4,1;2;3;5;11;12;13;15;16;17;18;20,4,3,12,8320,780,9100
RECT_E23_A14,23,14,1;2;3;5,2;3;4,6;7;8;10;11;12;13;15;16;17;18;20,4,3,12,8320,780,9100
RECT_E23_A15,23,15,1;2;3;5,1;2;3;4,1;2;3;5;6;7;8;10;11;12;13;15;16;17;18;20,4,4,16,8320,1040,9360
RECT_E23_A16,23,16,1;2;3;5,5,21;22;23;25,4,1,4,8320,260,8580
