domain,method_id,nominal_snr_db,profile_id,L,total,applicable,valid,structural_na,algorithmic_invalid,valid_rate,localization_success_rate,resolution_success_rate,median_d_max_bw,P90_d_max_bw,median_joint_RMSE_deg,P90_joint_RMSE_deg,median_axis_error_deg,P90_axis_error_deg,median_rho_error_deg,P90_rho_error_deg,runtime_total_sec,runtime_median_sec,runtime_P90_sec,score_call_count,SVD_call_count,eig_call_count,failure_reasons
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,-6,P1,1,20,20,20,0,0,1,0.1,0,0.207904968438794,0.275650995430719,0.507741561884914,0.603620650232549,38.3647510813345,68.6261474629301,0.0953834678647213,0.257922300055709,44.5260834,1.9521845,4.11720605,41786,83572,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,-6,P1,4,20,20,20,0,0,1,0.15,0,0.211364823288428,0.269832222519827,0.522128482961378,0.603485144443413,41.5779014137031,87.6759303120471,0.0857169425972906,0.289420065367687,52.6087659,2.8138493,4.30504675,57883,115766,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,-6,P1,8,20,20,20,0,0,1,0.15,0,0.185839562981744,0.297044669789133,0.459193348246497,0.649451241851261,45,74.5453468249042,0.12518586140357,0.59429009329045,39.4944206,1.62841215,3.34057485,44142,88284,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,-6,P2,1,20,20,20,0,0,1,0,0,0.20820714209752,0.366832276613946,0.456060015217584,0.830094278816951,58.6336841037042,87.2170288930353,0.0639910706134209,0.202790226831211,58.8377845,2.6573146,5.54646855,38978,77956,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,-6,P2,4,20,20,20,0,0,1,0.1,0,0.205814898918406,0.32814171262153,0.44833553949745,0.767851415303887,42.9393873096814,80.5664150652437,0.128663549726682,0.773122199614111,42.0974762,1.9749724,3.89544485,41368,82736,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,-6,P2,8,20,20,20,0,0,1,0.2,0,0.133291535129744,0.287825621518244,0.325077788813099,0.619839055327463,39.8881411749554,75.7188029527817,0.101923238585111,0.463991509130026,43.9747761,1.7687633,3.9457344,48287,96574,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,-6,P3,1,20,20,20,0,0,1,0.05,0,0.202709760760484,0.283658828176427,0.495091506099903,0.682183264469744,30.4902784727885,87.2653318350398,0.0820607984161712,0.148989640634576,64.2766894,2.49142295,5.63732335,43400,86800,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,-6,P3,4,20,20,20,0,0,1,0.25,0,0.206160081351244,0.289145097184259,0.475644363270763,0.680295161912881,26.5725462188201,83.9035378417124,0.0572157419864514,1.05068203085154,54.0000675,2.6619623,4.6917449,53907,107814,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,-6,P3,8,20,20,20,0,0,1,0.2,0.05,0.205151891033225,0.282350351868672,0.470405117876996,0.645781284778557,57.6530717289724,89.025298895009,0.0828464187090145,0.581899282698343,44.0401423,2.26848655,3.6740082,47611,95222,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,-6,P4,1,20,20,20,0,0,1,0.1,0,0.222760571482197,0.298047902700922,0.530283880767644,0.717308939591297,45,75.0102704099987,0.105440086898439,1.03245553203368,59.3291738,2.36358045,6.28848855,43196,86392,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,-6,P4,4,20,20,20,0,0,1,0.2,0,0.195137276361679,0.286300480079026,0.447232444562249,0.687894087911663,38.8781449613003,83.7997612050466,0.108696395736924,0.251616526710451,46.0690718,2.5669796,3.8725314,51786,103572,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,-6,P4,8,20,20,20,0,0,1,0.25,0,0.166641509013878,0.26861029285213,0.376383716813859,0.595206123780183,44.9676028705618,81.3518540410103,0.132460056087117,0.927135613661986,46.3984765,2.2399087,3.7403984,50103,100206,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,0,P1,1,20,20,20,0,0,1,0.2,0.05,0.197569026993547,0.26102322580445,0.428496419170759,0.594080957470207,39.8770284436097,72.7116271837161,0.163382624734192,0.925337287470502,39.0216705,1.7618374,3.6913639,43077,86154,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,0,P1,4,20,20,20,0,0,1,0.2,0,0.145732079456208,0.292221069632961,0.347258539109556,0.632710395015584,33.5008161525134,80.1349587170258,0.134676825491541,0.303641903807539,73.5251735,3.63846815,5.8728293,61654,123308,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,0,P1,8,20,20,20,0,0,1,0.3,0.05,0.195205251211463,0.297051229243721,0.424502656606706,0.649386465073571,41.9498097105055,71.6517544589371,0.099971422235523,0.38272554104832,51.7761605,2.3824838,4.38510205,54419,108838,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,0,P2,1,20,20,20,0,0,1,0.15,0,0.175630233567363,0.347321090988647,0.388545680967766,0.800839505742658,50.4010630011167,82.8389396505116,0.0401130344175376,0.198992392576312,42.5855372,2.0829254,3.5137293,46779,93558,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,0,P2,4,20,20,20,0,0,1,0.35,0,0.116983959929018,0.28509676094587,0.259560958675852,0.550681653353184,44.3348219614403,77.6980852137904,0.158635341209579,0.848387211744865,56.2736931,2.72906485,4.73169265,56492,112984,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,0,P2,8,20,20,20,0,0,1,0.4,0,0.115332777752696,0.287616409580354,0.252787063393732,0.543263627619212,32.8027994417968,75.2642158598463,0.128272840199221,0.763848467721105,64.5049417,3.3447443,4.84023145,62981,125962,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,0,P3,1,20,20,20,0,0,1,0.1,0,0.203574419632655,0.283490220761295,0.491577612655004,0.659524721143535,37.4905683534055,90,0.0920675735424733,0.6524580444716,55.2419218,2.94903365,4.69283055,60749,121498,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,0,P3,4,20,20,20,0,0,1,0.3,0,0.140436409473731,0.28747057376175,0.341767066435036,0.69354188346305,27.3655943603353,84.5043563076201,0.0614352229244921,1.05351618689959,58.5950534,3.24364085,4.8375349,61340,122680,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,0,P3,8,20,20,20,0,0,1,0.4,0.05,0.158713197970339,0.2823459018988,0.356991755455456,0.612505252521639,57.6335658689262,83.8888874685971,0.146126765557238,0.587346945553098,69.6471932,3.514702,4.87296325,65726,131452,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,0,P4,1,20,20,20,0,0,1,0.15,0,0.2447268221481,0.28862743821463,0.501708549453922,0.705498433700881,45,79.361099769158,0.11407444204095,0.944766094595441,45.902416,1.9080129,4.945025,45350,90700,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,0,P4,4,20,20,20,0,0,1,0.35,0,0.17669361899861,0.274342976331447,0.392113618826306,0.625349195398712,39.1212254055603,83.6739431184472,0.107475489801256,0.321937638569952,63.9103013,3.2069441,5.0366073,62155,124310,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,0,P4,8,20,20,20,0,0,1,0.45,0,0.151816176944783,0.273040621305206,0.3329076731944,0.505882512124124,42.1672901220088,74.1411048823526,0.260007759956555,0.920258142187895,56.326597,2.85324325,4.8078563,60296,120592,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,6,P1,1,20,20,20,0,0,1,0.3,0.05,0.193207652193728,0.28925117554359,0.445064494386482,0.631765343231714,28.1931627898811,58.8750447418355,0.298980386165768,0.919435753238572,47.8501792,1.96294895,4.0594951,53923,107846,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,6,P1,4,20,20,20,0,0,1,0.45,0,0.109011404517521,0.284852904431915,0.263352776133662,0.616029536701282,28.9314968216949,71.4661472936446,0.169158220187313,0.570375158786948,60.4419607,3.1816637,4.3340926,69384,138768,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,6,P1,8,20,20,20,0,0,1,0.45,0.1,0.113940173062241,0.211480331918231,0.233211192337931,0.50628105772917,28.2299424924445,54.5244186093289,0.116725287369856,0.450378877076068,70.4118461,3.5525666,4.86430015,79671,159342,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,6,P2,1,20,20,20,0,0,1,0.2,0,0.140695161576258,0.294337956891373,0.331481891071516,0.682255652403727,29.2880365177044,74.309506060975,0.168075897023395,0.644388780542278,54.2043304,2.79345775,4.46592185,60064,120128,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,6,P2,4,20,20,20,0,0,1,0.35,0,0.117841967624684,0.282274174490548,0.275966493844456,0.509611492973665,33.8166350420238,69.216516860567,0.198346080124673,0.747750345808192,60.0317795,3.3329364,4.67890695,69635,139270,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,6,P2,8,20,20,20,0,0,1,0.5,0,0.111976330295913,0.286188255965478,0.248948597576704,0.513478931447831,32.2755898002104,65.8480410803262,0.139291149879995,0.627410307254939,76.8598911,4.070396,4.84156555,84096,168192,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,6,P3,1,20,20,20,0,0,1,0.3,0,0.179595692389468,0.282167780027309,0.391490619738534,0.582539748631205,35.2861314765356,83.6242677854539,0.0842921030134311,0.311362866386168,64.6850528,2.9928807,4.8068727,71975,143950,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,6,P3,4,20,20,20,0,0,1,0.55,0,0.0887483485679621,0.282661054870624,0.248201113286362,0.591787830632028,28.9234156972712,84.2466665344183,0.0636810214265775,0.755095646208975,57.9170077,3.21358375,4.1603839,67062,134124,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,6,P3,8,20,20,20,0,0,1,0.7,0.1,0.0787794980838693,0.283150544235222,0.202179027082417,0.513289134877119,22.716101087974,85.4971569337007,0.0683682534279723,0.442178672450523,70.287965,3.551825,5.20203055,72448,144896,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,6,P4,1,20,20,20,0,0,1,0.15,0,0.244737111909617,0.28411811558369,0.493964925515335,0.652666636942014,37.5131480026645,70.2294154510054,0.32200627099974,1.07840628870035,45.7055097,1.9537291,4.542371,52419,104838,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,6,P4,4,20,20,20,0,0,1,0.25,0,0.18714616074474,0.270605795826665,0.358840851322902,0.536221331163875,37.3352443215079,73.8636770845919,0.140341004559451,0.625661776396714,66.0243087,3.6249198,4.51486955,77533,155066,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,6,P4,8,20,20,20,0,0,1,0.4,0,0.169162525693464,0.267693576764337,0.357501359724842,0.498557155866816,37.7379883298631,76.0796776652082,0.313811872648764,0.825117898347634,64.6212229,3.4136306,4.59576185,72375,144750,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,10,P1,1,20,20,20,0,0,1,0.45,0.05,0.101958807205525,0.221529387975882,0.24241789496497,0.52672647570785,16.9235425942814,66.9144764698201,0.201688662088655,0.913922910185171,52.2644408,2.3573204,4.5879011,58851,117702,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,10,P1,4,20,20,20,0,0,1,0.75,0,0.077639667214944,0.199784763740801,0.175980710694139,0.453035657834415,15.6643226916989,45,0.115927943836586,0.301501894136432,80.675765,4.4346792,5.38023305,84383,168766,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,10,P1,8,20,20,20,0,0,1,0.7,0.2,0.061245860519935,0.188837597706708,0.148376388618211,0.381735327866237,13.0208305013151,27.0831040993573,0.122171764358628,0.303511175014144,78.2202202,4.251181,4.6039372,89009,178018,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,10,P2,1,20,20,20,0,0,1,0.2,0,0.132964538930559,0.287448032210096,0.298513876661748,0.648434490803524,29.5996179640656,68.1056268153702,0.173586732912765,0.630043557187687,63.1367563,2.94620055,4.7181985,72462,144924,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,10,P2,4,20,20,20,0,0,1,0.2,0,0.130982831248608,0.284528089914006,0.279037021596872,0.5129535341529,26.2750965560505,53.3309737356589,0.419572410233565,0.644518234519291,87.2560828,4.8971652,5.8464667,81334,162668,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,10,P2,8,20,20,20,0,0,1,0.3,0,0.13936215104838,0.287825621518244,0.288805892570787,0.51603250947633,19.4511257731308,52.341573808377,0.247923038391193,0.660133790706705,74.1053741,4.00272495,4.5127314,84394,168788,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,10,P3,1,20,20,20,0,0,1,0.5,0,0.105634296343399,0.205739633473573,0.283552842654346,0.508651970755909,28.947304765926,81.4754047851329,0.0832590795305162,0.530916924402374,66.2636827,3.5673288,4.7032631,73156,146312,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,10,P3,4,20,20,20,0,0,1,0.6,0.05,0.0790336530298231,0.283400871814802,0.23624578718648,0.517585716992284,25.8095693984855,79.503659868792,0.1005850452978,0.740049678262799,67.7747374,3.4124909,4.7080493,71691,143382,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,10,P3,8,20,20,20,0,0,1,0.7,0.2,0.0724785258549524,0.237707145591013,0.186470622209061,0.449255195446421,17.4220992882963,66.0012468881564,0.0797070063353333,0.400898042568641,74.8762697,3.9800361,4.67137895,84397,168794,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,10,P4,1,20,20,20,0,0,1,0.2,0,0.202915587785695,0.273889171910851,0.422256638115275,0.5702450207674,38.373879603167,73.2840312512256,0.261238100297504,0.952356887841535,54.7186135,2.75892505,4.3525822,60118,120236,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,10,P4,4,20,20,20,0,0,1,0.4,0,0.153686796895835,0.261000265275357,0.320745403271056,0.484710044386804,39.1630628236796,72.5472986239907,0.216906293862361,0.576289455121335,76.7299221,4.1440311,4.72084145,87543,175086,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,10,P4,8,20,20,20,0,0,1,0.4,0,0.16004605293534,0.233989257646485,0.322345120704255,0.47110192857767,35.2661311201165,71.8510584860701,0.28637547547117,0.715894887415082,76.7890074,4.49525065,4.7226854,87271,174542,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,14,P1,1,20,20,20,0,0,1,0.55,0.15,0.081440324441487,0.200287713054312,0.188784402660008,0.472395781525622,16.6253807688028,52.8462810592092,0.24650153844903,0.822493226835367,63.0226013,3.20794585,4.67792735,70510,141020,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,14,P1,4,20,20,20,0,0,1,0.95,0.1,0.0565061963948973,0.0852120155283793,0.136555578542054,0.193066298774077,10.020616988564,24.378608548389,0.0885140400346305,0.236518261006654,84.5860601,4.37833995,4.72652035,96459,192918,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,14,P1,8,20,20,20,0,0,1,0.85,0.4,0.0481020358601426,0.10266867901566,0.119482915443449,0.224099841044239,7.75943953096013,16.0659448947429,0.0656260756448186,0.219730901683731,85.6856011,4.4145912,4.6686513,97120,194240,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,14,P2,1,20,20,20,0,0,1,0.25,0,0.136215274984297,0.2871497864268,0.315529174614323,0.616717493534603,19.6527515878813,58.5241036594158,0.194866563441496,0.722509285247335,68.0340744,3.71726765,4.4844563,78046,156092,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,14,P2,4,20,20,20,0,0,1,0.15,0.05,0.131541535570683,0.279798822572688,0.267378259376407,0.503102597336143,21.7913474222311,35.0117738659128,0.379597828520012,0.611827669993087,77.0058941,3.87115,4.7618421,87639,175278,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,14,P2,8,20,20,20,0,0,1,0.35,0.05,0.123130215678798,0.283843095618226,0.230411186505767,0.50988787793771,13.5977369724922,30.401785546918,0.233348839199708,0.615166528890239,77.1252738,3.92188765,4.77947615,86267,172534,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,14,P3,1,20,20,20,0,0,1,0.5,0.05,0.0972060806624654,0.276908295710559,0.241042175415383,0.519456850728871,27.9430941652931,87.890340244222,0.0716987835582491,0.531191203878274,70.0872182,3.4587531,4.8537931,78639,157278,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,14,P3,4,20,20,20,0,0,1,0.7,0.1,0.0674056320359098,0.238006442680216,0.175158022104876,0.439096881465869,18.7235321378692,70.9925529044855,0.0968566331454223,0.679577955374971,70.9416609,3.68353315,4.63185155,79359,158718,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,14,P3,8,20,20,20,0,0,1,0.85,0.15,0.0652114027607201,0.119588763481119,0.163329465600991,0.257654685313813,8.3947478238606,37.3485900115772,0.0859464201573627,0.353363082769084,81.7368926,4.44273155,4.7337659,90614,181228,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,14,P4,1,20,20,20,0,0,1,0.3,0,0.190683285615521,0.269719554028863,0.425926423371229,0.513088389019171,41.1099830163453,62.6568281987174,0.325292272546991,0.878613040623812,67.2418694,3.5742072,4.6091211,76626,153252,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,14,P4,4,20,20,20,0,0,1,0.4,0,0.130513485256763,0.225481728827988,0.275330465791703,0.422405465629289,27.9188338734862,78.9462360283855,0.226294157901835,0.542042700183794,80.7790911,4.54017195,4.65142365,91943,183886,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,14,P4,8,20,20,20,0,0,1,0.45,0,0.128823655920047,0.230537601357772,0.264130911578871,0.444887955288857,32.0864394229982,72.0013614184727,0.280229363077588,0.667060362417903,81.6162034,4.33050185,4.6620572,92120,184240,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,18,P1,1,20,20,20,0,0,1,0.6,0.2,0.0662785594434682,0.200914055689207,0.163747267500301,0.366944257305015,9.96653023182804,44.0381525305304,0.1835433860974,0.601182520298895,72.1319325,3.7621628,4.71087,81560,163120,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,18,P1,4,20,20,20,0,0,1,1,0.25,0.0499960264753025,0.0646361264977287,0.116173414006553,0.154196101099267,5.004570866615,12.4968061011663,0.0493289853327955,0.133781342326507,86.4303625,4.35925655,4.57014695,99165,198330,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,18,P1,8,20,20,20,0,0,1,1,0.45,0.0447682489952019,0.067861378803257,0.108108845751777,0.168534157609619,4.17930553536397,7.97361203000395,0.0508531408017359,0.191668759474311,83.5308883,4.20821995,4.4102064,98528,197056,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,18,P2,1,20,20,20,0,0,1,0.3,0,0.127001506476004,0.286769119682229,0.259437546697953,0.534684560781293,16.8386022012248,43.7979732027592,0.198557691488503,0.639600984260263,72.1446943,3.8843339,4.65101355,82044,164088,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,18,P2,4,20,20,20,0,0,1,0.3,0.05,0.122018863755653,0.228018464231515,0.226358373362007,0.41194340020221,8.14488714389697,24.2322061847109,0.295105123416445,0.542244515540695,74.0348231,3.8051065,4.4492969,83416,166832,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,18,P2,8,20,20,20,0,0,1,0.6,0.1,0.0815553916001742,0.259007091209806,0.144119102713875,0.477566568666805,3.51460097634723,19.9424882814725,0.196162353063712,0.470698245959342,63.8649375,3.23916255,4.17818935,74317,148634,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,18,P3,1,20,20,20,0,0,1,0.8,0.1,0.0709743570875121,0.19594241005369,0.186517293871555,0.368464324097875,15.0367639675699,70.264994679394,0.053916751584295,0.374489371721488,78.4071069,4.01289005,4.74747895,88202,176404,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,18,P3,4,20,20,20,0,0,1,0.85,0.2,0.0518220042591053,0.148026465469169,0.128886780150478,0.310831174233688,11.0970855004928,57.701123348094,0.075993866028957,0.376868677137196,74.9556437,4.3630412,4.64298745,83221,166442,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,18,P3,8,20,20,20,0,0,1,0.95,0.2,0.063685832471343,0.0901343524764061,0.161699178866337,0.219335593466345,4.02482318597292,26.8965456882538,0.117521171706015,0.251071926333579,77.5595157,4.2876591,4.55636135,89963,179926,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,18,P4,1,20,20,20,0,0,1,0.45,0,0.123233511847609,0.260100769931539,0.237021437461326,0.472846131000466,27.9224756095197,71.7061083323131,0.308788045249241,0.722456453123035,77.694252,4.10774215,4.41388395,89042,178084,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,18,P4,4,20,20,20,0,0,1,0.5,0,0.10743725779513,0.192721852543452,0.226407153023168,0.364175634206573,24.8232255258721,73.8831662886422,0.304974779654932,0.405018928654516,106.2074122,4.80304665,7.36961775,96717,193434,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,18,P4,8,20,20,20,0,0,1,0.5,0,0.0961714834847164,0.195551057909146,0.215086830692451,0.37329305428865,15.3182579845917,71.4472168448159,0.299475459191664,0.528690945424905,81.1149926,4.1431908,4.4272066,95068,190136,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,22,P1,1,20,20,20,0,0,1,0.75,0.25,0.0512472144927162,0.149789870924287,0.127398935285457,0.285892730790746,6.20858593326665,28.7182384191021,0.107072459644715,0.370965025075985,74.6707194,4.1367537,4.4394784,88276,176552,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,22,P1,4,20,20,20,0,0,1,1,0.7,0.0385718209942026,0.0551637043805487,0.097322241861892,0.140757349147,2.94825256017181,6.94879524472559,0.0374577904809135,0.107911941807311,84.8355348,4.21447135,4.3562614,100584,201168,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,22,P1,8,20,20,20,0,0,1,1,0.7,0.0264524886692007,0.0556922224823696,0.0594440195401866,0.13834372026552,2.67216868909393,4.75314612504133,0.0380092851873024,0.138910746436547,84.0787199,4.1904227,4.24425495,99681,199362,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,22,P2,1,20,20,20,0,0,1,0.25,0,0.126764594960297,0.282301805386879,0.249186280707278,0.51087144604409,12.1517069410911,30.0617752209496,0.255080505582363,0.593218197296752,71.0479076,3.73687395,4.4849552,84197,168394,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,22,P2,4,20,20,20,0,0,1,0.5,0.15,0.0906707240353032,0.169309032331384,0.169275667999897,0.303199517836449,1.84661315461826,13.8200243605986,0.21413529126032,0.401782539672734,65.4092695,3.47808255,4.14913805,76464,152928,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,22,P2,8,20,20,20,0,0,1,0.8,0.25,0.0468876409123218,0.158091011576389,0.0879457034112358,0.290472015236992,1.65783908050976,11.6354990279481,0.121094069571923,0.325818757902077,59.5860407,3.19534435,3.8992703,70007,140014,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,22,P3,1,20,20,20,0,0,1,0.9,0.2,0.0410555310592662,0.104968944995915,0.121680657553738,0.248511160399746,8.739616516424,56.7625037836921,0.0720788410860989,0.305033070291567,73.2516145,3.94534705,4.30488755,86492,172984,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,22,P3,4,20,20,20,0,0,1,0.9,0.25,0.03246554841044,0.107344216522297,0.0854579744652704,0.226810677033155,6.01205406918502,49.6807303160098,0.0889613346119157,0.253117141332481,68.2971246,4.06205205,4.35821885,80200,160400,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,22,P3,8,20,20,20,0,0,1,1,0.2,0.040354635328949,0.064111848199172,0.104287853961264,0.172429430483317,2.34796076785218,10.6460965882879,0.112916224607651,0.182120226213307,76.5396355,4.19799885,4.43009895,90179,180358,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,22,P4,1,20,20,20,0,0,1,0.6,0,0.0903533591665113,0.213214165199774,0.20593155952377,0.417563195361568,21.3594599352979,56.8172869000882,0.320332692886032,0.571618091872709,79.6907067,4.1030887,4.24351,94615,189230,0,"{""reason"":[],""count"":[]}"
