domain,method_id,total,applicable,valid,structural_na,algorithmic_invalid,valid_rate,localization_success_rate,resolution_success_rate,median_d_max_bw,P90_d_max_bw,median_joint_RMSE_deg,P90_joint_RMSE_deg,median_axis_error_deg,P90_axis_error_deg,median_rho_error_deg,P90_rho_error_deg,runtime_total_sec,runtime_median_sec,runtime_P90_sec,score_call_count,SVD_call_count,eig_call_count,failure_reasons
BEAMSPACE,BEAMSPACE_MUSIC_K2,1680,1120,1,560,1119,0.000892857142857143,0.000892857142857143,0,0.0907043344884324,0.0907043344884324,0.18720713058623,0.18720713058623,18.434948822918,18.434948822918,0.2888196601125,0.2888196601125,35.7592720500001,0.0294413504464286,0.0312999004464286,21863520,0,1120,"{""reason"":[""MUSIC_FEWER_THAN_TWO_PEAKS"",""NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK""],""count"":[1119,560]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,1680,1680,1680,0,0,1,0.453571428571429,0.0744047619047619,0.115725477622511,0.282219843179107,0.250718593219834,0.54994804487777,22.0299221028589,71.4956706362999,0.126921046558933,0.601542923727075,5621.5258142,3.6325687,4.64662345,6159792,12319584,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,TANGENT_PROFILE_CORE,1680,1680,1396,0,284,0.830952380952381,0.710714285714286,0.0988095238095238,0.0539183442801426,0.114636692066505,0.120371333099291,0.254370112967073,17.2594145728368,69.7817906901582,0.148999999999998,0.299,159.8271488,0.0982706,0.11514815,284139,569958,3360,"{""reason"":""TANGENT_PROFILE_NO_FEASIBLE_SCALE"",""count"":284}"
ELEMENT,ELEMENT_MUSIC_K2,1680,1120,0,560,1120,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6027.49211300001,5.32600504553571,5.61068964553571,21863520,0,1120,"{""reason"":[""MUSIC_FEWER_THAN_TWO_PEAKS"",""NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK""],""count"":[1120,560]}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,1680,1260,311,420,949,0.246825396825397,0.246825396825397,0.112698412698413,0.0255526893816694,0.0563810675686459,0.0717084413557887,0.137516224022786,0.42976150507698,2.10279185793818,0.0919874598423398,0.238201125876391,586.2210376,0.0007172,1.9423029,1362148,1363408,2520,"{""reason"":[""ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN"",""NOT_APPLICABLE_EQUAL_ELEVATION""],""count"":[949,420]}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,1680,1260,325,420,935,0.257936507936508,0.257936507936508,0.131746031746032,0.0251651510373243,0.0525107638433169,0.0674732533155022,0.132214823790395,0.442651763839495,1.83619319741722,0.076111178761354,0.217836547716609,604.9675476,0.00188085,1.91341865,1481079,1404219,1260,"{""reason"":[""NOT_APPLICABLE_EQUAL_ELEVATION"",""ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS"",""ROOT_MUSIC_FEWER_THAN_TWO_REGISTERED_ROOTS""],""count"":[420,918,17]}"
ELEMENT,ELEMENT_VERTICAL_GFBSS_MUSIC_AZ_CML,1680,1260,36,420,1224,0.0285714285714286,0.0285714285714286,0.0238095238095238,0.0173375296704558,0.0424286304804673,0.0426030397834034,0.11474393618143,0.162529538031864,0.455667235133307,0.0795569570630193,0.227216729672973,69.7333884,0.0012772,0.001677,664401,159141,1260,"{""reason"":[""GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS"",""NOT_APPLICABLE_EQUAL_ELEVATION""],""count"":[1224,420]}"
ELEMENT,FULL4D_ELEMENT_CML_MULTISTART,1680,1680,1680,0,0,1,0.858928571428571,0.401785714285714,0.0373903441076823,0.122612682224051,0.0872444960735763,0.256811293251179,1.76084673324985,24.334155630001,0.0804689653745218,0.281193446018551,5889.5966781,3.7195168,4.4688876,7032879,7032879,0,"{""reason"":[],""count"":[]}"
