Gamma_quartile,trial_count,Gamma_min,Gamma_max,Gamma_median,median_direction_error_deg,p90_direction_error_deg,median_rho_error_deg,p90_rho_error_deg,median_RMSE_deg,raw_candidate_valid_rate,fallback_rate
Q1,18,0.000385182558622547,15.2778026504068,3.80499565652897,20.3522657979085,94.2175275068924,0.117780207095266,0.260830236141881,0.100503548846771,1,0.222222222222222
Q2,18,18.8550845680524,52.0532567454741,32.3686131242897,8.60346353846986,156.973451792914,0.0945955306287737,0.185274975540231,0.0630733451118084,1,0.166666666666667
Q3,18,54.8548107852272,194.915562736653,95.9847399554754,4.22961241357624,62.2000737601146,0.116197989121443,0.324628256078513,0.0753966043401032,1,0.111111111111111
Q4,18,207.227747610354,2394.25398505484,742.8984632269,2.08723698991875,178.836007109547,0.136654954758071,0.199,0.0892778962221284,0.888888888888889,0.222222222222222
