summary_scope,method_id,white_beamspace_snr_target_db,profile_id,noise_profile_id,L,total_count,applicable_count,valid_count,structural_na_count,algorithmic_invalid_count,applicability_rate,valid_rate,comparability_class,joint_RMSE_deg_median,joint_RMSE_deg_p90,azimuth_RMSE_deg_median,azimuth_RMSE_deg_p90,elevation_RMSE_deg_median,elevation_RMSE_deg_p90,center_error_deg_median,center_error_deg_p90,axis_error_deg_median,axis_error_deg_p90,rho_error_deg_median,rho_error_deg_p90,rho_relative_error_median,rho_relative_error_p90,separation_vector_error_deg_median,separation_vector_error_deg_p90,runtime_sec_median,runtime_sec_p90,score_call_count_median,SVD_call_count_median,eig_call_count_median
SNR_SNAPSHOT,BEAMSPACE_MUSIC_K2,-6,ALL,ALL,1,80,0,0,80,0,0,NaN,STRUCTURAL_NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SNR_SNAPSHOT,BEAMSPACE_MUSIC_K2,-6,ALL,ALL,4,80,80,0,0,80,1,0,NO_VALID_OUTPUT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0331248059821428,0.0382377339285714,19521,0,1
SNR_SNAPSHOT,BEAMSPACE_MUSIC_K2,-6,ALL,ALL,8,80,80,0,0,80,1,0,NO_VALID_OUTPUT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0335275539285714,0.041816357625,19521,0,1
SNR_SNAPSHOT,BEAMSPACE_MUSIC_K2,0,ALL,ALL,1,80,0,0,80,0,0,NaN,STRUCTURAL_NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SNR_SNAPSHOT,BEAMSPACE_MUSIC_K2,0,ALL,ALL,4,80,80,0,0,80,1,0,NO_VALID_OUTPUT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0332276039285714,0.0361876739285714,19521,0,1
SNR_SNAPSHOT,BEAMSPACE_MUSIC_K2,0,ALL,ALL,8,80,80,0,0,80,1,0,NO_VALID_OUTPUT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0335991059821429,0.0412672080357143,19521,0,1
SNR_SNAPSHOT,BEAMSPACE_MUSIC_K2,6,ALL,ALL,1,80,0,0,80,0,0,NaN,STRUCTURAL_NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SNR_SNAPSHOT,BEAMSPACE_MUSIC_K2,6,ALL,ALL,4,80,80,0,0,80,1,0,NO_VALID_OUTPUT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0331845539285714,0.0350078339285714,19521,0,1
SNR_SNAPSHOT,BEAMSPACE_MUSIC_K2,6,ALL,ALL,8,80,80,0,0,80,1,0,NO_VALID_OUTPUT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0334844539285714,0.042286557625,19521,0,1
SNR_SNAPSHOT,BEAMSPACE_MUSIC_K2,10,ALL,ALL,1,80,0,0,80,0,0,NaN,STRUCTURAL_NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SNR_SNAPSHOT,BEAMSPACE_MUSIC_K2,10,ALL,ALL,4,80,80,0,0,80,1,0,NO_VALID_OUTPUT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0332135039285714,0.0347102943392857,19521,0,1
SNR_SNAPSHOT,BEAMSPACE_MUSIC_K2,10,ALL,ALL,8,80,80,0,0,80,1,0,NO_VALID_OUTPUT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0334254059821429,0.0424378080357143,19521,0,1
SNR_SNAPSHOT,BEAMSPACE_MUSIC_K2,14,ALL,ALL,1,80,0,0,80,0,0,NaN,STRUCTURAL_NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SNR_SNAPSHOT,BEAMSPACE_MUSIC_K2,14,ALL,ALL,4,80,80,0,0,80,1,0,NO_VALID_OUTPUT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0331628559821428,0.0346814139285714,19521,0,1
SNR_SNAPSHOT,BEAMSPACE_MUSIC_K2,14,ALL,ALL,8,80,80,0,0,80,1,0,NO_VALID_OUTPUT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0334602559821428,0.0414536443392857,19521,0,1
SNR_SNAPSHOT,BEAMSPACE_MUSIC_K2,18,ALL,ALL,1,80,0,0,80,0,0,NaN,STRUCTURAL_NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SNR_SNAPSHOT,BEAMSPACE_MUSIC_K2,18,ALL,ALL,4,80,80,0,0,80,1,0,NO_VALID_OUTPUT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0331910539285714,0.035014257625,19521,0,1
SNR_SNAPSHOT,BEAMSPACE_MUSIC_K2,18,ALL,ALL,8,80,80,0,0,80,1,0,NO_VALID_OUTPUT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0334254039285714,0.0411829780357143,19521,0,1
SNR_SNAPSHOT,BEAMSPACE_MUSIC_K2,22,ALL,ALL,1,80,0,0,80,0,0,NaN,STRUCTURAL_NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SNR_SNAPSHOT,BEAMSPACE_MUSIC_K2,22,ALL,ALL,4,80,80,0,0,80,1,0,NO_VALID_OUTPUT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0331107559821428,0.0344832739285714,19521,0,1
SNR_SNAPSHOT,BEAMSPACE_MUSIC_K2,22,ALL,ALL,8,80,80,0,0,80,1,0,NO_VALID_OUTPUT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0334132039285714,0.0410347980357143,19521,0,1
SNR_SNAPSHOT,CORE_LITE,-6,ALL,ALL,1,80,80,80,0,0,1,1,ROBUSTLY_COMPARABLE,0.510568156034251,0.714695838091437,0.500036795210516,0.699999999999999,0.157094228005022,0.226384628453435,0.412310562561766,0.707985208384274,45,90,0.1,1.01989725545368,0.885618083164138,5.32455532033676,0.266421356237309,1.08247975907627,0.13485445,0.16289629,149,345,NaN
