k1_core_lite_valid,k2_core_lite_valid,k2_core_plus_valid,k1_median_rmse_deg,k1_p90_rmse_deg,k1_off_grid_median_rmse_deg,k1_off_grid_p90_rmse_deg,k1_b0_median_rmse_deg,k1_off_grid_b0_median_rmse_deg,k1_wins,k1_ties,k1_losses,k1_bootstrap_ci_low_deg,k1_bootstrap_ci_high_deg,k2_lite_median_rmse_deg,k2_lite_p90_rmse_deg,k2_plus_median_rmse_deg,k2_plus_p90_rmse_deg,k2_plus_wins,k2_ties,k2_plus_losses,k2_bootstrap_ci_low_deg,k2_bootstrap_ci_high_deg,k1_upgrade_count,k1_fallback_count,k2_upgrade_count,k2_fallback_count
72,72,72,0.0116161873626654,0.0525060270535676,0.0103893167150655,0.0517516162632883,0.141421356237309,0.141421356237309,54,0,0,-0.126040753953108,-0.0745429577664844,0.141681308325435,0.35460360123874,0.141681308325435,0.361642203177728,26,33,13,0,0,72,0,39,33
