fixed_measurement_hash,pipeline,scenario_aggregate,measured_T0,predicted_TS,predicted_TSG,predicted_TSGC,predicted_delta_structural,predicted_delta_g_only_given_structural,predicted_delta_cache_given_structural_g_only,predicted_delta_cache_point_sec,conservative_timing_sensitivity_lower_bound_sec,all_measurement_identities_nonnegative,end_to_end_saving_percentage,cache_build_sec,cache_load_sec,cache_validate_once_sec,cache_setup_sec,online_only_break_even,build_inclusive_break_even,requested_columns,unique_keys,reuse_multiplicity,predicted_core_lite_direct,predicted_core_lite_dictionary,predicted_tangent_direct,predicted_tangent_dictionary,predicted_delta_core,predicted_delta_tangent,predicted_did_interaction_I,predicted_delta_tangent_exposure,exposure_adjusted_residual_JT,JT_status,predicted_performance_status,economics_status,instrumentation_perturbation_penalty_sec,identity_class_sensitivity_penalty_sec,net_saving_build_inclusive_sec,net_saving_online_only_sec
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,TANGENT_PROFILE_SAFE,IDENTITY_36_TRIALS,182.07190965,178.0315634,176.093399,174.774368,4.04034625,1.9381644,1.319031,1.319031,-2.84067899999999,1,4.00805465490433,0.328796,0.0029703,0.0151486,0.013554,1,10,5400,21,257.142857142857,86.0843826,84.9961206,176.093399,174.774368,1.088262,1.319031,0.230768999999999,1.319031,NaN,NOT_AVAILABLE_PRE_INTEGRATION,PREDICTED_SAVING_INCONCLUSIVE,NOT_ASSESSED_NO_WORKLOAD_HORIZON,3.00734999999999,0.485433,0.9585621,1.2873581
e965700fc8d335f6546924993f4e20988aa34b85d5e11899ed0fb3136c3a5c16,TANGENT_PROFILE_SAFE,IDENTITY_36_TRIALS,182.80030935,178.59914745,175.11719305,174.24404005,4.2011619,3.4819544,0.873153,0.873153,-2.7975732,1,4.68066456256247,0.3274294,0.0029809,0.01359825,0.01339315,2,15,5620,21,267.619047619048,86.2891441,85.5295611,175.11719305,174.24404005,0.759583000000002,0.873152999999998,0.113569999999996,0.873153,NaN,NOT_AVAILABLE_PRE_INTEGRATION,PREDICTED_SAVING_INCONCLUSIVE,NOT_ASSESSED_NO_WORKLOAD_HORIZON,2.9138562,0.506307,0.5157513,0.8431807
OVERALL_2_IDENTITIES,TANGENT_PROFILE_SAFE,OVERALL_72_TRIALS,364.872219,356.63071085,351.21059205,349.01840805,8.24150815,5.4201188,2.192184,2.192184,-5.63825219999999,1,4.34503097918783,0.6562254,0.0059512,0.02874685,0.02694715,3,24,11020,42,262.380952380952,172.3735267,170.5256817,351.21059205,349.01840805,1.847845,2.192184,0.344338999999994,2.192184,NaN,NOT_AVAILABLE_PRE_INTEGRATION,PREDICTED_SAVING_INCONCLUSIVE,NOT_ASSESSED_NO_WORKLOAD_HORIZON,5.92120619999999,0.99174,1.4743134,2.1305388
