trial_id,global_trial_index,truth_K,trial_type,support_or_difficulty,noise_profile_id,L,snr_db,noise_seed,element_trial_hash,method_id,fit1_valid,fit2_valid,fit1_status,fit2_status,fit1_selected_start,fit2_selected_start,fit1_start_count,fit2_start_count,rss1,rss2,rss_gap,lambda_12,lrt_status,n_complex_observations,k1_estimate_az_deg,k1_estimate_el_deg,k2_estimate_target1_az_deg,k2_estimate_target1_el_deg,k2_estimate_target2_az_deg,k2_estimate_target2_el_deg,known_K_joint_rmse_deg,known_K_azimuth_rmse_deg,known_K_elevation_rmse_deg,known_K_separation_vector_error_deg,initial_known_K_joint_rmse_deg,refinement_improved_flag,score_call_count,svd_call_count,runtime_sec,shared_initialization_runtime_sec,initialization_runtime_sec,refinement_runtime_sec,continuous_solver_status,monotonicity_violation_count,truth_used_in_initialization_flag,truth_used_in_fit_flag,truth_used_in_lrt_flag,shared_element_data_flag,phase_factor
R1_K1_N2_L8_SM6_ON_GRID,13,1,K1,ON_GRID,STAGE5_TOEPLITZ_CORRELATED,8,-6,2726072806,6029d8d571c9d0fc8fb1a3fbbac11d7ae06f9d3eeaa4004225c71d924adec606,M1_CONVENTIONAL_CONTINUOUS_FULL_SEQUENTIAL_DML,1,0,VALID_FOR_LRT,FIT_NOT_RETURNED,M1_K1_CONVENTIONAL_SINGLETON_PEAK,,1,2,132.246502395797,NaN,NaN,NaN,NOT_RUN_INVALID_FIT,0,8.00535925783901,10.0116538214001,NaN,NaN,NaN,NaN,0.012827049458519,0.0053592578390127,0.0116538214001363,NaN,0,0,1767,3573,1.3650489,0.0399752,0.1729957,1.152078,K1:CONTINUOUS_REFINEMENT_CONVERGED|K2:NO_VALID_START,0,0,0,0,1,1
R1_K1_N2_L8_SM6_ON_GRID,13,1,K1,ON_GRID,STAGE5_TOEPLITZ_CORRELATED,8,-6,2726072806,6029d8d571c9d0fc8fb1a3fbbac11d7ae06f9d3eeaa4004225c71d924adec606,M2_GROUPED_CONDITIONAL_CONTINUOUS_FULL_SEQUENTIAL_DML,1,0,VALID_FOR_LRT,FIT_NOT_RETURNED,M2_K1_GROUPED_Q1_KQ1,,1,2,132.246502395797,NaN,NaN,NaN,NOT_RUN_INVALID_FIT,0,8.00535925783901,10.0116538214001,NaN,NaN,NaN,NaN,0.012827049458519,0.0053592578390127,0.0116538214001363,NaN,0,0,1648,3315,1.2913114,0.0399752,4.77e-05,1.2512885,K1:CONTINUOUS_REFINEMENT_CONVERGED|K2:NO_VALID_START,0,0,0,0,1,1
R1_K1_N2_L8_SM6_INSIDE_OFF_GRID,14,1,K1,INSIDE_OFF_GRID,STAGE5_TOEPLITZ_CORRELATED,8,-6,2726072806,f660a1a7513b028e6c2b2112c59fb84ef00a65993b8cdecd23ea62b8a931729c,M0_FIXED_GRID_REGISTERED_STAGE8,1,1,VALID_FOR_LRT,VALID_FOR_LRT,K1_GROUPED_Q1_KQ1,K2_GROUPED_Q1_KQ2,2,3,188.743866524064,123.101730923304,65.6421356007604,102.571151557793,OK,0,8.2,10.2,8,10,8.2,10.2,0.141421356237309,0.0999999999999996,0.0999999999999996,NaN,0.141421356237309,1,173,397,0.1401712,0.0406193,0,0.0995519,REGISTERED_STAGE8_FIXED_GRID_BASELINE,0,0,0,0,1,1
R1_K1_N2_L8_SM6_INSIDE_OFF_GRID,14,1,K1,INSIDE_OFF_GRID,STAGE5_TOEPLITZ_CORRELATED,8,-6,2726072806,f660a1a7513b028e6c2b2112c59fb84ef00a65993b8cdecd23ea62b8a931729c,M1_CONVENTIONAL_CONTINUOUS_FULL_SEQUENTIAL_DML,1,1,VALID_FOR_LRT,VALID_FOR_LRT,M1_K1_CONVENTIONAL_SINGLETON_PEAK,M1_K2_K1_EMBEDDED_FISHER_ANCHOR,1,2,132.423585682747,119.076152824067,13.3474328586799,25.4982093840581,OK,0,8.10696663418145,10.1111419464841,8.11160311421451,10.1095096954869,7.4,10.2,0.013140660686268,0.00696663418145249,0.0111419464840505,NaN,0.141421356237309,1,1529,3098,1.1596571,0.0406193,0.1688245,0.9502133,K1:CONTINUOUS_REFINEMENT_CONVERGED|K2:CONTINUOUS_REFINEMENT_CONVERGED,0,0,0,0,1,1
R1_K1_N2_L8_SM6_INSIDE_OFF_GRID,14,1,K1,INSIDE_OFF_GRID,STAGE5_TOEPLITZ_CORRELATED,8,-6,2726072806,f660a1a7513b028e6c2b2112c59fb84ef00a65993b8cdecd23ea62b8a931729c,M2_GROUPED_CONDITIONAL_CONTINUOUS_FULL_SEQUENTIAL_DML,1,0,VALID_FOR_LRT,FIT_NOT_RETURNED,M2_K1_GROUPED_Q1_KQ1,,1,2,132.423585682747,NaN,NaN,NaN,NOT_RUN_INVALID_FIT,0,8.10696663418145,10.1111419464841,NaN,NaN,NaN,NaN,0.013140660686268,0.00696663418145249,0.0111419464840505,NaN,0.141421356237309,1,1605,3229,1.2492253,0.0406193,3.17e-05,1.2085743,K1:CONTINUOUS_REFINEMENT_CONVERGED|K2:NO_VALID_START,0,0,0,0,1,1
R1_K1_N2_L8_SP6_ON_GRID,15,1,K1,ON_GRID,STAGE5_TOEPLITZ_CORRELATED,8,6,2726072807,ebed3d266e0e1fb77896dc0b3284c2c133eb6c577560d333a0ab2989e2872c98,M0_FIXED_GRID_REGISTERED_STAGE8,1,1,VALID_FOR_LRT,VALID_FOR_LRT,K1_GROUPED_Q1_KQ1,K2_GROUPED_Q1_KQ2,2,3,99.2511666314531,91.6271820900729,7.6239845413802,19.1821676649322,OK,0,8,10,8,10,8,10.2,0,0,0,NaN,0,1,184,428,0.1587541,0.0382482,0,0.1205059,REGISTERED_STAGE8_FIXED_GRID_BASELINE,0,0,0,0,1,1
R1_K1_N2_L8_SP6_ON_GRID,15,1,K1,ON_GRID,STAGE5_TOEPLITZ_CORRELATED,8,6,2726072807,ebed3d266e0e1fb77896dc0b3284c2c133eb6c577560d333a0ab2989e2872c98,M1_CONVENTIONAL_CONTINUOUS_FULL_SEQUENTIAL_DML,1,0,VALID_FOR_LRT,FIT_NOT_RETURNED,M1_K1_CONVENTIONAL_SINGLETON_PEAK,,1,2,95.7963372968079,NaN,NaN,NaN,NOT_RUN_INVALID_FIT,0,7.99633807452071,10.0090909100787,NaN,NaN,NaN,NaN,0.00980073182340662,0.00366192547929245,0.00909091007866891,NaN,0,0,1724,3487,1.4135738,0.0382482,0.1752124,1.2001132,K1:CONTINUOUS_REFINEMENT_CONVERGED|K2:NO_VALID_START,0,0,0,0,1,1
R1_K1_N2_L8_SP6_ON_GRID,15,1,K1,ON_GRID,STAGE5_TOEPLITZ_CORRELATED,8,6,2726072807,ebed3d266e0e1fb77896dc0b3284c2c133eb6c577560d333a0ab2989e2872c98,M2_GROUPED_CONDITIONAL_CONTINUOUS_FULL_SEQUENTIAL_DML,1,0,VALID_FOR_LRT,FIT_NOT_RETURNED,M2_K1_GROUPED_Q1_KQ1,,1,2,95.7963372968079,NaN,NaN,NaN,NOT_RUN_INVALID_FIT,0,7.99633807452071,10.0090909100787,NaN,NaN,NaN,NaN,0.00980073182340662,0.00366192547929245,0.00909091007866891,NaN,0,0,1461,2941,1.1534751,0.0382482,3.39e-05,1.115193,K1:CONTINUOUS_REFINEMENT_CONVERGED|K2:NO_VALID_START,0,0,0,0,1,1
R1_K1_N2_L8_SP6_INSIDE_OFF_GRID,16,1,K1,INSIDE_OFF_GRID,STAGE5_TOEPLITZ_CORRELATED,8,6,2726072807,3a7384f39d038b55328e04bb33106d55efd0daa521161b17464da1df5c81feef,M0_FIXED_GRID_REGISTERED_STAGE8,1,1,VALID_FOR_LRT,VALID_FOR_LRT,K1_GROUPED_Q1_KQ1,K2_GROUPED_Q2_KQ1_PLUS_KQ1,2,3,1058.49522918876,118.586164802487,939.909064386273,525.351301905988,OK,0,8,10.2,7.8,9.8,8,10,0.141421356237309,0.0999999999999996,0.0999999999999996,NaN,0.141421356237309,1,152,356,0.1265455,0.0386868,0,0.0878587,REGISTERED_STAGE8_FIXED_GRID_BASELINE,0,0,0,0,1,1
R1_K1_N2_L8_SP6_INSIDE_OFF_GRID,16,1,K1,INSIDE_OFF_GRID,STAGE5_TOEPLITZ_CORRELATED,8,6,2726072807,3a7384f39d038b55328e04bb33106d55efd0daa521161b17464da1df5c81feef,M1_CONVENTIONAL_CONTINUOUS_FULL_SEQUENTIAL_DML,1,0,VALID_FOR_LRT,FIT_NOT_RETURNED,M1_K1_CONVENTIONAL_SINGLETON_PEAK,,1,2,95.5331136018212,NaN,NaN,NaN,NOT_RUN_INVALID_FIT,0,8.09592097294539,10.1087305886673,NaN,NaN,NaN,NaN,0.00963647446887099,0.00407902705461005,0.00873058866726417,NaN,0.141421356237309,1,1746,3531,1.3788319,0.0386868,0.1696013,1.1705438,K1:CONTINUOUS_REFINEMENT_CONVERGED|K2:NO_VALID_START,0,0,0,0,1,1
R1_K1_N2_L8_SP6_INSIDE_OFF_GRID,16,1,K1,INSIDE_OFF_GRID,STAGE5_TOEPLITZ_CORRELATED,8,6,2726072807,3a7384f39d038b55328e04bb33106d55efd0daa521161b17464da1df5c81feef,M2_GROUPED_CONDITIONAL_CONTINUOUS_FULL_SEQUENTIAL_DML,1,0,VALID_FOR_LRT,FIT_NOT_RETURNED,M2_K1_GROUPED_Q1_KQ1,,1,2,95.5331136018212,NaN,NaN,NaN,NOT_RUN_INVALID_FIT,0,8.09592097294539,10.1087305886673,NaN,NaN,NaN,NaN,0.00963647446887099,0.00407902705461005,0.00873058866726417,NaN,0.141421356237309,1,1540,3099,1.1822436,0.0386868,4.38e-05,1.143513,K1:CONTINUOUS_REFINEMENT_CONVERGED|K2:NO_VALID_START,0,0,0,0,1,1
R1_K2_N1_L4_EASY,17,2,K2,EASY,WHITE,4,6,2726072900,ed74e6a91127b9747acaa550a0501a69c8154456c76b4a2685f8c572feb9be4d,M0_FIXED_GRID_REGISTERED_STAGE8,1,1,VALID_FOR_LRT,VALID_FOR_LRT,K1_GROUPED_Q1_KQ1,K2_GROUPED_Q1_KQ2,2,3,415.230212380047,66.3918091700543,348.838403209993,219.991128246182,OK,0,8,10,7.8,9.8,8,10,0.141681308325435,0.100183813884298,0.100183813884297,0.0171572875253808,0.141681308325435,1,173,397,0.1427312,0.0357874,0,0.1069438,REGISTERED_STAGE8_FIXED_GRID_BASELINE,0,0,0,0,1,1
R1_K2_N1_L4_EASY,17,2,K2,EASY,WHITE,4,6,2726072900,ed74e6a91127b9747acaa550a0501a69c8154456c76b4a2685f8c572feb9be4d,M1_CONVENTIONAL_CONTINUOUS_FULL_SEQUENTIAL_DML,1,0,VALID_FOR_LRT,FIT_NOT_RETURNED,M1_K1_CONVENTIONAL_SINGLETON_PEAK,,1,2,413.210115346126,NaN,NaN,NaN,NOT_RUN_INVALID_FIT,0,7.99948428921494,9.9861201841196,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1754,3547,1.3808438,0.0357874,0.1772013,1.1678551,K1:CONTINUOUS_REFINEMENT_CONVERGED|K2:NO_VALID_START,0,0,0,0,1,1
R1_K2_N1_L4_EASY,17,2,K2,EASY,WHITE,4,6,2726072900,ed74e6a91127b9747acaa550a0501a69c8154456c76b4a2685f8c572feb9be4d,M2_GROUPED_CONDITIONAL_CONTINUOUS_FULL_SEQUENTIAL_DML,1,0,VALID_FOR_LRT,FIT_NOT_RETURNED,M2_K1_GROUPED_Q1_KQ1,,1,2,413.210115346126,NaN,NaN,NaN,NOT_RUN_INVALID_FIT,0,7.99948428921494,9.9861201841196,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1558,3135,1.2308697,0.0357874,3.87e-05,1.1950436,K1:CONTINUOUS_REFINEMENT_CONVERGED|K2:NO_VALID_START,0,0,0,0,1,1
R1_K2_N1_L4_MODERATE,18,2,K2,MODERATE,WHITE,4,0,2726072900,a52a31e4419ab873c8cdaf6153617eef459ccd421ebee899ee7c77ebf1765a9f,M0_FIXED_GRID_REGISTERED_STAGE8,1,1,VALID_FOR_LRT,VALID_FOR_LRT,K1_GROUPED_Q1_KQ1,K2_GROUPED_Q2_KQ1_PLUS_KQ1,2,3,89.4382936995935,63.0251377494424,26.4131559501511,42.0018327507577,OK,0,8,10,7.8,9.8,8,10,0.156242748837837,0.110480307214462,0.110480307214461,0.132842712474617,0.156242748837837,1,132,316,0.1103067,0.0351858,0,0.0751209,REGISTERED_STAGE8_FIXED_GRID_BASELINE,0,0,0,0,1,1
R1_K2_N1_L4_MODERATE,18,2,K2,MODERATE,WHITE,4,0,2726072900,a52a31e4419ab873c8cdaf6153617eef459ccd421ebee899ee7c77ebf1765a9f,M1_CONVENTIONAL_CONTINUOUS_FULL_SEQUENTIAL_DML,1,0,VALID_FOR_LRT,FIT_NOT_RETURNED,M1_K1_CONVENTIONAL_SINGLETON_PEAK,,1,2,87.3346475184844,NaN,NaN,NaN,NOT_RUN_INVALID_FIT,0,7.9979930924456,9.97204819724342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1813,3665,1.4472814,0.0351858,0.1690388,1.2430568,K1:CONTINUOUS_REFINEMENT_CONVERGED|K2:NO_VALID_START,0,0,0,0,1,1
R1_K2_N1_L4_MODERATE,18,2,K2,MODERATE,WHITE,4,0,2726072900,a52a31e4419ab873c8cdaf6153617eef459ccd421ebee899ee7c77ebf1765a9f,M2_GROUPED_CONDITIONAL_CONTINUOUS_FULL_SEQUENTIAL_DML,1,0,VALID_FOR_LRT,FIT_NOT_RETURNED,M2_K1_GROUPED_Q1_KQ1,,1,2,87.3346475184844,NaN,NaN,NaN,NOT_RUN_INVALID_FIT,0,7.9979930924456,9.97204819724342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1628,3275,1.2972582,0.0351858,5.75e-05,1.2620149,K1:CONTINUOUS_REFINEMENT_CONVERGED|K2:NO_VALID_START,0,0,0,0,1,1
R1_K2_N1_L8_EASY,19,2,K2,EASY,WHITE,8,6,2726072901,07ad4a91bd66a8732e4445352e3451044013e3a56fcdd3b8ceedeeda9b2dee6f,M0_FIXED_GRID_REGISTERED_STAGE8,1,1,VALID_FOR_LRT,VALID_FOR_LRT,K1_GROUPED_Q1_KQ1,K2_GROUPED_Q1_KQ2,2,3,885.502361259802,115.603310786988,769.899050472814,488.637726707749,OK,0,8,10,8,10,8.2,10.2,0.141681308325435,0.100183813884297,0.100183813884297,0.0171572875253814,0.145899953956139,1,172,396,0.1387931,0.0339803,0,0.1048128,REGISTERED_STAGE8_FIXED_GRID_BASELINE,0,0,0,0,1,1
R1_K2_N1_L8_EASY,19,2,K2,EASY,WHITE,8,6,2726072901,07ad4a91bd66a8732e4445352e3451044013e3a56fcdd3b8ceedeeda9b2dee6f,M1_CONVENTIONAL_CONTINUOUS_FULL_SEQUENTIAL_DML,1,0,VALID_FOR_LRT,FIT_NOT_RETURNED,M1_K1_CONVENTIONAL_SINGLETON_PEAK,,1,2,885.148623125053,NaN,NaN,NaN,NOT_RUN_INVALID_FIT,0,7.99766953947717,10.0025075293792,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1721,3481,1.3156899,0.0339803,0.1729117,1.1087979,K1:CONTINUOUS_REFINEMENT_CONVERGED|K2:NO_VALID_START,0,0,0,0,1,1
R1_K2_N1_L8_EASY,19,2,K2,EASY,WHITE,8,6,2726072901,07ad4a91bd66a8732e4445352e3451044013e3a56fcdd3b8ceedeeda9b2dee6f,M2_GROUPED_CONDITIONAL_CONTINUOUS_FULL_SEQUENTIAL_DML,1,0,VALID_FOR_LRT,FIT_NOT_RETURNED,M2_K1_GROUPED_Q1_KQ1,,1,2,885.148623125053,NaN,NaN,NaN,NOT_RUN_INVALID_FIT,0,7.99766953947717,10.0025075293792,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1529,3078,1.1646656,0.0339803,3.46e-05,1.1306507,K1:CONTINUOUS_REFINEMENT_CONVERGED|K2:NO_VALID_START,0,0,0,0,1,1
R1_K2_N1_L8_MODERATE,20,2,K2,MODERATE,WHITE,8,0,2726072901,d69cd01186eb850fd08220e93455af2483a6a71599cc1456f0922dca50d7311b,M0_FIXED_GRID_REGISTERED_STAGE8,1,1,VALID_FOR_LRT,VALID_FOR_LRT,K1_GROUPED_Q1_KQ1,K2_GROUPED_Q1_KQ2,2,3,181.520713436166,107.020468714665,74.5002447215011,126.803917978253,OK,0,8,10,8,10,8.2,10.2,0.156242748837836,0.11048030721446,0.110480307214461,0.132842712474616,0.122549574794047,0,172,396,0.1329753,0.033597,0,0.0993783,REGISTERED_STAGE8_FIXED_GRID_BASELINE,0,0,0,0,1,1
R1_K2_N1_L8_MODERATE,20,2,K2,MODERATE,WHITE,8,0,2726072901,d69cd01186eb850fd08220e93455af2483a6a71599cc1456f0922dca50d7311b,M1_CONVENTIONAL_CONTINUOUS_FULL_SEQUENTIAL_DML,1,0,VALID_FOR_LRT,FIT_NOT_RETURNED,M1_K1_CONVENTIONAL_SINGLETON_PEAK,,1,2,181.117444166612,NaN,NaN,NaN,NOT_RUN_INVALID_FIT,0,7.9946783363354,10.0046051679132,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1717,3473,1.3108453,0.033597,0.1701663,1.107082,K1:CONTINUOUS_REFINEMENT_CONVERGED|K2:NO_VALID_START,0,0,0,0,1,1
R1_K2_N1_L8_MODERATE,20,2,K2,MODERATE,WHITE,8,0,2726072901,d69cd01186eb850fd08220e93455af2483a6a71599cc1456f0922dca50d7311b,M2_GROUPED_CONDITIONAL_CONTINUOUS_FULL_SEQUENTIAL_DML,1,0,VALID_FOR_LRT,FIT_NOT_RETURNED,M2_K1_GROUPED_Q1_KQ1,,1,2,181.117444166612,NaN,NaN,NaN,NOT_RUN_INVALID_FIT,0,7.9946783363354,10.0046051679132,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1617,3254,1.2312964,0.033597,3.45e-05,1.1976649,K1:CONTINUOUS_REFINEMENT_CONVERGED|K2:NO_VALID_START,0,0,0,0,1,1
R1_K2_N2_L4_EASY,21,2,K2,EASY,STAGE5_TOEPLITZ_CORRELATED,4,6,2726072902,196ef89d2507d6907cab57e51ae70bdfb390e198e652b61005efc9fd2f710e88,M0_FIXED_GRID_REGISTERED_STAGE8,1,1,VALID_FOR_LRT,VALID_FOR_LRT,K1_GROUPED_Q1_KQ1,K2_GROUPED_Q1_KQ2,2,3,662.323629452643,49.8296307359851,612.493998716658,310.457340112027,OK,0,8,10,7.8,9.8,8,10,0.141681308325435,0.100183813884298,0.100183813884297,0.0171572875253808,0.141681308325435,1,191,435,0.1426134,0.0313905,0,0.1112229,REGISTERED_STAGE8_FIXED_GRID_BASELINE,0,0,0,0,1,1
R1_K2_N2_L4_EASY,21,2,K2,EASY,STAGE5_TOEPLITZ_CORRELATED,4,6,2726072902,196ef89d2507d6907cab57e51ae70bdfb390e198e652b61005efc9fd2f710e88,M1_CONVENTIONAL_CONTINUOUS_FULL_SEQUENTIAL_DML,1,0,VALID_FOR_LRT,FIT_NOT_RETURNED,M1_K1_CONVENTIONAL_SINGLETON_PEAK,,1,2,661.760018952322,NaN,NaN,NaN,NOT_RUN_INVALID_FIT,0,8.00282538630834,10.0043455088334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1724,3487,1.3307603,0.0313905,0.1700264,1.1293434,K1:CONTINUOUS_REFINEMENT_CONVERGED|K2:NO_VALID_START,0,0,0,0,1,1
R1_K2_N2_L4_EASY,21,2,K2,EASY,STAGE5_TOEPLITZ_CORRELATED,4,6,2726072902,196ef89d2507d6907cab57e51ae70bdfb390e198e652b61005efc9fd2f710e88,M2_GROUPED_CONDITIONAL_CONTINUOUS_FULL_SEQUENTIAL_DML,1,0,VALID_FOR_LRT,FIT_NOT_RETURNED,M2_K1_GROUPED_Q1_KQ1,,1,2,661.760018952322,NaN,NaN,NaN,NOT_RUN_INVALID_FIT,0,8.00282538630834,10.0043455088334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1534,3087,1.1562653,0.0313905,3.7e-05,1.1248378,K1:CONTINUOUS_REFINEMENT_CONVERGED|K2:NO_VALID_START,0,0,0,0,1,1
R1_K2_N2_L4_MODERATE,22,2,K2,MODERATE,STAGE5_TOEPLITZ_CORRELATED,4,0,2726072902,c51b59e3627835a8d05c03816f5b7fbd3b81fd769024b28d3ae5688def19dc0c,M0_FIXED_GRID_REGISTERED_STAGE8,1,1,VALID_FOR_LRT,VALID_FOR_LRT,K1_GROUPED_Q1_KQ1,K2_GROUPED_Q1_KQ2,2,3,90.0951176641775,44.8059691898743,45.2891484743031,83.8229524546251,OK,0,8,10,7.8,9.8,8,10,0.156242748837837,0.110480307214462,0.110480307214461,0.132842712474617,0.156242748837837,1,211,475,0.1590296,0.0318526,0,0.127177,REGISTERED_STAGE8_FIXED_GRID_BASELINE,0,0,0,0,1,1
R1_K2_N2_L4_MODERATE,22,2,K2,MODERATE,STAGE5_TOEPLITZ_CORRELATED,4,0,2726072902,c51b59e3627835a8d05c03816f5b7fbd3b81fd769024b28d3ae5688def19dc0c,M1_CONVENTIONAL_CONTINUOUS_FULL_SEQUENTIAL_DML,1,0,VALID_FOR_LRT,FIT_NOT_RETURNED,M1_K1_CONVENTIONAL_SINGLETON_PEAK,,1,2,89.6507619949498,NaN,NaN,NaN,NOT_RUN_INVALID_FIT,0,8.00458307629166,10.0081651513562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1724,3487,1.3406266,0.0318526,0.1742701,1.1345039,K1:CONTINUOUS_REFINEMENT_CONVERGED|K2:NO_VALID_START,0,0,0,0,1,1
R1_K2_N2_L4_MODERATE,22,2,K2,MODERATE,STAGE5_TOEPLITZ_CORRELATED,4,0,2726072902,c51b59e3627835a8d05c03816f5b7fbd3b81fd769024b28d3ae5688def19dc0c,M2_GROUPED_CONDITIONAL_CONTINUOUS_FULL_SEQUENTIAL_DML,1,0,VALID_FOR_LRT,FIT_NOT_RETURNED,M2_K1_GROUPED_Q1_KQ1,,1,2,89.6507619949498,NaN,NaN,NaN,NOT_RUN_INVALID_FIT,0,8.00458307629166,10.0081651513562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1705,3429,1.2793464,0.0318526,3.36e-05,1.2474602,K1:CONTINUOUS_REFINEMENT_CONVERGED|K2:NO_VALID_START,0,0,0,0,1,1
R1_K2_N2_L8_EASY,23,2,K2,EASY,STAGE5_TOEPLITZ_CORRELATED,8,6,2726072903,492469d85099a5f8c69a1bc81d1bd90c31f02f777eabfc78552e94567d1170a3,M0_FIXED_GRID_REGISTERED_STAGE8,1,1,VALID_FOR_LRT,VALID_FOR_LRT,K1_GROUPED_Q1_KQ1,K2_GROUPED_Q1_KQ2,2,3,1330.75439871172,121.422632187066,1209.33176652466,574.613757516784,OK,0,8,10,8,10,8.2,10.2,0.141681308325435,0.100183813884297,0.100183813884297,0.0171572875253814,0.245099149588095,1,192,436,0.1507828,0.0343378,0,0.116445,REGISTERED_STAGE8_FIXED_GRID_BASELINE,0,0,0,0,1,1
R1_K2_N2_L8_EASY,23,2,K2,EASY,STAGE5_TOEPLITZ_CORRELATED,8,6,2726072903,492469d85099a5f8c69a1bc81d1bd90c31f02f777eabfc78552e94567d1170a3,M1_CONVENTIONAL_CONTINUOUS_FULL_SEQUENTIAL_DML,1,0,VALID_FOR_LRT,FIT_NOT_RETURNED,M1_K1_CONVENTIONAL_SINGLETON_PEAK,,1,2,1329.45462630436,NaN,NaN,NaN,NOT_RUN_INVALID_FIT,0,8.00411352190081,10.0011163615194,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1715,3469,1.3309114,0.0343378,0.1753474,1.1212262,K1:CONTINUOUS_REFINEMENT_CONVERGED|K2:NO_VALID_START,0,0,0,0,1,1
R1_K2_N2_L8_EASY,23,2,K2,EASY,STAGE5_TOEPLITZ_CORRELATED,8,6,2726072903,492469d85099a5f8c69a1bc81d1bd90c31f02f777eabfc78552e94567d1170a3,M2_GROUPED_CONDITIONAL_CONTINUOUS_FULL_SEQUENTIAL_DML,1,0,VALID_FOR_LRT,FIT_NOT_RETURNED,M2_K1_GROUPED_Q1_KQ1,,1,2,1329.45462630436,NaN,NaN,NaN,NOT_RUN_INVALID_FIT,0,8.00411352190081,10.0011163615194,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1527,3073,1.1489135,0.0343378,3.42e-05,1.1145415,K1:CONTINUOUS_REFINEMENT_CONVERGED|K2:NO_VALID_START,0,0,0,0,1,1
R1_K2_N2_L8_MODERATE,24,2,K2,MODERATE,STAGE5_TOEPLITZ_CORRELATED,8,0,2726072903,6576d82debfbdc1cd83d41dc6d60cb2bebc4cb78c010362c6c9f7a9acf8f6a67,M0_FIXED_GRID_REGISTERED_STAGE8,1,1,VALID_FOR_LRT,VALID_FOR_LRT,K1_GROUPED_Q1_KQ1,K2_GROUPED_Q1_KQ2,2,3,210.159543927763,112.621587532896,97.5379563948663,149.720054198707,OK,0,8,10,8,10,8.2,10.2,0.156242748837836,0.11048030721446,0.110480307214461,0.132842712474616,0.392180054116225,1,192,436,0.145562,0.0344636,0,0.1110984,REGISTERED_STAGE8_FIXED_GRID_BASELINE,0,0,0,0,1,1
R1_K2_N2_L8_MODERATE,24,2,K2,MODERATE,STAGE5_TOEPLITZ_CORRELATED,8,0,2726072903,6576d82debfbdc1cd83d41dc6d60cb2bebc4cb78c010362c6c9f7a9acf8f6a67,M1_CONVENTIONAL_CONTINUOUS_FULL_SEQUENTIAL_DML,1,0,VALID_FOR_LRT,FIT_NOT_RETURNED,M1_K1_CONVENTIONAL_SINGLETON_PEAK,,1,2,209.22863152522,NaN,NaN,NaN,NOT_RUN_INVALID_FIT,0,8.00695717524427,10.0011493155324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1739,3517,1.3347223,0.0344636,0.1649087,1.13535,K1:CONTINUOUS_REFINEMENT_CONVERGED|K2:NO_VALID_START,0,0,0,0,1,1
R1_K2_N2_L8_MODERATE,24,2,K2,MODERATE,STAGE5_TOEPLITZ_CORRELATED,8,0,2726072903,6576d82debfbdc1cd83d41dc6d60cb2bebc4cb78c010362c6c9f7a9acf8f6a67,M2_GROUPED_CONDITIONAL_CONTINUOUS_FULL_SEQUENTIAL_DML,1,0,VALID_FOR_LRT,FIT_NOT_RETURNED,M2_K1_GROUPED_Q1_KQ1,,1,2,209.22863152522,NaN,NaN,NaN,NOT_RUN_INVALID_FIT,0,8.00695717524427,10.0011493155324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1523,3065,1.1585302,0.0344636,3.53e-05,1.1240313,K1:CONTINUOUS_REFINEMENT_CONVERGED|K2:NO_VALID_START,0,0,0,0,1,1
