trial_id,aggregation_level,scenario_aggregate,fixed_measurement_hash,noise_profile_id,L,snr_db,profile_id,timing_mode,stage_id,repeat_count,median_runtime_sec,p90_runtime_sec,min_runtime_sec,max_runtime_sec,median_stage_share,p90_stage_share,min_stage_share,max_stage_share,median_exclusive_runtime_sec,median_unattributed_sec,median_reconciliation_error_sec,pair_order_ab_count,pair_order_ba_count,paired_repeat_count,paired_instrumentation_overhead_median_sec,paired_instrumentation_overhead_p90_sec,paired_instrumentation_overhead_min_sec,paired_instrumentation_overhead_max_sec,timing_configuration_hash
TP1_K2_N1_L1_SM6_P1,TRIAL,TP1_K2_N1_L1_SM6_P1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,WHITE,1,-6,P1,TIMING_STAGE,K1_INITIALIZATION_TOTAL,20,0.044942,0.06068375,0.0417271,0.0681625,0.00875660774731576,0.0108570113125745,0.00830094189314813,0.0116739263802683,0.0029798,0.00210539999999915,0,10,10,20,0.0011770499999999,0.0691439500000004,-0.1782386,0.2480647,593ca05e5dd406579933c21cc9e6bf16e8705a8c0d13a6d167b3e90fcdab0c85
TP1_K2_N1_L1_SM6_P1,TRIAL,TP1_K2_N1_L1_SM6_P1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,WHITE,1,-6,P1,TIMING_STAGE,K1_INIT_CONVENTIONAL,20,0.01724145,0.02445715,0.0146927,0.0251442,0.00325992621015455,0.00427488576006545,0.00293738460913784,0.00450776886642578,0.01724145,0.00210539999999915,0,10,10,20,0.0011770499999999,0.0691439500000004,-0.1782386,0.2480647,593ca05e5dd406579933c21cc9e6bf16e8705a8c0d13a6d167b3e90fcdab0c85
TP1_K2_N1_L1_SM6_P1,TRIAL,TP1_K2_N1_L1_SM6_P1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,WHITE,1,-6,P1,TIMING_STAGE,K1_INIT_GROUP_PREPARE,20,0.00247755,0.003023,0.0022384,0.004092,0.000478136244233788,0.000547934371262672,0.00044371811197309,0.000733979682681857,0.00247755,0.00210539999999915,0,10,10,20,0.0011770499999999,0.0691439500000004,-0.1782386,0.2480647,593ca05e5dd406579933c21cc9e6bf16e8705a8c0d13a6d167b3e90fcdab0c85
TP1_K2_N1_L1_SM6_P1,TRIAL,TP1_K2_N1_L1_SM6_P1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,WHITE,1,-6,P1,TIMING_STAGE,K1_INIT_GROUP_Q1,20,0.01406265,0.0188544,0.0128179,0.0218299,0.00276292338076902,0.00337442964787338,0.00256115458660648,0.00373872210509618,0.01406265,0.00210539999999915,0,10,10,20,0.0011770499999999,0.0691439500000004,-0.1782386,0.2480647,593ca05e5dd406579933c21cc9e6bf16e8705a8c0d13a6d167b3e90fcdab0c85
TP1_K2_N1_L1_SM6_P1,TRIAL,TP1_K2_N1_L1_SM6_P1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,WHITE,1,-6,P1,TIMING_STAGE,K1_INIT_GROUP_Q2,20,0.008982,0.01127565,0.0078169,0.014321,0.00169529521371443,0.00204328850565465,0.00154840382490329,0.00245270199437846,0.008982,0.00210539999999915,0,10,10,20,0.0011770499999999,0.0691439500000004,-0.1782386,0.2480647,593ca05e5dd406579933c21cc9e6bf16e8705a8c0d13a6d167b3e90fcdab0c85
TP1_K2_N1_L1_SM6_P1,TRIAL,TP1_K2_N1_L1_SM6_P1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,WHITE,1,-6,P1,TIMING_STAGE,K1_PUBLIC,20,2.465931,2.71491895,2.4330472,2.7716563,0.486140882811295,0.488445648321215,0.474690799157994,0.491095034585683,2.3222697,0.00210539999999915,0,10,10,20,0.0011770499999999,0.0691439500000004,-0.1782386,0.2480647,593ca05e5dd406579933c21cc9e6bf16e8705a8c0d13a6d167b3e90fcdab0c85
TP1_K2_N1_L1_SM6_P1,TRIAL,TP1_K2_N1_L1_SM6_P1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,WHITE,1,-6,P1,TIMING_STAGE,K1_SELECTION,20,0.00037765,0.00042245,0.000349,0.0005519,7.19380223470238e-05,8.00381870797116e-05,6.47143261607396e-05,9.45217673833862e-05,0.00037765,0.00210539999999915,0,10,10,20,0.0011770499999999,0.0691439500000004,-0.1782386,0.2480647,593ca05e5dd406579933c21cc9e6bf16e8705a8c0d13a6d167b3e90fcdab0c85
TP1_K2_N1_L1_SM6_P1,TRIAL,TP1_K2_N1_L1_SM6_P1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,WHITE,1,-6,P1,TIMING_STAGE,K2_CONTEXT,20,0.04988575,0.0614252,0.0448373,0.0637123,0.00957398237946621,0.0108851805510418,0.00892838118980273,0.011367659571173,0.0023128,0.00210539999999915,0,10,10,20,0.0011770499999999,0.0691439500000004,-0.1782386,0.2480647,593ca05e5dd406579933c21cc9e6bf16e8705a8c0d13a6d167b3e90fcdab0c85
TP1_K2_N1_L1_SM6_P1,TRIAL,TP1_K2_N1_L1_SM6_P1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,WHITE,1,-6,P1,TIMING_STAGE,K2_CORE_LITE,20,0.1769346,0.2297733,0.1635604,0.2393926,0.0352958054322926,0.0403290431609282,0.032681996875516,0.0427128447828439,-0.0227711,0.00210539999999915,0,10,10,20,0.0011770499999999,0.0691439500000004,-0.1782386,0.2480647,593ca05e5dd406579933c21cc9e6bf16e8705a8c0d13a6d167b3e90fcdab0c85
TP1_K2_N1_L1_SM6_P1,TRIAL,TP1_K2_N1_L1_SM6_P1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,WHITE,1,-6,P1,TIMING_STAGE,K2_FINAL_CERTIFICATION,20,0.0045449,0.00619305,0.0037159,0.0067175,0.000859204441901006,0.00110779701436162,0.000743810185741768,0.00115048010943631,0.0045449,0.00210539999999915,0,10,10,20,0.0011770499999999,0.0691439500000004,-0.1782386,0.2480647,593ca05e5dd406579933c21cc9e6bf16e8705a8c0d13a6d167b3e90fcdab0c85
TP1_K2_N1_L1_SM6_P1,TRIAL,TP1_K2_N1_L1_SM6_P1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,WHITE,1,-6,P1,TIMING_STAGE,K2_FULL_DATA,20,0.0015252,0.00179025,0.0013668,0.0020064,0.000287833412041429,0.000320354003663787,0.000250130661656855,0.000357985383726556,0.0015252,0.00210539999999915,0,10,10,20,0.0011770499999999,0.0691439500000004,-0.1782386,0.2480647,593ca05e5dd406579933c21cc9e6bf16e8705a8c0d13a6d167b3e90fcdab0c85
TP1_K2_N1_L1_SM6_P1,TRIAL,TP1_K2_N1_L1_SM6_P1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,WHITE,1,-6,P1,TIMING_STAGE,K2_HELPER_K1,20,0.0582206,0.0696077,0.0500736,0.0708276,0.0110996521425649,0.0124694669170194,0.00997649923331722,0.0126876021233616,0.0582206,0.00210539999999915,0,10,10,20,0.0011770499999999,0.0691439500000004,-0.1782386,0.2480647,593ca05e5dd406579933c21cc9e6bf16e8705a8c0d13a6d167b3e90fcdab0c85
TP1_K2_N1_L1_SM6_P1,TRIAL,TP1_K2_N1_L1_SM6_P1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,WHITE,1,-6,P1,TIMING_STAGE,K2_INITIALIZATION_TOTAL,20,0.0461912,0.05693415,0.0413124,0.0589858,0.00884588291892516,0.0100597492730528,0.0082264733841156,0.0105243492062489,0.00303255,0.00210539999999915,0,10,10,20,0.0011770499999999,0.0691439500000004,-0.1782386,0.2480647,593ca05e5dd406579933c21cc9e6bf16e8705a8c0d13a6d167b3e90fcdab0c85
TP1_K2_N1_L1_SM6_P1,TRIAL,TP1_K2_N1_L1_SM6_P1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,WHITE,1,-6,P1,TIMING_STAGE,K2_INIT_CONVENTIONAL,20,0.0171089,0.0229568,0.0141426,0.0257541,0.00321194456195997,0.00413584048897607,0.00282584392580227,0.00459509139305826,0.0171089,0.00210539999999915,0,10,10,20,0.0011770499999999,0.0691439500000004,-0.1782386,0.2480647,593ca05e5dd406579933c21cc9e6bf16e8705a8c0d13a6d167b3e90fcdab0c85
TP1_K2_N1_L1_SM6_P1,TRIAL,TP1_K2_N1_L1_SM6_P1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,WHITE,1,-6,P1,TIMING_STAGE,K2_INIT_GROUP_PREPARE,20,0.00244425,0.0029653,0.0022263,0.0034292,0.000471995622928754,0.000544579308607846,0.000430819381018856,0.000612357525580596,0.00244425,0.00210539999999915,0,10,10,20,0.0011770499999999,0.0691439500000004,-0.1782386,0.2480647,593ca05e5dd406579933c21cc9e6bf16e8705a8c0d13a6d167b3e90fcdab0c85
TP1_K2_N1_L1_SM6_P1,TRIAL,TP1_K2_N1_L1_SM6_P1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,WHITE,1,-6,P1,TIMING_STAGE,K2_INIT_GROUP_Q1,20,0.01500065,0.017596,0.0126878,0.018986,0.00282587855368303,0.00329507262394344,0.00253409381579688,0.00339859942938055,0.01500065,0.00210539999999915,0,10,10,20,0.0011770499999999,0.0691439500000004,-0.1782386,0.2480647,593ca05e5dd406579933c21cc9e6bf16e8705a8c0d13a6d167b3e90fcdab0c85
TP1_K2_N1_L1_SM6_P1,TRIAL,TP1_K2_N1_L1_SM6_P1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,WHITE,1,-6,P1,TIMING_STAGE,K2_INIT_GROUP_Q2,20,0.00911485,0.0109526,0.0077979,0.0119109,0.00169601180148669,0.00204101646591254,0.00156090245899936,0.00213596676880515,0.00911485,0.00210539999999915,0,10,10,20,0.0011770499999999,0.0691439500000004,-0.1782386,0.2480647,593ca05e5dd406579933c21cc9e6bf16e8705a8c0d13a6d167b3e90fcdab0c85
TP1_K2_N1_L1_SM6_P1,TRIAL,TP1_K2_N1_L1_SM6_P1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,WHITE,1,-6,P1,TIMING_STAGE,K2_NESTED_ANCHOR,20,0.0226464,0.0271765,0.0193952,0.0319327,0.00425228374208472,0.00512090059472738,0.00386213574083323,0.00550349119348706,0.0226464,0.00210539999999915,0,10,10,20,0.0011770499999999,0.0691439500000004,-0.1782386,0.2480647,593ca05e5dd406579933c21cc9e6bf16e8705a8c0d13a6d167b3e90fcdab0c85
TP1_K2_N1_L1_SM6_P1,TRIAL,TP1_K2_N1_L1_SM6_P1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,WHITE,1,-6,P1,TIMING_STAGE,K2_PUBLIC,20,2.5351949,2.8352986,2.4975817,2.9741123,0.501443819825019,0.508016600093045,0.496854096380773,0.509364651191643,2.31982915,0.00210539999999915,0,10,10,20,0.0011770499999999,0.0691439500000004,-0.1782386,0.2480647,593ca05e5dd406579933c21cc9e6bf16e8705a8c0d13a6d167b3e90fcdab0c85
TP1_K2_N1_L1_SM6_P1,TRIAL,TP1_K2_N1_L1_SM6_P1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,WHITE,1,-6,P1,TIMING_STAGE,K2_REGISTERED_REFINEMENT,20,0.1183014,0.15249015,0.1055967,0.1604975,0.0230724394033929,0.0272709463211645,0.0210386705952167,0.0286362435828613,0.1183014,0.00210539999999915,0,10,10,20,0.0011770499999999,0.0691439500000004,-0.1782386,0.2480647,593ca05e5dd406579933c21cc9e6bf16e8705a8c0d13a6d167b3e90fcdab0c85
TP1_K2_N1_L1_SM6_P1,TRIAL,TP1_K2_N1_L1_SM6_P1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,WHITE,1,-6,P1,TIMING_STAGE,K2_SELECTION,20,0.00049805,0.00068835,0.0004194,0.000837,9.156273136471e-05,0.000123637298416915,8.37707662716125e-05,0.000143349736002708,0.00049805,0.00210539999999915,0,10,10,20,0.0011770499999999,0.0691439500000004,-0.1782386,0.2480647,593ca05e5dd406579933c21cc9e6bf16e8705a8c0d13a6d167b3e90fcdab0c85
TP1_K2_N1_L1_SM6_P1,TRIAL,TP1_K2_N1_L1_SM6_P1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,WHITE,1,-6,P1,TIMING_STAGE,K2_START_BUILD,20,0.0241209,0.0287922,0.0207228,0.0339031,0.00453725486458161,0.00545701922126729,0.00412649864554833,0.00580645213222628,0.00150975,0.00210539999999915,0,10,10,20,0.0011770499999999,0.0691439500000004,-0.1782386,0.2480647,593ca05e5dd406579933c21cc9e6bf16e8705a8c0d13a6d167b3e90fcdab0c85
TP1_K2_N1_L1_SM6_P1,TRIAL,TP1_K2_N1_L1_SM6_P1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,WHITE,1,-6,P1,TIMING_STAGE,PROJECTED_DIRECTION,20,0.00094125,0.00117915,0.000839,0.0016258,0.000182266398664286,0.000212507744604031,0.000167645685499412,0.000278444445392117,0.00094125,0.00210539999999915,0,10,10,20,0.0011770499999999,0.0691439500000004,-0.1782386,0.2480647,593ca05e5dd406579933c21cc9e6bf16e8705a8c0d13a6d167b3e90fcdab0c85
TP1_K2_N1_L1_SM6_P1,TRIAL,TP1_K2_N1_L1_SM6_P1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,WHITE,1,-6,P1,TIMING_STAGE,T4_PROFILE,20,0.05851085,0.0776363,0.049235,0.0855683,0.0114670111845914,0.0139349542231899,0.00973014196797877,0.0146549500778978,0.05851085,0.00210539999999915,0,10,10,20,0.0011770499999999,0.0691439500000004,-0.1782386,0.2480647,593ca05e5dd406579933c21cc9e6bf16e8705a8c0d13a6d167b3e90fcdab0c85
TP1_K2_N1_L1_SM6_P1,TRIAL,TP1_K2_N1_L1_SM6_P1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,WHITE,1,-6,P1,TIMING_STAGE,TAIL_FULL_DATA,20,0.0014216,0.00173735,0.0012908,0.0018965,0.000273345095063085,0.000313702852432166,0.000251643014419741,0.000324806181994187,0.0014216,0.00210539999999915,0,10,10,20,0.0011770499999999,0.0691439500000004,-0.1782386,0.2480647,593ca05e5dd406579933c21cc9e6bf16e8705a8c0d13a6d167b3e90fcdab0c85
TP1_K2_N1_L1_SM6_P1,TRIAL,TP1_K2_N1_L1_SM6_P1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,WHITE,1,-6,P1,TIMING_STAGE,UNATTRIBUTED,20,0.00210539999999915,0.0025447999999999,0.0017662000000005,0.00270629999999894,0.000410245687470522,0.000456669854977463,0.000352779989005635,0.000463497479741906,0.00210539999999915,0.00210539999999915,0,10,10,20,0.0011770499999999,0.0691439500000004,-0.1782386,0.2480647,593ca05e5dd406579933c21cc9e6bf16e8705a8c0d13a6d167b3e90fcdab0c85
TP1_K2_N1_L1_SM6_P2,TRIAL,TP1_K2_N1_L1_SM6_P2,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,WHITE,1,-6,P2,OFF,ROOT_TANGENT_PROFILE_SAFE,20,5.00335805,5.5593167,4.9373203,5.5836514,1,1,1,1,NaN,0.00200670000000036,0,10,10,20,-0.00189545000000013,0.0570827,-0.0743855999999994,0.1267952,593ca05e5dd406579933c21cc9e6bf16e8705a8c0d13a6d167b3e90fcdab0c85
TP1_K2_N1_L1_SM6_P2,TRIAL,TP1_K2_N1_L1_SM6_P2,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,WHITE,1,-6,P2,TIMING_STAGE,ROOT_TANGENT_PROFILE_SAFE,20,5.00303125,5.56341555,4.9398756,5.6933967,1,1,1,1,NaN,0.00200670000000036,0,10,10,20,-0.00189545000000013,0.0570827,-0.0743855999999994,0.1267952,593ca05e5dd406579933c21cc9e6bf16e8705a8c0d13a6d167b3e90fcdab0c85
TP1_K2_N1_L1_SM6_P2,TRIAL,TP1_K2_N1_L1_SM6_P2,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,WHITE,1,-6,P2,TIMING_STAGE,CENTER_MANIFOLD_DERIVATIVES,20,0.00094525,0.0011901,0.0008695,0.0013345,0.000186178173617087,0.000216402516893412,0.000169769519607383,0.00024012527755882,0.00094525,0.00200670000000036,0,10,10,20,-0.00189545000000013,0.0570827,-0.0743855999999994,0.1267952,593ca05e5dd406579933c21cc9e6bf16e8705a8c0d13a6d167b3e90fcdab0c85
TP1_K2_N1_L1_SM6_P2,TRIAL,TP1_K2_N1_L1_SM6_P2,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,WHITE,1,-6,P2,TIMING_STAGE,FINAL_SAFE_SELECTOR,20,2.62e-05,3.235e-05,2.48e-05,3.49e-05,5.2215087541459e-06,5.81465590376922e-06,4.50084519702286e-06,6.35655713930158e-06,2.62e-05,0.00200670000000036,0,10,10,20,-0.00189545000000013,0.0570827,-0.0743855999999994,0.1267952,593ca05e5dd406579933c21cc9e6bf16e8705a8c0d13a6d167b3e90fcdab0c85
TP1_K2_N1_L1_SM6_P2,TRIAL,TP1_K2_N1_L1_SM6_P2,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,WHITE,1,-6,P2,TIMING_STAGE,K1_CONTEXT,20,0.0485568,0.05828445,0.0446904,0.0631832,0.00971017502974326,0.0105964744244312,0.00891517886683046,0.0114121018433892,0.00229435,0.00200670000000036,0,10,10,20,-0.00189545000000013,0.0570827,-0.0743855999999994,0.1267952,593ca05e5dd406579933c21cc9e6bf16e8705a8c0d13a6d167b3e90fcdab0c85
TP1_K2_N1_L1_SM6_P2,TRIAL,TP1_K2_N1_L1_SM6_P2,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,WHITE,1,-6,P2,TIMING_STAGE,K1_CONTINUOUS,20,0.0684781,0.08250805,0.063693,0.0884338,0.0134304020929605,0.014951611122854,0.0122991548784254,0.0155326959739166,0.0684781,0.00200670000000036,0,10,10,20,-0.00189545000000013,0.0570827,-0.0743855999999994,0.1267952,593ca05e5dd406579933c21cc9e6bf16e8705a8c0d13a6d167b3e90fcdab0c85
TP1_K2_N1_L1_SM6_P2,TRIAL,TP1_K2_N1_L1_SM6_P2,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,WHITE,1,-6,P2,TIMING_STAGE,K1_CORE_LITE,20,0.1018807,0.12493015,0.0935034,0.1258713,0.0198120752074193,0.0223594079062044,0.0187650057416907,0.0226008568306259,0.00167755,0.00200670000000036,0,10,10,20,-0.00189545000000013,0.0570827,-0.0743855999999994,0.1267952,593ca05e5dd406579933c21cc9e6bf16e8705a8c0d13a6d167b3e90fcdab0c85
