domain,nominal_snr_db,realized_snr_db,signal_average_power,noise_variance,signal_energy,noise_energy,noise_seed,noise_hash,clean_hash,observation_hash,scenario_id,base_realization_index,profile_id,L,replicate_id,source_hash,truth_hash
BEAMSPACE,-6,-6.43986007012761,138.666644038789,552.041853084313,16639.9972846547,73305.9553657592,580200011,8e533c1d38ebdca520b7300bab416c0ff0046e8fcf671670d4b89ea9132ee47c,3cb6402e424f9f1d13f005895544c0bf4b0e293466d7a7025466840fd4701442,13ed244451be06281cdc484eb4948c8e5a1f58bc7083513b2ebee02fc4590dd5,RTC2L8_S01_B011,11,SC_A,8,11,96b021d8d702a1055e3b6b3a06d1c3d930d73fb748f815326c8494297f2e2007,077e8af7a35a3b62555e75acd4d722fb4957e54f29c510da39dd03cda8e4f0dc
BEAMSPACE,-6,-5.64555097188285,138.666644038789,552.041853084313,16639.9972846547,61053.1882738386,580200012,24c5f21e4612e259df18754666baccba105cbee180b1409f9c0453ef3b0eeb55,3cb6402e424f9f1d13f005895544c0bf4b0e293466d7a7025466840fd4701442,3983692fe7df08bfc5df9182c564d13c1a41c6ad80664e141ffeea009d1a90d9,RTC2L8_S01_B012,12,SC_A,8,12,96b021d8d702a1055e3b6b3a06d1c3d930d73fb748f815326c8494297f2e2007,077e8af7a35a3b62555e75acd4d722fb4957e54f29c510da39dd03cda8e4f0dc
BEAMSPACE,-6,-6.08314711289128,138.666644038789,552.041853084313,16639.9972846547,67525.5239012193,580200013,ab43a9884a9dbe0c32ca6ae90b920942eac2b67b9becc9b896a163c34d2c164c,3cb6402e424f9f1d13f005895544c0bf4b0e293466d7a7025466840fd4701442,e12a15662b674fba0494395a052def9a4864d0b1d01ab6c1f37872e9b08062ac,RTC2L8_S01_B013,13,SC_A,8,13,96b021d8d702a1055e3b6b3a06d1c3d930d73fb748f815326c8494297f2e2007,077e8af7a35a3b62555e75acd4d722fb4957e54f29c510da39dd03cda8e4f0dc
BEAMSPACE,-6,-6.50627346844499,138.666644038789,552.041853084313,16639.9972846547,74435.5836337715,580200014,5ad5a75a99cec1084a96104331d8f9e181cc98dfe3e020f6bc24656830f29717,3cb6402e424f9f1d13f005895544c0bf4b0e293466d7a7025466840fd4701442,0f3b0d5a92d82f298607be9bd95af37f453f1993f063b4b873e6aab975475113,RTC2L8_S01_B014,14,SC_A,8,14,96b021d8d702a1055e3b6b3a06d1c3d930d73fb748f815326c8494297f2e2007,077e8af7a35a3b62555e75acd4d722fb4957e54f29c510da39dd03cda8e4f0dc
BEAMSPACE,-6,-6.06361439145357,138.666644038789,552.041853084313,16639.9972846547,67222.504708013,580200015,8ea521a908e097c0942d3866d84f927a51c33c18b0e466ac6e64fe908efe924b,3cb6402e424f9f1d13f005895544c0bf4b0e293466d7a7025466840fd4701442,73de37ecc67ea552a32f391c6dc980ba5b19935828aabb00c40a5ee96379c864,RTC2L8_S01_B015,15,SC_A,8,15,96b021d8d702a1055e3b6b3a06d1c3d930d73fb748f815326c8494297f2e2007,077e8af7a35a3b62555e75acd4d722fb4957e54f29c510da39dd03cda8e4f0dc
BEAMSPACE,-6,-6.14994840952888,138.666644038789,552.041853084313,16639.9972846547,68572.2014039651,580200016,75525e134de00cc2b2b5fad62c43af87cf0911df876f456c8e0ccb57046a5f98,3cb6402e424f9f1d13f005895544c0bf4b0e293466d7a7025466840fd4701442,f22c8e4715acb27317b98acf0c2453fce4e3bf003784a7a71cf8ba54432e9dd4,RTC2L8_S01_B016,16,SC_A,8,16,96b021d8d702a1055e3b6b3a06d1c3d930d73fb748f815326c8494297f2e2007,077e8af7a35a3b62555e75acd4d722fb4957e54f29c510da39dd03cda8e4f0dc
BEAMSPACE,-6,-5.63128055000595,138.666644038789,552.041853084313,16639.9972846547,60852.9036894249,580200017,c6ffac62fd457ff6b4014e9f82207ea9d13c58139e941f54d096c61a76df73f5,3cb6402e424f9f1d13f005895544c0bf4b0e293466d7a7025466840fd4701442,9635e9076721f534a4384c67fd571e24e906c9c1164a60fdbe19f7cb374630bf,RTC2L8_S01_B017,17,SC_A,8,17,96b021d8d702a1055e3b6b3a06d1c3d930d73fb748f815326c8494297f2e2007,077e8af7a35a3b62555e75acd4d722fb4957e54f29c510da39dd03cda8e4f0dc
BEAMSPACE,-6,-5.69855497473751,138.666644038789,552.041853084313,16639.9972846547,61802.8849773228,580200018,941fe2b4f3aa0a3c7b13ca8f86a40f686e8cddadac9fb753d05cdb8f0bb560e2,3cb6402e424f9f1d13f005895544c0bf4b0e293466d7a7025466840fd4701442,42bc4115542e2e4179cd687ea1d01ee5a1d2b1ab5fa1cddbd459d3c00557758d,RTC2L8_S01_B018,18,SC_A,8,18,96b021d8d702a1055e3b6b3a06d1c3d930d73fb748f815326c8494297f2e2007,077e8af7a35a3b62555e75acd4d722fb4957e54f29c510da39dd03cda8e4f0dc
BEAMSPACE,-6,-6.21178399927435,138.666644038789,552.041853084313,16639.9972846547,69555.527887068,580200019,4ad25428a37ef3fdbd61ec3655644a0cc8215651305a2f79e365cd894c2038e7,3cb6402e424f9f1d13f005895544c0bf4b0e293466d7a7025466840fd4701442,c99ff3219607d033d462049648bb5559d991080576a867a131f9461517ce445e,RTC2L8_S01_B019,19,SC_A,8,19,96b021d8d702a1055e3b6b3a06d1c3d930d73fb748f815326c8494297f2e2007,077e8af7a35a3b62555e75acd4d722fb4957e54f29c510da39dd03cda8e4f0dc
BEAMSPACE,-6,-6.10241168941263,138.666644038789,552.041853084313,16639.9972846547,67825.7211464761,580200020,0c5426122aad1cb0d8ced281191a555d7f155348d278a246ff5c07094c24026d,3cb6402e424f9f1d13f005895544c0bf4b0e293466d7a7025466840fd4701442,e7d68339d305128e14d59aea0634dc10633aeae2d370fc77ba1ac8cf68a2ed97,RTC2L8_S01_B020,20,SC_A,8,20,96b021d8d702a1055e3b6b3a06d1c3d930d73fb748f815326c8494297f2e2007,077e8af7a35a3b62555e75acd4d722fb4957e54f29c510da39dd03cda8e4f0dc
BEAMSPACE,-6,-5.63626622674359,142.0731549732,565.603417379892,17048.778596784,62419.4436625803,580200021,d5701f40cc9923bd1820dab3058bff388af1420041c6496259896e725d78742b,573825802373e7f85e36617e5ee63ad77335ac0f217280e01d7e77d2f9d4410b,976b106bb25ff249208bccada2afba43c95679fcb55a7a6cc93f2170b14853f5,RTC2L8_S01_B021,21,SC_B,8,1,c9d9996134cd1fc471ea52c77e44a7ba3fe6733a034aad8d0b54f05d1d56345a,077e8af7a35a3b62555e75acd4d722fb4957e54f29c510da39dd03cda8e4f0dc
BEAMSPACE,-6,-6.19546341277004,166.10310197987,661.268359493649,19932.3722375843,83005.2057296135,580200022,05303d7e49a6b0fde9394389a4d25225857963a1c1b025f8ab8d31516b73e6e1,08b8f473e783f0ff127bbde20d7cf3c421ae0f3b72d2ddba90b8c3d7a59df50f,8e142fca60b2e4d938d6e64101ad31c5514e8604122a3ccb85553d5458dcea27,RTC2L8_S01_B022,22,SC_B,8,2,fc5acebfbb6c0c885536facbe2bb7bde0e25a967fe8f2318f1bfd3f692c03d81,077e8af7a35a3b62555e75acd4d722fb4957e54f29c510da39dd03cda8e4f0dc
BEAMSPACE,-6,-5.62342370846437,172.513582323524,686.788941408658,20701.6298788228,75569.5629434031,580200023,d81a718863df491320fb5079cdbaeb32c8252340fe0b0c9455ee277e183973ec,7f018048e34022a941351a489cc44e7224515374170b15cd46d748890790c005,3f7bccbc210d6401ba9c6e6488097c98383eb322944dee24126a9eab45fdc06f,RTC2L8_S01_B023,23,SC_B,8,3,ce260b52ffb4461a2058cc4334cb934e187dbfd80de7f6264d481232f7e46784,077e8af7a35a3b62555e75acd4d722fb4957e54f29c510da39dd03cda8e4f0dc
BEAMSPACE,-6,-7.10537498746525,120.919547859379,481.389390629055,14510.3457431255,74510.1194093774,580200024,deed89b85ec0b0f073d1a523bdf2c134ff8bfab483d48ccf3680162f0894dcf6,eed7b532a68b924950fe03fa963223f16f28346c274747b348f33917938c645d,21549b3343e70f9b0245e32d93f9877d2fd1f3c675c2c1326cd9ff974171998d,RTC2L8_S01_B024,24,SC_B,8,4,a8af83b3110df67382cac7cf2fc8119789aa82674f2d77da75c3df6fb963a2c7,077e8af7a35a3b62555e75acd4d722fb4957e54f29c510da39dd03cda8e4f0dc
BEAMSPACE,-6,-5.81440333797291,225.051768691107,895.947228616768,27006.2122429329,103015.840501121,580200025,05bd6c5595981a570f00d44e085e2f4ddeece9aee80dc4027c56553e703d7643,7520e0052359ea24fecb9050297e09b6ace0beddec79cea2ecb441ad2f69adc9,da08119a4cd954282ba78d14c1cb5312a66b8568b834c5c4609cfacaa5a5ad10,RTC2L8_S01_B025,25,SC_B,8,5,b685216cc7218c366a8435f049bb39f3ae85eeceee05f5d703e3a3ddc79bb1d8,077e8af7a35a3b62555e75acd4d722fb4957e54f29c510da39dd03cda8e4f0dc
BEAMSPACE,-6,-5.55310298312933,124.448783736945,495.439531723391,14933.8540484334,53639.1887508912,580200026,f29ac6e68c1f15477c7f0c9e7e44d981a87ace488d4ff6113ab9a2ce9e238cc5,64377e0fcb962d820f2c83a68fece1a87ebafaff6d6ed8d5a8aa483b24ddf635,5adc6e1d2730c0a5ebb5692940e56452c9e74febda67de3f6bdfa4bf1505733e,RTC2L8_S01_B026,26,SC_B,8,6,a366a9a1f50bec86c0142af0f4ee7b1f4da0c969618c1ec33bf951f9661525ce,077e8af7a35a3b62555e75acd4d722fb4957e54f29c510da39dd03cda8e4f0dc
BEAMSPACE,-6,-6.07404294599912,139.792406405363,556.523593789036,16775.0887686435,67931.1742161519,580200027,b434d7fb3db7a09a87072e4395e527ade7dfaf32bb057fcb30d4ece1cbe9e93c,e9d9d7bcf9b30336e44cd7f20a03fc79274a6a30e91fb371f87669263fd1f94c,0ebd60ece64aca5e31373d1f1773d5db99989c1d1d9a76ea94a80dddc5fb80b5,RTC2L8_S01_B027,27,SC_B,8,7,dc4d02353385ac6f357ee41762d015aef5c42a2e106532c69065d3a4ee774e33,077e8af7a35a3b62555e75acd4d722fb4957e54f29c510da39dd03cda8e4f0dc
BEAMSPACE,-6,-5.9609857120262,95.4893522178221,380.149958294235,11458.7222661387,45210.026794569,580200028,3c58fcd58143e5bce59b16aee51c720edf11a7d47580039c46df7bf5fcd170b5,ee6ff48ed71190c2602c4530bb3b7d3584d2461d679d14027ce24d58055f175b,6c1dc08520e806baa3ec50fa12c8cde46f92d97cb9221d208dca88bf9728f66a,RTC2L8_S01_B028,28,SC_B,8,8,c1dabe0e4e3d6ceacfce3bef8d371b7bc54129bb793ed965f46ac46d58c31184,077e8af7a35a3b62555e75acd4d722fb4957e54f29c510da39dd03cda8e4f0dc
BEAMSPACE,-6,-5.17604859759241,56.5819517220564,225.256807044625,6789.83420664677,22359.5999797182,580200029,94fd6a344ec6d188cd599efcc83a96598cd32a5d3227f6f78b5ae4c9dcf967c8,0620707dc582623425b7607669f31966f7c7ea86138ce5e49c8b4d03cd024e08,d9b909bd0047bb6ae911d7f66809200102898253e835ff144f871003d64e3612,RTC2L8_S01_B029,29,SC_B,8,9,455106c07e6ef1d315e70f417cae9b684f3c088800d654f80e35667e467a73ed,077e8af7a35a3b62555e75acd4d722fb4957e54f29c510da39dd03cda8e4f0dc
BEAMSPACE,-6,-6.77075732951586,222.532901214613,885.919436576105,26703.9481457536,126955.409007045,580200030,6169ab89b346bee9c554d24e575947eb31c18c82ce7b0743892a1b929f747d44,888c55077bdb1da5e226c57c9a365c572348c33c220ed3ba8a321beef04adcc5,43999abcc041c7946e6f38c33d9b4bcc4d589402cfd5792d30d9ccf4e5972728,RTC2L8_S01_B030,30,SC_B,8,10,0766ba9a8651c7946427bb1d1833530b03e1b9f8a1e086bdb3748a2dc81f9c42,077e8af7a35a3b62555e75acd4d722fb4957e54f29c510da39dd03cda8e4f0dc
BEAMSPACE,-6,-5.63067544987362,58.9550087962063,234.704117418142,7074.60105554475,25868.3959356084,580200031,e0d4d91b4261532d263664974986901cb4513ec5f05c679c80782e6b8b618ea4,2e27fb5074fc7ff59bd72b9e7110231d038b5b1291c7cf8724b5beb9b7687c42,56b8a612e84ec22724ec34595ee721f9029f188f66573d0786e1e24c6b9346d8,RTC2L8_S01_B031,31,SC_B,8,11,d4ac19abed27f640df3d41a3acc37687860133e8eef477e1f7fc3f74f3b333c4,077e8af7a35a3b62555e75acd4d722fb4957e54f29c510da39dd03cda8e4f0dc
BEAMSPACE,-6,-5.30638829870965,180.208732369188,717.423885525298,21625.0478843025,73383.0752453034,580200032,a5487bbed9b105df6cf7d385a358e5e4a24cc8905842cb624c9b2d19f6c1d03c,85a6d099dd7574da573edfd7e09a0594b30666a99681349ecbf129333fe1a7b1,aba2837ce0626dc702ed30b5fc74854eb15e2629e21611267bf0fde410cfd38a,RTC2L8_S01_B032,32,SC_B,8,12,2d7034160cab4b42be483ff592e11dba323cb6b65cb31bcd7a35e6d6c4dde616,077e8af7a35a3b62555e75acd4d722fb4957e54f29c510da39dd03cda8e4f0dc
BEAMSPACE,-6,-6.07692446927922,123.574594790504,491.959322843426,14828.9513748605,60090.0946421736,580200033,ce91e0f7fdb100bf70b830ce8cf1733be18bb2a4ca0b6e341a0a1f9b1fa51b11,80f57537c44e4bab2edec0c53f3f474c9b3a1d02d8c0fc66c8b01ce3b6b2a4bf,a25202f1065f48df63f766217d9fc10ff9fef1b6a715ced8fa2fd8c96a735239,RTC2L8_S01_B033,33,SC_B,8,13,aab2c18f46421120e7baa02e2bddbc16e1e0e9ccd88d11e8b05b0a8ef0eb9a72,077e8af7a35a3b62555e75acd4d722fb4957e54f29c510da39dd03cda8e4f0dc
BEAMSPACE,-6,-5.7880758069399,66.4726376272431,264.632336850097,7976.71651526918,30243.4783516618,580200034,f916956bb96c33b8a1eb8753791ea5e52cff05c8d2c619d68398e1e61cce48f9,df13cc5cb59a40e4bbb5ec9a1f8ce0c5537feb0efa9d95242652253aacd5a8a8,7b84a8ca31ac03a578bf2e39ea320c7a8b83c3ad6890f34f531b3262466ba665,RTC2L8_S01_B034,34,SC_B,8,14,19ef2309f50ddbca4d632bb35db1568109493f61e1e27701f46307daa140f3ff,077e8af7a35a3b62555e75acd4d722fb4957e54f29c510da39dd03cda8e4f0dc
BEAMSPACE,-6,-5.73318326590412,55.3798708431466,220.471236869832,6645.58450117759,24880.065032009,580200035,777079d600135fe8eec5793186ea3335851a0a3dffcbf38c999feda409fda034,7916b6e45989d78de0054a2bf54125f1fa298f7ad6355970d3c13ada6927aaf5,d3f71302ecadc0b57a368a39f4685a4e28ea1737cf6332bd106821e211bd09be,RTC2L8_S01_B035,35,SC_B,8,15,151c9b7d3e021d5789d8d9486a378d6012a73bd037f0cb8274dbe69c01c72635,077e8af7a35a3b62555e75acd4d722fb4957e54f29c510da39dd03cda8e4f0dc
BEAMSPACE,-6,-6.35221059950488,70.5596777308572,280.903136565982,8467.16132770287,36556.0190153206,580200036,631dbfa65fe68480922953a13fb9522ea16e0b8a8c7e91b78f2a63cb265c0dca,4eae0a0b2b21dfe22482d7ed6afcaf642cf27511c476702364bf5aa5e874bb33,4964269912b7fc788c60bfdd60f6d3fe05f5f906ff32f91c388212fbbfef1aab,RTC2L8_S01_B036,36,SC_B,8,16,73c2526e0ff56ed0e9eca9eb89e199cbf96295ce7afe9e0feed22ff96af709a7,077e8af7a35a3b62555e75acd4d722fb4957e54f29c510da39dd03cda8e4f0dc
BEAMSPACE,-6,-6.04436960301057,124.481753255451,495.570785740664,14937.8103906542,60079.1670419026,580200037,f8cdf684960e7259d65fd032d591172735171f85ebc17cb953601d791892c068,8256e1742b587f63e22cd07aadf57cdefc5f88a13188626a490708ddb131b44f,d3ed3b7db4279b6cbaf5195abae494030cf0f6cd9fba76156242687e43b6253f,RTC2L8_S01_B037,37,SC_B,8,17,f2762264f11b4444b49366311697bbbe12ba3613d75af246d66e2e3aabb40130,077e8af7a35a3b62555e75acd4d722fb4957e54f29c510da39dd03cda8e4f0dc
BEAMSPACE,-6,-7.10676998062427,162.741211339075,647.884431786481,19528.9453606891,100312.669607482,580200038,68e6e416b9970da375b32c263722b1e193aa649a9c379d149888e5792089926e,dc7ef3ad9e1374a5472375c789fff740795be728f0bceb51c7a3c1d614cb6b7d,941e38c92fbd29b6e002d790ab160ad51dc4cbc907b464a4cd7a0251b12c9fcd,RTC2L8_S01_B038,38,SC_B,8,18,a926e0d2cbe158f135c94b54a7341d5ce2d50864fae539dde0a7a364dde65389,077e8af7a35a3b62555e75acd4d722fb4957e54f29c510da39dd03cda8e4f0dc
BEAMSPACE,-6,-5.84819980852852,225.244165096234,896.713172501466,27029.2998115481,103909.385474114,580200039,5a7ef7a572684d351d7d3b1ce57ba90aba63533be46d07b84a3e7902a8aef137,c534d07e12ceab7557f91e8b8daf563441bb58cf2e28906c0dd6d3027b31b87f,81c27e418552c63ac7853f56af2c6782bf3b109a518431c637b242731a45e472,RTC2L8_S01_B039,39,SC_B,8,19,66c508fe66937bcf16653cea753dedc6c5fa830953f12ff35d1b9b943361bf1a,077e8af7a35a3b62555e75acd4d722fb4957e54f29c510da39dd03cda8e4f0dc
BEAMSPACE,-6,-6.10723106035131,56.4090961321752,224.568656546605,6769.09153586103,27621.896458766,580200040,f00e00d86bbe496279dffad73bafd246af692af232da38200ab7e07a9c2040b1,c98d54bb9aac247edb06f8170dd64afb714adeaa8f9a1f5ff1b735455847b224,ef217824d60952a9a85ee426ae4917b51cc551b64812a001e9657987a1e344bf,RTC2L8_S01_B040,40,SC_B,8,20,6ffd0d7656abbb091b3bfa4f7cc0b87a8370554548c8b59d4203d1c3a814ee24,077e8af7a35a3b62555e75acd4d722fb4957e54f29c510da39dd03cda8e4f0dc
BEAMSPACE,0,0.22459666238537,138.666644038789,138.666644038789,16639.9972846547,15801.3278799571,580200001,df81afe8132481abdacc4756245d8e19f1308e3fb59a09c07ff514dbaf1293ca,3cb6402e424f9f1d13f005895544c0bf4b0e293466d7a7025466840fd4701442,ab94141e5e09ef07efd7447fd4d0ae81714be8b5f427acfff39d4c637286fe87,RTC2L8_S02_B001,1,SC_A,8,1,96b021d8d702a1055e3b6b3a06d1c3d930d73fb748f815326c8494297f2e2007,077e8af7a35a3b62555e75acd4d722fb4957e54f29c510da39dd03cda8e4f0dc
BEAMSPACE,0,0.583083125881465,138.666644038789,138.666644038789,16639.9972846547,14549.3951287789,580200002,7b8ea6dc731c6258c7957729e0c2fc46267a067caf85ffad9d0fb2ed7b6e0be5,3cb6402e424f9f1d13f005895544c0bf4b0e293466d7a7025466840fd4701442,6d3474aac361117c6f0c8f80869d64c77f791dcdf78a13c9a77c91817d67d2fc,RTC2L8_S02_B002,2,SC_A,8,2,96b021d8d702a1055e3b6b3a06d1c3d930d73fb748f815326c8494297f2e2007,077e8af7a35a3b62555e75acd4d722fb4957e54f29c510da39dd03cda8e4f0dc
BEAMSPACE,0,-0.137057941076306,138.666644038789,138.666644038789,16639.9972846547,17173.5091253353,580200003,07aae3499e7da9c2f368b04a799dd01826280407df9fd2af90f5f3f1077c14a7,3cb6402e424f9f1d13f005895544c0bf4b0e293466d7a7025466840fd4701442,0b435005de2e8ea2e1237fc2f83c1f9436084627e5a8c71bbf676b48ad0d8f27,RTC2L8_S02_B003,3,SC_A,8,3,96b021d8d702a1055e3b6b3a06d1c3d930d73fb748f815326c8494297f2e2007,077e8af7a35a3b62555e75acd4d722fb4957e54f29c510da39dd03cda8e4f0dc
BEAMSPACE,0,0.161230360737951,138.666644038789,138.666644038789,16639.9972846547,16033.5693657839,580200004,e8ff5bc49afe04bbbc94926f59ea1fbf09a2071b478f14ea043d9c2cdb29768b,3cb6402e424f9f1d13f005895544c0bf4b0e293466d7a7025466840fd4701442,db7a36ce92647ffc96aa0989ac37b492f995fe3b48f4841378e53557bf37a0f8,RTC2L8_S02_B004,4,SC_A,8,4,96b021d8d702a1055e3b6b3a06d1c3d930d73fb748f815326c8494297f2e2007,077e8af7a35a3b62555e75acd4d722fb4957e54f29c510da39dd03cda8e4f0dc
BEAMSPACE,0,-0.498384053282525,138.666644038789,138.666644038789,16639.9972846547,18663.4383463447,580200005,74006c053c105ea7b62220eb2df772a44930c4431b7e2fe377dac53d7fd124a3,3cb6402e424f9f1d13f005895544c0bf4b0e293466d7a7025466840fd4701442,6d92e771e09e4f3736e3848f0bc5f75a3f5e474f9300399de2e374a89dbead88,RTC2L8_S02_B005,5,SC_A,8,5,96b021d8d702a1055e3b6b3a06d1c3d930d73fb748f815326c8494297f2e2007,077e8af7a35a3b62555e75acd4d722fb4957e54f29c510da39dd03cda8e4f0dc
BEAMSPACE,0,0.603562352541628,138.666644038789,138.666644038789,16639.9972846547,14480.9487272039,580200006,0a0aa461d20ace9c9f6b8212f8475ecdee50fba98a30a3de235c71abda46a900,3cb6402e424f9f1d13f005895544c0bf4b0e293466d7a7025466840fd4701442,8af569315b48d784ec64a3d8a5397925bf0332af08cf622efb5a56e139600e82,RTC2L8_S02_B006,6,SC_A,8,6,96b021d8d702a1055e3b6b3a06d1c3d930d73fb748f815326c8494297f2e2007,077e8af7a35a3b62555e75acd4d722fb4957e54f29c510da39dd03cda8e4f0dc
BEAMSPACE,0,-0.0407953838513612,138.666644038789,138.666644038789,16639.9972846547,16797.0412778096,580200007,6d72d3b9a52b23b9bafbebd4e94bd992b76bde10c9db0d56b51eceb174a07ce3,3cb6402e424f9f1d13f005895544c0bf4b0e293466d7a7025466840fd4701442,7198f4f81ac410d47f7bcbeb869d0e24f3b0cb2453d0b5ce5d55c9ef3b4ae1c0,RTC2L8_S02_B007,7,SC_A,8,7,96b021d8d702a1055e3b6b3a06d1c3d930d73fb748f815326c8494297f2e2007,077e8af7a35a3b62555e75acd4d722fb4957e54f29c510da39dd03cda8e4f0dc
