scenario_index,scenario_id,base_realization_index,profile_id,L,replicate_id,nominal_snr_db,center_az_deg,center_el_deg,rho_true_deg,direction_deg,secondary_power_db,correlation_magnitude,source_seed,beam_noise_seed,element_noise_seed
244,RTC2L8_S07_B004,4,SC_A,8,4,22,8,10,0.45,30,0,0,580100004,580200004,580300004
245,RTC2L8_S07_B005,5,SC_A,8,5,22,8,10,0.45,30,0,0,580100005,580200005,580300005
246,RTC2L8_S07_B006,6,SC_A,8,6,22,8,10,0.45,30,0,0,580100006,580200006,580300006
247,RTC2L8_S07_B007,7,SC_A,8,7,22,8,10,0.45,30,0,0,580100007,580200007,580300007
248,RTC2L8_S07_B008,8,SC_A,8,8,22,8,10,0.45,30,0,0,580100008,580200008,580300008
249,RTC2L8_S07_B009,9,SC_A,8,9,22,8,10,0.45,30,0,0,580100009,580200009,580300009
250,RTC2L8_S07_B010,10,SC_A,8,10,22,8,10,0.45,30,0,0,580100010,580200010,580300010
251,RTC2L8_S07_B011,11,SC_A,8,11,22,8,10,0.45,30,0,0,580100011,580200011,580300011
252,RTC2L8_S07_B012,12,SC_A,8,12,22,8,10,0.45,30,0,0,580100012,580200012,580300012
253,RTC2L8_S07_B013,13,SC_A,8,13,22,8,10,0.45,30,0,0,580100013,580200013,580300013
254,RTC2L8_S07_B014,14,SC_A,8,14,22,8,10,0.45,30,0,0,580100014,580200014,580300014
255,RTC2L8_S07_B015,15,SC_A,8,15,22,8,10,0.45,30,0,0,580100015,580200015,580300015
256,RTC2L8_S07_B016,16,SC_A,8,16,22,8,10,0.45,30,0,0,580100016,580200016,580300016
257,RTC2L8_S07_B017,17,SC_A,8,17,22,8,10,0.45,30,0,0,580100017,580200017,580300017
258,RTC2L8_S07_B018,18,SC_A,8,18,22,8,10,0.45,30,0,0,580100018,580200018,580300018
259,RTC2L8_S07_B019,19,SC_A,8,19,22,8,10,0.45,30,0,0,580100019,580200019,580300019
260,RTC2L8_S07_B020,20,SC_A,8,20,22,8,10,0.45,30,0,0,580100020,580200020,580300020
261,RTC2L8_S07_B021,21,SC_B,8,1,22,8,10,0.45,30,-3,0.7,580100021,580200021,580300021
262,RTC2L8_S07_B022,22,SC_B,8,2,22,8,10,0.45,30,-3,0.7,580100022,580200022,580300022
263,RTC2L8_S07_B023,23,SC_B,8,3,22,8,10,0.45,30,-3,0.7,580100023,580200023,580300023
264,RTC2L8_S07_B024,24,SC_B,8,4,22,8,10,0.45,30,-3,0.7,580100024,580200024,580300024
265,RTC2L8_S07_B025,25,SC_B,8,5,22,8,10,0.45,30,-3,0.7,580100025,580200025,580300025
266,RTC2L8_S07_B026,26,SC_B,8,6,22,8,10,0.45,30,-3,0.7,580100026,580200026,580300026
267,RTC2L8_S07_B027,27,SC_B,8,7,22,8,10,0.45,30,-3,0.7,580100027,580200027,580300027
268,RTC2L8_S07_B028,28,SC_B,8,8,22,8,10,0.45,30,-3,0.7,580100028,580200028,580300028
269,RTC2L8_S07_B029,29,SC_B,8,9,22,8,10,0.45,30,-3,0.7,580100029,580200029,580300029
270,RTC2L8_S07_B030,30,SC_B,8,10,22,8,10,0.45,30,-3,0.7,580100030,580200030,580300030
271,RTC2L8_S07_B031,31,SC_B,8,11,22,8,10,0.45,30,-3,0.7,580100031,580200031,580300031
272,RTC2L8_S07_B032,32,SC_B,8,12,22,8,10,0.45,30,-3,0.7,580100032,580200032,580300032
273,RTC2L8_S07_B033,33,SC_B,8,13,22,8,10,0.45,30,-3,0.7,580100033,580200033,580300033
274,RTC2L8_S07_B034,34,SC_B,8,14,22,8,10,0.45,30,-3,0.7,580100034,580200034,580300034
275,RTC2L8_S07_B035,35,SC_B,8,15,22,8,10,0.45,30,-3,0.7,580100035,580200035,580300035
276,RTC2L8_S07_B036,36,SC_B,8,16,22,8,10,0.45,30,-3,0.7,580100036,580200036,580300036
277,RTC2L8_S07_B037,37,SC_B,8,17,22,8,10,0.45,30,-3,0.7,580100037,580200037,580300037
278,RTC2L8_S07_B038,38,SC_B,8,18,22,8,10,0.45,30,-3,0.7,580100038,580200038,580300038
279,RTC2L8_S07_B039,39,SC_B,8,19,22,8,10,0.45,30,-3,0.7,580100039,580200039,580300039
280,RTC2L8_S07_B040,40,SC_B,8,20,22,8,10,0.45,30,-3,0.7,580100040,580200040,580300040
