schema_version,historical_baseline_T0,measured_cache_stack_runtime,measured_saving_sec,measured_runtime_reduction_pct,measured_speedup_ratio,bootstrap_lower_sec,identity_min_point_sec,AB_point_sec,BA_point_sec,frozen_model_point_sec,frozen_model_historical_baseline_pct,frozen_model_pct_on_final_baseline,final_measured_baseline_sec,runtime_interaction_residual_sec,runtime_interaction_residual_pct_on_final_baseline,frozen_model_id,frozen_model_hash,frozen_model_status,model_residual_status,performance_status,cold_build_point_status,cold_load_point_status,cold_build_break_even_status,cold_load_break_even_status,deployment_status,final_recommendation_status,layer_set_retention_status,final_recommended_experiment_mode,final_production_default_cache_setting
STAGE8_K2_TECS_ECONOMICS_V1,364.872219,346.4046401,-0.321130100000003,-0.0927897720408588,0.999072962475597,-0.618690000000004,-0.3169111,-0.317641250000003,-0.186831449999999,NaN,NaN,NaN,346.08351,NaN,NaN,NONE,5049c2326771955f3923441a9a2f0399d95cfdbb16f7d65ae64c45ad0d35507d,NOT_AVAILABLE_NO_MATCHED_FROZEN_MODEL,NOT_AVAILABLE_NO_MATCHED_FROZEN_MODEL,MEASURED_CACHE_STACK_NONPOSITIVE,COLD_BUILD_72_TRIALS_NONPOSITIVE,COLD_LOAD_72_TRIALS_NONPOSITIVE,COLD_BUILD_NO_BREAK_EVEN,COLD_LOAD_NO_BREAK_EVEN,NOT_ASSESSED_NO_WORKLOAD_HORIZON,DO_NOT_RETAIN_NONPOSITIVE_LAYERS,NO_RUNTIME_CACHE_LAYER_RETAINED,MODE_0187e60dfc3e7e887708d6e8d338ea19860a3650b4853538cbea02f397105a37,CACHE_OFF
