row_type,scope_type,scope_value,method_id,trial_count,valid_count,median_joint_RMSE_deg,p90_joint_RMSE_deg,median_center_error_deg,p90_center_error_deg,median_axis_error_deg,p90_axis_error_deg,median_rho_error_deg,p90_rho_error_deg,median_separation_vector_error_deg,p90_separation_vector_error_deg,mean_score_calls,mean_SVD_calls,median_runtime_sec,p90_runtime_sec,comparison_id,paired_count,wins,ties,losses,decision
METHOD,L,1,VINCENT_ANCHORED_PROJECTOR_AML_SAFE,24,24,0.151666388442239,0.386950247706446,0.0999999999999996,0.325788288759848,16.1698156338118,61.4310439425972,0.147101406781473,0.347213595499958,0.185306952558131,0.353761482156571,359.583333333333,857.666666666667,4.93944155,5.24638138,,NaN,NaN,NaN,NaN,
METHOD,L,4,VINCENT_ANCHORED_PROJECTOR_AML_SAFE,24,24,0.0899860152204336,0.219300643052734,0.0665950137563746,0.192775947518531,2.37218824177088,16.4503249588217,0.10720890228853,0.329780679387993,0.107627604905165,0.334364334585146,361.166666666667,861.166666666667,4.98243195,5.23189092,,NaN,NaN,NaN,NaN,
METHOD,L,8,VINCENT_ANCHORED_PROJECTOR_AML_SAFE,24,24,0.0795766706717965,0.231460756254554,0.0576530082207243,0.21690925312427,3.0383429415536,30.5427784315335,0.0794757457642991,0.179415620718724,0.088326152632377,0.2026769220186,369.458333333333,879.75,4.8150282,5.04844045,,NaN,NaN,NaN,NaN,
METHOD,SNR_DB,-6,VINCENT_ANCHORED_PROJECTOR_AML_SAFE,24,24,0.158179181209447,0.370615475897218,0.110268389594418,0.268132278980834,10.3144843256596,45.0000000000001,0.0993950151637262,0.3679224931259,0.111659737020341,0.367933572548767,362.083333333333,863.083333333333,4.9003475,5.31433604,,NaN,NaN,NaN,NaN,
METHOD,SNR_DB,0,VINCENT_ANCHORED_PROJECTOR_AML_SAFE,24,24,0.0995136384922179,0.217611949154319,0.0405107735875845,0.186911714564721,3.56841127338496,26.9893431536735,0.116712393810588,0.260176058977625,0.124190020878016,0.282240295786622,363.583333333333,866.541666666667,4.9256455,5.25264478,,NaN,NaN,NaN,NaN,
METHOD,SNR_DB,6,VINCENT_ANCHORED_PROJECTOR_AML_SAFE,24,24,0.0880293805981186,0.203100822395943,0.049324609606416,0.133022565789715,2.62297566051631,39.4695153531234,0.102265727578473,0.332213595499958,0.120290571334072,0.343679901071093,364.541666666667,868.958333333333,4.84122875,5.18291616,,NaN,NaN,NaN,NaN,
METHOD,NOISE,WHITE,VINCENT_ANCHORED_PROJECTOR_AML_SAFE,36,36,0.106917085403885,0.271266719302101,0.0585037285777471,0.19772667722387,3.16212457620847,37.8277560762835,0.105998240731826,0.347213595499957,0.122920060192386,0.353761482156571,364.805555555556,868.972222222222,4.9855951,5.3736702,,NaN,NaN,NaN,NaN,
METHOD,NOISE,STAGE5_TOEPLITZ_CORRELATED,VINCENT_ANCHORED_PROJECTOR_AML_SAFE,36,36,0.118775034743688,0.232449625484088,0.074478356396404,0.217448948622022,3.56379381934476,49.8509131201605,0.103476389135176,0.277394650037988,0.113978240748143,0.304630267728397,362,863.416666666667,4.79681195,5.11312085,,NaN,NaN,NaN,NaN,
METHOD,ALL,ALL,FULL4D_BEAMSPACE_CML_MULTISTART,72,72,0.146651978133652,0.366965580029255,0.0723404894036961,0.271101739890028,2.58099905698747,32.526663632279,0.128672323667195,0.46074091694332,0.132488252323097,0.473261972479434,4204.61111111111,8409.22222222222,4.69843365,5.90923607,,NaN,NaN,NaN,NaN,
METHOD,PROFILE,P1,FULL4D_BEAMSPACE_CML_MULTISTART,18,18,0.0805248058532004,0.162719372320086,0.0395184760851655,0.109431326131482,2.35032670644693,10.2863890889818,0.0421504720211015,0.251603103385125,0.0440219257033891,0.281658631168901,4630.05555555556,9260.11111111111,4.9890916,5.97888081,,NaN,NaN,NaN,NaN,
