row_type,scope_type,scope_value,white_beamspace_snr_target_db,method_id,reference_method_id,comparison_id,total_count,valid_count,valid_rate,median_joint_RMSE_deg,p90_joint_RMSE_deg,median_center_error_deg,p90_center_error_deg,median_axis_error_deg,p90_axis_error_deg,median_rho_error_deg,p90_rho_error_deg,median_rho_relative_error,p90_rho_relative_error,median_separation_vector_error_deg,p90_separation_vector_error_deg,upgrade_rate,fallback_rate,mean_score_call_count,mean_SVD_call_count,median_runtime_sec,p90_runtime_sec,paired_count,wins,ties,losses,non_tie_win_rate,median_paired_delta_deg,p90_paired_delta_deg
METHOD,SNR_X_NOISE,6|STAGE5_TOEPLITZ_CORRELATED,6,TANGENT_PROFILE_SAFE,,,120,120,1,0.264575131106459,0.551335077241516,0.141421356237309,0.412310562561765,34.7471646672467,71.6110607508617,0.223677025887614,0.9,0.996666666666669,5.35876645496976,0.282842712474619,1.00216305851026,0.391666666666667,0.608333333333333,411.625,896.733333333333,4.3644473,4.669392,0,0,0,0,NaN,NaN,NaN
PAIRWISE,SNR_X_NOISE,6|STAGE5_TOEPLITZ_CORRELATED,6,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120,41,73,6,0.872340425531915,0,0
PAIRWISE,SNR_X_NOISE,6|STAGE5_TOEPLITZ_CORRELATED,6,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120,58,35,27,0.682352941176471,0,0.0219471991833395
METHOD,SNR_X_L,6|L=1,6,CORE_LITE,,,80,80,1,0.455513413201227,0.591554734927335,0.282842712474619,0.509901951359278,45,90,0.297213595499959,1.05,1.82842712474619,7.0246211251236,0.401556443707463,1.0770329614269,0,0,159.75,367,0.13994445,0.17709059,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_L,6|L=1,6,CORE_PLUS,,,80,80,1,0.443211417447088,0.617964905798718,0.262367332890205,0.528817626809887,44.9999999999999,82.0918618634023,0.165913514958384,1.01639038572134,0.994869632226572,5.89640499787834,0.212904933891061,1.07105479188209,0.5875,0.4125,1649.9,3348.75,1.15496125,1.88647516,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_L,6|L=1,6,TANGENT_PROFILE_SAFE,,,80,80,1,0.421482130413158,0.5766307585729,0.223606797749978,0.509901951359278,45,90,0.247213595499958,1.01989725545368,1.23606797749979,5.9188234163114,0.292111591745023,1.07105479188209,0.15,0.85,398.225,869.95,4.298634,4.81057279,0,0,0,0,NaN,NaN,NaN
PAIRWISE,SNR_X_L,6|L=1,6,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,12,68,0,1,0,0
PAIRWISE,SNR_X_L,6|L=1,6,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,23,35,22,0.511111111111111,0,0.0653072508355517
METHOD,SNR_X_L,6|L=4,6,CORE_LITE,,,80,80,1,0.262603462691811,0.553227892346959,0.141421356237309,0.413799525032177,37.9818782660367,89.9999999999999,0.248606797749979,0.879329665284211,1.66666666666669,5.08276253029824,0.320156211871642,1.00605465396035,0,0,161.8125,371.0625,0.14019425,0.18115058,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_L,6|L=4,6,CORE_PLUS,,,80,80,1,0.283689552216024,0.567541202426063,0.186021269453945,0.53334499613332,35.0393032810604,72.071548449682,0.230273820540159,0.899238057918322,0.996571310540465,5.05017148779793,0.282842712474619,0.988634411304276,0.6375,0.3625,1877.6125,3804.1,1.2385463,2.57398148,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_L,6|L=4,6,TANGENT_PROFILE_SAFE,,,80,80,1,0.182659413267682,0.551335077241516,0.111803398874989,0.404032654929611,26.565051177078,71.6110607508617,0.199,0.852703296142691,0.996666666666668,4.45492457945089,0.238744560745356,0.905541793366882,0.55,0.45,413.8625,901.1625,4.34935345,4.66236773,0,0,0,0,NaN,NaN,NaN
PAIRWISE,SNR_X_L,6|L=4,6,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,35,36,9,0.795454545454545,0,0.00465405303563736
PAIRWISE,SNR_X_L,6|L=4,6,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,47,15,18,0.723076923076923,-0.0142339459991278,0.0270144920315429
METHOD,SNR_X_L,6|L=8,6,CORE_LITE,,,80,80,1,0.3,0.500085712970493,0.190138781886599,0.403112887414927,26.565051177078,71.565051177078,0.247213595499959,0.67715901261118,1.2360679774998,5.37196905678214,0.32847604053203,0.732709297750582,0,0,166.6625,381.1625,0.14612725,0.1699514,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_L,6|L=8,6,CORE_PLUS,,,80,80,1,0.300527529160421,0.49980927782233,0.211758049964644,0.401102347327155,29.2603518976213,77.8298231901416,0.185906483564536,0.677274769286814,0.994868895295152,5.95004927100641,0.218124042096067,0.744454132017886,0.6375,0.3625,2148.7375,4346.525,1.5087197,2.59747363,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_L,6|L=8,6,TANGENT_PROFILE_SAFE,,,80,80,1,0.171959476145735,0.474269839930235,0.0991464799956327,0.316227766016838,24.4415939019547,71.6580255911253,0.198999999999998,0.60211102550928,0.994166666666669,5.32455532033677,0.223459831597132,0.604207832579446,0.525,0.475,419.5375,912.9125,4.3655161,4.64853975,0,0,0,0,NaN,NaN,NaN
PAIRWISE,SNR_X_L,6|L=8,6,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,37,38,5,0.880952380952381,0,0
PAIRWISE,SNR_X_L,6|L=8,6,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,49,14,17,0.742424242424242,-0.00780028822996508,0.0170285622291883
METHOD,SNR,10,10,CORE_LITE,,,240,240,1,0.3,0.51158480195376,0.14142135623731,0.412310562561765,26.565051177078,71.565051177078,0.281449510224598,0.724621125123532,1.66666666666669,5.32455532033676,0.320156211871643,0.802400577036039,0,0,157.291666666667,361.958333333333,0.14104495,0.17085205,0,0,0,0,NaN,NaN,NaN
METHOD,SNR,10,10,CORE_PLUS,,,240,240,1,0.273088933854391,0.514124120458504,0.169916320398173,0.42904156950468,26.565051177078,74.8901668260487,0.232051022083089,0.757459040668211,1.09374727252124,5.32455532033676,0.282842712474619,0.809956976513753,0.570833333333333,0.429166666666667,2129.47083333333,4307.53333333333,1.50144875,2.59375201,0,0,0,0,NaN,NaN,NaN
METHOD,SNR,10,10,TANGENT_PROFILE_SAFE,,,240,240,1,0.183822028937003,0.499999999999999,0.0959162072653572,0.360555127546399,26.507674891922,71.565051177078,0.198999999999998,0.699999999999999,0.995000000000008,4.36568542494927,0.219678399166871,0.746547022518543,0.529166666666667,0.470833333333333,403.708333333333,880.791666666667,4.33768945,4.67781407,0,0,0,0,NaN,NaN,NaN
PAIRWISE,SNR,10,10,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,240,106,113,21,0.834645669291339,0,0
PAIRWISE,SNR,10,10,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,240,124,54,62,0.666666666666667,-0.00125220698516565,0.0295395419921182
METHOD,SNR_X_NOISE,10|WHITE,10,CORE_LITE,,,120,120,1,0.270595702763339,0.519615242270662,0.14142135623731,0.403112887414928,20.8167696682852,71.565051177078,0.257842712474619,0.724621125123531,1.66666666666668,5.10694180930209,0.283102664562745,0.789165231248689,0,0,156.241666666667,359.908333333333,0.1408308,0.17085205,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_NOISE,10|WHITE,10,CORE_PLUS,,,120,120,1,0.264178639648333,0.506691313205303,0.143454375058108,0.433357361908912,23.0134794784358,71.7929146595384,0.204769840255939,0.702763765414459,0.997949260216351,4.70727649307814,0.24019212795379,0.738792988547262,0.583333333333333,0.416666666666667,2045.03333333333,4138.675,1.4191918,2.55635068,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_NOISE,10|WHITE,10,TANGENT_PROFILE_SAFE,,,120,120,1,0.179023841272483,0.490252120116029,0.0905590806665172,0.335410196624968,24.0004019109736,64.2479590583377,0.198809141768806,0.701980390271855,0.996239455337484,4.30417665998866,0.223751664147656,0.733504463036806,0.566666666666667,0.433333333333333,402.55,878.525,4.3066743,4.77197471,0,0,0,0,NaN,NaN,NaN
PAIRWISE,SNR_X_NOISE,10|WHITE,10,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120,52,52,16,0.764705882352941,0,0.0105560107607252
PAIRWISE,SNR_X_NOISE,10|WHITE,10,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120,62,24,34,0.645833333333333,-0.000841531845339999,0.0449184081925339
METHOD,SNR_X_NOISE,10|STAGE5_TOEPLITZ_CORRELATED,10,CORE_LITE,,,120,120,1,0.301039864469806,0.511162201815044,0.14142135623731,0.413799525032177,44.9999999999998,75.9637565320736,0.297213595499958,0.73160173171117,1.82842712474619,5.32455532033677,0.32847604053203,0.813941029804984,0,0,158.341666666667,364.008333333333,0.1416307,0.16954459,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_NOISE,10|STAGE5_TOEPLITZ_CORRELATED,10,CORE_PLUS,,,120,120,1,0.301039864469806,0.514715322503939,0.184260427177652,0.423069948679144,30.9166565632456,78.9600462595156,0.247213595499959,0.79239768599478,1.23947901804972,5.32455532033677,0.29958942179518,0.825143348474612,0.558333333333333,0.441666666666667,2213.90833333333,4476.39166666667,1.54753735,2.59924897,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_NOISE,10|STAGE5_TOEPLITZ_CORRELATED,10,TANGENT_PROFILE_SAFE,,,120,120,1,0.195946530420969,0.50108152925513,0.0999999999999996,0.364499614791759,26.565051177078,71.565051177078,0.198999999999999,0.655,0.995,4.40000000000004,0.212478672477061,0.800018396167084,0.491666666666667,0.508333333333333,404.866666666667,883.058333333333,4.37864105,4.594357,0,0,0,0,NaN,NaN,NaN
PAIRWISE,SNR_X_NOISE,10|STAGE5_TOEPLITZ_CORRELATED,10,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120,54,61,5,0.915254237288136,0,0
PAIRWISE,SNR_X_NOISE,10|STAGE5_TOEPLITZ_CORRELATED,10,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120,62,30,28,0.688888888888889,-0.00139819111165028,0.0122105366679155
METHOD,SNR_X_L,10|L=1,10,CORE_LITE,,,80,80,1,0.392350533805505,0.556776436283001,0.2,0.452492235949962,44.9999999999997,71.565051177078,0.297213595499959,0.9,1.98142396999973,5.66666666666673,0.353761482156571,1.01046758890031,0,0,156.925,361.175,0.14006465,0.16925276,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_L,10|L=1,10,CORE_PLUS,,,80,80,1,0.405235262018363,0.558869736948,0.211171951669068,0.500109547745063,44.7308225428111,74.1974879073518,0.247385709021856,0.909615686941037,1.04152062851926,5.42360102442691,0.299155026856496,0.992730363612065,0.5875,0.4125,1751.4375,3551.575,1.3609973,2.19020333,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_L,10|L=1,10,TANGENT_PROFILE_SAFE,,,80,80,1,0.360555127546399,0.556776436283001,0.149974019868025,0.429201528089284,40.6123841092041,71.9411596675964,0.22310679774998,0.9,0.999999999999997,5.32455532033677,0.283102664562745,0.938778100243312,0.2875,0.7125,399.4125,872.15,4.27269595,4.80980908,0,0,0,0,NaN,NaN,NaN
PAIRWISE,SNR_X_L,10|L=1,10,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,21,57,2,0.91304347826087,0,0
PAIRWISE,SNR_X_L,10|L=1,10,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,32,28,20,0.615384615384615,0,0.0462778092712634
METHOD,SNR_X_L,10|L=4,10,CORE_LITE,,,80,80,1,0.266191405526679,0.499999999999999,0.141421356237309,0.404032654929612,26.5650511770781,77.3673808788661,0.257842712474619,0.702462112512354,1.66666666666669,4.12245089556686,0.310078105935821,0.800000000000001,0,0,156.5375,360.7875,0.1394116,0.17769398,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_L,10|L=4,10,CORE_PLUS,,,80,80,1,0.264575131106459,0.500844886101699,0.14963735611289,0.413340609633651,26.565051177078,81.5231200709949,0.247213595499959,0.724408465085751,1.23947901804972,4.23781788757709,0.28651176798954,0.768356551708632,0.5625,0.4375,2237.7625,4524.4875,1.53119665,2.64320577,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_L,10|L=4,10,TANGENT_PROFILE_SAFE,,,80,80,1,0.151853461741302,0.43110874935974,0.0805214641560682,0.300413812651492,22.9643247186946,71.5948224041941,0.2161352738599,0.655,0.996666666666667,4.00000000000002,0.232668372275817,0.739390534942527,0.65,0.35,405.65,885.0125,4.36028535,4.75791135,0,0,0,0,NaN,NaN,NaN
PAIRWISE,SNR_X_L,10|L=4,10,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,43,28,9,0.826923076923077,-0.0255130204129126,0.00652924815903962
PAIRWISE,SNR_X_L,10|L=4,10,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,46,11,23,0.666666666666667,-0.0175037461053894,0.0288606346004373
METHOD,SNR_X_L,10|L=8,10,CORE_LITE,,,80,80,1,0.250452741573595,0.49968008112651,0.141421356237309,0.341869176962471,22.5,71.5650511770779,0.256449510224598,0.6,1.10818510677892,5.32455532033677,0.291421356237309,0.602079728939614,0,0,158.4125,363.9125,0.1436692,0.16974946,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_L,10|L=8,10,CORE_PLUS,,,80,80,1,0.228042388340108,0.49329343595432,0.14142135623731,0.332283640184969,18.434948822922,61.5858094497194,0.184827920190442,0.624621125123532,0.992383776959601,5.32455532033677,0.206155281280883,0.634778247555196,0.5625,0.4375,2399.2125,4846.5375,1.5990326,2.62272901,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_L,10|L=8,10,TANGENT_PROFILE_SAFE,,,80,80,1,0.141560957983335,0.371008337180735,0.0591456239485672,0.301622776601684,19.0568427206918,58.4347831432776,0.148999999999999,0.532455532033676,0.993333333333326,3.62333336847636,0.199074724734184,0.546134539863169,0.65,0.35,406.0625,885.2125,4.3467778,4.51873887,0,0,0,0,NaN,NaN,NaN
PAIRWISE,SNR_X_L,10|L=8,10,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,42,28,10,0.807692307692308,-0.030242108513152,0.00814487703168394
PAIRWISE,SNR_X_L,10|L=8,10,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,46,15,19,0.707692307692308,-0.0178485648700819,0.019771234392398
METHOD,SNR,14,14,CORE_LITE,,,240,240,1,0.242611602552744,0.45230803644243,0.141421356237309,0.364499614791759,18.4349488229221,59.476114003426,0.200000000000001,0.573999229583519,1.2360679774998,4.65685424949238,0.265685424949237,0.602079728939614,0,0,155.341666666667,357.758333333333,0.1390463,0.1698178,0,0,0,0,NaN,NaN,NaN
METHOD,SNR,14,14,CORE_PLUS,,,240,240,1,0.227688573739057,0.481721708134546,0.141421356237309,0.360641425812316,18.4349488229221,63.4349488229221,0.207758196033469,0.603140166808134,1.00000000000001,4.40384432679781,0.237748871935279,0.659946755171422,0.55,0.45,2448.48333333333,4945.00416666667,1.810723,2.62605287,0,0,0,0,NaN,NaN,NaN
METHOD,SNR,14,14,TANGENT_PROFILE_SAFE,,,240,240,1,0.116328880399261,0.382896928850808,0.0571557238844199,0.249999999999999,17.732066643869,59.0313025983224,0.148999999999997,0.496104688205981,0.992736711028348,3.22211892770795,0.168242146547484,0.549165463975253,0.7125,0.2875,402.616666666667,878.308333333333,4.33973625,4.79075782,0,0,0,0,NaN,NaN,NaN
PAIRWISE,SNR,14,14,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,240,153,69,18,0.894736842105263,-0.0542194303561119,0
PAIRWISE,SNR,14,14,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,240,167,24,49,0.773148148148148,-0.0513671180901871,0.0209972090903861
METHOD,SNR_X_NOISE,14|WHITE,14,CORE_LITE,,,120,120,1,0.223606797749979,0.494043421926367,0.141421356237309,0.399999999999999,18.4349488229219,45.0000000000001,0.247213595499959,0.602462112512353,1.2360679774998,3.5056625295615,0.265685424949237,0.632455532033675,0,0,153.583333333333,354.25,0.13612555,0.17505462,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_NOISE,14|WHITE,14,CORE_PLUS,,,120,120,1,0.204989479113685,0.4535696357067,0.141421356237309,0.360641425812316,14.0589647008055,50.8441311866017,0.197332879242174,0.583213057793932,1.00000000000001,3.47213595499959,0.206155281280883,0.653905797278906,0.575,0.425,2333.16666666667,4714.4,1.6354999,2.59040087,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_NOISE,14|WHITE,14,TANGENT_PROFILE_SAFE,,,120,120,1,0.111966072396993,0.370593582996888,0.0556400291826228,0.223606797749978,17.0154166175454,57.6286860571273,0.148999999999997,0.494225693838452,0.993333333333325,3.01231056256178,0.158144565242917,0.511624239223824,0.766666666666667,0.233333333333333,400.733333333333,874.55,4.2992252,4.83740203,0,0,0,0,NaN,NaN,NaN
PAIRWISE,SNR_X_NOISE,14|WHITE,14,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120,79,28,13,0.858695652173913,-0.0542194303561119,0.000293404572345409
PAIRWISE,SNR_X_NOISE,14|WHITE,14,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120,80,10,30,0.727272727272727,-0.0379062972237795,0.0260525868955253
METHOD,SNR_X_NOISE,14|STAGE5_TOEPLITZ_CORRELATED,14,CORE_LITE,,,120,120,1,0.264575131106459,0.412310562561766,0.14142135623731,0.335410196624968,26.5650511770781,64.2479590583376,0.200000000000001,0.536321004339588,1.2360679774998,5.32455532033676,0.265685424949237,0.600207972893962,0,0,157.1,361.266666666667,0.14032385,0.16630052,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_NOISE,14|STAGE5_TOEPLITZ_CORRELATED,14,CORE_PLUS,,,120,120,1,0.261013507594954,0.503177680491857,0.153185285078546,0.356782989220857,26.5650511770781,71.565051177078,0.239690590426016,0.604272312723832,1.016854903745,5.03245553203368,0.265685424949237,0.696844598604692,0.525,0.475,2563.8,5175.60833333333,1.9226077,2.75290948,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_NOISE,14|STAGE5_TOEPLITZ_CORRELATED,14,TANGENT_PROFILE_SAFE,,,120,120,1,0.123382241356484,0.394784284655365,0.0607688924754729,0.284558441227157,18.1368970016127,68.5703927822078,0.148979418007782,0.503245553203367,0.990000000000007,3.27466075181689,0.181101062409316,0.550366150094216,0.658333333333333,0.341666666666667,404.5,882.066666666667,4.38140865,4.74509114,0,0,0,0,NaN,NaN,NaN
PAIRWISE,SNR_X_NOISE,14|STAGE5_TOEPLITZ_CORRELATED,14,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120,74,41,5,0.936708860759494,-0.0545548500907392,0
PAIRWISE,SNR_X_NOISE,14|STAGE5_TOEPLITZ_CORRELATED,14,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120,87,14,19,0.820754716981132,-0.0585394115561104,0.00531704952179435
METHOD,SNR_X_L,14|L=1,14,CORE_LITE,,,80,80,1,0.301039864469807,0.512007505860606,0.203077640640442,0.403112887414928,26.565051177078,64.2479590583376,0.247213595499959,0.801980390271856,1.2360679774998,5.32455532033677,0.282842712474619,0.824621125123533,0,0,154.5125,356.0125,0.1368332,0.1683165,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_L,14|L=1,14,CORE_PLUS,,,80,80,1,0.284261035562339,0.515256344330904,0.179323942490494,0.387558050427167,31.5394629135919,70.9129957248126,0.214766790781129,0.756019447506311,1.00530352310756,5.07986926847905,0.253765022422346,0.791961671353858,0.675,0.325,2067.8875,4184.025,1.55090675,2.50374561,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_L,14|L=1,14,TANGENT_PROFILE_SAFE,,,80,80,1,0.191142116242968,0.511162201815044,0.125333040931412,0.364499614791759,26.565051177078,72.9770607135221,0.147213595499958,0.734139402883033,0.990000000000013,5.03245553203368,0.199572863382863,0.78258297412745,0.5125,0.4875,402.8,878.5875,4.31034155,4.95562813,0,0,0,0,NaN,NaN,NaN
PAIRWISE,SNR_X_L,14|L=1,14,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,36,39,5,0.878048780487805,0,0
PAIRWISE,SNR_X_L,14|L=1,14,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,46,11,23,0.666666666666667,-0.0232795509363569,0.0409364307128567
METHOD,SNR_X_L,14|L=4,14,CORE_LITE,,,80,80,1,0.20925294875916,0.409791327614598,0.141421356237309,0.341869176962471,18.4349488229221,46.1309932474021,0.247213595499959,0.536321004339588,1.2360679774998,3.47213595499959,0.265685424949237,0.6,0,0,156.125,359.625,0.13985695,0.17894352,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_L,14|L=4,14,CORE_PLUS,,,80,80,1,0.20925294875916,0.497023084016761,0.141421356237309,0.401883511780938,11.5810333587564,57.835444344326,0.265685424949237,0.561135438645477,1.45757383223086,3.57643009707104,0.272376430907974,0.621619259458383,0.4875,0.5125,2566.175,5180.575,2.03630815,2.78637715,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_L,14|L=4,14,TANGENT_PROFILE_SAFE,,,80,80,1,0.10967740648558,0.302955378829088,0.044926759309925,0.206155281280884,13.7514240858294,58.9470147144188,0.149,0.499350241409348,0.993333333333331,3.01231056256178,0.164804538689017,0.544851277882462,0.775,0.225,404.1625,881.7,4.3659937,4.66183903,0,0,0,0,NaN,NaN,NaN
PAIRWISE,SNR_X_L,14|L=4,14,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,56,18,6,0.903225806451613,-0.0692645677445809,0
PAIRWISE,SNR_X_L,14|L=4,14,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,56,8,16,0.777777777777778,-0.0679515196530379,0.0192501627963924
METHOD,SNR_X_L,14|L=8,14,CORE_LITE,,,80,80,1,0.223606797749979,0.364298367176218,0.141421356237309,0.284558441227157,18.434948822922,57.0224341089104,0.200000000000001,0.532455532033676,1.00000000000001,4.72362435657681,0.206155281280883,0.594501015562696,0,0,155.3875,357.6375,0.1431273,0.16612151,0,0,0,0,NaN,NaN,NaN
