row_type,scope_type,scope_value,white_beamspace_snr_target_db,method_id,reference_method_id,comparison_id,total_count,valid_count,valid_rate,median_joint_RMSE_deg,p90_joint_RMSE_deg,median_center_error_deg,p90_center_error_deg,median_axis_error_deg,p90_axis_error_deg,median_rho_error_deg,p90_rho_error_deg,median_rho_relative_error,p90_rho_relative_error,median_separation_vector_error_deg,p90_separation_vector_error_deg,upgrade_rate,fallback_rate,mean_score_call_count,mean_SVD_call_count,median_runtime_sec,p90_runtime_sec,paired_count,wins,ties,losses,non_tie_win_rate,median_paired_delta_deg,p90_paired_delta_deg
METHOD,SNR_X_L,14|L=8,14,CORE_PLUS,,,80,80,1,0.206390733891133,0.368561136460116,0.141421356237309,0.283123051958707,14.0589647008055,50.0160015223209,0.190635959752014,0.532455532033676,0.989293141990707,4.28946863374723,0.206155281280883,0.594501015562695,0.4875,0.5125,2711.3875,5470.4125,2.141959,2.70187302,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_L,14|L=8,14,TANGENT_PROFILE_SAFE,,,80,80,1,0.0948216361465504,0.223606797749979,0.0368543858493169,0.147279220613579,9.1739626463256,45.4058029930649,0.144683214714015,0.298999999999999,0.990000000000013,2.00759481560921,0.149021745194081,0.299002775853046,0.85,0.15,400.8875,874.6375,4.32093485,4.73126774,0,0,0,0,NaN,NaN,NaN
PAIRWISE,SNR_X_L,14|L=8,14,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,61,12,7,0.897058823529412,-0.092248627244167,0
PAIRWISE,SNR_X_L,14|L=8,14,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,65,5,10,0.866666666666667,-0.0792381030902123,0.00557180727450776
METHOD,SNR,18,18,CORE_LITE,,,240,240,1,0.223606797749979,0.387604724273299,0.141421356237309,0.300000000000001,18.4349488229219,63.4349488229219,0.200000000000001,0.525404565814547,1.00000000000001,3.5056625295615,0.209316976878972,0.544851277882462,0,0,152.858333333333,352.775,0.13540875,0.17534736,0,0,0,0,NaN,NaN,NaN
METHOD,SNR,18,18,CORE_PLUS,,,240,240,1,0.211647847946854,0.394784284655366,0.141421356237309,0.320931502537947,11.0930785566307,63.4349488229219,0.201490271418402,0.525974214598692,1.00000000000001,3.8074017006187,0.215786731595981,0.59458701332433,0.525,0.475,2703.2625,5454.38333333333,2.09411585,2.7055152,0,0,0,0,NaN,NaN,NaN
METHOD,SNR,18,18,TANGENT_PROFILE_SAFE,,,240,240,1,0.0921042133256407,0.293417192251093,0.0454487123964464,0.200615528128088,9.70180521370451,45,0.131252738634737,0.366279839317187,0.990000000000005,2.17680778366294,0.149000239051529,0.400936151122195,0.775,0.225,397.154166666667,867.366666666667,4.32597745,4.72370073,0,0,0,0,NaN,NaN,NaN
PAIRWISE,SNR,18,18,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,240,170,54,16,0.913978494623656,-0.0763636115720262,0
PAIRWISE,SNR,18,18,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,240,185,20,35,0.840909090909091,-0.0721855416262375,0.00789213389506684
METHOD,SNR_X_NOISE,18|WHITE,18,CORE_LITE,,,120,120,1,0.20925294875916,0.366128868274397,0.141421356237309,0.299999999999999,0,45.0000000000001,0.200000000000001,0.465685424949237,1.00000000000001,3.47213595499959,0.206155281280883,0.471699056602831,0,0,150.275,347.608333333333,0.1320773,0.16715934,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_NOISE,18|WHITE,18,CORE_PLUS,,,120,120,1,0.197878811086546,0.365938080999599,0.141421356237309,0.300015096061668,6.36071242910991,45.0000000000001,0.21079179322739,0.464500448760748,1.00745135709201,3.47213595499959,0.225064750004819,0.54334881655744,0.566666666666667,0.433333333333333,2587.69166666667,5223.29166666667,1.9197753,2.60460557,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_NOISE,18|WHITE,18,TANGENT_PROFILE_SAFE,,,120,120,1,0.0911977394006206,0.225314547958704,0.0408644356057206,0.199999999999999,10.7205349378801,45.0506842619261,0.144824650295899,0.339160250738387,0.990000000000015,2.00000000000001,0.149008893657062,0.35376148215657,0.8,0.2,393.391666666667,859.841666666667,4.28558105,4.69878586,0,0,0,0,NaN,NaN,NaN
PAIRWISE,SNR_X_NOISE,18|WHITE,18,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120,85,24,11,0.885416666666667,-0.0734150243000121,0
PAIRWISE,SNR_X_NOISE,18|WHITE,18,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120,90,7,23,0.79646017699115,-0.0744741398288866,0.00938001548444417
METHOD,SNR_X_NOISE,18|STAGE5_TOEPLITZ_CORRELATED,18,CORE_LITE,,,120,120,1,0.250452741573595,0.398641592452701,0.141421356237309,0.335410196624968,18.4349488229221,63.4349488229221,0.200000000000001,0.532455532033676,1.00000000000001,4.68745361854309,0.265685424949237,0.544851277882463,0,0,155.441666666667,357.941666666667,0.14030175,0.17535468,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_NOISE,18|STAGE5_TOEPLITZ_CORRELATED,18,CORE_PLUS,,,120,120,1,0.258293880594446,0.43716695419859,0.143112268187677,0.331467798685602,18.4349488229221,71.5650511770779,0.200000000000001,0.54711046248152,0.994072614878871,4.65685424949238,0.206155281280883,0.618530081588326,0.483333333333333,0.516666666666667,2818.83333333333,5685.475,2.4290437,2.81829852,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_NOISE,18|STAGE5_TOEPLITZ_CORRELATED,18,TANGENT_PROFILE_SAFE,,,120,120,1,0.0932342055229329,0.346157085956926,0.0497421498008998,0.223606797749978,8.95670275682853,45,0.120408555608435,0.423791590616236,0.990000000000001,2.49559513285163,0.140922335884667,0.439846034118645,0.75,0.25,400.916666666667,874.891666666667,4.36343725,4.89484423,0,0,0,0,NaN,NaN,NaN
PAIRWISE,SNR_X_NOISE,18|STAGE5_TOEPLITZ_CORRELATED,18,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120,85,30,5,0.944444444444444,-0.0847259557194101,0
PAIRWISE,SNR_X_NOISE,18|STAGE5_TOEPLITZ_CORRELATED,18,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120,95,13,12,0.88785046728972,-0.0661565646594553,4.41850891728798e-05
METHOD,SNR_X_L,18|L=1,18,CORE_LITE,,,80,80,1,0.264575131106459,0.425504700599969,0.141421356237309,0.341869176962471,26.5650511770779,64.2479590583376,0.247213595499959,0.624621125123532,1.2360679774998,5.03245553203368,0.282842712474619,0.634209978830308,0,0,153.1,353.1,0.13521815,0.17589624,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_L,18|L=1,18,CORE_PLUS,,,80,80,1,0.277547532535429,0.47310959552116,0.156044351606548,0.339983539010824,26.5650511770779,71.565051177078,0.237521706758919,0.620943793394277,1.18501445081857,5.02525406821703,0.282842712474619,0.716866235037439,0.625,0.375,2520.075,5087.9875,1.89544085,2.73426346,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_L,18|L=1,18,TANGENT_PROFILE_SAFE,,,80,80,1,0.138402145407506,0.409945167131484,0.0698127084117776,0.299999999999999,20.3352560673737,60.8191773311369,0.137882806505698,0.525404565814547,0.99000000000001,4.24397685484214,0.165453228306211,0.544851277882462,0.65,0.35,403.75,880.4,4.2838355,4.83295598,0,0,0,0,NaN,NaN,NaN
PAIRWISE,SNR_X_L,18|L=1,18,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,49,28,3,0.942307692307692,-0.0460642709994063,0
PAIRWISE,SNR_X_L,18|L=1,18,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,60,9,11,0.845070422535211,-0.0445320518050369,0.00562453550361156
METHOD,SNR_X_L,18|L=4,18,CORE_LITE,,,80,80,1,0.223606797749979,0.375698551162431,0.141421356237309,0.303541019662496,0,46.1309932474021,0.223606797749979,0.47236243565768,1.2360679774998,3.47213595499959,0.257842712474619,0.479014278730793,0,0,153.5375,354.2875,0.1371405,0.17715297,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_L,18|L=4,18,CORE_PLUS,,,80,80,1,0.223606797749979,0.380093634999145,0.141421356237309,0.335410196624968,5.62947069015592,46.1309932474021,0.227956737466319,0.486144627966452,1.23230689617586,3.47213595499959,0.249742816310757,0.544484564760486,0.5,0.5,2678.45,5404.9375,2.18602285,2.81505258,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_L,18|L=4,18,TANGENT_PROFILE_SAFE,,,80,80,1,0.0871597005534941,0.241557573958893,0.0333549347931647,0.199999999999999,7.2096921397853,28.6507352630761,0.148999999999998,0.349655192812835,0.993333333333324,2.49257658781863,0.149038585926756,0.4,0.8125,0.1875,397.5375,868.2875,4.3360072,4.8786789,0,0,0,0,NaN,NaN,NaN
PAIRWISE,SNR_X_L,18|L=4,18,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,59,15,6,0.907692307692308,-0.0908313312831841,0
PAIRWISE,SNR_X_L,18|L=4,18,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,62,7,11,0.849315068493151,-0.0902551387386352,0.00847544175891017
METHOD,SNR_X_L,18|L=8,18,CORE_LITE,,,80,80,1,0.188745860881769,0.301039864469806,0.111803398874989,0.282842712474618,0,45.0000000000001,0.182842712474618,0.4,0.885618083164142,3.47213595499959,0.206155281280883,0.426281278913979,0,0,151.9375,350.9375,0.1353741,0.16248125,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_L,18|L=8,18,CORE_PLUS,,,80,80,1,0.164007574759958,0.301039864469807,0.141421356237309,0.282842712474618,1.97206498900033,45.0000000000001,0.154945786716589,0.392286038312463,0.886800316039816,3.47213595499959,0.199490887416649,0.402628127891398,0.45,0.55,2911.2625,5870.225,2.40498755,2.64838684,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_L,18|L=8,18,TANGENT_PROFILE_SAFE,,,80,80,1,0.0748968115991945,0.151567857610121,0.0254179318431968,0.100000000000001,5.15855706321711,29.8307331456234,0.106536817474167,0.239164493831611,0.988272410021335,1.47063306236957,0.112767782209656,0.250659442691136,0.8625,0.1375,390.175,853.4125,4.3260355,4.56983848,0,0,0,0,NaN,NaN,NaN
PAIRWISE,SNR_X_L,18|L=8,18,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,62,11,7,0.898550724637681,-0.0956322582387977,0
PAIRWISE,SNR_X_L,18|L=8,18,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,63,4,13,0.828947368421053,-0.0800129022395331,0.00475825151577805
METHOD,SNR,22,22,CORE_LITE,,,240,240,1,0.183811850990091,0.301039864469807,0.111803398874989,0.282842712474619,0,46.1309932474021,0.182842712474618,0.400000000000001,0.885618083164142,3.47213595499959,0.206155281280883,0.426281278913979,0,0,151.979166666667,350.979166666667,0.1358532,0.16176324,0,0,0,0,NaN,NaN,NaN
METHOD,SNR,22,22,CORE_PLUS,,,240,240,1,0.154802498728631,0.304127243414255,0.111803398874989,0.282842712474618,4.10416829896845,45.0000000000001,0.183741179967005,0.393119839140446,0.984313933153494,3.47213595499959,0.206155281280883,0.411061241756405,0.583333333333333,0.416666666666667,2814.20833333333,5676.24583333333,2.33084945,2.66041041,0,0,0,0,NaN,NaN,NaN
METHOD,SNR,22,22,TANGENT_PROFILE_SAFE,,,240,240,1,0.0796221922693239,0.223606797749979,0.0312288003690864,0.110408272479205,4.71386050369254,45,0.100520419647411,0.298999999999999,0.885618083164142,1.76779676918745,0.121393553154569,0.299002051112907,0.841666666666667,0.158333333333333,392.7625,858.545833333333,4.32606715,4.67176089,0,0,0,0,NaN,NaN,NaN
PAIRWISE,SNR,22,22,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,240,179,38,23,0.886138613861386,-0.0796705615672754,0
PAIRWISE,SNR,22,22,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,240,181,11,48,0.790393013100437,-0.0584074919174043,0.00976337556185772
METHOD,SNR_X_NOISE,22|WHITE,22,CORE_LITE,,,120,120,1,0.183811850990091,0.300103986446981,0.111803398874989,0.282842712474618,0,45.0000000000001,0.182842712474618,0.4,0.942809041582069,3.47213595499959,0.206155281280883,0.426281278913979,0,0,148.358333333333,343.691666666667,0.1318688,0.15759021,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_NOISE,22|WHITE,22,CORE_PLUS,,,120,120,1,0.160034362423664,0.301039864469806,0.111803398874989,0.259362212375727,2.99876177094756,45.0000000000001,0.198962646989008,0.393386139608159,0.994295802049891,3.47213595499958,0.208483460445186,0.402628127891399,0.608333333333333,0.391666666666667,2813.18333333333,5674.2,2.21458855,2.58677787,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_NOISE,22|WHITE,22,TANGENT_PROFILE_SAFE,,,120,120,1,0.0796221922693239,0.190744888201187,0.0295464817816881,0.101654130851241,4.77537820886115,45,0.0995,0.228604666786878,0.890861756483742,1.36677473197,0.121895148812656,0.241394368125193,0.858333333333333,0.141666666666667,388.441666666667,849.858333333333,4.29771285,4.66767015,0,0,0,0,NaN,NaN,NaN
PAIRWISE,SNR_X_NOISE,22|WHITE,22,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120,95,17,8,0.922330097087379,-0.090577570662045,0
PAIRWISE,SNR_X_NOISE,22|WHITE,22,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120,94,3,23,0.803418803418803,-0.0718185730674847,0.00982090219081914
METHOD,SNR_X_NOISE,22|STAGE5_TOEPLITZ_CORRELATED,22,CORE_LITE,,,120,120,1,0.170962866999255,0.303109331362084,0.111803398874989,0.282842712474619,18.434948822922,63.4349488229219,0.182842712474618,0.401568542494925,0.885618083164142,3.47213595499959,0.206155281280883,0.428374510572577,0,0,155.6,358.266666666667,0.14005175,0.16862395,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_NOISE,22|STAGE5_TOEPLITZ_CORRELATED,22,CORE_PLUS,,,120,120,1,0.141681308325435,0.360577387089951,0.111803398874989,0.282842712474619,4.53290360434805,51.1688099560543,0.15030081795115,0.378958469210715,0.885618083164142,3.47213595499959,0.203077640640442,0.411061241756405,0.558333333333333,0.441666666666667,2815.23333333333,5678.29166666667,2.3987439,2.70593023,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_NOISE,22|STAGE5_TOEPLITZ_CORRELATED,22,TANGENT_PROFILE_SAFE,,,120,120,1,0.0799058968604711,0.224111812864346,0.0326393094749165,0.114765194611221,4.71386050369254,42.6489087078905,0.102022181384374,0.347213595499958,0.813825751217273,2.17088996355085,0.120370279778348,0.358060178185524,0.825,0.175,397.083333333333,867.233333333333,4.35480005,4.6738941,0,0,0,0,NaN,NaN,NaN
PAIRWISE,SNR_X_NOISE,22|STAGE5_TOEPLITZ_CORRELATED,22,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120,84,21,15,0.848484848484849,-0.0732013859906915,0.00782750772516443
PAIRWISE,SNR_X_NOISE,22|STAGE5_TOEPLITZ_CORRELATED,22,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120,87,8,25,0.776785714285714,-0.0428890307697528,0.00954948737887884
METHOD,SNR_X_L,22|L=1,22,CORE_LITE,,,80,80,1,0.223606797749979,0.381013338771775,0.141421356237309,0.300000000000001,18.4349488229219,71.5650511770779,0.247213595499959,0.467362435657681,1.2360679774998,3.57466977624865,0.274264068711928,0.544851277882462,0,0,149.4625,345.7125,0.12982785,0.16014689,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_L,22|L=1,22,CORE_PLUS,,,80,80,1,0.20925294875916,0.380940604523505,0.111803398874989,0.300986535637905,6.14498470559017,45.4805905637514,0.247959048717386,0.533209483887432,1.07989150414658,3.59060778444886,0.255833590043161,0.554153993490942,0.575,0.425,2572.5375,5192.7,1.8291556,2.62526888,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_L,22|L=1,22,TANGENT_PROFILE_SAFE,,,80,80,1,0.104146847030568,0.299999999999999,0.0392430924691037,0.202360679774997,10.9408400823473,52.9747781362696,0.142387523988601,0.347825803796945,0.989999999999999,2.32356062459374,0.171575860731477,0.401309563867944,0.775,0.225,397.7625,868.3125,4.3226576,4.67324232,0,0,0,0,NaN,NaN,NaN
PAIRWISE,SNR_X_L,22|L=1,22,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,53,18,9,0.854838709677419,-0.0623185989105595,0.00552146923312384
PAIRWISE,SNR_X_L,22|L=1,22,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,55,6,19,0.743243243243243,-0.0433179140548176,0.0200344190948202
METHOD,SNR_X_L,22|L=4,22,CORE_LITE,,,80,80,1,0.183811850990091,0.301039864469807,0.105901699437495,0.282842712474619,0,46.8434948822922,0.13284271247462,0.4,0.885618083164142,3.47213595499959,0.206155281280883,0.400000000000001,0,0,154.9625,357.2125,0.13938725,0.16862395,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_L,22|L=4,22,CORE_PLUS,,,80,80,1,0.150271418554906,0.338116823484959,0.112261696406995,0.282842712474619,2.87934511224014,45.0000000000001,0.139974175674006,0.378958469210715,0.92034449962755,3.47213595499957,0.203077640640442,0.4,0.5875,0.4125,2858.5875,5765.2625,2.33942215,2.69831103,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_L,22|L=4,22,TANGENT_PROFILE_SAFE,,,80,80,1,0.0765317356939866,0.198332051665169,0.0233367585464325,0.100334777641479,4.44952327924293,21.5472055684879,0.115561432564886,0.303821359549996,0.989999999999987,2.00000000000001,0.120370279778348,0.35362851112381,0.8625,0.1375,394.15,861.5875,4.345111,4.58580511,0,0,0,0,NaN,NaN,NaN
PAIRWISE,SNR_X_L,22|L=4,22,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,62,11,7,0.898550724637681,-0.0758174084727713,0
PAIRWISE,SNR_X_L,22|L=4,22,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,61,5,14,0.813333333333333,-0.0635458105581232,0.00809710638780272
METHOD,SNR_X_L,22|L=8,22,CORE_LITE,,,80,80,1,0.141681308325435,0.259964492535001,0.111803398874989,0.199999999999999,0,45.0000000000001,0.13284271247462,0.347213595499958,0.885618083164142,3.47213595499959,0.206155281280883,0.353761482156572,0,0,151.5125,350.0125,0.1375651,0.15911872,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_L,22|L=8,22,CORE_PLUS,,,80,80,1,0.141681308325435,0.241851755064736,0.100558379985064,0.181253462548369,3.39037751704397,45.0000000000001,0.13284271247462,0.347213595499958,0.885618083164142,3.47213595499959,0.187337388098238,0.353761482156572,0.5875,0.4125,3011.5,6070.775,2.41611775,2.63347759,0,0,0,0,NaN,NaN,NaN
METHOD,SNR_X_L,22|L=8,22,TANGENT_PROFILE_SAFE,,,80,80,1,0.0690311105028728,0.115110468813514,0.0157542111815175,0.09842501468855,3.21288724793505,14.3968192897215,0.09448077180668,0.199000000000001,0.546822631378868,1.00842888258252,0.0990006121802236,0.200615528128089,0.8875,0.1125,386.375,845.7375,4.3068655,4.6738941,0,0,0,0,NaN,NaN,NaN
PAIRWISE,SNR_X_L,22|L=8,22,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,64,9,7,0.901408450704225,-0.0924992018948736,0
PAIRWISE,SNR_X_L,22|L=8,22,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,65,0,15,0.8125,-0.0676925000330353,0.00784585466884254
