global_trial_index,trial_id,element_trial_hash,measurement_hash,checkpoint_valid,scientific_hash,white_target_error_db,runtime_sec
17,MC1_K2_N1_L1_SP6_P1_R03,e3baddfc5e574cf21cd16341abe26c5ccc944e7b792be23991a974195ae4a237,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,a4b9a340defc4a9dbc7928047c3b4d0ef270ef60f063d7c5b7e531a859bb3ad0,3.01980662698043e-14,1.874627
18,MC1_K2_N1_L1_SP10_P1_R03,057802cda7bc64e00d0ed5e6fc6ce4bb6eab22c6dd68d92ce36575279d891a13,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,21f2251e915808aff47e0cad68c42d15295e2bfc44024fcf79290112e33d3156,2.30926389122033e-14,1.8714849
19,MC1_K2_N1_L1_SP14_P1_R03,70df56cfb51c2fd042462ab1dac3aff5b3c036221509756736bc1cd67ab6754d,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,a2bcff232bb5418f03798f1982fa1e2cb8bab579c54443ae14ec498f10e1116a,1.77635683940025e-14,1.8562359
20,MC1_K2_N1_L1_SP18_P1_R03,dad16bc15b41e0d8e8bb68b87c954276d79360164763a76e105a4da8f1c10f2f,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,b908aa72b8a54b2e3d3f51f545a4d5078f5d3d207882021b938cc8a394d0ecbd,1.77635683940025e-14,1.8762386
21,MC1_K2_N1_L1_SP22_P1_R03,1d4f657909508fcea79e9e96c8a54418d5130664d46dea810cbec8d962da9bbb,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,9f5146e0f017b86b00a3cd430c75f516c6c7ff6719eebcada379577b60d53021,0,1.8724549
22,MC1_K2_N1_L1_SM6_P1_R04,e04d5825e1797e5978882b4e4c93948c291525f781c54fb63d0e90177fdd49b1,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,ded7ea5b1d2425e0b4564499ede870a3a4846b4ee236d4a095ee0fde2b834d2b,5.32907051820075e-15,1.8655216
23,MC1_K2_N1_L1_SP0_P1_R04,84700d9504a6d5339b5c94e29f2cf091101a96da5ea43a10e70eab59e0428101,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,ce0880ddc287e7f40971f92c9e07d7635795270fc2cab251312a5be5c847600b,1.92865493310657e-15,1.8576178
24,MC1_K2_N1_L1_SP6_P1_R04,a0d433bb78c97a3ac7c4c63850d75ece8a2235c08c01918cc41c617a08a2acc2,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,6fac17df5fb992ad3b2f7d775cd5eff7a689216bea82e4d576501beb462edf71,1.77635683940025e-15,1.8478896
25,MC1_K2_N1_L1_SP10_P1_R04,5ad70c05e4e47590662a40d0f844319c1735f54a592910141b2a1fd1ffaf84f6,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,ec5930acc2cb1f1fae96b24df4e75670d6666a7c35183a6872e7df796edb04a8,3.5527136788005e-15,1.8657455
26,MC1_K2_N1_L1_SP14_P1_R04,f2b8060eedcc460224fc2e021c57e51842ba1a939d1a0691b6a1de1888c16d79,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,2d1c2b644542c22ef21ab4f97df8d542be48005173ebec2640bb3432b6195d7b,0,1.8623997
27,MC1_K2_N1_L1_SP18_P1_R04,200249da2b32d29017a1cfba13176657b5aeb6d268e9dee8df0a5f567d42f489,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,43885e87e097a8642bbf582118582fcb4b14d9557865dba1f73a2f3d874e9776,1.06581410364015e-14,1.8605115
28,MC1_K2_N1_L1_SP22_P1_R04,dd17d2cb3c91cdf7715899db61d3204ff23b0a7784e66c87a14b8e80a4a67516,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,3be41fa176983e6f378522dc0842f070bf32e453cad3385691fa2df8eb787bf7,3.5527136788005e-15,1.8304742
29,MC1_K2_N1_L1_SM6_P1_R05,2b571a0d3fc67b910492f47d33ccb6f88521e9fd55882dabc8130c2da7c32d90,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,33c9274e2c7db68a3f7e657b4aca29ce9692ed71381849ef58c673d7450bc5ea,3.5527136788005e-15,1.8297453
30,MC1_K2_N1_L1_SP0_P1_R05,3b91c902feeb05719575da880bf2e940ddcae7e541148f817732ca2e914164fd,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,beafdf393b65a342fe3271af14241dcee105234de694b63781e5eaaedafa8f02,3.85730986621315e-15,1.8387192
31,MC1_K2_N1_L1_SP6_P1_R05,55ad8ac46dff8b54e7ef1e43ef48d3d97a1e725e2fc2129d9b49a8c663eed40b,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,b71c9e5362d071ae1707a0da691a795b6d3f770de831155cf493a589e4831df7,1.24344978758018e-14,1.8419941
32,MC1_K2_N1_L1_SP10_P1_R05,8afae059f7e27cba0aac9229d007bf5cbf5088d3765d1ef8f7337ad7e7a967ea,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,f48e2a586e02563cd783b17051dc639642eb949b8b50f4abdc916d870f9cae81,1.77635683940025e-14,1.821889
33,MC1_K2_N1_L1_SP14_P1_R05,27e5ad6b371560d29ce8123a00ad08ff77e2305c02ea1aaf5a54a54d89e7d4be,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,b63a7e081bc6ba31c19c1bb22d04c0bb6bf5c349f8243d1eea43d6f3a408578f,1.24344978758018e-14,1.8228588
34,MC1_K2_N1_L1_SP18_P1_R05,dcea58675025d6607156ee334b3f9f94e73af656ecd523662671281ab52c5700,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,134f43071dba5fb76cf703b1ffd90bbba36ef832e13f9b4f338ec23732d46f80,3.5527136788005e-15,1.8180599
35,MC1_K2_N1_L1_SP22_P1_R05,947c6d6c37d7a3369782af9572729b8523a9f54069701eaa4b4608822003466d,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,1bf6497aa0d8a892ea621a72f3784e78b12110146e93e7a0d1e3b28ac8d69197,1.4210854715202e-14,1.8179783
36,MC1_K2_N1_L1_SM6_P1_R06,b886cd852e20f7ad56b7db59987b2c10b1e4353507f1f57719857aa207e3cf2e,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,ff32e0f7c3e3a6a44f262acd63d89ca60786c4385da17519abcdaf083fd42b34,5.32907051820075e-15,1.8170057
37,MC1_K2_N1_L1_SP0_P1_R06,df602269f5bc1dc2af50e0cddd08ad095ac4837050f1f1bede77292ef3f95f39,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,8fd4be7a2546d7f7f4a4d771f739d9a27753f318b2eaa9fdc3542540bb021a96,1.92865493310657e-15,1.8173904
38,MC1_K2_N1_L1_SP6_P1_R06,739c40be2c9006d39310891ecaa4f47e8d84b021535a78012fc430756f0121d3,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,91c073ac16ac866bf9d656f46f0a5ce6bc89d97eb883afc96802db38e37d0d2b,5.32907051820075e-15,1.8221679
39,MC1_K2_N1_L1_SP10_P1_R06,bad67807e8708be392eaa45abc67640c04b9e2cb59b98f9eb53db5ba2e4fb074,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,4d947c73df1d8eb280caec6d0a06c40730b671a50d10634240fb4d11dcfd452b,1.77635683940025e-15,1.8142736
40,MC1_K2_N1_L1_SP14_P1_R06,500c2bbe55168305117213ccda887ce7b8de051b19383526dbb2006dedde0d09,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,06a18e33b12b5fd08ee051eed44fbcb196fc098e0f65da1ad8778f1a9c234034,0,1.8154617
41,MC1_K2_N1_L1_SP18_P1_R06,1084636cc499d4bb65e502a202cb6a9b9ca2fd6805a75568700109f001821bd5,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,aa754f80736f861b00d8bde4b6c313dd523226489bda8b6f8b7d24c58480173c,1.4210854715202e-14,1.8170985
42,MC1_K2_N1_L1_SP22_P1_R06,42e1e07258aaa9d6c29fe175daaaff13f3d6b2bb243b234b2862e33c2c9597c6,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,a6e8a34912352d52aed34ece286eb39192c560169620f5cb4c04d24539ba9474,3.5527136788005e-15,1.8143338
43,MC1_K2_N1_L1_SM6_P1_R07,ffee7cb2eb2d640deb1f3d075e7ff39ea4224645cc1654ccc628201226544f7d,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,9f3dda84222536ca0fdfddc10f471098c9b1702079915505614ca32bda91254c,8.88178419700125e-16,1.8120126
44,MC1_K2_N1_L1_SP0_P1_R07,bbcb3d2dd2a38a0b146fbe1873c97217976d9cdab4c6cb62517f31b5e55bd7d7,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,644d39917abebdfdcd61559a9e1c2475163621ff6e1fe59fff051fe40682a835,5.78596479931973e-15,1.8151433
45,MC1_K2_N1_L1_SP6_P1_R07,6f317a80a53e6649374b56b5f82024497e177ddc32287dd7548924f21b6e39a7,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,13bf955f62f1df5f64bc3df8a2ff3d1da96087507bcf267f926bf9968016111a,8.88178419700125e-16,1.8091099
46,MC1_K2_N1_L1_SP10_P1_R07,2e277285f1533b67ec21c25a178c6455a5b13dcd913822916d63db7a560911c8,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,35a57322f62dc22c4e5620e08d191c2814fa6424eb9a8fbc3442aabf60b828ba,3.5527136788005e-15,1.845712
47,MC1_K2_N1_L1_SP14_P1_R07,d8e65615ff4eb88e2d41f80c577bc9ee7937596ee994897e0790b5f4e79193b0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,ff48e7577b9223c63f33447c2ffc745c7fae63eebd6bb4f22a508a445ed79f7f,1.24344978758018e-14,1.8122249
48,MC1_K2_N1_L1_SP18_P1_R07,c69ad205323c71adf74fba76b28fc965f8550a8608e1701b4ba55724446be4a8,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,457d8344aef6950a02f9fe0f96d0610c978473f934baa7cea1895de1c32115ec,3.5527136788005e-15,1.810861
49,MC1_K2_N1_L1_SP22_P1_R07,3e44f131eda3caf129bd51a08575ce07f3d97469285403657ad7bc73328f374e,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,a4a5a2681e1d7962a3e5741a7ce991b5066d78d7b07927bee12ab939dbd8e28f,3.5527136788005e-15,1.8135587
50,MC1_K2_N1_L1_SM6_P1_R08,7f937e14bfd71c34b1475bc4f062284e74e53c7d6c06292d0c8e6dc16f616654,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,fb2a8f33d13a72c23f6b87a4f7bc140a3392dc9a7787fddc8a85decc07ed2b70,5.32907051820075e-15,1.8091482
51,MC1_K2_N1_L1_SP0_P1_R08,898c011347a55e37c27ab0b93023bf65ad259c09dcc749f2e4da29b25af3f6c7,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,b517571080c2010b27362388664a6dbd76daae4fbbee76eec1acef2ba2952d9b,4.82163733276644e-15,1.8157204
52,MC1_K2_N1_L1_SP6_P1_R08,75796d2cb3f36382ca42406f13da046cb00f7e26a3e0415a8e6ead95ff6aeb57,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,b0c9ca47bf63dec7421fd12caf83b56cab2b27c2da06565068a02aec9bb54fe9,5.32907051820075e-15,1.8103672
53,MC1_K2_N1_L1_SP10_P1_R08,382c4110766abefc6a904ede662ad919b1ba625dfda4bdfbf633d8fc2ba9805c,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,0db68405d8429ee839b994d60f8d2a77f1ec37ba26831c837ddfe23f17c9621a,0,1.8073103
54,MC1_K2_N1_L1_SP14_P1_R08,ec143de57cc6b14c13c53d23dbcfaab55790a83ec5a750b8d7989fc637db1a5a,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,ed4596ddfcd05def445ffffd50c81bb3082265adeefa4be6d78f5a9543cec396,1.24344978758018e-14,1.8109553
55,MC1_K2_N1_L1_SP18_P1_R08,30a2a8617b822bb5cb7ea2bbf0fff3e5d95312b4f8d327ec221a854ef3703104,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,81b353f3764b6d79b42f81c44e8671fd7a71d4feb9e55fed8b5b29fe858fe22a,3.5527136788005e-15,1.8084901
56,MC1_K2_N1_L1_SP22_P1_R08,97670a2ac8f0405deaf5f745d27c5b2111d31212727010359cb8608a6dee3286,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,372a241ac87928fab6946effaf381d2a066f3727b4d88be634c415aafc7475e4,3.5527136788005e-15,1.8053098
57,MC1_K2_N1_L1_SM6_P1_R09,42434e38c16cd8b5acb39d4de661b8980f8ddb42b8376fdbff95e0ddcd49f5a6,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,800f9ad48d7ad08eeb1bde31d8ca0d5769c097d28cde765d6e5a0f65a83c4747,3.5527136788005e-15,1.8069212
58,MC1_K2_N1_L1_SP0_P1_R09,3f0e308edaa2247c02f01d3a0b6760f7e06956dd1ee77b58537b3958d9f8e430,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,c41c2fac977f15ab4bea10fc12f055f8a104be1a5ca12fe02fc279da522a1a32,1.63935669314058e-14,1.8055253
59,MC1_K2_N1_L1_SP6_P1_R09,d272f0be2817a512fe34874863e5b48a90e5ad1bc740237cd2181b212c4fa4cc,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,75f3b359da58bcb75e4ba3740250243c1991e056534ec1d034553f8074f68d98,1.06581410364015e-14,1.8076888
60,MC1_K2_N1_L1_SP10_P1_R09,b35cd68775fa046a049b18c74af0b055000fc32813e9b2c6bbe666702148880b,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,a5f639a7152f84474bce02a78eef88a6458594be5deaf167a55fa81f25247ccb,1.06581410364015e-14,1.8091276
61,MC1_K2_N1_L1_SP14_P1_R09,2385901c968d9bbf69a9b0dafade98e8bc41b2cdcc2ab14b96ec4befaaac532d,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,08edf96b9b1f65d98fbe2c4ffe6b69e99394b16086f5bf6791ad0cf8f34ca7db,1.06581410364015e-14,1.8349258
62,MC1_K2_N1_L1_SP18_P1_R09,5b55fc2b87088928ff899a33cdb4b4b50176d55e498c15c282b8b53e37f24e3a,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,8d4026a993b5b53abae3ddbc3a6aaf390424bc39ae7afb0255f9a490e3b8895b,7.105427357601e-15,1.8083651
63,MC1_K2_N1_L1_SP22_P1_R09,06009ced7b1a5518e9898326f83dad0243398b1a4107fb6569c59dacdc54f539,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,0a3a97ee5eed6d09a2e183fcda796bd8c3256a7dc349c4d5b5b467a209e7ffeb,0,4.2130641
64,MC1_K2_N1_L1_SM6_P1_R10,aeacc0c642999577f7944809bd51ff9366f7605f943a45f24f0b3a6d4c255bf8,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,3f9951d6560bae03400619ef1562f1aacaa206fb41453cbcef2e1912f056dfe6,1.77635683940025e-15,1.8089465
65,MC1_K2_N1_L1_SP0_P1_R10,ac98e263a554212c64ccc0c01ff8bab75b2c3c30f0a70becc93e0a6035fe0047,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,df77b3b71780bdcd3ed992814af5978edfadfa1102f4679010266240f9063444,9.64327466553287e-16,1.8099359
66,MC1_K2_N1_L1_SP6_P1_R10,43f2be322fe2ac16ffb91baa194f4606fc590e75ddf36930278152bd820bb524,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,78e5e83cbac4c4383b3f1f58aa3f5f12e13aee46cdd72ec178d161ae23399021,5.32907051820075e-15,1.8140509
67,MC1_K2_N1_L1_SP10_P1_R10,3e3d3641a22499e462ee06cb9d6bcd03395a343d87eda0dc2669c0307070e9e3,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,71891fc969967e63bf7f895c08787b12f3093be7fa749f7b3a0abd490d0bb578,1.06581410364015e-14,1.8605974
68,MC1_K2_N1_L1_SP14_P1_R10,b166e3af6cd82a3e366f75dd17407c20613c16834790f3bd0fe5dd4400b88f57,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,5a21f6e813f326ec5caa65e4c17e3df6b082f6bcb1be6be8a35f2117bbca64ec,3.5527136788005e-15,2.0275956
69,MC1_K2_N1_L1_SP18_P1_R10,2774d16fd87554912fc3e3eeba40cf9113019ddec9ab97048522413cb751eec2,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,dca69c75b9b01684448545a7dc3c3ef782aec640a86e32b9ffd5e86f7ae5b12b,1.06581410364015e-14,1.8143396
70,MC1_K2_N1_L1_SP22_P1_R10,877da74753fb853325319b90df551ab47179085346d260d6dc66095679f5c2ca,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,14d6893725f324b22300eb7763f9f5fd0f6a416bb5eee331622924b9fc0ca90b,0,1.8147324
71,MC1_K2_N1_L1_SM6_P2_R01,0041c3a473413333ae863fdfe5808a7be3b8454ba640d9d9456f86183f18be0d,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,8cbfe2767ec3ef3bcc23429985c02331a6375b1a89a3da04c376ba12e4648cd8,6.21724893790088e-15,1.8145775
72,MC1_K2_N1_L1_SP0_P2_R01,ba183a5459df7f9c54fefa8944a25d3f348fe8bb39d742a69f59cd19eae244d2,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,04f183ddd7ae47c9c219b70976d2b7950fd2b477a90365479c5db7fcd7b49f51,4.82163733276644e-15,1.8209303
73,MC1_K2_N1_L1_SP6_P2_R01,475fc9cdea6498dc6b017e65047ea2c8e931d4f5296272730c95e4502cd61596,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,be93b35f376e9362f70dbb48975d9e9c0940c80609e6c8315ca8d19c0af4c47c,3.5527136788005e-15,1.8296444
74,MC1_K2_N1_L1_SP10_P2_R01,19735ce04a2b47caf66c8976196857789cbd134450b95c42c96a39fc060a1413,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,f41f6113dda1ef6a0b9e9bc3f86a18a23830b77e6c4154f261d419570d3ccb83,3.5527136788005e-15,1.8218727
75,MC1_K2_N1_L1_SP14_P2_R01,27017713ed65ef21ed3311895ef7bab3a8892dee1842780d002a8adbaf4cc4c4,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,00b3672a3efb3bc132645332b4420e8ba756cb910e872c7d5dd73bed8b1d27cf,1.06581410364015e-14,1.845234
76,MC1_K2_N1_L1_SP18_P2_R01,49066aed1ae08d42e25ca0c151f040d49926d84f30e2b59cbc3752b844a0de90,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,b639bb2782f58639245aad03c46134dee1f62ab6e8d81b70162e95ee5fef81d9,7.105427357601e-15,1.8340466
77,MC1_K2_N1_L1_SP22_P2_R01,52c2ae4cf58d6a8a9bfe9d5e9f1e08e58915a555019d21e31df43cb5fa1e3421,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,03b680b107bcf1f9b169093c65244acca1b98007f2a54065866b8d298dfaaf5b,1.06581410364015e-14,1.8383272
78,MC1_K2_N1_L1_SM6_P2_R02,5c639f84da133aee45474d678ab9758bc13c505ef3114bf9742ed5ba84724bd0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,f087053a77333211e196577a6de26ede89d7bf39fa073b88c03194498130270c,8.88178419700125e-15,1.823869
79,MC1_K2_N1_L1_SP0_P2_R02,78e01da53281db9bddfdde3d1f8f937ca7d59c8c9c1e912dd5089a2a9a2a89e5,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,af7bd1da307eeeafc8a147106987810d3ec070b6dfc0654b4916509d9e44a80e,1.20540933319161e-14,1.825199
80,MC1_K2_N1_L1_SP6_P2_R02,e5ebd71f594f9078a6b491bbff9883e81508dcb1926ec358b7a6a463e2911a67,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,4cb612072639972e67842ddbac13e11e2064257897916fe23c37f6d241898a90,3.5527136788005e-15,1.8876789
81,MC1_K2_N1_L1_SP10_P2_R02,7b8b48847ba38c435902042999b03e61811e2e895a75803fee530b81d1184614,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1,abe5b1d17128a0b53e9b97ceba2daa40f6baeed9b2d74e89e11e2adfe0d851d9,8.88178419700125e-15,1.8333662
