global_trial_index,trial_id,K,mode,noise_profile_id,L,snr_db,profile_id,element_trial_hash,fit_valid,fit_status,selected_source,selected_start_id,angles_hat_deg,joint_rmse_deg,rss,loglik_concentrated,effective_rank,score_call_count,svd_call_count,runtime_sec,fixed_grid_angles_deg,fixed_grid_joint_rmse_deg,fixed_grid_rss,fixed_grid_loglik,fixed_grid_valid,fixed_grid_condition_number,continuous_rss,continuous_loglik,continuous_valid,continuous_upgrade_flag,fallback_flag,q,single_cpi_flag,same_range_doppler_cell_flag,cross_cpi_data_used_flag,tracking_input_used_flag,K_estimated_inside_module_flag,truth_used_in_fit_flag
120,V22_K2_N2_L1_SP6_P4,2,CORE_LITE,STAGE5_TOEPLITZ_CORRELATED,1,6,P4,a930f3e3185d36de8e1dbc9ebab3c33309c36cabb785c3810bc04e713bac6af9,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q1_KQ2,[8.4000000000000004 9.8000000000000007;8 10],0.20925294875916,8.42651523231689,-23.5209449152168,2,150,346,0.1506917,[8.4000000000000004 9.8000000000000007;8 10],0.20925294875916,8.42651523231689,-23.5209449152168,1,25.4246634537976,NaN,NaN,0,0,0,16.7296152696029,1,1,0,0,0,0
120,V22_K2_N2_L1_SP6_P4,2,CORE_PLUS,STAGE5_TOEPLITZ_CORRELATED,1,6,P4,a930f3e3185d36de8e1dbc9ebab3c33309c36cabb785c3810bc04e713bac6af9,1,VALID_FOR_LRT,FIXED_GRID_FALLBACK,K2_GROUPED_Q1_KQ2,[8.4000000000000004 9.8000000000000007;8 10],0.20925294875916,8.42651523231689,-23.5209449152168,2,1915,3876,1.6978249,[8.4000000000000004 9.8000000000000007;8 10],0.20925294875916,8.42651523231689,-23.5209449152168,1,25.4246634537976,NaN,NaN,0,0,1,16.7296152696029,1,1,0,0,0,0
121,V22_K2_N2_L4_SM6_P1,2,CORE_LITE,STAGE5_TOEPLITZ_CORRELATED,4,-6,P1,339b1b554338b639830516f5eb74b0a18debc2e10dfb4a7aaf693f060c0f5692,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q2_KQ1_PLUS_KQ1,[8 10;8.1999999999999993 10.199999999999999],0.141681308325435,47.8771488175348,-115.141419242282,2,151,347,0.1775393,[8 10;8.1999999999999993 10.199999999999999],0.141681308325435,47.8771488175348,-115.141419242282,1,82.673725528378,NaN,NaN,0,0,0,150.352352466174,1,1,0,0,0,0
121,V22_K2_N2_L4_SM6_P1,2,CORE_PLUS,STAGE5_TOEPLITZ_CORRELATED,4,-6,P1,339b1b554338b639830516f5eb74b0a18debc2e10dfb4a7aaf693f060c0f5692,1,VALID_FOR_LRT,FIXED_GRID_FALLBACK,K2_GROUPED_Q2_KQ1_PLUS_KQ1,[8 10;8.1999999999999993 10.199999999999999],0.141681308325435,47.8771488175348,-115.141419242282,2,3464,6973,3.0433233,[8 10;8.1999999999999993 10.199999999999999],0.141681308325435,47.8771488175348,-115.141419242282,1,82.673725528378,NaN,NaN,0,0,1,150.352352466174,1,1,0,0,0,0
122,V22_K2_N2_L4_SM6_P2,2,CORE_LITE,STAGE5_TOEPLITZ_CORRELATED,4,-6,P2,251d0b4a0a9e9180eb839d8a2537fbfb48888906379dc1116f54c65700e389e4,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q1_KQ2,[7.5999999999999996 10;8.1999999999999993 10],0.360555127546399,48.3595071535633,-115.742889487312,2,145,341,0.1637021,[7.5999999999999996 10;8.1999999999999993 10],0.360555127546399,48.3595071535633,-115.742889487312,1,12.0310840688973,NaN,NaN,0,0,0,97.4577813683262,1,1,0,0,0,0
122,V22_K2_N2_L4_SM6_P2,2,CORE_PLUS,STAGE5_TOEPLITZ_CORRELATED,4,-6,P2,251d0b4a0a9e9180eb839d8a2537fbfb48888906379dc1116f54c65700e389e4,1,KNOWN_K_FIT_VALID,CONTINUOUS_UPGRADE,B2_K2_GROUPED_Q1_KQ2,[7.5315995974922503 9.9833280404655316;8.1462395092846851 9.9833280404655316],0.416699660754256,48.0418144754067,-115.347425413302,2,2701,5454,2.2905586,[7.5999999999999996 10;8.1999999999999993 10],0.360555127546399,48.3595071535633,-115.742889487312,1,12.0310840688973,48.0418144754067,-115.347425413302,1,1,0,97.4577813683262,1,1,0,0,0,0
123,V22_K2_N2_L4_SM6_P3,2,CORE_LITE,STAGE5_TOEPLITZ_CORRELATED,4,-6,P3,f183079b7ed1252bbb81ab61be1591b61276a9c13d0afb41ecfeb25d1698db56,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q2_KQ1_PLUS_KQ1,[8.1999999999999993 9.8000000000000007;8 10],0.301039864469806,75.8872155854638,-142.77801337395,2,148,344,0.172068,[8.1999999999999993 9.8000000000000007;8 10],0.301039864469806,75.8872155854638,-142.77801337395,1,82.1816481402557,NaN,NaN,0,0,0,20.5599109911102,1,1,0,0,0,0
123,V22_K2_N2_L4_SM6_P3,2,CORE_PLUS,STAGE5_TOEPLITZ_CORRELATED,4,-6,P3,f183079b7ed1252bbb81ab61be1591b61276a9c13d0afb41ecfeb25d1698db56,1,KNOWN_K_FIT_VALID,CONTINUOUS_UPGRADE,B2_K2_GROUPED_Q1_KQ2,[7.8854713606790829 9.8000000000000007;7.8957415484255469 10.050099116765956],0.182283359639564,54.5689376471969,-122.991008215701,2,2596,5242,2.1196066,[8.1999999999999993 9.8000000000000007;8 10],0.301039864469806,75.8872155854638,-142.77801337395,1,82.1816481402557,54.5689376471969,-122.991008215701,1,1,0,20.5599109911102,1,1,0,0,0,0
124,V22_K2_N2_L4_SM6_P4,2,CORE_LITE,STAGE5_TOEPLITZ_CORRELATED,4,-6,P4,23699dcc13a403bdd61a870988aaa553a781653de99459abed82c474188a7aae,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q2_KQ1_PLUS_KQ1,[8 10;7.5999999999999996 10.199999999999999],0.379192294969721,42.1875918614537,-107.550688182861,2,150,346,0.1492388,[8 10;7.5999999999999996 10.199999999999999],0.379192294969721,42.1875918614537,-107.550688182861,1,25.4669247450977,NaN,NaN,0,0,0,16.7296152696029,1,1,0,0,0,0
124,V22_K2_N2_L4_SM6_P4,2,CORE_PLUS,STAGE5_TOEPLITZ_CORRELATED,4,-6,P4,23699dcc13a403bdd61a870988aaa553a781653de99459abed82c474188a7aae,1,VALID_FOR_LRT,FIXED_GRID_FALLBACK,K2_GROUPED_Q2_KQ1_PLUS_KQ1,[8 10;7.5999999999999996 10.199999999999999],0.379192294969721,42.1875918614537,-107.550688182861,2,3421,6888,2.9736417,[8 10;7.5999999999999996 10.199999999999999],0.379192294969721,42.1875918614537,-107.550688182861,1,25.4669247450977,NaN,NaN,0,0,1,16.7296152696029,1,1,0,0,0,0
125,V22_K2_N2_L4_SP0_P1,2,CORE_LITE,STAGE5_TOEPLITZ_CORRELATED,4,0,P1,6fe9704450119fd99a888a3d3ab9551a49e0f97d1ad57a82667884fe714b0e18,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q1_KQ2,[7.7999999999999998 9.8000000000000007;8 10],0.141681308325435,53.1759427971992,-121.439484878406,2,151,347,0.1706495,[7.7999999999999998 9.8000000000000007;8 10],0.141681308325435,53.1759427971992,-121.439484878406,1,82.4939009065805,NaN,NaN,0,0,0,150.352352466174,1,1,0,0,0,0
125,V22_K2_N2_L4_SP0_P1,2,CORE_PLUS,STAGE5_TOEPLITZ_CORRELATED,4,0,P1,6fe9704450119fd99a888a3d3ab9551a49e0f97d1ad57a82667884fe714b0e18,1,VALID_FOR_LRT,FIXED_GRID_FALLBACK,K2_GROUPED_Q1_KQ2,[7.7999999999999998 9.8000000000000007;8 10],0.141681308325435,53.1759427971992,-121.439484878406,2,3588,7221,2.9688816,[7.7999999999999998 9.8000000000000007;8 10],0.141681308325435,53.1759427971992,-121.439484878406,1,82.4939009065805,NaN,NaN,0,0,1,150.352352466174,1,1,0,0,0,0
126,V22_K2_N2_L4_SP0_P2,2,CORE_LITE,STAGE5_TOEPLITZ_CORRELATED,4,0,P2,520e29f8de57e5a87ed9b9c1cec8227ef0408bbf0edb881dc64d12ce27b338b8,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q1_KQ2,[7.7999999999999998 10;8.1999999999999993 10],0.223606797749979,43.2952952714859,-109.105757909655,2,200,456,0.1973774,[7.7999999999999998 10;8.1999999999999993 10],0.223606797749979,43.2952952714859,-109.105757909655,1,27.8107058809641,NaN,NaN,0,0,0,97.4577813683262,1,1,0,0,0,0
126,V22_K2_N2_L4_SP0_P2,2,CORE_PLUS,STAGE5_TOEPLITZ_CORRELATED,4,0,P2,520e29f8de57e5a87ed9b9c1cec8227ef0408bbf0edb881dc64d12ce27b338b8,1,KNOWN_K_FIT_VALID,CONTINUOUS_UPGRADE,B2_K2_GROUPED_Q1_KQ2,[7.7518044651962574 10.007326467520146;8.226291085374946 10.007326467520146],0.251774193281515,43.0136903052589,-108.714226070462,2,2876,5810,2.3714784,[7.7999999999999998 10;8.1999999999999993 10],0.223606797749979,43.2952952714859,-109.105757909655,1,27.8107058809641,43.0136903052589,-108.714226070462,1,1,0,97.4577813683262,1,1,0,0,0,0
127,V22_K2_N2_L4_SP0_P3,2,CORE_LITE,STAGE5_TOEPLITZ_CORRELATED,4,0,P3,9138eda209e798cf5542896005b8930253c979c4fcf3ed91db7009e8ef3feeac,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q2_KQ1_PLUS_KQ1,[8 10;7.7999999999999998 10.199999999999999],0.103077640640442,58.1787430544573,-126.834322322059,2,148,344,0.1479093,[8 10;7.7999999999999998 10.199999999999999],0.103077640640442,58.1787430544573,-126.834322322059,1,82.326970048238,NaN,NaN,0,0,0,20.5599109911102,1,1,0,0,0,0
127,V22_K2_N2_L4_SP0_P3,2,CORE_PLUS,STAGE5_TOEPLITZ_CORRELATED,4,0,P3,9138eda209e798cf5542896005b8930253c979c4fcf3ed91db7009e8ef3feeac,1,VALID_FOR_LRT,FIXED_GRID_FALLBACK,K2_GROUPED_Q2_KQ1_PLUS_KQ1,[8 10;7.7999999999999998 10.199999999999999],0.103077640640442,58.1787430544573,-126.834322322059,2,3541,7130,2.8315875,[8 10;7.7999999999999998 10.199999999999999],0.103077640640442,58.1787430544573,-126.834322322059,1,82.326970048238,NaN,NaN,0,0,1,20.5599109911102,1,1,0,0,0,0
128,V22_K2_N2_L4_SP0_P4,2,CORE_LITE,STAGE5_TOEPLITZ_CORRELATED,4,0,P4,e9abdf70983c513fa5fcefe6838db1f486f77ecd78893110810f339a4f24b32c,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q2_KQ1_PLUS_KQ1,[8.1999999999999993 9.8000000000000007;8 10],0.104201076655997,44.6159655507854,-110.90862543524,2,150,346,0.1578207,[8.1999999999999993 9.8000000000000007;8 10],0.104201076655997,44.6159655507854,-110.90862543524,1,82.1816481402557,NaN,NaN,0,0,0,16.7296152696029,1,1,0,0,0,0
128,V22_K2_N2_L4_SP0_P4,2,CORE_PLUS,STAGE5_TOEPLITZ_CORRELATED,4,0,P4,e9abdf70983c513fa5fcefe6838db1f486f77ecd78893110810f339a4f24b32c,1,KNOWN_K_FIT_VALID,CONTINUOUS_UPGRADE,B2_K2_GROUPED_Q2_KQ1_PLUS_KQ1,[8.1071541310022006 9.8414947183729993;8.0873936697487707 10.199999999999999],0.162382372974443,35.5548796327912,-97.2877638945844,2,2685,5418,2.1914222,[8.1999999999999993 9.8000000000000007;8 10],0.104201076655997,44.6159655507854,-110.90862543524,1,82.1816481402557,35.5548796327912,-97.2877638945844,1,1,0,16.7296152696029,1,1,0,0,0,0
129,V22_K2_N2_L4_SP6_P1,2,CORE_LITE,STAGE5_TOEPLITZ_CORRELATED,4,6,P1,1c983fd6daa29509b3912b13e62a4f1a42f14c293aac9e4a88daa3297a53cbbb,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q1_KQ2,[7.7999999999999998 9.8000000000000007;8 10],0.141681308325435,61.7837523332855,-130.441544777783,2,168,384,0.1647436,[7.7999999999999998 9.8000000000000007;8 10],0.141681308325435,61.7837523332855,-130.441544777783,1,82.4939009065805,NaN,NaN,0,0,0,150.352352466174,1,1,0,0,0,0
129,V22_K2_N2_L4_SP6_P1,2,CORE_PLUS,STAGE5_TOEPLITZ_CORRELATED,4,6,P1,1c983fd6daa29509b3912b13e62a4f1a42f14c293aac9e4a88daa3297a53cbbb,1,KNOWN_K_FIT_VALID,CONTINUOUS_UPGRADE,B2_K2_GROUPED_Q2_KQ1_PLUS_KQ1,[7.8982661357493393 9.8972628675009204;8.0781452215441671 10.077179384591151],0.0286692988510614,56.0283331811443,-124.574570164582,2,3565,7179,2.933797,[7.7999999999999998 9.8000000000000007;8 10],0.141681308325435,61.7837523332855,-130.441544777783,1,82.4939009065805,56.0283331811443,-124.574570164582,1,1,0,150.352352466174,1,1,0,0,0,0
130,V22_K2_N2_L4_SP6_P2,2,CORE_LITE,STAGE5_TOEPLITZ_CORRELATED,4,6,P2,7dfdf298886bbefdb89ffeac8ffe1d925f406c25daf70788c1750561c049996e,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q1_KQ2,[8 10;8.1999999999999993 10],0.0999999999999996,49.732567968058,-117.422719993693,2,145,341,0.175217,[8 10;8.1999999999999993 10],0.0999999999999996,49.732567968058,-117.422719993693,1,113.029733876636,NaN,NaN,0,0,0,97.4577813683262,1,1,0,0,0,0
130,V22_K2_N2_L4_SP6_P2,2,CORE_PLUS,STAGE5_TOEPLITZ_CORRELATED,4,6,P2,7dfdf298886bbefdb89ffeac8ffe1d925f406c25daf70788c1750561c049996e,1,KNOWN_K_FIT_VALID,CONTINUOUS_UPGRADE,B2_K2_GROUPED_Q1_KQ2,[8.0786793123965737 9.9970204118124695;8.3089232678332259 10.001465762772161],0.016510948412764,49.2539623963021,-116.84250856538,2,2197,4446,1.9438725,[8 10;8.1999999999999993 10],0.0999999999999996,49.732567968058,-117.422719993693,1,113.029733876636,49.2539623963021,-116.84250856538,1,1,0,97.4577813683262,1,1,0,0,0,0
131,V22_K2_N2_L4_SP6_P3,2,CORE_LITE,STAGE5_TOEPLITZ_CORRELATED,4,6,P3,af3efcd9a6cd84da3424f87cb95df82d75c87751802850867a316f6a342f67d2,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q1_KQ2,[7.7999999999999998 10;8 10.199999999999999],0.103077640640442,54.359272044836,-122.760031286714,2,151,347,0.1731323,[7.7999999999999998 10;8 10.199999999999999],0.103077640640442,54.359272044836,-122.760031286714,1,82.5975462311329,NaN,NaN,0,0,0,20.5599109911102,1,1,0,0,0,0
131,V22_K2_N2_L4_SP6_P3,2,CORE_PLUS,STAGE5_TOEPLITZ_CORRELATED,4,6,P3,af3efcd9a6cd84da3424f87cb95df82d75c87751802850867a316f6a342f67d2,1,KNOWN_K_FIT_VALID,CONTINUOUS_UPGRADE,B2_K2_GROUPED_Q1_KQ2,[7.8637793511352951 10.111591394725082;8.0538429179594022 10.111591394725082],0.135089414229592,50.5664514900927,-118.420419959996,2,2772,5590,2.5025209,[7.7999999999999998 10;8 10.199999999999999],0.103077640640442,54.359272044836,-122.760031286714,1,82.5975462311329,50.5664514900927,-118.420419959996,1,1,0,20.5599109911102,1,1,0,0,0,0
132,V22_K2_N2_L4_SP6_P4,2,CORE_LITE,STAGE5_TOEPLITZ_CORRELATED,4,6,P4,35af2a851d624903e90041062ba21eab10b193484d46aed9594d8f05732c7b3b,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q1_KQ2,[8.4000000000000004 9.8000000000000007;8 10],0.20925294875916,76.6764365518393,-143.398786142899,2,170,386,0.1982198,[8.4000000000000004 9.8000000000000007;8 10],0.20925294875916,76.6764365518393,-143.398786142899,1,25.4246634537976,NaN,NaN,0,0,0,16.7296152696029,1,1,0,0,0,0
132,V22_K2_N2_L4_SP6_P4,2,CORE_PLUS,STAGE5_TOEPLITZ_CORRELATED,4,6,P4,35af2a851d624903e90041062ba21eab10b193484d46aed9594d8f05732c7b3b,1,KNOWN_K_FIT_VALID,CONTINUOUS_UPGRADE,B2_K2_GROUPED_Q2_KQ1_PLUS_KQ1,[8.1773139206750276 9.8000000000000007;8.0807777202906035 10],0.0876888321038049,59.5229766924167,-128.204863472096,2,2137,4322,1.7552011,[8.4000000000000004 9.8000000000000007;8 10],0.20925294875916,76.6764365518393,-143.398786142899,1,25.4246634537976,59.5229766924167,-128.204863472096,1,1,0,16.7296152696029,1,1,0,0,0,0
133,V22_K2_N2_L8_SM6_P1,2,CORE_LITE,STAGE5_TOEPLITZ_CORRELATED,8,-6,P1,1e8c604ee405ff4c3536337cf7dced4e4ea31122061551f479ecc7199d29655b,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q1_KQ2,[7.7999999999999998 9.8000000000000007;8 10],0.141681308325435,91.3598813438757,-224.645350823852,2,131,307,0.1402797,[7.7999999999999998 9.8000000000000007;8 10],0.141681308325435,91.3598813438757,-224.645350823852,1,82.4939009065805,NaN,NaN,0,0,0,150.352352466174,1,1,0,0,0,0
133,V22_K2_N2_L8_SM6_P1,2,CORE_PLUS,STAGE5_TOEPLITZ_CORRELATED,8,-6,P1,1e8c604ee405ff4c3536337cf7dced4e4ea31122061551f479ecc7199d29655b,1,VALID_FOR_LRT,FIXED_GRID_FALLBACK,K2_GROUPED_Q1_KQ2,[7.7999999999999998 9.8000000000000007;8 10],0.141681308325435,91.3598813438757,-224.645350823852,2,3488,7021,2.8297874,[7.7999999999999998 9.8000000000000007;8 10],0.141681308325435,91.3598813438757,-224.645350823852,1,82.4939009065805,NaN,NaN,0,0,1,150.352352466174,1,1,0,0,0,0
134,V22_K2_N2_L8_SM6_P2,2,CORE_LITE,STAGE5_TOEPLITZ_CORRELATED,8,-6,P2,1f209b44f28b9b6c23367d5f5343ba1aab86a6614d78906394bd82e7ae5a9f06,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q1_KQ2,[7.5999999999999996 10;8.1999999999999993 10],0.360555127546399,101.779599342401,-237.605739325693,2,130,306,0.1432329,[7.5999999999999996 10;8.1999999999999993 10],0.360555127546399,101.779599342401,-237.605739325693,1,12.0310840688973,NaN,NaN,0,0,0,97.4577813683262,1,1,0,0,0,0
134,V22_K2_N2_L8_SM6_P2,2,CORE_PLUS,STAGE5_TOEPLITZ_CORRELATED,8,-6,P2,1f209b44f28b9b6c23367d5f5343ba1aab86a6614d78906394bd82e7ae5a9f06,1,VALID_FOR_LRT,FIXED_GRID_FALLBACK,K2_GROUPED_Q1_KQ2,[7.5999999999999996 10;8.1999999999999993 10],0.360555127546399,101.779599342401,-237.605739325693,2,3489,7024,2.8445281,[7.5999999999999996 10;8.1999999999999993 10],0.360555127546399,101.779599342401,-237.605739325693,1,12.0310840688973,NaN,NaN,0,0,1,97.4577813683262,1,1,0,0,0,0
135,V22_K2_N2_L8_SM6_P3,2,CORE_LITE,STAGE5_TOEPLITZ_CORRELATED,8,-6,P3,5949f1b178bc7853cbfcecfaaad175427185c7ac9cf99ecdb4874f440e448a7a,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q1_KQ2,[8 9.8000000000000007;7.7999999999999998 10.199999999999999],0.188745860881769,101.440314011978,-237.205047515452,2,171,387,0.1831376,[8 9.8000000000000007;7.7999999999999998 10.199999999999999],0.188745860881769,101.440314011978,-237.205047515452,1,45.2930864127447,NaN,NaN,0,0,0,20.5599109911102,1,1,0,0,0,0
135,V22_K2_N2_L8_SM6_P3,2,CORE_PLUS,STAGE5_TOEPLITZ_CORRELATED,8,-6,P3,5949f1b178bc7853cbfcecfaaad175427185c7ac9cf99ecdb4874f440e448a7a,1,KNOWN_K_FIT_VALID,CONTINUOUS_UPGRADE,B2_K2_GROUPED_Q2_KQ1_PLUS_KQ1,[7.9054554272819448 10;7.886653287583119 10.199999999999999],0.0269990409011835,94.8136720133234,-229.098211377542,2,1945,3937,1.6041625,[8 9.8000000000000007;7.7999999999999998 10.199999999999999],0.188745860881769,101.440314011978,-237.205047515452,1,45.2930864127447,94.8136720133234,-229.098211377542,1,1,0,20.5599109911102,1,1,0,0,0,0
136,V22_K2_N2_L8_SM6_P4,2,CORE_LITE,STAGE5_TOEPLITZ_CORRELATED,8,-6,P4,f5910dc48e1f3da7089499ba4bc0343155f5f07daf7ea0974a6f71c833691128,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q2_KQ1_PLUS_KQ1,[8.1999999999999993 9.8000000000000007;8 10],0.104201076655997,103.103577185619,-239.156667571215,2,130,306,0.1376918,[8.1999999999999993 9.8000000000000007;8 10],0.104201076655997,103.103577185619,-239.156667571215,1,82.1816481402557,NaN,NaN,0,0,0,16.7296152696029,1,1,0,0,0,0
136,V22_K2_N2_L8_SM6_P4,2,CORE_PLUS,STAGE5_TOEPLITZ_CORRELATED,8,-6,P4,f5910dc48e1f3da7089499ba4bc0343155f5f07daf7ea0974a6f71c833691128,1,VALID_FOR_LRT,FIXED_GRID_FALLBACK,K2_GROUPED_Q2_KQ1_PLUS_KQ1,[8.1999999999999993 9.8000000000000007;8 10],0.104201076655997,103.103577185619,-239.156667571215,2,2142,4331,1.7386259,[8.1999999999999993 9.8000000000000007;8 10],0.104201076655997,103.103577185619,-239.156667571215,1,82.1816481402557,105.210055935489,-241.583643305165,1,0,1,16.7296152696029,1,1,0,0,0,0
137,V22_K2_N2_L8_SP0_P1,2,CORE_LITE,STAGE5_TOEPLITZ_CORRELATED,8,0,P1,46d1702a556d93d836fcbcbd1a116836bf92f7f0e262cd4e4f57e8552e8ffb32,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q1_KQ2,[8 10;8.1999999999999993 10.199999999999999],0.141681308325435,122.699957867928,-260.037618169139,2,170,386,0.1728008,[8 10;8.1999999999999993 10.199999999999999],0.141681308325435,122.699957867928,-260.037618169139,1,82.673725528378,NaN,NaN,0,0,0,150.352352466174,1,1,0,0,0,0
137,V22_K2_N2_L8_SP0_P1,2,CORE_PLUS,STAGE5_TOEPLITZ_CORRELATED,8,0,P1,46d1702a556d93d836fcbcbd1a116836bf92f7f0e262cd4e4f57e8552e8ffb32,1,VALID_FOR_LRT,FIXED_GRID_FALLBACK,K2_GROUPED_Q1_KQ2,[8 10;8.1999999999999993 10.199999999999999],0.141681308325435,122.699957867928,-260.037618169139,2,3508,7062,2.8379542,[8 10;8.1999999999999993 10.199999999999999],0.141681308325435,122.699957867928,-260.037618169139,1,82.673725528378,NaN,NaN,0,0,1,150.352352466174,1,1,0,0,0,0
138,V22_K2_N2_L8_SP0_P2,2,CORE_LITE,STAGE5_TOEPLITZ_CORRELATED,8,0,P2,1af71ccdd9e914b3be02037fb0f01f4d899573d163a8ae415a813bfad61be7ca,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q1_KQ2,[8 10;8.1999999999999993 10],0.0999999999999996,98.245215620107,-233.364563598298,2,145,341,0.1771552,[8 10;8.1999999999999993 10],0.0999999999999996,98.245215620107,-233.364563598298,1,113.029733876636,NaN,NaN,0,0,0,97.4577813683262,1,1,0,0,0,0
138,V22_K2_N2_L8_SP0_P2,2,CORE_PLUS,STAGE5_TOEPLITZ_CORRELATED,8,0,P2,1af71ccdd9e914b3be02037fb0f01f4d899573d163a8ae415a813bfad61be7ca,1,KNOWN_K_FIT_VALID,CONTINUOUS_UPGRADE,B2_K2_GROUPED_Q1_KQ2,[8.1031198113798943 10.001480922512645;8.3032019984562631 10.001480922512645],0.00349086523207034,97.9943550043354,-233.057762169875,2,2054,4160,1.6740967,[8 10;8.1999999999999993 10],0.0999999999999996,98.245215620107,-233.364563598298,1,113.029733876636,97.9943550043354,-233.057762169875,1,1,0,97.4577813683262,1,1,0,0,0,0
139,V22_K2_N2_L8_SP0_P3,2,CORE_LITE,STAGE5_TOEPLITZ_CORRELATED,8,0,P3,c820fd9904a7d50717f942fe58d1410c7f2574b0008de33052911daae77f7dfa,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q1_KQ2,[8 10;7.7999999999999998 10.199999999999999],0.103077640640442,128.809877346815,-265.869076952706,2,131,307,0.1386075,[8 10;7.7999999999999998 10.199999999999999],0.103077640640442,128.809877346815,-265.869076952706,1,82.326970048238,NaN,NaN,0,0,0,20.5599109911102,1,1,0,0,0,0
139,V22_K2_N2_L8_SP0_P3,2,CORE_PLUS,STAGE5_TOEPLITZ_CORRELATED,8,0,P3,c820fd9904a7d50717f942fe58d1410c7f2574b0008de33052911daae77f7dfa,1,VALID_FOR_LRT,FIXED_GRID_FALLBACK,K2_GROUPED_Q1_KQ2,[8 10;7.7999999999999998 10.199999999999999],0.103077640640442,128.809877346815,-265.869076952706,2,2408,4862,2.1573565,[8 10;7.7999999999999998 10.199999999999999],0.103077640640442,128.809877346815,-265.869076952706,1,82.326970048238,145.212518466473,-280.252374849067,1,0,1,20.5599109911102,1,1,0,0,0,0
140,V22_K2_N2_L8_SP0_P4,2,CORE_LITE,STAGE5_TOEPLITZ_CORRELATED,8,0,P4,4558e9db6ad5b4c73f5fcb8d6d23067e3146ffa643ae62133229518eec794bd1,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q1_KQ2,[8.1999999999999993 9.8000000000000007;8.5999999999999996 9.8000000000000007],0.375310357406065,166.530663187059,-296.690111858102,2,108,264,0.1636224,[8.1999999999999993 9.8000000000000007;8.5999999999999996 9.8000000000000007],0.375310357406065,166.530663187059,-296.690111858102,1,27.7501997859844,NaN,NaN,0,0,0,16.7296152696029,1,1,0,0,0,0
140,V22_K2_N2_L8_SP0_P4,2,CORE_PLUS,STAGE5_TOEPLITZ_CORRELATED,8,0,P4,4558e9db6ad5b4c73f5fcb8d6d23067e3146ffa643ae62133229518eec794bd1,1,KNOWN_K_FIT_VALID,CONTINUOUS_UPGRADE,B2_K2_GROUPED_Q1_KQ2,[8.2023585527424014 9.8634010094906568;8.5999999999999996 9.8634010094906568],0.355217220338714,137.344065220441,-273.567281460559,2,2050,4149,1.8586523,[8.1999999999999993 9.8000000000000007;8.5999999999999996 9.8000000000000007],0.375310357406065,166.530663187059,-296.690111858102,1,27.7501997859844,137.344065220441,-273.567281460559,1,1,0,16.7296152696029,1,1,0,0,0,0
141,V22_K2_N2_L8_SP6_P1,2,CORE_LITE,STAGE5_TOEPLITZ_CORRELATED,8,6,P1,9fd614a5b7c1a35d77fcf97ff04876ee79d9533d12a1a016e9107b9795cfc613,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q1_KQ2,[7.7999999999999998 9.8000000000000007;8 10],0.141681308325435,125.08002337681,-262.343023506221,2,151,347,0.1515727,[7.7999999999999998 9.8000000000000007;8 10],0.141681308325435,125.08002337681,-262.343023506221,1,82.4939009065805,NaN,NaN,0,0,0,150.352352466174,1,1,0,0,0,0
