global_trial_index,trial_id,K,mode,noise_profile_id,L,snr_db,profile_id,element_trial_hash,fit_valid,fit_status,selected_source,selected_start_id,angles_hat_deg,joint_rmse_deg,rss,loglik_concentrated,effective_rank,score_call_count,svd_call_count,runtime_sec,fixed_grid_angles_deg,fixed_grid_joint_rmse_deg,fixed_grid_rss,fixed_grid_loglik,fixed_grid_valid,fixed_grid_condition_number,continuous_rss,continuous_loglik,continuous_valid,continuous_upgrade_flag,fallback_flag,q,single_cpi_flag,same_range_doppler_cell_flag,cross_cpi_data_used_flag,tracking_input_used_flag,K_estimated_inside_module_flag,truth_used_in_fit_flag
98,V22_K2_N1_L8_SM6_P2,2,CORE_LITE,WHITE,8,-6,P2,d227fa0ac0500a07bf978f0f9a3532ca92f8f14f1e1f1cd1ba66e020c5242fc4,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q1_KQ2,[8.1999999999999993 10;8.5999999999999996 10],0.223606797749979,88.0987973603187,-220.283643008235,2,128,304,0.1404899,[8.1999999999999993 10;8.5999999999999996 10],0.223606797749979,88.0987973603187,-220.283643008235,1,39.7074293927789,NaN,NaN,0,0,0,51.8069369025886,1,1,0,0,0,0
98,V22_K2_N1_L8_SM6_P2,2,CORE_PLUS,WHITE,8,-6,P2,d227fa0ac0500a07bf978f0f9a3532ca92f8f14f1e1f1cd1ba66e020c5242fc4,1,VALID_FOR_LRT,FIXED_GRID_FALLBACK,K2_GROUPED_Q1_KQ2,[8.1999999999999993 10;8.5999999999999996 10],0.223606797749979,88.0987973603187,-220.283643008235,2,3613,7274,2.9784625,[8.1999999999999993 10;8.5999999999999996 10],0.223606797749979,88.0987973603187,-220.283643008235,1,39.7074293927789,NaN,NaN,0,0,1,51.8069369025886,1,1,0,0,0,0
99,V22_K2_N1_L8_SM6_P3,2,CORE_LITE,WHITE,8,-6,P3,36d238555c6c9c0d9674efc8e35aaf23c1573cfe07a0ad3e207f90d938f88d1a,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q1_KQ2,[8.1999999999999993 9.8000000000000007;8 10],0.301039864469806,119.033526255979,-256.397199569166,2,170,386,0.2039013,[8.1999999999999993 9.8000000000000007;8 10],0.301039864469806,119.033526255979,-256.397199569166,1,105.450880951862,NaN,NaN,0,0,0,15.0068023543143,1,1,0,0,0,0
99,V22_K2_N1_L8_SM6_P3,2,CORE_PLUS,WHITE,8,-6,P3,36d238555c6c9c0d9674efc8e35aaf23c1573cfe07a0ad3e207f90d938f88d1a,1,KNOWN_K_FIT_VALID,CONTINUOUS_UPGRADE,B2_K2_GROUPED_Q2_KQ1_PLUS_KQ1,[7.9095359710688324 9.8923433223021568;7.9315321055010468 10.199999999999999],0.0982547773886448,112.845504188572,-249.990936805449,2,529,1105,0.5323662,[8.1999999999999993 9.8000000000000007;8 10],0.301039864469806,119.033526255979,-256.397199569166,1,105.450880951862,112.845504188572,-249.990936805449,1,1,0,15.0068023543143,1,1,0,0,0,0
100,V22_K2_N1_L8_SM6_P4,2,CORE_LITE,WHITE,8,-6,P4,576c3399a364972a9a446d5567b9f00381cf0de13c03067fd753add624020e02,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q2_KQ1_PLUS_KQ1,[8.1999999999999993 10;8.1999999999999993 10.199999999999999],0.194753516497481,125.759523953153,-262.993162365756,2,129,305,0.1750805,[8.1999999999999993 10;8.1999999999999993 10.199999999999999],0.194753516497481,125.759523953153,-262.993162365756,1,311.459519967013,NaN,NaN,0,0,0,9.83738744086221,1,1,0,0,0,0
100,V22_K2_N1_L8_SM6_P4,2,CORE_PLUS,WHITE,8,-6,P4,576c3399a364972a9a446d5567b9f00381cf0de13c03067fd753add624020e02,1,VALID_FOR_LRT,FIXED_GRID_FALLBACK,K2_GROUPED_Q2_KQ1_PLUS_KQ1,[8.1999999999999993 10;8.1999999999999993 10.199999999999999],0.194753516497481,125.759523953153,-262.993162365756,2,2335,4718,2.0327618,[8.1999999999999993 10;8.1999999999999993 10.199999999999999],0.194753516497481,125.759523953153,-262.993162365756,1,311.459519967013,130.85665175607,-267.7608726868,1,0,1,9.83738744086221,1,1,0,0,0,0
101,V22_K2_N1_L8_SP0_P1,2,CORE_LITE,WHITE,8,0,P1,b8fbdc9b19dab91f8ba3a0d7e35648c6f4e2e867ad885402929e335c34157165,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q2_KQ1_PLUS_KQ1,[7.7999999999999998 9.8000000000000007;8.1999999999999993 10.199999999999999],0.132842712474619,95.6125827456126,-230.105108777002,2,150,346,0.1584302,[7.7999999999999998 9.8000000000000007;8.1999999999999993 10.199999999999999],0.132842712474619,95.6125827456126,-230.105108777002,1,26.3156839857755,NaN,NaN,0,0,0,88.1505156159949,1,1,0,0,0,0
101,V22_K2_N1_L8_SP0_P1,2,CORE_PLUS,WHITE,8,0,P1,b8fbdc9b19dab91f8ba3a0d7e35648c6f4e2e867ad885402929e335c34157165,1,KNOWN_K_FIT_VALID,CONTINUOUS_UPGRADE,B2_K2_GROUPED_Q2_KQ1_PLUS_KQ1,[7.8590665917431934 9.8677061078650645;8.2279411013024166 10.199999999999999],0.113094574680986,93.9839542139489,-228.043465309785,2,3199,6445,2.5755172,[7.7999999999999998 9.8000000000000007;8.1999999999999993 10.199999999999999],0.132842712474619,95.6125827456126,-230.105108777002,1,26.3156839857755,93.9839542139489,-228.043465309785,1,1,0,88.1505156159949,1,1,0,0,0,0
102,V22_K2_N1_L8_SP0_P2,2,CORE_LITE,WHITE,8,0,P2,c52d05d68c27a44d3c397c7d3ffd49e9c324736e38a73bc356fddaef30818875,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q1_KQ2,[8 10;8.4000000000000004 10],0.100000000000001,94.0680279662665,-228.150763843236,2,146,342,0.1536842,[8 10;8.4000000000000004 10],0.100000000000001,94.0680279662665,-228.150763843236,1,39.7038175603639,NaN,NaN,0,0,0,51.8069369025886,1,1,0,0,0,0
102,V22_K2_N1_L8_SP0_P2,2,CORE_PLUS,WHITE,8,0,P2,c52d05d68c27a44d3c397c7d3ffd49e9c324736e38a73bc356fddaef30818875,1,VALID_FOR_LRT,FIXED_GRID_FALLBACK,K2_GROUPED_Q1_KQ2,[8 10;8.4000000000000004 10],0.100000000000001,94.0680279662665,-228.150763843236,2,1792,3634,1.473639,[8 10;8.4000000000000004 10],0.100000000000001,94.0680279662665,-228.150763843236,1,39.7038175603639,NaN,NaN,0,0,1,51.8069369025886,1,1,0,0,0,0
103,V22_K2_N1_L8_SP0_P3,2,CORE_LITE,WHITE,8,0,P3,8f5eb227bda2ff4a1aff5beb83a0a759e473eb88467f1e0e4378ff0864485258,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q1_KQ2,[8 10;7.7999999999999998 10.199999999999999],0.103077640640442,112.868478887769,-250.01536563237,2,131,307,0.1350128,[8 10;7.7999999999999998 10.199999999999999],0.103077640640442,112.868478887769,-250.01536563237,1,105.645262312473,NaN,NaN,0,0,0,15.0068023543143,1,1,0,0,0,0
103,V22_K2_N1_L8_SP0_P3,2,CORE_PLUS,WHITE,8,0,P3,8f5eb227bda2ff4a1aff5beb83a0a759e473eb88467f1e0e4378ff0864485258,1,KNOWN_K_FIT_VALID,CONTINUOUS_UPGRADE,B2_K2_GROUPED_Q1_KQ2,[7.4000000000000004 10.075667436621647;7.9436843012060301 10.089739143598994],0.361762989358987,105.315077990083,-241.703369129456,2,2552,5151,2.0668128,[8 10;7.7999999999999998 10.199999999999999],0.103077640640442,112.868478887769,-250.01536563237,1,105.645262312473,105.315077990083,-241.703369129456,1,1,0,15.0068023543143,1,1,0,0,0,0
104,V22_K2_N1_L8_SP0_P4,2,CORE_LITE,WHITE,8,0,P4,5141efd917907e8033108309a3dae9a8264a9927916dbd8ca84bcd5d2b2c3631,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q1_KQ2,[8.1999999999999993 9.8000000000000007;7.7999999999999998 10.199999999999999],0.258293880594446,107.793246637797,-244.494378292212,2,151,347,0.163066,[8.1999999999999993 9.8000000000000007;7.7999999999999998 10.199999999999999],0.258293880594446,107.793246637797,-244.494378292212,1,26.2159349734712,NaN,NaN,0,0,0,9.83738744086221,1,1,0,0,0,0
104,V22_K2_N1_L8_SP0_P4,2,CORE_PLUS,WHITE,8,0,P4,5141efd917907e8033108309a3dae9a8264a9927916dbd8ca84bcd5d2b2c3631,1,VALID_FOR_LRT,FIXED_GRID_FALLBACK,K2_GROUPED_Q1_KQ2,[8.1999999999999993 9.8000000000000007;7.7999999999999998 10.199999999999999],0.258293880594446,107.793246637797,-244.494378292212,2,2344,4734,1.9625319,[8.1999999999999993 9.8000000000000007;7.7999999999999998 10.199999999999999],0.258293880594446,107.793246637797,-244.494378292212,1,26.2159349734712,114.525006029307,-251.763760258364,1,0,1,9.83738744086221,1,1,0,0,0,0
105,V22_K2_N1_L8_SP6_P1,2,CORE_LITE,WHITE,8,6,P1,922f524f6a7f7a3e7c78eaa36e038b31fdf9b0fd7a35b0df82631691b3433c92,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q2_KQ1_PLUS_KQ1,[7.7999999999999998 9.8000000000000007;8.1999999999999993 10.199999999999999],0.132842712474619,113.29523124425,-250.468226469552,2,149,345,0.1546934,[7.7999999999999998 9.8000000000000007;8.1999999999999993 10.199999999999999],0.132842712474619,113.29523124425,-250.468226469552,1,26.3156839857755,NaN,NaN,0,0,0,88.1505156159949,1,1,0,0,0,0
105,V22_K2_N1_L8_SP6_P1,2,CORE_PLUS,WHITE,8,6,P1,922f524f6a7f7a3e7c78eaa36e038b31fdf9b0fd7a35b0df82631691b3433c92,1,KNOWN_K_FIT_VALID,CONTINUOUS_UPGRADE,B2_K2_GROUPED_Q1_KQ2,[7.8997972773749892 9.9000979407464627;8.1174898488056897 10.115066562056136],0.0119139904622905,98.7779723687854,-234.013532547696,2,3450,6948,2.7892393,[7.7999999999999998 9.8000000000000007;8.1999999999999993 10.199999999999999],0.132842712474619,113.29523124425,-250.468226469552,1,26.3156839857755,98.7779723687854,-234.013532547696,1,1,0,88.1505156159949,1,1,0,0,0,0
106,V22_K2_N1_L8_SP6_P2,2,CORE_LITE,WHITE,8,6,P2,e4c68887f3d6f05d64dfcfb16a3f29eacfe7646a7ff80176af5cc33ca75d7bb6,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q1_KQ2,[8 10;8.1999999999999993 10],0.0999999999999996,107.711688286974,-244.403549721911,2,146,342,0.1543818,[8 10;8.1999999999999993 10],0.0999999999999996,107.711688286974,-244.403549721911,1,160.142122804782,NaN,NaN,0,0,0,51.8069369025886,1,1,0,0,0,0
106,V22_K2_N1_L8_SP6_P2,2,CORE_PLUS,WHITE,8,6,P2,e4c68887f3d6f05d64dfcfb16a3f29eacfe7646a7ff80176af5cc33ca75d7bb6,1,KNOWN_K_FIT_VALID,CONTINUOUS_UPGRADE,B2_K2_GROUPED_Q1_KQ2,[8.0551833378886979 9.9982357676863369;8.2897364422342203 9.9982357676863369],0.0325584002380585,107.022780646425,-243.633582972743,2,2125,4301,1.7279406,[8 10;8.1999999999999993 10],0.0999999999999996,107.711688286974,-244.403549721911,1,160.142122804782,107.022780646425,-243.633582972743,1,1,0,51.8069369025886,1,1,0,0,0,0
107,V22_K2_N1_L8_SP6_P3,2,CORE_LITE,WHITE,8,6,P3,6eb49b798a24d15c9753c2f446b05da2fa8259ce16110aef0a398ac7cec3396d,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q2_KQ1_PLUS_KQ1,[8 10;7.7999999999999998 10.199999999999999],0.103077640640442,119.245685795031,-256.610891323431,2,151,347,0.1519604,[8 10;7.7999999999999998 10.199999999999999],0.103077640640442,119.245685795031,-256.610891323431,1,105.645262312473,NaN,NaN,0,0,0,15.0068023543143,1,1,0,0,0,0
107,V22_K2_N1_L8_SP6_P3,2,CORE_PLUS,WHITE,8,6,P3,6eb49b798a24d15c9753c2f446b05da2fa8259ce16110aef0a398ac7cec3396d,1,VALID_FOR_LRT,FIXED_GRID_FALLBACK,K2_GROUPED_Q2_KQ1_PLUS_KQ1,[8 10;7.7999999999999998 10.199999999999999],0.103077640640442,119.245685795031,-256.610891323431,2,3645,7335,2.9923065,[8 10;7.7999999999999998 10.199999999999999],0.103077640640442,119.245685795031,-256.610891323431,1,105.645262312473,NaN,NaN,0,0,1,15.0068023543143,1,1,0,0,0,0
108,V22_K2_N1_L8_SP6_P4,2,CORE_LITE,WHITE,8,6,P4,26c2b7276db10c6fea87419240222bc478b6d786b3a116d2effc642f1f74b3fd,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q2_KQ1_PLUS_KQ1,[8.1999999999999993 9.8000000000000007;8 10.199999999999999],0.183811850990091,125.291336214912,-262.545582989339,2,149,345,0.1545522,[8.1999999999999993 9.8000000000000007;8 10.199999999999999],0.183811850990091,125.291336214912,-262.545582989339,1,52.1284110745457,NaN,NaN,0,0,0,9.83738744086221,1,1,0,0,0,0
108,V22_K2_N1_L8_SP6_P4,2,CORE_PLUS,WHITE,8,6,P4,26c2b7276db10c6fea87419240222bc478b6d786b3a116d2effc642f1f74b3fd,1,KNOWN_K_FIT_VALID,CONTINUOUS_UPGRADE,B2_K2_GROUPED_Q1_KQ2,[8.1732242563295205 9.9335050432669831;8.3991449528937334 9.9335050432669831],0.205449088701994,119.56809958948,-256.93490677989,2,2422,4892,2.0177226,[8.1999999999999993 9.8000000000000007;8 10.199999999999999],0.183811850990091,125.291336214912,-262.545582989339,1,52.1284110745457,119.56809958948,-256.93490677989,1,1,0,9.83738744086221,1,1,0,0,0,0
109,V22_K2_N2_L1_SM6_P1,2,CORE_LITE,STAGE5_TOEPLITZ_CORRELATED,1,-6,P1,f3559faed6028f4ae816b6873a85960f07264788a705478866068949d18c53f2,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q1_KQ2,[7.4000000000000004 10;7.5999999999999996 10],0.511162201815044,14.2152821054634,-31.3649591290722,2,148,344,0.1504719,[7.4000000000000004 10;7.5999999999999996 10],0.511162201815044,14.2152821054634,-31.3649591290722,1,112.699113737721,NaN,NaN,0,0,0,150.352352466174,1,1,0,0,0,0
109,V22_K2_N2_L1_SM6_P1,2,CORE_PLUS,STAGE5_TOEPLITZ_CORRELATED,1,-6,P1,f3559faed6028f4ae816b6873a85960f07264788a705478866068949d18c53f2,1,KNOWN_K_FIT_VALID,CONTINUOUS_UPGRADE,B2_K2_GROUPED_Q1_KQ2,[7.4000000000000004 9.9845299911359469;7.6264478672024261 9.9932497405296736],0.497463314311518,14.1834422696701,-31.3313239748513,2,3420,6889,3.231947,[7.4000000000000004 10;7.5999999999999996 10],0.511162201815044,14.2152821054634,-31.3649591290722,1,112.699113737721,14.1834422696701,-31.3313239748513,1,1,0,150.352352466174,1,1,0,0,0,0
110,V22_K2_N2_L1_SM6_P2,2,CORE_LITE,STAGE5_TOEPLITZ_CORRELATED,1,-6,P2,16f18c872effbb72d9776ba75f7d8eb17403d328ff1c6185cf1fe61404d6e38f,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q1_KQ2,[8.4000000000000004 10;8.5999999999999996 10],0.300000000000001,7.65197080367739,-22.0746438120402,2,163,379,0.1891035,[8.4000000000000004 10;8.5999999999999996 10],0.300000000000001,7.65197080367739,-22.0746438120402,1,112.826982283152,NaN,NaN,0,0,0,97.4577813683262,1,1,0,0,0,0
110,V22_K2_N2_L1_SM6_P2,2,CORE_PLUS,STAGE5_TOEPLITZ_CORRELATED,1,-6,P2,16f18c872effbb72d9776ba75f7d8eb17403d328ff1c6185cf1fe61404d6e38f,1,KNOWN_K_FIT_VALID,CONTINUOUS_UPGRADE,B2_K2_GROUPED_Q1_KQ2,[8.4521920479400006 10.032658386492457;8.5999999999999996 10.032658386492457],0.328764641536125,7.3652925332359,-21.5018767987993,2,2157,4368,2.3330243,[8.4000000000000004 10;8.5999999999999996 10],0.300000000000001,7.65197080367739,-22.0746438120402,1,112.826982283152,7.3652925332359,-21.5018767987993,1,1,0,97.4577813683262,1,1,0,0,0,0
111,V22_K2_N2_L1_SM6_P3,2,CORE_LITE,STAGE5_TOEPLITZ_CORRELATED,1,-6,P3,b63c5923a33b1285dd89c014d595f2f03093856e1feb981b0206ad57ecc80df5,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q2_KQ1_PLUS_KQ1,[7.5999999999999996 9.8000000000000007;7.7999999999999998 10],0.301039864469807,15.9254567820437,-33.0689785368736,2,110,266,0.1173679,[7.5999999999999996 9.8000000000000007;7.7999999999999998 10],0.301039864469807,15.9254567820437,-33.0689785368736,1,82.3805307557955,NaN,NaN,0,0,0,20.5599109911102,1,1,0,0,0,0
111,V22_K2_N2_L1_SM6_P3,2,CORE_PLUS,STAGE5_TOEPLITZ_CORRELATED,1,-6,P3,b63c5923a33b1285dd89c014d595f2f03093856e1feb981b0206ad57ecc80df5,1,KNOWN_K_FIT_VALID,CONTINUOUS_UPGRADE,B2_K2_GROUPED_Q1_KQ2,[7.5176644031781841 10.060247652652928;7.5186596687668512 10.060451606006582],0.391129574697513,15.2318635579011,-32.4010380774045,2,3133,6313,2.5571158,[7.5999999999999996 9.8000000000000007;7.7999999999999998 10],0.301039864469807,15.9254567820437,-33.0689785368736,1,82.3805307557955,15.2318635579011,-32.4010380774045,1,1,0,20.5599109911102,1,1,0,0,0,0
112,V22_K2_N2_L1_SM6_P4,2,CORE_LITE,STAGE5_TOEPLITZ_CORRELATED,1,-6,P4,4c5149323072625f592752e4367b3180abdf8da0d368074122096710895d2164,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q1_KQ2,[8 9.8000000000000007;8.4000000000000004 10],0.240684299837223,9.72622730971011,-25.6725865170235,2,151,347,0.1513456,[8 9.8000000000000007;8.4000000000000004 10],0.240684299837223,9.72622730971011,-25.6725865170235,1,25.5128868707953,NaN,NaN,0,0,0,16.7296152696029,1,1,0,0,0,0
112,V22_K2_N2_L1_SM6_P4,2,CORE_PLUS,STAGE5_TOEPLITZ_CORRELATED,1,-6,P4,4c5149323072625f592752e4367b3180abdf8da0d368074122096710895d2164,1,VALID_FOR_LRT,FIXED_GRID_FALLBACK,K2_GROUPED_Q1_KQ2,[8 9.8000000000000007;8.4000000000000004 10],0.240684299837223,9.72622730971011,-25.6725865170235,2,1951,3947,1.5980612,[8 9.8000000000000007;8.4000000000000004 10],0.240684299837223,9.72622730971011,-25.6725865170235,1,25.5128868707953,NaN,NaN,0,0,1,16.7296152696029,1,1,0,0,0,0
113,V22_K2_N2_L1_SP0_P1,2,CORE_LITE,STAGE5_TOEPLITZ_CORRELATED,1,0,P1,d390452b35963e55e1dacaf31feea4d0c465fcffa7b0189c9c1c78ce5e9c043e,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q1_KQ2,[8 10;8.5999999999999996 10],0.372639758605024,18.6453324357658,-35.4341329195974,2,145,341,0.1469026,[8 10;8.5999999999999996 10],0.372639758605024,18.6453324357658,-35.4341329195974,1,12.027728804437,NaN,NaN,0,0,0,150.352352466174,1,1,0,0,0,0
113,V22_K2_N2_L1_SP0_P1,2,CORE_PLUS,STAGE5_TOEPLITZ_CORRELATED,1,0,P1,d390452b35963e55e1dacaf31feea4d0c465fcffa7b0189c9c1c78ce5e9c043e,1,VALID_FOR_LRT,FIXED_GRID_FALLBACK,K2_GROUPED_Q1_KQ2,[8 10;8.5999999999999996 10],0.372639758605024,18.6453324357658,-35.4341329195974,2,1797,3645,1.5257802,[8 10;8.5999999999999996 10],0.372639758605024,18.6453324357658,-35.4341329195974,1,12.027728804437,NaN,NaN,0,0,1,150.352352466174,1,1,0,0,0,0
114,V22_K2_N2_L1_SP0_P2,2,CORE_LITE,STAGE5_TOEPLITZ_CORRELATED,1,0,P2,cb1a3c7ee27897d92f4d40f78bc1196dff4548f4542365e1cdd93440a32791da,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q1_KQ2,[8.1999999999999993 10;7.4000000000000004 10.199999999999999],0.519615242270662,12.2563607816619,-29.1408710168731,2,148,344,0.1516439,[8.1999999999999993 10;7.4000000000000004 10.199999999999999],0.519615242270662,12.2563607816619,-29.1408710168731,1,6.37905382005553,NaN,NaN,0,0,0,97.4577813683262,1,1,0,0,0,0
114,V22_K2_N2_L1_SP0_P2,2,CORE_PLUS,STAGE5_TOEPLITZ_CORRELATED,1,0,P2,cb1a3c7ee27897d92f4d40f78bc1196dff4548f4542365e1cdd93440a32791da,1,VALID_FOR_LRT,FIXED_GRID_FALLBACK,K2_GROUPED_Q1_KQ2,[8.1999999999999993 10;7.4000000000000004 10.199999999999999],0.519615242270662,12.2563607816619,-29.1408710168731,2,2545,5139,2.0717427,[8.1999999999999993 10;7.4000000000000004 10.199999999999999],0.519615242270662,12.2563607816619,-29.1408710168731,1,6.37905382005553,12.2742158126366,-29.1627070720419,1,0,1,97.4577813683262,1,1,0,0,0,0
115,V22_K2_N2_L1_SP0_P3,2,CORE_LITE,STAGE5_TOEPLITZ_CORRELATED,1,0,P3,c335cf5a8107d0bcb41781eb9058828ed2f78c4be00c4c05a38beeeb4ff798f0,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q2_KQ1_PLUS_KQ1,[7.7999999999999998 10;7.7999999999999998 10.199999999999999],0.103077640640442,55.408758635318,-51.7712604617201,2,145,341,0.1602744,[7.7999999999999998 10;7.7999999999999998 10.199999999999999],0.103077640640442,55.408758635318,-51.7712604617201,1,304.565091661905,NaN,NaN,0,0,0,20.5599109911102,1,1,0,0,0,0
115,V22_K2_N2_L1_SP0_P3,2,CORE_PLUS,STAGE5_TOEPLITZ_CORRELATED,1,0,P3,c335cf5a8107d0bcb41781eb9058828ed2f78c4be00c4c05a38beeeb4ff798f0,1,KNOWN_K_FIT_VALID,CONTINUOUS_UPGRADE,B2_K2_GROUPED_Q1_KQ2,[7.9188496395260968 10.012997725162215;7.9150121043662685 10.199999999999999],0.0259781330069085,21.3444666855376,-37.462083287902,2,878,1809,0.7509512,[7.7999999999999998 10;7.7999999999999998 10.199999999999999],0.103077640640442,55.408758635318,-51.7712604617201,1,304.565091661905,21.3444666855376,-37.462083287902,1,1,0,20.5599109911102,1,1,0,0,0,0
116,V22_K2_N2_L1_SP0_P4,2,CORE_LITE,STAGE5_TOEPLITZ_CORRELATED,1,0,P4,0ab7b136e1722e4bfbbbf3eac25e9739f7ef76b8fcc6fc3d948427e76fc7a0ca,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q2_KQ1_PLUS_KQ1,[8.4000000000000004 9.8000000000000007;8 10],0.20925294875916,14.8987458762817,-32.0693508716865,2,170,386,0.1655954,[8.4000000000000004 9.8000000000000007;8 10],0.20925294875916,14.8987458762817,-32.0693508716865,1,25.4246634537976,NaN,NaN,0,0,0,16.7296152696029,1,1,0,0,0,0
116,V22_K2_N2_L1_SP0_P4,2,CORE_PLUS,STAGE5_TOEPLITZ_CORRELATED,1,0,P4,0ab7b136e1722e4bfbbbf3eac25e9739f7ef76b8fcc6fc3d948427e76fc7a0ca,1,VALID_FOR_LRT,FIXED_GRID_FALLBACK,K2_GROUPED_Q2_KQ1_PLUS_KQ1,[8.4000000000000004 9.8000000000000007;8 10],0.20925294875916,14.8987458762817,-32.0693508716865,2,3600,7246,3.0954099,[8.4000000000000004 9.8000000000000007;8 10],0.20925294875916,14.8987458762817,-32.0693508716865,1,25.4246634537976,NaN,NaN,0,0,1,16.7296152696029,1,1,0,0,0,0
117,V22_K2_N2_L1_SP6_P1,2,CORE_LITE,STAGE5_TOEPLITZ_CORRELATED,1,6,P1,9aa37085ecba813a2feeeb65d522ef387afa13648f393fad6e34db0885f51e92,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q2_KQ1_PLUS_KQ1,[8 9.8000000000000007;8.1999999999999993 10],0.141681308325435,109.818695586673,-62.0326570318216,2,151,347,0.152267,[8 9.8000000000000007;8.1999999999999993 10],0.141681308325435,109.818695586673,-62.0326570318216,1,82.5684971153585,NaN,NaN,0,0,0,150.352352466174,1,1,0,0,0,0
117,V22_K2_N2_L1_SP6_P1,2,CORE_PLUS,STAGE5_TOEPLITZ_CORRELATED,1,6,P1,9aa37085ecba813a2feeeb65d522ef387afa13648f393fad6e34db0885f51e92,1,KNOWN_K_FIT_VALID,CONTINUOUS_UPGRADE,B2_K2_GROUPED_Q2_KQ1_PLUS_KQ1,[7.8837684632211733 9.8939836415230573;8.0812523016992657 10.093965516428288],0.0208024379459931,12.9656544915106,-29.9847537581397,2,2224,4494,1.7985106,[8 9.8000000000000007;8.1999999999999993 10],0.141681308325435,109.818695586673,-62.0326570318216,1,82.5684971153585,12.9656544915106,-29.9847537581397,1,1,0,150.352352466174,1,1,0,0,0,0
118,V22_K2_N2_L1_SP6_P2,2,CORE_LITE,STAGE5_TOEPLITZ_CORRELATED,1,6,P2,1529dd3a5c89036484c4499619e0093deb4e243f01fbe6427246e9d467758ed8,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q1_KQ2,[7.7999999999999998 10;8.4000000000000004 10],0.223606797749979,13.5087159674695,-30.6002218362592,2,166,382,0.1584514,[7.7999999999999998 10;8.4000000000000004 10],0.223606797749979,13.5087159674695,-30.6002218362592,1,12.0342363850248,NaN,NaN,0,0,0,97.4577813683262,1,1,0,0,0,0
118,V22_K2_N2_L1_SP6_P2,2,CORE_PLUS,STAGE5_TOEPLITZ_CORRELATED,1,6,P2,1529dd3a5c89036484c4499619e0093deb4e243f01fbe6427246e9d467758ed8,1,KNOWN_K_FIT_VALID,CONTINUOUS_UPGRADE,B2_K2_GROUPED_Q2_KQ1_PLUS_KQ1,[8.4136659823930717 9.9730204134414659;7.8953394623256736 9.9914487037639343],0.166743686526226,12.0530293610245,-28.8899356851526,2,895,1841,0.7492028,[7.7999999999999998 10;8.4000000000000004 10],0.223606797749979,13.5087159674695,-30.6002218362592,1,12.0342363850248,12.0530293610245,-28.8899356851526,1,1,0,97.4577813683262,1,1,0,0,0,0
119,V22_K2_N2_L1_SP6_P3,2,CORE_LITE,STAGE5_TOEPLITZ_CORRELATED,1,6,P3,55ea5854d77fd72da8bf5cc50697ea0b93bbc6ac6e8a08c7c9b741297f1b5311,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,K2_GROUPED_Q2_KQ1_PLUS_KQ1,[8 10;8 10.199999999999999],0.103077640640441,123.421624456321,-63.7842902935796,2,108,264,0.1275246,[8 10;8 10.199999999999999],0.103077640640441,123.421624456321,-63.7842902935796,1,304.562343109867,NaN,NaN,0,0,0,20.5599109911102,1,1,0,0,0,0
119,V22_K2_N2_L1_SP6_P3,2,CORE_PLUS,STAGE5_TOEPLITZ_CORRELATED,1,6,P3,55ea5854d77fd72da8bf5cc50697ea0b93bbc6ac6e8a08c7c9b741297f1b5311,1,KNOWN_K_FIT_VALID,CONTINUOUS_UPGRADE,B2_K2_GROUPED_Q2_KQ1_PLUS_KQ1,[7.8941162211265299 10;7.8978871835545865 10.199999999999999],0.0253878203787165,13.2269820491892,-30.2840778398434,2,293,635,0.2828643,[8 10;8 10.199999999999999],0.103077640640441,123.421624456321,-63.7842902935796,1,304.562343109867,13.2269820491892,-30.2840778398434,1,1,0,20.5599109911102,1,1,0,0,0,0
