trial_id,global_trial_index,element_trial_hash,method_id,noise_profile_id,L,profile_id,white_beamspace_snr_target_db,replicate_id,base_realization_index,fit_valid,fit_status,selected_source,angles_hat_deg,RSS,loglik,effective_rank,joint_RMSE_deg,azimuth_RMSE_deg,elevation_RMSE_deg,center_error_deg,direction_axis_error_deg,rho_error_deg,rho_relative_error,separation_vector_error_deg,upgrade_flag,fallback_flag,fallback_reason,score_call_count,SVD_call_count,runtime_sec,truth_used_in_fit_flag,element_snr_expected_db,element_snr_realized_db,raw_beam_snr_expected_db,raw_beam_snr_realized_db,white_beam_snr_expected_db,white_beam_snr_realized_db,k2_projected_snr_expected_db,k2_projected_snr_realized_db
MC1_K2_N1_L1_SM6_P1_R01,1,09dede20a1672ff4f90b4bc1188c4d3252e65551578e344d7322002addf46344,CORE_LITE,WHITE,1,P1,-6,1,0,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,[7.4000000000000004 9.8000000000000007;8.5999999999999996 10],14.3678659704818,-31.5251080189269,2,0.503991642739068,0.493933982822018,0.100183813884297,0.0999999999999996,35.5376777919744,0.916552506059644,3.05517502019882,0.987942459763371,0,0,NOT_APPLICABLE,168,384,0.2201107,0,-27.419719888473,-27.5044529157629,3.79888137371853,6.91729349361014,-6.00000000000001,-6.15952575271166,-23.9305690775419,-24.2707924039414
MC1_K2_N1_L1_SM6_P1_R01,1,09dede20a1672ff4f90b4bc1188c4d3252e65551578e344d7322002addf46344,CORE_PLUS,WHITE,1,P1,-6,1,0,1,VALID_FOR_LRT,FIXED_GRID_FALLBACK,[7.4000000000000004 9.8000000000000007;8.5999999999999996 10],14.3678659704818,-31.5251080189269,2,0.503991642739068,0.493933982822018,0.100183813884297,0.0999999999999996,35.5376777919744,0.916552506059644,3.05517502019882,0.987942459763371,0,1,FROZEN_FIXED_GRID_SELECTED,990,2030,0.8622598,0,-27.419719888473,-27.5044529157629,3.79888137371853,6.91729349361014,-6.00000000000001,-6.15952575271166,-23.9305690775419,-24.2707924039414
MC1_K2_N1_L1_SM6_P1_R01,1,09dede20a1672ff4f90b4bc1188c4d3252e65551578e344d7322002addf46344,TANGENT_PROFILE_SAFE,WHITE,1,P1,-6,1,0,1,KNOWN_K_FIT_VALID,FIXED_GRID_FALLBACK,[7.4000000000000004 9.8000000000000007;8.5999999999999996 10],14.3678659704818,-31.5251080189269,2,0.503991642739068,0.493933982822018,0.100183813884297,0.0999999999999996,35.5376777919744,0.916552506059644,3.05517502019882,0.987942459763371,0,1,TANGENT_PROFILE_NO_FEASIBLE_SCALE,349,772,4.7254769,0,-27.419719888473,-27.5044529157629,3.79888137371853,6.91729349361014,-6.00000000000001,-6.15952575271166,-23.9305690775419,-24.2707924039414
MC1_K2_N1_L1_SP0_P1_R01,2,0b8d70d678c03c2ab07f508a16dd4e298c18f86c722b0dfefcfbaee5d3c555f5,CORE_LITE,WHITE,1,P1,0,1,0,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,[7.4000000000000004 9.8000000000000007;8.5999999999999996 10],14.065517342711,-31.2060886243274,2,0.503991642739068,0.493933982822018,0.100183813884297,0.0999999999999996,35.5376777919744,0.916552506059644,3.05517502019882,0.987942459763371,0,0,NOT_APPLICABLE,168,384,0.1627053,0,-21.419719888473,-21.5044529157629,9.79888137371853,12.9172934936101,-1.06076021320862e-14,-0.159525752711665,-17.9305690775415,-18.270792403941
MC1_K2_N1_L1_SP0_P1_R01,2,0b8d70d678c03c2ab07f508a16dd4e298c18f86c722b0dfefcfbaee5d3c555f5,CORE_PLUS,WHITE,1,P1,0,1,0,1,VALID_FOR_LRT,FIXED_GRID_FALLBACK,[7.4000000000000004 9.8000000000000007;8.5999999999999996 10],14.065517342711,-31.2060886243274,2,0.503991642739068,0.493933982822018,0.100183813884297,0.0999999999999996,35.5376777919744,0.916552506059644,3.05517502019882,0.987942459763371,0,1,FROZEN_FIXED_GRID_SELECTED,2125,4299,1.7174089,0,-21.419719888473,-21.5044529157629,9.79888137371853,12.9172934936101,-1.06076021320862e-14,-0.159525752711665,-17.9305690775415,-18.270792403941
MC1_K2_N1_L1_SP0_P1_R01,2,0b8d70d678c03c2ab07f508a16dd4e298c18f86c722b0dfefcfbaee5d3c555f5,TANGENT_PROFILE_SAFE,WHITE,1,P1,0,1,0,1,KNOWN_K_FIT_VALID,FIXED_GRID_FALLBACK,[7.4000000000000004 9.8000000000000007;8.5999999999999996 10],14.065517342711,-31.2060886243274,2,0.503991642739068,0.493933982822018,0.100183813884297,0.0999999999999996,35.5376777919744,0.916552506059644,3.05517502019882,0.987942459763371,0,1,TANGENT_PROFILE_NO_FEASIBLE_SCALE,350,774,4.7149299,0,-21.419719888473,-21.5044529157629,9.79888137371853,12.9172934936101,-1.06076021320862e-14,-0.159525752711665,-17.9305690775415,-18.270792403941
MC1_K2_N1_L1_SP6_P1_R01,3,d9508cb6d9cedd4c8845c02118997f2cd4e377fb725d8a85efe1d41be2dcaf4f,CORE_LITE,WHITE,1,P1,6,1,0,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,[7.4000000000000004 9.8000000000000007;8.5999999999999996 10.199999999999999],13.7637307859777,-30.8807491980664,2,0.50278660733479,0.493933982822018,0.0939339828220174,0,26.565051177078,0.964911064067351,3.21637021355784,1.00557321466958,0,0,NOT_APPLICABLE,188,424,0.1850027,0,-15.419719888473,-15.5044529157629,15.7988813737185,18.9172934936101,5.99999999999999,5.84047424728834,-11.9305690775417,-12.2707924039412
MC1_K2_N1_L1_SP6_P1_R01,3,d9508cb6d9cedd4c8845c02118997f2cd4e377fb725d8a85efe1d41be2dcaf4f,CORE_PLUS,WHITE,1,P1,6,1,0,1,KNOWN_K_FIT_VALID,CONTINUOUS_UPGRADE,[7.4000000000000004 9.8000000000000007;8.5999999999999996 10.056197874125946],13.7408281500238,-30.8557686397882,2,0.499625851809686,0.493933982822018,0.0752011463352301,0.0719010629370267,32.9483886302165,0.927044151897825,3.09014717299276,0.988850299984947,1,0,NOT_APPLICABLE,1089,2228,0.8807853,0,-15.419719888473,-15.5044529157629,15.7988813737185,18.9172934936101,5.99999999999999,5.84047424728834,-11.9305690775417,-12.2707924039412
MC1_K2_N1_L1_SP6_P1_R01,3,d9508cb6d9cedd4c8845c02118997f2cd4e377fb725d8a85efe1d41be2dcaf4f,TANGENT_PROFILE_SAFE,WHITE,1,P1,6,1,0,1,KNOWN_K_FIT_VALID,FIXED_GRID_FALLBACK,[7.4000000000000004 9.8000000000000007;8.5999999999999996 10.199999999999999],13.7637307859777,-30.8807491980664,2,0.50278660733479,0.493933982822018,0.0939339828220174,0,26.565051177078,0.964911064067351,3.21637021355784,1.00557321466958,0,1,TANGENT_LOGLIK_BELOW_FIXED_GRID,441,956,4.5265893,0,-15.419719888473,-15.5044529157629,15.7988813737185,18.9172934936101,5.99999999999999,5.84047424728834,-11.9305690775417,-12.2707924039412
MC1_K2_N1_L1_SP10_P1_R01,4,e4ab91178c3994a83804c29636c0306f1574dedd82297390c97d94707a1d5308,CORE_LITE,WHITE,1,P1,10,1,0,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,[7.5999999999999996 9.8000000000000007;8.5999999999999996 10.199999999999999],13.6503312055988,-30.7566520534534,2,0.417142153169426,0.406428324335322,0.0939339828220174,0.0999999999999996,23.1985905136483,0.777032961426901,2.59010987142301,0.809956976513753,0,0,NOT_APPLICABLE,190,426,0.1699904,0,-11.419719888473,-11.5044529157629,19.7988813737185,22.9172934936101,9.99999999999999,9.84047424728834,-7.9305690775415,-8.27079240394105
MC1_K2_N1_L1_SP10_P1_R01,4,e4ab91178c3994a83804c29636c0306f1574dedd82297390c97d94707a1d5308,CORE_PLUS,WHITE,1,P1,10,1,0,1,VALID_FOR_LRT,FIXED_GRID_FALLBACK,[7.5999999999999996 9.8000000000000007;8.5999999999999996 10.199999999999999],13.6503312055988,-30.7566520534534,2,0.417142153169426,0.406428324335322,0.0939339828220174,0.0999999999999996,23.1985905136483,0.777032961426901,2.59010987142301,0.809956976513753,0,1,FROZEN_FIXED_GRID_SELECTED,951,1950,0.7378144,0,-11.419719888473,-11.5044529157629,19.7988813737185,22.9172934936101,9.99999999999999,9.84047424728834,-7.9305690775415,-8.27079240394105
MC1_K2_N1_L1_SP10_P1_R01,4,e4ab91178c3994a83804c29636c0306f1574dedd82297390c97d94707a1d5308,TANGENT_PROFILE_SAFE,WHITE,1,P1,10,1,0,1,KNOWN_K_FIT_VALID,FIXED_GRID_FALLBACK,[7.5999999999999996 9.8000000000000007;8.5999999999999996 10.199999999999999],13.6503312055988,-30.7566520534534,2,0.417142153169426,0.406428324335322,0.0939339828220174,0.0999999999999996,23.1985905136483,0.777032961426901,2.59010987142301,0.809956976513753,0,1,TANGENT_LOGLIK_BELOW_FIXED_GRID,443,958,4.5603276,0,-11.419719888473,-11.5044529157629,19.7988813737185,22.9172934936101,9.99999999999999,9.84047424728834,-7.9305690775415,-8.27079240394105
MC1_K2_N1_L1_SP14_P1_R01,5,ad0c428b9977b63ed23d63ccb11986768752282f110ea1293f82d02d13a98e52,CORE_LITE,WHITE,1,P1,14,1,0,1,VALID_FOR_LRT,FIXED_GRID_CORE_LITE,[7.4000000000000004 9.8000000000000007;8.1999999999999993 10],14.4459582998995,-31.6064153662877,2,0.369369710211893,0.355523819536208,0.100183813884297,0.223606797749979,30.9637565320736,0.524621125123531,1.74873708374511,0.58799313881037,0,0,NOT_APPLICABLE,151,347,0.1326871,0,-7.41971988847302,-7.50445291576287,23.7988813737185,26.9172934936101,14,13.8404742472883,-3.93056907754155,-4.2707924039411
MC1_K2_N1_L1_SP14_P1_R01,5,ad0c428b9977b63ed23d63ccb11986768752282f110ea1293f82d02d13a98e52,CORE_PLUS,WHITE,1,P1,14,1,0,1,KNOWN_K_FIT_VALID,CONTINUOUS_UPGRADE,[7.6978760855092183 9.8015578223696522;8.4712920839898835 10.199999999999999],13.7399788071192,-30.8548414367703,2,0.307559528487036,0.293111564918213,0.0931583279925319,0.0845876710611722,17.7437493083277,0.570016365145311,1.90005455048437,0.591397630930713,1,0,NOT_APPLICABLE,2836,5719,2.1530613,0,-7.41971988847302,-7.50445291576287,23.7988813737185,26.9172934936101,14,13.8404742472883,-3.93056907754155,-4.2707924039411
MC1_K2_N1_L1_SP14_P1_R01,5,ad0c428b9977b63ed23d63ccb11986768752282f110ea1293f82d02d13a98e52,TANGENT_PROFILE_SAFE,WHITE,1,P1,14,1,0,1,KNOWN_K_FIT_VALID,TANGENT_PROFILE_UPGRADE,[7.8656208478169045 9.8000000000000007;8.162406590227425 10.103637707720591],14.4144525896388,-31.5736656009812,2,0.0800168219844594,0.0445863980680062,0.0664435467732868,0.050177755670892,0.653824650672468,0.124591137976264,0.415303793254213,0.124657685464233,1,0,NOT_APPLICABLE,404,879,4.4041113,0,-7.41971988847302,-7.50445291576287,23.7988813737185,26.9172934936101,14,13.8404742472883,-3.93056907754155,-4.2707924039411
