global_trial_index,trial_id,K,noise_profile_id,noise_index,L,L_index,profile_id,profile_index,center_az_deg,center_el_deg,separation_deg,direction_deg,secondary_power_db,correlation_magnitude,source_correlation_contract,white_beamspace_snr_target_db,snr_db,snr_index,replicate_id,base_realization_index,base_realization_id,paired_original_trial_id,source_seed,noise_seed,snr_control_domain,protocol_id,cpi_id,range_doppler_cell_id,single_cpi_flag,same_range_doppler_cell_flag,cross_cpi_data_used_flag,tracking_input_used_flag,K_estimated_inside_module_flag,measurement_hash,element_trial_hash,resulting_element_snr_expected_db,resulting_raw_beamspace_snr_expected_db,resulting_white_beamspace_snr_expected_db
31,MC1_K2_N1_L1_SP6_P1_R05,2,WHITE,1,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,6,6,3,5,4,MC1_BASE_N1_L1_P1_R05,MC1_BASE_N1_L1_P1_R05,430100004,430200004,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,55ad8ac46dff8b54e7ef1e43ef48d3d97a1e725e2fc2129d9b49a8c663eed40b,-15.4197146865893,15.4899765447512,6.00000000000001
32,MC1_K2_N1_L1_SP10_P1_R05,2,WHITE,1,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,10,10,4,5,4,MC1_BASE_N1_L1_P1_R05,MC1_BASE_N1_L1_P1_R05,430100004,430200004,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,8afae059f7e27cba0aac9229d007bf5cbf5088d3765d1ef8f7337ad7e7a967ea,-11.4197146865893,19.4899765447512,10
33,MC1_K2_N1_L1_SP14_P1_R05,2,WHITE,1,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,14,14,5,5,4,MC1_BASE_N1_L1_P1_R05,MC1_BASE_N1_L1_P1_R05,430100004,430200004,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,27e5ad6b371560d29ce8123a00ad08ff77e2305c02ea1aaf5a54a54d89e7d4be,-7.41971468658933,23.4899765447512,14
34,MC1_K2_N1_L1_SP18_P1_R05,2,WHITE,1,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,18,18,6,5,4,MC1_BASE_N1_L1_P1_R05,MC1_BASE_N1_L1_P1_R05,430100004,430200004,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,dcea58675025d6607156ee334b3f9f94e73af656ecd523662671281ab52c5700,-3.41971468658933,27.4899765447512,18
35,MC1_K2_N1_L1_SP22_P1_R05,2,WHITE,1,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,22,22,7,5,4,MC1_BASE_N1_L1_P1_R05,MC1_BASE_N1_L1_P1_R05,430100004,430200004,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,947c6d6c37d7a3369782af9572729b8523a9f54069701eaa4b4608822003466d,0.580285313410677,31.4899765447512,22
36,MC1_K2_N1_L1_SM6_P1_R06,2,WHITE,1,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,-6,-6,1,6,5,MC1_BASE_N1_L1_P1_R06,MC1_BASE_N1_L1_P1_R06,430100005,430200005,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,b886cd852e20f7ad56b7db59987b2c10b1e4353507f1f57719857aa207e3cf2e,-27.4197197136257,3.77367341218134,-5.99999999999999
37,MC1_K2_N1_L1_SP0_P1_R06,2,WHITE,1,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,0,0,2,6,5,MC1_BASE_N1_L1_P1_R06,MC1_BASE_N1_L1_P1_R06,430100005,430200005,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,df602269f5bc1dc2af50e0cddd08ad095ac4837050f1f1bede77292ef3f95f39,-21.4197197136257,9.77367341218133,1.92865493310657e-15
38,MC1_K2_N1_L1_SP6_P1_R06,2,WHITE,1,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,6,6,3,6,5,MC1_BASE_N1_L1_P1_R06,MC1_BASE_N1_L1_P1_R06,430100005,430200005,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,739c40be2c9006d39310891ecaa4f47e8d84b021535a78012fc430756f0121d3,-15.4197197136257,15.7736734121813,5.99999999999999
39,MC1_K2_N1_L1_SP10_P1_R06,2,WHITE,1,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,10,10,4,6,5,MC1_BASE_N1_L1_P1_R06,MC1_BASE_N1_L1_P1_R06,430100005,430200005,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,bad67807e8708be392eaa45abc67640c04b9e2cb59b98f9eb53db5ba2e4fb074,-11.4197197136257,19.7736734121813,10
40,MC1_K2_N1_L1_SP14_P1_R06,2,WHITE,1,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,14,14,5,6,5,MC1_BASE_N1_L1_P1_R06,MC1_BASE_N1_L1_P1_R06,430100005,430200005,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,500c2bbe55168305117213ccda887ce7b8de051b19383526dbb2006dedde0d09,-7.41971971362569,23.7736734121813,14
41,MC1_K2_N1_L1_SP18_P1_R06,2,WHITE,1,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,18,18,6,6,5,MC1_BASE_N1_L1_P1_R06,MC1_BASE_N1_L1_P1_R06,430100005,430200005,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,1084636cc499d4bb65e502a202cb6a9b9ca2fd6805a75568700109f001821bd5,-3.41971971362569,27.7736734121813,18
42,MC1_K2_N1_L1_SP22_P1_R06,2,WHITE,1,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,22,22,7,6,5,MC1_BASE_N1_L1_P1_R06,MC1_BASE_N1_L1_P1_R06,430100005,430200005,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,42e1e07258aaa9d6c29fe175daaaff13f3d6b2bb243b234b2862e33c2c9597c6,0.580280286374313,31.7736734121813,22
43,MC1_K2_N1_L1_SM6_P1_R07,2,WHITE,1,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,-6,-6,1,7,6,MC1_BASE_N1_L1_P1_R07,MC1_BASE_N1_L1_P1_R07,430100006,430200006,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,ffee7cb2eb2d640deb1f3d075e7ff39ea4224645cc1654ccc628201226544f7d,-27.4197197934573,3.77817997264514,-6
44,MC1_K2_N1_L1_SP0_P1_R07,2,WHITE,1,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,0,0,2,7,6,MC1_BASE_N1_L1_P1_R07,MC1_BASE_N1_L1_P1_R07,430100006,430200006,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,bbcb3d2dd2a38a0b146fbe1873c97217976d9cdab4c6cb62517f31b5e55bd7d7,-21.4197197934573,9.77817997264514,-5.78596479931973e-15
45,MC1_K2_N1_L1_SP6_P1_R07,2,WHITE,1,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,6,6,3,7,6,MC1_BASE_N1_L1_P1_R07,MC1_BASE_N1_L1_P1_R07,430100006,430200006,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,6f317a80a53e6649374b56b5f82024497e177ddc32287dd7548924f21b6e39a7,-15.4197197934573,15.7781799726451,6
46,MC1_K2_N1_L1_SP10_P1_R07,2,WHITE,1,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,10,10,4,7,6,MC1_BASE_N1_L1_P1_R07,MC1_BASE_N1_L1_P1_R07,430100006,430200006,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,2e277285f1533b67ec21c25a178c6455a5b13dcd913822916d63db7a560911c8,-11.4197197934573,19.7781799726451,10
47,MC1_K2_N1_L1_SP14_P1_R07,2,WHITE,1,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,14,14,5,7,6,MC1_BASE_N1_L1_P1_R07,MC1_BASE_N1_L1_P1_R07,430100006,430200006,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,d8e65615ff4eb88e2d41f80c577bc9ee7937596ee994897e0790b5f4e79193b0,-7.41971979345732,23.7781799726451,14
48,MC1_K2_N1_L1_SP18_P1_R07,2,WHITE,1,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,18,18,6,7,6,MC1_BASE_N1_L1_P1_R07,MC1_BASE_N1_L1_P1_R07,430100006,430200006,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,c69ad205323c71adf74fba76b28fc965f8550a8608e1701b4ba55724446be4a8,-3.41971979345732,27.7781799726451,18
49,MC1_K2_N1_L1_SP22_P1_R07,2,WHITE,1,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,22,22,7,7,6,MC1_BASE_N1_L1_P1_R07,MC1_BASE_N1_L1_P1_R07,430100006,430200006,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,3e44f131eda3caf129bd51a08575ce07f3d97469285403657ad7bc73328f374e,0.580280206542683,31.7781799726451,22
50,MC1_K2_N1_L1_SM6_P1_R08,2,WHITE,1,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,-6,-6,1,8,7,MC1_BASE_N1_L1_P1_R08,MC1_BASE_N1_L1_P1_R08,430100007,430200007,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,7f937e14bfd71c34b1475bc4f062284e74e53c7d6c06292d0c8e6dc16f616654,-27.4197197452338,3.79199977573294,-5.99999999999999
51,MC1_K2_N1_L1_SP0_P1_R08,2,WHITE,1,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,0,0,2,8,7,MC1_BASE_N1_L1_P1_R08,MC1_BASE_N1_L1_P1_R08,430100007,430200007,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,898c011347a55e37c27ab0b93023bf65ad259c09dcc749f2e4da29b25af3f6c7,-21.4197197452338,9.79199977573294,-4.82163733276644e-15
52,MC1_K2_N1_L1_SP6_P1_R08,2,WHITE,1,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,6,6,3,8,7,MC1_BASE_N1_L1_P1_R08,MC1_BASE_N1_L1_P1_R08,430100007,430200007,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,75796d2cb3f36382ca42406f13da046cb00f7e26a3e0415a8e6ead95ff6aeb57,-15.4197197452338,15.7919997757329,5.99999999999999
53,MC1_K2_N1_L1_SP10_P1_R08,2,WHITE,1,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,10,10,4,8,7,MC1_BASE_N1_L1_P1_R08,MC1_BASE_N1_L1_P1_R08,430100007,430200007,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,382c4110766abefc6a904ede662ad919b1ba625dfda4bdfbf633d8fc2ba9805c,-11.4197197452338,19.7919997757329,10
54,MC1_K2_N1_L1_SP14_P1_R08,2,WHITE,1,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,14,14,5,8,7,MC1_BASE_N1_L1_P1_R08,MC1_BASE_N1_L1_P1_R08,430100007,430200007,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,ec143de57cc6b14c13c53d23dbcfaab55790a83ec5a750b8d7989fc637db1a5a,-7.41971974523384,23.7919997757329,14
55,MC1_K2_N1_L1_SP18_P1_R08,2,WHITE,1,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,18,18,6,8,7,MC1_BASE_N1_L1_P1_R08,MC1_BASE_N1_L1_P1_R08,430100007,430200007,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,30a2a8617b822bb5cb7ea2bbf0fff3e5d95312b4f8d327ec221a854ef3703104,-3.41971974523384,27.7919997757329,18
56,MC1_K2_N1_L1_SP22_P1_R08,2,WHITE,1,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,22,22,7,8,7,MC1_BASE_N1_L1_P1_R08,MC1_BASE_N1_L1_P1_R08,430100007,430200007,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,97670a2ac8f0405deaf5f745d27c5b2111d31212727010359cb8608a6dee3286,0.580280254766162,31.7919997757329,22
57,MC1_K2_N1_L1_SM6_P1_R09,2,WHITE,1,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,-6,-6,1,9,8,MC1_BASE_N1_L1_P1_R09,MC1_BASE_N1_L1_P1_R09,430100008,430200008,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,42434e38c16cd8b5acb39d4de661b8980f8ddb42b8376fdbff95e0ddcd49f5a6,-27.4197048669639,2.89122188242601,-6
58,MC1_K2_N1_L1_SP0_P1_R09,2,WHITE,1,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,0,0,2,9,8,MC1_BASE_N1_L1_P1_R09,MC1_BASE_N1_L1_P1_R09,430100008,430200008,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,3f0e308edaa2247c02f01d3a0b6760f7e06956dd1ee77b58537b3958d9f8e430,-21.4197048669639,8.89122188242601,1.63935669314058e-14
59,MC1_K2_N1_L1_SP6_P1_R09,2,WHITE,1,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,6,6,3,9,8,MC1_BASE_N1_L1_P1_R09,MC1_BASE_N1_L1_P1_R09,430100008,430200008,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,d272f0be2817a512fe34874863e5b48a90e5ad1bc740237cd2181b212c4fa4cc,-15.4197048669639,14.891221882426,6.00000000000001
60,MC1_K2_N1_L1_SP10_P1_R09,2,WHITE,1,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,10,10,4,9,8,MC1_BASE_N1_L1_P1_R09,MC1_BASE_N1_L1_P1_R09,430100008,430200008,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,b35cd68775fa046a049b18c74af0b055000fc32813e9b2c6bbe666702148880b,-11.4197048669639,18.891221882426,10
61,MC1_K2_N1_L1_SP14_P1_R09,2,WHITE,1,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,14,14,5,9,8,MC1_BASE_N1_L1_P1_R09,MC1_BASE_N1_L1_P1_R09,430100008,430200008,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,2385901c968d9bbf69a9b0dafade98e8bc41b2cdcc2ab14b96ec4befaaac532d,-7.41970486696391,22.891221882426,14
62,MC1_K2_N1_L1_SP18_P1_R09,2,WHITE,1,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,18,18,6,9,8,MC1_BASE_N1_L1_P1_R09,MC1_BASE_N1_L1_P1_R09,430100008,430200008,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,5b55fc2b87088928ff899a33cdb4b4b50176d55e498c15c282b8b53e37f24e3a,-3.41970486696391,26.891221882426,18
63,MC1_K2_N1_L1_SP22_P1_R09,2,WHITE,1,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,22,22,7,9,8,MC1_BASE_N1_L1_P1_R09,MC1_BASE_N1_L1_P1_R09,430100008,430200008,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,06009ced7b1a5518e9898326f83dad0243398b1a4107fb6569c59dacdc54f539,0.580295133036089,30.891221882426,22
64,MC1_K2_N1_L1_SM6_P1_R10,2,WHITE,1,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,-6,-6,1,10,9,MC1_BASE_N1_L1_P1_R10,MC1_BASE_N1_L1_P1_R10,430100009,430200009,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,aeacc0c642999577f7944809bd51ff9366f7605f943a45f24f0b3a6d4c255bf8,-27.4197202730678,3.8169901745704,-6
65,MC1_K2_N1_L1_SP0_P1_R10,2,WHITE,1,1,1,P1,1,8,10,0.3,45,0,1,L1_FULLY_COHERENT_BY_CONTRACT,0,0,2,10,9,MC1_BASE_N1_L1_P1_R10,MC1_BASE_N1_L1_P1_R10,430100009,430200009,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,STAGE8_K2_TANGENT_WHITE_SNR_MONTE_CARLO_AND_CLOSURE_V1,ONE_SYNTHETIC_CPI,ONE_SELECTED_RANGE_DOPPLER_CELL,1,1,0,0,0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,ac98e263a554212c64ccc0c01ff8bab75b2c3c30f0a70becc93e0a6035fe0047,-21.4197202730678,9.8169901745704,9.64327466553287e-16
