domain,method_id,nominal_snr_db,profile_id,total,applicable,valid,structural_na,algorithmic_invalid,valid_rate,localization_success_rate,resolution_success_rate,median_d_max_bw,P90_d_max_bw,median_joint_RMSE_deg,P90_joint_RMSE_deg,median_axis_error_deg,P90_axis_error_deg,median_rho_error_deg,P90_rho_error_deg,runtime_total_sec,runtime_median_sec,runtime_P90_sec,score_call_count,SVD_call_count,eig_call_count,failure_reasons
BEAMSPACE,TANGENT_PROFILE_CORE,10,P1,60,60,57,0,3,0.95,0.883333333333333,0.15,0.0652377068119156,0.0925806363757824,0.156028340163587,0.209447745757587,13.5708769044953,53.380804855102,0.298941246511577,0.299,5.9071344,0.1004463,0.110429,10584,21228,120,"{""reason"":""TANGENT_PROFILE_NO_FEASIBLE_SCALE"",""count"":3}"
BEAMSPACE,TANGENT_PROFILE_CORE,10,P2,60,60,58,0,2,0.966666666666667,0.733333333333333,0.0333333333333333,0.0707255512638883,0.127136636862113,0.172307908567227,0.256302265606136,33.060577980236,66.064476076249,0.198999999999999,0.397237217880327,6.1414555,0.1004729,0.1235013,10547,21154,120,"{""reason"":""TANGENT_PROFILE_NO_FEASIBLE_SCALE"",""count"":2}"
BEAMSPACE,TANGENT_PROFILE_CORE,10,P3,60,60,53,0,7,0.883333333333333,0.866666666666667,0.0666666666666667,0.0347423039411925,0.0659663421302935,0.0878047651494067,0.152704139211946,15.2503701412219,60.5948653895124,0.148999999999998,0.149,5.757118,0.0990141,0.11184545,10378,20816,120,"{""reason"":""TANGENT_PROFILE_NO_FEASIBLE_SCALE"",""count"":7}"
BEAMSPACE,TANGENT_PROFILE_CORE,10,P4,60,60,56,0,4,0.933333333333333,0.833333333333333,0,0.0435000596648308,0.100947261483246,0.10321794047424,0.232995231214135,36.6258321709912,76.7398772378031,0.0990000000000002,0.42798509749517,5.8509458,0.0992984,0.1071255,10687,21434,120,"{""reason"":""TANGENT_PROFILE_NO_FEASIBLE_SCALE"",""count"":4}"
BEAMSPACE,TANGENT_PROFILE_CORE,14,P1,60,60,58,0,2,0.966666666666667,0.933333333333333,0.316666666666667,0.0560051069220039,0.0809832922046226,0.134987089034919,0.184154985417986,8.00126064797699,37.8388972569923,0.18060377140657,0.299,5.7686887,0.098872,0.10463955,10529,21118,120,"{""reason"":""TANGENT_PROFILE_NO_FEASIBLE_SCALE"",""count"":2}"
BEAMSPACE,TANGENT_PROFILE_CORE,14,P2,60,60,60,0,0,1,0.85,0.0333333333333333,0.0658413697120745,0.113164806222011,0.135668359806777,0.24006865281504,20.7594690111883,51.5168308937901,0.198999999999999,0.393831489253835,5.7323309,0.0976328,0.1042179,10383,20826,120,"{""reason"":[],""count"":[]}"
BEAMSPACE,TANGENT_PROFILE_CORE,14,P3,60,60,58,0,2,0.966666666666667,0.966666666666667,0.116666666666667,0.0291986544658151,0.0494809074433756,0.0803567525078239,0.124386629176749,10.6148029039789,42.0738883659708,0.148999999999998,0.149,6.1277641,0.1013081,0.1149331,10865,21790,120,"{""reason"":""TANGENT_PROFILE_NO_FEASIBLE_SCALE"",""count"":2}"
BEAMSPACE,TANGENT_PROFILE_CORE,14,P4,60,60,58,0,2,0.966666666666667,0.933333333333333,0,0.0410937083634228,0.0787889202178506,0.099789932048378,0.186087875440315,33.7365234368247,72.9666422834574,0.0990000000000007,0.325762525740596,5.8740852,0.1007922,0.1046665,10669,21398,120,"{""reason"":""TANGENT_PROFILE_NO_FEASIBLE_SCALE"",""count"":2}"
BEAMSPACE,TANGENT_PROFILE_CORE,18,P1,60,60,58,0,2,0.966666666666667,0.95,0.5,0.0401173707669319,0.0704393792800223,0.101011984282952,0.164146485110984,4.47957206167829,26.2287173611591,0.175239128795477,0.299,5.5746756,0.09621885,0.1025024,10325,20710,120,"{""reason"":""TANGENT_PROFILE_NO_FEASIBLE_SCALE"",""count"":2}"
BEAMSPACE,TANGENT_PROFILE_CORE,18,P2,60,60,60,0,0,1,0.883333333333333,0.1,0.0623450693338648,0.10760147041999,0.117828626369342,0.224280133661059,13.0136891664477,36.8099119727024,0.198999999999999,0.319269231312941,5.6196144,0.0968303,0.1040281,10155,20370,120,"{""reason"":[],""count"":[]}"
BEAMSPACE,TANGENT_PROFILE_CORE,18,P3,60,60,60,0,0,1,1,0.216666666666667,0.0256282373859408,0.0417722095452649,0.0764222421810764,0.108829270201401,6.12205553422491,45.8930802574564,0.148915006269665,0.149,6.0021119,0.09892125,0.1084006,11021,22102,120,"{""reason"":[],""count"":[]}"
BEAMSPACE,TANGENT_PROFILE_CORE,18,P4,60,60,59,0,1,0.983333333333333,0.966666666666667,0,0.0376440726367697,0.0685917252772453,0.0892819038661636,0.159086517265685,24.9464902464988,73.8444644458796,0.0990000000000005,0.280798018511476,6.3992923,0.09798385,0.14745835,10852,21764,120,"{""reason"":""TANGENT_PROFILE_NO_FEASIBLE_SCALE"",""count"":1}"
BEAMSPACE,TANGENT_PROFILE_CORE,22,P1,60,60,58,0,2,0.966666666666667,0.966666666666667,0.683333333333333,0.027775836540407,0.0616670887606995,0.067996044304999,0.151064080392506,2.61243393040035,15.3185306974653,0.105232495395681,0.298999999999999,5.2701006,0.09243055,0.0979448,10018,20096,120,"{""reason"":""TANGENT_PROFILE_NO_FEASIBLE_SCALE"",""count"":2}"
BEAMSPACE,TANGENT_PROFILE_CORE,22,P2,60,60,60,0,0,1,0.916666666666667,0.1,0.0581468731541464,0.0955830639201396,0.110976431157817,0.19310100029255,7.49447406425743,22.8508993137719,0.198999999999998,0.223251901708895,5.1985658,0.08310125,0.09816565,9680,19420,120,"{""reason"":[],""count"":[]}"
BEAMSPACE,TANGENT_PROFILE_CORE,22,P3,60,60,60,0,0,1,1,0.316666666666667,0.0230132680849601,0.0319445586065894,0.0746761738746583,0.085475383314573,3.55194437856569,27.56834009187,0.148631521078147,0.148999999999999,5.8022705,0.0963688,0.1001845,11029,22118,120,"{""reason"":[],""count"":[]}"
BEAMSPACE,TANGENT_PROFILE_CORE,22,P4,60,60,60,0,0,1,1,0,0.0355244877846349,0.0632815766530677,0.0902059164191885,0.149233577048073,14.0984092555347,70.8917753865093,0.0989999999999998,0.25893621418546,5.6472164,0.0957167,0.1002132,10671,21402,120,"{""reason"":[],""count"":[]}"
ELEMENT,ELEMENT_MUSIC_K2,-6,P1,60,40,0,20,40,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,210.712251332143,5.25034569553571,5.30791229553571,780840,0,40,"{""reason"":[""MUSIC_FEWER_THAN_TWO_PEAKS"",""NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK""],""count"":[40,20]}"
ELEMENT,ELEMENT_MUSIC_K2,-6,P2,60,40,0,20,40,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,210.741536532143,5.25416499553571,5.33491944553571,780840,0,40,"{""reason"":[""MUSIC_FEWER_THAN_TWO_PEAKS"",""NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK""],""count"":[40,20]}"
ELEMENT,ELEMENT_MUSIC_K2,-6,P3,60,40,0,20,40,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,210.671165532143,5.25809129553571,5.32389219553571,780840,0,40,"{""reason"":[""MUSIC_FEWER_THAN_TWO_PEAKS"",""NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK""],""count"":[40,20]}"
ELEMENT,ELEMENT_MUSIC_K2,-6,P4,60,40,0,20,40,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,210.774758932143,5.26628819553571,5.32248659553571,780840,0,40,"{""reason"":[""MUSIC_FEWER_THAN_TWO_PEAKS"",""NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK""],""count"":[40,20]}"
ELEMENT,ELEMENT_MUSIC_K2,0,P1,60,40,0,20,40,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,210.016095132143,5.24089314553571,5.30483509553571,780840,0,40,"{""reason"":[""MUSIC_FEWER_THAN_TWO_PEAKS"",""NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK""],""count"":[40,20]}"
ELEMENT,ELEMENT_MUSIC_K2,0,P2,60,40,0,20,40,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,209.577573832143,5.22433399553571,5.28340274553571,780840,0,40,"{""reason"":[""MUSIC_FEWER_THAN_TWO_PEAKS"",""NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK""],""count"":[40,20]}"
ELEMENT,ELEMENT_MUSIC_K2,0,P3,60,40,0,20,40,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,209.899081432143,5.22347274553571,5.31531179553571,780840,0,40,"{""reason"":[""MUSIC_FEWER_THAN_TWO_PEAKS"",""NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK""],""count"":[40,20]}"
ELEMENT,ELEMENT_MUSIC_K2,0,P4,60,40,0,20,40,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,210.792857632143,5.24043979553571,5.36583799553571,780840,0,40,"{""reason"":[""MUSIC_FEWER_THAN_TWO_PEAKS"",""NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK""],""count"":[40,20]}"
ELEMENT,ELEMENT_MUSIC_K2,6,P1,60,40,0,20,40,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,224.242249832143,5.56445304553571,5.75977944553571,780840,0,40,"{""reason"":[""MUSIC_FEWER_THAN_TWO_PEAKS"",""NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK""],""count"":[40,20]}"
