domain,method_id,nominal_snr_db,profile_id,total,applicable,valid,structural_na,algorithmic_invalid,valid_rate,localization_success_rate,resolution_success_rate,median_d_max_bw,P90_d_max_bw,median_joint_RMSE_deg,P90_joint_RMSE_deg,median_axis_error_deg,P90_axis_error_deg,median_rho_error_deg,P90_rho_error_deg,runtime_total_sec,runtime_median_sec,runtime_P90_sec,score_call_count,SVD_call_count,eig_call_count,failure_reasons
ELEMENT,ELEMENT_MUSIC_K2,6,P2,60,40,0,20,40,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,218.192123932143,5.40930194553571,5.70376624553571,780840,0,40,"{""reason"":[""MUSIC_FEWER_THAN_TWO_PEAKS"",""NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK""],""count"":[40,20]}"
ELEMENT,ELEMENT_MUSIC_K2,6,P3,60,40,0,20,40,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,216.693453732143,5.36544419553571,5.61148954553571,780840,0,40,"{""reason"":[""MUSIC_FEWER_THAN_TWO_PEAKS"",""NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK""],""count"":[40,20]}"
ELEMENT,ELEMENT_MUSIC_K2,6,P4,60,40,0,20,40,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,217.621993332143,5.36309989553571,5.72466854553571,780840,0,40,"{""reason"":[""MUSIC_FEWER_THAN_TWO_PEAKS"",""NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK""],""count"":[40,20]}"
ELEMENT,ELEMENT_MUSIC_K2,10,P1,60,40,0,20,40,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,220.389939532143,5.44160509553571,5.84178124553571,780840,0,40,"{""reason"":[""MUSIC_FEWER_THAN_TWO_PEAKS"",""NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK""],""count"":[40,20]}"
ELEMENT,ELEMENT_MUSIC_K2,10,P2,60,40,0,20,40,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,217.577342932143,5.41647289553571,5.63876624553571,780840,0,40,"{""reason"":[""MUSIC_FEWER_THAN_TWO_PEAKS"",""NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK""],""count"":[40,20]}"
ELEMENT,ELEMENT_MUSIC_K2,10,P3,60,40,0,20,40,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,217.037465832143,5.41938994553571,5.53989649553571,780840,0,40,"{""reason"":[""MUSIC_FEWER_THAN_TWO_PEAKS"",""NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK""],""count"":[40,20]}"
ELEMENT,ELEMENT_MUSIC_K2,10,P4,60,40,0,20,40,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,215.842290732143,5.35172504553571,5.60036364553571,780840,0,40,"{""reason"":[""MUSIC_FEWER_THAN_TWO_PEAKS"",""NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK""],""count"":[40,20]}"
ELEMENT,ELEMENT_MUSIC_K2,14,P1,60,40,0,20,40,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,214.126569932143,5.29515829553571,5.61355484553571,780840,0,40,"{""reason"":[""MUSIC_FEWER_THAN_TWO_PEAKS"",""NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK""],""count"":[40,20]}"
ELEMENT,ELEMENT_MUSIC_K2,14,P2,60,40,0,20,40,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,211.632564132143,5.25899754553571,5.46625749553571,780840,0,40,"{""reason"":[""MUSIC_FEWER_THAN_TWO_PEAKS"",""NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK""],""count"":[40,20]}"
ELEMENT,ELEMENT_MUSIC_K2,14,P3,60,40,0,20,40,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,213.832350632143,5.30232414553571,5.59278639553571,780840,0,40,"{""reason"":[""MUSIC_FEWER_THAN_TWO_PEAKS"",""NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK""],""count"":[40,20]}"
ELEMENT,ELEMENT_MUSIC_K2,14,P4,60,40,0,20,40,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,217.431003132143,5.40307904553571,5.84664034553571,780840,0,40,"{""reason"":[""MUSIC_FEWER_THAN_TWO_PEAKS"",""NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK""],""count"":[40,20]}"
ELEMENT,ELEMENT_MUSIC_K2,18,P1,60,40,0,20,40,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,217.089108432143,5.43278749553571,5.53353304553571,780840,0,40,"{""reason"":[""MUSIC_FEWER_THAN_TWO_PEAKS"",""NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK""],""count"":[40,20]}"
ELEMENT,ELEMENT_MUSIC_K2,18,P2,60,40,0,20,40,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,216.606824932143,5.35742594553571,5.64467069553571,780840,0,40,"{""reason"":[""MUSIC_FEWER_THAN_TWO_PEAKS"",""NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK""],""count"":[40,20]}"
ELEMENT,ELEMENT_MUSIC_K2,18,P3,60,40,0,20,40,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,215.900406032143,5.42146039553571,5.56400044553571,780840,0,40,"{""reason"":[""MUSIC_FEWER_THAN_TWO_PEAKS"",""NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK""],""count"":[40,20]}"
ELEMENT,ELEMENT_MUSIC_K2,18,P4,60,40,0,20,40,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,219.448656132143,5.42963934553571,5.74542544553571,780840,0,40,"{""reason"":[""MUSIC_FEWER_THAN_TWO_PEAKS"",""NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK""],""count"":[40,20]}"
ELEMENT,ELEMENT_MUSIC_K2,22,P1,60,40,0,20,40,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,216.959095332143,5.48861109553571,5.66814314553571,780840,0,40,"{""reason"":[""MUSIC_FEWER_THAN_TWO_PEAKS"",""NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK""],""count"":[40,20]}"
ELEMENT,ELEMENT_MUSIC_K2,22,P2,60,40,0,20,40,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,218.421971732143,5.49389959553571,5.68602769553571,780840,0,40,"{""reason"":[""MUSIC_FEWER_THAN_TWO_PEAKS"",""NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK""],""count"":[40,20]}"
ELEMENT,ELEMENT_MUSIC_K2,22,P3,60,40,0,20,40,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,217.197975832143,5.41615939553571,5.53186899553571,780840,0,40,"{""reason"":[""MUSIC_FEWER_THAN_TWO_PEAKS"",""NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK""],""count"":[40,20]}"
ELEMENT,ELEMENT_MUSIC_K2,22,P4,60,40,0,20,40,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,218.063406532143,5.39398629553571,5.73414609553571,780840,0,40,"{""reason"":[""MUSIC_FEWER_THAN_TWO_PEAKS"",""NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK""],""count"":[40,20]}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,-6,P1,60,60,1,0,59,0.0166666666666667,0.0166666666666667,0,0.0777691129801669,0.0777691129801669,0.165468847481797,0.165468847481797,2.18815284823973,2.18815284823973,0.265747131444299,0.265747131444299,2.4109986,0.00069555,0.00191785,5092,5152,120,"{""reason"":""ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN"",""count"":59}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,-6,P2,60,0,0,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_EQUAL_ELEVATION"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,-6,P3,60,60,0,0,60,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0370848,0.00059465,0.00084595,0,60,120,"{""reason"":""ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,-6,P4,60,60,0,0,60,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0369043,0.00058965,0.0007698,0,60,120,"{""reason"":""ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,0,P1,60,60,2,0,58,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0399330001985844,0.0405722801066955,0.0924048158949313,0.101640384532221,1.1292389163455,1.96440737768508,0.160405198130139,0.179499287460289,3.7750811,0.0005799,0.00076915,9610,9670,120,"{""reason"":""ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN"",""count"":58}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,0,P2,60,0,0,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_EQUAL_ELEVATION"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,0,P3,60,60,3,0,57,0.05,0.05,0.0166666666666667,0.018492204902639,0.0318627976085388,0.0566354978388647,0.0801400917507549,2.65567786898844,2.8725465689984,0.110556955903303,0.111491046184475,6.9800448,0.00062455,0.00089155,14709,14769,120,"{""reason"":""ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN"",""count"":57}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,0,P4,60,60,0,0,60,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0375902,0.00060395,0.0008041,0,60,120,"{""reason"":""ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,6,P1,60,60,13,0,47,0.216666666666667,0.216666666666667,0.0333333333333333,0.0486644809715852,0.0710755813746395,0.107736994838538,0.151501799156774,1.26743500347224,5.16150971046407,0.168020201375086,0.268902282448754,27.442784,0.0007258,2.15340585,58588,58648,120,"{""reason"":""ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN"",""count"":47}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,6,P2,60,0,0,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_EQUAL_ELEVATION"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,6,P3,60,60,6,0,54,0.1,0.1,0.0166666666666667,0.0296234858645925,0.032792861305063,0.0788364881572496,0.10018373687399,1.07252238697566,7.4882218992028,0.0571866233523342,0.0814035294264068,12.6166747,0.0006614,0.84051285,27599,27659,120,"{""reason"":""ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN"",""count"":54}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,6,P4,60,60,0,0,60,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0394004,0.0006654,0.0008258,0,60,120,"{""reason"":""ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,10,P1,60,60,21,0,39,0.35,0.35,0.0833333333333333,0.0516135311414129,0.0605383772511911,0.123715453108839,0.141447004485409,0.887492367546007,2.36607118651684,0.173462640917735,0.272558686540894,43.8932795,0.00076105,2.3156248,95890,95950,120,"{""reason"":""ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN"",""count"":39}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,10,P2,60,0,0,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_EQUAL_ELEVATION"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,10,P3,60,60,18,0,42,0.3,0.3,0.0333333333333333,0.0252257212864438,0.0432049790428324,0.0675905801881498,0.109313659831495,0.602473791954379,1.57120816592023,0.113090926719961,0.154557375066426,35.7925681,0.0007379,2.2752362,81509,81569,120,"{""reason"":""ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN"",""count"":42}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,10,P4,60,60,1,0,59,0.0166666666666667,0.0166666666666667,0,0.0544618688933122,0.0544618688933122,0.117535557930272,0.117535557930272,3.30655066869938,3.30655066869938,0.091312259893302,0.091312259893302,2.9448102,0.0006144,0.00081985,5236,5296,120,"{""reason"":""ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN"",""count"":59}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,14,P1,60,60,34,0,26,0.566666666666667,0.566666666666667,0.333333333333333,0.0393515790540641,0.0658101722826008,0.088745894482831,0.145668440467811,0.637074287077138,1.90397548413441,0.156681074279822,0.28352051853174,63.1426141,1.42555845,2.16806935,150052,150112,120,"{""reason"":""ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN"",""count"":26}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,14,P2,60,0,0,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_EQUAL_ELEVATION"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,14,P3,60,60,23,0,37,0.383333333333333,0.383333333333333,0.0666666666666667,0.0255199304916918,0.0388467031511547,0.0746112510149094,0.108068029215934,0.358440469618826,1.81489386289534,0.11020895414329,0.144904482185495,42.2824303,0.0007898,2.0979712,103451,103511,120,"{""reason"":""ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN"",""count"":37}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,14,P4,60,60,3,0,57,0.05,0.05,0.0166666666666667,0.0178971209620086,0.0438224394545697,0.0367967704450374,0.0932847481949226,2.17231308616751,3.00815773945479,0.0496873535085878,0.149291204405645,5.2589151,0.00060895,0.0009532,12824,12884,120,"{""reason"":""ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN"",""count"":57}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,18,P1,60,60,46,0,14,0.766666666666667,0.766666666666667,0.533333333333333,0.0268310800491592,0.0607326895185751,0.0627521793427279,0.145414223681327,0.397308266658903,1.15541043951069,0.080074851032105,0.267945605361507,82.6424176,1.60814275,2.3551709,195281,195341,120,"{""reason"":""ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN"",""count"":14}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,18,P2,60,0,0,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_EQUAL_ELEVATION"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,18,P3,60,60,30,0,30,0.5,0.5,0.133333333333333,0.0226261899808986,0.0288170046813808,0.0686599178470557,0.0776549494955802,0.363894172255743,2.86119208308017,0.111540981852682,0.148183070037915,54.2275605,0.5625684,2.2458575,132204,132264,120,"{""reason"":""ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN"",""count"":30}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,18,P4,60,60,6,0,54,0.1,0.1,0.0166666666666667,0.0276476582073381,0.0749629749472532,0.0622183628991194,0.156623621228648,1.78954145002924,3.34638857748686,0.103169796988303,0.234986952914365,11.9196959,0.00070335,0.85274705,27047,27107,120,"{""reason"":""ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN"",""count"":54}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,22,P1,60,60,50,0,10,0.833333333333333,0.833333333333333,0.65,0.017285887905786,0.0516271409653407,0.0416454521879966,0.128990519090052,0.251082161025004,0.645004624123608,0.0530038292888051,0.235771849908877,85.7218511,1.61176535,2.1139332,206729,206789,120,"{""reason"":""ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN"",""count"":10}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,22,P2,60,0,0,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_EQUAL_ELEVATION"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,22,P3,60,60,38,0,22,0.633333333333333,0.633333333333333,0.333333333333333,0.0159454522972289,0.0380645288494345,0.0439983737085158,0.104475558109492,0.211454384264909,1.82945591910403,0.0751958297533196,0.147902983809943,70.0330929,1.35336175,2.280324,162309,162369,120,"{""reason"":""ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN"",""count"":22}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,22,P4,60,60,16,0,44,0.266666666666667,0.266666666666667,0.0666666666666667,0.0330421500589155,0.06948819274184,0.0762780795998754,0.162362252442845,1.27299687852624,2.2748849917587,0.0675532559902283,0.193822745564598,34.9852394,0.0007523,2.39266815,74018,74078,120,"{""reason"":""ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN"",""count"":44}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,-6,P1,60,60,0,0,60,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1573887,0.00185355,0.00301115,3660,0,60,"{""reason"":[""ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS"",""ROOT_MUSIC_FEWER_THAN_TWO_REGISTERED_ROOTS""],""count"":[58,2]}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,-6,P2,60,0,0,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_EQUAL_ELEVATION"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,-6,P3,60,60,0,0,60,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1080868,0.0017402,0.0021115,3660,0,60,"{""reason"":[""ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS"",""ROOT_MUSIC_FEWER_THAN_TWO_REGISTERED_ROOTS""],""count"":[59,1]}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,-6,P4,60,60,0,0,60,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1087926,0.00179315,0.0021877,3660,0,60,"{""reason"":[""ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS"",""ROOT_MUSIC_FEWER_THAN_TWO_REGISTERED_ROOTS""],""count"":[59,1]}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,0,P1,60,60,1,0,59,0.0166666666666667,0.0166666666666667,0,0.0436175626809026,0.0436175626809026,0.0921224988328064,0.0921224988328064,2.09906247876687,2.09906247876687,0.0990562300959816,0.0990562300959816,2.1377921,0.001755,0.00209175,8602,4942,60,"{""reason"":[""ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS"",""ROOT_MUSIC_FEWER_THAN_TWO_REGISTERED_ROOTS""],""count"":[57,2]}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,0,P2,60,0,0,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_EQUAL_ELEVATION"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,0,P3,60,60,6,0,54,0.1,0.1,0.0166666666666667,0.0279999788896985,0.0533324240667127,0.070783387418394,0.139833767137061,2.23973024625457,3.81698248576586,0.123700302310398,0.159750038339565,11.7417514,0.001813,0.7454499,31053,27393,60,"{""reason"":[""ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS"",""ROOT_MUSIC_FEWER_THAN_TWO_REGISTERED_ROOTS""],""count"":[53,1]}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,0,P4,60,60,0,0,60,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1089734,0.00178635,0.00208645,3660,0,60,"{""reason"":""ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,6,P1,60,60,10,0,50,0.166666666666667,0.166666666666667,0.0166666666666667,0.0459930869955303,0.0622408336752611,0.105390964951102,0.139571309142459,1.58792464568421,2.76751229937521,0.147622165974644,0.253581637606225,21.1944843,0.00189295,2.0549476,49348,45688,60,"{""reason"":[""ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS"",""ROOT_MUSIC_FEWER_THAN_TWO_REGISTERED_ROOTS""],""count"":[47,3]}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,6,P2,60,0,0,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_EQUAL_ELEVATION"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,6,P3,60,60,11,0,49,0.183333333333333,0.183333333333333,0.05,0.0241235783279709,0.0339920498910367,0.0618791070762407,0.0974764340996588,0.770586603353371,2.09659321331813,0.0574436402485498,0.128894050296214,21.2395281,0.00185515,1.7612177,51947,48287,60,"{""reason"":[""ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS"",""ROOT_MUSIC_FEWER_THAN_TWO_REGISTERED_ROOTS""],""count"":[48,1]}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,6,P4,60,60,0,0,60,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1109203,0.00183955,0.0021532,3660,0,60,"{""reason"":""ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,10,P1,60,60,27,0,33,0.45,0.45,0.116666666666667,0.0470599532190195,0.057244215869609,0.113798124461144,0.134982725819432,0.98939773563635,1.8564099415168,0.174878108683481,0.260703354005673,58.40649,0.00195175,2.4611003,126342,122682,60,"{""reason"":[""ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS"",""ROOT_MUSIC_FEWER_THAN_TWO_REGISTERED_ROOTS""],""count"":[30,3]}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,10,P2,60,0,0,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_EQUAL_ELEVATION"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,10,P3,60,60,13,0,47,0.216666666666667,0.216666666666667,0.0833333333333333,0.0203105312500214,0.0448909780916284,0.0532702573615807,0.114342762339865,0.397286999287501,0.884157889654785,0.0838133354863353,0.161308255858517,24.71559,0.00186065,1.9021224,60658,56998,60,"{""reason"":""ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS"",""count"":47}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,10,P4,60,60,0,0,60,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1078412,0.0017755,0.00204815,3660,0,60,"{""reason"":""ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,14,P1,60,60,41,0,19,0.683333333333333,0.683333333333333,0.35,0.0412275852985355,0.0580292856179017,0.0996038651164237,0.144200890873123,0.658081973088248,1.28847106324573,0.131052389845094,0.279070974405265,77.6345505,1.592287,2.23395835,184760,181100,60,"{""reason"":[""ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS"",""ROOT_MUSIC_FEWER_THAN_TWO_REGISTERED_ROOTS""],""count"":[17,2]}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,14,P2,60,0,0,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_EQUAL_ELEVATION"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,14,P3,60,60,17,0,43,0.283333333333333,0.283333333333333,0.133333333333333,0.0169220294855682,0.0243783171318009,0.0453047819339489,0.0706759732662238,0.423836599040676,1.34264031358129,0.0739908968942215,0.0920640501499514,31.3026161,0.0019254,2.02292895,78390,74730,60,"{""reason"":""ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS"",""count"":43}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,14,P4,60,60,6,0,54,0.1,0.1,0,0.0529268438805614,0.0814957369063324,0.126052051155372,0.177569734589878,1.74177198313831,3.66615935530362,0.0729042755556088,0.277345164856052,12.0552129,0.00175625,0.7910893,30399,26739,60,"{""reason"":""ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS"",""count"":54}"
