domain,nominal_snr_db,realized_snr_db,signal_average_power,noise_variance,signal_energy,noise_energy,noise_seed,noise_hash,clean_hash,observation_hash,scenario_id,base_realization_index,profile_id,L,replicate_id,source_hash,truth_hash
BEAMSPACE,-6,-3.64580487582788,177.490129892247,706.600934125752,2662.35194838371,6163.76331739432,580200018,1d5fba4f49e52694208439409628408f8f6dd67c3d71b26c9eb2e3dbcc3a5b86,df5e2492bc4b4a801dd1d2fb26d268abf28853a75e5dde95f085b1f5faaf0801,b0d4e9032cf8f1f0be9417ee7fa80e91846cfbb8da8bc20943137e67b7a2cf11,RTC_S01_B018,18,P1,1,18,f9f16ea96b6ed9e6af1a1fe29009355b3c43e660d0ba8f04b88c6d1fb6b367bc,0a8f4df832cfb52c28cf1b5a8e34d930d617472c63e0a5dfebf1d9678a63b811
BEAMSPACE,-6,-6.61796107556286,243.36882350293,968.86873725685,3650.53235254395,16755.3038989591,580200019,12866d25136adce92c9dda2c619e41854d07d33a3c0270aed8dc803ec2aa7865,13037de0d2be36f327c918332a7d31fc57cc3e6b9c540a7d66d381ec5cd0d555,a8bbaf4d59601b0d4945249d1813effd23228a9a0bb0282b9432c1b08df8d12f,RTC_S01_B019,19,P1,1,19,855a887b6be9899099628db02634814b7b2833663ed8ce4e729ab51f3ee2d7ab,0a8f4df832cfb52c28cf1b5a8e34d930d617472c63e0a5dfebf1d9678a63b811
BEAMSPACE,-6,-4.75543836243146,205.171074151642,816.800758099321,3077.56611227464,9199.22470865545,580200020,5a4525e11d4dd144f3a65df9b1779aefd1f5402f302da21eb0509ba57882482a,669448e0468d030d18cff37a44a04de0ef5dac19e7c700c67f6b7a9e33aa3988,348750044685eb1cbc966d2af863e370943f263f75af723f1bf6100f2b9033a2,RTC_S01_B020,20,P1,1,20,5c3c1228fa19a3f39a4efe6262c1f7ecad0bf719934fd730884fd7559e4d212e,0a8f4df832cfb52c28cf1b5a8e34d930d617472c63e0a5dfebf1d9678a63b811
BEAMSPACE,-6,-4.8964502400096,124.921253782745,497.320468854441,1873.81880674118,5785.92257075827,580200021,20ed7d2a7cf648b6936ef1e0ad98765f5b12e51cb1c9fa14408f2ba2643a7968,f28808a65337e2ea31ff69be0025b29184cc245c4cb1d3051a8931d77627fff2,e39904f5fed7ab79eab6a04bdb6ee967ea1719a52d854ce0dc14d46246162e44,RTC_S01_B021,21,P2,1,1,7a86712ebcef151de0a7adb37c97313daf22a5dda1027a792b00d51815fd78b9,329cf3e0f65b07ad0f63984b7edaa7b8eb0bb8e41b18f0b355267d0e31e60e2f
BEAMSPACE,-6,-6.44862438586547,190.051162594347,756.607306008382,2850.76743891521,12584.1599085418,580200022,53dfe2f697a0a457e4b613b13d3286dd0f182921e7590f98ff8908ccd7204305,b6e744388c9570d1051eb0a6ec1769f6ab186f00ecfe8069def818d211d63021,0d878270b73e0edbe9997dfaa02451374bf09900f9180b634cd62260c3ec81f9,RTC_S01_B022,22,P2,1,2,6a268a439cf1bfad561ef69c8a2a5380a3294c95a2111feb1e6fc3f43b3a1c00,329cf3e0f65b07ad0f63984b7edaa7b8eb0bb8e41b18f0b355267d0e31e60e2f
BEAMSPACE,-6,-5.3829317787073,197.558994479281,786.496523095405,2963.38491718921,10234.8443881807,580200023,c37e9d907fe326c6971241f32c646ce441952d2d76d73f95bccff90cac4adb3e,4631c29b8e514c235071def3b072526947f1361f4dfe0afc042ba3d380e1bd02,0047a9fd80899f8e5b7c51d378182bfde9ea19e1be9b4905e774f3bd45bf0fc2,RTC_S01_B023,23,P2,1,3,f976d7ce466bdaf092a8a4faf4a249ac39dea4d92200b38ec61b9b78147a6a2e,329cf3e0f65b07ad0f63984b7edaa7b8eb0bb8e41b18f0b355267d0e31e60e2f
BEAMSPACE,-6,-7.24612803091869,134.117679386876,533.932098619105,2011.76519080315,10670.6307685779,580200024,fbaca3fce6b9a51392fe1285f42e71afbae74efc7488a94e7bd71777c7b17b0a,41e8b6d05f7974115928da0cefaa70473c5aefd27fc560c91be95adaa8b54cec,25a13cc5454fbeb0c28fb6326142ae909b129dd23d18f8bd68438a51b4845d10,RTC_S01_B024,24,P2,1,4,5288e5230b5d187b2c51e9d8646333b179558b9c1c1f74acc1e90a41a3d84359,329cf3e0f65b07ad0f63984b7edaa7b8eb0bb8e41b18f0b355267d0e31e60e2f
BEAMSPACE,-6,-5.90629359239928,247.85054282884,986.710783257377,3717.75814243259,14484.7329509771,580200025,5ee3732a7f1e5fc577d12d820c0b2b6b9d4723f51df0c66cdb9a893f704fe77d,3177b4f82287268209a75667fdecac172ec80e1a1ddfcd109120746c40f19e51,3cf9b6a51f0bbf5126372d35bde7d8ec4af855b4cd61bac8adc5a7bacc2aef11,RTC_S01_B025,25,P2,1,5,ff6bea24ece4274f741cf429980dd75df6f7092c9d4c1c809bbe1bef1a3c4aae,329cf3e0f65b07ad0f63984b7edaa7b8eb0bb8e41b18f0b355267d0e31e60e2f
BEAMSPACE,-6,-5.61500140989162,103.121418193325,410.533760204084,1546.82127289987,5635.60151405852,580200026,27186cdf03ceb7c3728553cfac7882fe4d4ef796e41ccae2b8974c6f7b702dbf,e3e6d6298a9c05a67dd30610af1840a2d71ecfe8552948aec92d1be8053dbd3f,3585dee65060c5b493ae0e11f9c3a39b6d9ed8b282f9fd1f0b30794ff321afff,RTC_S01_B026,26,P2,1,6,4b8bca5d9fb507cf47b28b20a08c5d9e22015c12e859b0bb97ffece3751507b6,329cf3e0f65b07ad0f63984b7edaa7b8eb0bb8e41b18f0b355267d0e31e60e2f
BEAMSPACE,-6,-4.18386149176524,158.08985620883,629.367053485067,2371.34784313246,6214.14542740528,580200027,691da01186a10e76fcdf4fcb1bc51af71936d4dd3c0881b77105ecc6108fe376,4c623012967a28281ee18e3bcb0bfeaa57cc74d8d04c333c3c70bdfb8c7ab22f,6daf7e4c46b7a366963b8e1e8358e30373a8ee0768c72dc4a59669565f83e78e,RTC_S01_B027,27,P2,1,7,f48f7de6078c1b5422e958a72d01da325211b12189ce68f98703f849f47b7fae,329cf3e0f65b07ad0f63984b7edaa7b8eb0bb8e41b18f0b355267d0e31e60e2f
BEAMSPACE,-6,-4.88657100176071,100.312002706132,399.349275698931,1504.68004059198,4635.54989851349,580200028,bad36fe295770d3297dcec696c997c38ee42fdc86128650c50958dcc097632b6,eabf65b11ca00f5c69b0b97acf7727e1aef888e54065a1ebfeb39ad56d567814,1f28e506e9fc3c43b71c02d9a0aeb69aa6b6e8d4f49d82eca11abcafdc2e766e,RTC_S01_B028,28,P2,1,8,ab6481dee2a4c173319b09c47fabd94cc68e0e4d58ce7b50f39174bc6eebcf1f,329cf3e0f65b07ad0f63984b7edaa7b8eb0bb8e41b18f0b355267d0e31e60e2f
BEAMSPACE,-6,-6.06468006632903,41.7897355238024,166.367933675599,626.846032857036,2532.96324718455,580200029,c73e5e9188da0e09753b276230ed74f2de2018ff01e2f381fe9783d89ae1e96a,e0509b5b8b1a88388fca38432ca3066ebecb77c8079906c6fc1703fb5c6851d1,b724f8c73e13cc1b4d3cdfad30a669b9cc7523a8f738f3c07ca6070e47d25107,RTC_S01_B029,29,P2,1,9,cc0121ef2d8e8ef23fe6f8866107e4abbb236980f840b29aedf1a0e35a4723a0,329cf3e0f65b07ad0f63984b7edaa7b8eb0bb8e41b18f0b355267d0e31e60e2f
BEAMSPACE,-6,-5.40262954987026,247.973782497084,987.201409213624,3719.60673745626,12905.0585919128,580200030,cfeebb65b4049676d4cfec6d4f27fb4b54d5c44d5ffe455ca682126a2e13d0d1,7076f6c685988e8760c83ac651c3210daaf8513085527f147c9a6433ec0c867d,7d9da38032c3f29a89c8e3481af80b74157178d67f6af8ab813d200b066efa34,RTC_S01_B030,30,P2,1,10,1b786b7d141b0cef6087b28dd8cf121755b45287725d481532e5dfc3671b6b32,329cf3e0f65b07ad0f63984b7edaa7b8eb0bb8e41b18f0b355267d0e31e60e2f
BEAMSPACE,-6,-6.47054346792026,46.0591042543921,183.364596729446,690.886563815881,3065.21606820439,580200031,46831808dda8810cad48c8da216272c0687d28bcc596b9b53fb6e9b1816f3b3f,d8c52527bcb0872a7ecf9800c5e28b55c0026b4e53069a2afb321f9aba1d0d3f,c71892a53c5977927de8625317c9a623b79c81367c70c4aac838b2ec9a1adf54,RTC_S01_B031,31,P2,1,11,441c9f8e8938da2c954c35fe6536891bc3cb42e0b7152c036dae6477bf502883,329cf3e0f65b07ad0f63984b7edaa7b8eb0bb8e41b18f0b355267d0e31e60e2f
BEAMSPACE,-6,-6.18839096655362,174.786401293909,695.837196703463,2621.79601940864,10900.2885943924,580200032,8f645e0e45c29776a78e69c235259b392d532a0960e7a9b70e40472b7eb0fd27,228ad81181e72aa8806ed601aa9d47643094fe7c3e8e789f2d2a4676324b470d,e54e4917e0f347f73502b071341aae09bbcbbab10419bbd52e547d6bab3f1b66,RTC_S01_B032,32,P2,1,12,15f72d48a0734aa8d509772b768e24cc67736cc24beef218d72bbc373b827982,329cf3e0f65b07ad0f63984b7edaa7b8eb0bb8e41b18f0b355267d0e31e60e2f
BEAMSPACE,-6,-4.75978522874183,137.543231227353,547.569466127068,2063.14846841029,6173.18091278928,580200033,c45d41aa482521fff2fdb2bfcca2781a556d303f33fc4ca5b205af7292ab447c,efa775f43533be60021e81d6c2836800b26582704862ecf6de3353a24d3344e3,f556c87373d1447c3aaaa15ddf0aa7ce6b4fa6adb9cbe2df6227fba3c9c719f4,RTC_S01_B033,33,P2,1,13,bdbb8b346beb27115f3035d0bcfa655223ac344a882b18628327b32e53829538,329cf3e0f65b07ad0f63984b7edaa7b8eb0bb8e41b18f0b355267d0e31e60e2f
BEAMSPACE,-6,-3.25780874708226,38.4787982438466,153.186854951567,577.181973657699,1222.06310778315,580200034,636c42cf0305c0750ccda765cd612963046cf55e777972d49d48f41fe4a6ec5d,605bf65281e093701a994f4ee5975d4c4117d06e871001547667b210b41f7e74,a3cfb9aa48f8132cbaa6daa8dad7a1a30eb171fea9dd90e75a446ec35ee97b93,RTC_S01_B034,34,P2,1,14,628e5357ec9ff1c9a60cd4599e51168b759dd3f231f961ca24d9022bfcce9547,329cf3e0f65b07ad0f63984b7edaa7b8eb0bb8e41b18f0b355267d0e31e60e2f
BEAMSPACE,-6,-4.52941384231906,29.6373858413529,117.988558199033,444.560787620294,1261.45725089437,580200035,b2b29b0c8376a8700d9ad63e61ecde580f2eab43d3dfbad8a5f216567700055f,7645a2b01f51356efa2b4fcbacd426b137ac88c257b92b0188824d2c2a429574,649f1b381fdcdbad8e24454b6f4c07c8f25461d7d13a8b35576d14ab92030907,RTC_S01_B035,35,P2,1,15,8ee35e13e3a6046ac8ad83e8b2cfb09425fd7b5b90dcb35481d026371f547b09,329cf3e0f65b07ad0f63984b7edaa7b8eb0bb8e41b18f0b355267d0e31e60e2f
BEAMSPACE,-6,-5.16198858768668,42.4089255898125,168.832973727741,636.133883847188,2088.08122185359,580200036,ba8cf931b2e8dbaa7bfe8b3ab438597466e91d70af044035a366684944e85100,c176cd53dec82b75731019137d5966b911ead8490974fd26dbb407e15021ea1e,92cc6b91fcd467265ec9c4dffcebd46fd16f47d136b11e5f7d8e37cda6962749,RTC_S01_B036,36,P2,1,16,cfbf853a59460b07aa838d508d86806aabd806927d928ca2ef1f11bf0bb193ed,329cf3e0f65b07ad0f63984b7edaa7b8eb0bb8e41b18f0b355267d0e31e60e2f
BEAMSPACE,-6,-5.00874378973188,103.161489256778,410.693285981009,1547.42233885167,4903.24101398902,580200037,9fcc4824cf0c453bf3d1dd075fe876d77fe84da6560dc9ad1675aab170665a44,8ccf02194f34834c7be09f4a0465e3acd2106f82804445c1fccf7a4fbcc52e0b,c2de80d488f05e091a20fc1906087872ae0a318514b443518558c99e9087b62c,RTC_S01_B037,37,P2,1,17,85fca9ca875155825fad71ee81aae77f505389840207404296c7e791dd366087,329cf3e0f65b07ad0f63984b7edaa7b8eb0bb8e41b18f0b355267d0e31e60e2f
BEAMSPACE,-6,-6.76701889165605,151.452990972462,602.945217079111,2271.79486458693,10791.2313326064,580200038,18470b8848ce8984439a0c178a1d4ae37fac61c517d6539a1ad4ad491c689e3b,f5feecd01b8ff9a7bda2bc45efb195e3b571e40a8db3e4c304803aad7a99185f,b6685356099e2c4abdc50acec0fe2ad01a2bfc94557fa7a33353d0cf34bafa5d,RTC_S01_B038,38,P2,1,18,c2ffb7ad9021b36618fb50da4341e508b12cefbc99342d60154821779e55325d,329cf3e0f65b07ad0f63984b7edaa7b8eb0bb8e41b18f0b355267d0e31e60e2f
BEAMSPACE,-6,-5.76947099849973,246.954954122448,983.145380398566,3704.32431183673,13984.794912166,580200039,13a01214f31838abfa4a96ae0c0ef2612a9370b1ce391e37235a69e4b5c3d3cb,7284821d4feee3763fd9090e8d8cfb009090d15ea6ea6186561da9ed79d588f6,a29dd4f7b7bc1d6b578bceb6f474bb1703105736793cf80200c49b4fb48987e9,RTC_S01_B039,39,P2,1,19,afe32c4b48716ccd87e5229fe2d8f388fdc2ef7a84c7da9ff901a798f0204fec,329cf3e0f65b07ad0f63984b7edaa7b8eb0bb8e41b18f0b355267d0e31e60e2f
BEAMSPACE,-6,-6.14310913657069,41.465268171342,165.07620587935,621.979022570131,2559.09643130748,580200040,3b6d14ff2e7da499391a30cd1d8558bce858fc340d83e76459b1c23689287216,c16697c4254a1a189e0e22061b17defb41f4526004581f7a7f2eb2ef01419276,31cec209d3744e6b9a669734facb90b2300596d95c76150dad1d473edb188159,RTC_S01_B040,40,P2,1,20,59a29b20de92136eaae65aa96e59f9a482ff82ef00d58ce44ccf253621e7736a,329cf3e0f65b07ad0f63984b7edaa7b8eb0bb8e41b18f0b355267d0e31e60e2f
BEAMSPACE,-6,-5.10890321040921,101.856992400506,405.499990456546,1527.85488600759,4954.18737700456,580200041,e8ea5e88278321eb6d0c9272a7696072fe50e55c0a17da5ee8651a292a32fbe3,e3f290203768163d8e4b6e8573878a1dd0291fe1c1b88bdf5119f7a064c731bd,f5662c3c912245ca540f89ec538bc528fe0ff92acd213b58e85fa8239ff47e93,RTC_S01_B041,41,P3,1,1,c013362ee7e3cf2392700436c59a7a11169ec8ef244ffb673b5a352f65c203ac,6cbe4955b87945e6e5a9525a1329d57fd5a98c1a2636da6d7e2ce16b6c26ce0d
BEAMSPACE,-6,-5.69887487721776,202.006553750774,804.202575469834,3030.0983062616,11254.9664923282,580200042,5d89453975f20b97654e5108a1881d319cc544dc8f25c229acde4f2eaa342d8c,bfe9de161c3dc1c870968828e55c3928df017dbe0b6a05cbdb4db80b7114d834,8eefb81d4e3a19c77dbdbb5ae108602bc0d2a2bf0890f3c6030dbd64d82663c4,RTC_S01_B042,42,P3,1,2,851804adeba1f8536dac351e62d3564c739fd8747b13a81d3ab55e8c2c11f1ca,6cbe4955b87945e6e5a9525a1329d57fd5a98c1a2636da6d7e2ce16b6c26ce0d
BEAMSPACE,-6,-6.62491044258026,56.5797344122954,225.247979775473,848.696016184431,3901.60417978017,580200043,68f3e98d343e8b5f2816de79c3fa31df922c929ae0e07f0f86b7b663afac97c1,772d03b2b40f0ede083ea37c1e1f2344270f2982284bb596621b01f9b1f7291a,e620c6b1b04b33ba173248ec9cb8e207729b2cf3390bd0f20dd3b660bcf5a8c5,RTC_S01_B043,43,P3,1,3,ac342f20ac0311a0669b856e60854d324c6dcff056b5774b2d04c899371569bb,6cbe4955b87945e6e5a9525a1329d57fd5a98c1a2636da6d7e2ce16b6c26ce0d
BEAMSPACE,-6,-6.06807543045756,65.3952044291084,260.342998030399,980.928066436625,3966.84018280185,580200044,5e07ea9d74563ae298f0a0bf0a97fe885b60fc4e1ddb40bd149ee0d0f014f676,7569b77a57e9f44e8f9b6ec329d88e05c268bf8d881ebed47e455a0436eba5c9,d85711d47ee27e6198666562540d314b03ac5d082339f0afbd36169b5991c400,RTC_S01_B044,44,P3,1,4,7ba1fdbb5586559b422ba9897305d3e70e2364def039b7966caad234329cc8f8,6cbe4955b87945e6e5a9525a1329d57fd5a98c1a2636da6d7e2ce16b6c26ce0d
BEAMSPACE,-6,-5.74011110376745,56.3257370244188,224.236797961317,844.886055366282,3168.17565645578,580200045,358f3c826aadac7fe68b8f8e0b491eea860d336703d37dabac32e168ff96d7b7,f008f9e43edfbf5e3ed2d71804d0ad6c61a43a76773bda80d3ba5c8b76be1ff8,90380e5c1f5eacc7c721d6ed614c75285dc4235ab4e45c24b66aac70551bde51,RTC_S01_B045,45,P3,1,5,89e0dab2ede2fd0078281883e6c6cc150d3351f3755e2e0c93ab80cdd61757c6,6cbe4955b87945e6e5a9525a1329d57fd5a98c1a2636da6d7e2ce16b6c26ce0d
BEAMSPACE,-6,-6.51446281600339,86.1420602868209,342.937718864351,1292.13090430231,5790.98973837505,580200046,dd14d0637cb1a982c281e9338284c3a01b45b2a36bda8edfeada6351ba0be9b0,17169f5fabd5613227d6c26b5e788395c2b1566010e042dd94188ee8ede21ae8,ce9658db64a85f15c099b1fe74a1cbd820bb7d99de0a683d3f34b715a22ebaeb,RTC_S01_B046,46,P3,1,6,69291183bd09821e83fe70af71b13ab28a9cc22dcf9326c1f203b5b4f2d7360c,6cbe4955b87945e6e5a9525a1329d57fd5a98c1a2636da6d7e2ce16b6c26ce0d
