measurement_identity,case_type,case_id,angle1_az,angle1_el,angle2_az,angle2_el,key1,key2,exact_key_error_deg,legacy_vs_direct_G_rel_error,legacy_vs_direct_G_abs_error,direct_vs_dictionary_G_rel_error,direct_vs_dictionary_G_abs_error,singular_value_abs_error,sigma1_direct,sigma2_direct,sigma1_dictionary,sigma2_dictionary,rank_threshold_direct,rank_threshold_dictionary,rank_threshold_abs_difference,rank_direct,rank_dictionary,rank_match,first_column_rel_error,second_column_rel_error,continuous_numeric_pass,discrete_decision_pass,static_pass,failure_reason
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,CANONICAL_PAIR,PAIR_15_21,8.2,10.2,8.6,10.2,OMEGA_15,OMEGA_21,0,0,0,1.19913999778744e-11,7.68191476989709e-10,4.2632564145606e-14,63.7018939633396,10.1028387856329,63.7018939633396,10.102838785633,2.1216992817099e-13,2.1216992817099e-13,1.51461293802434e-28,2,2,1,NaN,NaN,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,CANONICAL_PAIR,PAIR_16_16,8.4,9.8,8.4,9.8,OMEGA_16,OMEGA_16,0,0,0,1.07079695917397e-11,4.84855370278159e-10,2.8421709430404e-14,64.4980511901744,4.10006294170558e-15,64.4980511901744,4.69281294574109e-15,2.14821664424351e-13,2.14821664424351e-13,7.57306469012171e-29,1,1,1,NaN,NaN,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,CANONICAL_PAIR,PAIR_16_17,8.4,9.8,8.4,10,OMEGA_16,OMEGA_17,0,0,0,3.01541987466419e-11,1.88211726640292e-09,5.6843418860808e-14,64.3946562249031,3.65068850919338,64.3946562249032,3.65068850919339,2.14477290011127e-13,2.14477290011127e-13,1.76704842769507e-28,2,2,1,NaN,NaN,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,CANONICAL_PAIR,PAIR_16_18,8.4,9.8,8.4,10.2,OMEGA_16,OMEGA_18,0,0,0,8.37723024702694e-12,4.84855370278159e-10,5.6843418860808e-14,64.0860708058268,7.27833356132587,64.0860708058269,7.27833356132589,2.13449494099161e-13,2.13449494099161e-13,2.01948391736579e-28,2,2,1,NaN,NaN,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,CANONICAL_PAIR,PAIR_16_19,8.4,9.8,8.6,9.8,OMEGA_16,OMEGA_19,0,0,0,8.00294055498271e-12,4.84855370278159e-10,4.17443857259059e-14,64.2974041596346,5.0835472575991,64.2974041596346,5.08354725759914,2.14153375564967e-13,2.14153375564967e-13,5.04870979341448e-29,2,2,1,NaN,NaN,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,CANONICAL_PAIR,PAIR_16_20,8.4,9.8,8.6,10,OMEGA_16,OMEGA_20,0,0,0,5.38440041788973e-11,3.4379334020024e-09,4.19220214098459e-13,64.1962162762378,6.23258529662425,64.1962162762378,6.23258529662384,2.13816352211086e-13,2.13816352211086e-13,5.04870979341448e-29,2,2,1,NaN,NaN,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,CANONICAL_PAIR,PAIR_16_21,8.4,9.8,8.6,10.2,OMEGA_16,OMEGA_21,0,0,0,7.65940666886278e-12,4.84855370278159e-10,2.66453525910038e-14,63.8917541118667,8.82283363586319,63.8917541118667,8.82283363586316,2.1280228949605e-13,2.1280228949605e-13,2.52435489670724e-29,2,2,1,NaN,NaN,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,CANONICAL_PAIR,PAIR_17_17,8.4,10,8.4,10,OMEGA_17,OMEGA_17,0,0,0,4.12782089670497e-11,1.88211726640292e-09,2.8421709430404e-14,64.4980615716384,6.7162781950684e-15,64.4980615716385,2.63341665526385e-15,2.14821699001572e-13,2.14821699001572e-13,1.0097419586829e-28,1,1,1,NaN,NaN,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,CANONICAL_PAIR,PAIR_17_18,8.4,10,8.4,10.2,OMEGA_17,OMEGA_18,0,0,0,2.94073644244244e-11,1.88211726640292e-09,2.8421709430404e-14,64.3947628683219,3.64880740464677,64.394762868322,3.64880740464678,2.14477645205064e-13,2.14477645205064e-13,7.57306469012171e-29,2,2,1,NaN,NaN,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,CANONICAL_PAIR,PAIR_17_19,8.4,10,8.6,9.8,OMEGA_17,OMEGA_19,0,0,0,2.9302937562287e-11,1.88211726640292e-09,1.81188397618826e-13,64.1939822144993,6.25555364587714,64.1939822144993,6.25555364587696,2.13808911290745e-13,2.13808911290745e-13,0,2,2,1,NaN,NaN,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,CANONICAL_PAIR,PAIR_17_20,8.4,10,8.6,10,OMEGA_17,OMEGA_20,0,0,0,6.07765686271677e-11,3.4379334020024e-09,1.07025499573865e-12,64.2976583748714,5.08046265194185,64.2976583748714,5.08046265194077,2.14154222271794e-13,2.14154222271794e-13,1.0097419586829e-28,2,2,1,NaN,NaN,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,CANONICAL_PAIR,PAIR_17_21,8.4,10,8.6,10.2,OMEGA_17,OMEGA_21,0,0,0,2.92109842895787e-11,1.88211726640292e-09,2.98427949019242e-13,64.1965886913615,6.22874841631599,64.1965886913616,6.22874841631569,2.13817592602621e-13,2.13817592602622e-13,2.01948391736579e-28,2,2,1,NaN,NaN,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,CANONICAL_PAIR,PAIR_18_18,8.4,10.2,8.4,10.2,OMEGA_18,OMEGA_18,0,0,0,5.06905913549222e-12,2.26258172327178e-10,4.2632564145606e-14,64.4980512433389,3.14775842699e-15,64.498051243339,3.04019891472982e-15,2.14821664601424e-13,2.14821664601424e-13,1.51461293802434e-28,1,1,1,NaN,NaN,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,CANONICAL_PAIR,PAIR_18_19,8.4,10.2,8.6,9.8,OMEGA_18,OMEGA_19,0,0,0,4.42316986919002e-12,2.26258172327178e-10,7.8159700933611e-14,63.8873082904132,8.85496906953108,63.8873082904132,8.85496906953116,2.12787481936027e-13,2.12787481936027e-13,7.57306469012171e-29,2,2,1,NaN,NaN,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,CANONICAL_PAIR,PAIR_18_20,8.4,10.2,8.6,10,OMEGA_18,OMEGA_20,0,0,0,5.34293380550596e-11,3.4379334020024e-09,4.13002965160558e-13,64.1943113461245,6.2521754526754,64.1943113461245,6.25217545267498,2.1381000751927e-13,2.1381000751927e-13,7.57306469012171e-29,2,2,1,NaN,NaN,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,CANONICAL_PAIR,PAIR_18_21,8.4,10.2,8.6,10.2,OMEGA_18,OMEGA_21,0,0,0,3.76614985296478e-12,2.26258172327178e-10,5.86197757002083e-14,64.2978966666495,5.07731469688642,64.2978966666496,5.07731469688648,2.1415501594285e-13,2.1415501594285e-13,5.04870979341448e-29,2,2,1,NaN,NaN,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,CANONICAL_PAIR,PAIR_19_19,8.6,9.8,8.6,9.8,OMEGA_19,OMEGA_19,0,0,0,3.66517433882069e-12,1.54881366742542e-10,4.2632564145606e-14,64.4980516096799,3.05701974090387e-15,64.4980516096798,2.97372529163023e-15,2.14821665821585e-13,2.14821665821585e-13,1.26217744835362e-28,1,1,1,NaN,NaN,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,CANONICAL_PAIR,PAIR_19_20,8.6,9.8,8.6,10,OMEGA_19,OMEGA_20,0,0,0,5.33719328966758e-11,3.4379334020024e-09,1.13686837721616e-13,64.3946559595331,3.65070055959891,64.394655959533,3.65070055959887,2.14477289127267e-13,2.14477289127267e-13,3.78653234506086e-28,2,2,1,NaN,NaN,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,CANONICAL_PAIR,PAIR_19_21,8.6,9.8,8.6,10.2,OMEGA_19,OMEGA_21,0,0,0,2.83777306905018e-12,1.54881366742542e-10,2.8421709430404e-14,64.0860684734022,7.27835775000389,64.0860684734022,7.27835775000389,2.13449486330627e-13,2.13449486330626e-13,7.57306469012171e-29,2,2,1,NaN,NaN,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,CANONICAL_PAIR,PAIR_20_20,8.6,10,8.6,10,OMEGA_20,OMEGA_20,0,0,0,7.53902648029996e-11,3.4379334020024e-09,1.70530256582424e-13,64.4980619863887,2.51831464120216e-15,64.4980619863885,2.35951141054545e-16,2.14821700382968e-13,2.14821700382967e-13,5.80601626242665e-28,1,1,1,NaN,NaN,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,CANONICAL_PAIR,PAIR_20_21,8.6,10,8.6,10.2,OMEGA_20,OMEGA_21,0,0,0,5.33215029173712e-11,3.4379334020024e-09,1.94066984704477e-13,64.3947625679207,3.64881994805351,64.3947625679206,3.64881994805331,2.14477644204527e-13,2.14477644204527e-13,3.02922587604869e-28,2,2,1,NaN,NaN,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,CANONICAL_PAIR,PAIR_21_21,8.6,10.2,8.6,10.2,OMEGA_21,OMEGA_21,0,0,0,1.63475045658106e-12,6.79402282392327e-11,1.4210854715202e-14,64.4980516479712,5.59942867794108e-15,64.4980516479712,2.63345915611465e-15,2.1482166594912e-13,2.1482166594912e-13,5.04870979341448e-29,1,1,1,NaN,NaN,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_01_01,7.4,9.8,7.4,9.8,OMEGA_01,OMEGA_01,0,0,0,1.16621819034633e-12,5.22860586054041e-11,5.6843418860808e-14,64.4980516096812,5.23012806602657e-15,64.4980516096811,2.72555203706689e-15,2.14821665821589e-13,2.14821665821589e-13,2.01948391736579e-28,1,1,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_01_02,7.4,9.8,7.4,10,OMEGA_01,OMEGA_02,0,0,0,2.73593252280956e-11,1.75910877949761e-09,4.2632564145606e-14,64.3946580070177,3.65066444387715,64.3946580070177,3.65066444387712,2.14477295946761e-13,2.14477295946761e-13,1.51461293802434e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_01_03,7.4,9.8,7.4,10.2,OMEGA_01,OMEGA_03,0,0,0,5.67720923669321e-12,3.61790249291167e-10,2.93098878501041e-14,64.086076706735,7.27828525499562,64.086076706735,7.27828525499565,2.13449513753133e-13,2.13449513753133e-13,5.04870979341448e-29,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_01_04,7.4,9.8,7.6,9.8,OMEGA_01,OMEGA_04,0,0,0,6.56864121647816e-12,4.19044193774141e-10,1.4210854715202e-13,64.2973479957137,5.08425758232488,64.2973479957137,5.08425758232474,2.14153188501533e-13,2.14153188501533e-13,5.04870979341448e-29,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_01_05,7.4,9.8,7.6,10,OMEGA_01,OMEGA_05,0,0,0,4.43951454236456e-11,2.86221161671188e-09,1.70530256582424e-13,64.1950450826357,6.24463696256833,64.1950450826355,6.24463696256848,2.13812451352776e-13,2.13812451352776e-13,5.55358077275592e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_01_06,7.4,9.8,7.6,10.2,OMEGA_01,OMEGA_06,0,0,0,1.02612667868754e-11,6.5822303159015e-10,2.1316282072803e-14,63.8894830081471,8.83926460102312,63.8894830081471,8.83926460102315,2.12794725201128e-13,2.12794725201128e-13,2.52435489670724e-29,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_01_07,7.4,9.8,7.8,9.8,OMEGA_01,OMEGA_07,0,0,0,2.64642104199873e-12,1.56858175816212e-10,2.1316282072803e-14,63.6997679892713,10.1162344129433,63.6997679892713,10.1162344129434,2.12162847254909e-13,2.12162847254908e-13,7.57306469012171e-29,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_01_08,7.4,9.8,7.8,10,OMEGA_01,OMEGA_08,0,0,0,2.46655709796073e-11,1.58796550805391e-09,1.95399252334028e-13,63.600943820319,10.7200398839731,63.600943820319,10.7200398839733,2.11833696651628e-13,2.11833696651628e-13,7.57306469012171e-29,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_01_09,7.4,9.8,7.8,10.2,OMEGA_01,OMEGA_09,0,0,0,1.61040796848258e-12,8.44227158584111e-11,6.21724893790088e-14,63.3046246933482,12.3500257464162,63.3046246933482,12.3500257464163,2.10846755699428e-13,2.10846755699428e-13,0,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_01_10,7.4,9.8,8,9.8,OMEGA_01,OMEGA_10,0,0,0,2.29318842758554e-11,1.47684577503302e-09,1.4388490399142e-13,62.718938941747,15.0443796665537,62.718938941747,15.0443796665535,2.08896030279561e-13,2.08896030279561e-13,1.26217744835362e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_01_11,7.4,9.8,8,10,OMEGA_01,OMEGA_11,0,0,0,6.40881942979411e-12,3.52874860944267e-10,1.20792265079217e-13,62.6259274604662,15.4270068528859,62.6259274604661,15.4270068528859,2.08586239815343e-13,2.08586239815343e-13,4.03896783473158e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_01_12,7.4,9.8,8,10.2,OMEGA_01,OMEGA_12,0,0,0,1.0143391205455e-11,6.48912877856098e-10,1.13686837721616e-13,62.3449630831422,16.5258658521388,62.3449630831422,16.5258658521387,2.0765044045293e-13,2.07650440452929e-13,5.04870979341448e-29,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_01_13,7.4,9.8,8.2,9.8,OMEGA_01,OMEGA_13,0,0,0,4.2319081647049e-12,2.6441280709072e-10,7.105427357601e-15,61.377677116829,19.8186627262928,61.377677116829,19.8186627262928,2.04428730999336e-13,2.04428730999336e-13,2.52435489670724e-29,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_01_14,7.4,9.8,8.2,10,OMEGA_01,OMEGA_14,0,0,0,6.65938233150794e-12,4.14849486344729e-10,1.13686837721616e-13,61.292720364275,20.0798839713386,61.2927203642749,20.0798839713385,2.04145768170988e-13,2.04145768170988e-13,3.78653234506086e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_01_15,7.4,9.8,8.2,10.2,OMEGA_01,OMEGA_15,0,0,0,1.1964008584769e-11,7.68191476989709e-10,6.03961325396085e-14,61.0330320784822,20.8558778017708,61.0330320784821,20.8558778017707,2.0328083242865e-13,2.0328083242865e-13,1.51461293802434e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_01_16,7.4,9.8,8.4,9.8,OMEGA_01,OMEGA_16,0,0,0,7.61645182838404e-12,4.84855370278159e-10,6.03961325396085e-14,59.7081453404159,24.3913102230179,59.7081453404159,24.391310223018,1.98868073143785e-13,1.98868073143785e-13,1.51461293802434e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_01_17,7.4,9.8,8.4,10,OMEGA_01,OMEGA_17,0,0,0,2.91997505413734e-11,1.88211726640292e-09,2.48689957516035e-14,59.6333554003475,24.5736083566866,59.6333554003476,24.5736083566866,1.98618972603362e-13,1.98618972603362e-13,7.57306469012171e-29,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_01_18,7.4,9.8,8.4,10.2,OMEGA_01,OMEGA_18,0,0,0,3.67800389126968e-12,2.26258172327178e-10,2.1316282072803e-14,59.4005916563901,25.1310236299189,59.40059165639,25.131023629919,1.97843713599844e-13,1.97843713599844e-13,7.57306469012171e-29,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_01_19,7.4,9.8,8.6,9.8,OMEGA_01,OMEGA_19,0,0,0,2.71970290670177e-12,1.54881366742542e-10,7.105427357601e-14,57.7520826527872,28.7175140064502,57.7520826527871,28.7175140064501,1.92353075643538e-13,1.92353075643538e-13,2.27191940703651e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_01_20,7.4,9.8,8.6,10,OMEGA_01,OMEGA_20,0,0,0,5.33153496008906e-11,3.4379334020024e-09,9.2370555648813e-14,57.6894047542327,28.8432298785153,57.6894047542326,28.8432298785153,1.92144316305207e-13,1.92144316305207e-13,3.02922587604869e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_01_21,7.4,9.8,8.6,10.2,OMEGA_01,OMEGA_21,0,0,0,1.41994259101658e-12,6.79402282392327e-11,3.19744231092045e-14,57.4888543539528,29.2409009605507,57.4888543539527,29.2409009605507,1.91476349289242e-13,1.91476349289241e-13,1.0097419586829e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_02_01,7.4,10,7.4,9.8,OMEGA_02,OMEGA_01,0,0,0,2.73593252280956e-11,1.75910877949761e-09,8.5265128291212e-14,64.3946580070178,3.65066444387715,64.3946580070177,3.65066444387712,2.14477295946761e-13,2.14477295946761e-13,2.77679038637796e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_02_02,7.4,10,7.4,10,OMEGA_02,OMEGA_02,0,0,0,3.86743461300856e-11,1.75910877949761e-09,9.9475983006414e-14,64.4980619863886,5.76062581272713e-15,64.4980619863885,7.69378015102725e-15,2.14821700382968e-13,2.14821700382967e-13,3.28166136571941e-28,1,1,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_02_03,7.4,10,7.4,10.2,OMEGA_02,OMEGA_03,0,0,0,2.79177956038128e-11,1.75910877949761e-09,1.64757096854373e-13,64.3947646981092,3.64878235404921,64.3947646981092,3.64878235404904,2.1447765129948e-13,2.1447765129948e-13,0,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_02_04,7.4,10,7.6,9.8,OMEGA_02,OMEGA_04,0,0,0,2.8112624523985e-11,1.75910877949761e-09,5.06261699229071e-14,64.1950450830299,6.24463693985241,64.1950450830299,6.24463693985246,2.13812451354089e-13,2.13812451354089e-13,1.51461293802434e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_02_05,7.4,10,7.6,10,OMEGA_02,OMEGA_05,0,0,0,5.2135411353351e-11,2.86221161671188e-09,8.34887714518118e-13,64.2976022786283,5.08117254703095,64.2976022786281,5.08117254703178,2.14154035433772e-13,2.14154035433772e-13,6.56332273143882e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_02_06,7.4,10,7.6,10.2,OMEGA_02,OMEGA_06,0,0,0,2.91970237469147e-11,1.75910877949761e-09,2.07833750209829e-13,64.1953959929043,6.24102878753943,64.1953959929042,6.24102878753963,2.13813620118756e-13,2.13813620118755e-13,1.76704842769507e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_02_07,7.4,10,7.8,9.8,OMEGA_02,OMEGA_07,0,0,0,2.74622679187195e-11,1.75910877949761e-09,2.06057393370429e-13,63.6005006849254,10.7226686272068,63.6005006849253,10.722668627207,2.11832220714277e-13,2.11832220714276e-13,2.27191940703651e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_02_08,7.4,10,7.8,10,OMEGA_02,OMEGA_08,0,0,0,3.68179682991976e-11,1.75910877949761e-09,5.47117906535277e-13,63.7007429595048,10.1101595256412,63.7007429595047,10.1101595256418,2.12166094558113e-13,2.12166094558113e-13,3.02922587604869e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_02_09,7.4,10,7.8,10.2,OMEGA_02,OMEGA_09,0,0,0,2.73818558340798e-11,1.75910877949761e-09,2.48689957516035e-13,63.6020205945306,10.713649661679,63.6020205945305,10.7136496616792,2.11837283030194e-13,2.11837283030194e-13,1.76704842769507e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_02_10,7.4,10,8,9.8,OMEGA_02,OMEGA_10,0,0,0,3.56797399669575e-11,1.75910877949761e-09,4.9737991503207e-14,62.6246165794892,15.432327403196,62.6246165794891,15.4323274031961,2.08581873704614e-13,2.08581873704613e-13,1.76704842769507e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_02_11,7.4,10,8,10,OMEGA_02,OMEGA_11,0,0,0,2.80757092867771e-11,1.75910877949761e-09,4.92050844513869e-13,62.7210781867331,15.0355030209751,62.7210781867328,15.0355030209755,2.08903155396677e-13,2.08903155396676e-13,8.58280664880461e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_02_12,7.4,10,8,10.2,OMEGA_02,OMEGA_12,0,0,0,2.9155805261092e-11,1.75910877949761e-09,8.5265128291212e-14,62.6281782446606,15.4178670066175,62.6281782446605,15.4178670066176,2.08593736432651e-13,2.08593736432651e-13,2.77679038637796e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_02_13,7.4,10,8.2,9.8,OMEGA_02,OMEGA_13,0,0,0,2.76601095420869e-11,1.75910877949761e-09,1.31450406115619e-13,61.2901489766203,20.0877312859717,61.2901489766203,20.0877312859718,2.0413720372965e-13,2.04137203729649e-13,2.52435489670724e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_02_14,7.4,10,8.2,10,OMEGA_02,OMEGA_14,0,0,0,2.81339627801034e-11,1.75910877949761e-09,2.45137243837235e-13,61.3813685237057,19.8072607240407,61.3813685237055,19.8072607240409,2.0444102585406e-13,2.04441025854059e-13,7.32062920045099e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_02_15,7.4,10,8.2,10.2,OMEGA_02,OMEGA_15,0,0,0,2.98380645130589e-11,1.75910877949761e-09,8.5265128291212e-14,61.2965371037584,20.0682299154774,61.2965371037583,20.0682299154775,2.04158480467148e-13,2.04158480467148e-13,2.77679038637796e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_02_16,7.4,10,8.4,9.8,OMEGA_02,OMEGA_16,0,0,0,2.83757457394326e-11,1.75910877949761e-09,1.56319401867222e-13,59.6291723837915,24.583756923816,59.6291723837915,24.5837569238161,1.98605040359484e-13,1.98605040359483e-13,2.77679038637796e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_02_17,7.4,10,8.4,10,OMEGA_02,OMEGA_17,0,0,0,3.99974723124997e-11,1.88211726640292e-09,9.2370555648813e-14,59.7136979935707,24.3777407727228,59.7136979935707,24.3777407727229,1.98886567193926e-13,1.98886567193925e-13,2.77679038637796e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_02_18,7.4,10,8.4,10.2,OMEGA_02,OMEGA_18,0,0,0,2.75807963441901e-11,1.75910877949761e-09,1.10134124042816e-13,59.6390506094853,24.5597831727696,59.6390506094852,24.5597831727697,1.98637941460307e-13,1.98637941460306e-13,3.02922587604869e-28,2,2,1,0,0,1,1,1,
208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,ORDERED_NESTED,NESTED_02_19,7.4,10,8.6,9.8,OMEGA_02,OMEGA_19,0,0,0,2.74694265502346e-11,1.75910877949761e-09,8.5265128291212e-14,57.6833019985901,28.855432785906,57.68330199859,28.855432785906,1.92123990045723e-13,1.92123990045723e-13,2.77679038637796e-28,2,2,1,0,0,1,1,1,
