trial_id,element_trial_hash,profile_id,noise_profile_id,L,SNR,secondary_power_db,correlation_magnitude_registered,effective_correlation_magnitude,rho_true_deg,direction_true_deg,tangent_fit_valid,anchored_fit_valid,tangent_joint_RMSE_deg,anchored_joint_RMSE_deg,delta_joint_RMSE_deg,tangent_center_error_deg,anchored_center_error_deg,delta_center_error_deg,tangent_axis_error_deg,anchored_axis_error_deg,delta_axis_error_deg,tangent_rho_error_deg,anchored_rho_error_deg,delta_rho_error_deg,tangent_vector_error_deg,anchored_vector_error_deg,delta_vector_error_deg,tangent_runtime_sec,anchored_runtime_sec,pair_label,K1_center_az_deg,K1_center_el_deg,K1_center_error_deg,K1_center_error_over_rho,tangent_axis_az,tangent_axis_el,diagnostic_axis_error_deg,selected_alpha_deg,selected_rho_deg,alpha_true_deg,b_parallel_abs,b_perp,alpha_correction_error_normalized,q0,q1,q2,raw_anchor_valid_count,anchor_scan_node_count,anchor_valid_ratio,conditional_invalid_count,conditional_invalid_ratio,q2_nonconcave_count,q2_nonconcave_ratio,rho_out_of_contract_count,rho_out_of_contract_ratio,kappa_rho_selected,raw_candidate_valid,upgrade_flag,fallback_flag,analysis_only_flag,fitting_rerun,new_trial_count,new_seed_count
VA1_K2_N1_L1_SP6_P3,38f22944e64f497318b868f4720a6d806b6c95fbf6b36f88018e43880c3191d5,P3,WHITE,1,6,0,0.9,1,0.15,90,1,1,0.0786075476101436,0.0740116180505993,-0.0045959295595443,0.0250777379739111,0.0140600554934428,-0.0110176824804683,0.56133660232896,0.561336602348439,1.94789739893508e-11,0.149,0.145327459589445,-0.00367254041055498,0.14900004831399,0.14532769104323,-0.00367235727075998,5.3981155,5.4777415,WIN,7.90000436982294,10.0749222624068,0.0250777379739111,0.167184919826074,-0.00979701519409724,0.999952008095032,0.561336602346491,0.0391345613122305,0.00467254041055417,0.0250765768760102,0.167177179173402,0.00160878242006228,0.0937198962414684,8413.5405987453,0.216200222039941,-23.1351901795858,21,65,0.323076923076923,44,0.676923076923077,0,0,30,0.461538461538462,6.18695272140611e-05,1,1,0,1,0,0,0
VA1_K2_N1_L1_SP6_P4,e60c4b84eeb689b3552bbd42b40cee67763b5c570c02ce38196fe063fa05ef06,P4,WHITE,1,6,-6,0.9,1,0.1,135,1,1,0.146397432399695,0.20925294875916,0.062855516359465,0.0243884536697852,0.111803398874989,0.0874149452052038,8.25023491397422,18.4349488229221,10.1847139089479,0.287311630361878,0.347213595499958,0.05990196513808,0.288703387862492,0.353761482156572,0.06505809429408,5.0161455,5.0557257,LOSS,8.11162718046359,9.9285615917832,0.0243884536697852,0.243884536697852,-0.801256265828537,0.598321315407122,8.25023491397435,0.109934699074292,0.336702352086421,0.022143407804885,0.221434078048849,0.102208690036523,0.87791291269407,8581.28615626709,1.97823269425613,-2.93765796704085,4,65,0.0615384615384615,61,0.938461538461538,0,0,15,0.230769230769231,3.42333062147732e-06,1,0,1,1,0,0,0
VA1_K2_N1_L4_SM6_P1,a7f0404ac6eef167757f8bb46d0a4882a2d523a962ebe7131f4f6fd0cd88891c,P1,WHITE,4,-6,0,0,0,0.3,45,1,1,0.168805229874167,0.0474054456581464,-0.121399784216021,0.0163218810545566,0.0308727907527383,0.0145509096981817,11.8195359425874,11.8195359425874,0,0.324001560179799,0.0310640864672873,-0.292937473712512,0.33602858111602,0.0719485112892578,-0.264080069826762,5.118075,5.0757245,WIN,7.98905835739265,10.0121113276816,0.0163218810545566,0.0544062701818553,0.83695096554214,0.547277883052183,11.8195359425874,0.028856586815078,0.331064086467287,0.00252935657027495,0.00843118856758317,0.0537490213347079,0.0877574341493435,2127.74510615934,4.72729796348782,-7.13955115749912,8,65,0.123076923076923,57,0.876923076923077,0,0,22,0.338461538461538,0.000301990873960822,1,1,0,1,0,0,0
VA1_K2_N1_L4_SM6_P2,4f19e8a3245f2697ac0960bbd2f23c4bef4adbba05147c77f142577db60b1de3,P2,WHITE,4,-6,-6,0,0,0.2,0,1,1,0.202173878882823,0.223606797749979,0.021432918867156,0.0435629372845455,0.100000000000001,0.0564370627154555,5.35761300238535,0,-5.35761300238535,0.393533995284572,0.4,0.00646600471542802,0.394849580461569,0.4,0.00515041953843104,4.9616961,4.975658,LOSS,8.1651262612377,10.0261065480215,0.0435629372845455,0.217814686422727,0.995631312804829,0.0933717781909126,5.35761300238515,0.150341957527754,0.257052592026745,0.0322837714951289,0.161418857475645,0.146243598399002,0.590290930163125,2137.95550124219,0.610136511185756,-1.18679315072278,2,65,0.0307692307692308,63,0.969230769230769,0,0,42,0.646153846153846,2.22042629050648e-05,1,0,1,1,0,0,0
VA1_K2_N1_L4_SM6_P3,80dd594f0d51a34293431b3b6a0986cbd62bf83695f815046de4cabc6a5a1469,P3,WHITE,4,-6,0,0.9,0.9,0.15,90,1,1,0.0969646914202436,0.301039864469807,0.204075173049563,0.0620567032951168,0.282842712474619,0.220786009179502,8.72017817815887,45.0000000000001,36.2798218218412,0.148999999999998,0.13284271247462,-0.016157287525378,0.149011636570637,0.206155281280883,0.057143644710246,4.8988656,5.0205839,LOSS,7.85422412817493,10.0581000718078,0.0620567032951168,0.413711355300779,0.151608934332905,0.988440555132397,8.72017817816265,NaN,NaN,0.0483556194278827,0.322370796185885,0.259295497977281,NaN,NaN,NaN,NaN,0,65,0,65,1,0,0,5,0.0769230769230769,NaN,0,0,1,1,0,0,0
VA1_K2_N1_L4_SM6_P4,4de244ec895a350cd9d9ab1d2d7c539cfb7796081f4f3405c76d179e969732d2,P4,WHITE,4,-6,-6,0.9,0.9,0.1,135,1,1,0.255291129407634,0.341636837522738,0.086345708115104,0.0219548686603399,0.206155281280884,0.184200412620544,15.4600897149578,26.565051177078,11.1049614621202,0.504373367012194,0.532455532033675,0.028082165021481,0.508690650577864,0.544851277882462,0.036160627304598,5.5080152,5.3457065,LOSS,8.12148390687723,9.95452305241882,0.0219548686603399,0.219548686603399,-0.870012479367424,0.493029700672228,15.4600897149578,NaN,NaN,0.0164612679085798,0.164612679085798,0.145273162261561,NaN,NaN,NaN,NaN,0,65,0,65,1,0,0,25,0.384615384615385,NaN,0,0,1,1,0,0,0
VA1_K2_N1_L4_SP0_P1,7b35d5f9c85ccc2c53607bd1b61c826b94f0867e68703055757a241d1ebe28a8,P1,WHITE,4,0,0,0,0,0.3,45,1,1,0.0882233145846715,0.0447235209720118,-0.0434997936126597,0.0379712314838596,0.0404250073545083,0.0024537758706487,1.69452863394008,1.6945286339403,2.20046203480706e-13,0.158889108407537,0.0370890909925962,-0.121800017414941,0.159267558729392,0.0382628858567637,-0.121004672872628,4.9022134,4.9956484,WIN,7.96264278217457,10.00680093352,0.0379712314838596,0.126570771612865,0.727707263245426,0.685887847260653,1.69452863394008,0.048969204134208,0.337089090992596,0.0225204410947917,0.0750681369826391,0.101906501444372,0.0881625434647209,8336.96643801141,12.0566762673388,-17.8835159450527,11,65,0.169230769230769,54,0.830769230769231,0,0,20,0.307692307692308,0.000193057804301136,1,1,0,1,0,0,0
VA1_K2_N1_L4_SP0_P2,8a634925a9a5bbebfb734a980b6ad6235855a6183175d73d2b3bdcfff6c23259,P2,WHITE,4,0,-6,0,0,0.2,0,1,1,0.0838203983234296,0.0900554843558617,0.0062350860324321,0.0589021430830159,0.0648554940015354,0.0059533509185195,10.4331178274603,10.4331178274601,-2.00728322852228e-13,0.110332636009271,0.116289844991258,0.005957208981987,0.119271064643967,0.124960076190529,0.005689011546562,4.9604579,5.4016339,LOSS,8.14205948346336,10.0105999529829,0.0589021430830159,0.294510715415079,0.983466963715591,0.181087634254898,10.4331178274603,-0.00632678586333135,0.316289844991257,0.0550630634655102,0.275315317327551,0.104585073213781,0.306949246644208,8099.35327449298,12.8550844362243,-20.3216837969927,11,65,0.169230769230769,54,0.830769230769231,0,0,29,0.446153846153846,0.00010036200722836,1,1,0,1,0,0,0
VA1_K2_N1_L4_SP0_P3,4fc138ec7fe751c62dabf07a3e0aef96e07a6a3f92550aceaad0fc1a524b997d,P3,WHITE,4,0,0,0.9,0.9,0.15,90,1,1,0.075193650897843,0.0282757470929444,-0.0469179038048986,0.0101518987574585,0.0104757271285665,0.000323828371108,8.23903067538947,8.23903067538303,-6.44106989966531e-12,0.148999999999997,0.0463794039614478,-0.102620596038549,0.1490103900668,0.0525272125585195,-0.0964831775082805,5.7243818,5.1890089,WIN,7.89564591320549,10.0908292324984,0.0101518987574585,0.0676793250497233,-0.143303149781897,0.989678840464212,8.23903067538286,-0.000386325108060637,0.196379403961446,0.00845216019502659,0.0563477346335106,0.0374889829264227,0.0589232353539148,8454.01215859563,1.09381605096423,-2.78495613312628,32,65,0.492307692307692,33,0.507692307692308,0,0,33,0.507692307692308,7.41204434294906e-06,1,1,0,1,0,0,0
VA1_K2_N1_L4_SP0_P4,94a366e43565b7d56c1f81f88726d90387c2d9c7bc1037d4b8612e6fe7fc0223,P4,WHITE,4,0,-6,0.9,0.9,0.1,135,1,1,0.116950788369444,0.0513623388493589,-0.0655884495200851,0.10595865643012,0.0139737134545572,-0.0919849429755628,0.0603737816322914,0.0603737815960706,-3.62208041337908e-11,0.0989999999999999,0.0988498892754322,-0.000150110724567692,0.0990000005607718,0.0988498899213614,-0.000150110639410395,5.2258638,4.9035062,WIN,8.16778235970003,9.86855806616999,0.10595865643012,1.0595865643012,-0.707851481944057,0.706361295308288,0.0603737815719234,0.115497898507087,0.00115011072456817,0.10550727363591,1.0550727363591,0.0976995815720174,0.0999062487117691,8263.44423417291,0.0267745299087151,-11.6399792371156,25,65,0.384615384615385,40,0.615384615384615,0,0,0,0,1.40861109571954e-05,1,1,0,1,0,0,0
VA1_K2_N1_L4_SP6_P1,4ea1d0a33e2a3c1ed19cbddfa4ce7c46eeeb37bf071a2c4bb2b64add00829637,P1,WHITE,4,6,0,0,0,0.3,45,1,1,0.0269726631483756,0.0469160726777115,0.0199434095293359,0.00817480382163654,0.0389430408706302,0.0307682370489937,3.21097553027785,3.21097553027785,0,0.0481131683744473,0.0490856611186966,0.000972492744249299,0.0514080592823148,0.0523280973569168,0.000920038074601996,4.8495751,5.1892527,LOSS,8.00011885470681,9.99182606024729,0.00817480382163654,0.0272493460721218,0.666389655279391,0.745603666391612,3.21097553027785,-0.0325322785776851,0.349085661118695,0.00601531590138386,0.0200510530046129,0.0184521579974936,0.128491981596897,33049.997986807,99.3362433817358,-142.280612534182,21,65,0.323076923076923,44,0.676923076923077,0,0,6,0.0923076923076923,0.000387451010834797,1,1,0,1,0,0,0
VA1_K2_N1_L4_SP6_P2,7f355b99eae650e1c43354c6625fcfe910de011c95cda0ec05f8bb60c5b1b546,P2,WHITE,4,6,-6,0,0,0.2,0,1,1,0.0632729494233048,0.0806568595625693,0.0173839101392645,0.0629895082513761,0.0576513568121399,-0.0053381514392362,3.11327362213921,3.11327362213909,-1.19904086659517e-13,0.00531197470440239,0.111996481463652,0.10668450675925,0.0119646109797026,0.112815779963891,0.100851168984188,5.0322711,4.8494415,LOSS,8.13719933097759,9.99512618013387,0.0629895082513761,0.31494754125688,0.998524115177848,0.0543101409342262,3.11327362213897,0.120605650547863,0.311996481463651,0.0629726803119998,0.314863401559999,0.00727956741993912,0.288164851179316,32535.8302034202,8.81185335779037,-14.1217191239655,18,65,0.276923076923077,47,0.723076923076923,0,0,25,0.384615384615385,1.73614369581767e-05,1,1,0,1,0,0,0
VA1_K2_N1_L4_SP6_P3,20825a62ba8780c752c62d3cd6fc46cbfa3986a36afb429c2710241a9f892c55,P3,WHITE,4,6,0,0.9,0.9,0.15,90,1,1,0.0215465863515754,0.0844228070727226,0.0628762207211472,0.00750064897376231,0.0683345335112138,0.0608338845374515,1.97975933491871,1.97975933491871,0,0.0401536073707178,0.0991024379582479,0.0589488305875301,0.0403978043154968,0.0991484116633835,0.0587506073478867,4.9393733,4.9892059,LOSS,7.89671371571098,10.1067424083679,0.00750064897376231,0.0500043264917487,0.0345464434839579,0.999403093472604,1.97975933491853,0.0616191009195818,0.0508975620417512,-0.00662485434585819,0.0441656956390546,0.0234483260940264,0.4549597017696,33075.7320721619,0.129868412793139,-1.27578225344672,40,65,0.615384615384615,25,0.384615384615385,0,0,17,0.261538461538462,8.67859875026342e-07,1,1,0,1,0,0,0
VA1_K2_N1_L4_SP6_P4,09e59c8b23393b192fca20c640c80590a905af91860dd9e10a47b2e2aae4bc8a,P4,WHITE,4,6,-6,0.9,0.9,0.1,135,1,1,0.0566530785783053,0.114936905998362,0.0582838274200567,0.0472881362159801,0.103660593183655,0.0563724569676749,0.415882270364599,0.415882270365475,8.75965966429249e-13,0.0623919735803264,0.099291717381914,0.0368997438015876,0.0623988296562859,0.0992970046132098,0.0368981749569239,5.0844635,5.2103137,LOSS,8.12726725250734,9.91136498003777,0.0472881362159801,0.472881362159801,-0.701955653889233,0.712220653992104,0.415882270363722,-0.0567171720826516,0.199291717381913,0.0466570612480513,0.466570612480513,0.076997702872669,1.03374233330703,33039.617356187,25.5743794172241,-64.1631768575074,15,65,0.230769230769231,50,0.769230769230769,0,0,0,0,1.94200726254755e-05,1,1,0,1,0,0,0
VA1_K2_N1_L8_SM6_P1,816d74ce1b43e87dd45171d6f5b1f27e87aa15ae80bd32e6f254c614e1a8a1da,P1,WHITE,8,-6,0,0,0,0.3,45,1,1,0.153676761547912,0.154706893859852,0.00103013231194002,0.0355740846774228,0.0495537615346989,0.0139796768572761,5.85135078404196,5.8513507839855,-5.64606139619173e-11,0.299000000000001,0.293074977086334,-0.00592502291366698,0.299005227641373,0.293111908495889,-0.00589331914548402,5.0928795,5.5354493,LOSS,8.00909983780172,10.0343905285307,0.0355740846774228,0.118580282258076,0.631334512474834,0.775510627495307,5.85135078397882,0.0149219220253275,0.00692502291366519,-0.0324152620228644,0.108050873409548,0.0488496887998157,0.157790613493973,4293.53879627789,0.0835310332737563,-6.03110158010625,40,65,0.615384615384615,25,0.384615384615385,0,0,0,0,0.000126422321531162,1,1,0,1,0,0,0
VA1_K2_N1_L8_SM6_P2,f144ea6dc6b1eaa0edb1ff27018bef3921412d755f56198fd15173c150e63927,P2,WHITE,8,-6,-6,0,0,0.2,0,1,1,0.074977899483613,0.241493574134394,0.166515674650781,0.0533984255029313,0.233807934162003,0.180409508659072,30.2797330824554,30.2797330824552,-2.02504679691629e-13,0.00290707019044012,0.039366007236925,0.0364589370464849,0.105267156602288,0.120880044194243,0.015612887591955,5.225549,5.9311308,LOSS,8.14789300354565,9.98832726395834,0.0533984255029313,0.266992127514657,-0.863573960339996,0.504222188149923,30.2797330824552,0.191851805222259,0.239366007236924,-0.0391125927808854,0.195562963904427,0.181768873308161,1.15482199001572,4175.32704180676,1.24613652041561,-2.60299391463338,5,65,0.0769230769230769,60,0.923076923076923,0,0,35,0.538461538461538,2.49369104606187e-05,1,1,0,1,0,0,0
VA1_K2_N1_L8_SM6_P3,6e415895bc0a16ffbb015c9679da3152faad7b8972fdb32ea101b4773dcbce07,P3,WHITE,8,-6,0,0.9,0.9,0.15,90,1,1,0.0548656679603832,0.019535973807056,-0.0353296941533272,0.0250116855216519,0.0170976883868995,-0.0079139971347524,0.609383884729975,0.609383884729377,-5.97966121063109e-13,0.0976443877981935,0.0188262768069453,-0.0788181109912482,0.0976659020969961,0.0189022035132908,-0.0787636985837053,4.6179213,4.7216281,WIN,7.89235662979521,10.0761848093741,0.0250116855216519,0.166744570144346,-0.0106355546800797,0.999943440888857,0.609383884729975,0.0388976624127127,0.168826276806944,0.023732552178103,0.158217014520687,0.0526415044312336,0.101100734897398,4407.08119928004,2.38986427726014,-7.07788006245317,10,65,0.153846153846154,55,0.846153846153846,0,0,37,0.569230769230769,3.61355496311737e-05,1,1,0,1,0,0,0
VA1_K2_N1_L8_SM6_P4,b3b525a109ca898364adcf49a868501a2a137621d86fd50e57b03f4c1eb3eede,P4,WHITE,8,-6,-6,0.9,0.9,0.1,135,1,1,0.170075616401376,0.203845555131389,0.033769938730013,0.0174943395682658,0.17578886812478,0.158294528556514,73.0021883843629,73.0021883843625,-3.97903932025656e-13,0.25378436456713,0.112153542299081,-0.141630822268049,0.338346942515391,0.206410117874419,-0.131936824640972,4.6456413,4.6682937,LOSS,8.11636514722349,9.95618335453319,0.0174943395682658,0.174943395682658,0.469505286196254,0.882929660977461,73.0021883843627,0.162266280974642,0.21215354229908,-0.0131429902525053,0.131429902525053,0.115461562501267,1.75409271227147,4175.06755382367,0.241815098898426,-0.56990587165764,2,65,0.0307692307692308,63,0.969230769230769,9,0.138461538461538,24,0.369230769230769,1.36502191715605e-06,1,1,0,1,0,0,0
VA1_K2_N1_L8_SP0_P1,a90abfe2a1a61d41fcca6644dd3588c4cf9313527ed526359dd0623ce4624aad,P1,WHITE,8,0,0,0,0,0.3,45,1,1,0.0108608377675911,0.0614539091485799,0.0505930713809888,0.00842362488714335,0.0593561003433543,0.0509324754562109,1.81013542306374,1.81013542306415,4.09894340691608e-13,0.0100593787664635,0.0302467684340209,0.0201873896675574,0.013711358907802,0.0318393656765693,0.0181280067687673,4.3840564,4.3340009,LOSS,8.00805082936582,9.99752177427142,0.00842362488714335,0.0280787496238112,0.684418143217426,0.72908971000475,1.81013542306395,-0.0625752094420451,0.33024676843402,-0.00370328480813225,0.0123442826937742,0.0252197316641725,0.19623974877971,16334.9012979857,54.4680334623857,-82.465657000468,22,65,0.338461538461538,43,0.661538461538462,0,0,4,0.0615384615384615,0.000454358982319491,1,1,0,1,0,0,0
VA1_K2_N1_L8_SP0_P2,cec4db0ea58de0dcec1a316d93c39ba4dd211fe19d5d51f3ea6702f90a651c77,P2,WHITE,8,0,-6,0,0,0.2,0,1,1,0.223606797749979,0.185579266719703,-0.038027531030276,0.199999999999999,0.181343544493069,-0.01865645550693,0,5.7051721707589,5.7051721707589,0.200000000000001,0.0753076941214895,-0.124692305878512,0.200000000000001,0.0788462581715376,-0.121153741828463,4.6564977,4.6384784,WIN,8.14046504292034,9.99791743555446,0.0595713705495107,0.297856852747553,0.995046600173148,0.0994095744073962,5.70517217075902,0.240749837661653,0.275307694121489,0.0594470834787796,0.297235417393898,0.0192304803723935,0.906513770914367,16773.3240618175,10.9946159247597,-19.9678689690161,23,65,0.353846153846154,42,0.646153846153846,0,0,28,0.430769230769231,4.76181558179529e-05,1,1,0,1,0,0,0
