schema_version,cache_candidate_canonical_mode_id,cache_layer,fixed_measurement_hash,trial_id,continuous_numeric_pass,G_rel_error,rank_match,score_match,candidate_order_match,tie_match,best_index_match,accepted_update_match,trajectory_match,selected_start_match,nested_pass_match,final_selector_match,truth_isolation_pass,cache_off_baseline_match,cache_hit_count,cache_miss_count,physical_producer_call_count,logical_score_call_count,logical_svd_call_count,bytes_peak,key_collision_count,truth_leakage_count,correctness_pass,failure_reason
STAGE8_K2_TECS_CORRECTNESS_V1,MODE_a84d605697beb2bfed21546a4dcb675adc0fd07c20f559acd021c7b768a2f766,C1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,TP1_K2_N1_L4_SP0_P2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,82,41,359,792,16686,0,0,1,NaN
STAGE8_K2_TECS_CORRECTNESS_V1,MODE_a84d605697beb2bfed21546a4dcb675adc0fd07c20f559acd021c7b768a2f766,C1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,TP1_K2_N1_L4_SP0_P3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,86,43,425,921,16686,0,0,1,NaN
STAGE8_K2_TECS_CORRECTNESS_V1,MODE_a84d605697beb2bfed21546a4dcb675adc0fd07c20f559acd021c7b768a2f766,C1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,TP1_K2_N1_L4_SP0_P4,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,88,44,404,880,16686,0,0,1,NaN
STAGE8_K2_TECS_CORRECTNESS_V1,MODE_a84d605697beb2bfed21546a4dcb675adc0fd07c20f559acd021c7b768a2f766,C1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,TP1_K2_N1_L4_SP6_P1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,78,39,380,831,16686,0,0,1,NaN
STAGE8_K2_TECS_CORRECTNESS_V1,MODE_a84d605697beb2bfed21546a4dcb675adc0fd07c20f559acd021c7b768a2f766,C1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,TP1_K2_N1_L4_SP6_P2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,78,39,394,864,16686,0,0,1,NaN
STAGE8_K2_TECS_CORRECTNESS_V1,MODE_a84d605697beb2bfed21546a4dcb675adc0fd07c20f559acd021c7b768a2f766,C1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,TP1_K2_N1_L4_SP6_P3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,86,43,385,841,16686,0,0,1,NaN
STAGE8_K2_TECS_CORRECTNESS_V1,MODE_a84d605697beb2bfed21546a4dcb675adc0fd07c20f559acd021c7b768a2f766,C1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,TP1_K2_N1_L4_SP6_P4,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,80,40,421,913,16686,0,0,1,NaN
STAGE8_K2_TECS_CORRECTNESS_V1,MODE_a84d605697beb2bfed21546a4dcb675adc0fd07c20f559acd021c7b768a2f766,C1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,TP1_K2_N1_L8_SM6_P1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,90,45,425,921,16686,0,0,1,NaN
STAGE8_K2_TECS_CORRECTNESS_V1,MODE_a84d605697beb2bfed21546a4dcb675adc0fd07c20f559acd021c7b768a2f766,C1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,TP1_K2_N1_L8_SM6_P2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,86,43,360,796,16686,0,0,1,NaN
STAGE8_K2_TECS_CORRECTNESS_V1,MODE_a84d605697beb2bfed21546a4dcb675adc0fd07c20f559acd021c7b768a2f766,C1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,TP1_K2_N1_L8_SM6_P3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,86,43,405,881,16686,0,0,1,NaN
STAGE8_K2_TECS_CORRECTNESS_V1,MODE_a84d605697beb2bfed21546a4dcb675adc0fd07c20f559acd021c7b768a2f766,C1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,TP1_K2_N1_L8_SM6_P4,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,80,40,401,873,16686,0,0,1,NaN
STAGE8_K2_TECS_CORRECTNESS_V1,MODE_a84d605697beb2bfed21546a4dcb675adc0fd07c20f559acd021c7b768a2f766,C1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,TP1_K2_N1_L8_SP0_P1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,80,40,380,831,16686,0,0,1,NaN
STAGE8_K2_TECS_CORRECTNESS_V1,MODE_a84d605697beb2bfed21546a4dcb675adc0fd07c20f559acd021c7b768a2f766,C1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,TP1_K2_N1_L8_SP0_P2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,94,47,362,801,16686,0,0,1,NaN
STAGE8_K2_TECS_CORRECTNESS_V1,MODE_a84d605697beb2bfed21546a4dcb675adc0fd07c20f559acd021c7b768a2f766,C1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,TP1_K2_N1_L8_SP0_P3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,86,43,364,800,16686,0,0,1,NaN
STAGE8_K2_TECS_CORRECTNESS_V1,MODE_a84d605697beb2bfed21546a4dcb675adc0fd07c20f559acd021c7b768a2f766,C1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,TP1_K2_N1_L8_SP0_P4,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,78,39,380,831,16686,0,0,1,NaN
STAGE8_K2_TECS_CORRECTNESS_V1,MODE_a84d605697beb2bfed21546a4dcb675adc0fd07c20f559acd021c7b768a2f766,C1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,TP1_K2_N1_L8_SP6_P1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,80,40,398,869,16686,0,0,1,NaN
STAGE8_K2_TECS_CORRECTNESS_V1,MODE_a84d605697beb2bfed21546a4dcb675adc0fd07c20f559acd021c7b768a2f766,C1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,TP1_K2_N1_L8_SP6_P2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,92,46,361,799,16686,0,0,1,NaN
STAGE8_K2_TECS_CORRECTNESS_V1,MODE_a84d605697beb2bfed21546a4dcb675adc0fd07c20f559acd021c7b768a2f766,C1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,TP1_K2_N1_L8_SP6_P3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,86,43,385,842,16686,0,0,1,NaN
STAGE8_K2_TECS_CORRECTNESS_V1,MODE_a84d605697beb2bfed21546a4dcb675adc0fd07c20f559acd021c7b768a2f766,C1,208ac1cfafa1a4e0367aa0af9d46f0a362b14343fad97aaa06a7888e73a536fe,TP1_K2_N1_L8_SP6_P4,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,88,44,404,880,16686,0,0,1,NaN
STAGE8_K2_TECS_CORRECTNESS_V1,MODE_a84d605697beb2bfed21546a4dcb675adc0fd07c20f559acd021c7b768a2f766,C1,e965700fc8d335f6546924993f4e20988aa34b85d5e11899ed0fb3136c3a5c16,TP1_K2_N2_L1_SM6_P1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,342,755,16728,0,0,1,NaN
STAGE8_K2_TECS_CORRECTNESS_V1,MODE_a84d605697beb2bfed21546a4dcb675adc0fd07c20f559acd021c7b768a2f766,C1,e965700fc8d335f6546924993f4e20988aa34b85d5e11899ed0fb3136c3a5c16,TP1_K2_N2_L1_SM6_P2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,90,45,407,885,16728,0,0,1,NaN
STAGE8_K2_TECS_CORRECTNESS_V1,MODE_a84d605697beb2bfed21546a4dcb675adc0fd07c20f559acd021c7b768a2f766,C1,e965700fc8d335f6546924993f4e20988aa34b85d5e11899ed0fb3136c3a5c16,TP1_K2_N2_L1_SM6_P3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,84,42,423,918,16728,0,0,1,NaN
STAGE8_K2_TECS_CORRECTNESS_V1,MODE_a84d605697beb2bfed21546a4dcb675adc0fd07c20f559acd021c7b768a2f766,C1,e965700fc8d335f6546924993f4e20988aa34b85d5e11899ed0fb3136c3a5c16,TP1_K2_N2_L1_SM6_P4,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,88,44,402,878,16728,0,0,1,NaN
STAGE8_K2_TECS_CORRECTNESS_V1,MODE_a84d605697beb2bfed21546a4dcb675adc0fd07c20f559acd021c7b768a2f766,C1,e965700fc8d335f6546924993f4e20988aa34b85d5e11899ed0fb3136c3a5c16,TP1_K2_N2_L1_SP0_P1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,78,39,456,986,16728,0,0,1,NaN
STAGE8_K2_TECS_CORRECTNESS_V1,MODE_a84d605697beb2bfed21546a4dcb675adc0fd07c20f559acd021c7b768a2f766,C1,e965700fc8d335f6546924993f4e20988aa34b85d5e11899ed0fb3136c3a5c16,TP1_K2_N2_L1_SP0_P2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,80,40,400,872,16728,0,0,1,NaN
STAGE8_K2_TECS_CORRECTNESS_V1,MODE_a84d605697beb2bfed21546a4dcb675adc0fd07c20f559acd021c7b768a2f766,C1,e965700fc8d335f6546924993f4e20988aa34b85d5e11899ed0fb3136c3a5c16,TP1_K2_N2_L1_SP0_P3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,86,43,404,880,16728,0,0,1,NaN
STAGE8_K2_TECS_CORRECTNESS_V1,MODE_a84d605697beb2bfed21546a4dcb675adc0fd07c20f559acd021c7b768a2f766,C1,e965700fc8d335f6546924993f4e20988aa34b85d5e11899ed0fb3136c3a5c16,TP1_K2_N2_L1_SP0_P4,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,88,44,423,918,16728,0,0,1,NaN
