domain,method_id,profile_id,nominal_snr_db,fit_status,elevation_status,conditional_status,total,applicable,valid,structural_na,algorithmic_invalid,valid_rate,localization_success_count,resolution_success_count,rho_lower_bound_hit_count,localization_success_rate,resolution_success_rate,median_d_max_bw,P90_d_max_bw,median_joint_RMSE_deg,P90_joint_RMSE_deg,median_axis_error_deg,P90_axis_error_deg,median_rho_error_deg,P90_rho_error_deg,runtime_total_sec,runtime_median_sec,runtime_P90_sec,score_call_count,SVD_call_count,eig_call_count,failure_reasons
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,SC_B,-6,ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS,ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS,NOT_RUN_INVALID_ELEVATION,20,20,0,0,20,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0386084,0.0018848,0.00212045,1220,0,20,"{""reason"":""ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS"",""count"":20}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,SC_B,0,CONDITIONAL_AZ_CML_VALID,ROOT_MUSIC_TWO_ELEVATIONS_VALID,CONDITIONAL_AZ_CML_VALID,1,1,1,0,0,1,0,0,0,0,0,0.111472791516063,0.111472791516063,0.225204486087907,0.225204486087907,1.12384577557828,1.12384577557828,0.411861981634655,0.411861981634655,2.6207454,2.6207454,2.6207454,5157,5096,1,"{""reason"":[],""count"":[]}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,SC_B,0,ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS,ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS,NOT_RUN_INVALID_ELEVATION,19,19,0,0,19,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0374805,0.0019066,0.00215892,1159,0,19,"{""reason"":""ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS"",""count"":19}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,SC_B,6,CONDITIONAL_AZ_CML_VALID,ROOT_MUSIC_TWO_ELEVATIONS_VALID,CONDITIONAL_AZ_CML_VALID,8,8,8,0,0,1,8,7,0,1,0.875,0.0505020726309255,0.0819226572465224,0.105192549973272,0.171232637489813,0.627988135389112,1.51646491052925,0.181295516625317,0.304967153676023,15.2892203,1.94133545,2.18112441,34864,34376,8,"{""reason"":[],""count"":[]}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,SC_B,6,ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS,ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS,NOT_RUN_INVALID_ELEVATION,12,12,0,0,12,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0234789,0.0019353,0.00204791,732,0,12,"{""reason"":""ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS"",""count"":12}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,SC_B,10,CONDITIONAL_AZ_CML_VALID,ROOT_MUSIC_TWO_ELEVATIONS_VALID,CONDITIONAL_AZ_CML_VALID,14,14,14,0,0,1,11,10,0,0.785714285714286,0.714285714285714,0.0485995548401865,0.101760046836147,0.112142954204267,0.211136394147957,1.00341479660677,1.83288786649092,0.200049067470518,0.353347211859591,25.9551347,1.7347847,2.31573775,60049,59195,14,"{""reason"":[],""count"":[]}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,SC_B,10,ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS,ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS,NOT_RUN_INVALID_ELEVATION,6,6,0,0,6,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0119799,0.00191815,0.0022482,366,0,6,"{""reason"":""ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS"",""count"":6}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,SC_B,14,CONDITIONAL_AZ_CML_VALID,ROOT_MUSIC_TWO_ELEVATIONS_VALID,CONDITIONAL_AZ_CML_VALID,17,17,17,0,0,1,15,12,0,0.882352941176471,0.705882352941177,0.0337455189017097,0.101666314913089,0.0788042777779139,0.202051554876735,0.556608324866427,1.3883201657091,0.153841041465015,0.388403749816244,29.9205099,1.7119976,1.93048844,71281,70244,17,"{""reason"":[],""count"":[]}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,SC_B,14,ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS,ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS,NOT_RUN_INVALID_ELEVATION,3,3,0,0,3,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0057787,0.0019228,0.0019945,183,0,3,"{""reason"":""ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS"",""count"":3}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,SC_B,18,CONDITIONAL_AZ_CML_VALID,ROOT_MUSIC_TWO_ELEVATIONS_VALID,CONDITIONAL_AZ_CML_VALID,20,20,20,0,0,1,18,15,0,0.9,0.75,0.0305297993689152,0.0971372807784851,0.0701899220483808,0.195142927208314,0.419610337320203,0.919733150811303,0.104422872464113,0.363247137626861,35.7910572,1.73076285,2.2133089,84946,83726,20,"{""reason"":[],""count"":[]}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,SC_B,22,CONDITIONAL_AZ_CML_VALID,ROOT_MUSIC_TWO_ELEVATIONS_VALID,CONDITIONAL_AZ_CML_VALID,20,20,20,0,0,1,19,18,0,0.95,0.9,0.0181749022076582,0.0752235544738551,0.0399772468456731,0.169929668876963,0.278318069502678,0.807778908404535,0.066185770409962,0.326885425376548,34.8729586,1.67799895,1.9090645,83356,82136,20,"{""reason"":[],""count"":[]}"
ELEMENT,FULL4D_ELEMENT_CML_MULTISTART,SC_A,-6,FULL4D_CML_VALID,NOT_A_STAGE,NOT_A_STAGE,20,20,20,0,0,1,19,15,0,0.95,0.75,0.0503897343713762,0.0742961951110917,0.115170192739023,0.17072057165125,4.46291136947064,10.4019134702711,0.16663368882157,0.254921699653846,71.2894834,3.5975855,4.1462427,82656,82656,0,"{""reason"":[],""count"":[]}"
ELEMENT,FULL4D_ELEMENT_CML_MULTISTART,SC_A,0,FULL4D_CML_VALID,NOT_A_STAGE,NOT_A_STAGE,20,20,20,0,0,1,20,20,0,1,1,0.0231943504663081,0.0378529572359333,0.0521011380415091,0.0872730095890696,2.07017783918031,5.24654943950209,0.0829278212084537,0.128491375259127,77.9796298,4.0315104,4.1101027,92398,92398,0,"{""reason"":[],""count"":[]}"
ELEMENT,FULL4D_ELEMENT_CML_MULTISTART,SC_A,6,FULL4D_CML_VALID,NOT_A_STAGE,NOT_A_STAGE,20,20,20,0,0,1,20,20,0,1,1,0.0121170445165286,0.019502704079881,0.0266919544306194,0.0436042106890602,0.950793681261021,2.6066371201226,0.0409740578142126,0.068761303596296,78.0544363,4.0156475,4.09239085,92518,92518,0,"{""reason"":[],""count"":[]}"
ELEMENT,FULL4D_ELEMENT_CML_MULTISTART,SC_A,10,FULL4D_CML_VALID,NOT_A_STAGE,NOT_A_STAGE,20,20,20,0,0,1,20,20,0,1,1,0.00791296983750217,0.0129149855100683,0.0178011855834231,0.0278745391799433,0.57441002982031,1.61040145717498,0.0257529689175532,0.0461298555983196,78.1290219,4.03210775,4.08626465,91900,91900,0,"{""reason"":[],""count"":[]}"
ELEMENT,FULL4D_ELEMENT_CML_MULTISTART,SC_A,14,FULL4D_CML_VALID,NOT_A_STAGE,NOT_A_STAGE,20,20,20,0,0,1,20,20,0,1,1,0.00525755915134732,0.00872298995946539,0.0121752579619848,0.0183542988971722,0.347610960496394,1.0018157811136,0.013797286287576,0.0318295526622737,75.7563727,3.99412915,4.0723923,89627,89627,0,"{""reason"":[],""count"":[]}"
ELEMENT,FULL4D_ELEMENT_CML_MULTISTART,SC_A,18,FULL4D_CML_VALID,NOT_A_STAGE,NOT_A_STAGE,20,20,20,0,0,1,20,20,0,1,1,0.00371785320048731,0.00606832144122447,0.00901497412986682,0.012364507503301,0.209892160825246,0.628548270398361,0.00979930019430322,0.0228334741585837,77.4520471,3.97276435,4.04873715,92536,92536,0,"{""reason"":[],""count"":[]}"
ELEMENT,FULL4D_ELEMENT_CML_MULTISTART,SC_A,22,FULL4D_CML_VALID,NOT_A_STAGE,NOT_A_STAGE,20,20,20,0,0,1,20,20,0,1,1,0.00283269702026939,0.004325376264764,0.00639260276410965,0.00887170483741511,0.129898946492522,0.398007332647104,0.00894533698340674,0.0171818142713202,76.5809685,3.94871355,4.02953805,91925,91925,0,"{""reason"":[],""count"":[]}"
ELEMENT,FULL4D_ELEMENT_CML_MULTISTART,SC_B,-6,FULL4D_CML_VALID,NOT_A_STAGE,NOT_A_STAGE,20,20,20,0,0,1,20,18,0,1,0.9,0.0382091016781327,0.0704397683512041,0.0818112820678176,0.138368055271223,2.56820031332484,8.02303958875314,0.0951254347442445,0.211234116216357,76.7687291,4.10514865,4.21562815,90530,90530,0,"{""reason"":[],""count"":[]}"
ELEMENT,FULL4D_ELEMENT_CML_MULTISTART,SC_B,0,FULL4D_CML_VALID,NOT_A_STAGE,NOT_A_STAGE,20,20,20,0,0,1,20,20,0,1,1,0.0200859561328581,0.0406843211460747,0.0449305541311202,0.0925311128970699,1.26194542537203,4.17075576427684,0.0632485857248323,0.146983492866648,78.0954485,4.0459366,4.15698715,92476,92476,0,"{""reason"":[],""count"":[]}"
ELEMENT,FULL4D_ELEMENT_CML_MULTISTART,SC_B,6,FULL4D_CML_VALID,NOT_A_STAGE,NOT_A_STAGE,20,20,20,0,0,1,20,20,0,1,1,0.0106162481690027,0.0244711932926176,0.0227150456708375,0.0510934827781665,0.717092090114612,2.01527472776232,0.0330750318908379,0.0807432019702932,77.7659398,4.06325625,4.1952636,91362,91362,0,"{""reason"":[],""count"":[]}"
ELEMENT,FULL4D_ELEMENT_CML_MULTISTART,SC_B,10,FULL4D_CML_VALID,NOT_A_STAGE,NOT_A_STAGE,20,20,20,0,0,1,20,20,0,1,1,0.00736916465309351,0.0152243408112109,0.0157358083985236,0.0316034305040246,0.473804084743808,1.28105870657799,0.0215774492567691,0.0603449835910402,78.6036127,4.0891479,4.1446046,92707,92707,0,"{""reason"":[],""count"":[]}"
ELEMENT,FULL4D_ELEMENT_CML_MULTISTART,SC_B,14,FULL4D_CML_VALID,NOT_A_STAGE,NOT_A_STAGE,20,20,20,0,0,1,20,20,0,1,1,0.00555826401379772,0.0119471800304968,0.0117360390158468,0.0262376251144412,0.285100321529105,0.809023529117475,0.0154477003714639,0.0475687237188467,75.9609992,4.03536455,4.0802094,90008,90008,0,"{""reason"":[],""count"":[]}"
ELEMENT,FULL4D_ELEMENT_CML_MULTISTART,SC_B,18,FULL4D_CML_VALID,NOT_A_STAGE,NOT_A_STAGE,20,20,20,0,0,1,20,20,0,1,1,0.00429019985629176,0.0110583114997528,0.00984165580172412,0.0242860703926843,0.171718037895143,0.509638853195705,0.0127440684882921,0.0454288175056487,77.6945646,4.0267654,4.08070875,93058,93058,0,"{""reason"":[],""count"":[]}"
ELEMENT,FULL4D_ELEMENT_CML_MULTISTART,SC_B,22,FULL4D_CML_VALID,NOT_A_STAGE,NOT_A_STAGE,20,20,20,0,0,1,20,20,0,1,1,0.00376656190068035,0.00842538745479937,0.00811392917542469,0.019257931047758,0.100991934648991,0.31819906101415,0.00954952889773167,0.0371070074374936,80.5055722,4.0567984,4.25599305,94885,94885,0,"{""reason"":[],""count"":[]}"
