final_state,F0,F1,registered_K1_trials,registered_K2_trials,executed_K1_trials,executed_K2_trials,result_rows,checkpoint_count,core_lite_status,core_plus_status,model_order,formal_6000_trial,stage8_2
STAGE8_CORE_V2_2_EXPERIMENT_INVALID,F0_BOUNDARY_AND_ENVIRONMENT_PASS,F1_FAIL_STOPPED,72,72,0,0,0,0,NOT_EVALUATED_F1_FAIL_STOPPED,NOT_EVALUATED_F1_FAIL_STOPPED,DEFERRED,DEFERRED_NOT_FAILED_NOT_EXECUTED,NOT_AUTHORIZED_NOT_EXECUTED
