diagnostic_row_index,evaluation_row_index,diagnostic_trial_id,common_trial_id,global_trial_index,trial_type,stratum_index,stratum_id,pairing_key,trial_index_within_stratum,profile_id,sentinel_flag,measurement_config_id,noise_profile_id,L,parameter_seed,element_noise_seed,separation_auxiliary_seed,center_az_deg,center_el_deg,snr_db,secondary_power_db,correlation_magnitude,correlation_phase_rad,true_separation_deg,direction_deg,element_trial_hash,threshold_calibration_hash,threshold_artifact_hash,q_global,lambda_12,state,diagnostic_state,false_split_flag,false_resolved_flag,K2_UNRESOLVED_flag,SEARCH_NOT_CONVERGED_flag,NUMERIC_RANK_DEFICIENT_flag,decision_available_flag,lrt_split_detected_flag,separation_evaluated_flag,fit1_validity_status,fit2_validity_status,separation_status,valid_k1_fit_flag,valid_k2_fit_flag,truth_target1_az_deg,truth_target1_el_deg,truth_target2_az_deg,truth_target2_el_deg,k1_estimate_az_deg,k1_estimate_el_deg,k2_selected_start_id,initial_target1_az_deg,initial_target1_el_deg,initial_target2_az_deg,initial_target2_el_deg,final_target1_az_deg,final_target1_el_deg,final_target2_az_deg,final_target2_el_deg,azimuth_rmse_deg,elevation_rmse_deg,joint_2d_rmse_deg,initial_joint_2d_rmse_deg,joint_refinement_improved_flag,true_separation_az_deg,true_separation_el_deg,estimated_separation_az_deg,estimated_separation_el_deg,separation_vector_error_deg,score_call_count,svd_call_count,truth_used_in_fit_flag,truth_used_in_classifier_flag,row_runtime_sec
77,77,CD_K1_L4_N2_T09,CD_K1_L4_N2_T09,39,K1,4,K1V_L4_N2,CD_K1_L4_N2_T09,9,0,0,PRIMARY_RECT_E14_A31,STAGE5_TOEPLITZ_CORRELATED,4,2426075708,2426075808,2426075908,7.86908361789617,10.2680749635169,-8.96983307327167,NaN,NaN,NaN,NaN,NaN,2eabbf4d5e3ea7f8a8f0e1a8eab28f0a62269373dc6a3742ffb7d81d5755eece,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,19.8036415281607,K1,K1,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.7011539
78,78,CD_K1_L4_N2_T09,CD_K1_L4_N2_T09,39,K1,4,K1V_L4_N2,CD_K1_L4_N2_T09,9,0,0,SENSITIVITY_FULL_PARENT_5X5,STAGE5_TOEPLITZ_CORRELATED,4,2426075708,2426075808,2426075908,7.86908361789617,10.2680749635169,-8.96983307327167,NaN,NaN,NaN,NaN,NaN,2eabbf4d5e3ea7f8a8f0e1a8eab28f0a62269373dc6a3742ffb7d81d5755eece,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,20.4996701331521,K1,K1,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.7011539
79,79,CD_K1_L4_N2_T10,CD_K1_L4_N2_T10,40,K1,4,K1V_L4_N2,CD_K1_L4_N2_T10,10,0,0,PRIMARY_RECT_E14_A31,STAGE5_TOEPLITZ_CORRELATED,4,2426075709,2426075809,2426075909,8.44257351831808,10.060861286144,7.37435469684019,NaN,NaN,NaN,NaN,NaN,27e01d3173f17a6213f038d20dbe3808c72a8c3d2938389173b6e59271423768,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,145.169781433575,K2_RESOLVED,K2_RESOLVED,1,1,0,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,221.3107658
80,80,CD_K1_L4_N2_T10,CD_K1_L4_N2_T10,40,K1,4,K1V_L4_N2,CD_K1_L4_N2_T10,10,0,0,SENSITIVITY_FULL_PARENT_5X5,STAGE5_TOEPLITZ_CORRELATED,4,2426075709,2426075809,2426075909,8.44257351831808,10.060861286144,7.37435469684019,NaN,NaN,NaN,NaN,NaN,27e01d3173f17a6213f038d20dbe3808c72a8c3d2938389173b6e59271423768,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,181.12778047233,K2_RESOLVED,K2_RESOLVED,1,1,0,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,221.3107658
81,81,CD_K1_L8_N1_T01,CD_K1_L8_N1_T01,41,K1,5,K1V_L8_N1,CD_K1_L8_N1_T01,1,0,0,PRIMARY_RECT_E14_A31,WHITE,8,2426076700,2426076800,2426076900,7.60503742609189,9.85194200748349,10.5094963749505,NaN,NaN,NaN,NaN,NaN,719f768be3805aa3117acce55d1cd8f3c8cda8007d3262099bcbfd86ab880d74,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,224.368128843485,K2_UNRESOLVED,K2_UNRESOLVED,1,0,1,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,246.5385458
82,82,CD_K1_L8_N1_T01,CD_K1_L8_N1_T01,41,K1,5,K1V_L8_N1,CD_K1_L8_N1_T01,1,0,0,SENSITIVITY_FULL_PARENT_5X5,WHITE,8,2426076700,2426076800,2426076900,7.60503742609189,9.85194200748349,10.5094963749505,NaN,NaN,NaN,NaN,NaN,719f768be3805aa3117acce55d1cd8f3c8cda8007d3262099bcbfd86ab880d74,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,241.247033800644,K2_UNRESOLVED,K2_UNRESOLVED,1,0,1,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,246.5385458
83,83,CD_K1_L8_N1_T02,CD_K1_L8_N1_T02,42,K1,5,K1V_L8_N1,CD_K1_L8_N1_T02,2,0,0,PRIMARY_RECT_E14_A31,WHITE,8,2426076701,2426076801,2426076901,7.83761237184515,10.0371967678993,-11.3950774138897,NaN,NaN,NaN,NaN,NaN,65934a3cdcf65d5123c025b7db4e18be494d3a09290afdf78b8741ac264b6dc0,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,18.1422113076268,K1,K1,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.6069708
84,84,CD_K1_L8_N1_T02,CD_K1_L8_N1_T02,42,K1,5,K1V_L8_N1,CD_K1_L8_N1_T02,2,0,0,SENSITIVITY_FULL_PARENT_5X5,WHITE,8,2426076701,2426076801,2426076901,7.83761237184515,10.0371967678993,-11.3950774138897,NaN,NaN,NaN,NaN,NaN,65934a3cdcf65d5123c025b7db4e18be494d3a09290afdf78b8741ac264b6dc0,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,18.6177673779698,K1,K1,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.6069708
85,85,CD_K1_L8_N1_T03,CD_K1_L8_N1_T03,43,K1,5,K1V_L8_N1,CD_K1_L8_N1_T03,3,0,0,PRIMARY_RECT_E14_A31,WHITE,8,2426076702,2426076802,2426076902,8.30948687352867,9.81699522232442,-7.6770608389955,NaN,NaN,NaN,NaN,NaN,d904b0db6c994c8b2f392a7e1d255fae037d99fc9655c042c1dc7e6ce5b1f2e5,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,53.9297217285876,K2_UNRESOLVED,K2_UNRESOLVED,1,0,1,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,221.93527465
86,86,CD_K1_L8_N1_T03,CD_K1_L8_N1_T03,43,K1,5,K1V_L8_N1,CD_K1_L8_N1_T03,3,0,0,SENSITIVITY_FULL_PARENT_5X5,WHITE,8,2426076702,2426076802,2426076902,8.30948687352867,9.81699522232442,-7.6770608389955,NaN,NaN,NaN,NaN,NaN,d904b0db6c994c8b2f392a7e1d255fae037d99fc9655c042c1dc7e6ce5b1f2e5,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,50.8697772460534,K2_UNRESOLVED,K2_UNRESOLVED,1,0,1,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,221.93527465
87,87,CD_K1_L8_N1_T04,CD_K1_L8_N1_T04,44,K1,5,K1V_L8_N1,CD_K1_L8_N1_T04,4,0,0,PRIMARY_RECT_E14_A31,WHITE,8,2426076703,2426076803,2426076903,7.85980296697642,10.0982593149643,3.51626552515112,NaN,NaN,NaN,NaN,NaN,4407ac86181a683322fce181bbfa28473beab352d84203985221249e0f430e2a,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,249.102430393626,K2_UNRESOLVED,K2_UNRESOLVED,1,0,1,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,219.39030795
88,88,CD_K1_L8_N1_T04,CD_K1_L8_N1_T04,44,K1,5,K1V_L8_N1,CD_K1_L8_N1_T04,4,0,0,SENSITIVITY_FULL_PARENT_5X5,WHITE,8,2426076703,2426076803,2426076903,7.85980296697642,10.0982593149643,3.51626552515112,NaN,NaN,NaN,NaN,NaN,4407ac86181a683322fce181bbfa28473beab352d84203985221249e0f430e2a,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,286.575112241263,K2_UNRESOLVED,K2_UNRESOLVED,1,0,1,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,219.39030795
89,89,CD_K1_L8_N1_T05,CD_K1_L8_N1_T05,45,K1,5,K1V_L8_N1,CD_K1_L8_N1_T05,5,0,0,PRIMARY_RECT_E14_A31,WHITE,8,2426076704,2426076804,2426076904,8.43499446325228,9.70567920671264,-8.00506864465883,NaN,NaN,NaN,NaN,NaN,35d149eaa81aec996cb609ffc100ddd487dc476d4d2b7b2af7c41c1040abafa6,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,36.065267555127,K1,K1,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.6181568
90,90,CD_K1_L8_N1_T05,CD_K1_L8_N1_T05,45,K1,5,K1V_L8_N1,CD_K1_L8_N1_T05,5,0,0,SENSITIVITY_FULL_PARENT_5X5,WHITE,8,2426076704,2426076804,2426076904,8.43499446325228,9.70567920671264,-8.00506864465883,NaN,NaN,NaN,NaN,NaN,35d149eaa81aec996cb609ffc100ddd487dc476d4d2b7b2af7c41c1040abafa6,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,36.6781476198861,K1,K1,0,0,0,0,0,1,0,0,VALID_FOR_LRT,VALID_FOR_LRT,NOT_RUN_LRT_DID_NOT_EXCEED_THRESHOLD,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.6181568
91,91,CD_K1_L8_N1_T06,CD_K1_L8_N1_T06,46,K1,5,K1V_L8_N1,CD_K1_L8_N1_T06,6,0,0,PRIMARY_RECT_E14_A31,WHITE,8,2426076705,2426076805,2426076905,7.69404815825121,9.80724131311545,11.6855457272272,NaN,NaN,NaN,NaN,NaN,be024854edb9cb41b3052426dd44db4bd17841ae4fd4be973cd381502dba4c86,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,627.417239525307,K2_RESOLVED,K2_RESOLVED,1,1,0,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,228.0680012
92,92,CD_K1_L8_N1_T06,CD_K1_L8_N1_T06,46,K1,5,K1V_L8_N1,CD_K1_L8_N1_T06,6,0,0,SENSITIVITY_FULL_PARENT_5X5,WHITE,8,2426076705,2426076805,2426076905,7.69404815825121,9.80724131311545,11.6855457272272,NaN,NaN,NaN,NaN,NaN,be024854edb9cb41b3052426dd44db4bd17841ae4fd4be973cd381502dba4c86,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,861.271596482145,K2_RESOLVED,K2_RESOLVED,1,1,0,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,228.0680012
93,93,CD_K1_L8_N1_T07,CD_K1_L8_N1_T07,47,K1,5,K1V_L8_N1,CD_K1_L8_N1_T07,7,0,0,PRIMARY_RECT_E14_A31,WHITE,8,2426076706,2426076806,2426076906,7.8285380120462,10.0259834875467,2.0253007160222,NaN,NaN,NaN,NaN,NaN,125c0ce423694ef0de2469c60c1133eb0c41bd61fb4ca39b6ad559e4d7b9e770,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,45.7793163975286,K2_UNRESOLVED,K2_UNRESOLVED,1,0,1,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,224.14938085
94,94,CD_K1_L8_N1_T07,CD_K1_L8_N1_T07,47,K1,5,K1V_L8_N1,CD_K1_L8_N1_T07,7,0,0,SENSITIVITY_FULL_PARENT_5X5,WHITE,8,2426076706,2426076806,2426076906,7.8285380120462,10.0259834875467,2.0253007160222,NaN,NaN,NaN,NaN,NaN,125c0ce423694ef0de2469c60c1133eb0c41bd61fb4ca39b6ad559e4d7b9e770,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,44.7155109341296,K2_UNRESOLVED,K2_UNRESOLVED,1,0,1,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,224.14938085
95,95,CD_K1_L8_N1_T08,CD_K1_L8_N1_T08,48,K1,5,K1V_L8_N1,CD_K1_L8_N1_T08,8,0,0,PRIMARY_RECT_E14_A31,WHITE,8,2426076707,2426076807,2426076907,8.36562578630911,10.1842534068602,2.9195410267442,NaN,NaN,NaN,NaN,NaN,90e4dba8cd16b4701bb6e093c768c39ef19a9a5865f13bb61a7ff1dc70497701,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,53.7874344034479,K2_RESOLVED,K2_RESOLVED,1,1,0,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,247.91681115
96,96,CD_K1_L8_N1_T08,CD_K1_L8_N1_T08,48,K1,5,K1V_L8_N1,CD_K1_L8_N1_T08,8,0,0,SENSITIVITY_FULL_PARENT_5X5,WHITE,8,2426076707,2426076807,2426076907,8.36562578630911,10.1842534068602,2.9195410267442,NaN,NaN,NaN,NaN,NaN,90e4dba8cd16b4701bb6e093c768c39ef19a9a5865f13bb61a7ff1dc70497701,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,55.6515663408086,K2_RESOLVED,K2_RESOLVED,1,1,0,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,247.91681115
97,97,CD_K1_L8_N1_T09,CD_K1_L8_N1_T09,49,K1,5,K1V_L8_N1,CD_K1_L8_N1_T09,9,0,0,PRIMARY_RECT_E14_A31,WHITE,8,2426076708,2426076808,2426076908,7.78600052568827,9.92131168009052,8.85381689963493,NaN,NaN,NaN,NaN,NaN,30d6da9202f3d7a535f696a9d71e8ff57486ebb8204c8e0ee548cfc9221aa37b,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,284.017607472803,K2_UNRESOLVED,K2_UNRESOLVED,1,0,1,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,249.48537515
98,98,CD_K1_L8_N1_T09,CD_K1_L8_N1_T09,49,K1,5,K1V_L8_N1,CD_K1_L8_N1_T09,9,0,0,SENSITIVITY_FULL_PARENT_5X5,WHITE,8,2426076708,2426076808,2426076908,7.78600052568827,9.92131168009052,8.85381689963493,NaN,NaN,NaN,NaN,NaN,30d6da9202f3d7a535f696a9d71e8ff57486ebb8204c8e0ee548cfc9221aa37b,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,336.482802427653,K2_UNRESOLVED,K2_UNRESOLVED,1,0,1,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,249.48537515
99,99,CD_K1_L8_N1_T10,CD_K1_L8_N1_T10,50,K1,5,K1V_L8_N1,CD_K1_L8_N1_T10,10,0,0,PRIMARY_RECT_E14_A31,WHITE,8,2426076709,2426076809,2426076909,7.96334671254315,10.1623474373684,-5.6308470263547,NaN,NaN,NaN,NaN,NaN,c387763ae0fbdd001183d5d753a37a8ef560620f110c29db7ccbf40485b80e0d,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,41.2359450487713,K2_UNRESOLVED,K2_UNRESOLVED,1,0,1,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,220.2737316
100,100,CD_K1_L8_N1_T10,CD_K1_L8_N1_T10,50,K1,5,K1V_L8_N1,CD_K1_L8_N1_T10,10,0,0,SENSITIVITY_FULL_PARENT_5X5,WHITE,8,2426076709,2426076809,2426076909,7.96334671254315,10.1623474373684,-5.6308470263547,NaN,NaN,NaN,NaN,NaN,c387763ae0fbdd001183d5d753a37a8ef560620f110c29db7ccbf40485b80e0d,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,43.4887055920112,K2_UNRESOLVED,K2_UNRESOLVED,1,0,1,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,220.2737316
101,101,CD_K1_L8_N2_T01,CD_K1_L8_N2_T01,51,K1,6,K1V_L8_N2,CD_K1_L8_N2_T01,1,0,0,PRIMARY_RECT_E14_A31,STAGE5_TOEPLITZ_CORRELATED,8,2426077700,2426077800,2426077900,7.68464495332152,10.2740234383918,-10.6289303346271,NaN,NaN,NaN,NaN,NaN,065afe8fdccd688b66e0e74d2863d572909b194c016852d77b596ccb073fe796,6558aaba29063111c316d5ccbed1861ed8a5df73fff96ab242efbf0e470594e1,074158e7c069e5d2d1eb9487171814cfda7a3795a33d5e2fce70bb9f72740c11,38.4305621692124,46.4132377143806,K2_UNRESOLVED,K2_UNRESOLVED,1,0,1,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,257.4105114
102,102,CD_K1_L8_N2_T01,CD_K1_L8_N2_T01,51,K1,6,K1V_L8_N2,CD_K1_L8_N2_T01,1,0,0,SENSITIVITY_FULL_PARENT_5X5,STAGE5_TOEPLITZ_CORRELATED,8,2426077700,2426077800,2426077900,7.68464495332152,10.2740234383918,-10.6289303346271,NaN,NaN,NaN,NaN,NaN,065afe8fdccd688b66e0e74d2863d572909b194c016852d77b596ccb073fe796,6ef25d82d7fb24d23dd3309eb2b3b5a671f0a3ed8e2acedef1ebfa9682eb413d,fa112e2fc1828199f3d4dc4367c83dbea582e692ebeb7903929dbf9fd193d185,38.4840335105626,44.2059564562389,K2_UNRESOLVED,K2_UNRESOLVED,1,0,1,0,0,1,1,1,VALID_FOR_LRT,VALID_FOR_LRT,OK,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,257.4105114
