schema_version,freeze_phase,parent_freeze_hash,freeze_payload_hash,created_before_pass,path,role,baseline_hash,post_implementation_hash,frozen_flag,allowed_change_flag,status
STAGE8_K2_TECS_FREEZE_CSV_V1,DESIGN_FREEZE,NONE,24fe3129d60592356eb9ee3c16f7ef0d4d3fb50b0768886b417b90ca84d9de0a,PASS_A,E:/bs_innovation_runtime/stage8_k2_tangent_exact_cache_stack_v1/freeze/schedule_generation_algorithm.json,SCHEDULE_GENERATION_ALGORITHM,NOT_APPLICABLE_NEW_FREEZE_ARTIFACT,069dbe6d4e895103d29b6b2c49ea41ca73daf3bb3e95487793b04276cb0e2ca2,1,0,IMMUTABLE_DESIGN_ARTIFACT
STAGE8_K2_TECS_FREEZE_CSV_V1,DESIGN_FREEZE,NONE,24fe3129d60592356eb9ee3c16f7ef0d4d3fb50b0768886b417b90ca84d9de0a,PASS_A,E:/bs_innovation_runtime/stage8_k2_tangent_exact_cache_stack_v1/freeze/executable_profile_hash_schema.json,EXECUTABLE_PROFILE_HASH_SCHEMA,NOT_APPLICABLE_NEW_FREEZE_ARTIFACT,5c3847da58f3d6adf9d8c00de66c7e637170e3d32f3d1340c696b0e83875b209,1,0,IMMUTABLE_DESIGN_ARTIFACT
STAGE8_K2_TECS_FREEZE_CSV_V1,DESIGN_FREEZE,NONE,24fe3129d60592356eb9ee3c16f7ef0d4d3fb50b0768886b417b90ca84d9de0a,PASS_A,beamspace_ml_v18/source/stepwise_signal_model/steps/step_12_3_grouped_conditional_dml/common/build_full_sequential_local_manifold.m,FULL_SEQUENTIAL_MANIFOLD,401fe0a82a2c8c51bf9ee46bdc4e7dfbd4bd5b668538a38cab71459c969dc567,401fe0a82a2c8c51bf9ee46bdc4e7dfbd4bd5b668538a38cab71459c969dc567,1,0,FROZEN_CORE_BODY_HASH_LOCKED
STAGE8_K2_TECS_FREEZE_CSV_V1,DESIGN_FREEZE,NONE,24fe3129d60592356eb9ee3c16f7ef0d4d3fb50b0768886b417b90ca84d9de0a,PASS_A,tools/stage8_k2_tangent_canonical_cache/matlab/stage8_k2_tcc_build_g_direct.m,DIRECT_G_BUILDER,e9a0e87c5296ea42b86fc895becbd91274c66405e583ff65c66b7f4d153fbfe2,e9a0e87c5296ea42b86fc895becbd91274c66405e583ff65c66b7f4d153fbfe2,1,0,FROZEN_CORE_BODY_HASH_LOCKED
STAGE8_K2_TECS_FREEZE_CSV_V1,DESIGN_FREEZE,NONE,24fe3129d60592356eb9ee3c16f7ef0d4d3fb50b0768886b417b90ca84d9de0a,PASS_A,beamspace_ml_v18/source/stepwise_signal_model/steps/step_12_2_stable_dml_backend/common/beamspace_dml_score_svd.m,DML_SCORE_SVD,5311ab5c7cdb68b6d64c1a953420cd2e51ab377487f1e0f338e248e17bba2ca2,5311ab5c7cdb68b6d64c1a953420cd2e51ab377487f1e0f338e248e17bba2ca2,1,0,FROZEN_CORE_BODY_HASH_LOCKED
STAGE8_K2_TECS_FREEZE_CSV_V1,DESIGN_FREEZE,NONE,24fe3129d60592356eb9ee3c16f7ef0d4d3fb50b0768886b417b90ca84d9de0a,PASS_A,beamspace_ml_v18/source/stepwise_signal_model/steps/step_12_2_stable_dml_backend/common/concentrated_dml_rss.m,CONCENTRATED_DML_RSS,fa5e6a94e15fd69641cf6269a7ef4bdc12c394d8df049a52ccc6402ab402fc23,fa5e6a94e15fd69641cf6269a7ef4bdc12c394d8df049a52ccc6402ab402fc23,1,0,FROZEN_CORE_BODY_HASH_LOCKED
STAGE8_K2_TECS_FREEZE_CSV_V1,DESIGN_FREEZE,NONE,24fe3129d60592356eb9ee3c16f7ef0d4d3fb50b0768886b417b90ca84d9de0a,PASS_A,tools/stage8_k2_tangent_canonical_cache/matlab/stage8_k2_tcc_stable_matrix_rank.m,CANONICAL_STABLE_RANK,eb79cc41a09acbaa7a421d97b955ce6c429a86cde1084ff1dd75a39a4b469da0,eb79cc41a09acbaa7a421d97b955ce6c429a86cde1084ff1dd75a39a4b469da0,1,0,FROZEN_CORE_BODY_HASH_LOCKED
STAGE8_K2_TECS_FREEZE_CSV_V1,DESIGN_FREEZE,NONE,24fe3129d60592356eb9ee3c16f7ef0d4d3fb50b0768886b417b90ca84d9de0a,PASS_A,beamspace_ml_v18/source/stepwise_signal_model/steps/step_12_3_grouped_conditional_dml/common/refine_joint_sequential_dml.m,JOINT_SEQUENTIAL_REFINEMENT,646c9eb9fe43272fa97e3832baae6de3ba96e134177f43ff1f6246b652fa718d,646c9eb9fe43272fa97e3832baae6de3ba96e134177f43ff1f6246b652fa718d,1,0,FROZEN_CORE_BODY_HASH_LOCKED
STAGE8_K2_TECS_FREEZE_CSV_V1,DESIGN_FREEZE,NONE,24fe3129d60592356eb9ee3c16f7ef0d4d3fb50b0768886b417b90ca84d9de0a,PASS_A,tools/stage8_k2_tangent_profile/matlab/stage8_k2_tp_projected_direction.m,PROJECTED_DIRECTION,c6a8eb88b1a8cf60f1f3b897a6c9c7c8093d291a5e56d61f71cddd4c7ee54c85,c6a8eb88b1a8cf60f1f3b897a6c9c7c8093d291a5e56d61f71cddd4c7ee54c85,1,0,FROZEN_CORE_BODY_HASH_LOCKED
STAGE8_K2_TECS_FREEZE_CSV_V1,DESIGN_FREEZE,NONE,24fe3129d60592356eb9ee3c16f7ef0d4d3fb50b0768886b417b90ca84d9de0a,PASS_A,tools/stage8_k2_tangent_profile/matlab/stage8_k2_tp_profile_scale.m,T4_PROFILE,de63e4e0b7f81e6a340aa645540ebaf8773803522ed88b947054b1911ddeddbf,de63e4e0b7f81e6a340aa645540ebaf8773803522ed88b947054b1911ddeddbf,1,0,FROZEN_CORE_BODY_HASH_LOCKED
STAGE8_K2_TECS_FREEZE_CSV_V1,DESIGN_FREEZE,NONE,24fe3129d60592356eb9ee3c16f7ef0d4d3fb50b0768886b417b90ca84d9de0a,PASS_A,tools/stage8_k2_tangent_profile/matlab/stage8_k2_tp_fit_safe.m,FINAL_SAFE_SELECTOR_LOGIC,bbd926c6415e9ecab3da5b9c04b53d75079670351a07c394419929f6fc108b4c,bbd926c6415e9ecab3da5b9c04b53d75079670351a07c394419929f6fc108b4c,1,0,FROZEN_CORE_BODY_HASH_LOCKED
STAGE8_K2_TECS_FREEZE_CSV_V1,DESIGN_FREEZE,NONE,24fe3129d60592356eb9ee3c16f7ef0d4d3fb50b0768886b417b90ca84d9de0a,PASS_A,tools/stage8_k2_tangent_canonical_cache/matlab/stage8_k2_tcc_get_pair_manifold.m,ALLOWED_EXISTING_HOOK,20986930f05c4bb5dbca315f82bc06777bb2a694b69d19325e34eca4506cec6d,20986930f05c4bb5dbca315f82bc06777bb2a694b69d19325e34eca4506cec6d,0,1,FROZEN_HOOK_ALLOWLIST_ROW
STAGE8_K2_TECS_FREEZE_CSV_V1,COMPONENT_FREEZE,24fe3129d60592356eb9ee3c16f7ef0d4d3fb50b0768886b417b90ca84d9de0a,4df751a9f169905917c68580fcd3108b7ab320a7fa7ad25b51e98d91d36dd3e2,PASS_B_COMPONENT_REPLAY,E:/bs_innovation_runtime/stage8_k2_tangent_exact_cache_stack_v1/freeze/component_protocol.json,COMPONENT_PROTOCOL,NOT_APPLICABLE_NEW_FREEZE_ARTIFACT,0e25e4661e50e8519d468dbcffb02ad0a609b219a41df745f8cd4a67d39f9e29,1,0,IMMUTABLE_COMPONENT_ARTIFACT
STAGE8_K2_TECS_FREEZE_CSV_V1,COMPONENT_FREEZE,24fe3129d60592356eb9ee3c16f7ef0d4d3fb50b0768886b417b90ca84d9de0a,4df751a9f169905917c68580fcd3108b7ab320a7fa7ad25b51e98d91d36dd3e2,PASS_B_COMPONENT_REPLAY,E:/bs_innovation_runtime/stage8_k2_tangent_exact_cache_stack_v1/freeze/component_schedule.csv,COMPONENT_SCHEDULE,NOT_APPLICABLE_NEW_FREEZE_ARTIFACT,e6aa8a4c06478dd5aa6dbe9e89188703f7e1cce2c600d802aabdb46775cd19e0,1,0,IMMUTABLE_COMPONENT_ARTIFACT
STAGE8_K2_TECS_FREEZE_CSV_V1,COMPONENT_FREEZE,24fe3129d60592356eb9ee3c16f7ef0d4d3fb50b0768886b417b90ca84d9de0a,4df751a9f169905917c68580fcd3108b7ab320a7fa7ad25b51e98d91d36dd3e2,PASS_B_COMPONENT_REPLAY,E:/bs_innovation_runtime/stage8_k2_tangent_exact_cache_stack_v1/freeze/component_prototype_registry.csv,COMPONENT_PROTOTYPE_REGISTRY,NOT_APPLICABLE_NEW_FREEZE_ARTIFACT,fc19784cb76bbb3163f7c4b4d06c747ffb840eb7f2f20879c2185d916d69734e,1,0,IMMUTABLE_COMPONENT_ARTIFACT
STAGE8_K2_TECS_FREEZE_CSV_V1,COMPONENT_FREEZE,24fe3129d60592356eb9ee3c16f7ef0d4d3fb50b0768886b417b90ca84d9de0a,4df751a9f169905917c68580fcd3108b7ab320a7fa7ad25b51e98d91d36dd3e2,PASS_B_COMPONENT_REPLAY,E:/bs_innovation_runtime/stage8_k2_tangent_exact_cache_stack_v1/freeze/component_admission_rule.json,COMPONENT_ADMISSION_RULE,NOT_APPLICABLE_NEW_FREEZE_ARTIFACT,000acea7ba84e7f3d2635c75832679449ab63fde7b7674184a0e75769fbc5cbe,1,0,IMMUTABLE_COMPONENT_ARTIFACT
STAGE8_K2_TECS_FREEZE_CSV_V1,COMPONENT_FREEZE,24fe3129d60592356eb9ee3c16f7ef0d4d3fb50b0768886b417b90ca84d9de0a,4df751a9f169905917c68580fcd3108b7ab320a7fa7ad25b51e98d91d36dd3e2,PASS_B_COMPONENT_REPLAY,E:/bs_innovation_runtime/stage8_k2_tangent_exact_cache_stack_v1/freeze/component_freeze.json,COMPONENT_FREEZE_RECORD,NOT_APPLICABLE_NEW_FREEZE_ARTIFACT,057cb8ba0b2181fb612e0651bc9080a3aaeaa6ee4cf26d50a19abc4579d90047,1,0,IMMUTABLE_COMPONENT_ARTIFACT
STAGE8_K2_TECS_FREEZE_CSV_V1,TIMING_FREEZE,4df751a9f169905917c68580fcd3108b7ab320a7fa7ad25b51e98d91d36dd3e2,c5403510e9da4874885755872514147ca4b52282ee5963b7f04bfea517759af9,PASS_E_SCREENING,E:/bs_innovation_runtime/stage8_k2_tangent_exact_cache_stack_v1/freeze/canonical_mode_registry.csv,CANONICAL_MODE_REGISTRY,NOT_APPLICABLE_NEW_FREEZE_ARTIFACT,48c8dd1b7da82e530d9781793005d6a697b0453dff1ba1659f929995012a4fea,1,0,IMMUTABLE_TIMING_ARTIFACT
STAGE8_K2_TECS_FREEZE_CSV_V1,TIMING_FREEZE,4df751a9f169905917c68580fcd3108b7ab320a7fa7ad25b51e98d91d36dd3e2,c5403510e9da4874885755872514147ca4b52282ee5963b7f04bfea517759af9,PASS_E_SCREENING,E:/bs_innovation_runtime/stage8_k2_tangent_exact_cache_stack_v1/freeze/mode_alias_registry.csv,MODE_ALIAS_REGISTRY,NOT_APPLICABLE_NEW_FREEZE_ARTIFACT,e88c5504ed78e4e75c308d51784d54d91f2b11c2d955ada0f468e874c1f158cd,1,0,IMMUTABLE_TIMING_ARTIFACT
STAGE8_K2_TECS_FREEZE_CSV_V1,TIMING_FREEZE,4df751a9f169905917c68580fcd3108b7ab320a7fa7ad25b51e98d91d36dd3e2,c5403510e9da4874885755872514147ca4b52282ee5963b7f04bfea517759af9,PASS_E_SCREENING,E:/bs_innovation_runtime/stage8_k2_tangent_exact_cache_stack_v1/freeze/screening_raw_comparison_registry.csv,SCREENING_RAW_COMPARISON_REGISTRY,NOT_APPLICABLE_NEW_FREEZE_ARTIFACT,c74a9f477fa66e606348570756f7593ec7206e971aa495b0d3d44346fede2372,1,0,IMMUTABLE_TIMING_ARTIFACT
STAGE8_K2_TECS_FREEZE_CSV_V1,TIMING_FREEZE,4df751a9f169905917c68580fcd3108b7ab320a7fa7ad25b51e98d91d36dd3e2,c5403510e9da4874885755872514147ca4b52282ee5963b7f04bfea517759af9,PASS_E_SCREENING,E:/bs_innovation_runtime/stage8_k2_tangent_exact_cache_stack_v1/freeze/screening_comparison_view_registry.csv,SCREENING_COMPARISON_VIEW_REGISTRY,NOT_APPLICABLE_NEW_FREEZE_ARTIFACT,88dd58d646f751051e182aa0bc06269a476d63f15ff4c5267f15c78b6665a112,1,0,IMMUTABLE_TIMING_ARTIFACT
STAGE8_K2_TECS_FREEZE_CSV_V1,TIMING_FREEZE,4df751a9f169905917c68580fcd3108b7ab320a7fa7ad25b51e98d91d36dd3e2,c5403510e9da4874885755872514147ca4b52282ee5963b7f04bfea517759af9,PASS_E_SCREENING,E:/bs_innovation_runtime/stage8_k2_tangent_exact_cache_stack_v1/freeze/formal_warmup_registry.csv,FORMAL_WARMUP_REGISTRY,NOT_APPLICABLE_NEW_FREEZE_ARTIFACT,f848013c380435adfe25029d6f6c2a0570cde25a682fdb5522f6fde740e46125,1,0,IMMUTABLE_TIMING_ARTIFACT
STAGE8_K2_TECS_FREEZE_CSV_V1,TIMING_FREEZE,4df751a9f169905917c68580fcd3108b7ab320a7fa7ad25b51e98d91d36dd3e2,c5403510e9da4874885755872514147ca4b52282ee5963b7f04bfea517759af9,PASS_E_SCREENING,E:/bs_innovation_runtime/stage8_k2_tangent_exact_cache_stack_v1/freeze/c1_artifact_registry.csv,C1_ARTIFACT_REGISTRY,NOT_APPLICABLE_NEW_FREEZE_ARTIFACT,e47d106c15b79e46453f6cfe518d34d3719b5c853295ae508adab06a64b3416c,1,0,IMMUTABLE_TIMING_ARTIFACT
STAGE8_K2_TECS_FREEZE_CSV_V1,TIMING_FREEZE,4df751a9f169905917c68580fcd3108b7ab320a7fa7ad25b51e98d91d36dd3e2,c5403510e9da4874885755872514147ca4b52282ee5963b7f04bfea517759af9,PASS_E_SCREENING,E:/bs_innovation_runtime/stage8_k2_tangent_exact_cache_stack_v1/freeze/candidate_model_registry.csv,CANDIDATE_MODEL_REGISTRY,NOT_APPLICABLE_NEW_FREEZE_ARTIFACT,c9ee22af75113e55c39b997d0e54d9dbadd8684c36b3a847d0fea735facaaf35,1,0,IMMUTABLE_TIMING_ARTIFACT
STAGE8_K2_TECS_FREEZE_CSV_V1,TIMING_FREEZE,4df751a9f169905917c68580fcd3108b7ab320a7fa7ad25b51e98d91d36dd3e2,c5403510e9da4874885755872514147ca4b52282ee5963b7f04bfea517759af9,PASS_E_SCREENING,E:/bs_innovation_runtime/stage8_k2_tangent_exact_cache_stack_v1/freeze/timing_protocol.json,TIMING_PROTOCOL,NOT_APPLICABLE_NEW_FREEZE_ARTIFACT,7414078ee9dac4b11ff4a068e42aeb40a820a61cada2c85e165a5a92bd8f7c19,1,0,IMMUTABLE_TIMING_ARTIFACT
STAGE8_K2_TECS_FREEZE_CSV_V1,TIMING_FREEZE,4df751a9f169905917c68580fcd3108b7ab320a7fa7ad25b51e98d91d36dd3e2,c5403510e9da4874885755872514147ca4b52282ee5963b7f04bfea517759af9,PASS_E_SCREENING,E:/bs_innovation_runtime/stage8_k2_tangent_exact_cache_stack_v1/freeze/screening_schedule.csv,SCREENING_SCHEDULE,NOT_APPLICABLE_NEW_FREEZE_ARTIFACT,406a79e857f88153d26eb90cf66fecd3d21201600f4f0b8e17c92dcf58322545,1,0,IMMUTABLE_TIMING_ARTIFACT
STAGE8_K2_TECS_FREEZE_CSV_V1,TIMING_FREEZE,4df751a9f169905917c68580fcd3108b7ab320a7fa7ad25b51e98d91d36dd3e2,c5403510e9da4874885755872514147ca4b52282ee5963b7f04bfea517759af9,PASS_E_SCREENING,E:/bs_innovation_runtime/stage8_k2_tangent_exact_cache_stack_v1/freeze/timing_freeze.json,TIMING_FREEZE_RECORD,NOT_APPLICABLE_NEW_FREEZE_ARTIFACT,f7ed0dd0c924ce947cea0997c520f3e6a36df9dffe88ac0f42abe2d711a9100a,1,0,IMMUTABLE_TIMING_ARTIFACT
STAGE8_K2_TECS_FREEZE_CSV_V1,FINAL_CANDIDATE_FREEZE,c5403510e9da4874885755872514147ca4b52282ee5963b7f04bfea517759af9,a562ae457f69554bdb965b11501efe0a286bdbc57bb588901beb084cc498f677,PASS_F_FINAL_WARM_AND_COLD_LIFECYCLE,E:/bs_innovation_runtime/stage8_k2_tangent_exact_cache_stack_v1/freeze/final_warm_schedule.csv,FINAL_WARM_SCHEDULE,NOT_APPLICABLE_NEW_FREEZE_ARTIFACT,2a5e52198557b918ef19332dadbc55ed09424c02a05b33f9268936f6217c92ff,1,0,IMMUTABLE_FINAL_CANDIDATE_ARTIFACT
STAGE8_K2_TECS_FREEZE_CSV_V1,FINAL_CANDIDATE_FREEZE,c5403510e9da4874885755872514147ca4b52282ee5963b7f04bfea517759af9,a562ae457f69554bdb965b11501efe0a286bdbc57bb588901beb084cc498f677,PASS_F_FINAL_WARM_AND_COLD_LIFECYCLE,E:/bs_innovation_runtime/stage8_k2_tangent_exact_cache_stack_v1/freeze/cold_lifecycle_schedule.csv,COLD_LIFECYCLE_SCHEDULE,NOT_APPLICABLE_NEW_FREEZE_ARTIFACT,695b8e84f625c2b66343ee72d1dc658302801671c1a5d524562d4cf8e5752626,1,0,IMMUTABLE_FINAL_CANDIDATE_ARTIFACT
STAGE8_K2_TECS_FREEZE_CSV_V1,FINAL_CANDIDATE_FREEZE,c5403510e9da4874885755872514147ca4b52282ee5963b7f04bfea517759af9,a562ae457f69554bdb965b11501efe0a286bdbc57bb588901beb084cc498f677,PASS_F_FINAL_WARM_AND_COLD_LIFECYCLE,E:/bs_innovation_runtime/stage8_k2_tangent_exact_cache_stack_v1/freeze/final_candidate_freeze.json,FINAL_CANDIDATE_FREEZE_RECORD,NOT_APPLICABLE_NEW_FREEZE_ARTIFACT,8cdf678294a2d6e656501206a5520bbce0d59bb56f6420d2f4927f8cccb42450,1,0,IMMUTABLE_FINAL_CANDIDATE_ARTIFACT
