trial_id,white_snr_db,profile_id,noise_profile_id,L,replicate_id,tangent_valid,full4d_valid,tangent_loglik,full4d_loglik,likelihood_tolerance,numerical_optimization_incomplete_flag,complete_likelihood_subset_flag,tangent_joint_RMSE_deg,full4d_joint_RMSE_deg,paired_delta_deg,paired_outcome,optimizer_status,score_call_count,SVD_call_count,runtime_sec
MC1_K2_N2_L1_SP0_P4_R08,0,P4,STAGE5_TOEPLITZ_CORRELATED,1,8,1,1,-25.5078865241753,-25.5078865241753,3.62488869486914e-13,0,1,0.598691454344452,0.598691454344452,-4.44089209850063e-16,TIE,FULL4D_CML_STATIONARY,732,1464,0.6181693
MC1_K2_N2_L1_SP0_P4_R09,0,P4,STAGE5_TOEPLITZ_CORRELATED,1,9,1,1,-31.3979298613329,-30.6587772257845,4.46191419617504e-13,0,1,0.620483682299542,0.523891661540181,0.0965920207593606,TANGENT_LOSS,FULL4D_CML_STATIONARY,1479,2958,1.3306057
MC1_K2_N2_L1_SP0_P4_R10,0,P4,STAGE5_TOEPLITZ_CORRELATED,1,10,1,1,-25.0656942839205,-24.7715873043119,3.56204939804464e-13,0,1,0.593779077712247,0.157084730461304,0.436694347250943,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,3369,6738,2.8437354
MC1_K2_N2_L1_SP10_P1_R01,10,P1,STAGE5_TOEPLITZ_CORRELATED,1,1,1,1,-33.6202080071425,-33.5867940801654,4.77771891484373e-13,0,1,0.316344105569879,0.326162231422647,-0.00981812585276792,TANGENT_WIN,FULL4D_CML_CONVERGED,1229,2458,1.087912
MC1_K2_N2_L1_SP10_P1_R02,10,P1,STAGE5_TOEPLITZ_CORRELATED,1,2,1,1,-27.1297064364267,-26.9484678374255,3.85536316634141e-13,0,1,0.505193803788627,0.497029894869009,0.00816390891961821,TANGENT_LOSS,FULL4D_CML_CONVERGED,1543,3086,1.4152464
MC1_K2_N2_L1_SP10_P1_R03,10,P1,STAGE5_TOEPLITZ_CORRELATED,1,3,1,1,-28.8812119218391,-28.6363324143388,4.10426706620215e-13,0,1,0.511162201815044,0.618001218471641,-0.106839016656597,TANGENT_WIN,FULL4D_CML_STATIONARY,2702,5404,2.7711035
MC1_K2_N2_L1_SP10_P1_R04,10,P1,STAGE5_TOEPLITZ_CORRELATED,1,4,1,1,-27.2112083455715,-26.6793268000079,3.86694528424009e-13,0,1,0.316344105569879,0.223128402588892,0.0932157029809867,TANGENT_LOSS,FULL4D_CML_CONVERGED,3805,7610,3.146946
MC1_K2_N2_L1_SP10_P1_R05,10,P1,STAGE5_TOEPLITZ_CORRELATED,1,5,1,1,-32.1305187137926,-31.8695375970642,4.56602133365786e-13,0,1,0.141681308325435,0.212925436565576,-0.0712441282401408,TANGENT_WIN,FULL4D_CML_CONVERGED,3196,6392,2.6815485
MC1_K2_N2_L1_SP10_P1_R06,10,P1,STAGE5_TOEPLITZ_CORRELATED,1,6,1,1,-21.2916956761364,-19.9342718354463,3.02573193893869e-13,0,1,0.470411305736164,0.538891010868031,-0.0684797051318667,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,3537,7074,2.9545919
MC1_K2_N2_L1_SP10_P1_R07,10,P1,STAGE5_TOEPLITZ_CORRELATED,1,7,1,1,-32.9044821486552,-32.7597844435198,4.67600815293497e-13,0,1,0.367723781371863,0.186718427726321,0.181005353645542,TANGENT_LOSS,FULL4D_CML_CONVERGED,2136,4272,1.7966792
MC1_K2_N2_L1_SP10_P1_R08,10,P1,STAGE5_TOEPLITZ_CORRELATED,1,8,1,1,-23.0918476543426,-22.2355757347573,3.28154892121441e-13,0,1,0.0747138042366086,0.251329707771106,-0.176615903534497,TANGENT_WIN,FULL4D_CML_CONVERGED,4933,9866,4.1854414
MC1_K2_N2_L1_SP10_P1_R09,10,P1,STAGE5_TOEPLITZ_CORRELATED,1,9,1,1,-26.970230531737,-26.7594868772495,3.8327002772202e-13,0,1,0.371008337180735,0.322220316015288,0.0487880211654466,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,5141,10282,4.2640588
MC1_K2_N2_L1_SP10_P1_R10,10,P1,STAGE5_TOEPLITZ_CORRELATED,1,10,1,1,-31.2481685089499,-30.3804528905365,4.44063182796837e-13,0,1,0.511162201815044,0.63487733932534,-0.123715137510296,TANGENT_WIN,FULL4D_CML_STATIONARY,2967,5934,2.6026624
MC1_K2_N2_L1_SP10_P2_R01,10,P2,STAGE5_TOEPLITZ_CORRELATED,1,1,1,1,-25.1412301350299,-24.9862535994519,3.57278368810368e-13,0,1,0.146509928988837,0.27098593107376,-0.124476002084923,TANGENT_WIN,FULL4D_CML_CONVERGED,3846,7692,3.1735886
MC1_K2_N2_L1_SP10_P2_R02,10,P2,STAGE5_TOEPLITZ_CORRELATED,1,2,1,1,-24.6229142487904,-24.3109587433952,3.49912657054438e-13,0,1,0.360555127546399,0.457709520480164,-0.0971543929337654,TANGENT_WIN,FULL4D_CML_STATIONARY,592,1184,0.5277611
MC1_K2_N2_L1_SP10_P2_R03,10,P2,STAGE5_TOEPLITZ_CORRELATED,1,3,1,1,-26.3149057724779,-25.5755466446166,3.73957302776914e-13,0,1,0.178406935162276,0.329254670191264,-0.150847735028988,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4522,9044,3.7681111
MC1_K2_N2_L1_SP10_P2_R04,10,P2,STAGE5_TOEPLITZ_CORRELATED,1,4,1,1,-28.4084725627053,-28.3087301837346,4.03708676269407e-13,0,1,0.173205080756888,0.202268990572299,-0.0290639098154112,TANGENT_WIN,FULL4D_CML_CONVERGED,4895,9790,4.0216431
MC1_K2_N2_L1_SP10_P2_R05,10,P2,STAGE5_TOEPLITZ_CORRELATED,1,5,1,1,-29.7599637181974,-29.6746670862999,4.22914520728986e-13,0,1,0.331662479035539,0.329269512478796,0.00239296655674337,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,4354,8708,3.8757636
MC1_K2_N2_L1_SP10_P2_R06,10,P2,STAGE5_TOEPLITZ_CORRELATED,1,6,1,1,-20.5812897016126,-20.3015499553085,2.924777178011e-13,0,1,0.53851648071345,0.49012648701511,0.0483899936983403,TANGENT_LOSS,FULL4D_CML_CONVERGED,1994,3988,1.6515013
MC1_K2_N2_L1_SP10_P2_R07,10,P2,STAGE5_TOEPLITZ_CORRELATED,1,7,1,1,-23.0229648658931,-22.6169640903141,3.27176008822407e-13,0,1,0.113029819712267,0.197480086285829,-0.0844502665735618,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,2582,5164,2.1134288
MC1_K2_N2_L1_SP10_P2_R08,10,P2,STAGE5_TOEPLITZ_CORRELATED,1,8,1,1,-28.6992223984981,-27.8627421146619,4.07840479944328e-13,0,1,0.203321120277987,0.424071596072016,-0.220750475794029,TANGENT_WIN,FULL4D_CML_STATIONARY,3851,7702,3.2142419
MC1_K2_N2_L1_SP10_P2_R09,10,P2,STAGE5_TOEPLITZ_CORRELATED,1,9,1,1,-24.2782446658727,-23.8787120872312,3.45014607686845e-13,0,1,0.222095137929672,0.206228136996233,0.0158670009334389,TANGENT_LOSS,FULL4D_CML_CONVERGED,2730,5460,2.3326495
MC1_K2_N2_L1_SP10_P2_R10,10,P2,STAGE5_TOEPLITZ_CORRELATED,1,10,1,1,-26.1135730800153,-26.0534473395049,3.71096193134908e-13,0,1,0.387298334620742,0.535185826605992,-0.14788749198525,TANGENT_WIN,FULL4D_CML_STATIONARY,2511,5022,2.1986068
MC1_K2_N2_L1_SP10_P3_R01,10,P3,STAGE5_TOEPLITZ_CORRELATED,1,1,1,1,-22.0467730615878,-21.207888767961,3.13303488917253e-13,0,1,0.413067791046457,0.670355824325786,-0.257288033279329,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5267,10534,4.3411427
MC1_K2_N2_L1_SP10_P3_R02,10,P3,STAGE5_TOEPLITZ_CORRELATED,1,2,1,1,-27.1342957279866,-27.0698621952287,3.85601534389744e-13,0,1,0.301039864469807,0.393856161559086,-0.0928162970892786,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,3019,6038,2.4714223
MC1_K2_N2_L1_SP10_P3_R03,10,P3,STAGE5_TOEPLITZ_CORRELATED,1,3,1,1,-31.4826939755954,-31.4383536007079,4.47395990130352e-13,0,1,0.574999999999999,0.586770462462764,-0.0117704624627648,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,1889,3778,1.6306393
MC1_K2_N2_L1_SP10_P3_R04,10,P3,STAGE5_TOEPLITZ_CORRELATED,1,4,1,1,-31.7349324714769,-31.7349324714769,4.50980514748905e-13,0,1,0.62098711741871,0.62098711741871,-4.44089209850063e-16,TIE,FULL4D_CML_STATIONARY,2171,4342,1.7879532
MC1_K2_N2_L1_SP10_P3_R05,10,P3,STAGE5_TOEPLITZ_CORRELATED,1,5,1,1,-35.121589768462,-33.7568001845878,4.99107809566539e-13,0,1,0.224999999999999,0.246741067285279,-0.0217410672852799,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4454,8908,3.7124544
MC1_K2_N2_L1_SP10_P3_R06,10,P3,STAGE5_TOEPLITZ_CORRELATED,1,6,1,1,-29.4187059231307,-29.2515498077113,4.18064955782863e-13,0,1,0.458938993767145,0.38305327888663,0.0758857148805147,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,2307,4614,1.9514539
MC1_K2_N2_L1_SP10_P3_R07,10,P3,STAGE5_TOEPLITZ_CORRELATED,1,7,1,1,-26.8956934641677,-26.8919078006091,3.82210792283895e-13,0,1,0.430842198490352,0.441378595580013,-0.0105363970896608,TANGENT_WIN,FULL4D_CML_STATIONARY,2560,5120,2.0805217
MC1_K2_N2_L1_SP10_P3_R08,10,P3,STAGE5_TOEPLITZ_CORRELATED,1,8,1,1,-21.1434931549558,-20.9767973466987,3.00467109396945e-13,0,1,0.361420807370024,0.361266867578398,0.000153939791625757,TANGENT_LOSS,FULL4D_CML_STATIONARY,1650,3300,1.3752957
MC1_K2_N2_L1_SP10_P3_R09,10,P3,STAGE5_TOEPLITZ_CORRELATED,1,9,1,1,-32.0255671396312,-31.9490918007508,4.55110681793246e-13,0,1,0.185619371644733,0.319362552969692,-0.133743181324959,TANGENT_WIN,FULL4D_CML_CONVERGED,1779,3558,1.4801476
MC1_K2_N2_L1_SP10_P3_R10,10,P3,STAGE5_TOEPLITZ_CORRELATED,1,10,1,1,-26.9180750358656,-26.3888397845678,3.82528853547592e-13,0,1,0.0810438066449941,0.222448204504395,-0.1414043978594,TANGENT_WIN,FULL4D_CML_CONVERGED,5283,10566,4.4149043
MC1_K2_N2_L1_SP10_P4_R01,10,P4,STAGE5_TOEPLITZ_CORRELATED,1,1,1,1,-34.4927820806764,-34.4529647945786,4.90171914871615e-13,0,1,0.202133283692392,0.206239192128985,-0.00410590843659328,TANGENT_WIN,FULL4D_CML_CONVERGED,3849,7698,3.1748529
MC1_K2_N2_L1_SP10_P4_R02,10,P4,STAGE5_TOEPLITZ_CORRELATED,1,2,1,1,-22.2534915233326,-22.2649663087875,3.16241134944059e-13,1,0,0.108437751607529,0.102116965393052,0.00632078621447656,TANGENT_LOSS,FULL4D_CML_CONVERGED,3782,7564,3.1050207
MC1_K2_N2_L1_SP10_P4_R03,10,P4,STAGE5_TOEPLITZ_CORRELATED,1,3,1,1,-20.9502165060276,-20.0686263535226,2.97720483019185e-13,0,1,0.532716431663604,0.297303922982185,0.235412508681419,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,4935,9870,4.1400062
MC1_K2_N2_L1_SP10_P4_R04,10,P4,STAGE5_TOEPLITZ_CORRELATED,1,4,1,1,-25.4244180136789,-24.3732736481745,3.61302710610956e-13,0,1,0.506671223529162,0.567709295309175,-0.0610380717800127,TANGENT_WIN,FULL4D_CML_STATIONARY,2398,4796,2.0353801
MC1_K2_N2_L1_SP10_P4_R05,10,P4,STAGE5_TOEPLITZ_CORRELATED,1,5,1,1,-31.7886364760473,-31.7276892462864,4.51743694555479e-13,0,1,0.606571456786531,0.572203749409874,0.0343677073766575,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,4625,9250,4.1856777
MC1_K2_N2_L1_SP10_P4_R06,10,P4,STAGE5_TOEPLITZ_CORRELATED,1,6,1,1,-23.5343328328242,-22.5949850611743,3.34442984706473e-13,0,1,0.415419779414518,0.543295825784802,-0.127876046370284,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,2594,5188,2.2373857
MC1_K2_N2_L1_SP10_P4_R07,10,P4,STAGE5_TOEPLITZ_CORRELATED,1,7,1,1,-31.7595587829254,-31.7595587829254,4.51330475683071e-13,0,1,0.591307585729011,0.591307585729011,-2.22044604925031e-16,TIE,FULL4D_CML_STATIONARY,1052,2104,0.9675508
MC1_K2_N2_L1_SP10_P4_R08,10,P4,STAGE5_TOEPLITZ_CORRELATED,1,8,1,1,-25.9699373556203,-25.4898593002573,3.69055006723617e-13,0,1,0.397402732990268,0.434079260885211,-0.0366765278949428,TANGENT_WIN,FULL4D_CML_CONVERGED,3191,6382,2.7819085
MC1_K2_N2_L1_SP10_P4_R09,10,P4,STAGE5_TOEPLITZ_CORRELATED,1,9,1,1,-30.8261799739195,-30.1923925021506,4.3806636503404e-13,0,1,0.409791327614598,0.50325392779999,-0.0934626001853915,TANGENT_WIN,FULL4D_CML_CONVERGED,2728,5456,2.3317429
MC1_K2_N2_L1_SP10_P4_R10,10,P4,STAGE5_TOEPLITZ_CORRELATED,1,10,1,1,-22.3877570396933,-22.3877570396933,3.18149162690322e-13,0,1,0.593779077712247,0.593779077712247,3.33066907387547e-16,TIE,FULL4D_CML_STATIONARY,516,1032,0.4332965
MC1_K2_N2_L1_SP14_P1_R01,14,P1,STAGE5_TOEPLITZ_CORRELATED,1,1,1,1,-34.4026159576324,-33.4848311653356,4.88890577196804e-13,0,1,0.316344105569879,0.219924345700231,0.0964197598696485,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,3745,7490,3.1101789
MC1_K2_N2_L1_SP14_P1_R02,14,P1,STAGE5_TOEPLITZ_CORRELATED,1,2,1,1,-27.8379010571022,-27.6474216324925,3.95600367498648e-13,0,1,0.116370775151212,0.0983469911084926,0.0180237840427194,TANGENT_LOSS,FULL4D_CML_CONVERGED,3216,6432,2.9461779
MC1_K2_N2_L1_SP14_P1_R03,14,P1,STAGE5_TOEPLITZ_CORRELATED,1,3,1,1,-28.8000724728746,-28.7332751889784,4.09273645699309e-13,0,1,0.242611602552744,0.291543994480197,-0.048932391927453,TANGENT_WIN,FULL4D_CML_CONVERGED,4124,8248,3.6995116
MC1_K2_N2_L1_SP14_P1_R04,14,P1,STAGE5_TOEPLITZ_CORRELATED,1,4,1,1,-26.9532437476569,-26.4259419911125,3.83028631001379e-13,0,1,0.141681308325435,0.184510332545086,-0.0428290242196506,TANGENT_WIN,FULL4D_CML_CONVERGED,3454,6908,2.8757295
MC1_K2_N2_L1_SP14_P1_R05,14,P1,STAGE5_TOEPLITZ_CORRELATED,1,5,1,1,-32.2994672792523,-31.8158347698948,4.59003036883875e-13,0,1,0.0941069220780598,0.171473252127543,-0.0773663300494836,TANGENT_WIN,FULL4D_CML_STATIONARY,2872,5744,2.4789531
MC1_K2_N2_L1_SP14_P1_R06,14,P1,STAGE5_TOEPLITZ_CORRELATED,1,6,1,1,-22.2526348648183,-19.6329907054917,3.16228961094372e-13,0,1,0.511162201815044,0.508489580101067,0.00267262171397731,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,2877,5754,2.4233435
MC1_K2_N2_L1_SP14_P1_R07,14,P1,STAGE5_TOEPLITZ_CORRELATED,1,7,1,1,-33.0773131818736,-32.4439986867805,4.70056891996842e-13,0,1,0.0793960478981503,0.154243569877758,-0.0748475219796081,TANGENT_WIN,FULL4D_CML_CONVERGED,2244,4488,1.8794741
MC1_K2_N2_L1_SP14_P1_R08,14,P1,STAGE5_TOEPLITZ_CORRELATED,1,8,1,1,-23.0988471606878,-22.2432873118934,3.28254361089191e-13,0,1,0.141681308325435,0.194586188200705,-0.0529048798752697,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4295,8590,3.5657696
MC1_K2_N2_L1_SP14_P1_R09,14,P1,STAGE5_TOEPLITZ_CORRELATED,1,9,1,1,-27.2612754436516,-26.7407502749122,3.87406024680837e-13,0,1,0.242611602552744,0.233615013037074,0.00899658951567012,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,5330,10660,4.9679111
MC1_K2_N2_L1_SP14_P1_R10,14,P1,STAGE5_TOEPLITZ_CORRELATED,1,10,1,1,-32.1520363565571,-31.0474359379708,4.56907917460926e-13,0,1,0.511162201815044,0.503747201302919,0.00741500051212485,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,5341,10682,4.3974026
MC1_K2_N2_L1_SP14_P2_R01,14,P2,STAGE5_TOEPLITZ_CORRELATED,1,1,1,1,-25.1614074364441,-25.1396386065457,3.5756510550931e-13,0,1,0.1255062682799,0.37604236879717,-0.25053610051727,TANGENT_WIN,FULL4D_CML_CONVERGED,4227,8454,3.5292885
MC1_K2_N2_L1_SP14_P2_R02,14,P2,STAGE5_TOEPLITZ_CORRELATED,1,2,1,1,-25.5146676996674,-23.8174805578517,3.62585235786631e-13,0,1,0.360555127546399,0.292721329740649,0.0678337978057502,TANGENT_LOSS,FULL4D_CML_STATIONARY,2800,5600,2.3055584
MC1_K2_N2_L1_SP14_P2_R03,14,P2,STAGE5_TOEPLITZ_CORRELATED,1,3,1,1,-26.5795521132721,-25.7077039963121,3.7771815347685e-13,0,1,0.134201506334164,0.268526098589006,-0.134324592254842,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5022,10044,4.1602545
MC1_K2_N2_L1_SP14_P2_R04,14,P2,STAGE5_TOEPLITZ_CORRELATED,1,4,1,1,-28.1301243176443,-28.0740492450993,3.99753109798614e-13,0,1,0.264575131106459,0.254885643033109,0.00968948807335046,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,4819,9638,4.0777568
MC1_K2_N2_L1_SP14_P2_R05,14,P2,STAGE5_TOEPLITZ_CORRELATED,1,5,1,1,-29.7703246731209,-29.6120326234702,4.23061758754115e-13,0,1,0.331662479035539,0.360949488841082,-0.0292870098055431,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5300,10600,4.4229492
MC1_K2_N2_L1_SP14_P2_R06,14,P2,STAGE5_TOEPLITZ_CORRELATED,1,6,1,1,-20.4943194710516,-20.1931945935224,2.9124179649005e-13,0,1,0.371101115628551,0.372601212485547,-0.00150009685699615,TANGENT_WIN,FULL4D_CML_CONVERGED,2060,4120,1.7590327
MC1_K2_N2_L1_SP14_P2_R07,14,P2,STAGE5_TOEPLITZ_CORRELATED,1,7,1,1,-23.0311516926486,-22.3191448777586,3.27292350628008e-13,0,1,0.110108573366236,0.282524085102208,-0.172415511735972,TANGENT_WIN,FULL4D_CML_STATIONARY,2812,5624,2.3216624
MC1_K2_N2_L1_SP14_P2_R08,14,P2,STAGE5_TOEPLITZ_CORRELATED,1,8,1,1,-28.6728998199758,-27.7625619503097,4.07466413605218e-13,0,1,0.5,0.41813099133859,0.0818690086614101,TANGENT_LOSS,FULL4D_CML_STATIONARY,4039,8078,3.3881902
MC1_K2_N2_L1_SP14_P2_R09,14,P2,STAGE5_TOEPLITZ_CORRELATED,1,9,1,1,-24.1448510924915,-23.8410977748354,3.43118970995583e-13,0,1,0.17087821071226,0.206131956076252,-0.0352537453639919,TANGENT_WIN,FULL4D_CML_CONVERGED,4944,9888,4.230252
MC1_K2_N2_L1_SP14_P2_R10,14,P2,STAGE5_TOEPLITZ_CORRELATED,1,10,1,1,-26.209778634496,-26.07028936426,3.72463356292428e-13,0,1,0.173205080756888,0.247346546810684,-0.0741414660537955,TANGENT_WIN,FULL4D_CML_CONVERGED,2601,5202,2.1632031
MC1_K2_N2_L1_SP14_P3_R01,14,P3,STAGE5_TOEPLITZ_CORRELATED,1,1,1,1,-21.9734396314087,-21.1110325486423,3.12261358195211e-13,0,1,0.301039864469807,0.514672633846206,-0.213632769376399,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5187,10374,4.2884171
MC1_K2_N2_L1_SP14_P3_R02,14,P3,STAGE5_TOEPLITZ_CORRELATED,1,2,1,1,-27.1483209092671,-27.0334930781163,3.85800844203276e-13,0,1,0.301039864469807,0.311613093941408,-0.0105732294716011,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,3033,6066,2.5677659
MC1_K2_N2_L1_SP14_P3_R03,14,P3,STAGE5_TOEPLITZ_CORRELATED,1,3,1,1,-31.9328973319857,-31.9547319963207,4.5379376462031e-13,1,0,0.0567439818250791,0.0716255052115392,-0.0148815233864601,TANGENT_WIN,FULL4D_CML_CONVERGED,3729,7458,3.055472
MC1_K2_N2_L1_SP14_P3_R04,14,P3,STAGE5_TOEPLITZ_CORRELATED,1,4,1,1,-31.530847257773,-31.4110240353206,4.48080289427438e-13,0,1,0.62098711741871,0.614423571089555,0.00656354632915501,TANGENT_LOSS,FULL4D_CML_STATIONARY,1807,3614,1.5305908
MC1_K2_N2_L1_SP14_P3_R05,14,P3,STAGE5_TOEPLITZ_CORRELATED,1,5,1,1,-35.0558068220411,-33.4880586639957,4.98172977672213e-13,0,1,0.121258214433068,0.245501026966604,-0.124242812533536,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5284,10568,4.3596713
MC1_K2_N2_L1_SP14_P3_R06,14,P3,STAGE5_TOEPLITZ_CORRELATED,1,6,1,1,-29.3032424490704,-29.3024226731721,4.1642412112808e-13,0,1,0.539096466321195,0.530552619123428,0.0085438471977668,TANGENT_LOSS,FULL4D_CML_STATIONARY,809,1618,0.6901096
MC1_K2_N2_L1_SP14_P3_R07,14,P3,STAGE5_TOEPLITZ_CORRELATED,1,7,1,1,-26.9473397365937,-26.8050710395686,3.82944729957923e-13,0,1,0.394493345951487,0.372656170980857,0.0218371749706298,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,5020,10040,4.1220997
MC1_K2_N2_L1_SP14_P3_R08,14,P3,STAGE5_TOEPLITZ_CORRELATED,1,8,1,1,-21.3819417656901,-20.8809459593336,3.03855667961132e-13,0,1,0.309603124573765,0.357823450778204,-0.0482203262044386,TANGENT_WIN,FULL4D_CML_STATIONARY,3690,7380,3.0201347
MC1_K2_N2_L1_SP14_P3_R09,14,P3,STAGE5_TOEPLITZ_CORRELATED,1,9,1,1,-32.0682762564451,-31.843106198227,4.55717614847303e-13,0,1,0.319504229902302,0.23150123334608,0.0880029965562222,TANGENT_LOSS,FULL4D_CML_CONVERGED,4557,9114,3.7709226
MC1_K2_N2_L1_SP14_P3_R10,14,P3,STAGE5_TOEPLITZ_CORRELATED,1,10,1,1,-26.9243743653948,-26.2101674405597,3.82618372404335e-13,0,1,0.0244100236689531,0.210294213566482,-0.185884189897529,TANGENT_WIN,FULL4D_CML_CONVERGED,5323,10646,4.3727702
MC1_K2_N2_L1_SP14_P4_R01,14,P4,STAGE5_TOEPLITZ_CORRELATED,1,1,1,1,-34.5101864200422,-34.4134303373244,4.90419245409757e-13,0,1,0.131817441176335,0.187600336728857,-0.0557828955525216,TANGENT_WIN,FULL4D_CML_CONVERGED,3827,7654,3.149185
MC1_K2_N2_L1_SP14_P4_R02,14,P4,STAGE5_TOEPLITZ_CORRELATED,1,2,1,1,-22.2411109161613,-22.245345517597,3.16065195934262e-13,1,0,0.0887672672996147,0.0888177324255543,-5.04651259395639e-05,TANGENT_WIN,FULL4D_CML_STATIONARY,3807,7614,3.2972435
MC1_K2_N2_L1_SP14_P4_R03,14,P4,STAGE5_TOEPLITZ_CORRELATED,1,3,1,1,-20.900618456131,-20.4117747198158,2.97015652337947e-13,0,1,0.365768774725787,0.296367309667902,0.0694014650578854,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,1453,2906,1.216354
MC1_K2_N2_L1_SP14_P4_R04,14,P4,STAGE5_TOEPLITZ_CORRELATED,1,4,1,1,-25.6973849472566,-24.4153113712542,3.65181804046082e-13,0,1,0.209079151729048,0.534194690558531,-0.325115538829483,TANGENT_WIN,FULL4D_CML_STATIONARY,2551,5102,2.1573967
MC1_K2_N2_L1_SP14_P4_R05,14,P4,STAGE5_TOEPLITZ_CORRELATED,1,5,1,1,-31.8322746389286,-31.7776354307683,4.52363830148224e-13,0,1,0.409791327614598,0.511364277737937,-0.101572950123339,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,4391,8782,4.0527375
MC1_K2_N2_L1_SP14_P4_R06,14,P4,STAGE5_TOEPLITZ_CORRELATED,1,6,1,1,-24.0375706063073,-22.6475043954624,3.41594423592643e-13,0,1,0.341636837522738,0.440768093525118,-0.0991312560023795,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,3488,6976,2.8955478
MC1_K2_N2_L1_SP14_P4_R07,14,P4,STAGE5_TOEPLITZ_CORRELATED,1,7,1,1,-30.2433037883055,-30.1483899883866,4.29783196243328e-13,0,1,0.591307585729011,0.589133197597312,0.00217438813169946,TANGENT_LOSS,FULL4D_CML_STATIONARY,1169,2338,1.010566
MC1_K2_N2_L1_SP14_P4_R08,14,P4,STAGE5_TOEPLITZ_CORRELATED,1,8,1,1,-26.0220553344908,-25.4836115437885,3.69795647749396e-13,0,1,0.397402732990268,0.360587808698775,0.0368149242914932,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,4510,9020,3.7518663
MC1_K2_N2_L1_SP14_P4_R09,14,P4,STAGE5_TOEPLITZ_CORRELATED,1,9,1,1,-30.8581193612897,-29.8967272618552,4.3852025102765e-13,0,1,0.409791327614598,0.504917758849388,-0.0951264312347898,TANGENT_WIN,FULL4D_CML_STATIONARY,3068,6136,2.5448246
MC1_K2_N2_L1_SP14_P4_R10,14,P4,STAGE5_TOEPLITZ_CORRELATED,1,10,1,1,-22.0587931408655,-22.0031348506038,3.13474304517534e-13,0,1,0.489535147809299,0.514040360830026,-0.0245052130207268,TANGENT_WIN,FULL4D_CML_STATIONARY,891,1782,0.7554752
MC1_K2_N2_L1_SP18_P1_R01,18,P1,STAGE5_TOEPLITZ_CORRELATED,1,1,1,1,-37.2836850589742,-33.4070437707248,5.2983303162043e-13,0,1,0.141681308325435,0.142706299213218,-0.00102499088778255,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,2867,5734,2.4721968
MC1_K2_N2_L1_SP18_P1_R02,18,P1,STAGE5_TOEPLITZ_CORRELATED,1,2,1,1,-27.8732784360922,-27.5940913678653,3.96103110291679e-13,0,1,0.0711292404485227,0.0916318539371244,-0.0205026134886017,TANGENT_WIN,FULL4D_CML_MAX_SWEEPS_VALID,5137,10274,4.7251528
MC1_K2_N2_L1_SP18_P1_R03,18,P1,STAGE5_TOEPLITZ_CORRELATED,1,3,1,1,-29.169584726267,-28.5467877434776,4.14524730647756e-13,0,1,0.242611602552744,0.184779328759061,0.0578322737936834,TANGENT_LOSS,FULL4D_CML_CONVERGED,4835,9670,4.3469485
MC1_K2_N2_L1_SP18_P1_R04,18,P1,STAGE5_TOEPLITZ_CORRELATED,1,4,1,1,-26.7329505250915,-26.3936350359992,3.79898076020758e-13,0,1,0.141681308325435,0.137326623305098,0.00435468502033742,TANGENT_LOSS,FULL4D_CML_MAX_SWEEPS_VALID,5033,10066,4.3372848
