method_id,K1_valid,K2_valid,K1_off_grid_median_RMSE_deg,K2_overall_median_RMSE_deg,K2_easy_median_RMSE_deg,K2_moderate_median_RMSE_deg,continuous_upgrade_count,fixed_grid_fallback_count,K1_continuous_upgrade_count,K2_continuous_upgrade_count,B0_candidate_mean_score_calls,B0_candidate_mean_SVD_calls,B0_candidate_mean_runtime_sec,continuous_candidate_mean_score_calls,continuous_candidate_mean_SVD_calls,continuous_candidate_mean_runtime_sec,conservative_upper_bound_mean_score_calls,conservative_upper_bound_mean_SVD_calls,conservative_upper_bound_mean_runtime_sec,cost_accounting_note,truth_leakage_count,operational
H1_DIRECT_SAFE_HYBRID_KNOWN_K,16,8,0.0113885675775695,0.141681308325435,0.141681308325435,0.156242748837837,18,6,16,2,120.875,275.125,0.142283404166667,794.041666666667,1613.83333333333,0.6781694,914.916666666667,1888.95833333333,0.820452804166667,DOUBLE_COUNTS_SHARED_INITIALIZATION,0,1
H2_GROUPED_SAFE_HYBRID_KNOWN_K,16,8,0.0113885675775695,0.14007105531182,0.093647917224941,0.156242748837836,20,4,16,4,120.875,275.125,0.142283404166667,1142,2302.83333333333,0.930513495833333,1262.875,2577.95833333333,1.0727969,DOUBLE_COUNTS_SHARED_INITIALIZATION,0,1
