trial_id,global_trial_index,element_trial_hash,measurement_hash,noise_profile_id,L,profile_id,white_beamspace_snr_target_db,replicate_id,base_realization_index,source_seed,noise_seed,snr_control_domain,white_snr_scaling_relative_error,whitening_residual,N_element,raw_beam_count,whitening_rank,element_signal_energy,element_noise_expected_energy,element_noise_realized_energy,element_snr_expected_db,element_snr_realized_db,raw_beam_signal_energy,raw_beam_noise_expected_energy,raw_beam_noise_realized_energy,raw_beam_snr_expected_db,raw_beam_snr_realized_db,white_beam_signal_energy,white_beam_noise_expected_energy,white_beam_noise_realized_energy,white_beam_snr_expected_db,white_beam_snr_realized_db,raw_receive_gain_db,white_receive_gain_db,raw_peak_beam_index,raw_peak_beam_snr_expected_db,raw_median_beam_snr_expected_db,true_center_projected_signal_energy,true_center_projected_noise_expected_energy,true_center_projected_noise_realized_energy,k2_projected_snr_expected_db,k2_projected_snr_realized_db,raw_covariance_residual,whitening_covariance_residual,whitening_trace,truth_only_diagnostic_flag,fitting_rerun_flag
MC1_K2_N1_L1_SP18_P1_R10,69,2774d16fd87554912fc3e3eeba40cf9113019ddec9ab97048522413cb751eec2,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,WHITE,1,P1,18,10,9,430100009,430200009,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,2.47749555868953e-15,5.79666056593029e-09,2080,15,15,946.436122632481,2080,2087.19740040464,-3.41972027306777,-3.43472217524612,9073.82243872054,15,26.2526580760081,27.8169901745704,25.3861699432122,946.436015328706,14.9999999779448,16.9271327430622,18,17.4750785844902,31.2367104476382,21.4197202730678,8,29.7241134134764,28.5008583053715,7.98557732464806,13.9999999779449,14.552297253636,-2.43821715666042,-2.60625237968152,0,5.79666056593029e-09,14.9999999779448,1,0
MC1_K2_N1_L1_SP22_P1_R10,70,877da74753fb853325319b90df551ab47179085346d260d6dc66095679f5c2ca,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,WHITE,1,P1,22,10,9,430100009,430200009,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,3.58657726155907e-16,5.79666056593029e-09,2080,15,15,2377.34005473107,2080,2087.19740040464,0.580279726932232,0.565277824753883,22792.4114657493,15,26.2526580760081,31.8169901745704,29.3861699432122,2377.33978519617,14.9999999779448,16.9271327430622,22,21.4750785844902,31.2367104476382,21.4197202730678,8,33.7241134134764,32.5008583053715,20.058863329558,13.9999999779449,14.552297253636,1.56178284334043,1.39374762031934,0,5.79666056593029e-09,14.9999999779448,1,0
MC1_K2_N1_L1_SM6_P2_R01,71,0041c3a473413333ae863fdfe5808a7be3b8454ba640d9d9456f86183f18be0d,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,WHITE,1,P2,-6,1,10,430100010,430200010,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,3.88578058618805e-16,5.79666056593029e-09,2080,15,15,3.76782966154756,2080,2117.56644900969,-27.4197207426074,-27.4974578662916,35.9924981588517,15,9.06732647258987,3.80120732052685,5.98732738156451,3.76782964172436,14.9999999779448,27.2121947693549,-6.00000000000001,-8.58672312314501,31.2209280631343,21.4197207426074,8,5.6926989888869,4.02958745109797,0.0304288640361211,13.9999999779448,27.1982994604365,-26.6284229532248,-29.5125601149364,0,5.79666056593029e-09,14.9999999779448,1,0
MC1_K2_N1_L1_SP0_P2_R01,72,ba183a5459df7f9c54fefa8944a25d3f348fe8bb39d742a69f59cd19eae244d2,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,WHITE,1,P2,0,1,10,430100010,430200010,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,1.11022302462516e-15,5.79666056593029e-09,2080,15,15,15.0000000568624,2080,2117.56644900969,-21.4197207426074,-21.4974578662916,143.288716031724,15,9.06732647258987,9.80120732052685,11.9873273815645,14.9999999779448,14.9999999779448,27.2121947693549,-4.82163733276644e-15,-2.58672312314501,31.2209280631343,21.4197207426074,8,11.6926989888869,10.029587451098,0.121139489645767,13.9999999779448,27.1982994604365,-20.628422953225,-23.5125601149366,0,5.79666056593029e-09,14.9999999779448,1,0
MC1_K2_N1_L1_SP6_P2_R01,73,475fc9cdea6498dc6b017e65047ea2c8e931d4f5296272730c95e4502cd61596,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,WHITE,1,P2,6,1,10,430100010,430200010,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,6.6930099636131e-16,5.79666056593029e-09,2080,15,15,59.716075809398,2080,2117.56644900969,-15.4197207426074,-15.4974578662916,570.442653116332,15,9.06732647258987,15.8012073205268,17.9873273815645,59.7160754952214,14.9999999779448,27.2121947693549,6,3.41327687685499,31.2209280631343,21.4197207426074,8,17.6926989888869,16.029587451098,0.482264994651769,13.9999999779448,27.1982994604365,-14.6284229532245,-17.5125601149361,0,5.79666056593029e-09,14.9999999779448,1,0
MC1_K2_N1_L1_SP10_P2_R01,74,19735ce04a2b47caf66c8976196857789cbd134450b95c42c96a39fc060a1413,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,WHITE,1,P2,10,1,10,430100010,430200010,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,1.06581410364015e-15,5.79666056593029e-09,2080,15,15,150.000000568624,2080,2117.56644900969,-11.4197207426075,-11.4974578662916,1432.88716031724,15,9.06732647258987,19.8012073205268,21.9873273815645,149.999999779448,14.9999999779448,27.2121947693549,10,7.41327687685499,31.2209280631343,21.4197207426074,8,21.6926989888869,20.029587451098,1.21139489645777,13.9999999779448,27.1982994604365,-10.6284229532247,-13.5125601149362,0,5.79666056593029e-09,14.9999999779448,1,0
MC1_K2_N1_L1_SP14_P2_R01,75,27017713ed65ef21ed3311895ef7bab3a8892dee1842780d002a8adbaf4cc4c4,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,WHITE,1,P2,14,1,10,430100010,430200010,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,2.12154118568096e-15,5.79666056593029e-09,2080,15,15,376.782966154756,2080,2117.56644900969,-7.41972074260745,-7.49745786629156,3599.24981588517,15,9.06732647258987,23.8012073205268,25.9873273815645,376.782964172436,14.9999999779448,27.2121947693549,14,11.413276876855,31.2209280631343,21.4197207426074,8,25.6926989888869,24.029587451098,3.04288640361217,13.9999999779448,27.1982994604365,-6.62842295322474,-9.51256011493631,0,5.79666056593029e-09,14.9999999779448,1,0
MC1_K2_N1_L1_SP18_P2_R01,76,49066aed1ae08d42e25ca0c151f040d49926d84f30e2b59cbc3752b844a0de90,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,WHITE,1,P2,18,1,10,430100010,430200010,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,1.35136121383065e-15,5.79666056593029e-09,2080,15,15,946.436020308067,2080,2117.56644900969,-3.41972074260744,-3.49745786629155,9040.90677613531,15,9.06732647258987,27.8012073205268,29.9873273815645,946.436015328703,14.9999999779448,27.2121947693549,18,15.413276876855,31.2209280631343,21.4197207426074,8,29.6926989888869,28.0295874510979,7.64338506985897,13.9999999779448,27.1982994604365,-2.62842295322442,-5.51256011493599,0,5.79666056593029e-09,14.9999999779448,1,0
MC1_K2_N1_L1_SP22_P2_R01,77,52c2ae4cf58d6a8a9bfe9d5e9f1e08e58915a555019d21e31df43cb5fa1e3421,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,WHITE,1,P2,22,1,10,430100010,430200010,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,1.79328863077954e-15,5.79666056593029e-09,2080,15,15,2377.33979770376,2080,2117.56644900969,0.580279257392558,0.502542133708451,22709.7310595173,15,9.06732647258987,31.8012073205269,33.9873273815645,2377.33978519617,14.9999999779448,27.2121947693549,22,19.413276876855,31.2209280631343,21.4197207426075,8,33.6926989888869,32.029587451098,19.1993152477806,13.9999999779448,27.1982994604365,1.37157704677534,-1.51256011493623,0,5.79666056593029e-09,14.9999999779448,1,0
MC1_K2_N1_L1_SM6_P2_R02,78,5c639f84da133aee45474d678ab9758bc13c505ef3114bf9742ed5ba84724bd0,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,WHITE,1,P2,-6,2,11,430100011,430200011,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,4.9960036108132e-16,5.79666056593029e-09,2080,15,15,3.76782965427917,2080,2095.0896208775,-27.4197207509853,-27.4511134549062,35.9878896867075,15,4.8370506101547,3.80065121515291,8.71575749127126,3.76782964172437,14.9999999779448,17.5960584883462,-5.99999999999999,-6.6932413846146,31.2203719661382,21.4197207509853,8,5.70874172089274,4.34307289626913,0.094088349980138,13.9999999779448,17.2883236595072,-21.7259218258236,-22.6421703208716,0,5.79666056593029e-09,14.9999999779448,1,0
MC1_K2_N1_L1_SP0_P2_R02,79,78e01da53281db9bddfdde3d1f8f937ca7d59c8c9c1e912dd5089a2a9a2a89e5,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,WHITE,1,P2,0,2,11,430100011,430200011,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,2.77555756156289e-15,5.79666056593029e-09,2080,15,15,15.0000000279264,2080,2095.0896208775,-21.4197207509853,-21.4511134549062,143.270369373665,15,4.8370506101547,9.80065121515291,14.7157574912713,14.9999999779448,14.9999999779448,17.5960584883462,-1.20540933319161e-14,-0.693241384614619,31.2203719661382,21.4197207509853,8,11.7087417208927,10.3430728962691,0.374572467926373,13.9999999779448,17.2883236595072,-15.7259218258239,-16.6421703208719,0,5.79666056593029e-09,14.9999999779448,1,0
MC1_K2_N1_L1_SP6_P2_R02,80,e5ebd71f594f9078a6b491bbff9883e81508dcb1926ec358b7a6a463e2911a67,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,WHITE,1,P2,6,2,11,430100011,430200011,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,6.6930099636131e-16,5.79666056593029e-09,2080,15,15,59.7160756942016,2080,2095.0896208775,-15.4197207509853,-15.4511134549062,570.369613755043,15,4.8370506101547,15.8006512151529,20.7157574912713,59.7160754952214,14.9999999779448,17.5960584883462,6,5.30675861538539,31.2203719661382,21.4197207509853,8,17.7087417208927,16.3430728962691,1.49119985373414,13.9999999779448,17.2883236595072,-9.72592182582374,-10.6421703208718,0,5.79666056593029e-09,14.9999999779448,1,0
MC1_K2_N1_L1_SP10_P2_R02,81,7b8b48847ba38c435902042999b03e61811e2e895a75803fee530b81d1184614,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,WHITE,1,P2,10,2,11,430100011,430200011,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,2.1316282072803e-15,5.79666056593029e-09,2080,15,15,150.000000279264,2080,2095.0896208775,-11.4197207509853,-11.4511134549062,1432.70369373665,15,4.8370506101547,19.8006512151529,24.7157574912713,149.999999779448,14.9999999779448,17.5960584883462,9.99999999999999,9.30675861538538,31.2203719661382,21.4197207509853,8,21.7087417208927,20.3430728962691,3.74572467926382,13.9999999779448,17.2883236595072,-5.72592182582378,-6.64217032087182,0,5.79666056593029e-09,14.9999999779448,1,0
MC1_K2_N1_L1_SP14_P2_R02,82,9c2daba6eae53d26c748fe04e98db0cc3c910cca5025ff82aa6cb6746002916f,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,WHITE,1,P2,14,2,11,430100011,430200011,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,1.41436079045397e-15,5.79666056593029e-09,2080,15,15,376.782965427916,2080,2095.0896208775,-7.41972075098529,-7.45111345490624,3598.78896867075,15,4.8370506101547,23.8006512151529,28.7157574912713,376.782964172436,14.9999999779448,17.5960584883462,14,13.3067586153854,31.2203719661382,21.4197207509853,8,25.7087417208927,24.3430728962691,9.40883499801343,13.9999999779448,17.2883236595072,-1.72592182582375,-2.64217032087179,0,5.79666056593029e-09,14.9999999779448,1,0
MC1_K2_N1_L1_SP18_P2_R02,83,fa5b4b954a5dc40b7702c5b382e09c13e4c9572af907eebbf5464b220a8d4385,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,WHITE,1,P2,18,2,11,430100011,430200011,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,9.00907475887103e-16,5.79666056593029e-09,2080,15,15,946.436018482327,2080,2095.0896208775,-3.41972075098528,-3.45111345490623,9039.74918027042,15,4.8370506101547,27.8006512151529,32.7157574912713,946.436015328703,14.9999999779448,17.5960584883462,18,17.3067586153854,31.2203719661382,21.4197207509853,8,29.7087417208927,28.3430728962691,23.6339249678222,13.9999999779448,17.2883236595072,2.27407817417622,1.35782967912818,0,5.79666056593029e-09,14.9999999779448,1,0
MC1_K2_N1_L1_SP22_P2_R02,84,1fa068337d8070611a3dfbbaa31814fc5b93b122322ff5906cdd685b97baa35a,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,WHITE,1,P2,22,2,11,430100011,430200011,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,1.79328863077954e-16,5.79666056593029e-09,2080,15,15,2377.33979311771,2080,2095.0896208775,0.58027924901472,0.548886545093769,22706.8233101711,15,4.8370506101547,31.8006512151529,36.7157574912713,2377.33978519616,14.9999999779448,17.5960584883462,22,21.3067586153854,31.2203719661382,21.4197207509853,8,33.7087417208927,32.3430728962691,59.365735449989,13.9999999779448,17.2883236595072,6.27407817417628,5.35782967912825,0,5.79666056593029e-09,14.9999999779448,1,0
MC1_K2_N1_L1_SM6_P2_R03,85,eca4b4e13c6ca0244e5ec397c8b497878820b2e18f906a07bfdcabe862675bf6,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,WHITE,1,P2,-6,3,12,430100012,430200012,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,2.77555756156289e-16,5.79666056593029e-09,2080,15,15,3.7678296646538,2080,2019.99821259035,-27.4197207390271,-27.2925972409821,36.0090233942524,15,17.9436305361496,3.80320083914087,3.02501024535036,3.76782964172437,14.9999999779448,10.4514629522037,-5.99999999999999,-4.43085827015631,31.2229215781679,21.4197207390271,8,5.68581219004111,3.88237760705576,0.0028576135021321,13.9999999779448,9.37609224103815,-36.9012454575327,-35.1601838199901,0,5.79666056593029e-09,14.9999999779448,1,0
MC1_K2_N1_L1_SP0_P2_R03,86,ab52743977a1e30a91168a77bf3dc9ba540e4eac737de4cbce4581966a2eb859,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,WHITE,1,P2,0,3,12,430100012,430200012,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,2.22044604925031e-16,5.79666056593029e-09,2080,15,15,15.0000000692286,2080,2019.99821259035,-21.4197207390271,-21.2925972409821,143.354504178805,15,17.9436305361496,9.80320083914087,9.02501024535036,14.9999999779448,14.9999999779448,10.4514629522037,9.64327466553287e-16,1.56914172984369,31.2229215781679,21.4197207390271,8,11.6858121900411,9.88237760705576,0.0113763642586923,13.9999999779448,9.37609224103815,-30.9012454575329,-29.1601838199903,0,5.79666056593029e-09,14.9999999779448,1,0
MC1_K2_N1_L1_SP6_P2_R03,87,24822dd936ea3385ebea19730cef5be05f59c68f3b84278805a9b72ae42c0bfa,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,WHITE,1,P2,6,3,12,430100012,430200012,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,1.11550166060218e-15,5.79666056593029e-09,2080,15,15,59.7160758586285,2080,2019.99821259035,-15.4197207390271,-15.2925972409821,570.704560447236,15,17.9436305361496,15.8032008391409,15.0250102453504,59.7160754952214,14.9999999779448,10.4514629522037,5.99999999999999,7.56914172984368,31.2229215781679,21.4197207390271,8,17.6858121900411,15.8823776070558,0.0452901218621396,13.9999999779448,9.37609224103815,-24.9012454575329,-23.1601838199903,0,5.79666056593029e-09,14.9999999779448,1,0
MC1_K2_N1_L1_SP10_P2_R03,88,39d2c6a658a94e313a31d8a5737e51dd48c258f953f6681c817ab212e62fa88c,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,WHITE,1,P2,10,3,12,430100012,430200012,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,7.105427357601e-16,5.79666056593029e-09,2080,15,15,150.000000692286,2080,2019.99821259035,-11.4197207390271,-11.2925972409821,1433.54504178805,15,17.9436305361496,19.8032008391409,19.0250102453504,149.999999779448,14.9999999779448,10.4514629522037,10,11.5691417298437,31.222921578168,21.4197207390271,8,21.6858121900411,19.8823776070558,0.113763642586936,13.9999999779448,9.37609224103815,-20.9012454575324,-19.1601838199898,0,5.79666056593029e-09,14.9999999779448,1,0
MC1_K2_N1_L1_SP14_P2_R03,89,cd03b61b9797de7974ae66c65021026177188e08392a6b7774f40a10f0842388,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,WHITE,1,P2,14,3,12,430100012,430200012,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,4.24308237136192e-16,5.79666056593029e-09,2080,15,15,376.78296646538,2080,2019.99821259035,-7.41972073902708,-7.29259724098207,3600.90233942524,15,17.9436305361496,23.8032008391409,23.0250102453504,376.782964172437,14.9999999779448,10.4514629522037,14,15.5691417298437,31.2229215781679,21.4197207390271,8,25.6858121900411,23.8823776070558,0.285761350213162,13.9999999779448,9.37609224103815,-16.9012454575335,-15.1601838199908,0,5.79666056593029e-09,14.9999999779448,1,0
MC1_K2_N1_L1_SP18_P2_R03,90,de6052ca7fa045a9f803b5b294ab1932981b664d8f8f04e058cf09ba9137667f,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,WHITE,1,P2,18,3,12,430100012,430200012,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,1.46397464831654e-15,5.79666056593029e-09,2080,15,15,946.436021088318,2080,2019.99821259035,-3.41972073902708,-3.29259724098207,9045.05772759337,15,17.9436305361496,27.8032008391409,27.0250102453504,946.436015328705,14.9999999779448,10.4514629522037,18,19.5691417298437,31.222921578168,21.4197207390271,8,29.6858121900411,27.8823776070558,0.717800058250437,13.9999999779448,9.37609224103815,-12.9012454575326,-11.16018381999,0,5.79666056593029e-09,14.9999999779448,1,0
MC1_K2_N1_L1_SP22_P2_R03,91,d9857dab23ae55141a3f935e4df14fb42ae08fd8c4dbfea2200c0c9d4f485916,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,WHITE,1,P2,22,3,12,430100012,430200012,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,1.07597317846772e-15,5.79666056593029e-09,2080,15,15,2377.33979966366,2080,2019.99821259035,0.580279260972924,0.70740275901793,22720.1577781627,15,17.9436305361496,31.8032008391409,31.0250102453504,2377.33978519616,14.9999999779448,10.4514629522037,22,23.5691417298437,31.222921578168,21.4197207390271,8,33.6858121900411,31.8823776070557,1.80303222685615,13.9999999779448,9.37609224103815,-8.90124545753241,-7.16018381998979,0,5.79666056593029e-09,14.9999999779448,1,0
MC1_K2_N1_L1_SM6_P2_R04,92,113471d28fdfe0d2067f62945622cfcfb1e34f10c95f36f317e3bbf4357edffd,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,WHITE,1,P2,-6,4,13,430100013,430200013,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,8.32667268468867e-16,5.79666056593029e-09,2080,15,15,3.76782965897667,2080,2144.33100212057,-27.4197207455708,-27.5520056413136,35.9824915204694,15,10.479038122508,3.79999972664481,5.35769811406299,3.76782964172438,14.9999999779448,14.0128036937227,-5.99999999999999,-5.70433779573329,31.2197204722156,21.4197207455708,8,5.69838750858432,4.14469045158654,0.0531563487726005,13.9999999779448,13.4271910752019,-24.2057289271529,-24.0243002689548,0,5.79666056593029e-09,14.9999999779448,1,0
MC1_K2_N1_L1_SP0_P2_R04,93,a78e4d7947d394b8d73b148d468c28b19fedabbe6b0b971ea4c2718a7b79a0d5,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,WHITE,1,P2,0,4,13,430100013,430200013,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,2.44249065417534e-15,5.79666056593029e-09,2080,15,15,15.0000000466275,2080,2144.33100212057,-21.4197207455708,-21.5520056413136,143.248878886793,15,10.479038122508,9.79999972664481,11.357698114063,14.9999999779449,14.9999999779448,14.0128036937227,1.06076021320861e-14,0.295662204266707,31.2197204722156,21.4197207455708,8,11.6983875085843,10.1446904515865,0.211619236068141,13.9999999779448,13.4271910752019,-18.205728927153,-18.0243002689549,0,5.79666056593029e-09,14.9999999779448,1,0
MC1_K2_N1_L1_SP6_P2_R04,94,4ada3e3cff3fb04c0199c931900d069e685fe25b16225f9c4bd4c72ac4d781e8,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,WHITE,1,P2,6,4,13,430100013,430200013,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,1.00395149454196e-15,5.79666056593029e-09,2080,15,15,59.7160757686519,2080,2144.33100212057,-15.4197207455708,-15.5520056413136,570.284058585816,15,10.479038122508,15.7999997266448,17.357698114063,59.7160754952215,14.9999999779448,14.0128036937227,6,6.2956622042667,31.2197204722156,21.4197207455708,8,17.6983875085843,16.1446904515865,0.842471353057853,13.9999999779448,13.4271910752019,-12.2057289271528,-12.0243002689547,0,5.79666056593029e-09,14.9999999779448,1,0
MC1_K2_N1_L1_SP10_P2_R04,95,dcde6b4eb4f6365d21c5786b5336abd726fb85f7d76f0de4a3d14a07d12271bf,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,WHITE,1,P2,10,4,13,430100013,430200013,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,4.2632564145606e-15,5.79666056593029e-09,2080,15,15,150.000000466275,2080,2144.33100212057,-11.4197207455708,-11.5520056413136,1432.48878886793,15,10.479038122508,19.7999997266448,21.357698114063,149.999999779449,14.9999999779448,14.0128036937227,10,10.2956622042667,31.2197204722156,21.4197207455708,8,21.6983875085843,20.1446904515865,2.1161923606815,13.9999999779448,13.4271910752019,-8.20572892715287,-8.02430026895478,0,5.79666056593029e-09,14.9999999779448,1,0
MC1_K2_N1_L1_SP14_P2_R04,96,848748114bdcfa79481db2c51ecb9d1c74ab18591fc8550d69ba4a88693bdbad,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,WHITE,1,P2,14,4,13,430100013,430200013,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,3.39446589708954e-15,5.79666056593029e-09,2080,15,15,376.782965897667,2080,2144.33100212057,-7.41972074557076,-7.55200564131359,3598.24915204694,15,10.479038122508,23.7999997266448,25.357698114063,376.782964172438,14.9999999779448,14.0128036937227,14,14.2956622042667,31.2197204722156,21.4197207455708,8,25.6983875085843,24.1446904515865,5.31563487725999,13.9999999779448,13.4271910752019,-4.20572892715294,-4.02430026895486,0,5.79666056593029e-09,14.9999999779448,1,0
MC1_K2_N1_L1_SP18_P2_R04,97,c70bbbc28cf304579b837b59c58ba8d0512767080f8657c99c2d3ef3009aece6,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,WHITE,1,P2,18,4,13,430100013,430200013,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,2.25226868971776e-15,5.79666056593029e-09,2080,15,15,946.436019662286,2080,2144.33100212057,-3.41972074557076,-3.55200564131359,9038.39322221755,15,10.479038122508,27.7999997266448,29.357698114063,946.436015328706,14.9999999779448,14.0128036937227,18,18.2956622042667,31.2197204722156,21.4197207455708,8,29.6983875085843,28.1446904515865,13.352271123048,13.9999999779448,13.4271910752019,-0.205728927153083,-0.0243002689549941,0,5.79666056593029e-09,14.9999999779448,1,0
MC1_K2_N1_L1_SP22_P2_R04,98,05000970a38ccd10b477247bd3da91a37dc81a264a008e9a3f21261f44e041aa,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,WHITE,1,P2,22,4,13,430100013,430200013,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,1.61395976770158e-15,5.79666056593029e-09,2080,15,15,2377.33979608163,2080,2144.33100212057,0.580279254429242,0.447994358686412,22703.4172975365,15,10.479038122508,31.7999997266448,33.357698114063,2377.33978519617,14.9999999779448,14.0128036937227,22,22.2956622042667,31.2197204722156,21.4197207455708,8,33.6983875085843,32.1446904515865,33.5393886638231,13.9999999779448,13.4271910752019,3.79427107284712,3.97569973104521,0,5.79666056593029e-09,14.9999999779448,1,0
MC1_K2_N1_L1_SM6_P2_R05,99,a375e1fb1c690bd63615c463bc4e76f2f6e6ffd3565a84081d4e317056d15633,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,WHITE,1,P2,-6,5,14,430100014,430200014,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,5.55111512312578e-16,5.79666056593029e-09,2080,15,15,3.76782966234329,2080,2027.83280707366,-27.4197207416903,-27.3094088416806,36.0090594151732,15,5.10025542391423,3.80320518351843,8.48819851031402,3.76782964172437,14.9999999779448,10.315545879558,-5.99999999999999,-4.37400956558748,31.2229259252087,21.4197207416903,8,5.69092512553819,3.99055756432496,0.0230561728822515,13.9999999779448,9.86638559230848,-27.8334081503879,-26.3137086434534,0,5.79666056593029e-09,14.9999999779448,1,0
MC1_K2_N1_L1_SP0_P2_R05,100,9cbaafd7db04bd111f7d83ebfea0a1ccfdc26fd863ff023f57c5e1bb884cfa2e,31a85cf10323dcb0ff906b98f8f0dab39e853ab81d2695b1979df50869258a07,WHITE,1,P2,0,5,14,430100014,430200014,WHITENED_SEQUENTIAL_BEAMSPACE_EXPECTED_TOTAL_SNR,3.33066907387547e-16,5.79666056593029e-09,2080,15,15,15.0000000600303,2080,2027.83280707366,-21.4197207416903,-21.3094088416806,143.354647580674,15,5.10025542391423,9.80320518351843,14.488198510314,14.9999999779448,14.9999999779448,10.315545879558,-1.44649119982993e-15,1.62599043441251,31.2229259252087,21.4197207416903,8,11.6909251255382,9.99055756432495,0.0917882774994432,13.9999999779448,9.86638559230848,-21.8334081503885,-20.3137086434539,0,5.79666056593029e-09,14.9999999779448,1,0
