trial_id,noise_profile_id,L,SNR,snr_db,profile_id,element_trial_hash,K1_center_deg,K1_center_error_deg,metric_rank,metric_condition,metric_eigenvalues,direction_hat,direction_true,direction_error_deg,rho_hat_deg,rho_true_deg,rho_error_deg,rho_max_deg,raw_tangent_candidate_valid,raw_tangent_loglik,upgrade_flag,fallback_flag,fallback_reason,endpoint_in_domain_flag,full_manifold_profile_used_flag,q,p_minus,Gamma_K2_proxy,selected_source,truth_used_in_fit_flag,direction_oriented_error_deg_original,direction_axis_error_deg,rho_relative_error,selected_separation_deg,selected_separation_error_deg,joint_RMSE_deg,separation_vector_error_deg,rho_at_registered_lower_bound_flag
TP1_K2_N1_L1_SP6_P3,WHITE,1,6,6,P3,00c950b057f133049a4c539ff527da1160d694f52810f84a5219faad1a077c8d,[7.8881296346297036 10.085407035854949],0.018811171589326,2,1.9409129758518,[2189677.131768276 4249972.7579749897],[-0.074094897662436737 0.99725119510602389],[0 1],4.24921905817732,0.229817652177127,0.15,0.0798176521771267,0.229817652177127,1,-33.1967010228817,1,0,NOT_APPLICABLE,1,1,15.0068023543143,5.99507749023018,44.9834714973414,TANGENT_PROFILE_UPGRADE,0,4.24921905817732,4.24921905817732,0.532117681180847,0.229817652177127,0.0798176521771267,0.0446537105721049,0.0809961404338317,0
TP1_K2_N1_L1_SP6_P4,WHITE,1,6,6,P4,77e775bd5a80d3e75f1b6a0e8f8d72add3500498483c01486f016d418d537a61,[8.1213442455025575 9.927395368142065],0.0310893261024777,2,1.94110893361732,[2191451.6627698555 4253846.4001930915],[-0.73109903784834207 0.68227135133847472],[-0.70710678118654746 0.70710678118654746],1.97860956822272,0.197870087393432,0.1,0.0978700873934319,0.373444870262077,1,-13.1553613462428,1,0,NOT_APPLICABLE,1,1,9.83738744086221,4.02513674589561,19.7984148359132,TANGENT_PROFILE_UPGRADE,0,1.97860956822272,1.97860956822272,0.97870087393432,0.19787008739343,0.0978700873934299,0.0580265744271778,0.0979905534681095,0
TP1_K2_N1_L4_SM6_P1,WHITE,4,-6,-6,P1,7cb9cd454ddfd92dac0c03478f21c695a15f992806590938d2288af539b77233,[7.9951219036740557 9.9555739178763343],0.044693093388396,2,1.94113308779032,[2191127.902839608 4253270.8717825692],[0.63440814962092895 0.77299825335801964],[0.70710678118654746 0.70710678118654746],5.62389815890549,0.326429546701686,0.3,0.0264295467016858,0.40252074878694,1,-100.254125773156,1,0,NOT_APPLICABLE,1,1,88.1505156159949,0.251188643150957,44.284816821278,TANGENT_PROFILE_UPGRADE,0,5.62389815890549,5.62389815890536,0.08809848900562,0.326429546701685,0.0264295467016848,0.0490692130424101,0.0405124707702478,0
TP1_K2_N1_L4_SM6_P2,WHITE,4,-6,-6,P2,3a46c70551ac29c22722062996aeb1cafcf9dd69f6e4476cd16104aef00a062b,[8.1940770986670728 10.051527932145387],0.0518672203938014,2,1.94083334695871,[2190036.3298554905 4250495.5400346098],[-0.95784571895035597 0.28728309850820616],[1 0],163.304631194565,0.001,0.2,0.199,0.847574704990596,1,-115.18821952557,1,0,NOT_APPLICABLE,1,1,51.8069369025886,0.251188643150958,26.0266283727371,TANGENT_PROFILE_UPGRADE,0,163.304631194565,16.6953688054349,0.995,0.0010000000000002,0.199,0.112225995114697,0.199042361602799,1
TP1_K2_N1_L4_SM6_P3,WHITE,4,-6,-6,P3,82c9b7fbc7ba9f8f2df312192d40cd07d6d20ae47c369bd01463a5bef36118d4,[7.915251509016775 10.076477637851571],0.0280340872569552,2,1.94092385643054,[2189773.5441958886 4250183.7121102531],[-0.74219577106410695 0.67018313722038392],[0 1],47.9187990064779,0.368622710087105,0.15,0.218622710087105,0.368622710087105,1,-109.460762789566,0,1,TANGENT_LOGLIK_BELOW_FIXED_GRID,1,1,15.0068023543143,0.0303710969517914,0.911546098478501,FIXED_GRID_FALLBACK,0,47.9187990064779,47.9187990064779,1.45748473391403,0.824621125123531,0.674621125123531,0.413067791046457,0.801560977094069,0
TP1_K2_N1_L4_SM6_P4,WHITE,4,-6,-6,P4,941ca0a6b448410d88deeac19bf6eef21b279faa6dce479509694ebab2b1ed77,[8.1591807594880201 9.9222256247389442],0.0653741402598981,2,1.94109325120296,[2191510.7139840629 4253926.6568534542],[-0.90520600866380319 0.42497303664932268],[-0.70710678118654746 0.70710678118654746],19.851043267464,0.11175445262186,0.1,0.0117544526218601,0.575215904061231,1,-107.683243668366,1,0,NOT_APPLICABLE,1,1,9.83738744086221,0.958338008002654,18.8550845680524,TANGENT_PROFILE_UPGRADE,0,19.851043267464,19.851043267464,0.1175445262186,0.11175445262186,0.0117544526218597,0.068120115796439,0.0382921381695732,0
TP1_K2_N1_L4_SP0_P1,WHITE,4,0,0,P1,72041e3a05e8f40e2d41a61fcb9e6c5575717161b9d8ddb97b1ea6fe7c49ecb8,[7.9984396897958625 9.9913939491596224],0.00874635232541539,2,1.94106905627443,[2190716.6678104643 4252332.33495152],[0.7034638436024111 0.71073104670059417],[0.70710678118654746 0.70710678118654746],0.294426464285216,0.458015370793035,0.3,0.158015370793035,0.538583336265171,1,-122.114341375306,1,0,NOT_APPLICABLE,1,1,88.1505156159949,0.999999999999997,176.301031231989,TANGENT_PROFILE_UPGRADE,0,0.294426464285216,0.29442646428274,0.52671790264345,0.458015370793034,0.158015370793034,0.0794960383753917,0.158026851368765,0
TP1_K2_N1_L4_SP0_P2,WHITE,4,0,0,P2,02106353a1413be9ce6e2a73862e255d1ef8eb89aee4c10a9786c691d76e6f07,[8.1327701451732555 9.9982053781400975],0.0672538032206736,2,1.94098329186524,[2190634.3233410157 4251984.6201914251],[-0.94942365619275682 0.31399796346724573],[1 0],161.699667633946,0.296998375016944,0.2,0.0969983750169439,0.984238915428677,1,-119.164106997597,1,0,NOT_APPLICABLE,1,1,51.8069369025886,1,103.613873805177,TANGENT_PROFILE_UPGRADE,0,161.699667633946,18.3003323660537,0.48499187508472,0.296998375016944,0.0969983750169441,0.0915278888051726,0.124165701890449,0
TP1_K2_N1_L4_SP0_P3,WHITE,4,0,0,P3,020585e18e5450777ad0cfbd95d18ad9a61eb1a3197532daac5ca2fb940f3db1,[7.9183974922291176 10.097700738910824],0.0185406127697179,2,1.94087103837919,[2189542.9699466685 4249620.5376562569],[-0.17073317228206833 0.9853173011180214],[0 1],9.83044996704072,0.001,0.15,0.149,0.207647345627847,1,-114.546775658531,1,0,NOT_APPLICABLE,1,1,15.0068023543143,0.980764086005993,29.4362655898033,TANGENT_PROFILE_UPGRADE,0,9.83044996704072,9.83044996704072,0.993333333333333,0.0010000000000008,0.148999999999999,0.0767795905452264,0.149014780507384,1
TP1_K2_N1_L4_SP0_P4,WHITE,4,0,0,P4,969d3fc254f01d37c87e580f5ef539d1454a21462d92d89f0dbf62c40fbe3ce7,[8.09967420248271 9.9542654164324613],0.00427784073623472,2,1.94108015819019,[2191139.28921289 4253176.9981221035],[-0.32203036611781427 0.94672934004287967],[-0.70710678118654746 0.70710678118654746],26.2142426505544,0.325891276223622,0.1,0.225891276223622,0.325891276223622,1,-105.033410478662,1,0,NOT_APPLICABLE,1,1,9.83738744086221,0.217718602360647,4.2835644890094,TANGENT_PROFILE_UPGRADE,0,26.2142426505544,26.2142426505544,2.25891276223622,0.325891276223622,0.225891276223622,0.120212045660315,0.240271812749421,0
TP1_K2_N1_L4_SP6_P1,WHITE,4,6,6,P1,3e4be02797687b5e6ed491466e35c2ca0baf52b0904efecf8cd3758a412a8f6b,[8.0050126874351619 10.000259374851291],0.00501939345300929,2,1.94104910404059,[2190615.9107847735 4252093.0509258416],[0.71503450616469144 0.69908916097577711],[0.70710678118654746 0.70710678118654746],0.646027138225548,0.317436184391525,0.3,0.0174361843915251,0.571431045704996,1,-130.453205541078,1,0,NOT_APPLICABLE,1,1,88.1505156159949,3.98107170553496,701.86704709431,TANGENT_PROFILE_UPGRADE,0,0.646027138225548,0.646027138225548,0.0581206146384167,0.317436184391525,0.0174361843915249,0.0102091205300916,0.0177799697819569,0
TP1_K2_N1_L4_SP6_P2,WHITE,4,6,6,P2,29f6b513300868d945642a74ec1f5d8fd0336e840fe211b24dce1f5965f1ff35,[8.1430562522784218 9.9850125432095282],0.0588830558448262,2,1.94100156600174,[2190783.8625929537 4252314.9080642555],[0.99940846222443613 0.034390778330650205],[1 0],1.97083507564226,0.327470615729462,0.2,0.127470615729462,0.914428414393318,1,-105.271603120846,1,0,NOT_APPLICABLE,1,1,51.8069369025886,3.98107170553497,412.494261306662,TANGENT_PROFILE_UPGRADE,0,1.97083507564226,1.97083507564226,0.63735307864731,0.327470615729462,0.127470615729462,0.0868836858000173,0.12777418506993,0
TP1_K2_N1_L4_SP6_P3,WHITE,4,6,6,P3,251731311d014e0bd44aeca8788729dc21af9b0d9799fd7dff6bae721e96911a,[7.8989471767506405 10.099705834190866],0.0010931469789813,2,1.94087380145843,[2189521.7953222352 4249585.4902631482],[-0.14274179603544238 0.98975996062912963],[0 1],8.2065333841247,0.202663615015064,0.15,0.052663615015064,0.202663615015064,1,-116.405271041133,1,0,NOT_APPLICABLE,1,1,15.0068023543143,0.77557443843206,23.2777846172164,TANGENT_PROFILE_UPGRADE,0,8.2065333841247,8.2065333841247,0.351090766767093,0.202663615015064,0.052663615015064,0.0291582803280851,0.0582755640512742,0
TP1_K2_N1_L4_SP6_P4,WHITE,4,6,6,P4,6e1d19d9bb31f8b6c6d8fd41d93126c5f99430ee1e29603314827ef7f64156a9,[8.1142172294436925 9.9275312016761461],0.0265890299028113,2,1.94111295661368,[2191450.3600568944 4253852.6876821546],[0.98607903778156902 0.16627727219248889],[-0.70710678118654746 0.70710678118654746],125.428558157564,0.235916274862257,0.1,0.135916274862257,0.985281609168362,1,-108.628358727055,1,0,NOT_APPLICABLE,1,1,9.83738744086221,0.726165074552433,14.2871343687898,TANGENT_PROFILE_UPGRADE,0,125.428558157564,54.5714418424356,1.35916274862257,0.235916274862257,0.135916274862257,0.101406184442208,0.195716506528749,0
TP1_K2_N1_L8_SM6_P1,WHITE,8,-6,-6,P1,59820ef86399ad037811575d66b52b355b4c0cb937e6c8571f99b728293638ef,[7.974303447563952 10.01278617025843],0.0287018981423897,2,1.94103900834278,[2190475.6949062548 4251798.7706397921],[0.6137381700142992 0.78950963177626865],[0.70710678118654746 0.70710678118654746],7.13970941165219,0.001,0.3,0.299,0.474253440886766,1,-217.462464731545,1,0,NOT_APPLICABLE,1,1,88.1505156159949,0.251188643150959,88.5696336425568,TANGENT_PROFILE_UPGRADE,0,7.13970941165219,7.13970941165219,0.996666666666667,0.000999999999999351,0.299000000000001,0.152234069943382,0.299007779795445,1
TP1_K2_N1_L8_SM6_P2,WHITE,8,-6,-6,P2,9228924c3059286e7f725225d022affe90977a2c16a522649f66d03b2f79dbcd,[8.0920729693838815 10.002703949982489],0.107960897009613,2,1.94099851039905,[2190585.0956082027 4251922.407477892],[0.99965705452152342 0.02618727449262433],[1 0],1.50059184969673,0.0206071777996706,0.2,0.179392822200329,1.01620256330654,1,-206.996214596093,1,0,NOT_APPLICABLE,1,1,51.8069369025886,0.251188643150958,52.0532567454741,TANGENT_PROFILE_UPGRADE,0,1.50059184969673,1.50059184969673,0.896964111001647,0.0206071777996711,0.179392822200329,0.140362773416654,0.179400700980734,0
TP1_K2_N1_L8_SM6_P3,WHITE,8,-6,-6,P3,1629a3c871cfec5c1dd3e420c15894ccd91aceea3170f64c80be94acf49742ee,[7.8923298767102841 10.122682759220751],0.0239444849004117,2,1.94081884818575,[2189273.6045719497 4248983.4755887892],[0.13562124416092769 0.99076075726294399],[0 1],7.7945449523102,0.001,0.15,0.149,0.156076510322922,1,-250.474492805867,1,0,NOT_APPLICABLE,1,1,15.0068023543143,0.254514624263286,15.2778026504068,TANGENT_PROFILE_UPGRADE,0,7.7945449523102,7.7945449523102,0.993333333333333,0.000999999999998444,0.149000000000002,0.0782577874741634,0.149009300960783,1
TP1_K2_N1_L8_SM6_P4,WHITE,8,-6,-6,P4,4bdc096add37a7906a10ae8d2c96c914e029d550333c0dfdba51260b0f466fc0,[8.0918987270395402 9.9441305669182416],0.0100040425969257,2,1.94110071255691,[2191257.3289358118 4253451.1625928534],[-0.79099571377601252 0.61182169035428635],[-0.70710678118654746 0.70710678118654746],7.2786600865527,0.160368027476877,0.1,0.0603680274768774,0.471152197414837,1,-237.38903381626,1,0,NOT_APPLICABLE,1,1,9.83738744086221,0.105567379441158,4.15402885071672,TANGENT_PROFILE_UPGRADE,0,7.2786600865527,7.27866008655265,0.60368027476877,0.160368027476877,0.0603680274768773,0.0327989366234956,0.0624720537632942,0
TP1_K2_N1_L8_SP0_P1,WHITE,8,0,0,P1,a94e4f971d716f4f1d290bfb5cfbf4965210c3dfe3f0573c085db5f6a60ee20f,[7.9882023241413398 9.9999188834241686],0.0117979547195643,2,1.9410578124075,[2190620.3175368044 4252120.6813734109],[0.73776958186675035 0.67505262318737824],[0.70710678118654746 0.70710678118654746],2.54176316986096,0.291973856984294,0.3,0.00802614301570609,0.592306070837014,1,-258.535180192574,1,0,NOT_APPLICABLE,1,1,88.1505156159949,1,352.602062463981,TANGENT_PROFILE_UPGRADE,0,2.54176316986096,2.54176316986096,0.0267538100523533,0.291973856984296,0.00802614301570448,0.0140849115499995,0.0153873971556506,0
TP1_K2_N1_L8_SP0_P2,WHITE,8,0,0,P2,5cb4a28faea07b244d05b54c0d9270c91326e632747a04134cc72cf9135ecb4f,[8.1467758962120733 10.001108654545517],0.0532356491359804,2,1.94096915561901,[2190600.8686838131 4251888.7183874808],[-0.99334591714330633 0.11516895803437557],[1 0],173.386629618131,0.001,0.2,0.199,0.912520192545456,1,-234.963182163672,1,0,NOT_APPLICABLE,1,1,51.8069369025886,0.999999999999999,207.227747610354,TANGENT_PROFILE_UPGRADE,0,173.386629618131,6.61337038186917,0.995,0.00100000000000183,0.198999999999998,0.112849234588519,0.199006687408091,1
TP1_K2_N1_L8_SP0_P3,WHITE,8,0,0,P3,35ff930261c6f16cc64788dc4a39857434703186cb814c1ea6c49a562289272b,[7.8932172592328342 10.101788633436803],0.00701461202675006,2,1.94087084766081,[2189499.4049808653 4249535.5660980614],[-0.14955639009391461 0.98875319781130266],[0 1],8.60121959887573,0.198656988984909,0.15,0.048656988984909,0.198656988984909,1,-234.567353820255,1,0,NOT_APPLICABLE,1,1,15.0068023543143,0.561430785758002,33.7011233499908,TANGENT_PROFILE_UPGRADE,0,8.60121959887573,8.60121959887573,0.32437992656606,0.198656988984909,0.0486569889849089,0.0284367652088612,0.0551160533296089,0
TP1_K2_N1_L8_SP0_P4,WHITE,8,0,0,P4,473c5914d1b3dd5b6afd62e05617d98c75be7f35d115f24216995dff99fe16f0,[8.1276379281954956 9.9069649128982977],0.0511456136612948,2,1.94113431266236,[2191691.6061311844 4254367.7794353263],[-0.75647809587252113 0.65401902913071619],[-0.70710678118654746 0.70710678118654746],4.15469066221611,0.292800680945136,0.1,0.192800680945136,0.327100307893085,1,-244.822526622445,1,0,NOT_APPLICABLE,1,1,9.83738744086221,2.39007381305949,94.0483284453005,TANGENT_PROFILE_UPGRADE,0,4.15469066221611,4.15469066221593,1.92800680945136,0.292800680945136,0.192800680945136,0.109304035835729,0.193199362868389,0
TP1_K2_N1_L8_SP6_P1,WHITE,8,6,6,P1,32a83bfcb9e90a69b8b6599d479140adc6b4ee702251c9ddf07bbec385a8b18b,[7.9993530376141058 9.9911492557772394],0.00887435820921667,2,1.94106907198793,[2190719.4195319358 4252337.7106567994],[0.69656410563692384 0.71749456216631502],[0.70710678118654746 0.70710678118654746],0.848012378622193,0.363965815906773,0.3,0.0639658159067733,0.532824263364746,1,-239.412591789111,1,0,NOT_APPLICABLE,1,1,88.1505156159949,3.98107170553499,1403.73409418863,TANGENT_PROFILE_UPGRADE,0,0.848012378622193,0.848012378621763,0.21321938635591,0.363965815906775,0.063965815906775,0.0332812296558763,0.064152506226388,0
TP1_K2_N1_L8_SP6_P2,WHITE,8,6,6,P2,8973b2a287c96c5e627d69b3547c25eeb4ca51532e56703bacee50ffef694caa,[8.1428279881157373 9.9978919565564901],0.0572108625180037,2,1.94097775020946,[2190637.4462946532 4251978.5420335941],[-0.99968403683982576 0.025136158967317645],[1 0],178.559652475889,0.001,0.2,0.199,0.914633014106061,1,-244.133406877214,1,0,NOT_APPLICABLE,1,1,51.8069369025886,3.98107170553497,824.988522613324,TANGENT_PROFILE_UPGRADE,0,178.559652475889,1.44034752411094,0.995,0.00100000000000177,0.198999999999998,0.114775277766467,0.199000317550659,1
TP1_K2_N1_L8_SP6_P3,WHITE,8,6,6,P3,94e6283b397ba5b85abbf975fb6c2819b36ba1ea603be04de5ed5bffb652d6c8,[7.90466745862207 10.094141550274685],0.00749043411110276,2,1.9408852864368,[2189581.9131005518 4249727.3185849935],[-0.0072760679404159107 0.99997352906730796],[0 1],0.41689166294745,0.00114017153133072,0.15,0.148859828468669,0.21172250394278,1,-227.590546524644,1,0,NOT_APPLICABLE,1,1,15.0068023543143,16.1238122377602,967.867453800564,TANGENT_PROFILE_UPGRADE,0,0.41689166294745,0.41689166294745,0.992398856457795,0.00114017153133243,0.148859828468668,0.074805888803678,0.148859858881237,0
TP1_K2_N1_L8_SP6_P4,WHITE,8,6,6,P4,dc98488b4dc892502a197488d9e17a9837c4ac27f70a68566c8df90fb4987cac,[8.1165391613153108 9.9350636186840422],0.0222854065215234,2,1.94110035120133,[2191362.1145906299 4253653.7702411544],[-0.53706866379001639 0.84353852927700124],[-0.70710678118654746 0.70710678118654746],12.5156878453988,0.001,0.1,0.099,0.320231059984432,1,-253.530324100874,1,0,NOT_APPLICABLE,1,1,9.83738744086221,2.236350213874,87.9993740293342,TANGENT_PROFILE_UPGRADE,0,12.5156878453988,12.5156878453988,0.99,0.00100000000000004,0.099,0.0542962016020544,0.0990240004156845,1
TP1_K2_N2_L1_SM6_P1,STAGE5_TOEPLITZ_CORRELATED,1,-6,-6,P1,07e3ff6f5d17b7bceedb50de49dc995301e71ea6348e12e035537cde29563451,[8.2681172141138521 10.199999999999999],0.334494903554857,2,2.684221420967,[3010368.7579577635 8080496.3051200444],[0.69424155718341563 0.71974207899743248],[0.70710678118654746 0.70710678118654746],1.0331901071244,NaN,0.3,NaN,0,0,NaN,0,1,TANGENT_PROFILE_NO_FEASIBLE_SCALE,0,0,150.352352466174,9.70151187135514,729.32256616838,FIXED_GRID_FALLBACK,0,1.0331901071244,1.0331901071244,NaN,0.565685424949237,0.265685424949237,0.132842712474619,0.265685424949237,0
TP1_K2_N2_L1_SM6_P2,STAGE5_TOEPLITZ_CORRELATED,1,-6,-6,P2,4b9d252b96ded0544a390f04a44794e05943e91dcc473465e5565b0f6a28100e,[8.1219307471057522 10.093752764543813],0.122001594690699,2,2.68223510540011,[2998482.4116881629 8042634.7875547735],[-0.90077472665949976 0.43428664705641529],[1 0],154.260089192206,0.489295428152475,0.2,0.289295428152475,0.489295428152475,1,-30.808276320514,0,1,TANGENT_LOGLIK_BELOW_FIXED_GRID,1,1,97.4577813683262,0.636913799243851,31.0361028985886,FIXED_GRID_FALLBACK,0,154.260089192206,25.7399108077937,1.44647714076237,0.721110255092797,0.521110255092797,0.3,0.565685424949237,0
TP1_K2_N2_L1_SM6_P3,STAGE5_TOEPLITZ_CORRELATED,1,-6,-6,P3,9cfaeca357518d3941ab03f95e0f2fdd26ab59cb45bb58ac1f003b54cb48a560,[7.889210876329126 10.125632734696458],0.0278108302214162,2,2.68308694283748,[3003492.6881365115 8058632.0144469161],[-0.13480843898807926 0.99087167926911568],[0 1],7.74754299321791,0.150104734769281,0.15,0.00010473476928119,0.150104734769281,1,-26.324969528342,1,0,NOT_APPLICABLE,1,1,20.5599109911102,0.458345850351987,4.71177494319079,TANGENT_PROFILE_UPGRADE,0,7.74754299321791,7.74754299321791,0.000698231795206635,0.150104734769281,0.000104734769281051,0.0296008501923893,0.0202749159808704,0
