trial_id,noise_profile_id,L,SNR,snr_db,profile_id,element_trial_hash,K1_center_deg,K1_center_error_deg,metric_rank,metric_condition,metric_eigenvalues,direction_hat,direction_true,direction_error_deg,rho_hat_deg,rho_true_deg,rho_error_deg,rho_max_deg,raw_tangent_candidate_valid,raw_tangent_loglik,upgrade_flag,fallback_flag,fallback_reason,endpoint_in_domain_flag,full_manifold_profile_used_flag,q,p_minus,Gamma_K2_proxy,selected_source,truth_used_in_fit_flag,direction_oriented_error_deg_original,direction_axis_error_deg,rho_relative_error,selected_separation_deg,selected_separation_error_deg,joint_RMSE_deg,separation_vector_error_deg,rho_at_registered_lower_bound_flag
TP1_K2_N2_L1_SM6_P4,STAGE5_TOEPLITZ_CORRELATED,1,-6,-6,P4,b57c6efdd054aa710d772c3ff86114704937a3ea9aa5945b484e307b360557e5,[8.0918823622647587 9.9644593893621529],0.0165822188843041,2,2.68176601165809,[2978753.9364119 7988321.0637621824],[0.58554316658990047 0.8106412277079621],[-0.70710678118654746 0.70710678118654746],80.8413715137472,0.405751357668178,0.1,0.305751357668178,0.405751357668178,1,-27.0681022656099,1,0,NOT_APPLICABLE,1,1,16.7296152696029,0.124426228125297,1.04080146299203,TANGENT_PROFILE_UPGRADE,0,80.8413715137472,80.8413715137472,3.05751357668178,0.405751357668178,0.305751357668178,0.201753245392958,0.402141278873304,0
TP1_K2_N2_L1_SP0_P1,STAGE5_TOEPLITZ_CORRELATED,1,0,0,P1,4ce02053d922a07b8b494841156533e620e8efa61c52378eb0fda656f9b33b1e,[8.0021144516393594 9.994943838227174],0.00548048151243816,2,2.68191550828091,[2984100.2876139916 8003104.8396174852],[0.76958355807849244 0.63854611981848874],[0.70710678118654746 0.70710678118654746],5.31650744855608,0.348955562077325,0.3,0.0489555620773247,0.610586556481112,1,-27.9994321210459,1,0,NOT_APPLICABLE,1,1,150.352352466174,2.07998420976718,156.365259515496,TANGENT_PROFILE_UPGRADE,0,5.31650744855608,5.31650744855608,0.163185206924417,0.348955562077325,0.0489555620773252,0.0292297136774359,0.0574226604767387,0
TP1_K2_N2_L1_SP0_P2,STAGE5_TOEPLITZ_CORRELATED,1,0,0,P2,691517de0b8b022596f64dab3773dea5821c14cb4bfa790e9332a9bfd71bd17d,[8.1022764042149884 10.023661875093573],0.100547429137179,2,2.68190516923449,[2987875.0345714353 8013197.5002438109],[0.99928956214316256 0.037687809590459288],[1 0],2.15986393589024,0.58442752026171,0.2,0.38442752026171,0.996154897720637,1,-26.732628645967,0,1,TANGENT_LOGLIK_BELOW_FIXED_GRID,1,1,97.4577813683262,2.0546548485699,100.121051509648,FIXED_GRID_FALLBACK,0,2.15986393589024,2.15986393589024,1.92213760130855,0.632455532033675,0.432455532033675,0.264575131106459,0.447213595499958,0
TP1_K2_N2_L1_SP0_P3,STAGE5_TOEPLITZ_CORRELATED,1,0,0,P3,ef546dc68e6638f7d9e14638c294ccf476a60025d5f3d31f5e41142ef1cce2d6,[7.8829094276958864 10.091103550180865],0.0192674461480117,2,2.68287987051728,[2998076.8677941863 8043480.0788685326],[-0.064810724912210751 0.99789757487246855],[0 1],3.71598556365148,0.218251757617612,0.15,0.0682517576176122,0.218251757617612,1,-33.7230077596824,1,0,NOT_APPLICABLE,1,1,20.5599109911102,0.584826820689023,6.01199368929014,TANGENT_PROFILE_UPGRADE,0,3.71598556365148,3.71598556365148,0.455011717450747,0.218251757617612,0.0682517576176122,0.0396260575125843,0.0692528686170937,0
TP1_K2_N2_L1_SP0_P4,STAGE5_TOEPLITZ_CORRELATED,1,0,0,P4,9d123c71aebb5a08cb5d102f4bda13281f48825b9cf6c8ec0bb94fc4e175ed4c,[8.1282952578893291 9.9337119886503125],0.0326484445686343,2,2.68176151802716,[2973401.543735113 7973953.837631382],[0.11972123413736921 0.99280754736082932],[-0.70710678118654746 0.70710678118654746],51.8760144884909,0.001,0.1,0.099,0.26936134602473,1,-29.7809876114144,1,0,NOT_APPLICABLE,1,1,16.7296152696029,0.111266010501385,0.930718774135885,TANGENT_PROFILE_UPGRADE,0,51.8760144884909,51.8760144884909,0.99,0.00100000000000175,0.0989999999999983,0.0594584112646739,0.099385748221119,1
TP1_K2_N2_L1_SP6_P1,STAGE5_TOEPLITZ_CORRELATED,1,6,6,P1,2dd3f72d310ace1327a6d310995aba5ef465af5c153037fabc3dda6c9fede20a,[8.001584452745016 10.008741309905204],0.0088837486096811,2,2.68194762198732,[2986261.1952641672 8008996.1112717502],[0.28960921033125891 0.95714497610931704],[0.70710678118654746 0.70710678118654746],28.1654385343268,0.399644139328275,0.3,0.0996441393282748,0.399644139328275,1,-28.8786926652495,1,0,NOT_APPLICABLE,1,1,150.352352466174,0.00181419110450248,0.136383950192577,TANGENT_PROFILE_UPGRADE,0,28.1654385343268,28.1654385343269,0.33214713109425,0.399644139328275,0.0996441393282749,0.0982829513432587,0.195761258019878,0
TP1_K2_N2_L1_SP6_P2,STAGE5_TOEPLITZ_CORRELATED,1,6,6,P2,04b2ec35caafb9baf09ab8142eb66400afe82d25d4ebfb49cd08f4452de6d4bb,[7.9196863723941018 10.006373146569995],0.28038606744769,2,2.68230396666717,[2985397.5314112334 8007743.6405827217],[-0.99479452577060468 0.10190118496287241],[1 0],174.151340298959,0.001,0.2,0.199,1.04481148404296,1,-32.5314819718288,0,1,TANGENT_LOGLIK_BELOW_FIXED_GRID,1,1,97.4577813683262,32.5199688380755,1584.66200656297,FIXED_GRID_FALLBACK,0,174.151340298959,5.84865970104119,0.995,0.200000000000001,1.0547118733939e-15,0.100000000000001,1.77635683940025e-15,1
TP1_K2_N2_L1_SP6_P3,STAGE5_TOEPLITZ_CORRELATED,1,6,6,P3,a220584f0a20de7fd93e78d45268a4f5c60e53ba9bf00d6fb69855288a657cdb,[7.8927096219900923 10.084113298796275],0.0174796134586487,2,2.6827667454257,[2997157.3957781936 8040674.1922004307],[0.3051592100082568 0.95230134755083529],[0 1],17.7677426152919,0.001,0.15,0.149,0.243382415664466,1,-33.7366179611489,1,0,NOT_APPLICABLE,1,1,20.5599109911102,2.05495004990869,21.12479505865,TANGENT_PROFILE_UPGRADE,0,17.7677426152919,17.7677426152919,0.993333333333333,0.000999999999998529,0.149000000000001,0.076546484475758,0.149048011042532,1
TP1_K2_N2_L1_SP6_P4,STAGE5_TOEPLITZ_CORRELATED,1,6,6,P4,f4dc1834bd0635426923ad4d7571e227396f757a054fcabf0c7f4e0f4fdb690a,[8.1145404096732765 9.9508860757679045],0.0145673828717856,2,2.68176882485568,[2976307.6418802794 7981769.0471742507],[-0.56434730857325777 0.82553747056455307],[-0.70710678118654746 0.70710678118654746],10.643020479301,0.001,0.1,0.099,0.365546280206321,1,-28.6567541421486,1,0,NOT_APPLICABLE,1,1,16.7296152696029,0.501504358359882,4.19498748569493,TANGENT_PROFILE_UPGRADE,0,10.643020479301,10.643020479301,0.99,0.000999999999999441,0.0990000000000006,0.0516073521517371,0.0990173752910107,1
TP1_K2_N2_L4_SM6_P1,STAGE5_TOEPLITZ_CORRELATED,4,-6,-6,P1,83679073f7926cd7b2e1f19d1b89baa35d08b7ef02c2d0e1d2c725c6a7d85f01,[8.0199073610628613 9.9667241292504816],0.038776108606019,2,2.6818166353118,[2979664.0270781294 7990912.55545827],[0.65843317020539882 0.75263919667611545],[0.70710678118654746 0.70710678118654746],3.81951335857836,0.332334799531265,0.3,0.0323347995312649,0.443038656468559,1,-123.707718263827,1,0,NOT_APPLICABLE,1,1,150.352352466174,0.251188643150957,75.5336068210655,TANGENT_PROFILE_UPGRADE,0,3.81951335857836,3.81951335857817,0.107782665104217,0.332334799531265,0.0323347995312654,0.0433093149318741,0.0385803142155404,0
TP1_K2_N2_L4_SM6_P2,STAGE5_TOEPLITZ_CORRELATED,4,-6,-6,P2,51495fdadeaa4e73cf05b4470e62362c396b37ee735f88486fec8e49927116ef,[8.1379405488961041 9.9977349848287229],0.0621007710503088,2,2.68191410229434,[2983207.2214301559 8000705.5172198433],[0.9914254439634933 0.13067359741657911],[1 0],7.50851865661716,0.320650790048221,0.2,0.120650790048221,0.932111343151911,1,-113.125794651768,0,1,TANGENT_LOGLIK_BELOW_FIXED_GRID,1,1,97.4577813683262,0.251188643150958,48.9605757328252,FIXED_GRID_FALLBACK,0,7.50851865661716,7.50851865661711,0.603253950241105,0.799999999999999,0.599999999999999,0.499999999999999,0.6,0
TP1_K2_N2_L4_SM6_P3,STAGE5_TOEPLITZ_CORRELATED,4,-6,-6,P3,b719a59ab350cfea123439e3470f57ce9177bbd3a6118fe718b90ec400b8a117,[7.9190654181874214 10.072059338199683],0.0338255931581536,2,2.68252908623944,[2995654.5356709468 8035930.4242624091],[0.075057639940863771 0.99717919687812784],[0 1],4.30453416493638,0.256605156226405,0.15,0.106605156226405,0.256605156226405,1,-118.738418351825,1,0,NOT_APPLICABLE,1,1,20.5599109911102,3.03783994859069,124.915437896527,TANGENT_PROFILE_UPGRADE,0,4.30453416493638,4.30453416493655,0.710701041509367,0.256605156226405,0.106605156226405,0.0635580288629844,0.10761881397687,0
TP1_K2_N2_L4_SM6_P4,STAGE5_TOEPLITZ_CORRELATED,4,-6,-6,P4,4000f6e949e1dbfd4aaeaa82b11aeb158418df44636e36860d89315bdb018d8d,[8.1733589270262605 9.8626479763972661],0.114069751476615,2,2.68168907302466,[2961531.1504992913 7941905.7257161103],[-0.75283197550674175 0.6582127442207546],[-0.70710678118654746 0.70710678118654746],3.83629146600181,0.001,0.1,0.099,0.190357834749715,1,-108.499620630796,1,0,NOT_APPLICABLE,1,1,16.7296152696029,1.52780698541467,51.1192461443984,TANGENT_PROFILE_UPGRADE,0,3.83629146600181,3.83629146600181,0.99,0.00100000000000009,0.0989999999999999,0.124347377284134,0.0990022633176868,1
TP1_K2_N2_L4_SP0_P1,STAGE5_TOEPLITZ_CORRELATED,4,0,0,P1,da12faf4cc8c52377c54ba88806ceeceec42d6993bf8c2f552567a65990ccfc9,[8.003763636622077 9.9855477658790495],0.0149342569855285,2,2.68189175526808,[2982629.2616009153 7999088.8257088223],[0.67939470307700001 0.73377301492417613],[0.70710678118654746 0.70710678118654746],2.20363890419525,0.293778387202848,0.3,0.00622161279715211,0.505736139392431,1,-116.642154832876,1,0,NOT_APPLICABLE,1,1,150.352352466174,0.999999999999997,300.704704932347,TANGENT_PROFILE_UPGRADE,0,2.20363890419525,2.20363890419525,0.02073870932384,0.293778387202849,0.00622161279715128,0.0162879574479477,0.01300238841388,0
TP1_K2_N2_L4_SP0_P2,STAGE5_TOEPLITZ_CORRELATED,4,0,0,P2,dec3080d93c9cd1102563e1cc076fd769be719157f586696a5910b6d8c7368f4,[8.1359388788882097 10.005991044472175],0.0643406547368533,2,2.68192695249059,[2984538.8275249093 8004315.1222937284],[0.99527951486579613 0.097049921630599778],[1 0],5.56931696505939,0.001,0.2,0.199,0.932524208888925,1,-122.127102813845,0,1,TANGENT_LOGLIK_BELOW_FIXED_GRID,1,1,97.4577813683262,1,194.915562736653,FIXED_GRID_FALLBACK,0,5.56931696505939,5.56931696505939,0.995,0.4,0.2,0.412310562561766,0.200000000000001,1
TP1_K2_N2_L4_SP0_P3,STAGE5_TOEPLITZ_CORRELATED,4,0,0,P3,6faaa1aba465c3e1c56ee5b51f4dd473c1dfa48d6e7bd651fb3538f484b46dac,[7.9024842187412965 10.08735591565873],0.0128858143546984,2,2.6827169276012,[2997808.5036654244 8042271.618490072],[0.2007094648014543 0.97965081061524883],[0 1],11.5784496606541,0.121291039009525,0.15,0.0287089609904753,0.229967827557915,1,-117.44081722568,1,0,NOT_APPLICABLE,1,1,20.5599109911102,0.489917504167436,20.1453205573387,TANGENT_PROFILE_UPGRADE,0,11.5784496606541,11.5784496606541,0.191393073269833,0.121291039009523,0.0287089609904768,0.0236052620432978,0.0395557421646469,0
TP1_K2_N2_L4_SP0_P4,STAGE5_TOEPLITZ_CORRELATED,4,0,0,P4,871dc26213ca76e6093564b2060eda9fab677eac26a889ce310d20af4d5fed17,[8.1362366087547908 9.9047344218477651],0.0579833112154164,2,2.68170944668526,[2968774.3475544574 7961390.2129136473],[-0.6815059133689314 0.73181260582418117],[-0.70710678118654746 0.70710678118654746],2.03856720315083,0.001,0.1,0.099,0.286232899007829,1,-110.998108510555,1,0,NOT_APPLICABLE,1,1,16.7296152696029,2.31934678267111,77.6035587017577,TANGENT_PROFILE_UPGRADE,0,2.03856720315083,2.03856720315083,0.99,0.00100000000000093,0.0989999999999991,0.076238743589194,0.0990006392818762,1
TP1_K2_N2_L4_SP6_P1,STAGE5_TOEPLITZ_CORRELATED,4,6,6,P1,0fa26831b41ab5b79e27b4885edabfaf8d4e3e80b9f25482d04453f7f76772c3,[8.0006789558695655 9.9868811073178581],0.0131364502921594,2,2.68190297376847,[2982837.9054191192 7999681.8488128521],[0.69372889670860938 0.72023622365960982],[0.70710678118654746 0.70710678118654746],1.07398694445827,0.154160706213319,0.3,0.145839293786681,0.518943927502816,1,-124.740254779683,1,0,NOT_APPLICABLE,1,1,150.352352466174,3.98107170553496,1197.12699252741,TANGENT_PROFILE_UPGRADE,0,1.07398694445827,1.07398694445827,0.486130979288937,0.154160706213321,0.145839293786679,0.0741208712661102,0.14589499279919,0
TP1_K2_N2_L4_SP6_P2,STAGE5_TOEPLITZ_CORRELATED,4,6,6,P2,8f2a4a3bb47490d053a394c28e47cc38bac2a706054a1c35e62e6832f236c299,[8.1343428174818868 10.002573370519194],0.0657075935645629,2,2.68191499363643,[2984034.4237922393 8002926.6626956537],[-0.99995894809927111 0.0090610218076870291],[1 0],179.480834588082,0.001,0.2,0.199,0.931352598830656,1,-128.468523845575,0,1,TANGENT_LOGLIK_BELOW_FIXED_GRID,1,1,97.4577813683262,3.98107170553497,775.972831779314,FIXED_GRID_FALLBACK,0,179.480834588082,0.519165411917771,0.995,0.200000000000001,1.0547118733939e-15,0.100000000000001,1.77635683940025e-15,1
TP1_K2_N2_L4_SP6_P3,STAGE5_TOEPLITZ_CORRELATED,4,6,6,P3,deb6a60443117ead70e56484afc5667f2d749eb367ce04b1bde3d1094d65313a,[7.8985650578817124 10.099249176848728],0.00161950433383868,2,2.68281760567814,[2999589.2936259178 8047350.9667432532],[-0.025017498881244566 0.99968701339455579],[0 1],1.43354666329097,0.0418571147226303,0.15,0.10814288527737,0.201564733364215,1,-129.778275421702,1,0,NOT_APPLICABLE,1,1,20.5599109911102,1.82403705456518,75.0040789726938,TANGENT_PROFILE_UPGRADE,0,1.43354666329097,1.43354666329097,0.720952568515798,0.0418571147226301,0.10814288527737,0.0541047711115632,0.108161055149205,0
TP1_K2_N2_L4_SP6_P4,STAGE5_TOEPLITZ_CORRELATED,4,6,6,P4,25c3f1753c8d9dd05d0536bfe5e4baf343dce886daf172248fc17899de86e340,[8.1145819272705833 9.9289663108408828],0.0255939188591143,2,2.68172274375485,[2972901.330359743 7972497.1125647789],[-0.5933387047401032 0.80495290635995376],[-0.70710678118654746 0.70710678118654746],8.60570747806399,0.001,0.1,0.099,0.320431940358041,1,-110.885190465255,1,0,NOT_APPLICABLE,1,1,16.7296152696029,0.663358884417396,22.195477843952,TANGENT_PROFILE_UPGRADE,0,8.60570747806399,8.60570747806395,0.99,0.00099999999999992,0.0990000000000001,0.0557302575676147,0.0990113715890401,1
TP1_K2_N2_L8_SM6_P1,STAGE5_TOEPLITZ_CORRELATED,8,-6,-6,P1,9a515deb1192de777cb3e3226d25ff6a55c5cf36d1378e761bb238063a55104f,[8.0094015568539305 9.9978985552554747],0.00963355289039205,2,2.68190260811185,[2984559.3114629248 8004297.4014769197],[0.66865442498855099 0.74357330502327068],[0.70710678118654746 0.70710678118654746],3.03670256158028,0.407075494660235,0.3,0.107075494660235,0.532290640125335,1,-234.130181777201,1,0,NOT_APPLICABLE,1,1,150.352352466174,0.251188643150959,151.067213642132,TANGENT_PROFILE_UPGRADE,0,3.03670256158028,3.03670256158015,0.356918315534117,0.407075494660233,0.107075494660233,0.0551800486490165,0.108665218494527,0
TP1_K2_N2_L8_SM6_P2,STAGE5_TOEPLITZ_CORRELATED,8,-6,-6,P2,55d5a356dd750c54b0e6ab9276339a064c29415b99df1b0fe72b48fd2553cf78,[8.1512977707177967 9.9868445344038506],0.0504477295039896,2,2.68193251206662,[2981227.6730211871 7995451.422148251],[-0.97350131314597477 0.22868142317001391],[1 0],166.780545952993,0.001,0.2,0.199,0.921831790513303,1,-235.192392102455,1,0,NOT_APPLICABLE,1,1,97.4577813683262,0.251188643150958,97.9211514656503,TANGENT_PROFILE_UPGRADE,0,166.780545952993,13.219454047007,0.995,0.00100000000000158,0.198999999999998,0.111570037558445,0.199026630064272,1
TP1_K2_N2_L8_SM6_P3,STAGE5_TOEPLITZ_CORRELATED,8,-6,-6,P3,a32d4f1d5864208148f37c0acdd472f76e30cc98cc2835b3e4825a0abfc79bd8,[7.9019918628180141 10.079340321863608],0.0207554768238431,2,2.68267592298427,[2996558.4534881879 8038795.2149877287],[-0.003661433418087604 0.9999932969301969],[0 1],0.209785150559433,0.241320973864115,0.15,0.0913209738641154,0.241320973864115,1,-225.131860517662,1,0,NOT_APPLICABLE,1,1,20.5599109911102,0.448750832633973,36.9051087045643,TANGENT_PROFILE_UPGRADE,0,0.209785150559433,0.209785150559433,0.608806492427433,0.241320973864115,0.0913209738641154,0.0501576634663909,0.0913236308131173,0
TP1_K2_N2_L8_SM6_P4,STAGE5_TOEPLITZ_CORRELATED,8,-6,-6,P4,2d590ce354599614dfe95c62f5f38fdd6aa156589e32fe85decf5da665e28bc8,[8.0913263078409372 9.9146251123946314],0.0364227347787421,2,2.68165843087914,[2971020.1495547774 7967261.2323653623],[-0.58842258442617223 0.8085535616996713],[-0.70710678118654746 0.70710678118654746],8.95485026680015,0.283531278134934,0.1,0.183531278134934,0.283531278134934,1,-246.554984400108,1,0,NOT_APPLICABLE,1,1,16.7296152696029,0.0516443804392291,3.45596246234122,TANGENT_PROFILE_UPGRADE,0,8.95485026680015,8.95485026680007,1.83531278134934,0.283531278134935,0.183531278134935,0.0996009132513335,0.185404706647238,0
TP1_K2_N2_L8_SP0_P1,STAGE5_TOEPLITZ_CORRELATED,8,0,0,P1,4a179ed439bfd418c8364d6b07fa793dea0949b7fa9805616ad25487623cd848,[8.0011908792191679 9.9994282512024419],0.00132101854724115,2,2.68192768185123,[2984802.4572471385 8005024.3349486776],[0.71023796087136204 0.70396167433837586],[0.70710678118654746 0.70710678118654746],0.254279777390421,0.347720692162638,0.3,0.0477206921626379,0.566588376817177,1,-234.161896700256,1,0,NOT_APPLICABLE,1,1,150.352352466174,1,601.409409864699,TANGENT_PROFILE_UPGRADE,0,0.254279777390421,0.254279777390421,0.15906897387546,0.347720692162637,0.0477206921626374,0.0239076317876435,0.0477422147660281,0
TP1_K2_N2_L8_SP0_P2,STAGE5_TOEPLITZ_CORRELATED,8,0,0,P2,37e50527c0524d05426fd33fc21c8e03355402f5420c71e71b8d38c211fb7150,[8.1475091990968682 10.008045420821707],0.053103794362084,2,2.68196572451043,[2984626.7414393444 8004666.6209975686],[-0.99947602180376816 0.032367913731244688],[1 0],178.145131169963,0.349204083434292,0.2,0.149204083434292,0.905456041029409,1,-245.868890082235,1,0,NOT_APPLICABLE,1,1,97.4577813683262,0.999999999999999,389.831125473305,TANGENT_PROFILE_UPGRADE,0,178.145131169963,1.85486883003681,0.74602041717146,0.349204083434292,0.149204083434292,0.0916721066442397,0.149449150696046,0
TP1_K2_N2_L8_SP0_P3,STAGE5_TOEPLITZ_CORRELATED,8,0,0,P3,2e9e16f9c3e668c43ce5ab849ebe6b71927535bd24787ded167ecbed53f5bc2e,[7.9017727851261572 10.100543732291294],0.00185429552879781,2,2.68280419511866,[2999836.6176637481 8047974.2625388689],[-0.025106561139069863 0.99968478061225385],[0 1],1.43865115811186,0.0257469070344837,0.15,0.124253092965516,0.19897525627587,1,-250.699724963596,1,0,NOT_APPLICABLE,1,1,20.5599109911102,2.19408966011727,180.441152474105,TANGENT_PROFILE_UPGRADE,0,1.43865115811186,1.43865115811186,0.828353953103442,0.0257469070344825,0.124253092965517,0.0621591094217316,0.124262890231874,0
TP1_K2_N2_L8_SP0_P4,STAGE5_TOEPLITZ_CORRELATED,8,0,0,P4,b8166b061638bbe22593f427ac0a78dadb469e3ad4d293e2c06e128e9b2f7ecf,[8.1692026747024524 9.891257103943401],0.0907730027215681,2,2.68178127825433,[2965990.0589037109 7954136.611456437],[-0.62209940002097486 0.78293827118971715],[-0.70710678118654746 0.70710678118654746],6.53039361164773,0.001,0.1,0.099,0.233114428816285,1,-251.412874821443,1,0,NOT_APPLICABLE,1,1,16.7296152696029,5.24226706804882,350.804444755863,TANGENT_PROFILE_UPGRADE,0,6.53039361164773,6.53039361164773,0.99,0.00100000000000083,0.0989999999999992,0.103393967134611,0.0990065536566779,1
TP1_K2_N2_L8_SP6_P1,STAGE5_TOEPLITZ_CORRELATED,8,6,6,P1,ac27d572bccc98d6a1edcb9f11e1e948cc564eddd3ccc5eecc7a96863b4211c9,[8.0005314038130635 10.004345751774345],0.00437812157171995,2,2.68194045004133,[2985572.5133625604 8007127.6901186183],[0.70428747946299008 0.70991488663900282],[0.70710678118654746 0.70710678118654746],0.227990694086756,0.340324149650598,0.3,0.0403241496505985,0.551204804711036,1,-241.0702196712,1,0,NOT_APPLICABLE,1,1,150.352352466174,3.98107170553499,2394.25398505484,TANGENT_PROFILE_UPGRADE,0,0.227990694086756,0.227990694086756,0.13441383216866,0.340324149650598,0.0403241496505983,0.0206417382896863,0.0403441897240801,0
TP1_K2_N2_L8_SP6_P2,STAGE5_TOEPLITZ_CORRELATED,8,6,6,P2,7cb46d929b2a853a5b946467b32195725a48f580592b46dabde76ba7e9f47838,[8.1388947300433223 10.003443583038711],0.0612022244744656,2,2.68192929791028,[2984082.1194088464 8003097.2634127866],[-0.99998827826023762 0.0048418325173037787],[1 0],179.72258234771,0.00128932100771006,0.2,0.19871067899229,0.922221349952022,1,-217.844373300483,1,0,NOT_APPLICABLE,1,1,97.4577813683262,3.98107170553497,1551.94566355863,TANGENT_PROFILE_UPGRADE,0,179.72258234771,0.277417652290506,0.99355339496145,0.00128932100770861,0.198710678992291,0.116692747325297,0.198710694203436,0
TP1_K2_N2_L8_SP6_P3,STAGE5_TOEPLITZ_CORRELATED,8,6,6,P3,802b9050eb56a097dd9cda9a71b54f66870b3b9a48b6b0a0f66b79c1e03c8fa5,[7.8972597432902747 10.100744327103316],0.00283954744139403,2,2.68283669975238,[2999800.1402274086 8047973.9081244301],[0.038371863120844681 0.99926352886545156],[0 1],2.19908568976621,0.001,0.15,0.149,0.198657651419295,1,-239.048985414859,1,0,NOT_APPLICABLE,1,1,20.5599109911102,0.942166300507463,77.4834211090281,TANGENT_PROFILE_UPGRADE,0,2.19908568976621,2.19908568976621,0.993333333333333,0.000999999999999281,0.149000000000001,0.0745544650910123,0.149000741412049,1
TP1_K2_N2_L8_SP6_P4,STAGE5_TOEPLITZ_CORRELATED,8,6,6,P4,171bda58453daad1d1bc2753c3c7875dbb74965f37738a66c797323241fdb692,[8.1128565428030033 9.9387025257735413],0.0171150114444293,2,2.68174106819396,[2974439.7232136289 7976677.1606094763],[-0.59502974545220477 0.80370367799773357],[-0.70710678118654746 0.70710678118654746],8.48524738603291,0.0805139291711454,0.1,0.0194860708288546,0.345158370107476,1,-266.163488760795,1,0,NOT_APPLICABLE,1,1,16.7296152696029,0.897100220505703,60.0325661893452,TANGENT_PROFILE_UPGRADE,0,8.48524738603291,8.48524738603291,0.194860708288546,0.0805139291711457,0.0194860708288543,0.0207825907179015,0.0235790127193536,0
