domain,method_id,nominal_snr_db,applicable,fit_status,total,valid,structural_na,algorithmic_invalid,valid_rate,localization_success_rate,resolution_success_rate,median_d_max_bw,P90_d_max_bw,median_joint_RMSE_deg,P90_joint_RMSE_deg,median_axis_error_deg,P90_axis_error_deg,median_rho_error_deg,P90_rho_error_deg,runtime_total_sec,runtime_median_sec,runtime_P90_sec,score_call_count,SVD_call_count,eig_call_count,failure_reasons
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,-6,176,ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS,176,0,0,176,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3546745,0.001808,0.00230922,10736,0,176,"{""reason"":""ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS"",""count"":176}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,-6,4,ROOT_MUSIC_FEWER_THAN_TWO_REGISTERED_ROOTS,4,0,0,4,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0195936,0.00159615,0.0148505,244,0,4,"{""reason"":""ROOT_MUSIC_FEWER_THAN_TWO_REGISTERED_ROOTS"",""count"":4}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,0,0,NOT_APPLICABLE_EQUAL_ELEVATION,60,0,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_EQUAL_ELEVATION"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,0,7,CONDITIONAL_AZ_CML_VALID,7,7,0,0,1,1,0.142857142857143,0.0311855271745656,0.0522940518934426,0.0798705261399265,0.13658197865021,2.09906247876687,3.73836368112333,0.114637897108792,0.156790594895587,13.6737241,2.0330625,2.4135079,32762,32335,7,"{""reason"":[],""count"":[]}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,0,170,ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS,170,0,0,170,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3097107,0.00177785,0.00215915,10370,0,170,"{""reason"":""ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS"",""count"":170}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,0,3,ROOT_MUSIC_FEWER_THAN_TWO_REGISTERED_ROOTS,3,0,0,3,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0050821,0.0017006,0.0018404,183,0,3,"{""reason"":""ROOT_MUSIC_FEWER_THAN_TWO_REGISTERED_ROOTS"",""count"":3}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,6,0,NOT_APPLICABLE_EQUAL_ELEVATION,60,0,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_EQUAL_ELEVATION"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,6,21,CONDITIONAL_AZ_CML_VALID,21,21,0,0,1,1,0.19047619047619,0.0398846706404662,0.0511177080972871,0.0934522391173863,0.124108192981959,1.02727779120545,2.59419099334879,0.0855274568096729,0.217192758801699,42.2499897,2.009976,2.50367744,95256,93975,21,"{""reason"":[],""count"":[]}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,6,155,ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS,155,0,0,155,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2885735,0.0018289,0.002237,9455,0,155,"{""reason"":""ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS"",""count"":155}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,6,4,ROOT_MUSIC_FEWER_THAN_TWO_REGISTERED_ROOTS,4,0,0,4,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0063695,0.0015959,0.0016614,244,0,4,"{""reason"":""ROOT_MUSIC_FEWER_THAN_TWO_REGISTERED_ROOTS"",""count"":4}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,10,0,NOT_APPLICABLE_EQUAL_ELEVATION,60,0,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_EQUAL_ELEVATION"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,10,40,CONDITIONAL_AZ_CML_VALID,40,40,0,0,1,1,0.3,0.0444805521271568,0.0558844808372564,0.0976841478951621,0.134835911907985,0.670488145413833,1.53528375844602,0.157614953275225,0.255211197437464,82.9807981,2.05251025,2.5915788,182120,179680,40,"{""reason"":[],""count"":[]}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,10,137,ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS,137,0,0,137,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2441444,0.0017523,0.00204086,8357,0,137,"{""reason"":""ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS"",""count"":137}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,10,3,ROOT_MUSIC_FEWER_THAN_TWO_REGISTERED_ROOTS,3,0,0,3,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0049787,0.0016607,0.0017633,183,0,3,"{""reason"":""ROOT_MUSIC_FEWER_THAN_TWO_REGISTERED_ROOTS"",""count"":3}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,14,0,NOT_APPLICABLE_EQUAL_ELEVATION,60,0,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_EQUAL_ELEVATION"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,14,64,CONDITIONAL_AZ_CML_VALID,64,64,0,0,1,1,0.453125,0.0373407490327137,0.0563193116764331,0.084802556824579,0.143996432761581,0.53929745105494,1.73782137804327,0.0903803552947278,0.277188789714165,120.78372,1.85554435,2.32255013,286473,282569,64,"{""reason"":[],""count"":[]}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,14,114,ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS,114,0,0,114,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2051322,0.00174935,0.00214332,6954,0,114,"{""reason"":""ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS"",""count"":114}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,14,2,ROOT_MUSIC_FEWER_THAN_TWO_REGISTERED_ROOTS,2,0,0,2,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035273,0.00176365,0.0019038,122,0,2,"{""reason"":""ROOT_MUSIC_FEWER_THAN_TWO_REGISTERED_ROOTS"",""count"":2}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,18,0,NOT_APPLICABLE_EQUAL_ELEVATION,60,0,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_EQUAL_ELEVATION"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,18,83,CONDITIONAL_AZ_CML_VALID,83,83,0,0,1,1,0.602409638554217,0.0245269326858208,0.0505218185002579,0.0619073107646635,0.132421823533164,0.405604026100987,1.67171919777807,0.0730479516998029,0.211604173261796,148.7445689,1.7570506,2.12863146,358922,353859,83,"{""reason"":[],""count"":[]}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,18,96,ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS,96,0,0,96,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1808413,0.0017855,0.00222957,5856,0,96,"{""reason"":""ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS"",""count"":96}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,18,1,ROOT_MUSIC_FEWER_THAN_TWO_REGISTERED_ROOTS,1,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017787,0.0017787,0.0017787,61,0,1,"{""reason"":""ROOT_MUSIC_FEWER_THAN_TWO_REGISTERED_ROOTS"",""count"":1}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,22,0,NOT_APPLICABLE_EQUAL_ELEVATION,60,0,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_EQUAL_ELEVATION"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,22,110,CONDITIONAL_AZ_CML_VALID,110,110,0,0,1,1,0.636363636363636,0.0183276202235117,0.0436058098526222,0.043967618474705,0.104371535820504,0.299093690651969,1.48411622063027,0.0533007215461654,0.169346376091472,194.78044,1.71687605,2.14977235,468511,461801,110,"{""reason"":[],""count"":[]}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,22,70,ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS,70,0,0,70,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1299003,0.00177825,0.00220445,4270,0,70,"{""reason"":""ROOT_MUSIC_FEWER_THAN_TWO_DISTINCT_ELEVATIONS"",""count"":70}"
ELEMENT,ELEMENT_VERTICAL_GFBSS_MUSIC_AZ_CML,-6,0,NOT_APPLICABLE_EQUAL_ELEVATION,60,0,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_EQUAL_ELEVATION"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_GFBSS_MUSIC_AZ_CML,-6,180,GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS,180,0,0,180,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2665086,0.00130445,0.0016679,72180,0,180,"{""reason"":""GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS"",""count"":180}"
ELEMENT,ELEMENT_VERTICAL_GFBSS_MUSIC_AZ_CML,0,0,NOT_APPLICABLE_EQUAL_ELEVATION,60,0,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_EQUAL_ELEVATION"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_GFBSS_MUSIC_AZ_CML,0,180,GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS,180,0,0,180,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2286631,0.00122025,0.00147625,72180,0,180,"{""reason"":""GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS"",""count"":180}"
ELEMENT,ELEMENT_VERTICAL_GFBSS_MUSIC_AZ_CML,6,0,NOT_APPLICABLE_EQUAL_ELEVATION,60,0,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_EQUAL_ELEVATION"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_GFBSS_MUSIC_AZ_CML,6,2,CONDITIONAL_AZ_CML_VALID,2,2,0,0,1,1,0,0.0459332570656351,0.0470034452254975,0.122871686812664,0.130683941755745,0.370437425389001,0.470113650649392,0.244471049131756,0.261100516686175,3.1383029,1.56915145,1.6706744,9587,8785,2,"{""reason"":[],""count"":[]}"
ELEMENT,ELEMENT_VERTICAL_GFBSS_MUSIC_AZ_CML,6,178,GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS,178,0,0,178,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2380812,0.0013025,0.00163808,71378,0,178,"{""reason"":""GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS"",""count"":178}"
ELEMENT,ELEMENT_VERTICAL_GFBSS_MUSIC_AZ_CML,10,0,NOT_APPLICABLE_EQUAL_ELEVATION,60,0,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_EQUAL_ELEVATION"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_GFBSS_MUSIC_AZ_CML,10,2,CONDITIONAL_AZ_CML_VALID,2,2,0,0,1,1,0,0.0445685568637461,0.0466707391318473,0.121607171974747,0.131309868961433,0.253971303232579,0.324647780006683,0.242050135665669,0.26250720879763,3.2160211,1.60801055,1.7438225,9590,8788,2,"{""reason"":[],""count"":[]}"
ELEMENT,ELEMENT_VERTICAL_GFBSS_MUSIC_AZ_CML,10,178,GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS,178,0,0,178,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.233666,0.0012685,0.00149904,71378,0,178,"{""reason"":""GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS"",""count"":178}"
ELEMENT,ELEMENT_VERTICAL_GFBSS_MUSIC_AZ_CML,14,0,NOT_APPLICABLE_EQUAL_ELEVATION,60,0,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_EQUAL_ELEVATION"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_GFBSS_MUSIC_AZ_CML,14,3,CONDITIONAL_AZ_CML_VALID,3,3,0,0,1,1,0.666666666666667,0.0351484850021314,0.0420889334438684,0.0923835233962716,0.120175596321699,0.2298155431195,0.427581073148428,0.18250461017589,0.239484248145674,5.3519496,1.8497458,1.869178,15046,13843,3,"{""reason"":[],""count"":[]}"
ELEMENT,ELEMENT_VERTICAL_GFBSS_MUSIC_AZ_CML,14,177,GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS,177,0,0,177,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2293221,0.0012535,0.0015919,70977,0,177,"{""reason"":""GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS"",""count"":177}"
ELEMENT,ELEMENT_VERTICAL_GFBSS_MUSIC_AZ_CML,18,0,NOT_APPLICABLE_EQUAL_ELEVATION,60,0,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_EQUAL_ELEVATION"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_GFBSS_MUSIC_AZ_CML,18,7,CONDITIONAL_AZ_CML_VALID,7,7,0,0,1,1,1,0.011551239260991,0.0308503171258091,0.0323114969654329,0.0870081341413338,0.145384220717597,0.252600597437126,0.0630023488329653,0.172591755530796,13.5751728,1.9755713,2.28138154,34628,31821,7,"{""reason"":[],""count"":[]}"
ELEMENT,ELEMENT_VERTICAL_GFBSS_MUSIC_AZ_CML,18,173,GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS,173,0,0,173,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2355922,0.0012696,0.00163986,69373,0,173,"{""reason"":""GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS"",""count"":173}"
ELEMENT,ELEMENT_VERTICAL_GFBSS_MUSIC_AZ_CML,22,0,NOT_APPLICABLE_EQUAL_ELEVATION,60,0,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_EQUAL_ELEVATION"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_GFBSS_MUSIC_AZ_CML,22,22,CONDITIONAL_AZ_CML_VALID,22,22,0,0,1,1,0.954545454545455,0.0138432435884168,0.0231164282767028,0.0317461666387712,0.0607488729063494,0.129114537451652,0.463997791454649,0.0592730150595374,0.120118947741199,42.8123872,1.93078215,2.3234532,104726,95904,22,"{""reason"":[],""count"":[]}"
ELEMENT,ELEMENT_VERTICAL_GFBSS_MUSIC_AZ_CML,22,158,GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS,158,0,0,158,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2077216,0.0012625,0.00161876,63358,0,158,"{""reason"":""GFBSS_MUSIC_FEWER_THAN_TWO_ELEVATION_PEAKS"",""count"":158}"
ELEMENT,FULL4D_ELEMENT_CML_MULTISTART,-6,240,FULL4D_CML_VALID,240,240,0,0,1,0.566666666666667,0.104166666666667,0.0848015222930857,0.209601348587941,0.215543225140435,0.447361184018971,16.5357280296422,57.3415652232309,0.173504529357418,0.534646845022347,773.1179526,3.50124635,4.21950045,962312,962312,0,"{""reason"":[],""count"":[]}"
ELEMENT,FULL4D_ELEMENT_CML_MULTISTART,0,240,FULL4D_CML_VALID,240,240,0,0,1,0.758333333333333,0.2,0.0606420738956385,0.149029632300663,0.14112037839679,0.297327561466279,5.0968742340269,40.3646708762964,0.158913226101209,0.3396527591943,817.0371382,3.69275395,4.1900043,1012612,1012612,0,"{""reason"":[],""count"":[]}"
ELEMENT,FULL4D_ELEMENT_CML_MULTISTART,6,240,FULL4D_CML_VALID,240,240,0,0,1,0.854166666666667,0.345833333333333,0.0410564170095726,0.11131670171589,0.0955360736107523,0.221635513241967,2.46498777159347,20.2822326872087,0.113027596326381,0.274901546951428,867.0534325,3.7106555,4.6114749,1030513,1030513,0,"{""reason"":[],""count"":[]}"
ELEMENT,FULL4D_ELEMENT_CML_MULTISTART,10,240,FULL4D_CML_VALID,240,240,0,0,1,0.925,0.408333333333333,0.0346477586565677,0.0906705570320525,0.0754188079841581,0.179111172316324,1.53507401494683,14.6555391446468,0.0878413092155039,0.244717575652898,864.0279498,3.7726051,4.5206924,1032577,1032577,0,"{""reason"":[],""count"":[]}"
ELEMENT,FULL4D_ELEMENT_CML_MULTISTART,14,240,FULL4D_CML_VALID,240,240,0,0,1,0.958333333333333,0.504166666666667,0.0230909200612116,0.0744244799643251,0.0533442006669395,0.160950251794692,1.01189486378866,10.8689936347959,0.0649355522286243,0.198978579755559,826.1198244,3.63262845,4.45602305,1010542,1010542,0,"{""reason"":[],""count"":[]}"
ELEMENT,FULL4D_ELEMENT_CML_MULTISTART,18,240,FULL4D_CML_VALID,240,240,0,0,1,0.970833333333333,0.591666666666667,0.015241571027107,0.0583599563722102,0.0355877017638135,0.136057251800123,0.605790360059417,8.40545654507864,0.0502074443890648,0.173183098301378,858.8280644,4.03219065,4.42507005,994669,994669,0,"{""reason"":[],""count"":[]}"
ELEMENT,FULL4D_ELEMENT_CML_MULTISTART,22,240,FULL4D_CML_VALID,240,240,0,0,1,0.979166666666667,0.658333333333333,0.0101639474469036,0.0508489520699912,0.0251050376995731,0.111407491155956,0.385419171087989,6.92227729327314,0.0410206376820857,0.161434559655586,883.4123162,3.99063285,4.6590994,989654,989654,0,"{""reason"":[],""count"":[]}"
