domain,method_id,nominal_snr_db,applicable,fit_status,total,valid,structural_na,algorithmic_invalid,valid_rate,localization_success_rate,resolution_success_rate,median_d_max_bw,P90_d_max_bw,median_joint_RMSE_deg,P90_joint_RMSE_deg,median_axis_error_deg,P90_axis_error_deg,median_rho_error_deg,P90_rho_error_deg,runtime_total_sec,runtime_median_sec,runtime_P90_sec,score_call_count,SVD_call_count,eig_call_count,failure_reasons
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,14,240,FULL4D_CML_VALID,240,240,0,0,1,0.525,0.0875,0.0919739435270418,0.269229630029639,0.221993036892947,0.501047233167783,17.2776812146065,61.2784406915364,0.17222824312511,0.638589440603722,907.8624404,4.17866865,4.6815005,1025342,2050684,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,18,240,FULL4D_CML_VALID,240,240,0,0,1,0.654166666666667,0.129166666666667,0.0706166671436588,0.199476495506722,0.174952142061403,0.380592829960314,9.61013744985852,51.6525713696499,0.148531500681125,0.507203501982802,948.0765613,4.19257785,4.63798885,1061243,2122486,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,22,240,FULL4D_CML_VALID,240,240,0,0,1,0.7375,0.225,0.0571740885754658,0.163257380800487,0.131025229684003,0.310709228377269,5.26040708600593,37.3815391633003,0.123083418267513,0.389898683909464,900.7712995,4.1173968,4.3139938,1064548,2129096,0,"{""reason"":[],""count"":[]}"
BEAMSPACE,TANGENT_PROFILE_CORE,-6,89,RAW_TANGENT_CORE_VALID,89,89,0,0,1,0.48314606741573,0,0.104855706836285,0.204731345457155,0.245479458876775,0.437389898534352,47.4282060936492,83.063224256493,0.180250012710517,0.299000000000001,10.9009965,0.1145006,0.16433428,18140,36369,178,"{""reason"":[],""count"":[]}"
BEAMSPACE,TANGENT_PROFILE_CORE,-6,151,TANGENT_PROFILE_NO_FEASIBLE_SCALE,151,0,0,151,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.8713736,0.0564079,0.09283792,15827,31805,302,"{""reason"":""TANGENT_PROFILE_NO_FEASIBLE_SCALE"",""count"":151}"
BEAMSPACE,TANGENT_PROFILE_CORE,0,166,RAW_TANGENT_CORE_VALID,166,166,0,0,1,0.632530120481928,0.00602409638554217,0.0844312241859737,0.166839402529365,0.193445022470665,0.366864890731855,41.1137901847113,80.5456702196891,0.193686562329501,0.337592541863911,19.3433635,0.110206,0.1398189,31868,63902,332,"{""reason"":[],""count"":[]}"
BEAMSPACE,TANGENT_PROFILE_CORE,0,74,TANGENT_PROFILE_NO_FEASIBLE_SCALE,74,0,0,74,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.2513917,0.0556613,0.06165,8241,16556,148,"{""reason"":""TANGENT_PROFILE_NO_FEASIBLE_SCALE"",""count"":74}"
BEAMSPACE,TANGENT_PROFILE_CORE,6,208,RAW_TANGENT_CORE_VALID,208,208,0,0,1,0.793269230769231,0.0336538461538462,0.0645846380152114,0.123246109935952,0.154216063376743,0.263495975638446,29.2760280182182,73.0047912791424,0.148999999999999,0.320033893872001,21.0611783,0.09995665,0.11159012,38113,76434,416,"{""reason"":[],""count"":[]}"
BEAMSPACE,TANGENT_PROFILE_CORE,6,32,TANGENT_PROFILE_NO_FEASIBLE_SCALE,32,0,0,32,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7254751,0.05309,0.05807196,3557,7146,64,"{""reason"":""TANGENT_PROFILE_NO_FEASIBLE_SCALE"",""count"":32}"
BEAMSPACE,TANGENT_PROFILE_CORE,10,224,RAW_TANGENT_CORE_VALID,224,224,0,0,1,0.888392857142857,0.0669642857142857,0.0561598259358284,0.101539046998743,0.127378411016828,0.229631879165391,22.2032938239886,69.3072236329869,0.149,0.29902548642086,22.7953432,0.1002815,0.11333962,40441,81106,448,"{""reason"":[],""count"":[]}"
BEAMSPACE,TANGENT_PROFILE_CORE,10,16,TANGENT_PROFILE_NO_FEASIBLE_SCALE,16,0,0,16,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8613105,0.05323365,0.06017203,1755,3526,32,"{""reason"":""TANGENT_PROFILE_NO_FEASIBLE_SCALE"",""count"":16}"
BEAMSPACE,TANGENT_PROFILE_CORE,14,234,RAW_TANGENT_CORE_VALID,234,234,0,0,1,0.944444444444444,0.11965811965812,0.0470133827020673,0.0872235343504333,0.107323229833672,0.193385466385332,15.0081395004309,62.4738702535956,0.148999999999999,0.299,23.196081,0.09987155,0.1087486,41811,83856,468,"{""reason"":[],""count"":[]}"
BEAMSPACE,TANGENT_PROFILE_CORE,14,6,TANGENT_PROFILE_NO_FEASIBLE_SCALE,6,0,0,6,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3067879,0.0520834,0.0581637,635,1276,12,"{""reason"":""TANGENT_PROFILE_NO_FEASIBLE_SCALE"",""count"":6}"
BEAMSPACE,TANGENT_PROFILE_CORE,18,237,RAW_TANGENT_CORE_VALID,237,237,0,0,1,0.962025316455696,0.206751054852321,0.0383514151651262,0.076124511166438,0.0940570158758223,0.165398135857833,9.35541525194223,54.99048937482,0.148939370024401,0.298999999999998,23.4538104,0.0979379,0.10734102,42053,84343,474,"{""reason"":[],""count"":[]}"
BEAMSPACE,TANGENT_PROFILE_CORE,18,3,TANGENT_PROFILE_NO_FEASIBLE_SCALE,3,0,0,3,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1418838,0.0522276,0.0551196,300,603,6,"{""reason"":""TANGENT_PROFILE_NO_FEASIBLE_SCALE"",""count"":3}"
BEAMSPACE,TANGENT_PROFILE_CORE,22,238,RAW_TANGENT_CORE_VALID,238,238,0,0,1,0.978991596638655,0.277310924369748,0.0314735651374854,0.0691893612135029,0.0776366541895387,0.150866621424097,5.84710575802628,42.8773401619738,0.117316975622288,0.232840438176409,21.8450375,0.09475725,0.09929668,41250,82738,476,"{""reason"":[],""count"":[]}"
BEAMSPACE,TANGENT_PROFILE_CORE,22,2,TANGENT_PROFILE_NO_FEASIBLE_SCALE,2,0,0,2,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0731158,0.0365579,0.0380148,148,298,4,"{""reason"":""TANGENT_PROFILE_NO_FEASIBLE_SCALE"",""count"":2}"
ELEMENT,ELEMENT_MUSIC_K2,-6,0,NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK,80,0,80,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.301231642857143,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK"",""count"":80}"
ELEMENT,ELEMENT_MUSIC_K2,-6,160,MUSIC_FEWER_THAN_TWO_PEAKS,160,0,0,160,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,842.598480685714,5.25761699553571,5.32304849553571,3123360,0,160,"{""reason"":""MUSIC_FEWER_THAN_TWO_PEAKS"",""count"":160}"
ELEMENT,ELEMENT_MUSIC_K2,0,0,NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK,80,0,80,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.301231642857143,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK"",""count"":80}"
ELEMENT,ELEMENT_MUSIC_K2,0,160,MUSIC_FEWER_THAN_TWO_PEAKS,160,0,0,160,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,839.984376385714,5.23476464553571,5.31121524553571,3123360,0,160,"{""reason"":""MUSIC_FEWER_THAN_TWO_PEAKS"",""count"":160}"
ELEMENT,ELEMENT_MUSIC_K2,6,0,NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK,80,0,80,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.301231642857143,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK"",""count"":80}"
ELEMENT,ELEMENT_MUSIC_K2,6,160,MUSIC_FEWER_THAN_TWO_PEAKS,160,0,0,160,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,876.448589185714,5.44215319553571,5.72746699553571,3123360,0,160,"{""reason"":""MUSIC_FEWER_THAN_TWO_PEAKS"",""count"":160}"
ELEMENT,ELEMENT_MUSIC_K2,10,0,NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK,80,0,80,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.301231642857143,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK"",""count"":80}"
ELEMENT,ELEMENT_MUSIC_K2,10,160,MUSIC_FEWER_THAN_TWO_PEAKS,160,0,0,160,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,870.545807385714,5.40643929553571,5.68043699553571,3123360,0,160,"{""reason"":""MUSIC_FEWER_THAN_TWO_PEAKS"",""count"":160}"
ELEMENT,ELEMENT_MUSIC_K2,14,0,NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK,80,0,80,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.301231642857143,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK"",""count"":80}"
ELEMENT,ELEMENT_MUSIC_K2,14,160,MUSIC_FEWER_THAN_TWO_PEAKS,160,0,0,160,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,856.721256185714,5.30060234553571,5.58626669553571,3123360,0,160,"{""reason"":""MUSIC_FEWER_THAN_TWO_PEAKS"",""count"":160}"
ELEMENT,ELEMENT_MUSIC_K2,18,0,NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK,80,0,80,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.301231642857143,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK"",""count"":80}"
ELEMENT,ELEMENT_MUSIC_K2,18,160,MUSIC_FEWER_THAN_TWO_PEAKS,160,0,0,160,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,868.743763885714,5.43261804553571,5.61629914553571,3123360,0,160,"{""reason"":""MUSIC_FEWER_THAN_TWO_PEAKS"",""count"":160}"
ELEMENT,ELEMENT_MUSIC_K2,22,0,NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK,80,0,80,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.301231642857143,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK"",""count"":80}"
ELEMENT,ELEMENT_MUSIC_K2,22,160,MUSIC_FEWER_THAN_TWO_PEAKS,160,0,0,160,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,870.341217785714,5.41710354553571,5.64923274553571,3123360,0,160,"{""reason"":""MUSIC_FEWER_THAN_TWO_PEAKS"",""count"":160}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,-6,0,NOT_APPLICABLE_EQUAL_ELEVATION,60,0,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_EQUAL_ELEVATION"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,-6,1,CONDITIONAL_AZ_CML_VALID,1,1,0,0,1,1,0,0.0777691129801669,0.0777691129801669,0.165468847481797,0.165468847481797,2.18815284823973,2.18815284823973,0.265747131444299,0.265747131444299,2.3424773,2.3424773,2.3424773,5092,5093,2,"{""reason"":[],""count"":[]}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,-6,179,ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN,179,0,0,179,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1425104,0.0006107,0.00088792,0,179,358,"{""reason"":""ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN"",""count"":179}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,0,0,NOT_APPLICABLE_EQUAL_ELEVATION,60,0,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_EQUAL_ELEVATION"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,0,5,CONDITIONAL_AZ_CML_VALID,5,5,0,0,1,1,0.6,0.0318627976085388,0.0405722801066955,0.0801400917507549,0.101640384532221,1.96440737768508,2.8725465689984,0.111491046184475,0.179499287460289,10.6831419,2.1140998,2.4179829,24319,24324,10,"{""reason"":[],""count"":[]}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,0,175,ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN,175,0,0,175,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1095742,0.0005991,0.000783,0,175,350,"{""reason"":""ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN"",""count"":175}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,6,0,NOT_APPLICABLE_EQUAL_ELEVATION,60,0,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_EQUAL_ELEVATION"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,6,19,CONDITIONAL_AZ_CML_VALID,19,19,0,0,1,1,0.157894736842105,0.0443908980362331,0.0640589035006107,0.104328024003237,0.139800050403011,1.25215730628933,5.94628708641204,0.0824048658554702,0.252507888891363,39.9935687,2.1238355,2.45485288,86187,86206,38,"{""reason"":[],""count"":[]}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,6,161,ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN,161,0,0,161,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1052904,0.0006283,0.00091856,0,161,322,"{""reason"":""ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN"",""count"":161}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,10,0,NOT_APPLICABLE_EQUAL_ELEVATION,60,0,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_EQUAL_ELEVATION"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,10,40,CONDITIONAL_AZ_CML_VALID,40,40,0,0,1,1,0.175,0.0358000675623174,0.0587521347243891,0.090011728233167,0.136264575951408,0.667503287062166,1.98387424387433,0.129208483386939,0.256145596334351,82.5397156,2.14443795,2.54097045,182635,182675,80,"{""reason"":[],""count"":[]}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,10,140,ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN,140,0,0,140,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0909422,0.0006012,0.0008383,0,140,280,"{""reason"":""ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN"",""count"":140}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,14,0,NOT_APPLICABLE_EQUAL_ELEVATION,60,0,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_EQUAL_ELEVATION"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,14,60,CONDITIONAL_AZ_CML_VALID,60,60,0,0,1,1,0.416666666666667,0.0343162618285123,0.0566485212073018,0.078968921851155,0.139833045131395,0.500109104070478,2.08139718695766,0.132187838043145,0.250380893632196,110.6071226,1.77264975,2.3445369,266327,266387,120,"{""reason"":[],""count"":[]}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,14,120,ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN,120,0,0,120,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0768369,0.0006067,0.0008663,0,120,240,"{""reason"":""ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN"",""count"":120}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,18,0,NOT_APPLICABLE_EQUAL_ELEVATION,60,0,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_EQUAL_ELEVATION"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,18,82,CONDITIONAL_AZ_CML_VALID,82,82,0,0,1,1,0.5,0.0246190389111977,0.0559607522948506,0.0646432775580039,0.144204365866021,0.412991144397234,2.14497579243722,0.0863109512381418,0.240390692203789,148.7233684,1.7701759,2.36263201,354532,354614,164,"{""reason"":[],""count"":[]}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,18,98,ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN,98,0,0,98,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0663056,0.00063505,0.0009213,0,98,196,"{""reason"":""ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN"",""count"":98}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,22,0,NOT_APPLICABLE_EQUAL_ELEVATION,60,0,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_EQUAL_ELEVATION"",""count"":60}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,22,104,CONDITIONAL_AZ_CML_VALID,104,104,0,0,1,1,0.605769230769231,0.0185886955450051,0.0521238506190454,0.0493253807114926,0.125453856672305,0.29497937409526,1.65190668209321,0.0595042069444557,0.163279858057692,190.6903915,1.73904975,2.40388144,443056,443160,208,"{""reason"":[],""count"":[]}"
ELEMENT,ELEMENT_VERTICAL_FBSS_LS_ESPRIT_AZ_CML,22,76,ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN,76,0,0,76,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0497919,0.00060995,0.00091037,0,76,152,"{""reason"":""ESPRIT_ELEVATION_OUTSIDE_LOCAL_DOMAIN"",""count"":76}"
ELEMENT,ELEMENT_VERTICAL_FBSS_ROOT_MUSIC_AZ_CML,-6,0,NOT_APPLICABLE_EQUAL_ELEVATION,60,0,60,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0,0,"{""reason"":""NOT_APPLICABLE_EQUAL_ELEVATION"",""count"":60}"
