trial_id,H1_selected_source,H2_selected_source,H1_known_K_joint_RMSE_deg,H2_known_K_joint_RMSE_deg,outcome
R1_K2_N1_L4_EASY,FIXED_GRID_FALLBACK,CONTINUOUS_UPGRADE,0.141681308325435,0.0299888809840497,H2_WIN
R1_K2_N1_L4_MODERATE,CONTINUOUS_UPGRADE,CONTINUOUS_UPGRADE,0.138460802298205,0.138460802298205,TIE
R1_K2_N1_L8_EASY,FIXED_GRID_FALLBACK,CONTINUOUS_UPGRADE,0.141681308325435,0.111758116690858,H2_WIN
R1_K2_N1_L8_MODERATE,FIXED_GRID_FALLBACK,FIXED_GRID_FALLBACK,0.156242748837836,0.156242748837836,TIE
R1_K2_N2_L4_EASY,FIXED_GRID_FALLBACK,CONTINUOUS_UPGRADE,0.141681308325435,0.0755377177590239,H2_WIN
R1_K2_N2_L4_MODERATE,FIXED_GRID_FALLBACK,FIXED_GRID_FALLBACK,0.156242748837837,0.156242748837837,TIE
R1_K2_N2_L8_EASY,FIXED_GRID_FALLBACK,FIXED_GRID_FALLBACK,0.141681308325435,0.141681308325435,TIE
R1_K2_N2_L8_MODERATE,CONTINUOUS_UPGRADE,FIXED_GRID_FALLBACK,0.160413705912886,0.156242748837836,H2_WIN
