scope_type,white_snr_db,profile_id,noise_profile_id,L,method_id,total_count,applicable_count,fit_valid_count,valid_rate,stationary_count,converged_count,max_sweep_valid_count,numerical_incomplete_count,median_joint_RMSE_deg,p90_joint_RMSE_deg,median_center_error_deg,p90_center_error_deg,median_axis_error_deg,p90_axis_error_deg,median_rho_error_deg,p90_rho_error_deg,median_rho_relative_error,p90_rho_relative_error,median_separation_vector_error_deg,p90_separation_vector_error_deg,median_score_call_count,median_SVD_call_count,median_eig_call_count,median_runtime_sec,p90_runtime_sec,paired_count,tangent_wins,ties,tangent_losses,non_tie_tangent_win_rate,median_paired_delta_deg,p90_paired_delta_deg,paired_tangent_median_RMSE_deg,paired_tangent_p90_RMSE_deg,paired_baseline_median_RMSE_deg,paired_baseline_p90_RMSE_deg,complete_likelihood_count,complete_tangent_median_RMSE_deg,complete_tangent_p90_RMSE_deg,complete_baseline_median_RMSE_deg,complete_baseline_p90_RMSE_deg,complete_wins,complete_ties,complete_losses,complete_median_delta_deg,complete_p90_delta_deg
SNR_OVERALL,6,ALL,ALL,NaN,FULL4D_ELEMENT_CML_MULTISTART,240,0,0,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN
SNR_OVERALL,10,ALL,ALL,NaN,TANGENT_PROFILE_SAFE,240,240,240,1,0,0,0,0,0.183822028937003,0.499999999999999,0.0959162072653572,0.360555127546399,26.507674891922,71.565051177078,0.198999999999998,0.699999999999999,0.995000000000009,4.36568542494928,0.219678399166871,0.746547022518543,404,880,0,4.33768945,4.67781407,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN
SNR_OVERALL,10,ALL,ALL,NaN,FULL4D_BEAMSPACE_CML_MULTISTART,240,240,240,1,44,66,130,7,0.23904565664183,0.517526456436325,0.166382169627379,0.446724061063551,22.796302249385,66.3589539057979,0.176211267052928,0.729299495346907,0.994091853833628,4.6490878167778,0.221158515258684,0.780661332693736,4106,8212,0,3.7104394,4.96076763,240,149,5,86,0.634042553191489,-0.0197768955801242,0.0491966435425268,0.183822028937003,0.499999999999999,0.23904565664183,0.517526456436325,233,0.185619371644733,0.499999999999999,0.243914503523541,0.522881899370946,147,5,81,-0.0206153165953135,0.0520570001820886
SNR_OVERALL,10,ALL,ALL,NaN,BEAMSPACE_MUSIC_K2,240,160,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19521,0,1,0.0332866559821429,0.0416189880357143,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN
SNR_OVERALL,10,ALL,ALL,NaN,FULL4D_ELEMENT_CML_MULTISTART,240,40,40,1,3,20,17,0,0.17881159177464,0.420796804171092,0.113587948090953,0.352578955809943,20.6878521858758,78.9516051732002,0.12797449723986,0.66331650790614,0.928391195523007,3.40578371310218,0.192497927308319,0.686066356567462,4095,4095,0,14.57455755,93.51990804,40,26,0,14,0.65,-0.024120538331353,0.0369591289492997,0.155032197538593,0.409454876438213,0.17881159177464,0.420796804171092,0,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN
SNR_OVERALL,14,ALL,ALL,NaN,TANGENT_PROFILE_SAFE,240,240,240,1,0,0,0,0,0.116328880399262,0.382896928850808,0.0571557238844199,0.249999999999999,17.732066643869,59.0313025983224,0.148999999999997,0.496104688205981,0.992736711028348,3.22211892770795,0.168242146547484,0.549165463975253,402,878,0,4.33973625,4.79075782,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN
SNR_OVERALL,14,ALL,ALL,NaN,FULL4D_BEAMSPACE_CML_MULTISTART,240,240,240,1,33,50,157,13,0.204740596335326,0.496046307427521,0.129193893160259,0.364923965761206,17.3969191542938,61.5448002821142,0.196597833362833,0.566269461331356,0.989886356942962,3.74015307072432,0.226543389727955,0.594413725624645,4684,9368,0,4.1284405,5.07467845,240,182,1,57,0.761506276150628,-0.0423410443620557,0.024071040498947,0.116328880399262,0.382896928850808,0.204740596335326,0.496046307427521,227,0.116286985647311,0.395657100766999,0.213257536042378,0.496764355076151,174,1,52,-0.0480001015832567,0.0220802009381514
SNR_OVERALL,14,ALL,ALL,NaN,BEAMSPACE_MUSIC_K2,240,160,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19521,0,1,0.0332649559821429,0.0412073180357143,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN
SNR_OVERALL,14,ALL,ALL,NaN,FULL4D_ELEMENT_CML_MULTISTART,240,40,40,1,4,20,16,0,0.16608367896022,0.379115248233308,0.113928996089919,0.280283348403413,12.8903305676223,77.2012042677206,0.171440309825891,0.514442804481839,1.07956286455236,2.79573457473516,0.209672082230155,0.514442804481839,4243.5,4243.5,0,13.54723435,93.22383723,40,29,0,11,0.725,-0.0354078276346627,0.029010090188601,0.103514342081654,0.3,0.16608367896022,0.379115248233308,0,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN
SNR_OVERALL,18,ALL,ALL,NaN,TANGENT_PROFILE_SAFE,240,240,240,1,0,0,0,0,0.0921042133256406,0.293417192251093,0.0454487123964464,0.200615528128087,9.7018052137045,45,0.131252738634737,0.366279839317187,0.990000000000004,2.17680778366294,0.149000239051528,0.400936151122195,400,874,0,4.32597745,4.72370073,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN
SNR_OVERALL,18,ALL,ALL,NaN,FULL4D_BEAMSPACE_CML_MULTISTART,240,240,240,1,22,31,187,27,0.168299767729679,0.395602208167916,0.111565242008051,0.303082972787897,10.1102143412811,50.8780607903036,0.177671528689327,0.469044307422273,0.94596429074261,3.32927689240953,0.190907438217922,0.504281147976006,4902.5,9805,0,4.24257445,5.26527089,240,188,0,52,0.783333333333333,-0.0458521643103196,0.0173483860323691,0.0921042133256406,0.293417192251093,0.168299767729679,0.395602208167916,213,0.0941523896483851,0.301039864469806,0.181457884909159,0.402548334552929,175,0,38,-0.0553335249569358,0.00893921941982649
SNR_OVERALL,18,ALL,ALL,NaN,BEAMSPACE_MUSIC_K2,240,160,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19521,0,1,0.0332754539285714,0.0407487580357143,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN
SNR_OVERALL,18,ALL,ALL,NaN,FULL4D_ELEMENT_CML_MULTISTART,240,40,40,1,4,14,22,0,0.160507841911631,0.364875033612776,0.10209505239603,0.280677017431282,6.39095333873532,66.4848555892243,0.225042207927752,0.451853740679118,1.535446927811,3.31789802262584,0.249384190887124,0.453393431591728,4699,4699,0,18.46523115,91.25365344,40,28,0,12,0.7,-0.0239222399235337,0.0412223286942452,0.0882434503400769,0.262050221392713,0.160507841911631,0.364875033612776,0,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN
SNR_OVERALL,22,ALL,ALL,NaN,TANGENT_PROFILE_SAFE,240,240,240,1,0,0,0,0,0.0796221922693239,0.223606797749979,0.0312288003690864,0.110408272479205,4.71386050369254,45,0.100520419647411,0.298999999999999,0.885618083164142,1.76779676918745,0.121393553154569,0.299002051112906,398,869,0,4.32606715,4.67176089,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN
SNR_OVERALL,22,ALL,ALL,NaN,FULL4D_BEAMSPACE_CML_MULTISTART,240,240,240,1,22,27,191,32,0.129955066457556,0.315330733435223,0.091079421902372,0.247078285664626,4.51746327571582,44.3065718471162,0.129327045873867,0.392728524043548,0.842939828514517,3.04506391577395,0.143393778958895,0.424317808544795,4912,9824,0,4.2552973,5.09951007,240,177,0,63,0.7375,-0.0293768089924201,0.0264813318574957,0.0796221922693239,0.223606797749979,0.129955066457556,0.315330733435223,208,0.0802209242232569,0.223606797749979,0.154875125825561,0.322273623692003,164,0,44,-0.0383215645792296,0.011543505997754
SNR_OVERALL,22,ALL,ALL,NaN,BEAMSPACE_MUSIC_K2,240,160,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19521,0,1,0.0333028039285714,0.040911647625,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN
SNR_OVERALL,22,ALL,ALL,NaN,FULL4D_ELEMENT_CML_MULTISTART,240,40,40,1,2,12,26,0,0.143303971582688,0.260753177450968,0.0982733817018473,0.207784438832026,2.59648618456083,26.7045913191476,0.164527245376634,0.371606185429637,1.15529762717655,2.36149435814496,0.191191627807687,0.416250444046741,4858.5,4858.5,0,14.43968625,90.30650545,40,26,0,14,0.65,-0.0134254663986688,0.043415002292259,0.0818828486866998,0.223606797749979,0.143303971582688,0.260753177450968,0,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN
