scenario_id,scenario_index,base_realization_index,domain,observation_domain,method_id,profile_id,L,replicate_id,nominal_snr_db,realized_snr_db,signal_average_power,noise_variance,signal_energy,noise_energy,observation_hash,applicable,fit_valid,fit_status,angles_hat_deg,runtime_sec,score_call_count,SVD_call_count,eig_call_count,best_permutation_id,d_max_deg,d_max_bw,tau_trial_bw,localization_success_01bw,resolution_success,joint_RMSE_deg,azimuth_RMSE_deg,elevation_RMSE_deg,center_error_deg,axis_error_deg,rho_true_deg,rho_hat_deg,rho_error_deg,rho_relative_error,separation_vector_error_deg
RTC_S01_B004,4,4,BEAMSPACE,BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,P1,1,4,-6,-5.77753170722136,106.535629821572,424.125981514007,1598.03444732358,6044.20669358062,e0c500f9428ab820fd87ec0403ea5da3d64523921ce4880dbecbd5c63ca671a9,1,1,FULL4D_CML_VALID,"[[8.4,10],[8.6,10.2]]",1.4374533,1536,3072,0,1,0.517061711735056,0.206234588930434,0.0417369234893116,0,0,0.509974110253459,0.500036795210516,0.100183813884297,0.509901951359278,0,0.299999999999999,0.282842712474618,0.0171572875253814,0.0571909584179382,0.0171572875253814
RTC_S01_B004,4,4,BEAMSPACE,BEAMSPACE,BEAMSPACE_MUSIC_K2,P1,1,4,-6,-5.77753170722136,106.535629821572,424.125981514007,1598.03444732358,6044.20669358062,e0c500f9428ab820fd87ec0403ea5da3d64523921ce4880dbecbd5c63ca671a9,0,0,NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK,"[[null,null],[null,null]]",0.00410555044642857,0,0,0,NaN,NaN,NaN,0.0417369234893116,0,0,NaN,NaN,NaN,NaN,NaN,0.299999999999999,NaN,NaN,NaN,NaN
RTC_S01_B005,5,5,BEAMSPACE,BEAMSPACE,TANGENT_PROFILE_CORE,P1,1,5,-6,-8.36325009646534,4.38731444139778,17.4662133859337,65.8097166209667,451.4555852826,16f27e5a22f95392ee90eb20c067e4a11d3dc1feca27234cf0736a567965ab6b,1,0,TANGENT_PROFILE_NO_FEASIBLE_SCALE,"[[null,null],[null,null]]",0.083226,113,227,2,NaN,NaN,NaN,0.0417369234893116,0,0,NaN,NaN,NaN,NaN,NaN,0.299999999999999,NaN,NaN,NaN,NaN
RTC_S01_B005,5,5,BEAMSPACE,BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,P1,1,5,-6,-8.36325009646534,4.38731444139778,17.4662133859337,65.8097166209667,451.4555852826,16f27e5a22f95392ee90eb20c067e4a11d3dc1feca27234cf0736a567965ab6b,1,1,FULL4D_CML_VALID,"[[7.9299349093543912,10.007820849439304],[7.8729707410536376,10.199686117837034]]",3.3829412,3404,6808,0,2,0.251193413526102,0.0865411713499976,0.0417369234893116,1,0,0.196677929745546,0.166777508169827,0.104247162156373,0.143095531122835,61.5359813620319,0.299999999999999,0.200142943136973,0.099857056863026,0.332856856210087,0.269858311131362
RTC_S01_B005,5,5,BEAMSPACE,BEAMSPACE,BEAMSPACE_MUSIC_K2,P1,1,5,-6,-8.36325009646534,4.38731444139778,17.4662133859337,65.8097166209667,451.4555852826,16f27e5a22f95392ee90eb20c067e4a11d3dc1feca27234cf0736a567965ab6b,0,0,NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK,"[[null,null],[null,null]]",0.00410555044642857,0,0,0,NaN,NaN,NaN,0.0417369234893116,0,0,NaN,NaN,NaN,NaN,NaN,0.299999999999999,NaN,NaN,NaN,NaN
RTC_S01_B006,6,6,BEAMSPACE,BEAMSPACE,TANGENT_PROFILE_CORE,P1,1,6,-6,-6.25571676478458,38.2759115265962,152.379148382092,574.138672898943,2424.31181245152,48c6ef3844d8a5080d919b449a6aa9e8a6220706f7eeff231199db00b0150a26,1,0,TANGENT_PROFILE_NO_FEASIBLE_SCALE,"[[null,null],[null,null]]",0.0693979,113,227,2,NaN,NaN,NaN,0.0417369234893116,0,0,NaN,NaN,NaN,NaN,NaN,0.299999999999999,NaN,NaN,NaN,NaN
RTC_S01_B006,6,6,BEAMSPACE,BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,P1,1,6,-6,-6.25571676478458,38.2759115265962,152.379148382092,574.138672898943,2424.31181245152,48c6ef3844d8a5080d919b449a6aa9e8a6220706f7eeff231199db00b0150a26,1,1,FULL4D_CML_VALID,"[[7.4604751141779317,9.8],[7.4,9.9989547147734932]]",0.8036019,820,1640,0,2,0.714144279341621,0.274224537264086,0.0417369234893116,0,0,0.594437648391899,0.585839488008358,0.100738334886956,0.578562047692295,61.9073950426338,0.299999999999999,0.207942823789222,0.0920571762107771,0.306857254035924,0.272925446199433
RTC_S01_B006,6,6,BEAMSPACE,BEAMSPACE,BEAMSPACE_MUSIC_K2,P1,1,6,-6,-6.25571676478458,38.2759115265962,152.379148382092,574.138672898943,2424.31181245152,48c6ef3844d8a5080d919b449a6aa9e8a6220706f7eeff231199db00b0150a26,0,0,NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK,"[[null,null],[null,null]]",0.00410555044642857,0,0,0,NaN,NaN,NaN,0.0417369234893116,0,0,NaN,NaN,NaN,NaN,NaN,0.299999999999999,NaN,NaN,NaN,NaN
RTC_S01_B007,7,7,BEAMSPACE,BEAMSPACE,TANGENT_PROFILE_CORE,P1,1,7,-6,-7.22641927305629,262.151795383028,1043.64509515457,3932.27693074541,20762.8048839407,8d001edb7cde7a9fa71401a800801b3496afea154472c8dd93de262c0bd6e36c,1,0,TANGENT_PROFILE_NO_FEASIBLE_SCALE,"[[null,null],[null,null]]",0.0423778,74,149,2,NaN,NaN,NaN,0.0417369234893116,0,0,NaN,NaN,NaN,NaN,NaN,0.299999999999999,NaN,NaN,NaN,NaN
RTC_S01_B007,7,7,BEAMSPACE,BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,P1,1,7,-6,-7.22641927305629,262.151795383028,1043.64509515457,3932.27693074541,20762.8048839407,8d001edb7cde7a9fa71401a800801b3496afea154472c8dd93de262c0bd6e36c,1,1,FULL4D_CML_VALID,"[[8.59874419480001,10.2],[8.6,10.2]]",0.7696959,800,1600,0,1,0.768396929834871,0.296987329798181,0.0417369234893116,0,0,0.649318186367394,0.608575473665709,0.226384628453435,0.631859882522764,45,0.299999999999999,0.00125580519998891,0.298744194800011,0.995813982666704,0.299113329731463
RTC_S01_B007,7,7,BEAMSPACE,BEAMSPACE,BEAMSPACE_MUSIC_K2,P1,1,7,-6,-7.22641927305629,262.151795383028,1043.64509515457,3932.27693074541,20762.8048839407,8d001edb7cde7a9fa71401a800801b3496afea154472c8dd93de262c0bd6e36c,0,0,NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK,"[[null,null],[null,null]]",0.00410555044642857,0,0,0,NaN,NaN,NaN,0.0417369234893116,0,0,NaN,NaN,NaN,NaN,NaN,0.299999999999999,NaN,NaN,NaN,NaN
RTC_S01_B008,8,8,BEAMSPACE,BEAMSPACE,TANGENT_PROFILE_CORE,P1,1,8,-6,-7.28892560213608,198.513854532631,790.297889436543,2977.70781798947,15950.512485834,316e8787e91e11830406ab8272fada076cf695db6f8ccf0b74f8a9b0d3191a29,1,0,TANGENT_PROFILE_NO_FEASIBLE_SCALE,"[[null,null],[null,null]]",0.0618324,114,229,2,NaN,NaN,NaN,0.0417369234893116,0,0,NaN,NaN,NaN,NaN,NaN,0.299999999999999,NaN,NaN,NaN,NaN
RTC_S01_B008,8,8,BEAMSPACE,BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,P1,1,8,-6,-7.28892560213608,198.513854532631,790.297889436543,2977.70781798947,15950.512485834,316e8787e91e11830406ab8272fada076cf695db6f8ccf0b74f8a9b0d3191a29,1,1,FULL4D_CML_VALID,"[[8.4766800866264926,9.8],[8.47635736867048,10]]",0.7363449,745,1490,0,1,0.59026825649708,0.236463385167757,0.0417369234893116,0,0,0.498388553047842,0.488215478292852,0.100183813884297,0.486898447111645,45.0924518040253,0.299999999999999,0.200000260367028,0.0999997396329718,0.33333246544324,0.212800864748144
RTC_S01_B008,8,8,BEAMSPACE,BEAMSPACE,BEAMSPACE_MUSIC_K2,P1,1,8,-6,-7.28892560213608,198.513854532631,790.297889436543,2977.70781798947,15950.512485834,316e8787e91e11830406ab8272fada076cf695db6f8ccf0b74f8a9b0d3191a29,0,0,NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK,"[[null,null],[null,null]]",0.00410555044642857,0,0,0,NaN,NaN,NaN,0.0417369234893116,0,0,NaN,NaN,NaN,NaN,NaN,0.299999999999999,NaN,NaN,NaN,NaN
RTC_S01_B009,9,9,BEAMSPACE,BEAMSPACE,TANGENT_PROFILE_CORE,P1,1,9,-6,-6.12091562175365,16.6476401015587,66.2754489722447,249.714601523381,1022.19911285279,e08c8029970f37488406cf0a1c2ca4243971ac30d06de6b435c227dbbed09cd3,1,0,TANGENT_PROFILE_NO_FEASIBLE_SCALE,"[[null,null],[null,null]]",0.0395313,74,149,2,NaN,NaN,NaN,0.0417369234893116,0,0,NaN,NaN,NaN,NaN,NaN,0.299999999999999,NaN,NaN,NaN,NaN
RTC_S01_B009,9,9,BEAMSPACE,BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,P1,1,9,-6,-6.12091562175365,16.6476401015587,66.2754489722447,249.714601523381,1022.19911285279,e08c8029970f37488406cf0a1c2ca4243971ac30d06de6b435c227dbbed09cd3,1,1,FULL4D_CML_VALID,"[[8.4898097614179076,9.8],[8.6,9.9973687279495955]]",1.0653725,1106,2212,0,1,0.603234230333512,0.24172508425867,0.0417369234893116,0,0,0.55663157326821,0.547283620668333,0.101584186304775,0.554243797550888,15.8255367717816,0.299999999999999,0.226044914676751,0.0739550853232486,0.246516951077496,0.103005266572395
RTC_S01_B009,9,9,BEAMSPACE,BEAMSPACE,BEAMSPACE_MUSIC_K2,P1,1,9,-6,-6.12091562175365,16.6476401015587,66.2754489722447,249.714601523381,1022.19911285279,e08c8029970f37488406cf0a1c2ca4243971ac30d06de6b435c227dbbed09cd3,0,0,NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK,"[[null,null],[null,null]]",0.00410555044642857,0,0,0,NaN,NaN,NaN,0.0417369234893116,0,0,NaN,NaN,NaN,NaN,NaN,0.299999999999999,NaN,NaN,NaN,NaN
RTC_S01_B010,10,10,BEAMSPACE,BEAMSPACE,TANGENT_PROFILE_CORE,P1,1,10,-6,-5.63368835067877,129.367937836102,515.023036922712,1940.51906754153,7100.46432190541,1fc4c6c7ece0a614b4e7045ed37c75a1531b0478145fbeec762aff1daa03d180,1,0,TANGENT_PROFILE_NO_FEASIBLE_SCALE,"[[null,null],[null,null]]",0.0625497,113,227,2,NaN,NaN,NaN,0.0417369234893116,0,0,NaN,NaN,NaN,NaN,NaN,0.299999999999999,NaN,NaN,NaN,NaN
RTC_S01_B010,10,10,BEAMSPACE,BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,P1,1,10,-6,-5.63368835067877,129.367937836102,515.023036922712,1940.51906754153,7100.46432190541,1fc4c6c7ece0a614b4e7045ed37c75a1531b0478145fbeec762aff1daa03d180,1,1,FULL4D_CML_VALID,"[[7.5895625215611995,9.8009101678754345],[7.8297563080535424,9.97277813452355]]",3.5421489,3653,7306,0,1,0.318269408798996,0.125496620953981,0.0417369234893116,0,0,0.312576495914357,0.290679412572062,0.114932784290902,0.311611780149213,9.41481055890393,0.299999999999999,0.29535005168323,0.00464994831676913,0.0154998277225638,0.0490780712879571
RTC_S01_B010,10,10,BEAMSPACE,BEAMSPACE,BEAMSPACE_MUSIC_K2,P1,1,10,-6,-5.63368835067877,129.367937836102,515.023036922712,1940.51906754153,7100.46432190541,1fc4c6c7ece0a614b4e7045ed37c75a1531b0478145fbeec762aff1daa03d180,0,0,NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK,"[[null,null],[null,null]]",0.00410555044642857,0,0,0,NaN,NaN,NaN,0.0417369234893116,0,0,NaN,NaN,NaN,NaN,NaN,0.299999999999999,NaN,NaN,NaN,NaN
RTC_S01_B011,11,11,BEAMSPACE,BEAMSPACE,TANGENT_PROFILE_CORE,P1,1,11,-6,-6.39059590071832,3.41413191980083,13.5919039848829,51.2119787970125,223.064853309284,1d35341885e349f1af9ba06fe8c04808c6c20fa4d047c3d0444bdf0f851e8bb3,1,0,TANGENT_PROFILE_NO_FEASIBLE_SCALE,"[[null,null],[null,null]]",0.0464912,74,149,2,NaN,NaN,NaN,0.0417369234893116,0,0,NaN,NaN,NaN,NaN,NaN,0.299999999999999,NaN,NaN,NaN,NaN
RTC_S01_B011,11,11,BEAMSPACE,BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,P1,1,11,-6,-6.39059590071832,3.41413191980083,13.5919039848829,51.2119787970125,223.064853309284,1d35341885e349f1af9ba06fe8c04808c6c20fa4d047c3d0444bdf0f851e8bb3,1,1,FULL4D_CML_VALID,"[[8.1465486534771649,10],[8.2523451839898279,10.2]]",3.1098752,3278,6556,0,1,0.273978414898342,0.10615221754463,0.0417369234893116,0,0,0.229439926344766,0.206411926100911,0.100183813884297,0.223112243931806,17.1219362818201,0.299999999999999,0.226258493472657,0.0737415065273421,0.245805021757807,0.10702535043261
RTC_S01_B011,11,11,BEAMSPACE,BEAMSPACE,BEAMSPACE_MUSIC_K2,P1,1,11,-6,-6.39059590071832,3.41413191980083,13.5919039848829,51.2119787970125,223.064853309284,1d35341885e349f1af9ba06fe8c04808c6c20fa4d047c3d0444bdf0f851e8bb3,0,0,NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK,"[[null,null],[null,null]]",0.00410555044642857,0,0,0,NaN,NaN,NaN,0.0417369234893116,0,0,NaN,NaN,NaN,NaN,NaN,0.299999999999999,NaN,NaN,NaN,NaN
RTC_S01_B012,12,12,BEAMSPACE,BEAMSPACE,TANGENT_PROFILE_CORE,P1,1,12,-6,-5.81201541238924,13.2875203189842,52.898571178629,199.312804784763,759.86552651696,39f4c7d56667bd6cd6d8eb9fea96b06549258295f36999315c9f19b3e0934157,1,0,TANGENT_PROFILE_NO_FEASIBLE_SCALE,"[[null,null],[null,null]]",0.0388209,74,149,2,NaN,NaN,NaN,0.0417369234893116,0,0,NaN,NaN,NaN,NaN,NaN,0.299999999999999,NaN,NaN,NaN,NaN
RTC_S01_B012,12,12,BEAMSPACE,BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,P1,1,12,-6,-5.81201541238924,13.2875203189842,52.898571178629,199.312804784763,759.86552651696,39f4c7d56667bd6cd6d8eb9fea96b06549258295f36999315c9f19b3e0934157,1,1,FULL4D_CML_VALID,"[[7.4005809311005617,9.800727841215334],[7.5396731501828214,9.9791464083179591]]",3.8700431,4044,8088,0,1,0.580439029439078,0.23116565031256,0.0417369234893116,0,0,0.542675817303599,0.531129980996117,0.111346243642043,0.541183138654342,7.06059943320046,0.299999999999999,0.226229596861642,0.0737704031383571,0.245901343794524,0.0804450899027329
RTC_S01_B012,12,12,BEAMSPACE,BEAMSPACE,BEAMSPACE_MUSIC_K2,P1,1,12,-6,-5.81201541238924,13.2875203189842,52.898571178629,199.312804784763,759.86552651696,39f4c7d56667bd6cd6d8eb9fea96b06549258295f36999315c9f19b3e0934157,0,0,NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK,"[[null,null],[null,null]]",0.00410555044642857,0,0,0,NaN,NaN,NaN,0.0417369234893116,0,0,NaN,NaN,NaN,NaN,NaN,0.299999999999999,NaN,NaN,NaN,NaN
RTC_S01_B013,13,13,BEAMSPACE,BEAMSPACE,TANGENT_PROFILE_CORE,P1,1,13,-6,-7.18545078590097,213.909400541839,851.588662045063,3208.64100812759,16782.8691405167,f14d6f9b14a976cb8b0519ae252a8957fabd642398477778ecdfdf7d7980fef2,1,0,TANGENT_PROFILE_NO_FEASIBLE_SCALE,"[[null,null],[null,null]]",0.0596023,112,225,2,NaN,NaN,NaN,0.0417369234893116,0,0,NaN,NaN,NaN,NaN,NaN,0.299999999999999,NaN,NaN,NaN,NaN
RTC_S01_B013,13,13,BEAMSPACE,BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,P1,1,13,-6,-7.18545078590097,213.909400541839,851.588662045063,3208.64100812759,16782.8691405167,f14d6f9b14a976cb8b0519ae252a8957fabd642398477778ecdfdf7d7980fef2,1,1,FULL4D_CML_VALID,"[[7.6137432182000717,9.801612490022352],[7.6280446387634706,9.9219091781441389]]",2.7267123,2704,5408,0,1,0.512267683525172,0.199609142089486,0.0417369234893116,0,0,0.418000180739456,0.391797972685375,0.145665712155771,0.403523828856915,38.2202368300496,0.299999999999999,0.121143814547841,0.178856185452159,0.59618728484053,0.218107043837411
RTC_S01_B013,13,13,BEAMSPACE,BEAMSPACE,BEAMSPACE_MUSIC_K2,P1,1,13,-6,-7.18545078590097,213.909400541839,851.588662045063,3208.64100812759,16782.8691405167,f14d6f9b14a976cb8b0519ae252a8957fabd642398477778ecdfdf7d7980fef2,0,0,NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK,"[[null,null],[null,null]]",0.00410555044642857,0,0,0,NaN,NaN,NaN,0.0417369234893116,0,0,NaN,NaN,NaN,NaN,NaN,0.299999999999999,NaN,NaN,NaN,NaN
RTC_S01_B014,14,14,BEAMSPACE,BEAMSPACE,TANGENT_PROFILE_CORE,P1,1,14,-6,-7.51412011458076,95.1260629257753,378.703677572743,1426.89094388663,8050.12813350419,0ba86e1c3c7fa81b2b5d8f091d2afac0cb1582f08268fe952e15e6515bf8a9d3,1,0,TANGENT_PROFILE_NO_FEASIBLE_SCALE,"[[null,null],[null,null]]",0.0585627,111,223,2,NaN,NaN,NaN,0.0417369234893116,0,0,NaN,NaN,NaN,NaN,NaN,0.299999999999999,NaN,NaN,NaN,NaN
RTC_S01_B014,14,14,BEAMSPACE,BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,P1,1,14,-6,-7.51412011458076,95.1260629257753,378.703677572743,1426.89094388663,8050.12813350419,0ba86e1c3c7fa81b2b5d8f091d2afac0cb1582f08268fe952e15e6515bf8a9d3,1,1,FULL4D_CML_VALID,"[[7.4,9.9860788521522643],[7.6,10.001638886587337]]",1.1227612,1128,2256,0,1,0.516728012929221,0.206168213316669,0.0417369234893116,0,0,0.509641685734248,0.500036795210516,0.098477668908448,0.500037712063217,40.5513397629686,0.299999999999999,0.2006043735107,0.0993956264892996,0.331318754964333,0.196946026643122
RTC_S01_B014,14,14,BEAMSPACE,BEAMSPACE,BEAMSPACE_MUSIC_K2,P1,1,14,-6,-7.51412011458076,95.1260629257753,378.703677572743,1426.89094388663,8050.12813350419,0ba86e1c3c7fa81b2b5d8f091d2afac0cb1582f08268fe952e15e6515bf8a9d3,0,0,NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK,"[[null,null],[null,null]]",0.00410555044642857,0,0,0,NaN,NaN,NaN,0.0417369234893116,0,0,NaN,NaN,NaN,NaN,NaN,0.299999999999999,NaN,NaN,NaN,NaN
RTC_S01_B015,15,15,BEAMSPACE,BEAMSPACE,TANGENT_PROFILE_CORE,P1,1,15,-6,-5.89256175838887,216.717713389084,862.76875686152,3250.76570083626,12625.3040152946,d7fc541a1f0f1ec3cd0c077644df2f63d8f2c47a752c6efa027c014dda5ee5fd,1,0,TANGENT_PROFILE_NO_FEASIBLE_SCALE,"[[null,null],[null,null]]",0.0564608,112,225,2,NaN,NaN,NaN,0.0417369234893116,0,0,NaN,NaN,NaN,NaN,NaN,0.299999999999999,NaN,NaN,NaN,NaN
RTC_S01_B015,15,15,BEAMSPACE,BEAMSPACE,FULL4D_BEAMSPACE_CML_MULTISTART,P1,1,15,-6,-5.89256175838887,216.717713389084,862.76875686152,3250.76570083626,12625.3040152946,d7fc541a1f0f1ec3cd0c077644df2f63d8f2c47a752c6efa027c014dda5ee5fd,1,1,FULL4D_CML_VALID,"[[8.370315861497259,9.8000678491638986],[8.5999040331134662,9.9268326790217216]]",4.5068672,4209,8418,0,1,0.525357569175254,0.205429106264898,0.0417369234893116,0,0,0.50584143803558,0.485188458391813,0.143065440541314,0.503961795527136,16.0951514856018,0.299999999999999,0.262259510094402,0.0377404899055973,0.125801633018658,0.0871336693355436
RTC_S01_B015,15,15,BEAMSPACE,BEAMSPACE,BEAMSPACE_MUSIC_K2,P1,1,15,-6,-5.89256175838887,216.717713389084,862.76875686152,3250.76570083626,12625.3040152946,d7fc541a1f0f1ec3cd0c077644df2f63d8f2c47a752c6efa027c014dda5ee5fd,0,0,NOT_APPLICABLE_INSUFFICIENT_SAMPLE_SUBSPACE_RANK,"[[null,null],[null,null]]",0.00410555044642857,0,0,0,NaN,NaN,NaN,0.0417369234893116,0,0,NaN,NaN,NaN,NaN,NaN,0.299999999999999,NaN,NaN,NaN,NaN
