"final_stage_status","calibration_status","execution_protocol","maximum_concurrent_workers","threads_per_worker","statistical_plan_changed_flag","seed_changed_flag","checkpoint_format_changed_flag","source_code_changed_flag","switch_timestamp_utc","completed_cells_at_switch","active_cell_at_switch","concurrency2_schedule_sha256","pilot_cell_count","pilot_normal_exit_count","pilot_cleanup_anomaly_count","pilot_scientific_failure_count","pilot_runtime_failure_count","pilot_retry_count","pilot_projected_reference_speedup","pilot_observed_workload_speedup","pilot_peak_combined_matlab_private_bytes","pilot_peak_total_memory_utilization_percent","downgraded_to_one_flag","downgrade_timestamp_utc","normal_exit_count","verified_cleanup_anomaly_count","retry_count","concurrency2_cell_count","concurrency1_cell_count","registered_cell_count","checkpoint_count","finite_lambda_count","unique_bootstrap_seed_count","finite_q_cell_count","mean_identity_pass_count","unresolved_scientific_failure_count","unresolved_runtime_failure_count","elapsed_wall_clock_sec","summed_cell_runtime_sec","maximum_G_bound_ratio","maximum_mean_bound_ratio","maximum_old_relative_error","minimum_fitted_mean_norm","threshold_aggregation_started_flag","stage8_2_started_flag","head_commit"
"PARTIAL_STAGE8_1_CALIBRATION_OR_VALIDATION","COMPLETE_PASS_300_CELL_CALIBRATION","STAGE8_1B_CELL_ISOLATED_CONCURRENCY2_V1","2","1","false","false","false","false","2026-07-21T04:26:52.8615422Z","65","","b47f09c23432ffd8c7cf2aff4cd20aace8c1981dd5e9fec4f14b7c969acecb62","8","8","0","0","0","1","1.2685468824524","1.32014223081182","4077293568","72.396676944981","1","2026-07-21T05:03:19.8923701Z","296","4","3","8","292","300","300","59700","59700","300","300","0","0","150620.302","80052.96","0","0.000304306434733709","3.40877105780953e-09","10.0349089161065","0","0","5b2f4c19f9d2b35ef616aa406ac971606056a4fa"
