row_type,scope_type,scope_value,white_beamspace_snr_target_db,method_id,reference_method_id,comparison_id,total_count,valid_count,valid_rate,median_joint_RMSE_deg,p90_joint_RMSE_deg,median_center_error_deg,p90_center_error_deg,median_axis_error_deg,p90_axis_error_deg,median_rho_error_deg,p90_rho_error_deg,median_rho_relative_error,p90_rho_relative_error,median_separation_vector_error_deg,p90_separation_vector_error_deg,upgrade_rate,fallback_rate,mean_score_call_count,mean_SVD_call_count,median_runtime_sec,p90_runtime_sec,paired_count,wins,ties,losses,non_tie_win_rate,median_paired_delta_deg,p90_paired_delta_deg
METHOD,EXACT_CELL,-6|P1|WHITE|L=1,-6,CORE_LITE,,,10,10,1,0.546119105088473,NaN,0.30811388300842,NaN,45,NaN,0.123606797749979,NaN,0.412022659166596,NaN,0.368147192211735,NaN,0,0,156.4,360.4,0.14044785,NaN,0,0,0,0,NaN,NaN,NaN
METHOD,EXACT_CELL,-6|P1|WHITE|L=1,-6,CORE_PLUS,,,10,10,1,0.523666936592712,NaN,0.422962295112561,NaN,45,NaN,0.222998588745032,NaN,0.743328629150109,NaN,0.299324898298448,NaN,0.6,0.4,1404,2857.3,1.1520717,NaN,0,0,0,0,NaN,NaN,NaN
METHOD,EXACT_CELL,-6|P1|WHITE|L=1,-6,TANGENT_PROFILE_SAFE,,,10,10,1,0.546119105088473,NaN,0.283132000150571,NaN,45,NaN,0.114958558739088,NaN,0.38319519579696,NaN,0.243978962605854,NaN,0.2,0.8,350.3,774.2,4.717509,NaN,0,0,0,0,NaN,NaN,NaN
PAIRWISE,EXACT_CELL,-6|P1|WHITE|L=1,-6,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,1,8,1,0.5,0,NaN
PAIRWISE,EXACT_CELL,-6|P1|WHITE|L=1,-6,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,3,4,3,0.5,0,NaN
METHOD,EXACT_CELL,-6|P1|WHITE|L=4,-6,CORE_LITE,,,10,10,1,0.506380358794124,NaN,0.461106256960522,NaN,45,NaN,0.1,NaN,0.333333333333334,NaN,0.212478672477061,NaN,0,0,166,382,0.1486633,NaN,0,0,0,0,NaN,NaN,NaN
METHOD,EXACT_CELL,-6|P1|WHITE|L=4,-6,CORE_PLUS,,,10,10,1,0.467875991290873,NaN,0.461106256960522,NaN,44.6386641908447,NaN,0.0980985265574143,NaN,0.326995088524715,NaN,0.211219388173136,NaN,0.5,0.5,1736.3,3524,1.6103034,NaN,0,0,0,0,NaN,NaN,NaN
METHOD,EXACT_CELL,-6|P1|WHITE|L=4,-6,TANGENT_PROFILE_SAFE,,,10,10,1,0.506380358794124,NaN,0.461106256960522,NaN,45,NaN,0.1,NaN,0.333333333333334,NaN,0.212478672477061,NaN,0,1,360.6,797.2,4.3139349,NaN,0,0,0,0,NaN,NaN,NaN
PAIRWISE,EXACT_CELL,-6|P1|WHITE|L=4,-6,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,0,10,0,0,0,NaN
PAIRWISE,EXACT_CELL,-6|P1|WHITE|L=4,-6,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,2,5,3,0.4,0,NaN
METHOD,EXACT_CELL,-6|P1|WHITE|L=8,-6,CORE_LITE,,,10,10,1,0.314420720839468,NaN,0.300000000000001,NaN,22.5000000000001,NaN,0.147213595499958,NaN,0.49071198499986,NaN,0.212478672477061,NaN,0,0,173.6,395.6,0.15584265,NaN,0,0,0,0,NaN,NaN,NaN
METHOD,EXACT_CELL,-6|P1|WHITE|L=8,-6,CORE_PLUS,,,10,10,1,0.299906073531266,NaN,0.281944523060392,NaN,26.0233015345415,NaN,0.0999989829815309,NaN,0.33332994327177,NaN,0.212028407247065,NaN,0.7,0.3,1602.9,3255.7,1.30262915,NaN,0,0,0,0,NaN,NaN,NaN
METHOD,EXACT_CELL,-6|P1|WHITE|L=8,-6,TANGENT_PROFILE_SAFE,,,10,10,1,0.314420720839468,NaN,0.300000000000001,NaN,22.5000000000001,NaN,0.147213595499958,NaN,0.49071198499986,NaN,0.212478672477061,NaN,0,1,404.5,883.4,4.32249425,NaN,0,0,0,0,NaN,NaN,NaN
PAIRWISE,EXACT_CELL,-6|P1|WHITE|L=8,-6,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,0,10,0,0,0,NaN
PAIRWISE,EXACT_CELL,-6|P1|WHITE|L=8,-6,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,2,4,4,0.333333333333333,0,NaN
METHOD,EXACT_CELL,-6|P1|STAGE5_TOEPLITZ_CORRELATED|L=1,-6,CORE_LITE,,,10,10,1,0.509974110253459,NaN,0.504950975679639,NaN,40.2688388959872,NaN,0.1,NaN,0.333333333333334,NaN,0.212478672477061,NaN,0,0,149,345,0.12752865,NaN,0,0,0,0,NaN,NaN,NaN
METHOD,EXACT_CELL,-6|P1|STAGE5_TOEPLITZ_CORRELATED|L=1,-6,CORE_PLUS,,,10,10,1,0.510467223338816,NaN,0.504950975679639,NaN,40.7756242817886,NaN,0.123606797749979,NaN,0.412022659166596,NaN,0.203591196561966,NaN,0.8,0.2,1176.4,2401.6,0.6374359,NaN,0,0,0,0,NaN,NaN,NaN
METHOD,EXACT_CELL,-6|P1|STAGE5_TOEPLITZ_CORRELATED|L=1,-6,TANGENT_PROFILE_SAFE,,,10,10,1,0.509974110253459,NaN,0.504950975679639,NaN,40.2688388959872,NaN,0.1,NaN,0.333333333333334,NaN,0.212478672477061,NaN,0,1,332.8,738.6,4.1851737,NaN,0,0,0,0,NaN,NaN,NaN
PAIRWISE,EXACT_CELL,-6|P1|STAGE5_TOEPLITZ_CORRELATED|L=1,-6,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,0,10,0,0,0,NaN
PAIRWISE,EXACT_CELL,-6|P1|STAGE5_TOEPLITZ_CORRELATED|L=1,-6,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,4,3,3,0.571428571428571,0,NaN
METHOD,EXACT_CELL,-6|P1|STAGE5_TOEPLITZ_CORRELATED|L=4,-6,CORE_LITE,,,10,10,1,0.31729998603709,NaN,0.26180339887499,NaN,45,NaN,0.1,NaN,0.333333333333334,NaN,0.247920644563966,NaN,0,0,160.1,368.1,0.15494055,NaN,0,0,0,0,NaN,NaN,NaN
METHOD,EXACT_CELL,-6|P1|STAGE5_TOEPLITZ_CORRELATED|L=4,-6,CORE_PLUS,,,10,10,1,0.410521236919546,NaN,0.26180339887499,NaN,45,NaN,0.147213595499958,NaN,0.490711984999861,NaN,0.299281438013773,NaN,0.5,0.5,1472.8,2995.1,0.84858395,NaN,0,0,0,0,NaN,NaN,NaN
METHOD,EXACT_CELL,-6|P1|STAGE5_TOEPLITZ_CORRELATED|L=4,-6,TANGENT_PROFILE_SAFE,,,10,10,1,0.31729998603709,NaN,0.245508300426165,NaN,45,NaN,0.1,NaN,0.333333333333334,NaN,0.299241771985796,NaN,0.2,0.8,399.2,872.3,4.37005675,NaN,0,0,0,0,NaN,NaN,NaN
PAIRWISE,EXACT_CELL,-6|P1|STAGE5_TOEPLITZ_CORRELATED|L=4,-6,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,2,8,0,1,0,NaN
PAIRWISE,EXACT_CELL,-6|P1|STAGE5_TOEPLITZ_CORRELATED|L=4,-6,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,5,3,2,0.714285714285714,-0.0040216198726214,NaN
METHOD,EXACT_CELL,-6|P1|STAGE5_TOEPLITZ_CORRELATED|L=8,-6,CORE_LITE,,,10,10,1,0.42291889257068,NaN,0.358113883008419,NaN,37.9818782660368,NaN,0.147213595499958,NaN,0.49071198499986,NaN,0.312394617519413,NaN,0,0,155.4,357.4,0.13712215,NaN,0,0,0,0,NaN,NaN,NaN
METHOD,EXACT_CELL,-6|P1|STAGE5_TOEPLITZ_CORRELATED|L=8,-6,CORE_PLUS,,,10,10,1,0.406077467837156,NaN,0.334416188989105,NaN,35.9116254436361,NaN,0.115993750863284,NaN,0.386645836210948,NaN,0.314352686710611,NaN,0.4,0.6,1725.2,3498.4,1.14300045,NaN,0,0,0,0,NaN,NaN,NaN
METHOD,EXACT_CELL,-6|P1|STAGE5_TOEPLITZ_CORRELATED|L=8,-6,TANGENT_PROFILE_SAFE,,,10,10,1,0.342856907890886,NaN,0.272071707099061,NaN,32.8246495162604,NaN,0.147213595499958,NaN,0.49071198499986,NaN,0.250456163004316,NaN,0.3,0.7,409.8,892.2,4.37937475,NaN,0,0,0,0,NaN,NaN,NaN
PAIRWISE,EXACT_CELL,-6|P1|STAGE5_TOEPLITZ_CORRELATED|L=8,-6,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,3,7,0,1,0,NaN
PAIRWISE,EXACT_CELL,-6|P1|STAGE5_TOEPLITZ_CORRELATED|L=8,-6,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,4,5,1,0.8,0,NaN
METHOD,EXACT_CELL,-6|P2|WHITE|L=1,-6,CORE_LITE,,,10,10,1,0.644299553754043,NaN,0.559708671874157,NaN,31.717474411461,NaN,0.0414213562373094,NaN,0.207106781186548,NaN,0.282842712474618,NaN,0,0,152.5,352.5,0.14120545,NaN,0,0,0,0,NaN,NaN,NaN
METHOD,EXACT_CELL,-6|P2|WHITE|L=1,-6,CORE_PLUS,,,10,10,1,0.688511260681693,NaN,0.638542571502351,NaN,54.0963344616277,NaN,0.197475869595808,NaN,0.987379347979041,NaN,0.242654315781999,NaN,0.8,0.2,1202.2,2453.6,0.68865925,NaN,0,0,0,0,NaN,NaN,NaN
METHOD,EXACT_CELL,-6|P2|WHITE|L=1,-6,TANGENT_PROFILE_SAFE,,,10,10,1,0.565616350468402,NaN,0.419535568042419,NaN,54.4506631594049,NaN,0.0857831565084049,NaN,0.428915782542026,NaN,0.282842712474618,NaN,0.2,0.8,360.2,793.9,4.4424755,NaN,0,0,0,0,NaN,NaN,NaN
PAIRWISE,EXACT_CELL,-6|P2|WHITE|L=1,-6,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,2,8,0,1,0,NaN
PAIRWISE,EXACT_CELL,-6|P2|WHITE|L=1,-6,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,4,4,2,0.666666666666667,0,NaN
METHOD,EXACT_CELL,-6|P2|WHITE|L=4,-6,CORE_LITE,,,10,10,1,0.505173079503935,NaN,0.364269164289302,NaN,45,NaN,0.0828427124746187,NaN,0.414213562373095,NaN,0.282842712474618,NaN,0,0,157.2,363.2,0.1470999,NaN,0,0,0,0,NaN,NaN,NaN
METHOD,EXACT_CELL,-6|P2|WHITE|L=4,-6,CORE_PLUS,,,10,10,1,0.39485051710978,NaN,0.297972595816257,NaN,45,NaN,0.125637254525337,NaN,0.628186272626685,NaN,0.200001264885126,NaN,0.6,0.4,1344.8,2740.1,0.8039864,NaN,0,0,0,0,NaN,NaN,NaN
METHOD,EXACT_CELL,-6|P2|WHITE|L=4,-6,TANGENT_PROFILE_SAFE,,,10,10,1,0.505173079503935,NaN,0.356155281280884,NaN,45,NaN,0.140562491007567,NaN,0.702812455037836,NaN,0.282842712474618,NaN,0.1,0.9,390.3,855.4,4.32776595,NaN,0,0,0,0,NaN,NaN,NaN
PAIRWISE,EXACT_CELL,-6|P2|WHITE|L=4,-6,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,1,9,0,1,0,NaN
PAIRWISE,EXACT_CELL,-6|P2|WHITE|L=4,-6,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,4,3,3,0.571428571428571,0,NaN
METHOD,EXACT_CELL,-6|P2|WHITE|L=8,-6,CORE_LITE,,,10,10,1,0.360555127546399,NaN,0.360555127546399,NaN,54.2174744114609,NaN,0.0414213562373097,NaN,0.207106781186549,NaN,0.282842712474618,NaN,0,0,175.9,399.9,0.1575569,NaN,0,0,0,0,NaN,NaN,NaN
METHOD,EXACT_CELL,-6|P2|WHITE|L=8,-6,CORE_PLUS,,,10,10,1,0.446780343319467,NaN,0.405966423452245,NaN,53.9153371048258,NaN,0.0538237257256941,NaN,0.269118628628472,NaN,0.227754139783642,NaN,0.8,0.2,1466.4,2982.5,0.8942075,NaN,0,0,0,0,NaN,NaN,NaN
METHOD,EXACT_CELL,-6|P2|WHITE|L=8,-6,TANGENT_PROFILE_SAFE,,,10,10,1,0.360555127546399,NaN,0.33997110540248,NaN,58.4724714676302,NaN,0.157029373110797,NaN,0.785146865553987,NaN,0.303619665020167,NaN,0.3,0.7,432.7,939.5,4.22603285,NaN,0,0,0,0,NaN,NaN,NaN
PAIRWISE,EXACT_CELL,-6|P2|WHITE|L=8,-6,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,3,7,0,1,0,NaN
PAIRWISE,EXACT_CELL,-6|P2|WHITE|L=8,-6,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,5,1,4,0.555555555555556,-0.0160623618283137,NaN
METHOD,EXACT_CELL,-6|P2|STAGE5_TOEPLITZ_CORRELATED|L=1,-6,CORE_LITE,,,10,10,1,0.398222510950233,NaN,0.386432845054083,NaN,76.717474411461,NaN,0,NaN,0,NaN,0.282842712474618,NaN,0,0,146.4,342.4,0.1324567,NaN,0,0,0,0,NaN,NaN,NaN
METHOD,EXACT_CELL,-6|P2|STAGE5_TOEPLITZ_CORRELATED|L=1,-6,CORE_PLUS,,,10,10,1,0.409501979867441,NaN,0.387006144799116,NaN,68.8091962581957,NaN,0.0608481181922114,NaN,0.304240590961058,NaN,0.200534772209768,NaN,0.8,0.2,1460,2971.1,0.89958115,NaN,0,0,0,0,NaN,NaN,NaN
METHOD,EXACT_CELL,-6|P2|STAGE5_TOEPLITZ_CORRELATED|L=1,-6,TANGENT_PROFILE_SAFE,,,10,10,1,0.398222510950233,NaN,0.386432845054083,NaN,85.2972674654442,NaN,0,NaN,0,NaN,0.282842712474618,NaN,0.1,0.9,358.5,792.6,4.171513,NaN,0,0,0,0,NaN,NaN,NaN
PAIRWISE,EXACT_CELL,-6|P2|STAGE5_TOEPLITZ_CORRELATED|L=1,-6,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,1,9,0,1,0,NaN
PAIRWISE,EXACT_CELL,-6|P2|STAGE5_TOEPLITZ_CORRELATED|L=1,-6,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,6,2,2,0.75,-0.00643506132481403,NaN
METHOD,EXACT_CELL,-6|P2|STAGE5_TOEPLITZ_CORRELATED|L=4,-6,CORE_LITE,,,10,10,1,0.360555127546399,NaN,0.249999999999999,NaN,44.9999999999998,NaN,0.247213595499957,NaN,1.23606797749979,NaN,0.399999999999999,NaN,0,0,174,394,0.1601842,NaN,0,0,0,0,NaN,NaN,NaN
METHOD,EXACT_CELL,-6|P2|STAGE5_TOEPLITZ_CORRELATED|L=4,-6,CORE_PLUS,,,10,10,1,0.34610880329097,NaN,0.227935060309149,NaN,46.3569225703035,NaN,0.17886724464577,NaN,0.894336223228853,NaN,0.234754959289987,NaN,0.4,0.6,1952.7,3952.7,1.69342875,NaN,0,0,0,0,NaN,NaN,NaN
METHOD,EXACT_CELL,-6|P2|STAGE5_TOEPLITZ_CORRELATED|L=4,-6,TANGENT_PROFILE_SAFE,,,10,10,1,0.360555127546399,NaN,0.249999999999999,NaN,44.9999999999999,NaN,0.247213595499957,NaN,1.23606797749979,NaN,0.399999999999999,NaN,0.1,0.9,406.9,885.8,4.473993,NaN,0,0,0,0,NaN,NaN,NaN
PAIRWISE,EXACT_CELL,-6|P2|STAGE5_TOEPLITZ_CORRELATED|L=4,-6,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,1,9,0,1,0,NaN
PAIRWISE,EXACT_CELL,-6|P2|STAGE5_TOEPLITZ_CORRELATED|L=4,-6,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,3,6,1,0.75,0,NaN
METHOD,EXACT_CELL,-6|P2|STAGE5_TOEPLITZ_CORRELATED|L=8,-6,CORE_LITE,,,10,10,1,0.331662479035539,NaN,0.258113883008418,NaN,44.9999999999999,NaN,0.082842712474619,NaN,0.414213562373097,NaN,0.199999999999999,NaN,0,0,170.4,388.4,0.1688827,NaN,0,0,0,0,NaN,NaN,NaN
METHOD,EXACT_CELL,-6|P2|STAGE5_TOEPLITZ_CORRELATED|L=8,-6,CORE_PLUS,,,10,10,1,0.348942186411519,NaN,0.286890432853023,NaN,46.2837357810326,NaN,0.118425816259108,NaN,0.592129081295544,NaN,0.206916717701986,NaN,0.9,0.1,1408.5,2866.4,0.8701566,NaN,0,0,0,0,NaN,NaN,NaN
METHOD,EXACT_CELL,-6|P2|STAGE5_TOEPLITZ_CORRELATED|L=8,-6,TANGENT_PROFILE_SAFE,,,10,10,1,0.331662479035539,NaN,0.258113883008418,NaN,44.9999999999999,NaN,0.082842712474619,NaN,0.414213562373097,NaN,0.199999999999999,NaN,0,1,390.1,853.8,4.46765405,NaN,0,0,0,0,NaN,NaN,NaN
PAIRWISE,EXACT_CELL,-6|P2|STAGE5_TOEPLITZ_CORRELATED|L=8,-6,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,0,10,0,0,0,NaN
PAIRWISE,EXACT_CELL,-6|P2|STAGE5_TOEPLITZ_CORRELATED|L=8,-6,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,7,1,2,0.777777777777778,-0.00877840629498758,NaN
METHOD,EXACT_CELL,-6|P3|WHITE|L=1,-6,CORE_LITE,,,10,10,1,0.50062460986252,NaN,0.473606797749979,NaN,45,NaN,0.0914213562373101,NaN,0.60947570824874,NaN,0.206155281280883,NaN,0,0,143.8,335.8,0.13028895,NaN,0,0,0,0,NaN,NaN,NaN
METHOD,EXACT_CELL,-6|P3|WHITE|L=1,-6,CORE_PLUS,,,10,10,1,0.515059779018877,NaN,0.50725140221046,NaN,37.2038474925142,NaN,0.147621077537401,NaN,0.984140516916017,NaN,0.149500813324192,NaN,0.7,0.3,2094.7,4238.8,1.54093085,NaN,0,0,0,0,NaN,NaN,NaN
METHOD,EXACT_CELL,-6|P3|WHITE|L=1,-6,TANGENT_PROFILE_SAFE,,,10,10,1,0.50062460986252,NaN,0.473606797749979,NaN,45,NaN,0.0914213562373101,NaN,0.60947570824874,NaN,0.206155281280883,NaN,0.1,0.9,364.8,803.8,4.2853059,NaN,0,0,0,0,NaN,NaN,NaN
PAIRWISE,EXACT_CELL,-6|P3|WHITE|L=1,-6,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,0,9,1,0,0,NaN
PAIRWISE,EXACT_CELL,-6|P3|WHITE|L=1,-6,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,5,3,2,0.714285714285714,-0.00729699091746372,NaN
METHOD,EXACT_CELL,-6|P3|WHITE|L=4,-6,CORE_LITE,,,10,10,1,0.515388203202207,NaN,0.5,NaN,35.7825255885391,NaN,0.0500000000000016,NaN,0.333333333333347,NaN,0.249999999999999,NaN,0,0,163.6,377.6,0.1424109,NaN,0,0,0,0,NaN,NaN,NaN
METHOD,EXACT_CELL,-6|P3|WHITE|L=4,-6,CORE_PLUS,,,10,10,1,0.523088286560049,NaN,0.499999999999999,NaN,41.0545430775679,NaN,0.163208226593206,NaN,1.08805484395471,NaN,0.217389550254824,NaN,0.6,0.4,1912.9,3877.6,1.3022632,NaN,0,0,0,0,NaN,NaN,NaN
METHOD,EXACT_CELL,-6|P3|WHITE|L=4,-6,TANGENT_PROFILE_SAFE,,,10,10,1,0.515388203202207,NaN,0.5,NaN,35.7825255885391,NaN,0.0500000000000016,NaN,0.333333333333347,NaN,0.249999999999999,NaN,0,1,387.6,851.6,4.25966465,NaN,0,0,0,0,NaN,NaN,NaN
PAIRWISE,EXACT_CELL,-6|P3|WHITE|L=4,-6,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,0,10,0,0,0,NaN
PAIRWISE,EXACT_CELL,-6|P3|WHITE|L=4,-6,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,3,5,2,0.6,0,NaN
METHOD,EXACT_CELL,-6|P3|WHITE|L=8,-6,CORE_LITE,,,10,10,1,0.387244299208241,NaN,0.358113883008419,NaN,26.5650511770781,NaN,0.273606797749979,NaN,1.82404531833321,NaN,0.285078105935821,NaN,0,0,170,388,0.1519121,NaN,0,0,0,0,NaN,NaN,NaN
METHOD,EXACT_CELL,-6|P3|WHITE|L=8,-6,CORE_PLUS,,,10,10,1,0.332442175277266,NaN,0.254271994381076,NaN,24.3464019623187,NaN,0.148527321759805,NaN,0.990182145065374,NaN,0.154795461575824,NaN,0.8,0.2,1154.1,2358.1,0.80287495,NaN,0,0,0,0,NaN,NaN,NaN
METHOD,EXACT_CELL,-6|P3|WHITE|L=8,-6,TANGENT_PROFILE_SAFE,,,10,10,1,0.387244299208241,NaN,0.358113883008419,NaN,26.5650511770781,NaN,0.273606797749979,NaN,1.82404531833321,NaN,0.285078105935821,NaN,0,1,374.4,822.8,4.2387537,NaN,0,0,0,0,NaN,NaN,NaN
PAIRWISE,EXACT_CELL,-6|P3|WHITE|L=8,-6,TANGENT_PROFILE_SAFE,CORE_LITE,TANGENT_VS_CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,0,10,0,0,0,NaN
PAIRWISE,EXACT_CELL,-6|P3|WHITE|L=8,-6,TANGENT_PROFILE_SAFE,CORE_PLUS,TANGENT_VS_CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,4,2,4,0.5,0,NaN
METHOD,EXACT_CELL,-6|P3|STAGE5_TOEPLITZ_CORRELATED|L=1,-6,CORE_LITE,,,10,10,1,0.519860538091858,NaN,0.358113883008419,NaN,35.782525588539,NaN,0.297213595499958,NaN,1.98142396999974,NaN,0.320156211871642,NaN,0,0,157.3,363.3,0.12891735,NaN,0,0,0,0,NaN,NaN,NaN
METHOD,EXACT_CELL,-6|P3|STAGE5_TOEPLITZ_CORRELATED|L=1,-6,CORE_PLUS,,,10,10,1,0.51177697800531,NaN,0.385684238752815,NaN,52.7940671022534,NaN,0.223105293635989,NaN,1.48736862423994,NaN,0.263155746576262,NaN,0.5,0.5,1530.6,3111.4,1.19421025,NaN,0,0,0,0,NaN,NaN,NaN
