row_type,scope_type,scope_value,method_id,reference_method_id,total_count,valid_count,valid_rate,median_joint_RMSE_deg,p90_joint_RMSE_deg,median_center_error_deg,p90_center_error_deg,median_axis_error_deg,p90_axis_error_deg,median_rho_error_deg,p90_rho_error_deg,median_rho_relative_error,p90_rho_relative_error,median_separation_vector_error_deg,p90_separation_vector_error_deg,upgrade_rate,fallback_rate,mean_score_call_count,mean_SVD_call_count,median_runtime_sec,p90_runtime_sec,resulting_element_snr_median_db,resulting_element_snr_min_db,resulting_element_snr_max_db,realized_white_snr_median_db,realized_white_snr_p90_db,comparison_id,paired_count,wins,ties,losses
METHOD,SNR,0,CORE_LITE,,24,24,1,0.470411305736164,0.555593588304321,0.310182946265874,0.509901951359278,45,84.4695153531234,0.147213595499958,0.83130941053589,0.942809041582069,4.81554944214037,0.309819290833518,0.859472654238307,0,0,163.041666666667,374.041666666667,0.15776815,0.18058578,-22.0329332039119,-22.699932824651,-21.4197201361639,0.0407629610250471,0.819577859823233,,0,0,0,0
METHOD,SNR,0,CORE_PLUS,,24,24,1,0.469699621703765,0.626914368490417,0.301619558791835,0.615812012761992,45,88.0635957170543,0.147213595499958,0.743960918192843,0.980462421025791,4.34281031139684,0.239344003934357,0.779094558059912,0.833333333333333,0.166666666666667,1478.54166666667,3006.66666666667,1.02962025,1.82104165,-22.0329332039119,-22.699932824651,-21.4197201361639,0.0407629610250471,0.819577859823233,,0,0,0,0
METHOD,SNR,0,TANGENT_PROFILE_SAFE,,24,24,1,0.445946718074661,0.551535062154946,0.291421356237308,0.507679500268307,38.559447573192,71.5650511770779,0.167632693427922,0.83130941053589,0.96512947838971,4.81554944214037,0.318224146423215,0.859472654238307,0.416666666666667,0.583333333333333,418.291666666667,910.541666666667,4.5319905,4.56827396,-22.0329332039119,-22.699932824651,-21.4197201361639,0.0407629610250471,0.819577859823233,,0,0,0,0
PAIRWISE,SNR,0,TANGENT_PROFILE_SAFE,CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TANGENT_VS_CORE_LITE,24,7,14,3
PAIRWISE,SNR,0,TANGENT_PROFILE_SAFE,CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TANGENT_VS_CORE_PLUS,24,14,4,6
METHOD,SNR,6,CORE_LITE,,24,24,1,0.257287565553229,0.512042207507816,0.190138781886599,0.470933866224477,26.5650511770781,57.9044641760455,0.11642135623731,0.545835693310043,0.942809041582069,2.11359436211787,0.212478672477061,0.566174179917754,0,0,162.416666666667,372.583333333333,0.14642915,0.18656834,-16.0333342920124,-16.7586511928087,-15.4197195094785,6.07602357415737,6.7206089825312,,0,0,0,0
METHOD,SNR,6,CORE_PLUS,,24,24,1,0.253353202924449,0.53753191640776,0.206986856162498,0.511858702264471,26.5650511770781,56.8473120216713,0.198897941242676,0.401274322384247,0.994916016424549,2.10802155311779,0.223321570934408,0.423667625538514,0.625,0.375,1982.70833333333,4014.54166666667,1.55756105,2.60080644,-16.0333342920124,-16.7586511928087,-15.4197195094785,6.07602357415737,6.7206089825312,,0,0,0,0
METHOD,SNR,6,TANGENT_PROFILE_SAFE,,24,24,1,0.164316146639825,0.512042207507816,0.112867574282427,0.458166538263918,26.15687267683,62.038735340166,0.151885874927003,0.422718872423573,0.993912998420452,1.99442719099993,0.199097561785296,0.433983383074449,0.541666666666667,0.458333333333333,419.083333333333,911.916666666667,4.5256272,4.59632728,-16.0333342920124,-16.7586511928087,-15.4197195094785,6.07602357415737,6.7206089825312,,0,0,0,0
PAIRWISE,SNR,6,TANGENT_PROFILE_SAFE,CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TANGENT_VS_CORE_LITE,24,12,11,1
PAIRWISE,SNR,6,TANGENT_PROFILE_SAFE,CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TANGENT_VS_CORE_PLUS,24,17,3,4
METHOD,PROFILE,P1,CORE_LITE,,18,18,1,0.508783244312557,0.548895979730589,0.5,0.53851648071345,45,71.565051177078,0.1,0.182755144334742,0.333333333333334,0.609183814449142,0.212478672477061,0.452931767772601,0,0,157.722222222222,363.722222222222,0.148005,0.18227442,-22.0419108128362,-29.0947966576344,-15.4197201460617,0.24407240251904,6.13228607385714,,0,0,0,0
METHOD,PROFILE,P1,CORE_PLUS,,18,18,1,0.5099727230638,0.649401916215796,0.5,0.631951994084374,34.1863779811518,70.4708674572989,0.167524786569949,0.298974262625489,0.558415955233166,0.9965808754183,0.297895324987128,0.452931767772601,0.722222222222222,0.277777777777778,1655.05555555556,3359.94444444444,1.33496925,1.82629606,-22.0419108128362,-29.0947966576344,-15.4197201460617,0.24407240251904,6.13228607385714,,0,0,0,0
METHOD,PROFILE,P1,TANGENT_PROFILE_SAFE,,18,18,1,0.489597275024361,0.548895979730589,0.456155281280883,0.53851648071345,45,71.5650511770779,0.1,0.298999999999998,0.333333333333334,0.996666666666663,0.212478672477061,0.452931767772601,0.222222222222222,0.777777777777778,406.833333333333,887.944444444444,4.52125375,4.57082333,-22.0419108128362,-29.0947966576344,-15.4197201460617,0.24407240251904,6.13228607385714,,0,0,0,0
PAIRWISE,PROFILE,P1,TANGENT_PROFILE_SAFE,CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TANGENT_VS_CORE_LITE,18,4,14,0
PAIRWISE,PROFILE,P1,TANGENT_PROFILE_SAFE,CORE_PLUS,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TANGENT_VS_CORE_PLUS,18,11,3,4
METHOD,PROFILE,P2,CORE_LITE,,18,18,1,0.34610880329097,0.562080384794242,0.3,0.438617393793236,20.1181791546368,90,0.165028153987288,0.913923072998831,0.825140769936444,4.56961536499417,0.341421356237308,0.926099033699941,0,0,162.833333333333,374.388888888889,0.14902725,0.18763313,-22.0410561151626,-28.6653683501042,-15.4197207397322,0.110424644363319,6.39451613455284,,0,0,0,0
METHOD,PROFILE,P2,CORE_PLUS,,18,18,1,0.323884691395375,0.558427709490567,0.274498430893506,0.467264677203946,26.4939815088538,80.8199092772132,0.198897941242676,0.693311478651851,0.994489706213383,3.46655739325927,0.269096233796907,0.699873157360411,0.777777777777778,0.222222222222222,1379.05555555556,2808.5,0.83394275,1.96426793,-22.0410561151626,-28.6653683501042,-15.4197207397322,0.110424644363319,6.39451613455284,,0,0,0,0
METHOD,PROFILE,P2,TANGENT_PROFILE_SAFE,,18,18,1,0.34610880329097,0.574456264653802,0.291421356237308,0.450172338007271,20.1181791546368,85.2505573713273,0.198949266350757,0.913923072998831,0.994746331753787,4.56961536499417,0.341421356237308,0.926099033699941,0.277777777777778,0.722222222222222,394.166666666667,863.055555555556,4.5271748,4.57151438,-22.0410561151626,-28.6653683501042,-15.4197207397322,0.110424644363319,6.39451613455284,,0,0,0,0
PAIRWISE,PROFILE,P2,TANGENT_PROFILE_SAFE,CORE_LITE,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TANGENT_VS_CORE_LITE,18,2,13,3
