scenario,data_split,trial_id,method,start_id,domain_hash,iteration,score,rss,max_angle_update_deg,relative_score_change,function_converged,angle_converged,monotonicity_violation_flag,statistical_calibration_status,phase_factor
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,29,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,19346.4317035357,21.5530556108752,0.800000000000001,0.00243332249416399,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,29,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,2,19349.4489869078,18.5357722387853,0.200000000000001,0.000155960717631378,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,29,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,3,19349.4489869078,18.5357722387853,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,30,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,19305.6455164652,63.0651089745515,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,30,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,19350.1632166142,18.5474088255432,0.199999999999999,0.00230594206813963,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,30,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,2,19350.1632166142,18.5474088255432,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,30,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,19068.1340552037,300.576570235989,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,30,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,19340.4848026114,28.2258228283281,0.6,0.0142830308733505,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,30,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,2,19350.1632166142,18.5474088255432,0.199999999999999,0.000500422512753044,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,30,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,3,19350.1632166142,18.5474088255432,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,30,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,19300.2047225364,68.5059029033,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,30,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,19347.1507265395,21.5598989002283,0.800000000000001,0.0024324096390674,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,30,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,2,19350.1548801007,18.5557453390429,0.200000000000001,0.000155276278334071,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,30,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,3,19350.1548801007,18.5557453390429,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,31,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,19307.002145028,62.9947856951585,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,31,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,19351.440938747,18.5559919762054,0.6,0.00230169310518242,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,31,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,2,19351.440938747,18.5559919762054,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,31,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,19069.4707913176,300.52613940556,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,31,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,19341.7391437874,28.2577869357519,0.6,0.0142777088808239,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,31,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,2,19351.4538565194,18.5430742038043,0.199999999999999,0.000502266764106786,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,31,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,3,19351.4538565194,18.5430742038043,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,31,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,19301.5165137589,68.4804169642484,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,31,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,19348.3716704532,21.6252602699933,0.800000000000001,0.0024275375803168,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,31,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,2,19351.440938747,18.5559919762054,0.200000000000001,0.000158631865568045,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,31,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,3,19351.440938747,18.5559919762054,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,32,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,19304.2650668788,63.0023348667346,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,32,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,19348.7205232533,18.5468784922996,0.199999999999999,0.00230288261275013,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,32,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,2,19348.7205232533,18.5468784922996,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,32,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,19066.8431084098,300.424293335731,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,32,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,19339.0479181828,28.2194835627815,0.6,0.0142763439246473,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,32,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,2,19348.7205232533,18.5468784922996,0.199999999999999,0.000500159320738208,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,32,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,3,19348.7205232533,18.5468784922996,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,32,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,19298.6935254577,68.5738762878937,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,32,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,19345.7112308271,21.5561709184767,0.800000000000001,0.00243631545873269,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,32,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,2,19348.7149037246,18.5524980209957,0.200000000000001,0.000155262986283735,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,32,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,3,19348.7149037246,18.5524980209957,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,33,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,19306.0247343013,63.0193461059062,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,33,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,19350.5381354855,18.5059449216897,0.6,0.00230567409898367,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,33,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,2,19350.5381354855,18.5059449216897,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,33,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,19068.6932178799,300.350862527284,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,33,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,19340.7702164923,28.2738639148738,0.6,0.0142682561150701,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,33,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,2,19350.4590892584,18.5849911487312,0.199999999999999,0.00050095589046814,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,33,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,3,19350.4590892584,18.5849911487312,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,33,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,19300.5797996976,68.4642807095988,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,33,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,19347.5007899015,21.5432905056623,0.800000000000001,0.00243106635608282,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,33,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,2,19350.5381354855,18.5059449216897,0.200000000000001,0.000156989040442784,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,33,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,3,19350.5381354855,18.5059449216897,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,34,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,19305.7022672414,63.0230354401174,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,34,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,19350.1748177959,18.5504848856035,0.6,0.00230359662336535,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,34,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,2,19350.1748177959,18.5504848856035,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,34,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,19068.3451603917,300.380142289778,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,34,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,19340.5014492004,28.2238534810967,0.6,0.01427267476645,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,34,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,2,19350.1797126234,18.5455900581001,0.199999999999999,0.000500414296310648,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,34,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,3,19350.1797126234,18.5455900581001,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,34,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,19300.2631922658,68.462110415654,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,34,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,19347.1530858411,21.5722168403772,0.800000000000001,0.00242949503372923,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,34,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,2,19350.1748177959,18.5504848856035,0.200000000000001,0.000156184837188533,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,34,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,3,19350.1748177959,18.5504848856035,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,35,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,19305.6008674014,63.0984834717019,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,35,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,19350.1177782787,18.5815725943357,0.199999999999999,0.00230590651817191,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,35,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,2,19350.1177782787,18.5815725943357,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,35,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,19068.2786639948,300.420686878315,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,35,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,19340.4378525197,28.2614983533931,0.6,0.0142728766094037,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,35,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,2,19350.1177782787,18.5815725943357,0.199999999999999,0.000500501893125251,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,35,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,3,19350.1177782787,18.5815725943357,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,35,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,19300.2268444232,68.4725064499216,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,35,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,19347.1598566039,21.539494269211,0.800000000000001,0.00243173370753785,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,35,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,2,19350.1823272977,18.5170235753903,0.200000000000001,0.000156222965862815,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,35,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,3,19350.1823272977,18.5170235753903,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,36,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,19306.2894863351,63.0833809978103,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,36,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,19350.835038735,18.5378285979277,0.199999999999999,0.00230730780409212,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,36,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,2,19350.835038735,18.5378285979277,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,36,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,19068.8539305685,300.51893676446,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,36,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,19341.1619862108,28.2108811221769,0.6,0.0142802528475902,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,36,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,2,19350.835038735,18.5378285979277,0.199999999999999,0.000500127786073329,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,36,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,3,19350.835038735,18.5378285979277,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,36,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,19300.8793055306,68.493561802341,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,36,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,19347.7915763752,21.5812909577362,0.800000000000001,0.00243057687175746,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,36,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,2,19350.817347674,18.5555196589085,0.200000000000001,0.000156388458438967,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,36,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,3,19350.817347674,18.5555196589085,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,37,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,19305.4673746211,63.0999405217299,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,37,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,19350.0395055434,18.5278095994763,0.199999999999999,0.00230878279491166,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,37,MAIN_GROUPED_CONDITIONAL_JOINT,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,2,19350.0395055434,18.5278095994763,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,37,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,19068.082218065,300.485097077901,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,37,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,19340.3204229625,28.2468921803666,0.6,0.0142771675611729,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,37,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,2,19350.0395055434,18.5278095994763,0.199999999999999,0.000502529553199693,0,0,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,37,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,1,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,3,19350.0395055434,18.5278095994763,0,0,1,1,0,NOT_CALIBRATED_STAGE5,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,37,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,0,19300.0687247732,68.4985903697125,0,Inf,0,0,0,NOT_CALIBRATED_STAGE5,1
