scenario,data_split,trial_id,method,score,rss,normalized_score_gap_to_local_full,success_flag,wrong_local_peak_flag,num_score_eval_total,statistical_calibration_status,domain_hash,phase_factor
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,51,LOCAL_FULL_DML_REFERENCE,19348.9815405418,18.5450754721569,0,1,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,51,CONVENTIONAL_DBF,19067.1535383562,300.373077657794,0.0145655212702087,0,0,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,52,MAIN_GROUPED_CONDITIONAL_JOINT,19350.8818142661,18.5195910877774,3.76001346296237e-16,1,0,64,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,52,GROUPED_CONDITIONAL_ONLY,19306.3396186686,63.061786685259,0.00230181735514766,1,0,24,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,52,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,19350.8818142661,18.5195910877774,3.76001346296237e-16,1,0,121,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,52,LOCAL_FULL_DML_REFERENCE,19350.8818142661,18.5195910877701,0,1,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,52,CONVENTIONAL_DBF,19069.1499576967,300.251447657185,0.014559122383855,0,0,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,53,MAIN_GROUPED_CONDITIONAL_JOINT,19350.4506573646,18.536168546103,1.1280291725011e-15,1,0,64,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,53,GROUPED_CONDITIONAL_ONLY,19305.9224473599,63.0643785507273,0.00230114589024825,1,0,24,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,53,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,19350.4506573646,18.536168546103,1.1280291725011e-15,1,0,121,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,53,LOCAL_FULL_DML_REFERENCE,19350.4506573646,18.5361685460812,0,1,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,53,CONVENTIONAL_DBF,19068.5293877603,300.457438150414,0.0145692353421772,0,0,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,54,MAIN_GROUPED_CONDITIONAL_JOINT,19351.6722574113,18.5435169421617,-7.51971976106292e-16,1,0,64,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,54,GROUPED_CONDITIONAL_ONLY,19307.2271808829,62.9885934705526,0.00229670469493172,1,0,24,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,54,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,19351.6722574113,18.5435169421617,-7.51971976106292e-16,1,0,121,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,54,LOCAL_FULL_DML_REFERENCE,19351.6722574113,18.5435169421762,0,1,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,54,CONVENTIONAL_DBF,19069.5881529684,300.627621385069,0.0145767301497606,0,0,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,55,MAIN_GROUPED_CONDITIONAL_JOINT,19350.3817076083,18.5330247760903,0,1,0,64,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,55,GROUPED_CONDITIONAL_ONLY,19305.9327624214,62.9819699630207,0.00229705779754482,1,0,24,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,55,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,19350.3817076083,18.5330247760903,0,1,0,121,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,55,LOCAL_FULL_DML_REFERENCE,19350.3817076083,18.5330247760903,0,1,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,55,CONVENTIONAL_DBF,19068.4667277515,300.448004632937,0.0145689622104975,0,0,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,56,MAIN_GROUPED_CONDITIONAL_JOINT,19350.0937396977,18.5463306398669,3.79775796803941e-07,1,0,64,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,56,GROUPED_CONDITIONAL_ONLY,19305.6485846489,62.9914856886426,0.00229727501400436,1,0,24,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,56,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,19350.1010883977,18.5389819398224,7.52033033930356e-16,1,0,121,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,56,LOCAL_FULL_DML_REFERENCE,19350.1010883978,18.5389819398079,0,1,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,56,CONVENTIONAL_DBF,19068.3521570967,300.287913240853,0.0145605922167497,0,0,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,57,MAIN_GROUPED_CONDITIONAL_JOINT,19349.5124548231,18.5436171408837,-9.40069889509e-16,1,0,64,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,57,GROUPED_CONDITIONAL_ONLY,19305.0803862314,62.9756857326138,0.00229628879257041,1,0,24,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,57,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,19349.5124548231,18.5436171408837,-9.40069889509e-16,1,0,121,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,57,LOCAL_FULL_DML_REFERENCE,19349.5124548231,18.5436171409019,0,1,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,57,CONVENTIONAL_DBF,19067.5658755417,300.490196422306,0.014571249789352,0,0,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,58,MAIN_GROUPED_CONDITIONAL_JOINT,19350.5696083578,18.5415727689979,1.12802223832845e-15,1,0,64,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,58,GROUPED_CONDITIONAL_ONLY,19306.0098373777,63.1013437491165,0.00230276275489556,1,0,24,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,58,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,19350.5696083578,18.5415727689979,1.12802223832845e-15,1,0,121,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,58,LOCAL_FULL_DML_REFERENCE,19350.5696083578,18.541572768976,0,1,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,58,CONVENTIONAL_DBF,19068.7666238765,300.344557250297,0.0145630330364852,0,0,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,59,MAIN_GROUPED_CONDITIONAL_JOINT,19351.1088899855,18.5758087043396,3.29871062816839e-06,1,0,64,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,59,GROUPED_CONDITIONAL_ONLY,19306.581617072,63.1030816178245,0.00230431031074066,1,0,24,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,59,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,19351.1727239046,18.5119747851932,-7.51991387601578e-16,1,0,121,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,59,LOCAL_FULL_DML_REFERENCE,19351.1727239046,18.5119747852077,0,1,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,59,CONVENTIONAL_DBF,19069.1955558164,300.489142873448,0.0145715803435475,0,0,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,60,MAIN_GROUPED_CONDITIONAL_JOINT,19350.3772146108,18.5447565383074,5.93613046416187e-08,1,0,64,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,60,GROUPED_CONDITIONAL_ONLY,19305.9252461028,62.9967250462796,0.00229727379677731,1,0,24,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,60,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,19350.3783632745,18.543607874617,7.52022257920561e-16,1,0,121,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,60,LOCAL_FULL_DML_REFERENCE,19350.3783632745,18.5436078746025,0,1,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,60,CONVENTIONAL_DBF,19068.5539489748,300.368022174254,0.0145642844294214,0,0,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,61,MAIN_GROUPED_CONDITIONAL_JOINT,19350.4358059482,18.5541365294084,9.40025031884145e-16,1,0,64,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,61,GROUPED_CONDITIONAL_ONLY,19306.0227763618,62.9671661158136,0.00229519531403892,1,0,24,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,61,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,19350.4358059482,18.5541365294084,9.40025031884145e-16,1,0,121,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,61,LOCAL_FULL_DML_REFERENCE,19350.4358059482,18.5541365293902,0,1,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,61,CONVENTIONAL_DBF,19068.450099571,300.539842906601,0.0145725765148157,0,0,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,62,MAIN_GROUPED_CONDITIONAL_JOINT,19349.9343350081,18.5406078528067,-9.40049393477744e-16,1,0,64,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,62,GROUPED_CONDITIONAL_ONLY,19305.4540779393,63.0208649216584,0.00229872909637524,1,0,24,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,62,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,19349.9343350081,18.5406078528067,-9.40049393477744e-16,1,0,121,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,62,LOCAL_FULL_DML_REFERENCE,19349.9343350081,18.5406078528249,0,1,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,62,CONVENTIONAL_DBF,19067.8488456987,300.626097162291,0.0145781109344187,0,0,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,63,MAIN_GROUPED_CONDITIONAL_JOINT,19349.9419331433,18.5369252360069,1.56692317341284e-08,1,0,64,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,63,GROUPED_CONDITIONAL_ONLY,19305.4910600757,62.9877983036677,0.0022972252693811,1,0,24,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,63,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,19349.9422363421,18.5366220372889,5.64029405771411e-16,1,0,121,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,63,LOCAL_FULL_DML_REFERENCE,19349.9422363421,18.536622037278,0,1,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,63,CONVENTIONAL_DBF,19068.1976880564,300.281170322985,0.0145604852378603,0,0,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,64,MAIN_GROUPED_CONDITIONAL_JOINT,19350.771979754,18.5690273593355,1.31085060383791e-06,1,0,64,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,64,GROUPED_CONDITIONAL_ONLY,19306.3234574834,63.017549630018,0.00229829745412617,1,0,24,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,64,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,19350.7973457584,18.5436613549573,3.76002987586363e-16,1,0,121,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,64,LOCAL_FULL_DML_REFERENCE,19350.7973457584,18.54366135495,0,1,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,64,CONVENTIONAL_DBF,19068.7930394664,300.547967646962,0.0145732654449934,0,0,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,65,MAIN_GROUPED_CONDITIONAL_JOINT,19350.3652181483,18.5416816540092,3.76011384392862e-16,1,0,64,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,65,GROUPED_CONDITIONAL_ONLY,19305.8645981514,63.0423016508903,0.00229973023739894,1,0,24,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,65,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,19350.3652181483,18.5416816540092,3.76011384392862e-16,1,0,121,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,65,LOCAL_FULL_DML_REFERENCE,19350.3652181483,18.5416816540019,0,1,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,65,CONVENTIONAL_DBF,19068.4372671353,300.469632667042,0.0145696449568107,0,0,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,66,MAIN_GROUPED_CONDITIONAL_JOINT,19349.2331789923,18.5700361075505,1.64968560676016e-06,1,0,64,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,66,GROUPED_CONDITIONAL_ONLY,19304.7663282838,63.0368868160476,0.00229976542698154,1,0,24,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,66,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,19349.2650991965,18.5381159033896,-1.31611466994163e-15,1,0,121,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,66,LOCAL_FULL_DML_REFERENCE,19349.2650991965,18.538115903415,0,1,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,66,CONVENTIONAL_DBF,19067.2423770313,300.560838068537,0.014575371246365,0,0,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,67,MAIN_GROUPED_CONDITIONAL_JOINT,19349.481641511,18.5298725209141,9.40071386534472e-16,1,0,64,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,67,GROUPED_CONDITIONAL_ONLY,19304.9204330268,63.0910810051246,0.00230296652436571,1,0,24,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,67,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,19349.481641511,18.5298725209141,9.40071386534472e-16,1,0,121,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,67,LOCAL_FULL_DML_REFERENCE,19349.481641511,18.5298725208959,0,1,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,67,CONVENTIONAL_DBF,19067.6126264185,300.39888761341,0.0145672644009136,0,0,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,68,MAIN_GROUPED_CONDITIONAL_JOINT,19350.4450455339,18.5474125544933,7.15258216783115e-08,1,0,64,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,68,GROUPED_CONDITIONAL_ONLY,19305.9475593384,63.0448987499949,0.00229963016171219,1,0,24,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,68,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,19350.4464295905,18.5460284978981,-7.52019612638716e-16,1,0,121,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,68,LOCAL_FULL_DML_REFERENCE,19350.4464295905,18.5460284979126,0,1,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,68,CONVENTIONAL_DBF,19068.5374085821,300.455049506272,0.0145686055375584,0,0,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,69,MAIN_GROUPED_CONDITIONAL_JOINT,19351.6312139949,18.5487684769141,5.58059505942145e-07,1,0,64,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,69,GROUPED_CONDITIONAL_ONLY,19307.0867464108,63.0932360609768,0.00230240239671019,1,0,24,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,69,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,19351.6420133627,18.5379691091002,-1.69193959051209e-15,1,0,121,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,69,LOCAL_FULL_DML_REFERENCE,19351.6420133627,18.537969109133,0,1,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,69,CONVENTIONAL_DBF,19069.7305416134,300.449440858407,0.0145678321020309,0,0,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,70,MAIN_GROUPED_CONDITIONAL_JOINT,19350.5307703004,18.549036784927,1.89762620254327e-06,1,0,64,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,70,GROUPED_CONDITIONAL_ONLY,19306.030303375,63.0495037102773,0.00230159591398276,1,0,24,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,70,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,19350.5674904443,18.5123166410012,-1.12802236179013e-15,1,0,121,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,70,LOCAL_FULL_DML_REFERENCE,19350.5674904443,18.5123166410231,0,1,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,70,CONVENTIONAL_DBF,19068.7175217918,300.36228529349,0.0145654626817353,0,0,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
