scenario,data_split,trial_id,method,score,rss,normalized_score_gap_to_local_full,success_flag,wrong_local_peak_flag,num_score_eval_total,statistical_calibration_status,domain_hash,phase_factor
stress_partial_out_of_domain,STRESS_HOLDOUT,5,MAIN_GROUPED_CONDITIONAL_JOINT,17211.2744339521,25.6628188807335,1.1202707708588e-14,0,0,43,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_partial_out_of_domain,STRESS_HOLDOUT,5,GROUPED_CONDITIONAL_ONLY,17211.2744339521,25.6628188807335,1.1202707708588e-14,0,0,24,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_partial_out_of_domain,STRESS_HOLDOUT,5,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,17211.2744339521,25.6628188807335,1.1202707708588e-14,0,0,74,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_partial_out_of_domain,STRESS_HOLDOUT,5,LOCAL_FULL_DML_REFERENCE,17211.2744339523,25.6628188805407,0,0,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_partial_out_of_domain,STRESS_HOLDOUT,5,CONVENTIONAL_DBF,17155.4224448153,81.5148080176004,0.00324508155113033,0,0,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_extremely_close_elevation_white,STRESS_HOLDOUT,1,MAIN_GROUPED_CONDITIONAL_JOINT,18729.0926633526,5.4448478475897,-3.88484255215437e-16,1,0,73,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_extremely_close_elevation_white,STRESS_HOLDOUT,1,GROUPED_CONDITIONAL_ONLY,18671.9766822258,62.5608289743686,0.00304958612536159,0,0,17,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_extremely_close_elevation_white,STRESS_HOLDOUT,1,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,18729.0926633526,5.4448478475897,-3.88484255215437e-16,1,0,97,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_extremely_close_elevation_white,STRESS_HOLDOUT,1,LOCAL_FULL_DML_REFERENCE,18729.0926633526,5.44484784759698,0,1,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_extremely_close_elevation_white,STRESS_HOLDOUT,1,CONVENTIONAL_DBF,18193.3810490744,541.156462125804,0.0286031802985544,0,0,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_extremely_close_elevation_white,STRESS_HOLDOUT,2,MAIN_GROUPED_CONDITIONAL_JOINT,18728.3271832662,5.42900088769238,3.88500133673685e-16,1,0,73,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_extremely_close_elevation_white,STRESS_HOLDOUT,2,GROUPED_CONDITIONAL_ONLY,18671.105174309,62.6510098448489,0.00305537213212997,0,0,17,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_extremely_close_elevation_white,STRESS_HOLDOUT,2,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,18728.3271832662,5.42900088769238,3.88500133673685e-16,1,0,97,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_extremely_close_elevation_white,STRESS_HOLDOUT,2,LOCAL_FULL_DML_REFERENCE,18728.3271832662,5.42900088768511,0,1,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_extremely_close_elevation_white,STRESS_HOLDOUT,2,CONVENTIONAL_DBF,18192.9550880427,540.801096111216,0.0285862207545096,0,0,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_extremely_close_elevation_white,STRESS_HOLDOUT,3,MAIN_GROUPED_CONDITIONAL_JOINT,18727.3363425098,5.4230137589293,-3.88520688746722e-16,1,0,73,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_extremely_close_elevation_white,STRESS_HOLDOUT,3,GROUPED_CONDITIONAL_ONLY,18670.1583923718,62.6009638969481,0.00305318114078089,0,0,17,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_extremely_close_elevation_white,STRESS_HOLDOUT,3,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,18727.3363425098,5.4230137589293,-3.88520688746722e-16,1,0,97,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_extremely_close_elevation_white,STRESS_HOLDOUT,3,LOCAL_FULL_DML_REFERENCE,18727.3363425098,5.42301375893658,0,1,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_extremely_close_elevation_white,STRESS_HOLDOUT,3,CONVENTIONAL_DBF,18191.9492147376,540.810141531092,0.028588535923118,0,0,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_extremely_close_elevation_white,STRESS_HOLDOUT,4,MAIN_GROUPED_CONDITIONAL_JOINT,18728.8881939135,5.42492696152112,-5.82732744638945e-16,1,0,73,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_extremely_close_elevation_white,STRESS_HOLDOUT,4,GROUPED_CONDITIONAL_ONLY,18671.7254953548,62.5876255201692,0.00305211382367128,0,0,17,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_extremely_close_elevation_white,STRESS_HOLDOUT,4,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,18728.8881939135,5.42492696152112,-5.82732744638945e-16,1,0,97,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_extremely_close_elevation_white,STRESS_HOLDOUT,4,LOCAL_FULL_DML_REFERENCE,18728.8881939135,5.42492696153204,0,1,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_extremely_close_elevation_white,STRESS_HOLDOUT,4,CONVENTIONAL_DBF,18193.4845672285,540.828553646516,0.0285870480479978,0,0,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_extremely_close_elevation_white,STRESS_HOLDOUT,5,MAIN_GROUPED_CONDITIONAL_JOINT,18728.4351481223,5.42787909466279,3.88497894065266e-16,1,0,73,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_extremely_close_elevation_white,STRESS_HOLDOUT,5,GROUPED_CONDITIONAL_ONLY,18671.1985905193,62.6644366976616,0.00305613133987569,0,0,17,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_extremely_close_elevation_white,STRESS_HOLDOUT,5,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,18728.4351481223,5.42787909466279,3.88497894065266e-16,1,0,97,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_extremely_close_elevation_white,STRESS_HOLDOUT,5,LOCAL_FULL_DML_REFERENCE,18728.4351481223,5.42787909465551,0,1,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_extremely_close_elevation_white,STRESS_HOLDOUT,5,CONVENTIONAL_DBF,18192.6610262281,541.202000988895,0.0286075220730844,0,0,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_two_dimensional_close,STRESS_HOLDOUT,1,MAIN_GROUPED_CONDITIONAL_JOINT,19905.2443628963,0.73484266761443,3.65529680597437e-16,1,0,58,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_two_dimensional_close,STRESS_HOLDOUT,1,GROUPED_CONDITIONAL_ONLY,19871.46450666,34.5146989038949,0.00169703298389313,1,0,17,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_two_dimensional_close,STRESS_HOLDOUT,1,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,19905.2443628963,0.73484266761443,3.65529680597437e-16,1,0,82,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_two_dimensional_close,STRESS_HOLDOUT,1,LOCAL_FULL_DML_REFERENCE,19905.2443628963,0.734842667607154,0,1,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_two_dimensional_close,STRESS_HOLDOUT,1,CONVENTIONAL_DBF,19871.46450666,34.5146989038949,0.00169703298389313,1,0,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_two_dimensional_close,STRESS_HOLDOUT,2,MAIN_GROUPED_CONDITIONAL_JOINT,19904.7001578554,0.735476632286009,7.31079348744869e-16,1,0,58,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_two_dimensional_close,STRESS_HOLDOUT,2,GROUPED_CONDITIONAL_ONLY,19870.8538591153,34.5817753724477,0.00170041741255865,1,0,17,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_two_dimensional_close,STRESS_HOLDOUT,2,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,19904.7001578554,0.735476632286009,7.31079348744869e-16,1,0,82,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_two_dimensional_close,STRESS_HOLDOUT,2,LOCAL_FULL_DML_REFERENCE,19904.7001578554,0.735476632271457,0,1,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_two_dimensional_close,STRESS_HOLDOUT,2,CONVENTIONAL_DBF,19870.8538591153,34.5817753724477,0.00170041741255865,1,0,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_two_dimensional_close,STRESS_HOLDOUT,3,MAIN_GROUPED_CONDITIONAL_JOINT,19904.2984299493,0.742008570126927,5.48320578074399e-16,1,0,58,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_two_dimensional_close,STRESS_HOLDOUT,3,GROUPED_CONDITIONAL_ONLY,19870.5018382097,34.5386003096828,0.00169795443223029,1,0,17,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_two_dimensional_close,STRESS_HOLDOUT,3,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,19904.2984299493,0.742008570126927,5.48320578074399e-16,1,0,82,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_two_dimensional_close,STRESS_HOLDOUT,3,LOCAL_FULL_DML_REFERENCE,19904.2984299493,0.742008570116013,0,1,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_two_dimensional_close,STRESS_HOLDOUT,3,CONVENTIONAL_DBF,19870.5018382097,34.5386003096828,0.00169795443223029,1,0,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_two_dimensional_close,STRESS_HOLDOUT,4,MAIN_GROUPED_CONDITIONAL_JOINT,19903.2135116496,0.724850602811784,0,1,0,58,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_two_dimensional_close,STRESS_HOLDOUT,4,GROUPED_CONDITIONAL_ONLY,19869.3744553925,34.5639068599339,0.00170018053804807,1,0,17,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_two_dimensional_close,STRESS_HOLDOUT,4,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,19903.2135116496,0.724850602811784,0,1,0,82,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_two_dimensional_close,STRESS_HOLDOUT,4,LOCAL_FULL_DML_REFERENCE,19903.2135116496,0.724850602811784,0,1,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_two_dimensional_close,STRESS_HOLDOUT,4,CONVENTIONAL_DBF,19869.3744553925,34.5639068599339,0.00170018053804807,1,0,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_two_dimensional_close,STRESS_HOLDOUT,5,MAIN_GROUPED_CONDITIONAL_JOINT,19905.242480823,0.735228007961268,3.65529715158867e-16,1,0,58,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_two_dimensional_close,STRESS_HOLDOUT,5,GROUPED_CONDITIONAL_ONLY,19871.4120306135,34.5656782175101,0.00169957488546793,1,0,17,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_two_dimensional_close,STRESS_HOLDOUT,5,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,19905.242480823,0.735228007961268,3.65529715158867e-16,1,0,82,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_two_dimensional_close,STRESS_HOLDOUT,5,LOCAL_FULL_DML_REFERENCE,19905.242480823,0.735228007953992,0,1,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_two_dimensional_close,STRESS_HOLDOUT,5,CONVENTIONAL_DBF,19871.4120306135,34.5656782175101,0.00169957488546793,1,0,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,1,MAIN_GROUPED_CONDITIONAL_JOINT,8754.24338997732,0.000352294242475182,0,1,0,43,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,1,GROUPED_CONDITIONAL_ONLY,8754.24338997732,0.000352294242475182,0,1,0,24,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,1,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,8754.24338997732,0.000352294242475182,0,1,0,76,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,1,LOCAL_FULL_DML_REFERENCE,8754.24338997732,0.000352294242475182,0,1,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,1,CONVENTIONAL_DBF,8490.72449719155,263.519245080019,0.0301018467326916,0,1,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,2,MAIN_GROUPED_CONDITIONAL_JOINT,8754.60047754603,0.000378276798073784,2.07775261499509e-16,1,0,43,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,2,GROUPED_CONDITIONAL_ONLY,8754.60047754603,0.000378276798073784,2.07775261499509e-16,1,0,24,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,2,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,8754.60047754603,0.000378276798073784,2.07775261499509e-16,1,0,76,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,2,LOCAL_FULL_DML_REFERENCE,8754.60047754603,0.000378276796254795,0,1,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,2,CONVENTIONAL_DBF,8490.89260235955,263.708253463274,0.0301222055607038,0,1,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,3,MAIN_GROUPED_CONDITIONAL_JOINT,8754.4967790176,0.000578596716877655,1.45444405843391e-15,1,0,43,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,3,GROUPED_CONDITIONAL_ONLY,8754.4967790176,0.000578596716877655,1.45444405843391e-15,1,0,24,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,3,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,8754.4967790176,0.000578596716877655,1.45444405843391e-15,1,0,76,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,3,LOCAL_FULL_DML_REFERENCE,8754.49677901761,0.000578596704144729,0,1,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,3,CONVENTIONAL_DBF,8490.97018001603,263.527177598287,0.0301018557266698,0,1,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,4,MAIN_GROUPED_CONDITIONAL_JOINT,8754.70995753438,0.000385832536267117,6.23317989642964e-16,1,0,43,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,4,GROUPED_CONDITIONAL_ONLY,8754.70995753438,0.000385832536267117,6.23317989642964e-16,1,0,24,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,4,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,8754.70995753438,0.000385832536267117,6.23317989642964e-16,1,0,76,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,4,LOCAL_FULL_DML_REFERENCE,8754.70995753439,0.000385832530810148,0,1,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,4,CONVENTIONAL_DBF,8490.97947525609,263.730868110826,0.0301244111521166,0,1,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,5,MAIN_GROUPED_CONDITIONAL_JOINT,8754.83926713845,0.000531598810994183,2.07769594397179e-16,1,0,43,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,5,GROUPED_CONDITIONAL_ONLY,8754.83926713845,0.000531598810994183,2.07769594397179e-16,1,0,24,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,5,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,8754.83926713845,0.000531598810994183,2.07769594397179e-16,1,0,76,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,5,LOCAL_FULL_DML_REFERENCE,8754.83926713846,0.000531598809175193,0,1,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,5,CONVENTIONAL_DBF,8491.43772985029,263.402068886971,0.0300863932792973,0,1,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_coherent_same_elevation,STRESS_HOLDOUT,1,MAIN_GROUPED_CONDITIONAL_JOINT,23747.2327923593,0.000576146616367623,0,1,0,43,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_coherent_same_elevation,STRESS_HOLDOUT,1,GROUPED_CONDITIONAL_ONLY,23747.2327923593,0.000576146616367623,0,1,0,24,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_coherent_same_elevation,STRESS_HOLDOUT,1,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,23747.2327923593,0.000576146616367623,0,1,0,75,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_coherent_same_elevation,STRESS_HOLDOUT,1,LOCAL_FULL_DML_REFERENCE,23747.2327923593,0.000576146616367623,0,1,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_coherent_same_elevation,STRESS_HOLDOUT,1,CONVENTIONAL_DBF,23578.8504931911,168.382875314812,0.00709060717265436,0,0,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_coherent_same_elevation,STRESS_HOLDOUT,2,MAIN_GROUPED_CONDITIONAL_JOINT,23747.02745235,0.000514746050612302,0,1,0,43,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_coherent_same_elevation,STRESS_HOLDOUT,2,GROUPED_CONDITIONAL_ONLY,23747.02745235,0.000514746050612302,0,1,0,24,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_coherent_same_elevation,STRESS_HOLDOUT,2,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,23747.02745235,0.000514746050612302,0,1,0,75,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_coherent_same_elevation,STRESS_HOLDOUT,2,LOCAL_FULL_DML_REFERENCE,23747.02745235,0.000514746050612302,0,1,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_coherent_same_elevation,STRESS_HOLDOUT,2,CONVENTIONAL_DBF,23578.621020841,168.406946255076,0.00709168471072619,0,0,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_coherent_same_elevation,STRESS_HOLDOUT,3,MAIN_GROUPED_CONDITIONAL_JOINT,23746.7899536617,0.000449347298854263,4.59596284069218e-16,1,0,43,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_coherent_same_elevation,STRESS_HOLDOUT,3,GROUPED_CONDITIONAL_ONLY,23746.7899536617,0.000449347298854263,4.59596284069218e-16,1,0,24,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_coherent_same_elevation,STRESS_HOLDOUT,3,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,23746.7899536617,0.000449347298854263,4.59596284069218e-16,1,0,75,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_coherent_same_elevation,STRESS_HOLDOUT,3,LOCAL_FULL_DML_REFERENCE,23746.7899536617,0.000449347287940327,0,1,0,210,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_coherent_same_elevation,STRESS_HOLDOUT,3,CONVENTIONAL_DBF,23578.3487337576,168.441669251348,0.00709322060930121,0,0,0,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_coherent_same_elevation,STRESS_HOLDOUT,4,MAIN_GROUPED_CONDITIONAL_JOINT,23747.5253938205,0.000359381945600035,0,1,0,43,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_coherent_same_elevation,STRESS_HOLDOUT,4,GROUPED_CONDITIONAL_ONLY,23747.5253938205,0.000359381945600035,0,1,0,24,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
stress_coherent_same_elevation,STRESS_HOLDOUT,4,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,23747.5253938205,0.000359381945600035,0,1,0,75,NOT_CALIBRATED_STAGE5,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1
