scenario,data_split,trial_id,group_index,oracle_Kq,condition_source,eta_condition_deg,upstream_group_support_status,conditional_estimate_status,az_hat_deg,score,rss,rank_Gphi,group_noise_scale,group_recovery_relative_error,num_score_eval,num_svd,runtime_sec,fixed_measurement_hash,domain_hash,statistical_calibration_status,pass_flag,phase_factor
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,111,1,2,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19305.6309465182,1.3861891633569,2,0.0312500100165639,0.0946765193946107,21,42,0.0058603,36eab15ac254bfe18015ddb533b51d6529910ab8c3f8bf9b62434edd8e561919,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,112,1,2,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19304.4899548701,1.38178104005419,2,0.0312500100165639,0.0947498392142569,21,42,0.0047113,36eab15ac254bfe18015ddb533b51d6529910ab8c3f8bf9b62434edd8e561919,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,113,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19305.993985099,1.29768514799434,2,0.03125,0.0947093414786863,21,42,0.0058469,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,114,1,2,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19307.3159720123,1.39154706633417,2,0.0312500100165639,0.0947228010387409,21,42,0.0056946,36eab15ac254bfe18015ddb533b51d6529910ab8c3f8bf9b62434edd8e561919,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,115,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19306.0042146492,1.29720371786607,2,0.03125,0.0947562903931331,21,42,0.0051529,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,116,1,2,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19304.6607968256,1.37288589663149,2,0.0312500100165639,0.0947137934234804,21,42,0.0052781,36eab15ac254bfe18015ddb533b51d6529910ab8c3f8bf9b62434edd8e561919,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,117,1,2,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19306.0859977483,1.38198993476544,2,0.0312500100165639,0.0946876658327487,21,42,0.0050769,36eab15ac254bfe18015ddb533b51d6529910ab8c3f8bf9b62434edd8e561919,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,118,1,2,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19304.6781669324,1.37520061057512,2,0.0312500100165639,0.094726162373294,21,42,0.0058528,36eab15ac254bfe18015ddb533b51d6529910ab8c3f8bf9b62434edd8e561919,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,119,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19306.086333845,1.29629328807277,2,0.03125,0.09475971966683,21,42,0.0057002,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,120,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19307.0469344324,1.3014011549094,2,0.03125,0.094754538358594,21,42,0.0069436,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,121,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19307.0594403552,1.29939508987445,2,0.03125,0.0947467050113963,21,42,0.008337,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,122,1,2,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19306.2446856098,1.38445809786572,2,0.0312500100165639,0.0947167671931406,21,42,0.0047999,36eab15ac254bfe18015ddb533b51d6529910ab8c3f8bf9b62434edd8e561919,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,123,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19304.8387171593,1.30440518842079,2,0.03125,0.0947331085109687,21,42,0.0057148,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,124,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19304.7992988479,1.29927551224682,2,0.03125,0.0947051062330915,21,42,0.0049849,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,125,1,2,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19306.013137485,1.37369832814147,2,0.0312500100165639,0.094703221621744,21,42,0.0051412,36eab15ac254bfe18015ddb533b51d6529910ab8c3f8bf9b62434edd8e561919,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,126,1,2,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19305.2632056813,1.39549608788366,2,0.0312500100165639,0.0946816131647887,21,42,0.0080864,36eab15ac254bfe18015ddb533b51d6529910ab8c3f8bf9b62434edd8e561919,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,127,1,2,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19305.1704188545,1.39004775731519,2,0.0312500100165639,0.0947312559796905,21,42,0.0060019,36eab15ac254bfe18015ddb533b51d6529910ab8c3f8bf9b62434edd8e561919,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,128,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19305.4917717947,1.29805531671809,2,0.03125,0.0947395493836611,21,42,0.0050085,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,129,1,2,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19306.6260100148,1.37836062566203,2,0.0312500100165639,0.0947094778095303,21,42,0.0063245,36eab15ac254bfe18015ddb533b51d6529910ab8c3f8bf9b62434edd8e561919,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,130,1,2,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19305.6633132944,1.39562936426955,2,0.0312500100165639,0.0947232084390417,21,42,0.0052905,36eab15ac254bfe18015ddb533b51d6529910ab8c3f8bf9b62434edd8e561919,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,131,1,2,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19304.8228531774,1.38675501638136,2,0.0312500100165639,0.0947128454470643,21,42,0.0060162,36eab15ac254bfe18015ddb533b51d6529910ab8c3f8bf9b62434edd8e561919,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,132,1,2,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19306.6266309506,1.40164855993862,2,0.0312500100165639,0.0947334095825489,21,42,0.0064741,36eab15ac254bfe18015ddb533b51d6529910ab8c3f8bf9b62434edd8e561919,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,133,1,2,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19305.7045602465,1.38739655318932,2,0.0312500100165639,0.0947283438951796,21,42,0.0049902,36eab15ac254bfe18015ddb533b51d6529910ab8c3f8bf9b62434edd8e561919,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,134,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19305.4677816893,1.29531741322717,2,0.03125,0.0947468411675597,21,42,0.0046005,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,135,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19305.8904010177,1.29856196655601,2,0.03125,0.0947540307204845,21,42,0.0044158,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,136,1,2,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19306.2534197545,1.3847834054759,2,0.0312500100165639,0.0947029206525115,21,42,0.0059503,36eab15ac254bfe18015ddb533b51d6529910ab8c3f8bf9b62434edd8e561919,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,137,1,2,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19307.3303179121,1.37411739827439,2,0.0312500100165639,0.0947027345045152,21,42,0.0060755,36eab15ac254bfe18015ddb533b51d6529910ab8c3f8bf9b62434edd8e561919,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,138,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19305.3479462394,1.29903824272697,2,0.03125,0.0947425506534161,21,42,0.0058755,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,139,1,2,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19305.8792805291,1.3894378530531,2,0.0312500100165639,0.0946890663789351,21,42,0.0045182,36eab15ac254bfe18015ddb533b51d6529910ab8c3f8bf9b62434edd8e561919,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,140,1,2,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19305.3965244506,1.39483135468618,2,0.0312500100165639,0.0947409822858589,21,42,0.005345,36eab15ac254bfe18015ddb533b51d6529910ab8c3f8bf9b62434edd8e561919,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,141,1,2,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19306.587565105,1.37961111268305,2,0.0312500100165639,0.0947039076377965,21,42,0.0054498,36eab15ac254bfe18015ddb533b51d6529910ab8c3f8bf9b62434edd8e561919,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,142,1,2,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19305.8147121475,1.36991551540996,2,0.0312500100165639,0.0946835285345203,21,42,0.0062412,36eab15ac254bfe18015ddb533b51d6529910ab8c3f8bf9b62434edd8e561919,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,143,1,2,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19305.8529639242,1.38203923219407,2,0.0312500100165639,0.0947233158315326,21,42,0.0042597,36eab15ac254bfe18015ddb533b51d6529910ab8c3f8bf9b62434edd8e561919,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,144,1,2,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19305.64431228,1.37455607113225,2,0.0312500100165639,0.0947055081653358,21,42,0.005477,36eab15ac254bfe18015ddb533b51d6529910ab8c3f8bf9b62434edd8e561919,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,145,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19305.14395883,1.30029500159435,2,0.03125,0.0947583811173872,21,42,0.0057902,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,146,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19305.4395081869,1.29143477412435,2,0.03125,0.094767371652759,21,42,0.0064813,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,147,1,2,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19306.3450342724,1.37834320397815,2,0.0312500100165639,0.094717738437683,21,42,0.0057358,36eab15ac254bfe18015ddb533b51d6529910ab8c3f8bf9b62434edd8e561919,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,148,1,2,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19307.2567743593,1.37820285395719,2,0.0312500100165639,0.0947118432228503,21,42,0.0053107,36eab15ac254bfe18015ddb533b51d6529910ab8c3f8bf9b62434edd8e561919,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,149,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19306.4313080729,1.30807306432325,2,0.03125,0.0947195990734846,21,42,0.0051455,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,150,1,2,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19306.6376478245,1.38559485519727,2,0.0312500100165639,0.0947179701824102,21,42,0.0065051,36eab15ac254bfe18015ddb533b51d6529910ab8c3f8bf9b62434edd8e561919,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,151,1,2,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19305.5903467918,1.38977059629906,2,0.0312500100165639,0.0947546430030387,21,42,0.0069033,36eab15ac254bfe18015ddb533b51d6529910ab8c3f8bf9b62434edd8e561919,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,152,1,2,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19306.6095722634,1.38441481927657,2,0.0312500100165639,0.0947261606014833,21,42,0.0060881,36eab15ac254bfe18015ddb533b51d6529910ab8c3f8bf9b62434edd8e561919,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,153,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19305.5555507062,1.29049478329034,2,0.03125,0.0947180943593696,21,42,0.0078221,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,154,1,2,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19306.2014012591,1.38416055242851,2,0.0312500100165639,0.0947057609122591,21,42,0.0063623,36eab15ac254bfe18015ddb533b51d6529910ab8c3f8bf9b62434edd8e561919,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,155,1,2,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19306.1352605311,1.37612717022057,2,0.0312500100165639,0.0947118240751156,21,42,0.0054653,36eab15ac254bfe18015ddb533b51d6529910ab8c3f8bf9b62434edd8e561919,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,156,1,2,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19304.6468841258,1.37870254214067,2,0.0312500100165639,0.0947107762992762,21,42,0.0047403,36eab15ac254bfe18015ddb533b51d6529910ab8c3f8bf9b62434edd8e561919,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,157,1,2,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19305.587690222,1.3895575556744,2,0.0312500100165639,0.0947474347099296,21,42,0.0064196,36eab15ac254bfe18015ddb533b51d6529910ab8c3f8bf9b62434edd8e561919,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,158,1,2,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19306.9455983596,1.38053551024495,2,0.0312500100165639,0.0947207709644018,21,42,0.0061046,36eab15ac254bfe18015ddb533b51d6529910ab8c3f8bf9b62434edd8e561919,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,159,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19305.4388477912,1.29561041569468,2,0.03125,0.0947188734374241,21,42,0.0065055,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,160,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19305.6712571964,1.30618184609557,2,0.03125,0.0947343911517929,21,42,0.0058848,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,161,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.2,19305.3697342573,1.28667165343722,2,0.03125,0.0947348866875284,21,42,0.0057722,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
