scenario,data_split,trial_id,group_index,oracle_Kq,condition_source,eta_condition_deg,upstream_group_support_status,conditional_estimate_status,az_hat_deg,score,rss,rank_Gphi,group_noise_scale,group_recovery_relative_error,num_score_eval,num_svd,runtime_sec,fixed_measurement_hash,domain_hash,statistical_calibration_status,pass_flag,phase_factor
stress_two_dimensional_close,STRESS_HOLDOUT,3,1,1,ESTIMATED_ELEVATION,9.8,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,8,17.3354413467965,0.399607036220438,1,2.45802806745904,0.767818014056781,7,14,0.0015935,fb600ca91e0dcf9ab232ac8cc6f38cede67f8928d87f8e7eeac2754a6567ed63,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_two_dimensional_close,STRESS_HOLDOUT,3,2,1,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,8,219.502923648105,0.520420207203813,1,2.45802727666652,1.06209176349026,7,14,0.0015162,cd9166b793ac54772d520ee6b0d2fc47876ae7b152756df3b8ffe748f8850db7,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_two_dimensional_close,STRESS_HOLDOUT,4,1,1,ESTIMATED_ELEVATION,9.8,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,8,17.3521465314868,0.393887468874855,1,2.45802806745904,0.767732341691672,7,14,0.0016315,fb600ca91e0dcf9ab232ac8cc6f38cede67f8928d87f8e7eeac2754a6567ed63,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_two_dimensional_close,STRESS_HOLDOUT,4,2,1,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,8,219.495029121781,0.505958256818928,1,2.45802727666652,1.06195694886926,7,14,0.0015042,cd9166b793ac54772d520ee6b0d2fc47876ae7b152756df3b8ffe748f8850db7,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_two_dimensional_close,STRESS_HOLDOUT,5,1,1,ESTIMATED_ELEVATION,9.8,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,8,17.3788610218912,0.392551841823508,1,2.45802806745904,0.767438586659335,7,14,0.0017551,fb600ca91e0dcf9ab232ac8cc6f38cede67f8928d87f8e7eeac2754a6567ed63,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_two_dimensional_close,STRESS_HOLDOUT,5,2,1,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,8,219.448226863777,0.515120841378632,1,2.45802727666652,1.06177468664856,7,14,0.0016603,cd9166b793ac54772d520ee6b0d2fc47876ae7b152756df3b8ffe748f8850db7,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,1,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.4,8754.24288042367,3.35667227773229e-05,2,0.03125,0.000727681438450485,21,42,0.009041,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,2,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.4,8754.59995603595,1.69618942891248e-05,2,0.03125,0.000674929075146123,21,42,0.0063094,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,3,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.4,8754.4962419623,6.84570422890829e-05,2,0.03125,0.000681243949251313,21,42,0.0065741,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,4,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.4,8754.70926876578,7.81689504947281e-05,2,0.03125,0.000695889676262248,21,42,0.0081343,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_weak_secondary_same_elevation,STRESS_HOLDOUT,5,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.4,8754.83858349893,3.46899978467263e-05,2,0.03125,0.000692258170594294,21,42,0.0056525,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_coherent_same_elevation,STRESS_HOLDOUT,1,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.4,23747.2327987205,4.85088239656761e-05,2,0.03125,0.00043159840921755,21,42,0.006066,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_coherent_same_elevation,STRESS_HOLDOUT,2,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.4,23747.0273004123,5.38587555638514e-05,2,0.03125,0.000420580787301908,21,42,0.0061691,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_coherent_same_elevation,STRESS_HOLDOUT,3,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.4,23746.7898712807,0.000111967310658656,2,0.03125,0.00042894089606268,21,42,0.0062288,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_coherent_same_elevation,STRESS_HOLDOUT,4,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.4,23747.5252986594,3.47537898051087e-05,2,0.03125,0.000396455696361175,21,42,0.0063195,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_coherent_same_elevation,STRESS_HOLDOUT,5,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8.4,23746.9834900914,3.56759774149396e-05,2,0.03125,0.000393370453151113,21,42,0.0048094,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_proportional_group_coefficients,STRESS_HOLDOUT,1,1,1,ESTIMATED_ELEVATION,9.8,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6,418.607265245727,0.000117280955294063,1,0.624365542183477,0.00308288946877364,7,14,0.0020161,55ad7cb6ac6643f0d41d2a2f5a9ae20ef0790410ee991f768f91eb267743705a,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_proportional_group_coefficients,STRESS_HOLDOUT,1,2,1,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,8.4,267.720911522161,0.000107857939042333,1,0.624365541441531,0.00381229619352057,7,14,0.0019707,7eb90d5914e428a8e09e2b3db03d1f9067be8b39a3919ecfd5bdd2de1abf9126,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_proportional_group_coefficients,STRESS_HOLDOUT,2,1,1,ESTIMATED_ELEVATION,9.8,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6,418.465663019879,0.000112443700686526,1,0.624365542183477,0.00308454722547975,7,14,0.0022281,55ad7cb6ac6643f0d41d2a2f5a9ae20ef0790410ee991f768f91eb267743705a,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_proportional_group_coefficients,STRESS_HOLDOUT,2,2,1,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,8.4,267.929255529368,0.000107631904540995,1,0.624365541441531,0.00385367999553882,7,14,0.0025452,7eb90d5914e428a8e09e2b3db03d1f9067be8b39a3919ecfd5bdd2de1abf9126,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_proportional_group_coefficients,STRESS_HOLDOUT,3,1,1,ESTIMATED_ELEVATION,9.8,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6,418.693719096634,0.000125457373997051,1,0.624365542183477,0.00329884442547942,7,14,0.0016061,55ad7cb6ac6643f0d41d2a2f5a9ae20ef0790410ee991f768f91eb267743705a,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_proportional_group_coefficients,STRESS_HOLDOUT,3,2,1,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,8.4,267.839173836708,0.000136642826475963,1,0.624365541441531,0.00404551261170648,7,14,0.0015918,7eb90d5914e428a8e09e2b3db03d1f9067be8b39a3919ecfd5bdd2de1abf9126,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_proportional_group_coefficients,STRESS_HOLDOUT,4,1,1,ESTIMATED_ELEVATION,9.8,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6,418.54360684632,9.63143552326073e-05,1,0.624365542183477,0.00299692167701231,7,14,0.0022266,55ad7cb6ac6643f0d41d2a2f5a9ae20ef0790410ee991f768f91eb267743705a,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_proportional_group_coefficients,STRESS_HOLDOUT,4,2,1,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,8.4,267.818154414687,0.000122954170763023,1,0.624365541441531,0.00376255265621374,7,14,0.0020934,7eb90d5914e428a8e09e2b3db03d1f9067be8b39a3919ecfd5bdd2de1abf9126,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_proportional_group_coefficients,STRESS_HOLDOUT,5,1,1,ESTIMATED_ELEVATION,9.8,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6,418.531414884919,6.70425073963088e-05,1,0.624365542183477,0.00322862730414082,7,14,0.0017502,55ad7cb6ac6643f0d41d2a2f5a9ae20ef0790410ee991f768f91eb267743705a,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_proportional_group_coefficients,STRESS_HOLDOUT,5,2,1,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,8.4,267.768310874875,6.83399119338901e-05,1,0.624365541441531,0.00405189477642317,7,14,0.0015048,7eb90d5914e428a8e09e2b3db03d1f9067be8b39a3919ecfd5bdd2de1abf9126,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,1,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.3084626455,0.0743369041429105,2,0.03125,0.000619371952500131,21,42,0.0068346,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,2,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.2124339673,0.0732729051487695,2,0.03125,0.000649186712842205,21,42,0.0050678,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,3,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10132.99845515,0.0716489145888772,2,0.03125,0.000618389336413247,21,42,0.0046473,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,4,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.6470095903,0.0739273897415842,2,0.03125,0.000660584444198474,21,42,0.0042698,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,5,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.198870269,0.0746239759919263,2,0.03125,0.00062157697277677,21,42,0.0070512,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,6,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10132.8442545688,0.0743955825873854,2,0.03125,0.000667762614566917,21,42,0.006704,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,7,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.5147019199,0.0738646080044418,2,0.03125,0.000654343076243708,21,42,0.0057105,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,8,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.6656029608,0.0740076686561224,2,0.03125,0.000659365208699499,21,42,0.0049026,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,9,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.5991852164,0.0767176418921736,2,0.03125,0.000671443770897035,21,42,0.0055293,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,10,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.8746917997,0.0738904774516413,2,0.03125,0.000649339787781554,21,42,0.0043546,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,11,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10134.2373013253,0.0734906545021659,2,0.03125,0.000611735976597306,21,42,0.0044858,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,12,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.5826986021,0.0755031670905737,2,0.03125,0.000638978339935678,21,42,0.0056174,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,13,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10134.4869264077,0.0750333720061462,2,0.03125,0.000649959994209076,21,42,0.0060283,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,14,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10132.8336765612,0.0750440752963186,2,0.03125,0.000630215711957454,21,42,0.0046071,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,15,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.7738210523,0.0731956068084401,2,0.03125,0.00059812164725629,21,42,0.0055479,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,16,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10134.5044974697,0.0728162992272701,2,0.03125,0.000659253054065456,21,42,0.0055935,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,17,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10132.8537905005,0.0747743699976127,2,0.03125,0.000616059072046147,21,42,0.0055339,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,18,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.4192519539,0.0734163595316204,2,0.03125,0.000624892469877133,21,42,0.0046492,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,19,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10132.2418783937,0.0748647564851126,2,0.03125,0.000649061911145553,21,42,0.0058319,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,20,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.6021230913,0.0736244868348876,2,0.03125,0.000618687831112458,21,42,0.005779,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,21,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10134.2430422486,0.0731928805435018,2,0.03125,0.00066377167716942,21,42,0.0046711,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,22,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.6554261986,0.0737128781056526,2,0.03125,0.000650672432574278,21,42,0.0045133,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,23,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.8520942057,0.0744641532419337,2,0.03125,0.000590823866808447,21,42,0.0062863,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,24,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.0533198498,0.0736631420386402,2,0.03125,0.000627573592620446,21,42,0.0046429,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,25,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.3587222067,0.0750221642774704,2,0.03125,0.000632042848720645,21,42,0.0051583,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,26,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10133.6016497727,0.0714440710562485,2,0.03125,0.000622241295902671,21,42,0.0060874,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,27,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,7.6 8,10132.7791240363,0.0748569799561665,2,0.03125,0.000654311347899284,21,42,0.018309,ccf433c83d073aaf2f715b179ced026783548b153385064557ffd1b8d59daa8b,e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,NOT_CALIBRATED_STAGE5,1,1
