scenario,data_split,feature_tags,noise_sigma,L,aperture_column_count,trial_id,method,K,oracle_Q,oracle_Kq,condition_source,eta_condition_deg,upstream_group_support_status,conditional_estimate_status,joint_refinement_status,method_estimate_status,method_status_scope,statistical_calibration_status,domain_id,domain_source,domain_bounds,domain_hash,truth_in_domain_flag,truth_on_search_grid_flag,grid_step_az_deg,grid_step_el_deg,az_hat_deg,el_hat_deg,score,rss,normalized_score_gap_to_local_full,az_rmse,el_rmse,pair_rmse,unconditional_penalized_pair_error,success_flag,wrong_local_peak_flag,convergence_flag,rank_Gphi_min,group_recovery_relative_error,cross_group_noise_correlation_max,monotonicity_violation_count,num_score_eval_stage4,num_score_eval_conditional,num_score_eval_joint,num_score_eval_total,num_svd_total,num_eig_total,num_candidate_manifold_build,num_iterations,num_multi_start,runtime_total,precompute_time_sec,online_time_sec,max_primary_array_bytes,registered_model_certified_flag,phase_factor,pass_flag
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,37,GROUPED_CONDITIONAL_ONLY,2,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,NOT_RUN_BY_METHOD,GROUPED_CONDITIONAL_RETURNED,METHOD_AND_UPSTREAM_REGISTERED_MODEL,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10133.6499492564,0.0747700110732694,3.58999849541741e-16,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,2,0.000655985796467945,0,0,3,21,0,24,57,3,21,0,1,0.0190537,0.0109411,0.0081126,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,37,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,1,2,NOT_APPLICABLE_BASELINE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,JOINT_REFINEMENT_CONVERGED,JOINT_REFINEMENT_CONVERGED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10133.6499492564,0.0747700110732694,3.58999849541741e-16,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,NaN,0.000655985796467945,0,0,0,0,74,74,156,1,80,4,2,0.1089912,0.0070426,0.1019486,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,37,LOCAL_FULL_DML_REFERENCE,2,1,2,NOT_APPLICABLE_REFERENCE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,NOT_RUN_BY_REFERENCE,LOCAL_FULL_REFERENCE_RETURNED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10133.6499492564,0.0747700110696314,0,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,NaN,0.000655985796467945,0,0,0,0,210,210,231,1,21,0,1,0.0310254,0.0070426,0.0239828,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,37,CONVENTIONAL_DBF,2,1,2,NOT_APPLICABLE_BASELINE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,NOT_RUN_BY_METHOD,CONVENTIONAL_DBF_RETURNED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.4 8,10 10,10131.7078466388,2.01687262867381,0.0001916488755117,0.3,0,0.3,0.632455532033676,0,0,1,NaN,0.000655985796467945,0,0,0,0,0,0,0,0,0,0,1,0.0072472,0.0070426,0.0002046,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,38,MAIN_GROUPED_CONDITIONAL_JOINT,2,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,JOINT_REFINEMENT_CONVERGED,JOINT_REFINEMENT_CONVERGED,METHOD_AND_UPSTREAM_REGISTERED_MODEL,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10133.1078887222,0.0767483457366325,5.38528580822766e-16,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,2,0.000635630686977737,0,0,3,21,19,43,97,4,41,1,1,0.0393321,0.0103123,0.0290198,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,38,GROUPED_CONDITIONAL_ONLY,2,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,NOT_RUN_BY_METHOD,GROUPED_CONDITIONAL_RETURNED,METHOD_AND_UPSTREAM_REGISTERED_MODEL,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10133.1078887222,0.0767483457366325,5.38528580822766e-16,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,2,0.000635630686977737,0,0,3,21,0,24,57,3,21,0,1,0.0198585,0.0103123,0.0095462,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,38,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,1,2,NOT_APPLICABLE_BASELINE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,JOINT_REFINEMENT_CONVERGED,JOINT_REFINEMENT_CONVERGED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10133.1078887222,0.0767483457366325,5.38528580822766e-16,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,NaN,0.000635630686977737,0,0,0,0,74,74,156,1,80,4,2,0.08658,0.0066679,0.0799121,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,38,LOCAL_FULL_DML_REFERENCE,2,1,2,NOT_APPLICABLE_REFERENCE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,NOT_RUN_BY_REFERENCE,LOCAL_FULL_REFERENCE_RETURNED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10133.1078887223,0.0767483457311755,0,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,NaN,0.000635630686977737,0,0,0,0,210,210,231,1,21,0,1,0.0277177,0.0066679,0.0210498,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,38,CONVENTIONAL_DBF,2,1,2,NOT_APPLICABLE_BASELINE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,NOT_RUN_BY_METHOD,CONVENTIONAL_DBF_RETURNED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.4 8,10 10,10131.1472649994,2.0373720685966,0.000193486908892731,0.3,0,0.3,0.632455532033676,0,0,1,NaN,0.000635630686977737,0,0,0,0,0,0,0,0,0,0,1,0.0068166,0.0066679,0.0001487,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,39,MAIN_GROUPED_CONDITIONAL_JOINT,2,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,JOINT_REFINEMENT_CONVERGED,JOINT_REFINEMENT_CONVERGED,METHOD_AND_UPSTREAM_REGISTERED_MODEL,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10133.3870029647,0.0733827337971888,3.59009165052844e-16,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,2,0.000649171792396104,0,0,3,21,19,43,97,4,41,1,1,0.0433068,0.0114021,0.0319047,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,39,GROUPED_CONDITIONAL_ONLY,2,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,NOT_RUN_BY_METHOD,GROUPED_CONDITIONAL_RETURNED,METHOD_AND_UPSTREAM_REGISTERED_MODEL,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10133.3870029647,0.0733827337971888,3.59009165052844e-16,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,2,0.000649171792396104,0,0,3,21,0,24,57,3,21,0,1,0.0225975,0.0114021,0.0111954,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,39,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,1,2,NOT_APPLICABLE_BASELINE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,JOINT_REFINEMENT_CONVERGED,JOINT_REFINEMENT_CONVERGED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10133.3870029647,0.0733827337971888,3.59009165052844e-16,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,NaN,0.000649171792396104,0,0,0,0,74,74,156,1,80,4,2,0.0858795,0.006948,0.0789315,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,39,LOCAL_FULL_DML_REFERENCE,2,1,2,NOT_APPLICABLE_REFERENCE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,NOT_RUN_BY_REFERENCE,LOCAL_FULL_REFERENCE_RETURNED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10133.3870029647,0.0733827337935509,0,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,NaN,0.000649171792396104,0,0,0,0,210,210,231,1,21,0,1,0.0312722,0.006948,0.0243242,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,39,CONVENTIONAL_DBF,2,1,2,NOT_APPLICABLE_BASELINE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,NOT_RUN_BY_METHOD,CONVENTIONAL_DBF_RETURNED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.4 8,10 10,10131.4495512732,2.01083442530035,0.000191194877975148,0.3,0,0.3,0.632455532033676,0,0,1,NaN,0.000649171792396104,0,0,0,0,0,0,0,0,0,0,1,0.0070736,0.006948,0.0001256,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,40,MAIN_GROUPED_CONDITIONAL_JOINT,2,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,JOINT_REFINEMENT_CONVERGED,JOINT_REFINEMENT_CONVERGED,METHOD_AND_UPSTREAM_REGISTERED_MODEL,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10133.363792156,0.0758754263551964,5.38514981063016e-16,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,2,0.000641320556289665,0,0,3,21,19,43,97,4,41,1,1,0.0444063,0.0116547,0.0327516,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,40,GROUPED_CONDITIONAL_ONLY,2,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,NOT_RUN_BY_METHOD,GROUPED_CONDITIONAL_RETURNED,METHOD_AND_UPSTREAM_REGISTERED_MODEL,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10133.363792156,0.0758754263551964,5.38514981063016e-16,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,2,0.000641320556289665,0,0,3,21,0,24,57,3,21,0,1,0.022135,0.0116547,0.0104803,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,40,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,1,2,NOT_APPLICABLE_BASELINE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,JOINT_REFINEMENT_CONVERGED,JOINT_REFINEMENT_CONVERGED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10133.363792156,0.0758754263551964,5.38514981063016e-16,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,NaN,0.000641320556289665,0,0,0,0,74,74,156,1,80,4,2,0.0852752,0.0067657,0.0785095,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,40,LOCAL_FULL_DML_REFERENCE,2,1,2,NOT_APPLICABLE_REFERENCE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,NOT_RUN_BY_REFERENCE,LOCAL_FULL_REFERENCE_RETURNED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10133.363792156,0.0758754263497394,0,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,NaN,0.000641320556289665,0,0,0,0,210,210,231,1,21,0,1,0.0303252,0.0067657,0.0235595,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,40,CONVENTIONAL_DBF,2,1,2,NOT_APPLICABLE_BASELINE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,NOT_RUN_BY_METHOD,CONVENTIONAL_DBF_RETURNED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.4 8,10 10,10131.407895061,2.03177252140813,0.000193015580529379,0.3,0,0.3,0.632455532033676,0,0,1,NaN,0.000641320556289665,0,0,0,0,0,0,0,0,0,0,1,0.0069221,0.0067657,0.0001564,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,41,MAIN_GROUPED_CONDITIONAL_JOINT,2,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,JOINT_REFINEMENT_CONVERGED,JOINT_REFINEMENT_CONVERGED,METHOD_AND_UPSTREAM_REGISTERED_MODEL,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10133.5718281382,0.0756257994071348,5.38503925682457e-16,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,2,0.000637032399909086,0,0,3,21,19,43,97,4,41,1,1,0.0387473,0.010339,0.0284083,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,41,GROUPED_CONDITIONAL_ONLY,2,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,NOT_RUN_BY_METHOD,GROUPED_CONDITIONAL_RETURNED,METHOD_AND_UPSTREAM_REGISTERED_MODEL,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10133.5718281382,0.0756257994071348,5.38503925682457e-16,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,2,0.000637032399909086,0,0,3,21,0,24,57,3,21,0,1,0.0182583,0.010339,0.0079193,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,41,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,1,2,NOT_APPLICABLE_BASELINE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,JOINT_REFINEMENT_CONVERGED,JOINT_REFINEMENT_CONVERGED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10133.5718281382,0.0756257994071348,5.38503925682457e-16,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,NaN,0.000637032399909086,0,0,0,0,74,74,156,1,80,4,2,0.0897264,0.0066146,0.0831118,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,41,LOCAL_FULL_DML_REFERENCE,2,1,2,NOT_APPLICABLE_REFERENCE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,NOT_RUN_BY_REFERENCE,LOCAL_FULL_REFERENCE_RETURNED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10133.5718281382,0.0756257994016778,0,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,NaN,0.000637032399909086,0,0,0,0,210,210,231,1,21,0,1,0.0334951,0.0066146,0.0268805,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,41,CONVENTIONAL_DBF,2,1,2,NOT_APPLICABLE_BASELINE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,NOT_RUN_BY_METHOD,CONVENTIONAL_DBF_RETURNED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.4 8,10 10,10131.626764352,2.02068958563541,0.0001919425666706,0.3,0,0.3,0.632455532033676,0,0,1,NaN,0.000637032399909086,0,0,0,0,0,0,0,0,0,0,1,0.0067478,0.0066146,0.0001332,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,42,MAIN_GROUPED_CONDITIONAL_JOINT,2,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,JOINT_REFINEMENT_CONVERGED,JOINT_REFINEMENT_CONVERGED,METHOD_AND_UPSTREAM_REGISTERED_MODEL,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10132.9096602151,0.0749243890386424,1.79513038657373e-16,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,2,0.000654867105185,0,0,3,21,19,43,97,4,41,1,1,0.0377464,0.0107604,0.026986,299520,0,1,1
stress_core_coherent_weak_l4,STRESS_HOLDOUT,"core_noisy,paired_noise,coherent_and_weak,same_elevation",0.004,4,65,42,GROUPED_CONDITIONAL_ONLY,2,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,NOT_RUN_BY_METHOD,GROUPED_CONDITIONAL_RETURNED,METHOD_AND_UPSTREAM_REGISTERED_MODEL,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8,10 10,10132.9096602151,0.0749243890386424,1.79513038657373e-16,0.22360679774998,0,0.22360679774998,0.632455532033676,0,0,1,2,0.000654867105185,0,0,3,21,0,24,57,3,21,0,1,0.0185568,0.0107604,0.0077964,299520,0,1,1
