scenario,data_split,feature_tags,noise_sigma,L,aperture_column_count,trial_id,method,K,oracle_Q,oracle_Kq,condition_source,eta_condition_deg,upstream_group_support_status,conditional_estimate_status,joint_refinement_status,method_estimate_status,method_status_scope,statistical_calibration_status,domain_id,domain_source,domain_bounds,domain_hash,truth_in_domain_flag,truth_on_search_grid_flag,grid_step_az_deg,grid_step_el_deg,az_hat_deg,el_hat_deg,score,rss,normalized_score_gap_to_local_full,az_rmse,el_rmse,pair_rmse,unconditional_penalized_pair_error,success_flag,wrong_local_peak_flag,convergence_flag,rank_Gphi_min,group_recovery_relative_error,cross_group_noise_correlation_max,monotonicity_violation_count,num_score_eval_stage4,num_score_eval_conditional,num_score_eval_joint,num_score_eval_total,num_svd_total,num_eig_total,num_candidate_manifold_build,num_iterations,num_multi_start,runtime_total,precompute_time_sec,online_time_sec,max_primary_array_bytes,registered_model_certified_flag,phase_factor,pass_flag
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,"core_noisy,paired_noise,both_offgrid,L_gt_1",0.004,4,65,29,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,1,2,NOT_APPLICABLE_BASELINE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,JOINT_REFINEMENT_CONVERGED,JOINT_REFINEMENT_CONVERGED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,8.2 7.6,10 10.2,19349.4489869078,18.5357722387853,-7.52058378417543e-16,0.100000000000001,0.0999999999999996,0.14142135623731,0.14142135623731,1,0,1,NaN,0.0946822990150379,0,0,0,0,121,121,243,1,120,6,2,0.1328849,0.0118079,0.121077,299520,0,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,"core_noisy,paired_noise,both_offgrid,L_gt_1",0.004,4,65,29,LOCAL_FULL_DML_REFERENCE,2,1,2,NOT_APPLICABLE_REFERENCE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,NOT_RUN_BY_REFERENCE,LOCAL_FULL_REFERENCE_RETURNED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,8.2 7.6,10 10.2,19349.4489869078,18.5357722387998,0,0.100000000000001,0.0999999999999996,0.14142135623731,0.14142135623731,1,0,1,NaN,0.0946822990150379,0,0,0,0,210,210,231,1,21,0,1,0.0380666,0.0118079,0.0262587,299520,0,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,"core_noisy,paired_noise,both_offgrid,L_gt_1",0.004,4,65,29,CONVENTIONAL_DBF,2,1,2,NOT_APPLICABLE_BASELINE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,NOT_RUN_BY_METHOD,CONVENTIONAL_DBF_RETURNED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,8 8,10 10.2,19067.4862753379,300.498483808653,0.0145721313180874,0.3,0.0999999999999996,0.316227766016838,0.632455532033676,0,0,1,NaN,0.0946822990150379,0,0,0,0,0,0,0,0,0,0,1,0.0119665,0.0118079,0.0001586,299520,0,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,"core_noisy,paired_noise,both_offgrid,L_gt_1",0.004,4,65,30,MAIN_GROUPED_CONDITIONAL_JOINT,2,1,2,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,JOINT_REFINEMENT_CONVERGED,JOINT_REFINEMENT_CONVERGED,METHOD_AND_UPSTREAM_REGISTERED_MODEL,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8.2,10 10.2,19350.1632166142,18.5474088255432,7.52030619352733e-16,0.100000000000001,0.0999999999999996,0.14142135623731,0.14142135623731,1,0,1,2,0.0946890643655397,0,0,3,21,40,64,138,4,61,2,1,0.057323,0.010524,0.046799,299520,0,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,"core_noisy,paired_noise,both_offgrid,L_gt_1",0.004,4,65,30,GROUPED_CONDITIONAL_ONLY,2,1,2,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,NOT_RUN_BY_METHOD,GROUPED_CONDITIONAL_RETURNED,METHOD_AND_UPSTREAM_REGISTERED_MODEL,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8.2,10.2 10.2,19305.6455164652,63.0651089745515,0.00230063693265386,0.100000000000001,0.0999999999999996,0.14142135623731,0.14142135623731,1,0,1,2,0.0946890643655397,0,0,3,21,0,24,57,3,21,0,1,0.0194194,0.010524,0.0088954,299520,0,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,"core_noisy,paired_noise,both_offgrid,L_gt_1",0.004,4,65,30,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,1,2,NOT_APPLICABLE_BASELINE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,JOINT_REFINEMENT_CONVERGED,JOINT_REFINEMENT_CONVERGED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8.2,10 10.2,19350.1632166142,18.5474088255432,7.52030619352733e-16,0.100000000000001,0.0999999999999996,0.14142135623731,0.14142135623731,1,0,1,NaN,0.0946890643655397,0,0,0,0,121,121,243,1,120,6,2,0.1174994,0.0068819,0.1106175,299520,0,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,"core_noisy,paired_noise,both_offgrid,L_gt_1",0.004,4,65,30,LOCAL_FULL_DML_REFERENCE,2,1,2,NOT_APPLICABLE_REFERENCE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,NOT_RUN_BY_REFERENCE,LOCAL_FULL_REFERENCE_RETURNED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8.2,10 10.2,19350.1632166142,18.5474088255287,0,0.100000000000001,0.0999999999999996,0.14142135623731,0.14142135623731,1,0,1,NaN,0.0946890643655397,0,0,0,0,210,210,231,1,21,0,1,0.0288461,0.0068819,0.0219642,299520,0,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,"core_noisy,paired_noise,both_offgrid,L_gt_1",0.004,4,65,30,CONVENTIONAL_DBF,2,1,2,NOT_APPLICABLE_BASELINE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,NOT_RUN_BY_METHOD,CONVENTIONAL_DBF_RETURNED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,8 8,10 10.2,19068.1340552037,300.576570235989,0.0145750275206107,0.3,0.0999999999999996,0.316227766016838,0.632455532033676,0,0,1,NaN,0.0946890643655397,0,0,0,0,0,0,0,0,0,0,1,0.0070067,0.0068819,0.0001248,299520,0,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,"core_noisy,paired_noise,both_offgrid,L_gt_1",0.004,4,65,31,MAIN_GROUPED_CONDITIONAL_JOINT,2,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,JOINT_REFINEMENT_CONVERGED,JOINT_REFINEMENT_CONVERGED,METHOD_AND_UPSTREAM_REGISTERED_MODEL,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,8.2 7.6,10 10.2,19351.440938747,18.5559919762054,6.6753498271781e-07,0.100000000000001,0.0999999999999996,0.14142135623731,0.14142135623731,1,0,1,2,0.0947266012576651,0,0,3,21,40,64,138,4,61,2,1,0.0605844,0.0115007,0.0490837,299520,0,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,"core_noisy,paired_noise,both_offgrid,L_gt_1",0.004,4,65,31,GROUPED_CONDITIONAL_ONLY,2,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,NOT_RUN_BY_METHOD,GROUPED_CONDITIONAL_RETURNED,METHOD_AND_UPSTREAM_REGISTERED_MODEL,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8.2,10 10,19307.002145028,62.9947856951585,0.00229707348196959,0.100000000000001,0.0999999999999996,0.14142135623731,0.14142135623731,1,0,1,2,0.0947266012576651,0,0,3,21,0,24,57,3,21,0,1,0.0202505,0.0115007,0.0087498,299520,0,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,"core_noisy,paired_noise,both_offgrid,L_gt_1",0.004,4,65,31,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,1,2,NOT_APPLICABLE_BASELINE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,JOINT_REFINEMENT_CONVERGED,JOINT_REFINEMENT_CONVERGED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8.2,10 10.2,19351.4538565194,18.5430742038043,7.51980462876923e-16,0.100000000000001,0.0999999999999996,0.14142135623731,0.14142135623731,1,0,1,NaN,0.0947266012576651,0,0,0,0,121,121,243,1,120,6,2,0.1345598,0.0065241,0.1280357,299520,0,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,"core_noisy,paired_noise,both_offgrid,L_gt_1",0.004,4,65,31,LOCAL_FULL_DML_REFERENCE,2,1,2,NOT_APPLICABLE_REFERENCE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,NOT_RUN_BY_REFERENCE,LOCAL_FULL_REFERENCE_RETURNED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8.2,10 10.2,19351.4538565194,18.5430742037897,0,0.100000000000001,0.0999999999999996,0.14142135623731,0.14142135623731,1,0,1,NaN,0.0947266012576651,0,0,0,0,210,210,231,1,21,0,1,0.0308248,0.0065241,0.0243007,299520,0,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,"core_noisy,paired_noise,both_offgrid,L_gt_1",0.004,4,65,31,CONVENTIONAL_DBF,2,1,2,NOT_APPLICABLE_BASELINE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,NOT_RUN_BY_METHOD,CONVENTIONAL_DBF_RETURNED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,8 8,10 10.2,19069.4707913176,300.52613940556,0.0145716733891171,0.3,0.0999999999999996,0.316227766016838,0.632455532033676,0,0,1,NaN,0.0947266012576651,0,0,0,0,0,0,0,0,0,0,1,0.0066574,0.0065241,0.0001333,299520,0,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,"core_noisy,paired_noise,both_offgrid,L_gt_1",0.004,4,65,32,MAIN_GROUPED_CONDITIONAL_JOINT,2,1,2,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,JOINT_REFINEMENT_CONVERGED,JOINT_REFINEMENT_CONVERGED,METHOD_AND_UPSTREAM_REGISTERED_MODEL,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8.2,10 10.2,19348.7205232533,18.5468784922996,1.12813003920944e-15,0.100000000000001,0.0999999999999996,0.14142135623731,0.14142135623731,1,0,1,2,0.0947086762228594,0,0,3,21,40,64,138,4,61,2,1,0.0679967,0.0123257,0.055671,299520,0,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,"core_noisy,paired_noise,both_offgrid,L_gt_1",0.004,4,65,32,GROUPED_CONDITIONAL_ONLY,2,1,2,ESTIMATED_ELEVATION,10.2,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,NOT_RUN_BY_METHOD,GROUPED_CONDITIONAL_RETURNED,METHOD_AND_UPSTREAM_REGISTERED_MODEL,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8.2,10.2 10.2,19304.2650668788,63.0023348667346,0.00229759152916754,0.100000000000001,0.0999999999999996,0.14142135623731,0.14142135623731,1,0,1,2,0.0947086762228594,0,0,3,21,0,24,57,3,21,0,1,0.0240219,0.0123257,0.0116962,299520,0,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,"core_noisy,paired_noise,both_offgrid,L_gt_1",0.004,4,65,32,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,1,2,NOT_APPLICABLE_BASELINE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,JOINT_REFINEMENT_CONVERGED,JOINT_REFINEMENT_CONVERGED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8.2,10 10.2,19348.7205232533,18.5468784922996,1.12813003920944e-15,0.100000000000001,0.0999999999999996,0.14142135623731,0.14142135623731,1,0,1,NaN,0.0947086762228594,0,0,0,0,121,121,243,1,120,6,2,0.1211207,0.0073001,0.1138206,299520,0,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,"core_noisy,paired_noise,both_offgrid,L_gt_1",0.004,4,65,32,LOCAL_FULL_DML_REFERENCE,2,1,2,NOT_APPLICABLE_REFERENCE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,NOT_RUN_BY_REFERENCE,LOCAL_FULL_REFERENCE_RETURNED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8.2,10 10.2,19348.7205232533,18.5468784922778,0,0.100000000000001,0.0999999999999996,0.14142135623731,0.14142135623731,1,0,1,NaN,0.0947086762228594,0,0,0,0,210,210,231,1,21,0,1,0.033129,0.0073001,0.0258289,299520,0,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,"core_noisy,paired_noise,both_offgrid,L_gt_1",0.004,4,65,32,CONVENTIONAL_DBF,2,1,2,NOT_APPLICABLE_BASELINE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,NOT_RUN_BY_METHOD,CONVENTIONAL_DBF_RETURNED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,8 8,10 10.2,19066.8431084098,300.424293335731,0.0145682715559767,0.3,0.0999999999999996,0.316227766016838,0.632455532033676,0,0,1,NaN,0.0947086762228594,0,0,0,0,0,0,0,0,0,0,1,0.0075907,0.0073001,0.0002906,299520,0,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,"core_noisy,paired_noise,both_offgrid,L_gt_1",0.004,4,65,33,MAIN_GROUPED_CONDITIONAL_JOINT,2,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,JOINT_REFINEMENT_CONVERGED,JOINT_REFINEMENT_CONVERGED,METHOD_AND_UPSTREAM_REGISTERED_MODEL,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,8.2 7.6,10 10.2,19350.5381354855,18.5059449216897,-1.31602808517982e-15,0.100000000000001,0.0999999999999996,0.14142135623731,0.14142135623731,1,0,1,2,0.0947045380043502,0,0,3,21,40,64,138,4,61,2,1,0.057115,0.0104457,0.0466693,299520,0,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,"core_noisy,paired_noise,both_offgrid,L_gt_1",0.004,4,65,33,GROUPED_CONDITIONAL_ONLY,2,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,NOT_RUN_BY_METHOD,GROUPED_CONDITIONAL_RETURNED,METHOD_AND_UPSTREAM_REGISTERED_MODEL,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8.2,10 10,19306.0247343013,63.0193461059062,0.00230037019500565,0.100000000000001,0.0999999999999996,0.14142135623731,0.14142135623731,1,0,1,2,0.0947045380043502,0,0,3,21,0,24,57,3,21,0,1,0.0198538,0.0104457,0.0094081,299520,0,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,"core_noisy,paired_noise,both_offgrid,L_gt_1",0.004,4,65,33,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,1,2,NOT_APPLICABLE_BASELINE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,JOINT_REFINEMENT_CONVERGED,JOINT_REFINEMENT_CONVERGED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,8.2 7.6,10 10.2,19350.5381354855,18.5059449216897,-1.31602808517982e-15,0.100000000000001,0.0999999999999996,0.14142135623731,0.14142135623731,1,0,1,NaN,0.0947045380043502,0,0,0,0,121,121,243,1,120,6,2,0.1222563,0.0066481,0.1156082,299520,0,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,"core_noisy,paired_noise,both_offgrid,L_gt_1",0.004,4,65,33,LOCAL_FULL_DML_REFERENCE,2,1,2,NOT_APPLICABLE_REFERENCE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,NOT_RUN_BY_REFERENCE,LOCAL_FULL_REFERENCE_RETURNED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,8.2 7.6,10 10.2,19350.5381354855,18.5059449217151,0,0.100000000000001,0.0999999999999996,0.14142135623731,0.14142135623731,1,0,1,NaN,0.0947045380043502,0,0,0,0,210,210,231,1,21,0,1,0.0304475,0.0066481,0.0237994,299520,0,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,"core_noisy,paired_noise,both_offgrid,L_gt_1",0.004,4,65,33,CONVENTIONAL_DBF,2,1,2,NOT_APPLICABLE_BASELINE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,NOT_RUN_BY_METHOD,CONVENTIONAL_DBF_RETURNED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,8 8,10 10.2,19068.6932178799,300.350862527284,0.0145652237489311,0.3,0.0999999999999996,0.316227766016838,0.632455532033676,0,0,1,NaN,0.0947045380043502,0,0,0,0,0,0,0,0,0,0,1,0.0067938,0.0066481,0.0001457,299520,0,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,"core_noisy,paired_noise,both_offgrid,L_gt_1",0.004,4,65,34,MAIN_GROUPED_CONDITIONAL_JOINT,2,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,JOINT_REFINEMENT_CONVERGED,JOINT_REFINEMENT_CONVERGED,METHOD_AND_UPSTREAM_REGISTERED_MODEL,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,8.2 7.6,10 10.2,19350.1748177959,18.5504848856035,2.52960312690626e-07,0.100000000000001,0.0999999999999996,0.14142135623731,0.14142135623731,1,0,1,2,0.0947203229243668,0,0,3,21,40,64,138,4,61,2,1,0.0616822,0.0104711,0.0512111,299520,0,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,"core_noisy,paired_noise,both_offgrid,L_gt_1",0.004,4,65,34,GROUPED_CONDITIONAL_ONLY,2,1,2,ESTIMATED_ELEVATION,10,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,CONDITIONAL_AZIMUTH_RETURNED,NOT_RUN_BY_METHOD,GROUPED_CONDITIONAL_RETURNED,METHOD_AND_UPSTREAM_REGISTERED_MODEL,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8.2,10 10,19305.7022672414,63.0230354401174,0.00229855464096848,0.100000000000001,0.0999999999999996,0.14142135623731,0.14142135623731,1,0,1,2,0.0947203229243668,0,0,3,21,0,24,57,3,21,0,1,0.0194102,0.0104711,0.0089391,299520,0,1,1
normal_core_offgrid_white_l4,NORMAL_HOLDOUT,"core_noisy,paired_noise,both_offgrid,L_gt_1",0.004,4,65,34,DIRECT_AP_COORDINATE_ASCENT_FIXED_CENTER,2,1,2,NOT_APPLICABLE_BASELINE,NaN,GROUP_REGISTERED_MODEL_SUPPORTED_UNCALIBRATED,NOT_APPLICABLE_METHOD,JOINT_REFINEMENT_CONVERGED,JOINT_REFINEMENT_CONVERGED,METHOD_ONLY,NOT_CALIBRATED_STAGE5,STAGE5_COMMON_LOCAL_DOMAIN_V1,pre_registered_conventional_center_and_fixed_resolution_offsets,"[7.4,8.6]x[9.8,10.2]",e70016c924fdb6837e7a741304fbd992c4d8f05413ba03743350eec5c03963bd,1,0,0.199999999999999,0.199999999999999,7.6 8.2,10 10.2,19350.1797126234,18.5455900581001,3.76014989123685e-16,0.100000000000001,0.0999999999999996,0.14142135623731,0.14142135623731,1,0,1,NaN,0.0947203229243668,0,0,0,0,121,121,243,1,120,6,2,0.1374567,0.0066485,0.1308082,299520,0,1,1
