az_center_grid,el_center_grid,score_grid,score_grid_norm,truth_center_az,truth_center_el,fixed_est_center_az,fixed_est_center_el,c05_est_center_az,c05_est_center_el
-0.766,9.871,94512.3942734494,0.32845957166756,0,10.31,0.02,10.36,-0.012,10.312
-0.766,9.931,95322.7114110223,0.332916218031309,0,10.31,0.02,10.36,-0.012,10.312
-0.766,9.991,96029.0973229312,0.336801255209643,0,10.31,0.02,10.36,-0.012,10.312
-0.766,10.051,96619.4868002067,0.340048326010806,0,10.31,0.02,10.36,-0.012,10.312
-0.766,10.111,97076.3750159107,0.342561156001365,0,10.31,0.02,10.36,-0.012,10.312
-0.766,10.171,97379.892041634,0.344230462975518,0,10.31,0.02,10.36,-0.012,10.312
-0.766,10.231,97511.2927779219,0.344953151150824,0,10.31,0.02,10.36,-0.012,10.312
-0.766,10.291,97456.3844774337,0.344651162131508,0,10.31,0.02,10.36,-0.012,10.312
-0.766,10.351,97208.3270001162,0.343286875973623,0,10.31,0.02,10.36,-0.012,10.312
-0.766,10.411,96769.3095905912,0.34087233325811,0,10.31,0.02,10.36,-0.012,10.312
-0.766,10.471,96150.8351700592,0.337470798661925,0,10.31,0.02,10.36,-0.012,10.312
-0.766,10.531,95372.6581400933,0.333190919007228,0,10.31,0.02,10.36,-0.012,10.312
-0.766,10.591,94460.7114419917,0.328175322338249,0,10.31,0.02,10.36,-0.012,10.312
-0.766,10.651,93444.525549308,0.322586422692011,0,10.31,0.02,10.36,-0.012,10.312
-0.766,10.711,92354.6499286631,0.316592238444305,0,10.31,0.02,10.36,-0.012,10.312
-0.766,10.771,91220.4674945162,0.310354372074961,0,10.31,0.02,10.36,-0.012,10.312
-0.766,10.831,90068.6137998985,0.30401931590786,0,10.31,0.02,10.36,-0.012,10.312
-0.766,10.891,88922.0427647978,0.297713313729914,0,10.31,0.02,10.36,-0.012,10.312
-0.766,10.951,87799.6605595276,0.291540347193829,0,10.31,0.02,10.36,-0.012,10.312
-0.766,11.011,86716.3889480419,0.28558248419868,0,10.31,0.02,10.36,-0.012,10.312
-0.766,11.071,85683.5081177301,0.279901764412372,0,10.31,0.02,10.36,-0.012,10.312
-0.726,9.511,86620.8359947998,0.285056954499423,0,10.31,0.02,10.36,-0.012,10.312
-0.726,9.571,88599.8296620147,0.295941180590571,0,10.31,0.02,10.36,-0.012,10.312
-0.726,9.631,90365.6962478799,0.305653233481781,0,10.31,0.02,10.36,-0.012,10.312
-0.726,9.691,91959.7923486804,0.314420569456408,0,10.31,0.02,10.36,-0.012,10.312
