stage8_stable_code_identity_hash,stage8_plan_hash,stage8_calibration_plan_hash,stage8_validation_plan_hash,measurement_registry_hash,threshold_set_hash,checkpoint_manifest_hash,cell_count,bootstrap_sample_count,calibration_freeze_status
fa28f6f202c37dc800b801c47eb4e0f9381a3fc46d1fdc230e145e49d3a215bf,7dc1e4c361d22ec52ec255381e3cea3ce176a8877b4cfe56f12d25564749ca5d,5cf12356433c9680cc3f1ca783667de1910b8135e76141d0fc72271fbe596760,9bfa65e64dc97523e36c62e44217e5e4dc93d221de90b29de923a5b0d6a121e7,d0eaebc931b1cf4cb3b25865f7127789bb81d97151405fd5f0db255e0221e5d0,e53a786f574883e07203818a11ffd96cb89d7e2b815d8785d7376e845999fdd1,26eeb567881cc31eac9e7b591a8df370c1f84d2981e2ea2564f993ed5538b0fa,300,59700,PASS_STAGE8_1_THRESHOLD_EVIDENCE_FREEZE
