center_az,actual_center_az,selected_center_column,scenario_name,trial_id,seed,truth_az1,truth_az2,truth_el1,truth_el2,cached_status,direct_status,cached_success,direct_success,cached_rmse,direct_rmse,same_estimate_flag,same_policy_flag,same_score_flag,az_diff_max,el_diff_max,score_diff_abs,score_diff_rel,cached_policy_name,direct_policy_name,cached_confidence,direct_confidence,cached_boundary_flag,direct_boundary_flag,cached_num_pairs,direct_num_pairs,cached_cache_miss_count,cached_fallback_used,cached_runtime_total_sec,direct_runtime_total_sec,pass_flag
8,7.5,5,low_snr_hard,4,20465613,7.085,7.915,10.495,10.125,ok,ok,1,1,0.0199499373432601,0.0199499373432601,1,1,1,0,0,1.45519152283669e-11,1.38700511872308e-16,EASY,EASY,high,high,,,9729,9729,0,0,0.0563115,0.1170642,1
8,7.5,5,low_snr_hard,5,20465614,7.085,7.915,10.125,10.495,ok,ok,0,0,0.141950695665783,0.141950695665783,1,1,1,0,0,2.91038304567337e-11,2.92403871136881e-16,NORMAL,NORMAL,medium,medium,,,23133,23133,0,0,0.1164126,0.193703,1
8,7.5,5,low_snr_hard,6,20465615,7.085,7.915,10.495,10.125,ok,ok,1,1,0.0199499373432601,0.0199499373432601,1,1,1,0,0,1.45519152283669e-11,1.38700742173052e-16,EASY,EASY,high,high,,,9729,9729,0,0,0.0462595,0.1233135,1
8,7.5,5,low_snr_hard,7,20465616,7.085,7.915,10.125,10.495,ok,ok,0,0,0.141950695665783,0.141950695665783,1,1,1,0,0,1.45519152283669e-11,1.4620012386923e-16,NORMAL,NORMAL,medium,medium,,,23133,23133,0,0,0.1022082,0.2080171,1
8,7.5,5,low_snr_hard,8,20465617,7.085,7.915,10.495,10.125,ok,ok,1,1,0.0199499373432601,0.0199499373432601,1,1,1,0,0,4.36557456851006e-11,4.16301363900997e-16,EASY,EASY,high,high,,,9729,9729,0,0,0.0481057,0.1107599,1
8,7.5,5,low_snr_hard,9,20465618,7.085,7.915,10.125,10.495,ok,ok,0,0,0.141950695665783,0.141950695665783,1,1,1,0,0,2.91038304567337e-11,2.92511242162507e-16,NORMAL,NORMAL,medium,medium,,,23133,23133,0,0,0.088217,0.193403,1
8,7.5,5,low_snr_hard,10,20465619,7.085,7.915,10.495,10.125,ok,ok,1,1,0.0199499373432601,0.0199499373432601,1,1,1,0,0,1.45519152283669e-11,1.3867370254683e-16,EASY,EASY,high,high,,,9729,9729,0,0,0.048108,0.1347999,1
15,15,9,easy_noncoherent,1,20561610,14.365,15.635,9.975,10.645,ok,ok,1,1,0.0373898381916806,0.0373898381916806,1,1,1,0,0,2.91038304567337e-11,1.35496647973597e-16,EASY,EASY,high,high,,,9729,9729,0,0,0.0530034,0.1200932,1
15,15,9,easy_noncoherent,2,20561611,14.365,15.635,10.645,9.975,ok,ok,1,1,0.0282488937836504,0.0282488937836504,1,1,1,0,0,8.73114913702011e-11,4.65283761803593e-16,EASY,EASY,high,high,,,9729,9729,0,0,0.045311,0.1065959,1
15,15,9,easy_noncoherent,3,20561612,14.365,15.635,9.975,10.645,ok,ok,1,1,0.0373898381916806,0.0373898381916806,1,1,1,0,0,5.82076609134674e-11,2.70307998033409e-16,EASY,EASY,high,high,,,9729,9729,0,0,0.0497396,0.1360302,1
