scenario_name,center_az,trial_id,repeat_id,direct_runtime_total_sec,cached_runtime_total_sec,runtime_reduction_ratio,direct_num_pairs,cached_num_pairs,same_estimate_flag,same_policy_flag,cache_miss_count
weak_secondary,8,4,2,0.1295534,0.056199,0.566209763695897,9729,9729,1,1,0
weak_secondary,8,5,2,0.2012799,0.0960523,0.522792390099558,23133,23133,1,1,0
weak_secondary,8,6,2,0.1187845,0.0508684,0.571758941612752,9729,9729,1,1,0
weak_secondary,8,7,2,0.2224561,0.0965234,0.566101356627218,23133,23133,1,1,0
weak_secondary,8,8,2,0.1155197,0.0568381,0.507979158533133,9729,9729,1,1,0
weak_secondary,8,9,2,0.2275296,0.0974319,0.571783627273111,23133,23133,1,1,0
weak_secondary,8,10,2,0.1151686,0.0468341,0.593343150824096,9729,9729,1,1,0
low_snr_hard,8,1,2,0.1966872,0.1013221,0.484856665812519,23133,23133,1,1,0
low_snr_hard,8,2,2,0.125981,0.0503397,0.600418317047809,9729,9729,1,1,0
low_snr_hard,8,3,2,0.2104416,0.0942539,0.552113745571218,23133,23133,1,1,0
low_snr_hard,8,4,2,0.1164613,0.0439881,0.622294272861457,9729,9729,1,1,0
low_snr_hard,8,5,2,0.1836235,0.1117993,0.391149281001615,23133,23133,1,1,0
low_snr_hard,8,6,2,0.1202346,0.0549672,0.542833759999201,9729,9729,1,1,0
low_snr_hard,8,7,2,0.2140417,0.1192228,0.442992650497543,23133,23133,1,1,0
low_snr_hard,8,8,2,0.1318779,0.0522876,0.603515069621218,9729,9729,1,1,0
low_snr_hard,8,9,2,0.2176401,0.108519,0.501383246929219,23133,23133,1,1,0
low_snr_hard,8,10,2,0.1205576,0.0423729,0.648525683988401,9729,9729,1,1,0
easy_noncoherent,15,1,2,0.1650591,0.0950827,0.4239475436374,18612,18612,1,1,0
easy_noncoherent,15,2,2,0.1265461,0.0504825,0.601074233026541,9729,9729,1,1,0
easy_noncoherent,15,3,2,0.1239237,0.0587049,0.526281897651539,9729,9729,1,1,0
easy_noncoherent,15,4,2,0.1446526,0.0519868,0.640609294267784,9729,9729,1,1,0
easy_noncoherent,15,5,2,0.1144334,0.0481399,0.57931949937693,9729,9729,1,1,0
easy_noncoherent,15,6,2,0.1228692,0.0430209,0.649864245880986,9729,9729,1,1,0
easy_noncoherent,15,7,2,0.1129514,0.0489943,0.566235566801297,9729,9729,1,1,0
easy_noncoherent,15,8,2,0.1357591,0.0439325,0.676393700311802,9729,9729,1,1,0
easy_noncoherent,15,9,2,0.1199861,0.0523993,0.563288580927291,9729,9729,1,1,0
easy_noncoherent,15,10,2,0.1320744,0.0636181,0.518316191479954,9729,9729,1,1,0
strong_coherent,15,1,2,0.1201644,0.046326,0.614478164914068,9729,9729,1,1,0
strong_coherent,15,2,2,0.1161675,0.051637,0.55549529773818,9729,9729,1,1,0
strong_coherent,15,3,2,0.1315952,0.0632927,0.519034888810534,9729,9729,1,1,0
strong_coherent,15,4,2,0.1416002,0.0498593,0.647886796770061,9729,9729,1,1,0
strong_coherent,15,5,2,0.1194126,0.0475581,0.601732982951548,9729,9729,1,1,0
strong_coherent,15,6,2,0.1131332,0.0414202,0.633881124196964,9729,9729,1,1,0
strong_coherent,15,7,2,0.1117942,0.0469493,0.580038141513603,9729,9729,1,1,0
strong_coherent,15,8,2,0.1159639,0.0427699,0.631179185936313,9729,9729,1,1,0
