stage_name,num_trials,median_runtime_reduction_ratio,iqr_runtime_reduction_ratio,same_estimate_rate,same_policy_rate,cache_miss_count,runtime_packaging_pass_flag,runtime_note
stage5_runtime_packaging,450,0.586428277102518,0.0770044336114312,1,1,0,1,"cached final backend is functionally correct, while total MATLAB runtime gain can be limited by function dispatch and DML scoring overhead"
